	Cux2_tdTpositive_cell_115	Cux2_tdTpositive_cell_123	Cux2_tdTnegative_cell_6	Gad2_tdTpositive_cell_10	Gad2_tdTpositive_cell_39	Nr5a1_tdTpositive_cell_49	Nr5a1_tdTpositive_cell_50	Nr5a1_tdTpositive_cell_51	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_45	Pvalb_tdTpositive_cell_81	Pvalb_tdTpositive_cell_86	PvalbF.Gad2_tdTpositive_cell_88	PvalbF.Gad2_tdTpositive_cell_89	PvalbF.Gad2_tdTpositive_cell_90	PvalbF.Gad2_tdTpositive_cell_91	PvalbF.Gad2_tdTpositive_cell_92	PvalbF.Gad2_tdTpositive_cell_94	Rbp4_tdTpositive_cell_102	Rbp4_tdTpositive_cell_181	Rbp4_tdTpositive_cell_182	Rbp4_tdTpositive_cell_186	Rbp4_tdTpositive_cell_187	Rbp4_tdTpositive_cell_188	Rbp4_tdTpositive_cell_190	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_25	Rorb_tdTpositive_cell_47	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg3_tdTpositive_cell_95	Scnn1a.Tg3_tdTpositive_cell_100	Scnn1a.Tg3_tdTpositive_cell_101	Scnn1a.Tg3_tdTpositive_cell_102	Scnn1a.Tg3_tdTpositive_cell_105	Scnn1a.Tg3_tdTpositive_cell_106	Scnn1a.Tg3_tdTpositive_cell_108	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_21	Rbp4_CTX_10pg_1	Rbp4_CTX_10pg_2	Rbp4_CTX_10pg_3	Rbp4_CTX_10pg_4	Rbp4_CTX_10pg_5	Rbp4_CTX_10pg_6	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Birc6	22.28	62.82	0.92	2.48	1.12	5.26	38.43	5.19	31.89	0.0	6.92	10.82	10.04	39.52	44.92	58.05	28.69	20.83	28.27	66.1	30.27	36.41	45.17	38.12	36.21	4.52	15.06	3.35	0.03	32.37	8.26	45.51	23.38	11.26	10.3	59.78	42.66	18.38	86.88	1.05	0.0	0.0	156.27	1.54	4.68	1.49	23.78	8.39	10.47	32.65	28.87	33.37
Camk2b	90.74	548.56	0.0	17.21	0.0	475.4	641.39	64.79	0.0	0.0	34.87	4.34	7.01	28.75	4.45	0.42	43.65	1.37	245.9	57.04	219.94	61.32	103.88	36.43	44.64	0.0	0.0	0.0	0.0	183.7	0.52	0.07	299.21	179.81	133.45	151.78	105.83	142.37	352.83	0.0	0.0	0.0	0.0	149.74	245.5	98.96	95.66	198.82	161.76	532.26	557.69	545.35
Camta1	8.66	56.75	0.0	28.92	0.0	5.12	27.29	0.13	0.0	0.0	0.05	22.9	36.82	1.04	43.26	0.38	54.42	20.74	16.14	37.77	0.83	59.61	20.59	12.99	57.46	0.0	0.0	0.0	0.0	109.45	0.29	0.05	32.33	21.27	144.62	54.77	8.69	85.86	19.72	0.0	0.15	0.0	0.0	35.85	56.36	7.28	18.9	35.12	31.43	87.9	82.51	86.09
Caprin1	3.23	171.28	1.05	0.0	0.0	14.2	16.25	2.27	0.2	0.0	0.31	0.82	0.75	61.91	67.45	3.78	0.31	82.69	2.8	140.87	94.39	56.26	50.22	20.87	2.74	0.08	0.0	0.1	166.73	81.45	0.37	0.0	82.84	17.09	14.74	114.12	0.2	339.35	42.51	6.66	261.77	3.42	0.0	66.28	36.29	6.69	22.82	1.99	1.09	140.83	135.83	136.58
Ccl27b	3.85	62.77	0.0	1.03	0.0	344.85	411.12	20.98	0.0	0.0	0.0	22.96	0.85	1.18	0.0	0.0	0.0	0.45	10.99	0.18	93.01	34.54	0.0	17.74	15.83	0.0	0.0	0.0	0.0	54.65	0.46	0.0	260.72	14.7	274.48	171.5	7.71	289.98	4.42	0.0	0.0	0.0	0.0	17.69	2.83	25.62	34.21	4.38	27.11	30.63	28.29	22.96
Clip3	109.53	213.21	0.0	0.0	0.0	279.63	109.22	0.32	0.0	0.0	209.89	11.55	48.01	64.68	237.89	42.0	91.65	144.27	45.14	166.23	62.75	57.54	130.12	127.14	166.35	111.03	0.0	0.0	0.0	260.93	0.75	0.09	147.9	10.04	228.17	345.46	196.08	415.7	286.4	0.0	0.0	0.0	0.19	313.94	316.0	345.48	140.89	364.13	166.07	325.47	332.48	328.71
Col8a1	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.04	0.0	0.0	0.08	0.0	0.13	0.2	0.0	0.0	0.0	0.13	0.0	0.11	0.0	0.05	0.0	0.0	0.03	0.0	0.0	0.0	0.0	21.7	0.0	0.0	0.0	5.17	0.0	0.47	3.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	1.77	1.64	1.41
Cx3cl1	150.05	523.09	0.0	148.47	0.0	494.29	302.35	2.26	0.0	0.0	0.0	10.99	69.98	56.38	16.19	52.7	28.89	18.15	117.5	66.14	105.55	398.66	114.66	139.68	73.56	0.0	0.0	0.0	0.0	263.36	0.26	0.09	264.05	191.84	379.81	372.48	77.19	631.21	178.08	0.0	0.0	0.0	0.0	196.43	215.6	258.48	147.81	337.7	274.07	619.59	598.38	626.22
Esrra	0.66	71.59	0.0	0.0	20.48	35.15	0.0	0.0	0.0	3.81	0.0	54.35	1.33	0.0	3.58	7.56	2.94	0.86	0.0	5.67	0.07	4.13	0.0	0.0	0.74	0.0	20.11	0.0	0.0	0.55	11.17	0.0	2.46	0.0	0.0	0.0	0.0	0.0	1.68	0.0	0.0	15.58	13.08	0.2	1.1	0.71	0.0	0.12	0.0	43.22	51.27	47.48
Fam189b	0.16	87.8	0.0	0.0	0.0	199.42	0.0	0.0	0.0	0.0	0.0	0.0	0.67	15.04	22.72	0.11	0.0	0.0	0.0	0.18	6.44	1.41	22.76	3.74	0.41	0.0	0.0	0.0	0.0	0.8	0.0	0.0	26.67	0.18	0.58	23.17	0.0	0.0	4.34	0.0	0.0	0.0	0.0	0.0	8.46	15.61	0.5	3.51	0.35	35.65	38.7	42.02
Foxp4	0.0	32.65	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.33	3.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.03	0.0	14.6	18.34	21.45	18.34
Frmd5	0.09	197.18	0.0	0.0	0.23	0.0	0.0	2.94	0.0	0.0	0.0	23.11	0.32	1.64	0.18	96.8	29.33	30.23	29.4	0.0	0.1	31.09	0.78	0.1	0.02	0.0	0.0	0.0	0.0	2.09	0.0	0.49	0.03	0.11	0.0	229.83	0.04	12.34	90.37	0.16	0.96	0.06	0.0	0.0	0.0	0.51	0.0	0.0	0.0	19.48	18.99	21.43
Gabra4	226.2	141.28	0.0	83.27	0.0	267.1	131.77	0.0	0.0	0.0	0.0	9.07	0.93	2.37	4.02	0.57	87.45	6.63	190.08	175.31	130.5	29.5	114.85	0.8	10.44	0.0	0.0	0.0	0.0	411.56	0.2	0.0	143.55	188.73	131.87	331.31	0.34	7.43	132.77	0.0	0.0	0.0	0.0	176.06	184.34	38.45	40.96	124.79	112.94	80.92	76.3	77.61
Gatsl2	38.58	15.9	0.0	5.14	0.25	46.83	63.35	0.49	0.0	0.0	0.07	0.14	0.29	2.54	0.2	0.11	56.6	0.58	0.0	0.06	2.41	3.56	1.37	0.24	21.31	0.0	1.03	11.35	0.2	76.81	0.18	0.12	64.84	17.21	55.97	0.84	0.08	57.93	21.73	0.09	0.21	0.0	0.0	28.27	73.69	0.12	18.64	0.03	53.56	48.97	45.54	51.81
Gm11127	19.43	179.08	0.0	7.45	37.78	40.89	163.78	3.62	0.0	0.0	2.19	58.19	45.08	60.49	102.8	12.06	54.68	31.97	85.81	12.28	18.39	33.91	52.13	6.57	9.06	0.0	2.25	0.0	44.52	95.49	14.07	0.18	16.69	43.39	77.45	130.56	28.79	99.51	31.61	0.0	0.0	6.92	0.77	21.78	7.75	17.24	46.87	13.81	21.28	12.58	14.48	18.34
Gm13306	3.85	62.77	0.0	1.03	0.0	344.85	411.12	20.98	0.0	0.0	0.0	22.96	0.85	1.18	0.0	0.0	0.0	0.45	10.99	0.18	93.01	34.54	0.0	17.74	15.83	0.0	0.0	0.0	0.0	54.65	0.46	0.0	260.72	14.7	274.48	171.5	7.71	289.98	4.42	0.0	0.0	0.0	0.0	17.69	2.83	25.62	34.21	4.38	27.11	30.63	28.29	22.96
Gm19757	35.9	136.05	11.24	1.97	33.21	141.05	145.92	7.59	43.56	6.61	14.4	61.39	43.72	41.43	49.32	26.21	49.26	26.37	60.98	66.48	27.47	48.64	25.75	16.18	25.09	27.35	8.15	21.14	97.34	52.6	79.13	28.84	17.63	117.98	115.11	74.48	81.95	96.09	62.22	38.58	36.34	77.25	78.58	35.35	20.48	25.77	35.92	43.8	35.56	30.84	24.99	28.46
Gm2506	3.85	62.77	0.0	1.03	0.0	344.85	411.12	20.98	0.0	0.0	0.0	22.96	0.85	1.18	0.0	0.0	0.0	0.45	10.99	0.18	93.01	34.54	0.0	17.74	15.83	0.0	0.0	0.0	0.0	54.65	0.46	0.0	260.72	14.7	274.48	171.5	7.71	289.98	4.42	0.0	0.0	0.0	0.0	17.69	2.83	25.62	34.21	4.38	27.11	30.63	28.29	22.96
Gm4262	10.51	63.47	3.28	0.57	40.74	68.57	74.54	11.51	7.54	0.93	4.92	27.95	28.27	29.97	26.53	11.0	31.96	21.27	40.38	20.22	7.99	17.22	16.08	6.73	6.72	1.56	5.24	0.96	130.59	40.05	9.65	0.7	7.26	56.5	17.03	86.75	21.34	45.78	20.24	1.37	2.21	46.5	3.43	11.12	7.89	5.7	21.41	12.13	16.3	7.62	5.67	8.46
Gpr12	116.04	234.25	0.0	0.0	0.0	68.2	40.57	0.0	0.0	0.0	0.0	0.16	0.61	51.48	8.59	0.08	0.23	0.57	0.0	28.11	82.71	3.51	25.35	29.78	50.84	0.0	0.0	0.0	0.0	0.24	0.19	0.0	0.06	0.0	0.0	5.62	0.0	71.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.27	7.18	0.0	0.0	21.23	22.13	24.39
Grb2	171.26	119.34	32.87	0.0	0.0	65.96	0.0	81.2	0.0	0.0	0.0	1.52	0.44	83.87	2.56	2.46	2.69	15.55	44.37	3.82	64.82	4.0	7.17	33.12	0.15	0.0	0.0	0.0	0.53	41.52	0.0	0.0	55.76	11.61	8.81	59.68	0.0	155.88	5.42	0.0	0.0	0.26	1.9	16.34	7.21	3.54	86.35	94.54	17.66	133.21	134.34	136.09
Gria4	58.39	144.92	0.0	84.32	0.0	187.21	120.82	0.67	0.0	0.0	0.07	105.06	207.13	84.46	24.98	112.97	124.07	118.02	212.46	147.31	116.79	23.51	38.31	52.87	8.05	0.11	0.0	0.0	0.0	76.02	0.0	46.34	82.79	278.7	145.04	442.19	233.44	174.29	62.27	0.0	0.0	0.0	0.0	59.67	0.79	2.73	8.86	56.85	18.17	74.65	71.26	73.91
Hnrnpu	131.11	358.03	139.69	160.84	0.0	745.64	120.54	94.29	11.14	12.51	283.31	175.16	165.46	108.41	191.4	309.68	201.23	151.26	533.96	503.22	221.63	424.76	150.71	156.35	291.22	151.44	200.4	302.8	44.14	239.48	115.3	168.43	205.77	824.78	152.93	289.15	348.72	176.45	145.33	13.53	427.78	158.19	285.04	160.74	29.39	5.6	25.84	48.27	36.21	301.12	288.67	297.97
Kcnb1	27.69	240.33	0.0	0.0	0.0	92.12	77.56	2.56	0.0	0.0	0.0	0.19	2.61	0.18	25.86	0.06	0.62	14.77	72.91	5.35	9.26	15.71	3.8	6.75	2.39	0.0	0.06	0.0	0.04	33.1	0.04	0.0	79.29	174.81	117.28	23.25	44.16	141.77	58.02	0.04	0.0	0.0	0.0	42.21	33.94	32.02	8.14	0.96	6.57	80.83	75.26	86.16
Khsrp	11.45	28.48	17.05	25.13	21.46	35.21	50.06	20.59	13.74	0.91	25.11	7.71	17.53	11.68	10.34	9.55	19.52	11.36	16.37	30.48	33.15	29.39	29.0	21.54	23.74	6.7	36.74	12.19	35.7	15.76	29.11	46.83	10.97	18.15	42.23	5.32	25.21	35.94	43.98	0.12	23.38	33.03	0.0	8.27	9.08	10.7	32.46	8.57	30.77	57.01	58.93	59.96
Kif5c	22.66	238.53	0.0	1.05	0.0	100.0	170.73	39.21	18.63	0.0	0.0	113.97	37.32	156.27	5.64	0.27	75.59	20.33	299.87	43.79	42.91	28.73	4.74	10.5	21.14	0.0	0.0	0.0	0.2	316.54	0.3	0.04	91.79	148.25	37.69	245.8	7.45	112.2	278.16	0.0	0.0	0.0	0.0	104.67	89.08	96.33	109.8	82.53	36.08	410.62	385.0	413.29
Klc1	49.9	283.38	0.0	73.84	0.0	669.71	510.64	0.26	0.0	0.0	0.0	0.0	35.28	33.11	99.9	40.58	68.5	32.49	229.28	65.12	106.65	67.84	7.34	103.34	90.39	0.0	0.0	0.08	0.0	269.54	0.0	0.0	191.19	197.47	381.19	436.84	79.07	533.99	369.76	0.0	0.0	0.0	0.0	112.01	125.81	145.96	60.48	279.52	118.39	706.38	755.05	722.85
Lingo1	104.35	523.51	0.0	0.28	0.0	279.5	164.28	1.49	0.0	0.0	0.0	0.0	10.0	1.33	0.31	0.25	0.52	33.37	78.01	9.46	80.92	47.48	45.64	19.33	21.96	0.0	0.0	0.0	0.0	24.21	0.13	0.09	105.61	144.31	116.94	99.57	87.4	119.58	142.94	0.0	0.0	0.0	0.0	44.53	45.91	124.66	44.26	39.92	82.58	232.82	237.98	251.08
Lrrc10b	0.05	127.59	0.0	0.0	0.0	1.95	0.0	0.12	0.0	0.31	0.17	0.0	0.0	0.3	0.0	0.08	0.12	0.11	0.0	0.1	0.0	0.34	0.03	0.24	0.33	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.34	2.24	0.66	0.11	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.14	4.4	0.0	0.0	13.05	48.67	53.01	45.61
Mapk9	58.34	61.32	0.0	0.33	0.0	98.74	158.59	1.87	0.0	0.0	0.0	70.44	7.81	0.21	41.4	0.36	28.9	1.57	83.02	9.63	0.25	92.59	1.32	0.0	13.08	0.0	0.0	0.04	0.1	5.3	0.0	0.0	21.88	2.76	105.21	3.05	38.12	96.52	15.77	0.0	0.22	0.0	0.0	0.09	3.21	28.1	70.89	20.72	3.94	154.54	146.91	148.44
Mgrn1	209.98	158.13	30.14	0.0	0.0	115.96	236.4	27.33	0.56	0.0	6.76	224.61	7.66	322.3	15.96	74.75	134.17	1.09	52.01	20.73	200.92	2.77	56.92	76.01	23.27	25.33	0.2	1.71	0.14	67.98	0.13	0.0	84.69	0.57	319.9	187.32	47.39	26.75	112.67	0.0	0.0	0.21	17.03	172.81	225.68	8.6	43.23	1.47	153.21	150.24	149.55	151.89
Myo5a	45.15	241.86	0.0	3.89	0.2	79.71	104.18	20.66	0.06	0.0	0.03	21.66	45.28	2.93	16.57	33.26	28.9	14.82	102.44	2.98	18.58	26.37	52.46	24.77	50.09	0.0	0.0	0.02	0.25	76.3	0.11	0.02	65.66	154.62	120.8	71.49	16.76	151.59	129.22	0.08	0.0	0.0	0.0	22.71	67.35	16.27	28.56	23.46	44.14	147.23	132.38	154.8
Nsg2	276.0	735.41	0.0	43.32	0.0	673.85	864.34	13.77	0.0	0.0	0.0	7.76	0.41	121.27	2.42	89.41	45.33	69.74	213.2	0.69	154.65	157.89	72.44	185.86	15.41	0.0	0.0	0.08	0.0	282.75	0.19	0.13	414.86	286.18	417.37	95.63	32.74	536.2	202.93	0.0	0.0	0.0	0.0	126.98	114.0	273.84	279.22	107.92	171.58	642.61	673.47	621.36
Obox3	0.17	17.28	0.0	0.0	0.0	1.5	4.09	0.14	0.0	0.0	0.0	0.22	1.01	0.0	0.0	0.0	0.0	1.61	1.08	0.25	3.43	0.38	0.58	0.14	0.12	0.0	0.0	0.81	0.33	0.23	0.0	0.0	0.19	1.76	1.66	0.0	1.16	1.6	1.04	0.0	3.31	0.0	0.0	0.19	0.02	0.0	0.0	0.15	1.36	0.45	0.52	1.06
Obox5	0.0	50.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.14	0.16
Pde4d	6.01	44.64	0.0	0.0	0.0	44.8	10.02	22.33	0.0	0.0	0.05	0.0	26.52	0.1	24.44	0.02	0.17	10.54	124.81	19.16	50.8	17.97	39.27	34.81	0.3	0.0	0.0	0.03	0.0	86.6	0.06	0.0	85.75	7.78	86.35	0.23	28.23	163.69	24.91	0.0	0.0	0.0	0.0	2.93	9.35	2.63	0.29	14.66	0.27	28.4	26.53	24.67
Peg13	46.1	226.67	0.0	4.32	0.0	0.0	207.54	0.49	186.65	0.0	25.18	87.05	63.21	95.61	1.24	33.25	28.76	22.84	28.08	18.65	8.92	6.9	93.62	29.55	59.19	0.0	0.0	0.0	0.0	154.45	0.09	0.06	101.94	209.73	69.29	85.8	23.59	115.39	216.83	0.0	0.0	0.0	0.0	166.24	59.93	29.63	104.55	39.63	108.23	183.32	183.44	176.4
Plekhg5	29.42	157.71	0.0	0.0	0.0	40.61	1.7	0.05	0.0	0.0	0.0	0.0	0.0	19.59	0.0	0.0	0.0	0.05	31.57	8.6	1.1	13.9	4.66	26.57	38.25	0.0	0.0	0.0	0.0	7.33	0.0	0.0	10.28	0.33	130.29	3.97	0.02	1.8	5.72	0.0	0.0	0.0	0.0	1.85	0.4	22.16	0.5	17.32	7.7	54.79	56.74	54.57
Prmt8	127.78	570.52	0.0	67.76	0.0	27.21	89.95	1.17	0.0	0.0	0.0	90.31	0.19	4.44	5.14	0.21	13.36	38.31	51.06	12.77	234.73	46.83	42.66	20.44	32.35	0.28	0.0	0.0	0.36	220.47	0.0	0.0	210.77	7.7	35.74	56.6	180.27	155.2	281.05	0.0	0.0	0.0	0.0	44.51	34.3	36.69	85.24	0.29	6.63	89.09	88.89	85.48
Ptprn2	70.93	137.22	0.0	69.34	0.0	0.2	77.97	1.18	0.0	0.0	0.0	47.61	25.85	36.88	9.95	1.21	7.7	33.45	33.57	14.66	42.78	44.91	13.52	34.17	13.8	0.0	0.0	0.0	0.0	79.17	0.28	0.06	125.81	51.28	24.89	149.75	0.33	177.58	121.02	0.0	0.14	0.12	0.0	4.43	30.21	44.64	12.87	29.3	11.71	221.75	226.44	219.46
Purb	96.34	88.56	7.59	118.04	15.31	98.58	348.64	144.64	0.07	0.0	101.09	88.48	41.15	126.92	30.31	13.02	13.9	36.81	21.28	40.45	41.49	32.69	15.55	24.17	5.66	0.0	13.75	3.67	0.0	34.96	0.58	0.0	109.6	239.73	54.96	15.73	58.8	123.42	226.02	8.22	0.0	0.0	0.0	142.75	94.97	18.08	143.32	30.11	74.71	202.04	181.97	195.46
Rab6b	178.76	483.41	0.0	37.77	0.0	276.43	676.66	12.09	15.05	0.0	0.0	155.25	22.2	30.6	80.51	38.28	38.55	33.99	132.85	67.65	99.13	59.41	124.14	33.45	74.46	45.7	0.35	118.95	0.0	308.29	0.61	5.08	327.42	164.87	629.21	217.74	245.34	413.91	429.89	0.0	0.0	0.14	0.0	386.65	256.17	247.03	212.17	154.27	166.18	557.19	534.18	552.91
Rbfox3	37.91	101.5	0.0	0.0	0.0	241.44	151.81	31.95	0.0	0.0	0.0	6.11	0.3	0.52	0.17	0.48	6.98	9.52	88.64	21.57	11.22	21.48	48.36	13.68	29.49	0.0	0.0	0.06	0.31	123.79	0.0	0.0	60.68	301.05	241.2	64.82	66.88	209.7	82.32	0.0	0.0	0.0	0.0	64.98	21.55	22.24	39.85	48.28	32.0	216.71	228.38	226.62
Ric8b	38.13	131.43	0.0	148.39	0.0	0.0	0.14	0.0	0.0	0.0	0.4	5.07	0.0	0.05	17.12	0.52	54.13	0.0	9.19	0.14	3.62	45.7	0.07	86.31	0.23	0.0	0.0	0.0	0.0	56.63	0.0	37.56	51.86	34.53	5.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	141.71	3.66	73.23	85.17	0.3	45.42	45.68	43.24
Rundc3a	13.31	400.74	0.0	3.33	0.0	100.66	39.42	14.12	0.0	0.0	0.0	3.66	19.12	32.53	23.97	14.42	2.74	31.23	29.96	15.41	18.42	11.5	50.74	27.44	23.26	0.0	0.0	0.0	0.0	0.99	0.0	0.0	3.89	118.96	79.27	115.52	11.56	138.76	9.53	0.0	51.27	0.0	0.0	47.91	49.55	32.67	21.7	10.77	2.15	259.19	288.36	272.51
