	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_44	Ndnf_tdTpositive_cell_16	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Abcd1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.54	0.0	0.0	0.0	2.25	0.0	0.0	0.12	0.0	11.24	0.0	4.54	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.57	0.0	7.35	0.0	2.94	38.52	3.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	1.58	0.17	0.0	3.76	2.32	2.85	11.46	10.96	10.78
Adamts17	0.0	0.22	0.0	0.0	0.51	5.98	0.09	0.18	1.25	0.45	2.68	0.18	2.74	37.9	0.09	0.0	0.15	12.98	0.11	0.0	0.03	0.01	0.03	0.06	0.01	0.09	0.07	0.0	0.08	0.05	0.37	0.36	0.18	0.11	0.12	0.05	0.39	0.0	0.05	0.08	0.05	0.22	0.08	0.08	0.11	0.95	0.29	0.16	0.06	0.52	0.11	0.03	0.05	0.04	0.12	0.1	0.06	0.2	0.16	0.33	0.63	0.19	0.64	0.11	0.0	3.0	2.7	2.35
Adap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37	5.17	6.05
Adhfe1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.95	0.0	0.0	1.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.05	0.0	0.89	0.0	0.0	0.34	12.3	11.6	13.3
Agap3	0.4	17.65	12.43	0.0	0.0	2.47	1.99	0.0	0.3	0.0	0.0	7.62	0.0	89.98	2.19	0.0	3.98	2.52	8.91	4.65	0.19	5.62	11.58	1.4	1.36	4.22	2.95	9.6	7.41	0.0	4.95	0.0	8.09	1.88	0.0	40.67	0.0	6.94	0.3	0.26	33.25	0.0	2.83	0.0	7.55	10.43	9.98	0.8	0.0	34.31	0.91	2.03	0.0	1.73	0.85	5.96	23.93	0.0	14.21	6.14	4.16	6.61	3.02	6.5	6.61	234.75	249.95	235.85
Arhgap18	0.0	0.0	0.0	0.0	0.0	7.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.23	0.0	0.0	9.16	0.09	0.0	0.0	0.0	0.0	0.73	0.0	0.0	5.16	1.56	0.0	0.0	0.46	0.96	0.0	0.0	0.0	0.0	0.0	0.0	8.41	0.0	0.0	0.0	5.57	0.0	0.0	0.0	16.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.71	0.0	0.0	0.0	0.0	3.35	3.47	1.96	0.41	0.38	2.29	7.04	5.84	6.02
B430212C06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.57	0.0	0.0	0.89	0.04	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.64	5.93	0.0	0.0	0.0	0.0	2.65	0.53	0.85	1.01
BC005764	3.47	0.0	3.61	0.13	0.22	41.43	0.19	0.0	24.88	0.0	4.91	0.0	0.09	40.89	45.66	0.0	5.48	0.21	0.0	0.06	25.69	0.04	0.04	1.74	1.0	0.0	26.93	36.21	17.86	0.0	6.5	1.96	0.0	11.55	29.47	0.0	11.57	0.0	6.78	3.38	0.95	45.0	24.89	5.53	1.43	8.91	3.65	1.04	0.11	1.95	7.67	0.0	4.18	0.0	0.77	2.22	0.0	0.3	5.26	0.24	0.0	0.0	0.0	0.0	0.0	47.64	52.58	50.79
BC055111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.1	0.05	0.16
Best3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.38	0.41
Carns1	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	4.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	1.12	2.0	7.26	7.65	7.82
Ccdc45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.1	0.0	0.0	0.0	0.09	0.0	0.0	5.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.45	0.0	0.0	0.0	21.64	0.5	0.0	0.0	0.0	0.93	21.78	0.0	10.58	19.61	0.0	0.0	0.0	4.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	10.46	0.0	0.0	0.27	1.17	15.81	15.29	2.63	4.38	1.66	8.97	7.57	7.93
Ccl27b	0.0	0.0	0.0	28.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.86	0.0	3.39	4.28	0.0	1.46	0.03	0.0	1.74	0.0	0.0	0.0	7.16	0.58	0.0	5.37	0.27	0.0	0.0	0.0	0.0	2.47	0.77	0.0	3.46	0.29	0.0	2.79	1.65	1.9	0.13	2.24	8.48	4.31	29.61	40.26	0.0	4.89	46.94	1.61	0.0	0.0	0.0	7.83	4.62	1.88	0.0	164.03	125.27	103.08	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Cdk2ap1	0.0	3.37	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.35	76.09	0.0	0.14	2.47	0.0	49.82	1.86	1.85	0.36	0.0	0.0	0.0	4.99	0.5	101.17	0.0	23.07	0.0	0.0	6.63	0.0	62.19	0.0	0.0	24.83	0.0	0.44	0.0	0.0	24.4	0.0	35.79	60.89	45.64	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	18.67	26.09	6.6	31.82	11.03	9.02	6.84	115.66	109.8	115.19
Ceacam9	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.68	7.04	63.82	41.32	17.09	20.47	21.69	0.29	0.69	0.23
Cenpi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.55	0.44	0.38	0.42
Clcn2	0.0	0.0	0.0	0.0	0.03	4.11	0.0	0.0	0.0	0.0	0.0	0.31	17.67	32.26	0.22	0.0	28.54	0.0	0.0	1.55	0.0	0.03	0.1	0.0	4.59	0.0	0.0	0.08	0.0	0.08	0.0	0.0	0.0	0.53	0.0	0.62	14.51	0.0	0.0	0.0	0.0	0.0	0.43	0.0	14.41	1.32	7.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.38	0.74	6.89	0.05	2.85	3.96	0.95	45.55	48.57	47.78
Cldn19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.44	0.85
Cnksr2	0.0	4.5	0.0	0.0	0.07	0.03	0.0	39.88	0.0	0.0	0.0	1.17	0.0	17.8	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.02	0.0	0.0	18.18	2.57	0.0	0.12	0.0	0.09	0.0	0.0	0.0	0.0	0.1	0.05	0.0	0.04	3.86	0.05	29.89	10.42	1.14	0.02	17.57	23.98	0.0	0.0	0.62	0.0	0.0	5.37	0.04	0.17	0.0	0.02	0.0	30.07	11.97	31.9	21.84	30.43	22.99	19.76	114.68	103.4	116.88
Csrp2bp	0.0	0.0	0.0	10.7	0.04	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	29.48	0.0	0.0	0.0	6.22	0.0	34.99	0.0	40.22	0.0	25.78	1.32	26.92	0.0	2.31	0.0	28.33	0.15	0.0	0.0	13.69	0.0	0.0	5.67	0.0	0.0	0.0	57.61	0.0	0.72	0.0	0.0	9.54	27.98	6.12	0.0	0.21	0.0	14.3	0.0	2.81	0.0	2.41	0.57	0.0	0.22	11.44	5.52	16.89	8.37	6.72	11.87	24.76	25.22	22.81
Dazap1	0.0	0.66	0.48	1.06	27.5	0.82	1.24	0.0	4.55	0.0	0.0	0.83	0.0	26.63	0.0	0.0	5.97	1.49	0.0	0.0	0.0	2.33	0.0	0.23	4.95	0.27	0.78	4.09	1.69	3.27	0.72	0.0	2.12	2.97	0.0	0.0	0.23	2.34	0.0	0.0	7.78	11.17	4.8	0.0	0.0	2.56	5.27	0.0	1.44	0.0	0.0	5.25	0.0	0.09	5.0	0.0	0.13	5.82	1.03	1.31	2.08	0.67	1.16	1.0	0.84	39.7	40.38	40.89
Ddx49	0.0	0.0	0.0	0.0	0.0	102.7	0.0	0.79	0.0	0.0	0.0	0.0	0.0	168.21	0.0	0.0	28.97	0.04	0.0	0.0	0.0	29.69	1.97	22.19	7.73	17.43	20.58	0.29	0.46	0.0	0.0	0.0	45.28	0.0	75.21	0.0	0.0	0.0	0.0	3.06	0.7	0.0	0.0	0.0	0.0	9.9	14.89	0.0	32.24	0.32	0.0	25.64	0.0	44.9	29.85	55.2	29.5	0.0	14.63	11.17	3.85	19.9	22.14	23.59	17.48	26.88	30.44	30.01
Dkk3	0.19	0.0	0.0	0.0	0.07	10.06	6.23	0.0	84.1	0.0	0.0	0.0	3.66	17.41	0.0	0.0	22.56	0.21	0.0	0.2	0.0	0.0	0.0	4.29	61.93	0.33	0.0	0.0	0.0	8.01	0.0	30.34	0.09	0.0	0.0	0.0	0.0	31.38	0.0	0.0	0.0	0.0	0.0	0.0	0.07	61.52	39.57	0.0	0.07	0.2	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	219.66	217.07	273.97	276.85	274.84	266.8	264.79	240.89	232.88	229.09
Dlec1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.44	0.0	0.0	0.0	0.0	3.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	1.33	0.43	0.0	0.0	0.52	0.33	1.68	1.56	1.17
Eef2	72.51	242.85	79.21	56.27	4.27	345.45	10.75	7.17	411.13	130.68	10.66	7.11	89.81	309.96	125.76	4.83	163.41	288.04	11.56	166.67	129.37	126.58	111.68	136.4	132.25	75.99	135.65	223.68	151.01	38.47	178.97	107.1	135.96	154.08	127.19	181.93	43.81	233.12	137.44	189.3	248.2	248.26	140.56	159.54	168.4	92.53	41.33	108.4	52.71	130.8	152.56	72.19	292.3	235.2	253.75	88.76	38.71	259.45	208.54	138.58	163.19	170.98	133.87	176.73	154.87	761.39	825.76	815.78
Efcab2	0.0	0.0	0.0	0.0	7.69	6.24	0.0	0.0	1.45	0.0	0.0	0.0	0.0	100.96	0.0	0.0	0.0	48.04	0.0	0.07	0.0	0.04	39.83	28.74	0.24	32.23	2.88	0.24	0.0	0.0	0.0	0.0	0.0	5.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	13.9	8.17	36.63	46.56	0.0	52.8	6.11	0.0	0.08	0.12	0.0	0.0	0.0	0.0	11.33	0.0	16.15	4.12	6.79	6.17	8.99	8.1	8.8
Efcab5	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	1.94	1.34	5.39	1.59	0.0	1.77	2.45	1.59	2.41
Eif5a	92.27	44.51	133.22	93.38	0.1	64.43	202.7	0.63	0.53	0.83	46.31	2.63	187.22	321.23	354.87	0.0	94.24	174.61	25.3	124.48	150.14	141.58	238.02	175.89	103.18	182.77	187.06	73.22	253.21	136.52	166.25	56.19	104.58	139.58	68.06	104.28	15.51	209.7	251.2	173.04	149.4	206.92	109.75	84.76	186.51	84.47	193.63	129.56	163.12	25.1	440.29	246.42	76.49	155.06	239.61	16.29	142.5	1.19	144.4	281.76	270.82	204.13	274.55	413.29	390.76	438.76	458.46	438.37
Fam125a	0.0	0.0	0.0	0.0	4.19	28.68	0.0	24.96	0.0	0.0	0.0	0.0	0.0	86.77	0.0	0.0	0.0	19.11	11.04	0.0	54.97	0.0	0.0	0.0	3.02	4.3	26.84	19.13	0.0	0.0	13.82	0.0	0.0	4.09	18.74	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	6.87	17.91	0.28	1.34	0.0	0.0	0.0	0.0	0.0	36.14	0.0	0.18	0.0	9.7	3.95	7.0	10.02	4.66	9.39	3.72	26.88	28.8	27.65
Fam164c	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.36	0.09	0.0	0.0	0.03	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.76	10.16	3.17	0.04	1.78	0.53	2.07	1.99	1.75	2.06
