	Ctgf_tdTpositive_cell_3	Gad2_tdTpositive_cell_55	Gad2_tdTpositive_cell_74	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_24	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_41	Pvalb_tdTpositive_cell_44	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_89	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Tac2_tdTpositive_cell_8	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Csnk1g2	0.0	2.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.06	0.54	0.0	0.0	0.0	0.0	45.18	0.0	0.0	0.35	1.3	137.78	153.43	144.53
D830031N03Rik	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87	0.11	0.0	0.0	0.0	3.08	2.53	3.25
Dlx1	0.0	2.22	0.0	0.0	3.49	3.59	0.0	0.0	24.21	0.0	5.03	0.0	0.0	0.0	0.0	0.0	69.82	20.55	20.15	0.0	0.0	16.9	20.94	19.29
Dock1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.91	0.0	0.0	0.0	0.0	11.99	11.25	11.82
Dock4	0.0	0.42	1.61	6.0	3.45	5.45	4.12	1.68	11.91	3.21	12.42	7.68	14.73	2.7	4.65	15.01	30.72	1.73	4.81	4.55	0.36	54.79	49.85	53.18
Eif3f	0.0	0.0	0.0	0.77	0.0	0.68	5.22	0.0	0.0	21.04	0.0	9.01	3.31	0.0	27.35	0.0	12.88	29.47	1.53	0.0	7.02	119.78	136.1	125.5
Epb4.1l4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	10.47	0.0	0.0	0.0	0.0	8.5	7.42	8.82
Exph5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.02	0.0	0.0	0.0	0.0	8.2	6.68	8.5
Fam161a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.72	0.0	0.0	0.0	0.0	3.02	2.9	3.23
Fam84b	0.0	0.0	0.07	1.02	0.0	0.0	1.57	0.0	0.0	0.0	6.08	0.0	0.0	0.0	0.0	0.0	10.99	0.0	0.0	0.0	0.0	6.47	6.76	5.21
Fbxl19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45	0.0	0.0	0.0	0.0	56.65	56.33	54.78
Ffar2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.04	0.0	0.11
Flad1	0.0	0.26	0.0	19.41	0.0	34.94	0.0	0.0	0.0	0.0	0.0	38.17	0.19	5.31	0.0	0.0	50.49	0.0	0.0	12.06	26.73	32.54	32.99	30.55
Gatc	0.0	0.0	166.21	0.34	65.75	1.44	18.24	100.21	0.46	0.46	50.22	0.0	70.98	26.96	18.22	0.25	99.36	0.0	13.18	42.12	2.41	41.0	37.7	34.97
Gdf11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	3.46	0.0	0.0	0.0	0.0	8.01	9.06	6.85
Gm10345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	0.0	0.39	0.37	0.63
Gm11541	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.06	0.17
Gm13306	0.0	9.27	5.57	0.0	0.0	0.0	1.16	2.24	11.35	0.0	1.44	0.0	2.62	1.92	0.0	4.77	9.42	1.56	0.0	9.34	0.21	30.63	28.29	22.96
Gm15612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	2.57	2.62	3.35
Gm2506	0.0	9.27	5.57	0.0	0.0	0.0	1.16	2.24	11.35	0.0	1.44	0.0	2.62	1.92	0.0	4.77	9.42	1.56	0.0	9.34	0.21	30.63	28.29	22.96
Gpr115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98	57.19	0.0	0.0	0.0	0.0	1.8	1.46	1.66
Gpr3	0.0	0.0	0.0	6.43	8.28	5.23	1.82	9.85	43.74	0.0	1.91	0.0	1.15	5.1	6.34	0.0	118.51	0.0	4.03	3.47	0.0	9.94	7.97	5.34
Gsdma2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2afv	286.39	0.0	0.0	0.35	0.55	0.0	7.28	0.0	0.0	0.0	8.43	1.21	11.16	0.68	0.0	0.81	59.15	18.26	12.97	0.24	1.41	33.25	36.27	34.59
Hbq1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	2.4	1.48	1.29
Hfm1	0.0	0.0	0.0	0.4	0.0	1.08	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.86	10.4	0.0	1.6	0.0	0.0	1.8	1.32	1.91
Hist1h1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.62	0.0	0.0	0.0	0.0	0.31	1.01	1.21
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hist3h2ba	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55	0.0	0.0	0.0	41.14	0.0	0.0	37.01	0.0	35.9	50.57	50.61
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Icam1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.71	0.0	0.0	0.0	0.0	2.76	2.31	2.29
Icam4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.47	0.0	0.0	0.0	0.0	1.9	3.37	1.85
Il27ra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.59	0.24	0.5
Jund	0.0	0.2	0.18	0.79	0.0	0.0	0.38	0.0	0.0	5.09	1.63	5.98	0.57	0.0	0.35	0.0	0.72	0.38	0.0	6.41	4.29	119.0	154.46	141.52
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lin9	0.0	0.0	0.17	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	34.74	0.0	0.0	0.12	0.0	3.6	3.67	3.51
Lrat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.14	0.0	0.0	0.31	0.0	0.1	0.0	0.0	0.21	0.26	0.31
Map3k9	0.0	9.42	0.28	0.37	0.0	6.62	0.31	0.15	0.19	15.01	6.57	0.0	6.02	4.9	4.63	2.34	18.0	0.0	0.04	11.94	0.0	31.85	31.22	33.42
Mchr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.94	0.0	0.0	0.0	0.0	22.39	23.39	22.83
Memo1	0.0	33.96	217.59	2.71	0.0	0.69	0.0	0.0	0.0	0.0	0.0	48.11	0.0	78.61	2.04	0.0	172.47	40.74	0.0	0.0	0.0	37.01	34.29	34.92
Mir1197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.06	0.0	0.0	0.0	0.0	1.17	0.0	1.21
Mllt1	0.0	0.0	0.0	0.16	1.46	0.0	0.0	0.0	10.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.72	18.79	0.0	29.76	0.0	49.16	47.59	47.43
Mmp15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	20.87	0.0	0.0	0.0	0.0	10.99	11.41	12.38
Mst1r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	1.13	0.9	0.71
Mtch1	0.0	0.6	118.08	8.72	105.11	93.08	15.93	56.08	0.73	209.47	133.18	84.96	88.76	9.46	52.1	40.33	103.86	42.19	0.0	27.42	54.54	373.48	404.17	395.71
Myo18a	0.0	2.25	0.0	0.15	0.95	12.6	8.44	0.0	0.19	0.0	1.1	0.0	1.21	0.0	0.0	0.0	0.0	15.93	0.73	0.87	0.0	73.68	77.26	81.45
Mypop	0.0	0.53	0.0	0.0	0.0	22.97	1.22	0.0	8.62	0.0	8.55	12.33	7.93	0.0	0.92	0.0	19.73	8.07	0.21	15.46	0.0	40.58	46.49	45.49
Nog	0.0	0.0	0.0	39.85	0.0	0.27	19.15	2.97	2.17	0.0	16.63	0.0	3.22	4.75	4.73	2.74	106.05	0.29	3.79	3.37	44.69	12.22	13.06	12.79
P2rx3	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.18	0.24	0.0	11.79	0.52	0.0	0.47	1.78	2.06	2.26	2.14
Pde6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	4.15	0.0	0.0	0.27	3.33	0.0	0.0	0.32	0.0	0.17	0.08	0.19
Plek	0.0	0.0	0.0	0.13	0.0	0.18	0.14	0.0	0.0	0.12	1.78	0.0	0.49	0.1	8.68	0.11	79.49	0.12	0.11	0.05	0.0	9.5	8.74	8.8
Polh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	44.25	0.0	0.0	0.0	0.0	4.36	4.58	4.46
Rap1gap	0.0	1.95	0.0	10.76	0.54	0.0	12.06	0.75	4.46	17.64	3.08	21.01	10.48	6.48	4.79	0.27	24.6	3.2	9.91	22.72	0.0	171.3	186.02	178.43
Rdm1	0.0	0.0	0.0	0.0	0.0	0.0	23.9	0.0	0.0	0.0	0.0	10.2	0.0	0.0	0.0	0.0	67.89	0.0	54.42	0.0	22.63	7.52	7.18	8.52
Rpn1	0.0	39.83	0.0	5.77	50.8	36.68	56.13	33.08	0.0	54.57	0.26	53.57	98.4	31.0	38.37	5.35	194.33	27.56	39.85	1.06	0.0	73.37	78.34	75.09
Sez6l2	0.0	0.79	0.0	39.69	30.26	27.17	55.14	42.47	4.36	45.8	41.33	86.48	47.6	113.91	2.78	34.07	170.41	100.65	54.39	122.85	86.62	200.78	204.89	199.02
Slc26a10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.0	0.0	5.83	6.27	5.97
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Srm	0.0	0.0	0.0	32.98	36.0	0.52	0.0	0.0	17.55	47.56	0.24	15.21	0.63	2.89	3.08	0.0	37.06	2.05	11.49	0.0	0.0	77.35	82.32	75.39
Sytl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	1.08	1.17	1.28
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tmem39b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.32	0.0	0.0	55.36	1.83	0.0	0.0	0.0	10.54	10.74	8.78
Tnfrsf25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	32.83	0.0	0.0	0.0	0.0	11.56	10.34	5.71
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ufsp1	0.0	0.0	0.0	0.0	0.0	4.23	0.0	0.0	0.0	103.84	0.0	0.0	3.39	0.0	0.0	0.45	227.1	0.0	0.0	0.0	0.0	12.88	16.25	13.1
Usp21	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	5.37	0.0	52.85	0.0	0.0	59.07	0.0	0.0	0.09	0.0	38.45	43.74	37.92
Usp50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.17	0.0	0.0	0.0	0.0	0.34	0.21	0.18
Uspl1	0.0	82.74	0.0	8.21	15.09	36.5	0.0	3.65	21.85	0.0	110.24	1.88	0.4	0.0	0.97	33.81	160.05	3.52	8.17	12.75	0.0	24.97	26.41	21.45
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Zfp324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.54	0.0	0.0	0.0	0.0	6.41	6.19	5.86
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c11_tRNA-Gly-GGA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c1_SSU-rRNA_Hsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	13.8	0.0	0.0	6.13	0.0	3.26	0.0	0.73
mt_AK131586	6370.03	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25813.35	24091.17	24561.45
mt_AK166684	0.0	0.0	0.0	0.0	0.0	0.0	14.76	0.0	0.0	0.0	8.66	0.0	0.0	0.0	0.0	3.24	0.0	0.0	0.0	15.09	0.0	18796.57	17507.83	18655.33
mt_BC104337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.04	0.0	0.0	0.0	0.0	0.0	0.0	17.71	0.0	0.0	10.88	0.0	9032.87	8417.95	8583.15
