	Chrna2_tdTpositive_cell_62	Gad2_tdTpositive_cell_47	Htr3a_tdTpositive_cell_85	Nkx2.1_tdTpositive_cell_13	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_75	PvalbF.Gad2_tdTpositive_cell_46	PvalbF.Gad2_tdTpositive_cell_47	PvalbF.Gad2_tdTpositive_cell_48	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_51	PvalbF.Gad2_tdTpositive_cell_53	PvalbF.Gad2_tdTpositive_cell_55	PvalbF.Gad2_tdTpositive_cell_57	PvalbF.Gad2_tdTpositive_cell_58	PvalbF.Gad2_tdTpositive_cell_59	PvalbF.Gad2_tdTpositive_cell_61	PvalbF.Gad2_tdTpositive_cell_62	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_66	PvalbF.Gad2_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_69	PvalbF.Gad2_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_73	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_78	PvalbF.Gad2_tdTpositive_cell_81	Rbp4_tdTpositive_cell_51	Sst_tdTpositive_cell_56	Sst_tdTpositive_cell_66	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
2010109K11Rik	0.0	0.16	0.0	0.0	0.9	0.07	3.01	27.37	0.0	0.0	0.08	16.21	0.06	0.09	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.05	0.0	0.0	14.38	13.41	12.91
2610204G22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.05	0.0	0.0	0.0	0.0	0.0	0.0	15.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	1.47	1.56
2700050L05Rik	0.48	0.0	37.77	0.0	14.07	0.0	0.0	36.86	0.0	0.0	3.75	0.31	4.33	14.13	0.0	0.0	0.0	0.0	0.0	4.66	1.38	0.0	23.58	28.45	4.98	0.0	9.99	9.83	2.76	0.0	32.89	0.0	15.84	14.42	12.98
2810422O20Rik	34.4	0.0	0.0	0.0	0.0	0.0	0.0	89.47	0.0	0.0	0.0	39.38	0.0	0.0	0.0	0.0	0.0	0.0	26.16	0.0	60.02	0.0	0.0	0.0	0.0	0.0	58.76	0.0	0.0	42.52	0.0	0.0	5.55	5.48	4.03
4930503E24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930511M11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.31	0.27	0.0	0.0	0.24	0.0	0.0	0.0	0.07	0.06	0.0
4932416H05Rik	0.0	0.0	0.09	0.06	0.57	0.12	0.45	12.21	0.13	0.34	0.34	0.0	0.36	10.79	0.36	0.14	0.0	0.43	0.09	0.58	0.55	0.53	0.0	0.71	0.0	0.8	0.24	0.37	0.24	0.14	0.0	0.0	5.44	5.94	5.08
4933402P03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.0
4933407K13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.74	10.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	0.0	8.89	0.0	0.0	0.0	0.0	13.48	0.0	0.0	1.75	0.0	3.47	3.3	3.31
5730480H06Rik	0.0	2.7	0.0	0.0	0.0	0.0	0.0	64.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	28.93	0.0	0.0	2.44	1.09	1.49
5830403L16Rik	0.0	0.0	0.0	0.0	21.6	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	2.32	1.86
5830416I19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.19	0.12
6430527G18Rik	4.02	4.32	6.76	4.19	6.78	7.05	7.96	28.65	5.88	5.1	2.98	2.86	14.7	9.58	18.1	7.45	8.75	3.13	16.26	14.37	24.23	3.11	7.1	5.07	3.33	0.99	9.92	11.38	8.58	4.09	4.63	2.22	62.46	66.67	51.85
9030025P20Rik	0.98	6.29	0.0	0.0	1.38	0.8	0.75	60.55	3.66	1.34	1.82	2.35	4.51	4.78	0.53	17.36	2.66	1.58	3.27	13.26	1.86	2.19	0.51	0.0	0.0	44.32	1.8	10.21	20.41	0.37	1.5	4.06	15.83	13.52	16.88
9130008F23Rik	0.0	0.29	0.0	0.0	0.0	0.29	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.27	0.0	0.0	0.23	0.13	0.37
A230051G13Rik	0.09	0.08	0.23	5.55	0.0	0.0	0.12	14.23	0.0	0.09	0.0	0.22	1.01	0.05	0.0	0.06	0.07	0.09	0.06	0.21	0.0	0.1	0.0	0.1	0.2	0.2	0.19	0.06	0.27	0.03	0.1	0.4	4.81	5.48	4.87
A330049N07Rik	0.0	0.0	0.0	0.0	0.0	0.16	0.0	37.22	0.0	1.58	3.57	0.0	0.0	0.2	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.19	0.2	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	2.67	2.33	3.13
Abhd1	0.0	0.0	0.0	4.03	35.25	0.0	0.0	58.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31	0.0	0.0	0.0	0.0	0.0	2.57	3.4	1.86
Abr	55.77	61.57	21.23	78.4	15.85	61.3	35.8	128.41	40.99	68.22	37.65	10.17	30.07	7.27	4.12	29.42	77.12	23.41	25.19	45.65	41.38	23.02	63.55	16.64	65.65	18.88	18.05	34.27	62.65	22.05	13.06	14.79	272.97	271.82	286.04
Acvr1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.04	6.92	8.12
Adam12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32	2.26	2.33
Adcy2	0.0	0.0	0.0	0.0	0.0	0.0	1.44	6.65	0.58	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.5	101.82	105.41
Ak8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	0.0	0.0	0.0	0.0	0.0	2.29	2.63	2.29
Akap14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.42	0.06
Arl13b	0.0	0.86	0.0	0.0	0.0	11.79	0.24	30.57	0.23	0.0	12.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.87	7.7	8.07
Atp10b	0.06	0.0	0.0	0.06	0.0	0.02	0.07	0.35	0.23	0.0	0.12	0.12	0.0	0.13	0.0	0.25	0.13	0.0	0.07	0.05	0.18	0.06	0.28	0.06	0.3	0.08	0.1	0.0	0.07	0.29	0.07	0.0	1.55	1.31	1.86
Atp10d	0.0	0.0	0.0	0.0	6.58	0.0	0.0	11.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	2.58	2.64
Bub1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.15	0.21
C030006K11Rik	0.0	0.0	0.0	7.43	0.0	0.0	2.25	10.01	0.0	0.0	0.0	0.0	2.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.21	0.0	0.0	0.0	12.84	16.15	13.56
C330024C12Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0
Ccdc97	22.51	0.0	56.58	8.34	2.24	0.62	21.89	40.72	31.09	0.0	16.92	7.08	1.53	0.0	0.0	0.0	3.47	1.24	5.1	0.25	4.32	0.0	3.32	15.46	0.0	15.06	1.89	0.98	7.15	0.0	1.71	0.0	36.38	38.7	37.48
Ccna1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	1.74	0.99
Ccnl1	8.16	0.0	14.28	53.05	12.78	0.14	18.35	53.62	0.0	0.0	34.75	0.0	22.33	4.93	0.0	7.39	0.0	0.35	9.03	27.67	23.17	0.0	0.0	19.13	12.21	28.62	0.0	0.0	0.0	0.18	2.4	0.0	37.31	39.19	35.37
Cd97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.16	9.27	8.59
Celsr3	0.0	0.0	0.0	0.0	0.5	0.0	0.37	6.65	0.73	0.0	0.0	0.47	4.17	0.0	0.35	2.91	0.0	9.91	0.0	3.99	0.27	0.83	0.44	0.0	0.97	0.0	1.77	0.02	1.11	0.2	0.54	0.0	42.74	41.54	46.86
Chd5	2.18	3.85	0.59	2.15	5.86	3.36	23.32	33.23	8.23	3.58	4.67	1.2	8.6	15.0	9.95	5.06	13.33	3.0	4.7	5.8	14.69	1.03	19.48	4.33	0.0	4.86	30.98	1.88	0.72	4.11	8.82	22.45	101.81	99.86	105.46
Chrnb1	0.0	0.0	0.0	0.0	13.74	0.0	3.65	18.09	13.88	0.0	0.0	0.0	17.57	0.0	0.0	0.0	0.0	0.0	0.0	5.7	0.0	3.48	0.0	0.0	0.19	0.0	0.53	0.0	3.73	3.91	0.0	0.0	1.34	2.0	1.81
Cntrob	0.0	0.0	0.0	0.0	1.05	0.0	0.0	20.23	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.47	3.08	0.96	0.0	7.37	2.4	0.0	0.0	0.0	0.57	0.0	13.31	0.0	0.0	0.0	13.33	12.79	13.33
Csl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0
Cyp4v3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18	6.97	5.11
Cyth3	0.0	0.0	7.94	0.0	25.38	40.1	0.46	49.8	32.96	27.28	45.21	0.0	0.12	0.52	30.85	0.0	0.0	0.0	0.0	37.59	0.0	0.0	0.29	0.0	0.0	0.87	0.1	12.94	5.7	25.42	53.83	0.0	26.55	27.59	26.54
Ddx54	0.09	0.0	0.0	0.0	3.29	0.08	0.0	4.4	0.0	0.0	0.0	0.43	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.69	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.64	0.0	0.0	0.0	28.29	33.01	31.66
Det1	0.0	0.14	29.47	0.0	0.0	0.0	0.0	42.25	0.37	0.0	0.0	0.0	0.0	27.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	4.04	4.47
Dnm3os	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.01
Dnmt3l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.06	0.12
E130317F20Rik	19.66	0.0	0.13	4.81	2.09	0.0	3.04	2.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	3.3	3.13
Eaf2	8.44	4.09	6.12	1.57	1.72	3.01	0.86	25.22	2.83	7.34	4.48	4.14	3.65	5.22	7.54	3.29	8.88	3.72	0.71	0.0	2.98	3.98	5.38	0.61	17.92	1.64	2.27	1.46	6.55	4.82	7.78	15.92	3.34	3.48	3.74
Ebf3	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.43	0.48
Ep300	3.46	0.0	0.0	2.96	8.61	14.93	0.34	20.64	1.64	0.13	0.1	2.38	3.51	0.0	6.3	0.0	0.0	0.0	8.05	0.9	0.49	0.0	0.0	1.58	0.27	0.18	22.89	1.75	0.0	0.7	0.75	0.0	26.42	24.38	26.16
Ephb2	0.13	0.18	0.79	0.39	0.7	0.5	0.65	7.16	0.36	0.1	0.24	0.38	1.32	0.32	0.5	0.32	1.08	0.53	0.22	0.23	0.42	0.22	1.04	0.28	0.94	0.55	1.3	0.83	0.55	0.32	0.48	0.05	10.98	10.79	12.45
Eya1	0.0	0.0	0.0	0.0	0.0	0.0	41.85	201.26	4.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	1.21	0.1	0.0	0.02	0.0	46.67	0.0	0.0	6.22	5.83	6.0
Fam109b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.81	0.67
Fam129b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.71	23.7	21.44
Fam170b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.06	0.12
Fam38a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59	3.38	3.03
Fam55d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.16	0.0	0.0	8.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.05	10.3	10.74
Fbxw10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.4	0.53
Fkbp6	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.53	0.0	0.0	0.0	0.0	0.13	0.15
Foxc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	3.23	3.09	2.8
Gan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.92	6.31	8.3
Gga1	2.15	11.77	0.0	1.9	0.14	0.2	0.29	20.86	3.61	0.0	0.0	10.36	1.2	12.54	0.0	0.0	0.55	0.0	12.96	2.0	0.0	0.0	0.97	1.15	0.53	0.13	22.69	2.6	2.62	3.13	0.0	0.43	52.2	55.13	54.96
Gm10538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.54	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.05	0.05
Gm10560	47.04	0.0	0.0	0.0	0.0	0.0	0.0	39.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.62	9.02	52.78	13.64	0.0	0.0	0.0	0.0	0.0	0.0	54.15	0.48	0.0	0.0	10.39	11.72	9.23
Gm13807	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.38
Gm14378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.28	10.95	8.56
Gm15319	0.0	0.0	0.0	0.0	0.0	0.0	2.59	10.91	13.7	0.0	0.0	0.0	0.0	0.0	0.0	5.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	2.62	1.56	3.69
Gm15915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0
Gm16796	0.12	0.64	0.2	0.42	8.03	0.36	0.33	3.42	7.62	0.24	0.53	0.15	0.14	0.52	0.63	0.23	0.4	0.25	0.35	0.33	0.35	0.95	0.22	0.0	0.54	0.26	0.0	0.28	0.2	0.37	0.15	0.0	1.12	0.93	1.28
Gm3002	0.0	3.3	10.09	17.79	0.11	0.0	9.11	40.91	15.15	1.43	4.88	1.88	1.37	0.66	0.17	0.0	13.17	1.16	0.44	0.12	0.0	8.45	0.31	0.38	0.0	0.12	0.33	0.35	0.99	9.52	32.72	10.87	20.99	17.86	20.91
Gm8989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm9705	0.0	0.35	0.22	0.0	0.0	0.12	0.15	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.15	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.19	0.0
Gna15	0.0	0.0	0.0	0.0	0.0	0.15	0.0	1.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	2.01	2.74
Gpr183	0.0	0.0	0.0	0.11	0.0	0.18	0.11	55.9	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.72	0.83
Gpx7	28.5	0.0	0.0	54.29	37.99	0.0	0.0	12.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.88	0.0	0.0	0.0	0.0	0.0	4.36	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	5.54	5.92	6.23
Hist1h2ad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	0.0	3.06
