	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_49	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
A830082N09Rik	0.37	0.32	0.61	0.79	0.16	0.29	6.65	0.27	0.37	0.43	0.21	12.85	7.38	5.98	4.02	0.67	0.61	0.47	79.25	9.03	0.82	1.81	2.89	0.95	0.31	0.47	0.34	12.0	0.59	0.6	0.47	0.64	0.65	9.03	8.49	9.21
AA388235	0.24	3.39	0.33	1.87	0.06	0.98	0.42	2.65	0.79	1.4	0.2	1.11	0.88	0.54	1.5	1.04	1.82	0.71	45.03	0.53	2.34	0.75	0.74	0.86	1.56	1.88	0.99	0.85	1.15	0.56	0.25	1.66	2.67	5.36	5.48	4.74
Acvr1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	28.03	0.0	0.0	0.0	0.0	6.93	5.88	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	96.77	99.5	94.22
Adam32	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.3	0.42
Adora1	3.49	0.0	8.07	3.31	0.0	0.0	0.0	26.55	0.12	21.49	0.47	0.0	9.8	39.73	0.0	0.0	0.0	0.0	51.4	0.0	0.45	10.64	0.0	0.0	15.25	0.0	16.73	15.44	1.16	0.0	20.12	32.85	0.04	120.56	116.02	119.72
Aebp2	0.0	40.9	5.29	18.96	35.8	0.0	21.79	19.77	0.0	23.97	12.9	27.75	54.75	8.17	32.35	16.45	17.08	62.98	108.79	23.31	0.0	7.57	7.03	25.23	0.0	0.41	19.16	0.0	10.02	25.71	68.52	16.86	9.92	51.86	50.5	51.73
Arhgap39	0.0	0.0	0.0	0.39	0.0	0.0	0.53	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	11.96	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	2.02	2.76	0.1	0.0	43.44	45.47	45.88
Armc10	0.0	0.0	16.58	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.6	0.0	10.81	0.0	0.0	76.69	0.0	0.0	2.92	0.0	23.22	0.0	0.0	0.0	0.27	0.0	21.86	0.0	0.0	0.29	25.9	22.88	22.82
Arntl	0.0	0.0	1.44	0.0	0.0	0.0	12.93	69.0	0.0	34.43	0.0	19.31	17.85	26.99	1.24	1.17	0.0	0.0	90.25	0.0	81.42	38.42	0.0	9.78	0.0	0.0	0.0	0.0	139.52	0.0	0.0	0.0	0.0	28.72	27.5	32.93
Atp6v0a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.24	0.23
Aurka	0.0	0.0	8.89	0.0	0.0	0.0	0.0	15.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05	90.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	1.67	2.01	2.41
B3gnt2	0.0	0.45	0.0	12.46	0.0	0.14	25.87	55.4	16.11	0.0	0.0	0.0	27.58	0.0	0.72	0.0	0.17	0.0	80.88	0.0	0.0	0.0	6.11	23.87	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	31.37	31.52	25.03
Baat1	0.0	0.0	0.26	0.0	0.0	0.0	0.0	22.73	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23	61.76	0.09	0.0	0.0	0.0	0.0	0.47	0.0	0.0	2.78	0.0	0.0	0.0	0.0	0.0	16.12	19.07	17.68
Bag6	0.0	1.04	15.67	23.17	0.0	1.37	7.03	1.21	0.0	0.15	21.98	17.47	13.32	0.0	0.85	0.0	0.0	0.0	39.5	6.14	0.1	12.51	2.43	40.39	0.0	0.0	9.98	8.65	0.12	3.56	38.94	2.72	8.23	120.96	127.78	125.96
Bcl11b	0.04	0.26	6.33	5.25	0.0	4.53	8.69	2.07	8.43	5.5	0.4	1.18	5.38	0.61	2.43	0.1	0.0	9.16	34.12	9.52	0.0	12.91	3.76	0.04	0.88	0.0	0.85	0.06	1.38	1.31	11.55	0.06	0.0	35.56	39.1	36.72
Cacna1a	0.0	0.0	0.96	3.01	0.16	0.97	4.72	1.63	3.25	0.83	0.6	1.31	2.38	0.08	5.43	4.44	2.61	1.45	26.48	1.25	2.88	2.26	0.82	3.13	1.47	4.71	5.14	1.05	2.26	2.75	7.19	1.14	11.05	73.0	70.76	78.42
Cacna1i	0.0	0.0	0.0	0.18	3.28	0.0	0.0	0.08	0.0	0.0	0.32	8.94	5.66	2.4	0.85	0.0	0.0	0.0	61.06	7.14	0.0	0.0	2.52	8.24	10.18	0.0	0.0	4.86	6.3	0.0	0.0	10.49	0.0	39.47	38.6	41.74
Camkk2	0.0	0.0	4.54	7.26	0.0	0.1	0.14	1.43	8.1	0.78	1.61	4.44	12.54	2.44	4.91	4.73	1.12	0.0	19.89	1.6	1.37	0.31	0.0	0.17	0.0	1.34	3.17	0.36	10.16	0.88	0.0	3.23	0.0	173.23	165.59	174.65
Caprin2	0.0	0.0	0.23	14.88	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	16.2	0.0	0.0	0.0	0.0	0.0	72.74	0.22	21.43	2.57	6.18	0.0	0.0	0.0	5.02	0.0	1.97	0.15	8.85	36.18	0.0	6.21	6.47	6.66
Cars2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	16.3	10.8	0.0	0.0	0.0	0.0	0.0	129.56	0.0	0.2	0.0	0.0	0.0	0.0	5.13	0.0	0.0	0.0	0.0	0.0	0.99	0.0	13.21	14.77	13.2
Ccdc142	38.23	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.42	3.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	4.75	0.0	8.09	10.04	10.13
Ccdc34	77.9	0.0	0.0	5.45	0.0	0.0	9.26	0.0	0.0	0.0	3.06	1.31	0.0	0.0	0.0	0.0	0.0	4.76	17.21	4.04	0.54	5.35	4.85	0.0	0.0	0.0	0.0	2.03	0.0	2.87	9.31	9.85	12.52	8.39	9.11	9.25
Cdc42bpb	0.0	0.0	0.43	0.0	11.16	0.0	0.0	0.23	0.0	6.29	0.35	0.0	0.22	0.0	0.0	0.0	0.71	0.0	24.53	0.23	7.62	3.29	0.0	0.12	0.0	0.0	0.0	0.0	1.65	0.16	0.07	0.0	5.29	81.28	84.68	83.31
Cds2	0.11	0.03	56.83	59.52	28.81	26.3	33.71	29.75	38.48	28.41	29.97	37.79	13.46	6.31	62.5	14.9	0.93	48.29	96.74	31.84	6.38	50.6	39.07	70.77	23.42	21.31	33.44	26.04	47.47	50.21	64.69	47.74	27.22	203.83	204.49	205.55
Cep152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.52	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	1.84	2.26
Cep72	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.21	0.14	0.0	56.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.12	0.11	0.0	0.0	0.0	0.0	1.25	1.33	1.2
Chdh	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	10.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	2.32	2.15
Chrm4	0.0	0.09	0.0	1.93	0.0	0.0	0.62	1.39	0.0	0.79	0.0	2.55	1.65	0.86	1.41	0.0	0.22	0.66	62.61	0.75	0.13	4.77	0.77	0.0	0.28	1.03	0.18	0.16	0.6	0.39	1.56	0.0	0.49	45.22	46.97	34.33
Col4a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.44	0.0	0.0	0.0	0.0	0.0	3.68	0.0	0.0	0.0	0.0	0.0	0.3	0.35	0.0	25.54	27.44	33.03
Col4a3bp	0.0	0.0	6.6	0.0	0.0	14.59	6.39	13.08	0.0	5.61	18.49	0.1	1.04	7.61	2.07	0.0	0.0	0.0	25.91	3.66	3.49	4.87	0.67	0.15	0.0	0.46	0.0	0.73	10.41	2.32	21.92	0.0	0.0	47.85	44.93	46.75
Crebzf	0.0	0.0	9.0	13.79	0.0	0.0	0.89	4.17	0.23	0.0	19.33	24.37	3.96	0.12	4.95	0.15	10.46	1.41	39.62	5.76	0.0	15.02	16.19	1.39	0.0	0.25	0.0	1.05	9.4	3.03	19.86	2.9	0.0	42.35	43.37	42.94
D1Bwg0212e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.65	4.48	0.0	0.0	0.0	0.0	6.88	0.57	0.0	44.77	0.25	8.56	18.26	0.23	0.08	11.45	9.08	0.0	0.0	0.12	7.98	7.72	0.0	0.13	24.79	27.22	25.46
Dchs1	0.0	0.0	0.0	0.0	1.59	1.37	1.92	1.57	0.0	0.0	1.82	0.0	0.84	0.39	0.77	0.0	0.0	0.0	13.86	0.8	0.0	0.0	6.47	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	4.95	4.93	6.13
Decr1	0.0	6.7	11.89	0.0	0.0	25.96	0.0	0.0	0.0	20.87	22.66	0.0	10.79	19.36	56.52	0.0	0.0	0.0	68.71	0.0	0.0	42.04	0.0	0.0	0.0	28.12	30.21	0.0	0.0	0.0	0.0	0.0	0.0	13.22	13.65	13.72
Dennd4a	0.0	0.06	10.75	1.55	0.0	0.0	2.18	2.9	0.0	1.24	2.25	6.24	9.18	3.61	14.49	0.0	0.21	5.38	29.9	0.0	1.74	7.06	15.63	12.08	3.7	7.63	0.06	2.38	1.18	0.12	1.92	12.5	0.0	30.52	27.12	28.77
Dtwd2	171.46	0.61	2.22	15.45	0.11	0.43	0.32	2.62	0.28	1.47	1.41	1.58	1.07	0.42	1.24	1.31	4.67	3.69	72.8	2.78	3.83	39.38	1.57	1.86	0.0	2.5	0.17	3.2	0.69	0.23	9.46	0.78	0.44	3.71	3.24	3.98
E330021D16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	0.0	0.0	0.0	0.0	0.0	0.0	1.09	26.58	0.0	0.0	28.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53	3.06	3.56
Eif4a1	117.69	116.14	27.82	145.49	75.69	73.64	95.88	93.5	89.63	168.87	82.77	63.84	96.11	64.27	97.99	157.06	288.97	121.2	445.67	107.78	78.53	46.94	138.28	74.76	61.89	100.48	110.62	176.36	114.76	52.17	40.27	125.66	49.78	275.45	288.37	260.65
Eno4	0.0	9.65	6.54	0.0	0.0	0.0	0.0	10.22	0.0	0.0	0.62	1.06	0.0	0.0	1.52	0.0	0.0	0.0	65.35	0.0	6.6	0.0	0.0	0.87	0.0	0.0	0.0	0.34	2.1	34.5	0.75	0.0	0.46	3.31	3.08	3.02
Erbb2ip	0.0	41.0	0.13	4.61	0.0	5.63	0.42	13.38	18.53	3.02	7.1	18.75	0.0	11.19	17.22	32.43	0.0	0.0	78.55	13.96	0.0	0.66	2.78	0.04	14.51	9.12	0.0	0.93	0.0	0.66	23.49	0.47	6.5	36.17	29.44	40.48
Esyt2	0.0	0.0	0.75	10.58	0.0	0.0	0.0	0.69	0.0	1.85	2.27	0.0	0.0	5.97	20.52	0.0	0.32	0.0	57.83	0.75	0.0	8.66	1.28	0.0	0.0	0.0	1.16	4.04	17.47	36.4	1.72	0.0	0.0	27.69	26.21	31.31
Fam13b	0.0	0.0	11.6	3.72	0.0	10.96	3.46	56.11	5.34	31.73	11.3	62.71	36.43	8.54	1.55	39.41	5.24	4.16	156.11	1.87	20.25	3.2	1.26	5.98	0.0	35.53	0.3	3.67	0.0	22.71	7.49	3.03	11.02	55.64	52.75	57.12
Fam177a	57.42	1.48	15.39	6.82	3.54	29.66	11.16	6.7	4.04	2.38	10.97	13.82	12.74	13.08	7.94	0.58	9.27	13.56	15.72	8.89	1.24	24.24	10.75	15.55	2.97	5.43	1.54	16.29	0.63	9.58	0.75	6.62	3.78	17.56	16.4	17.92
Fam23a	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.72	0.0	0.0	0.0	8.0	0.0	0.37	0.0	0.0	0.07	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.18	0.19	0.05	0.17
Fam43a	0.0	0.0	2.31	11.35	0.0	0.0	0.11	2.0	0.0	11.67	7.18	0.0	0.99	3.29	5.69	0.0	0.0	0.0	67.11	0.0	11.49	1.29	5.8	0.0	0.0	0.0	8.43	5.93	0.24	0.0	4.68	0.0	3.44	16.18	17.02	15.1
Fam71e1	0.0	0.0	4.67	0.0	0.0	0.0	0.0	1.9	1.51	2.7	0.0	0.0	3.76	2.22	0.8	0.0	0.0	0.0	15.15	7.1	0.0	0.76	0.0	11.69	0.0	0.0	1.86	0.0	8.21	0.0	0.0	3.35	2.88	4.44	4.63	6.0
Fbxw5	0.0	0.0	66.03	22.44	84.82	11.01	57.34	33.42	43.31	46.35	39.66	98.78	31.26	40.67	32.86	98.12	0.0	61.06	210.94	0.56	1.37	102.36	14.6	97.4	15.46	128.57	26.37	22.86	33.93	2.06	12.88	5.0	49.26	80.62	85.26	86.89
Fgfr1	153.47	0.0	3.07	0.0	0.0	12.89	0.36	0.0	11.09	4.44	0.0	1.25	7.73	0.0	0.95	0.0	0.0	0.1	53.21	0.33	0.0	17.64	4.93	24.74	0.0	1.54	0.0	0.0	0.0	25.02	0.4	0.09	9.68	29.47	32.27	32.22
Frmd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.91	18.17	17.28
Gm10767	0.0	0.0	0.0	0.0	44.93	83.7	0.0	0.0	0.39	0.36	12.32	0.0	0.0	0.0	53.14	24.42	0.0	80.13	150.51	0.0	0.0	0.0	0.0	24.9	0.0	0.0	0.33	0.0	7.34	0.37	0.0	9.97	0.0	2.95	2.97	4.16
Gm1568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.38	5.47	0.0	0.0	0.16	14.73	0.0	0.0	0.0	4.91	0.0	0.0	0.0	0.0	0.0	8.99	10.45	10.71
Gm5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.85	1.4
Gm7120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.75	0.0	0.0	0.58	0.0	28.26	0.0	0.0	90.15	145.42	0.0	0.0	0.0	42.29	11.94	0.0	54.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.92	34.59	35.55
Gpcpd1	0.56	0.0	0.9	40.02	2.34	39.83	51.34	37.89	6.0	27.67	40.16	59.79	34.19	10.11	125.29	140.36	0.98	3.45	307.38	92.73	1.3	25.07	77.44	17.47	10.81	9.55	33.33	52.2	85.35	35.09	32.99	137.99	119.55	89.99	88.51	89.45
Gpn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.33	0.0	52.55	0.0	0.0	0.0	0.0	20.63	2.64	0.66	0.0	0.0	0.0	0.0	0.0	12.18	12.17	11.66
Gpr135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23	0.0	0.0	0.0	0.0	0.0	0.0	19.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.34	15.77	18.34
Gpr158	0.0	6.35	0.0	21.13	6.54	15.26	10.8	1.49	41.37	8.81	31.22	0.75	39.72	5.29	19.65	0.0	0.08	6.34	57.2	0.0	2.78	12.09	17.49	0.0	3.74	21.79	16.17	0.0	17.82	10.66	17.34	26.16	0.56	84.39	83.48	85.5
Gse1	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	18.71	26.46	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.44	0.0	0.0	0.0	0.0	24.05	28.04	26.12
H2-T9	0.0	0.0	46.35	30.67	0.0	23.71	18.62	65.11	0.0	14.5	5.61	0.0	0.0	69.16	0.0	52.26	0.38	0.0	298.31	2.08	0.0	0.0	8.95	0.0	0.0	72.56	117.92	28.74	5.13	66.03	4.0	137.69	0.0	11.38	9.73	8.64
Hepacam2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.13	0.59
Hist1h4h	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.54	0.0	0.0	0.0	0.0	38.74	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	3.55	0.0
Insr	0.0	22.82	0.0	1.0	0.0	0.0	0.0	0.0	0.19	0.0	3.91	0.0	0.0	0.01	11.08	0.0	0.0	0.34	29.06	0.0	0.08	0.84	0.2	10.09	0.08	0.39	2.9	0.0	9.87	0.0	0.23	0.0	5.3	20.93	19.88	20.61
Itpr1	0.0	0.0	26.38	27.24	0.02	18.25	18.95	36.03	13.92	27.92	32.52	32.34	16.52	67.98	56.97	14.23	0.06	57.7	84.08	25.24	89.6	22.88	38.85	8.03	4.72	23.9	22.58	52.66	46.38	11.4	5.61	29.95	29.32	211.99	196.39	212.52
Itsn1	2.16	17.96	13.41	7.0	0.62	10.46	7.95	22.4	6.71	7.23	0.89	9.12	3.08	9.02	12.89	19.87	16.34	16.24	62.29	22.54	33.47	5.54	7.11	5.28	11.54	17.84	6.18	5.38	29.38	47.21	31.01	6.92	1.8	51.09	47.68	51.8
Jak2	0.0	0.0	0.92	0.0	0.75	0.0	0.07	0.0	0.0	1.31	2.53	0.0	0.1	0.0	0.36	0.0	0.0	0.0	46.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51	0.7	0.0	0.97	1.44	1.14	2.28	24.04	22.77	23.35
Kank4	0.0	0.0	0.0	9.54	0.0	0.0	11.62	0.0	0.0	0.0	0.0	0.0	16.74	0.0	8.04	0.0	0.0	0.0	0.0	0.0	0.0	0.19	6.49	0.0	0.0	0.0	0.0	0.0	34.74	0.0	0.0	0.0	0.0	2.49	2.35	3.02
Kbtbd11	10.68	0.0	13.07	0.17	23.93	0.13	0.72	0.12	0.18	0.52	7.2	0.28	4.54	15.23	5.93	0.12	0.34	0.51	41.51	0.14	0.13	0.33	6.26	3.54	0.1	1.73	0.43	5.42	0.06	4.02	0.34	0.06	0.13	53.75	58.79	54.92
Kbtbd8	0.0	0.0	0.0	0.0	0.0	2.22	0.0	0.0	0.0	12.28	0.0	0.0	0.0	13.73	0.0	0.0	0.0	19.65	55.86	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.09	4.16	5.33
Krt26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.21	0.27
Lcp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	1.83	2.12
Ldhb	7486.96	8970.97	8752.31	8798.32	10118.08	10894.4	8525.9	8892.3	7234.97	8217.62	9220.91	9343.6	8808.99	8574.79	10165.1	9166.61	7814.88	9602.81	7343.35	7785.08	11261.44	10004.69	9074.03	13571.31	7093.74	12546.17	8513.41	9755.78	8904.1	11010.48	8275.76	10182.84	11746.38	737.58	774.98	752.92
Lrp3	1.7	0.0	0.0	21.72	0.0	19.01	0.0	0.0	0.0	5.75	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.12	42.39	6.66	0.0	0.07	2.55	40.29	0.0	21.34	4.6	0.0	0.0	0.0	7.28	0.0	0.0	53.44	58.28	55.54
Manf	0.22	0.0	57.9	5.94	16.9	22.86	9.49	9.13	0.0	15.14	11.88	2.97	15.94	26.68	21.3	33.39	0.0	37.61	126.66	5.59	0.0	40.14	17.27	0.13	27.13	86.17	22.33	27.04	0.19	12.78	33.74	16.06	0.8	37.74	36.19	32.61
