	Calb2_tdTpositive_cell_3	Calb2_tdTpositive_cell_8	Calb2_tdTpositive_cell_39	Chrna2_tdTpositive_cell_58	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_46	Cux2_tdTpositive_cell_56	Cux2_tdTpositive_cell_68	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_9	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_43	Nr5a1_tdTpositive_cell_46	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_13	Rbp4_tdTpositive_cell_16	Rbp4_tdTpositive_cell_79	Rbp4_tdTpositive_cell_88	Rbp4_tdTpositive_cell_116	Rbp4_tdTpositive_cell_142	Rbp4_tdTpositive_cell_150	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_33	Rorb_tdTpositive_cell_34	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Scnn1a.Tg3_tdTpositive_cell_94	Scnn1a.Tg3_tdTpositive_cell_97	Sst_tdTpositive_cell_27	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ap3b1	0.0	60.99	0.0	0.0	2.55	53.17	95.58	0.41	0.0	30.29	0.0	97.31	51.14	0.0	0.12	0.0	0.34	9.97	0.0	0.0	6.77	0.0	0.0	65.65	48.91	0.0	0.0	10.01	0.0	41.33	0.0	0.38	0.24	0.0	15.26	9.21	5.7	5.75	35.87	34.14	33.92
Arhgap10	0.0	0.97	0.17	0.0	0.0	0.0	54.8	0.72	0.0	3.77	0.0	0.13	0.0	0.47	1.2	4.38	0.68	0.0	0.0	12.95	0.0	0.0	0.0	0.0	2.64	0.43	0.0	0.0	2.64	0.0	1.44	0.11	0.04	0.0	2.27	9.11	5.77	3.99	20.74	20.65	19.65
Atf6	0.1	0.02	55.1	105.89	0.07	0.0	139.21	4.27	0.0	0.02	68.72	28.5	0.0	0.56	0.0	0.62	0.0	0.05	0.06	0.43	8.94	0.0	15.22	96.19	67.73	0.0	0.0	1.64	19.24	14.81	29.94	1.12	1.24	0.0	32.05	40.84	36.17	29.61	35.65	31.51	36.94
BC029722	3.38	0.52	0.0	5.2	118.88	0.0	53.81	11.27	8.75	7.06	40.89	2.32	6.39	0.29	7.13	4.03	4.07	4.04	0.0	16.21	1.78	48.33	0.0	2.93	1.55	0.19	0.0	0.24	0.08	0.0	0.0	7.2	1.7	11.02	3.75	4.18	5.19	6.87	81.51	86.83	77.47
BC037034	0.0	0.0	0.0	5.06	0.0	0.0	7.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.0	0.0	0.83	0.35	0.54	1.09	48.42	51.97	49.02
BC048355	0.0	1.08	0.89	2.74	7.17	1.37	96.01	1.51	2.5	2.06	9.08	2.89	100.11	0.0	1.53	1.14	3.91	0.8	5.72	3.07	8.0	0.57	2.87	1.95	1.14	1.2	1.78	3.91	0.76	1.24	1.18	3.84	2.9	1.33	23.64	2.57	7.22	7.81	6.06	6.83	6.76
BC051537	0.0	0.0	0.0	0.0	0.0	0.0	85.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.11	0.24
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Chd6	7.94	12.86	0.0	24.78	8.45	36.9	63.8	16.14	16.31	1.05	8.51	76.84	6.32	13.47	5.33	0.0	21.18	19.95	10.82	25.14	10.14	5.2	25.8	0.74	9.16	0.85	27.33	3.22	14.02	25.14	12.08	26.6	8.78	0.56	6.35	11.27	6.45	8.29	29.24	26.83	30.08
Cited4	0.0	0.0	0.0	0.0	0.0	0.0	2.83	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	11.56	14.79	13.99
Cnot1	100.75	4.23	6.38	55.62	110.6	0.05	137.54	0.0	15.91	0.2	8.9	64.9	11.24	8.77	0.03	41.67	44.29	6.67	28.34	80.04	0.0	10.56	8.41	56.43	52.52	3.18	0.0	0.28	1.84	0.0	41.15	29.26	0.3	18.17	13.57	19.9	13.33	19.66	45.11	42.17	44.78
Crybg3	0.0	0.0	0.0	0.0	0.0	0.0	23.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.26	39.9	22.21	10.84	0.0	16.87	35.0	0.0	0.0	0.0	0.11	20.58	15.32	10.09	0.0	13.38	0.03	0.0	7.03	11.02	4.84	2.46	3.8	3.92	3.56
Csnk2a1	34.37	103.88	9.73	117.51	25.21	1.61	77.33	19.77	21.51	21.69	63.81	90.84	5.78	8.53	35.71	7.13	15.69	6.25	79.06	1.55	30.43	24.44	42.84	2.82	8.19	39.6	17.45	15.7	0.48	13.92	8.69	7.07	15.43	5.64	26.64	22.88	22.75	23.04	77.48	76.29	75.41
Dach1	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	8.21	8.54	7.44
Dgkz	0.0	69.54	26.94	0.12	25.42	1.88	201.11	88.9	9.96	38.15	147.36	127.44	41.65	46.0	68.78	0.0	13.41	21.24	166.64	56.11	75.75	53.69	53.52	36.92	65.67	187.78	8.91	82.4	3.25	101.27	32.13	79.38	11.29	22.64	15.46	23.37	24.12	22.95	347.99	334.7	361.93
Dnahc6	0.0	0.0	0.0	0.0	0.0	0.0	24.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.11	2.0	1.91	2.05
Dnajc17	0.0	0.0	0.0	0.0	0.0	0.0	75.41	0.0	0.0	0.0	39.87	0.0	0.0	15.87	0.0	0.0	0.0	2.52	0.0	40.59	0.0	108.39	83.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.1	0.18	0.0	0.62	22.89	9.54	14.66	8.23	13.66	15.33	15.83
Dync1li2	13.44	70.3	17.97	122.66	21.75	0.19	141.81	1.52	69.45	186.72	8.37	3.55	55.76	72.2	96.76	210.01	48.28	15.78	227.23	75.21	56.02	75.83	112.44	26.36	67.53	78.72	167.63	103.01	74.43	55.04	5.05	85.27	5.82	0.58	44.79	66.5	44.62	44.35	163.9	162.52	165.81
E330017L17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.51
Egln1	0.0	26.17	0.0	0.0	0.09	0.45	81.4	0.0	0.0	0.0	0.0	0.0	0.03	0.0	6.73	4.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.84	0.0	0.0	0.0	1.86	0.0	0.0	1.36	11.38	0.09	0.34	6.4	6.41	9.9	59.34	62.16	58.89
Ell	0.0	0.0	0.0	0.0	0.07	0.0	52.08	0.0	59.08	50.33	0.0	5.5	25.79	0.0	0.0	10.78	0.0	44.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	48.28	0.0	11.58	0.0	0.0	0.0	21.34	15.14	4.67	10.22	17.12	20.55	20.06
Epha1	0.0	0.0	0.0	0.0	0.0	0.0	7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.63	0.11	0.21	0.43	0.31
Fam108a	0.0	0.0	0.0	0.0	5.38	0.31	79.59	0.38	0.0	22.34	0.0	0.0	0.7	0.0	3.69	0.0	0.0	0.28	0.0	0.0	0.0	0.0	38.23	0.0	0.0	0.9	0.0	0.0	24.64	0.0	0.0	0.0	0.0	0.0	1.04	4.13	5.24	3.84	185.45	211.33	202.35
Fbxo40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.16
Flot1	0.0	169.71	0.0	88.51	0.0	57.94	603.9	23.59	0.0	0.34	193.05	0.0	75.29	0.0	0.0	131.63	44.3	0.0	0.0	9.82	99.35	153.49	100.79	0.0	38.94	142.48	59.52	159.49	193.02	0.06	0.13	0.51	0.81	0.0	90.65	23.92	62.58	66.27	137.1	148.3	139.89
Foxp3	0.0	0.0	0.0	0.0	0.86	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.17	0.27
Fzd10	0.0	0.0	0.0	0.0	0.0	0.0	3.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.57	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.12	1.85	1.52	1.87
Gabrb3	104.7	73.1	53.76	93.64	0.62	144.33	146.65	0.22	108.98	13.84	2.26	196.84	42.55	124.76	112.87	52.51	49.26	54.95	89.22	100.92	150.47	24.14	65.42	0.15	81.05	0.14	121.74	26.83	60.41	117.55	163.18	21.41	8.75	0.06	50.4	100.98	61.23	70.63	154.37	138.99	149.04
Gbf1	0.24	9.96	0.0	0.0	0.11	0.0	81.61	0.0	0.0	0.09	5.33	0.0	0.0	0.02	0.11	19.01	0.0	0.0	0.0	20.79	0.0	0.0	0.25	0.08	0.06	0.0	10.09	0.02	31.37	0.03	6.96	2.53	0.19	70.74	14.29	5.15	4.51	3.86	41.95	40.73	44.25
Gga2	0.07	0.46	2.26	1.48	0.25	0.96	32.04	0.27	3.16	0.97	4.57	0.89	0.8	0.17	2.27	0.67	0.17	24.42	1.56	0.69	0.95	1.88	1.81	1.81	10.39	1.3	0.32	0.31	0.56	4.91	0.88	0.68	0.19	5.89	1.82	5.04	3.98	9.02	18.05	18.84	18.09
Gm14430	5.08	0.13	0.0	34.12	0.0	0.49	7.98	0.0	0.0	12.16	0.0	22.67	20.62	4.19	1.47	1.66	0.11	1.5	0.17	12.88	0.0	0.0	37.59	20.36	8.62	6.37	0.0	0.0	0.03	0.0	0.0	1.41	29.73	3.68	6.89	4.14	5.97	4.22	7.67	5.07	7.49
Gm14434	5.08	0.13	0.0	34.12	0.0	0.49	7.98	0.0	0.0	12.16	0.0	22.67	20.62	4.19	1.47	1.66	0.11	1.5	0.17	12.88	0.0	0.0	37.59	20.36	8.62	6.37	0.0	0.0	0.03	0.0	0.0	1.41	29.73	3.68	6.89	4.14	5.97	4.22	7.67	5.07	7.49
Gm14827	0.25	0.14	1.71	0.13	0.0	2.67	60.11	0.0	46.28	0.12	0.0	0.0	0.03	0.0	1.09	0.0	2.86	2.5	19.93	0.0	0.0	1.37	0.0	0.0	0.27	0.17	0.0	0.04	0.0	0.09	0.11	2.16	0.0	0.29	2.71	2.07	0.55	3.7	7.46	6.88	6.96
Gm1604b	0.0	0.0	0.0	0.0	0.0	0.0	45.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.33	1.63	0.0	0.0	0.0	12.04	8.13	8.91
Gm16517	0.0	3.05	0.0	0.0	0.0	51.04	73.04	3.6	0.0	12.36	0.0	0.0	0.67	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	36.61	0.0	18.6	90.22	0.0	0.94	28.87	22.48	0.0	0.0	1.12	4.2	5.54	69.43	90.05	84.9
Gm2516	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Gm3776	0.0	0.0	0.0	0.0	0.0	0.0	42.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4070	0.22	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.11	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	3.43	1.62	2.49
Gm4724	5.08	0.13	0.0	34.12	0.0	0.49	7.98	0.0	0.0	12.16	0.0	22.67	20.62	4.19	1.47	1.66	0.11	1.5	0.17	12.88	0.0	0.0	37.59	20.36	8.62	6.37	0.0	0.0	0.03	0.0	0.0	1.41	29.73	3.68	6.89	4.14	5.97	4.22	7.67	5.07	7.49
Gm608	1.97	0.0	0.0	0.0	3.52	5.31	13.3	27.76	0.03	32.21	0.0	0.0	0.51	0.0	0.03	0.03	0.0	0.03	0.0	0.05	0.06	0.0	1.68	0.0	14.28	0.0	0.0	0.03	0.14	1.8	0.0	1.34	0.01	0.03	3.88	4.63	2.68	2.68	21.07	18.69	21.54
Gm6878	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Gpr171	0.0	0.0	0.0	0.0	0.0	118.87	61.41	0.0	0.0	15.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	1.63	0.81	0.78	1.1	0.09	0.0	0.0
Gpr44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.08
Gpt2	0.0	31.93	0.0	9.4	4.37	0.0	122.3	0.0	0.0	0.0	0.2	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	0.0	29.37	0.0	0.0	0.0	1.73	1.38	0.0	0.9	0.19	0.0	0.17	4.87	7.52	6.53	38.64	37.59	35.57
Gsta1	0.0	0.0	0.0	0.0	0.0	0.0	39.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0
Gtf3c2	0.17	46.13	2.07	0.45	0.53	0.2	80.88	22.66	29.6	0.12	105.87	0.87	50.25	0.0	0.11	0.0	30.46	9.77	0.0	79.44	0.0	49.25	0.0	0.0	4.42	20.21	55.61	17.15	0.05	0.05	0.12	137.39	0.53	0.0	17.7	23.85	16.12	14.83	37.4	36.75	38.16
Gvin1	0.03	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.62	0.39	0.56
Hao2	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.15	0.23	0.05
Hes5	0.0	2.63	0.0	0.0	0.0	0.0	31.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	21.5	25.82	25.85
Hist2h2aa2	2.23	1.56	0.0	0.0	0.0	0.0	12.55	0.0	0.0	4.41	0.0	4.76	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	1.64	0.0	2.87	0.0	0.0	13.8	0.42	0.0	0.0	0.62	0.0	0.0	0.0	1.04	0.0	0.0	0.38	0.76	17.27	0.0
Hpcal1	11.15	172.07	0.35	0.0	0.26	22.83	206.51	0.0	0.0	0.12	1.91	159.57	23.5	85.87	15.96	0.0	0.0	0.0	0.0	0.0	0.0	80.24	8.22	0.0	0.0	294.68	0.0	48.71	134.05	1.91	112.28	11.84	16.83	14.86	19.44	20.02	19.96	26.91	81.48	89.83	79.87
Ina	17.72	29.64	0.0	54.36	65.98	0.0	130.96	0.0	38.86	5.69	0.0	12.12	48.82	0.06	0.0	16.04	0.92	45.84	0.2	0.0	69.53	0.0	14.8	0.0	34.41	6.6	145.8	4.38	17.93	1.23	0.0	57.34	0.48	4.84	65.74	65.81	77.89	77.22	150.6	155.61	154.66
Kazald1	0.0	0.0	0.0	0.0	0.0	0.0	60.97	0.0	0.0	73.73	58.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.33	7.07	3.82	5.66	5.8	7.65	8.23
Kctd8	0.0	0.0	0.0	0.0	0.0	0.0	20.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.24	11.2	0.62	1.19	0.0	6.07	6.91	7.4
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kif20b	0.0	0.0	0.0	0.0	0.0	0.0	28.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	19.09	0.0	0.0	0.58	0.06	0.0	0.35	0.2	0.42
Klc1	34.44	72.81	0.0	10.78	3.71	86.38	394.36	84.2	67.05	37.16	188.02	30.64	21.51	0.11	17.61	49.25	7.0	0.86	100.18	99.39	3.4	19.68	42.74	8.03	56.12	153.89	19.96	101.93	128.3	6.53	26.15	151.84	59.82	227.43	44.39	15.84	37.22	39.48	706.38	755.05	722.85
Lancl2	177.75	184.28	1.44	42.27	0.08	0.0	314.74	141.75	84.97	14.65	298.54	0.11	143.55	0.04	0.0	15.47	23.53	0.33	114.39	0.89	32.65	3.67	69.2	0.0	48.02	16.78	109.03	0.49	36.18	0.03	0.0	3.18	142.75	0.0	70.56	71.23	46.89	44.48	77.76	75.63	63.63
