	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_30	Pvalb_tdTpositive_cell_72	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_6	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_48	PvalbF.Gad2_tdTpositive_cell_70	Rbp4_tdTpositive_cell_51	Tac2_tdTpositive_cell_7	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Adck4	0.0	0.0	0.0	0.0	0.0	43.89	0.0	53.05	0.0	0.0	0.0	0.0	3.67	9.14	0.0	0.0	0.0	21.52	23.98	23.52
Atf6b	0.0	0.0	18.59	0.0	0.0	0.0	0.0	38.13	4.53	11.0	0.0	14.37	12.87	0.0	0.62	0.0	0.0	57.74	62.35	62.77
Atf7ip2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.1
Atp8b2	0.0	3.71	9.87	3.88	6.71	0.0	4.66	101.62	2.35	7.85	0.0	2.85	3.47	8.45	12.06	28.09	5.99	47.57	48.19	47.86
Atp9b	0.0	0.0	16.6	0.0	0.0	22.01	0.0	35.63	6.38	5.3	6.81	13.44	10.81	11.69	57.05	8.45	5.84	36.48	36.02	38.24
BC048403	0.0	0.0	0.89	0.0	0.0	0.0	0.0	22.74	0.0	0.0	0.0	7.99	0.0	0.0	0.01	0.0	2.34	10.3	10.37	11.83
BC064078	0.0	0.0	0.88	0.0	0.0	0.0	0.0	11.73	0.0	0.7	2.56	0.71	0.55	2.54	0.0	0.0	0.87	6.69	6.66	4.87
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Bmpr1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.18	11.4	12.31
Bod1l	16.14	6.86	17.41	1.07	9.62	20.95	0.0	56.5	5.48	1.71	10.38	2.44	17.23	13.34	0.04	0.0	1.29	19.38	12.91	19.53
Brpf3	0.0	0.0	0.23	0.0	0.0	0.0	0.0	9.76	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	20.31	19.93	20.09
C6	1.01	0.0	0.99	0.0	0.0	0.0	0.0	10.38	0.0	0.0	0.0	0.0	0.34	1.14	0.0	2.72	0.0	0.21	0.1	0.29
Calhm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Ccdc144b	0.0	0.0	0.0	0.0	0.24	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccl27b	9.27	1.67	0.92	0.0	0.77	0.0	0.0	2.97	0.0	0.0	2.62	0.0	0.0	0.3	0.0	9.34	0.79	30.63	28.29	22.96
Cct6b	0.0	0.24	0.4	0.0	0.31	0.0	0.73	18.91	0.41	0.0	0.0	0.32	0.0	0.0	0.22	0.34	0.22	0.26	0.61	0.5
Cd109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.83	0.59
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Chrdl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.31	9.73	10.69
Clcn6	8.08	0.0	0.0	0.0	0.0	3.25	1.54	54.53	0.0	0.0	0.0	26.31	0.0	5.99	0.0	0.4	0.0	54.01	53.58	53.55
Cntln	0.0	0.0	0.0	0.0	0.0	3.98	0.0	33.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	7.19	6.25	7.48
Cpsf1	0.0	1.75	4.62	0.0	26.8	19.83	0.0	86.46	11.62	28.3	0.0	1.74	12.3	0.0	4.63	13.58	0.0	34.98	38.93	36.58
Cpxm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	2.22	2.11
Creb3l2	0.0	0.0	0.0	0.0	0.0	0.0	1.15	11.75	0.0	0.0	17.66	0.0	0.45	0.0	0.12	0.0	0.0	5.84	5.34	6.09
Csrp2bp	0.0	0.0	0.0	0.0	2.36	1.69	0.0	36.93	0.65	25.95	0.25	0.0	0.0	0.37	0.0	4.57	0.0	24.76	25.22	22.81
Cx3cr1	1.08	1.19	0.93	0.0	0.15	0.22	0.51	19.1	0.2	0.73	0.42	0.0	0.27	0.64	0.81	0.32	0.82	32.57	29.06	34.29
D6Mm5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Dio3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	1.5	3.02
Dspp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Dyrk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Dysf	0.0	0.0	0.0	0.0	0.0	0.0	0.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	1.73	1.66
E030018B13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Efs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31	7.78	7.51
Erbb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67	5.96	7.27
Erc2	0.0	4.5	32.34	0.0	7.97	27.85	1.87	30.05	7.78	8.44	3.58	0.0	12.19	0.0	0.0	16.47	0.0	83.33	78.03	78.63
Fbxl8	0.0	0.0	0.0	0.0	0.0	0.0	0.68	38.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.43	1.67
Fgfr3	0.14	0.0	0.0	0.0	0.14	0.4	0.96	49.96	0.18	0.0	0.0	0.0	0.0	0.0	3.6	4.76	0.0	64.08	58.11	63.67
Gal3st3	2.95	1.28	4.31	0.71	0.76	10.95	7.92	22.08	4.1	0.79	4.31	4.04	3.33	4.27	4.53	1.77	5.64	43.95	47.28	43.78
Gm13306	9.27	1.67	0.92	0.0	0.77	0.0	0.0	2.97	0.0	0.0	2.62	0.0	0.0	0.3	0.0	9.34	0.79	30.63	28.29	22.96
Gm2506	9.27	1.67	0.92	0.0	0.77	0.0	0.0	2.97	0.0	0.0	2.62	0.0	0.0	0.3	0.0	9.34	0.79	30.63	28.29	22.96
Gm6524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gpr37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.23	46.7	49.6
H2-Bl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	1.11	1.4
Hist1h2bq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.18	0.0	0.38	0.28	0.38
Hist1h2br	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.18	0.0	0.38	0.28	0.38
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hmgxb3	0.0	13.51	9.38	0.0	0.0	20.08	0.0	42.86	22.47	0.0	8.79	0.0	0.0	0.55	0.0	0.0	0.0	26.22	26.76	26.53
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Islr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.51	0.0	15.82	17.01	13.01
Jun	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.69	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	53.49	56.93	45.35
Kcnj9	41.12	25.69	18.79	0.0	35.86	52.48	1.17	139.45	28.33	50.29	37.49	23.17	7.47	22.9	25.93	66.25	0.7	121.29	116.59	115.73
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kif13b	0.0	0.0	0.0	0.0	0.0	0.28	0.0	24.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.45	15.53	19.12
LOC434825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0
Lamc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73	3.23	2.92
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Lpcat2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.19	0.0	0.19
Med11	0.0	0.0	0.0	0.0	0.0	39.11	79.9	116.23	13.47	0.0	0.0	0.0	22.04	0.0	13.73	0.0	0.45	13.94	15.84	14.03
Mir297-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mrgprb1	0.25	0.1	0.17	0.0	0.0	0.32	0.15	1.03	0.51	0.14	0.0	0.53	0.24	0.62	0.1	0.28	0.87	0.22	0.17	0.15
Myst3	2.42	4.3	0.0	0.0	1.47	2.98	0.0	24.95	0.54	0.0	10.63	0.18	4.1	2.07	0.21	0.27	1.2	23.44	21.37	23.54
Ncf1	1.44	1.59	0.93	0.0	2.58	2.3	5.37	4.88	1.25	1.22	0.53	1.63	1.56	0.66	1.76	1.77	1.84	9.87	9.09	9.17
Nfat5	10.06	0.23	8.16	7.94	4.91	6.66	11.62	20.24	0.25	9.06	28.7	1.57	5.81	1.62	9.9	2.0	2.73	31.7	27.59	34.05
Nhs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.65	0.0	1.37	4.3	0.0	1.44	0.0	1.85	0.0	0.0	2.18	1.87	2.19
Nhsl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.95	10.93	11.45
Nlrp10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.2	0.19	0.27
Nusap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	1.8	2.14
Ofd1	0.0	0.0	16.08	0.0	0.0	0.18	0.0	54.17	0.0	0.8	1.0	0.0	6.68	0.0	0.0	2.51	0.0	5.91	6.25	5.69
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Olfr520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
Otof	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	4.08	0.0	0.0	0.0	0.0	0.0	0.0	17.85	16.68	17.5
Papss1	94.21	49.25	120.63	55.12	28.32	0.0	0.0	220.98	18.72	18.08	29.41	4.81	25.41	0.0	0.0	0.07	0.3	78.3	83.14	75.31
Pcdhgb6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.85	17.36	13.9
Phka2	0.0	17.81	0.0	0.0	24.82	0.0	0.0	57.07	21.87	0.0	12.62	6.83	0.99	21.93	0.0	6.54	21.18	24.76	22.38	24.93
Polg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.06	6.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	2.78	3.32
Pon2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.75	47.84	54.54
Pou3f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.87	30.46	25.48
Ptprc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	1.5	1.95
Pus7l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.3	0.0	1.36	0.0	0.0	0.0	0.0	0.0	17.88	0.0	3.05	2.94	3.36
Rap1gap2	13.54	0.0	0.0	0.0	0.0	0.0	16.08	28.01	0.0	0.6	0.0	0.0	0.0	6.63	0.12	0.06	0.0	119.99	111.59	120.64
Ripk2	1.53	0.0	13.03	0.0	1.16	0.0	0.0	36.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63	7.67	7.28
Robo4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74	5.15	3.99
S1pr5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.6	15.22	18.08
Scarf1	0.0	0.0	0.0	0.0	5.85	0.0	0.0	25.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	3.12	2.79
Sdhaf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.07	0.0	5.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.37	32.73	26.79
Sec22b	129.19	17.29	39.43	76.0	0.91	22.89	61.7	315.85	32.26	66.37	7.53	37.92	0.0	0.9	7.12	6.23	289.03	62.08	59.88	58.59
Shisa6	0.0	0.06	0.0	0.0	0.0	0.0	0.0	14.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.03	11.8	13.47
Slc9a1	9.89	0.0	0.0	0.0	0.0	0.0	0.0	32.91	2.92	0.0	0.0	0.24	0.0	0.61	0.0	16.58	0.0	33.34	33.99	36.04
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Snora52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.03	6.62	8.29
Szt2	0.0	3.28	0.0	0.0	0.0	0.07	0.0	18.0	5.46	0.0	0.29	0.0	0.0	7.88	10.88	0.26	0.0	18.73	19.33	23.53
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tfap4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	2.34	2.37
Tgtp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.92	0.75
Thumpd2	0.0	0.0	4.58	0.0	0.0	0.0	0.35	55.7	0.0	0.15	16.23	0.0	0.0	16.14	0.0	0.0	0.0	5.56	5.8	5.19
Tmco5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	2.71	2.97
Tmem20	1.13	0.59	0.79	0.0	0.87	0.21	0.74	59.67	0.98	0.88	1.09	1.0	0.35	0.81	0.41	0.7	0.6	1.78	2.78	2.14
Trpc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.87	6.2	9.34
Tspan4	0.0	0.0	0.0	0.0	29.04	0.0	0.0	88.34	0.0	0.2	0.0	2.39	0.0	0.0	0.0	0.0	0.0	16.88	16.55	15.04
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ttc9	0.0	0.62	3.8	0.0	0.0	0.0	11.37	65.32	8.11	0.0	0.0	0.0	11.84	1.4	28.56	19.18	62.13	44.03	41.2	41.23
Txndc11	0.0	3.89	6.35	0.0	4.13	1.59	0.0	45.83	3.01	45.48	0.14	0.0	5.53	0.54	0.0	0.0	0.0	24.06	27.32	24.09
Utp6	1.31	4.65	14.41	0.51	0.19	2.89	5.09	71.22	2.83	0.66	16.54	13.26	25.9	26.69	4.3	7.07	23.0	27.71	26.96	28.11
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Zbp1	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.81	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.05	0.61
Zfp108	0.0	0.0	0.0	0.0	5.38	33.78	0.0	97.97	0.0	28.05	0.0	0.22	0.0	0.0	0.0	58.15	3.29	5.91	5.59	5.81
Zfp395	2.57	0.53	0.0	19.22	0.12	0.19	0.6	20.91	0.0	0.31	0.28	0.2	0.0	0.59	0.27	0.11	0.21	5.73	5.79	5.74
Zfp408	0.66	1.03	1.8	0.0	0.25	1.29	1.76	69.48	0.41	0.92	1.04	3.26	1.5	0.33	1.33	1.38	1.04	8.62	7.76	9.38
Zfp451	6.73	1.03	7.64	0.0	13.06	3.66	3.66	62.33	4.09	0.0	0.33	37.26	18.26	3.21	0.0	7.05	0.0	15.03	14.04	14.83
Zfp523	0.21	0.0	15.25	0.0	0.0	4.37	0.0	38.85	0.53	0.1	0.0	0.0	0.0	2.4	0.0	2.15	1.42	73.98	81.45	78.39
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Zranb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.3	11.62	4.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.96	5.3	5.59
mt_AK131586	0.04	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25813.35	24091.17	24561.45
mt_AK131599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28	2.61
mt_AK137202	117.09	15.06	14.61	9.58	24.91	7.0	0.0	146.19	53.41	19.1	17.71	6.0	15.01	51.51	71.82	24.28	38.05	363.87	211.46	248.44
mt_AK166684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.09	0.0	18796.57	17507.83	18655.33
mt_BC104337	0.0	18.94	0.0	0.0	0.0	0.0	0.0	0.0	19.4	0.0	0.0	0.0	0.0	0.0	0.0	10.88	0.0	9032.87	8417.95	8583.15
