	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_44	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTnegative_cell_1	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_1	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_10pg_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Agps	0.0	0.34	2.2	0.0	0.0	0.87	43.72	9.83	137.93	0.0	29.25	7.27	0.6	31.95	0.04	0.25	11.74	0.85	0.0	4.18	7.31	0.75	2.33	19.39	0.0	13.81	0.35	0.0	3.06	0.4	14.57	0.7	30.26	0.0	0.0	0.04	4.35	14.82	19.2	0.2	5.31	7.33	0.0	0.0	0.52	0.0	29.4	0.0	0.16	42.0	0.06	0.0	0.47	0.68	0.0	8.34	6.96	4.48	3.03	0.46	17.77	17.06	17.29
Arfgef2	3.52	14.24	0.08	0.13	0.0	0.79	4.65	1.8	38.75	54.36	14.86	0.0	31.85	0.0	0.0	0.0	0.02	3.95	0.61	1.12	5.36	20.88	0.15	19.41	0.1	5.55	0.0	0.09	0.0	1.35	8.94	1.75	2.83	0.45	1.55	0.0	8.53	10.91	0.26	0.55	0.0	7.21	0.0	15.95	0.0	0.0	5.93	2.05	0.0	0.0	18.09	0.0	0.0	0.01	0.0	1.27	3.09	3.56	5.85	26.37	31.51	30.54	31.38
Arhgap21	14.05	9.85	0.0	0.0	0.0	0.0	0.0	6.99	60.71	0.0	6.3	0.0	6.48	2.23	3.58	1.2	28.16	10.22	16.32	0.02	37.76	11.37	10.31	1.9	0.0	0.49	0.18	9.08	5.09	27.85	10.59	14.53	26.49	0.0	0.03	5.89	25.61	2.1	0.13	2.0	17.53	12.96	0.0	4.76	4.23	0.0	9.52	0.0	0.91	41.61	1.37	13.22	2.12	0.03	23.45	44.02	5.62	4.06	5.83	47.08	77.97	75.97	80.34
Arhgef6	0.0	0.0	6.09	0.0	0.0	0.03	19.61	1.96	174.45	0.0	56.46	0.0	6.71	159.46	0.0	23.89	0.0	2.54	0.0	22.74	3.98	0.07	0.0	22.41	0.0	0.0	0.0	12.27	0.0	21.54	1.61	0.0	0.0	0.0	0.14	0.6	0.0	0.0	0.0	8.08	0.0	0.0	0.15	0.0	0.1	0.0	0.0	0.0	8.35	0.0	0.0	22.54	0.0	0.04	0.0	0.0	0.0	0.0	0.0	14.09	7.54	7.89	8.11
Arpc2	50.07	19.92	23.93	0.0	0.0	234.82	61.9	68.51	591.32	113.41	115.58	89.66	0.0	15.12	194.19	92.86	39.41	43.1	32.88	28.7	59.81	44.34	133.17	41.61	98.31	0.4	27.52	32.03	82.44	53.41	62.2	59.61	81.16	1.8	0.0	66.62	12.26	24.93	35.73	57.24	76.73	182.87	0.0	26.24	111.29	1.29	0.0	0.0	74.78	39.85	82.83	112.26	28.14	5.68	275.4	144.15	52.95	124.3	137.58	47.18	241.89	250.26	236.95
Atp2b1	22.87	12.26	28.72	75.17	0.0	107.83	63.17	40.13	123.66	47.13	104.71	287.01	128.97	89.12	89.92	87.97	71.3	26.12	16.23	41.71	3.6	41.83	14.53	46.09	14.32	0.26	32.81	9.58	15.12	38.39	21.72	17.57	60.75	7.43	2.45	13.63	4.97	13.39	4.98	16.66	251.94	236.81	0.0	38.78	45.26	5.05	16.05	101.16	39.84	18.34	40.04	3.36	23.5	1.36	36.22	82.72	532.17	401.54	376.73	113.04	296.03	263.29	297.77
Axin2	0.0	0.0	1.44	0.0	0.0	0.0	4.52	11.45	27.03	0.6	0.0	1.61	2.77	21.38	0.0	0.0	2.95	9.4	0.0	0.0	0.0	0.0	1.93	0.0	0.0	0.0	6.02	0.0	0.0	0.7	0.0	0.0	9.58	0.0	0.0	0.0	0.0	0.06	0.0	0.0	3.28	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.75	0.11	0.0	8.98	0.0	0.0	0.66	1.39	2.09	1.86	0.0	17.5	16.6	15.16
C030046I01Rik	4.3	11.89	10.72	0.0	0.0	56.57	21.15	20.06	82.56	100.74	31.8	8.39	52.38	13.38	133.03	119.13	7.15	7.55	1.57	10.8	39.26	10.17	33.03	102.32	59.54	1.33	16.73	21.25	95.65	59.8	18.11	3.43	8.72	4.91	5.79	5.29	7.15	19.75	44.32	18.76	83.73	187.94	16.48	19.93	43.21	9.99	45.61	21.86	15.64	72.14	97.1	30.31	1.93	12.42	1.79	12.39	91.84	105.82	117.97	223.98	278.49	290.92	298.72
C1qtnf4	0.48	0.0	0.0	0.0	0.0	9.25	0.56	4.4	27.81	0.0	4.2	1.48	2.15	3.5	0.97	1.1	0.41	1.61	3.11	0.66	0.18	0.0	0.0	5.46	0.23	0.74	0.0	1.05	0.0	0.0	0.96	0.0	0.0	0.0	0.47	0.0	0.0	0.2	0.0	0.18	0.0	2.13	0.0	0.0	0.51	0.0	0.66	0.0	0.0	0.0	2.79	0.0	0.0	0.95	2.78	10.04	0.89	0.26	1.04	0.5	181.7	250.29	223.5
Cacnb1	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.9	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	1.16	0.0	0.05	0.0	0.0	0.76	0.22	0.0	0.12	133.87	131.85	125.98
Cald1	0.0	0.0	0.0	0.0	0.0	32.39	0.0	14.79	143.77	57.37	78.68	0.0	82.29	0.0	15.48	0.0	0.0	3.11	0.04	0.03	0.0	4.58	3.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.48	1.16	1.12	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.26	5.7	19.01	17.05	18.07
Camk2a	0.0	3.17	0.0	5.52	0.0	0.15	1.1	74.39	58.04	15.92	21.14	0.19	50.6	21.95	0.14	7.89	0.1	0.11	0.17	0.05	0.5	0.0	13.02	7.45	3.79	1.49	35.01	0.0	0.06	20.22	7.51	0.0	3.36	0.18	2.24	0.13	0.25	11.2	1.43	0.17	40.58	22.97	0.0	0.0	0.0	0.0	0.13	4.98	1.98	0.23	47.36	0.2	0.0	0.0	0.09	7.06	56.96	54.96	47.59	455.61	1430.39	1416.19	1497.51
Cand2	0.35	0.06	0.58	0.0	0.0	1.25	0.81	0.18	2.68	1.4	0.6	0.23	0.45	0.27	0.48	0.14	0.22	0.35	0.37	0.33	0.48	0.26	0.7	0.29	0.52	0.65	0.49	0.28	0.08	0.66	0.31	0.06	0.4	0.83	0.61	0.24	0.57	0.35	0.38	0.19	0.51	0.66	0.0	0.13	0.15	0.06	0.11	0.25	0.29	0.44	0.19	0.39	0.32	0.24	0.15	0.52	1.22	0.41	0.32	0.26	2.69	2.78	2.5
Cap2	0.0	26.76	0.0	32.49	0.0	138.23	0.82	92.16	36.79	39.72	139.06	9.92	68.69	82.01	8.21	0.1	2.94	0.03	40.53	0.51	9.57	24.1	23.17	0.0	4.5	22.47	0.0	0.15	11.83	76.9	0.0	0.0	4.34	0.0	0.06	41.33	29.16	0.0	0.0	20.33	93.96	67.16	0.0	17.6	12.74	0.37	0.0	141.22	15.69	28.04	0.13	20.4	33.11	0.0	0.18	0.19	157.76	162.81	161.64	109.75	177.73	166.37	172.65
Card10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	3.63	3.87	3.71
Card9	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	4.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	2.45	2.23
Casd1	51.29	20.33	13.03	0.0	0.0	6.62	121.52	73.46	321.78	0.95	78.0	0.0	71.48	244.06	0.0	0.1	0.04	0.0	0.09	7.25	0.06	0.08	43.92	0.0	26.74	4.94	61.19	0.6	0.0	0.0	0.0	11.34	107.44	52.21	0.0	33.36	6.88	0.0	37.93	21.14	29.23	38.0	0.0	2.95	0.0	64.28	0.0	0.0	32.55	5.61	93.05	0.0	0.0	9.54	0.0	0.0	74.22	54.14	55.0	31.3	55.02	51.3	49.9
Ccdc92	24.52	0.0	9.14	65.47	0.0	0.0	0.0	4.58	251.02	4.56	0.25	0.0	14.7	0.0	0.0	28.27	28.42	0.0	13.48	0.25	19.01	0.0	0.0	8.48	16.59	1.27	0.1	0.0	0.0	0.0	0.0	21.39	0.0	0.0	7.24	0.87	88.45	0.0	3.31	3.85	4.71	10.95	0.0	2.17	5.09	0.0	1.96	0.0	6.69	0.0	0.0	0.0	15.01	0.0	0.0	116.07	13.29	7.51	7.42	6.87	71.98	81.2	75.98
Cd2bp2	0.0	0.0	0.21	0.0	0.0	0.04	0.0	22.37	88.18	16.48	91.21	0.0	81.66	2.71	44.29	13.47	4.27	0.0	25.4	0.91	2.41	0.0	24.33	14.5	44.13	31.23	0.07	32.09	24.28	51.31	0.0	0.0	0.09	0.0	30.25	0.0	38.3	20.01	35.78	0.0	28.6	7.45	0.61	0.09	38.18	0.0	0.0	0.0	0.0	64.33	0.0	0.18	0.0	13.01	0.0	0.0	19.1	16.08	14.12	20.12	54.5	58.92	55.95
Ceacam12	0.0	0.24	1.39	0.0	0.0	0.41	2.59	3.55	19.83	0.0	3.79	0.0	0.41	0.0	0.0	0.25	0.0	0.0	0.11	0.17	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.96	0.0	0.0	0.0	2.37	0.0	0.19	0.0	1.19	1.75	0.0	0.46	0.31	0.23	0.19	0.35	0.0	0.0	2.21	0.0	0.0	0.0	0.0	0.48	0.2	0.23	0.22	0.31	0.26	0.4	0.34
Celsr2	10.52	11.94	13.23	1.32	0.0	24.72	8.34	13.22	73.26	28.36	0.21	19.23	0.02	21.29	0.57	2.95	6.19	9.26	4.46	2.24	13.68	0.46	1.88	0.57	11.46	14.38	3.93	0.64	0.93	10.36	1.86	4.46	20.5	0.0	6.61	16.83	6.14	10.45	6.28	0.56	18.79	10.88	0.0	0.08	12.33	9.78	0.25	0.81	3.18	21.65	0.84	2.01	0.69	4.87	7.77	5.87	14.23	14.01	13.58	31.57	73.45	73.3	82.99
Cep57l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	301.8	0.26	0.0	0.0	103.17	0.0	0.0	0.0	0.04	0.0	0.08	0.0	0.0	0.0	1.93	0.0	0.0	5.39	0.0	0.0	0.0	0.3	0.0	65.72	0.0	0.0	20.59	0.0	50.18	0.0	0.0	0.0	0.22	16.53	0.0	0.0	43.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.34	0.04	0.0	0.0	17.16	5.57	7.63	0.03	5.29	5.04	5.36
Chd3	0.51	20.5	9.54	0.0	0.0	73.64	0.21	4.68	47.14	2.8	5.3	0.0	37.9	3.77	9.13	9.76	0.32	0.0	2.27	0.05	0.0	13.11	0.66	0.32	0.34	0.0	0.0	0.0	0.0	1.58	2.84	0.0	0.0	1.17	0.74	0.76	0.0	0.0	0.0	0.0	2.82	2.57	0.0	0.0	2.75	0.0	0.05	0.0	5.06	0.0	0.67	16.98	0.0	0.0	0.0	0.0	6.12	5.62	5.06	2.17	229.08	240.27	248.23
Chmp1b	0.0	0.58	0.0	0.0	0.0	0.0	0.0	43.86	202.22	0.0	130.19	0.0	0.08	0.0	0.0	20.78	0.03	98.65	0.07	24.18	0.0	0.0	7.42	17.81	0.0	0.0	0.0	0.0	0.0	0.0	22.88	0.0	0.0	0.0	40.32	39.85	0.0	0.11	0.0	0.0	34.89	37.23	5.08	0.0	0.0	0.13	0.0	0.0	0.0	0.38	0.0	0.0	0.87	0.18	0.0	0.0	32.84	23.31	35.07	5.71	28.9	24.92	27.89
Clasrp	8.37	1.7	0.0	0.0	67.2	16.4	0.0	10.3	85.24	0.24	2.62	3.22	0.0	0.0	0.12	0.69	0.92	0.0	0.0	0.21	1.13	0.0	0.26	0.76	0.14	0.0	0.0	0.66	0.0	0.0	1.21	0.0	0.0	0.0	2.44	0.0	0.0	15.2	1.31	0.0	1.44	5.56	0.0	0.13	0.11	0.0	0.0	0.0	0.0	0.0	0.0	3.26	0.0	0.0	0.0	1.65	1.53	2.25	2.92	12.45	55.37	61.75	62.67
Clta	32.06	0.0	43.92	85.64	0.0	5.91	29.74	19.61	517.05	115.16	5.94	111.14	35.97	15.55	3.34	59.43	13.33	14.91	0.0	56.17	11.85	68.72	35.69	40.25	31.62	8.85	9.75	16.81	57.68	34.96	0.0	24.69	7.65	90.87	11.86	24.69	23.92	60.34	6.71	10.46	62.93	54.27	0.0	66.19	83.52	85.9	46.91	1.04	45.62	0.0	1.34	10.67	6.87	76.13	0.0	0.0	28.76	31.08	36.91	196.88	283.56	310.7	294.37
Cntnap1	4.85	12.78	14.82	0.59	0.0	0.0	1.72	23.08	83.38	0.0	17.81	0.36	0.0	0.0	0.0	0.81	5.23	1.59	0.09	0.0	4.76	7.15	3.87	0.3	4.23	29.64	6.76	8.57	5.6	17.66	16.61	6.46	8.32	32.75	4.43	22.42	5.02	0.4	0.0	18.4	10.65	12.42	0.0	0.16	8.32	0.12	0.81	18.18	4.82	0.0	14.25	4.88	14.39	3.92	0.0	3.65	7.76	6.74	6.09	39.42	146.45	139.24	144.43
Coro6	17.53	0.0	0.0	0.0	0.0	0.0	4.32	2.72	91.71	0.0	28.03	0.0	0.0	105.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.35	0.0	9.92	15.99	0.0	28.6	0.0	33.81	25.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.25	19.53	0.0	25.13	14.12	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.85	45.52	53.63
D630041G03Rik	1.22	0.1	0.0	0.0	0.0	0.03	0.0	5.17	71.44	0.0	29.27	0.0	7.76	0.0	0.07	0.0	1.48	0.03	0.0	0.0	0.07	0.08	0.08	1.66	0.0	0.0	0.0	0.0	0.0	38.48	30.33	0.06	0.0	0.0	0.0	0.06	0.0	0.07	0.06	0.0	3.49	1.84	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.26	17.84	3.96	0.03	0.0	0.39	0.08	0.66	0.69	1.59	6.36	3.83	5.5
Dbr1	0.0	34.87	22.6	0.0	0.0	0.0	0.0	0.0	106.26	0.0	0.0	0.0	0.0	87.42	0.0	0.0	0.0	0.0	0.08	13.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43	17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43	4.12	5.82	0.06	13.85	14.25	13.47
Doc2b	0.0	0.0	0.0	0.0	0.0	1.68	0.0	0.0	9.54	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	25.9	27.8	23.65
Dock3	6.03	8.05	15.26	7.52	0.0	35.11	1.52	19.96	84.7	73.68	75.58	4.5	25.92	6.97	30.41	2.47	15.2	9.05	0.31	0.54	20.73	0.03	9.71	10.87	11.97	4.41	2.74	0.73	3.59	7.16	1.09	0.26	12.61	5.78	0.78	8.7	0.22	1.67	1.46	1.53	12.69	21.91	0.0	11.37	1.34	37.26	7.66	17.43	15.09	2.15	6.7	0.23	3.19	1.4	0.0	5.69	17.56	14.59	16.2	22.42	112.39	109.71	116.14
E130114P18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	290.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	3.45	0.58	0.0	6.77	5.3	5.97
E230029C05Rik	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.09	61.45	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.03	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.12	0.85	0.0	0.0	1.09	0.95	1.61
E330034G19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.0	0.53	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.23	0.0	0.0	1.27	0.94	0.97
