	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_111	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_49	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_77	Rbp4_tdTpositive_cell_2	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_44	Rbp4_tdTpositive_cell_56	Rbp4_tdTpositive_cell_77	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_107	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_169	Rbp4_tdTpositive_cell_180	Rorb_tdTpositive_cell_40	Slc17a6_tdTpositive_cell_24	Sst_tdTpositive_cell_18	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ace	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.83	0.06	0.0	0.0	0.0	0.0	18.24	0.0	0.0	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	40.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.14	9.12	8.0
Ajap1	0.0	0.0	0.0	8.73	0.0	0.11	0.0	4.17	13.04	0.0	0.0	1.22	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	10.06	0.11	0.0	0.0	7.77	35.07	30.57	0.0	1.47	11.6	114.2	14.66	24.97	14.03	31.64	1.33	0.0	6.35	0.12	1.03	2.35	0.0	1.46	1.69	2.83	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	29.77	13.21	35.82	40.06	38.04
Ankrd13a	0.0	0.0	0.0	11.66	0.0	4.62	0.0	36.06	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.53	0.0	0.0	0.0	0.0	2.06	0.0	0.0	0.0	0.0	0.0	0.0	4.39	0.0	0.0	0.0	1.58	1.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.18	31.76	31.28
Anln	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	31.69	0.0	0.0	0.0	43.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	10.57	11.87
Arhgap6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.07	0.7	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.05	7.74	7.45
Arl4c	7.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47	0.11	0.0	0.0	19.37	0.0	3.91	0.0	0.0	11.29	0.23	42.36	0.0	0.0	11.9	0.09	8.34	0.14	0.0	4.36	0.09	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	36.08	39.32	37.31
BC051142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.46	0.0	0.0	30.61	0.0	0.0	24.64	0.0	0.0	0.0	11.48	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	2.16	2.38
BC067068	0.0	0.0	0.0	0.0	0.54	0.0	1.59	0.0	1.28	9.31	0.0	0.0	0.7	0.16	1.13	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	56.58	0.0	0.0	55.48	0.0	46.37	1.22	0.0	2.3	0.0	0.0	0.0	0.0	6.1	0.0	2.48	0.0	0.0	0.0	6.63	2.06	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	5.93	5.9	6.12
Bfsp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87	5.62	6.82
Bgn	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.2	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.12	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.01	13.43	13.67
C8g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.94	0.0	0.0	0.0	0.0	6.72	0.0	0.0	0.0	0.0	0.0	0.0	13.59	0.0	0.0	0.0	0.0	1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	1.83	0.7
Cacnb1	0.37	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.19	50.21	0.0	0.0	5.75	0.0	0.16	0.0	0.0	0.0	0.0	0.0	2.48	0.23	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	25.31	0.0	0.0	0.0	0.0	0.0	0.0	93.2	133.87	131.85	125.98
Calb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	43.43	0.0	0.0	0.0	0.1	31.4	4.24	69.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.74	0.0	0.0	0.0	0.0	0.0	117.35	108.09	112.16
Ccbp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	2.54	2.3
Ccdc9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	30.51	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.8	0.13	0.0	0.0	0.0	0.0	0.0	0.34	0.55	1.06	0.83	0.46	0.85	1.21	0.0	0.0	0.0	0.0	89.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.1	43.99	40.77
Cdh20	0.0	0.0	0.0	0.17	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.04	0.05	0.08	0.0	0.0	1.5	3.6	0.0	1.34	5.62	0.09	1.12	15.21	2.56	0.06	0.0	0.0	0.0	0.1	0.46	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.44	14.84	15.82
Celf3	0.38	24.77	1.65	0.45	0.8	0.84	2.81	0.42	0.0	0.0	1.12	0.5	0.0	0.0	0.24	0.0	0.0	0.0	0.27	0.59	13.49	0.0	0.24	0.15	0.0	33.75	0.06	0.16	0.7	0.36	51.93	0.0	3.02	1.17	25.62	1.7	0.0	2.69	0.53	6.81	42.86	3.88	5.61	0.42	0.0	3.31	1.88	4.18	0.0	0.0	0.0	0.0	0.0	0.1	0.0	1.51	0.16	0.0	0.17	1.09	10.82	122.93	132.22	134.16
Celsr3	1.69	0.0	0.0	2.07	0.05	0.0	0.33	0.0	0.22	0.02	0.0	0.0	0.0	0.05	0.17	0.0	0.01	1.01	0.0	0.0	8.12	0.0	0.03	0.72	0.0	0.31	0.0	0.04	0.0	0.06	4.33	0.0	1.96	1.33	5.26	0.62	0.64	2.52	0.33	2.49	4.42	0.45	0.43	4.48	1.25	1.38	0.44	1.66	0.0	0.0	0.0	0.03	0.0	0.02	9.32	0.0	0.0	0.62	0.0	0.0	3.8	42.74	41.54	46.86
Cercam	0.92	0.56	0.96	1.85	1.05	0.71	0.78	0.45	0.42	0.38	1.15	0.84	0.0	0.99	1.41	0.14	0.64	0.38	0.12	0.36	0.88	0.14	0.26	1.11	0.17	0.24	0.13	1.21	0.0	10.48	6.52	0.0	1.61	4.57	0.64	1.12	1.15	1.13	0.28	0.51	37.77	2.22	1.51	1.06	0.34	0.43	1.4	4.49	0.94	0.49	0.53	0.69	0.0	0.36	0.0	0.23	0.33	0.12	0.31	0.27	1.65	6.14	6.73	8.5
Chrne	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.19
Coro6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.47	0.0	0.0	0.2	0.0	14.12	26.29	0.0	0.0	0.0	0.0	0.26	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	47.85	45.52	53.63
Dctn1	3.45	9.84	30.82	23.93	32.81	16.36	32.41	0.09	49.37	19.6	0.0	4.43	3.84	37.21	19.33	10.12	22.08	0.78	7.26	15.66	32.74	5.69	31.24	0.1	16.84	22.4	21.23	0.11	19.75	0.48	74.09	3.78	19.91	20.82	29.27	19.97	5.65	10.54	11.79	43.46	3.34	4.96	10.43	18.66	6.57	14.32	12.04	10.04	5.61	0.0	0.0	0.0	0.0	76.19	0.23	0.57	2.12	33.28	0.0	4.93	26.2	236.1	267.0	252.09
Ddit4l	0.0	0.33	0.0	0.67	0.8	0.11	0.12	0.45	0.0	0.61	0.0	0.0	0.39	0.12	0.52	0.0	0.14	0.22	0.09	0.3	0.58	0.26	0.0	0.32	0.33	0.52	0.31	0.33	0.29	0.0	3.48	0.0	0.57	0.29	0.69	12.73	0.17	13.02	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.06	0.0	0.13	0.25	0.41	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.11	0.0	0.09	0.25	23.76	20.82	23.0
Dock3	11.99	9.45	19.21	6.58	9.42	3.45	47.65	1.0	18.34	5.78	38.45	7.43	0.04	1.82	29.14	64.6	0.39	1.46	16.76	1.41	7.97	0.0	6.53	2.3	6.06	32.84	2.77	3.57	4.43	4.75	109.61	23.51	20.7	13.85	45.92	21.91	47.38	29.67	14.26	27.75	1.34	26.8	11.24	29.18	9.11	19.58	14.59	16.2	21.08	20.38	12.5	22.91	0.69	68.82	8.82	81.85	1.08	44.24	9.68	31.33	33.2	112.39	109.71	116.14
Dtx1	0.0	0.0	0.0	0.17	21.76	0.0	0.0	0.21	0.1	0.0	1.09	0.0	0.0	0.0	5.32	0.0	0.0	0.0	0.0	2.38	0.0	0.0	11.94	0.0	0.0	0.0	26.82	0.0	6.48	0.0	37.1	0.0	8.38	0.0	0.08	1.59	0.0	13.22	0.0	0.0	0.12	0.0	3.45	1.54	0.35	2.8	2.49	1.3	0.0	0.1	0.0	0.0	0.0	0.0	0.0	36.23	0.0	0.9	0.38	0.0	18.5	47.71	50.73	48.35
Duxbl	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.14	0.13	0.0	0.0	0.16	0.0	0.0	0.12	0.0	0.13	0.19	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.39	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.06	0.92	2.0	1.18
Erg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	0.0	0.0	0.11	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49	3.66	3.37
Fscn1	0.0	3.76	0.49	16.85	3.67	8.48	0.0	0.0	8.13	0.0	0.0	4.46	0.0	6.06	4.52	1.36	1.88	0.5	3.15	28.07	4.77	0.0	4.1	45.95	2.15	18.39	1.18	30.81	5.38	8.56	12.21	0.0	7.07	4.74	22.85	25.45	0.18	11.28	0.18	18.84	0.09	6.13	11.42	8.52	8.32	10.73	9.17	7.3	0.36	1.26	18.8	1.46	0.0	4.03	0.09	0.0	0.0	8.56	21.53	1.78	6.18	187.25	206.18	214.83
Galnt13	40.07	4.11	0.0	14.77	4.1	11.43	0.08	4.47	27.89	15.45	0.6	26.85	0.09	13.42	20.08	23.69	64.03	5.9	0.04	0.0	38.49	10.22	10.02	29.69	24.11	0.32	29.65	0.11	37.8	15.43	140.31	48.67	91.2	14.38	0.15	57.13	26.68	19.46	0.86	34.26	30.16	12.57	30.43	18.46	15.2	8.93	9.39	9.0	34.78	17.62	0.31	0.06	16.35	4.9	0.92	0.13	0.25	0.04	9.46	24.02	0.09	13.59	12.1	13.48
Gm14827	0.0	2.38	0.92	0.0	0.35	0.0	0.1	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.74	0.42	0.0	0.0	0.42	0.0	0.0	0.0	0.21	0.14	0.14	0.0	0.11	0.57	0.0	0.0	19.18	0.0	1.71	0.08	1.83	27.33	6.05	60.67	0.0	0.75	0.0	8.42	2.43	2.6	0.69	1.52	0.55	3.7	0.24	16.3	0.11	0.35	0.73	0.0	0.0	0.93	0.0	0.58	0.0	0.0	0.68	7.46	6.88	6.96
Gm1653	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.12	0.36	0.0	0.0	3.21	0.0	0.31	0.0	0.1	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.6	0.58	0.28
Gng7	0.0	0.0	0.0	0.0	0.16	2.71	0.29	0.12	0.0	0.09	0.0	46.44	0.0	4.03	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.05	0.0	0.06	0.08	88.0	0.0	195.01	0.07	0.26	12.14	118.85	9.75	0.0	0.0	0.07	0.95	9.79	0.0	6.71	0.28	1.43	4.94	21.03	0.11	0.0	0.0	0.0	0.0	0.0	0.09	0.0	3.06	0.0	8.05	0.05	185.54	188.98	181.54
Gpr64	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.08	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.99	0.8	0.98
