	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Htr3a_tdTpositive_cell_44	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
5730480H06Rik	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	14.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45	9.77	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	2.03	2.44	1.09	1.49
6430562O15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.74	0.07
7420701I03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	1.03	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.14	0.0
A230050P20Rik	0.72	3.9	8.92	3.13	5.77	7.24	0.93	45.16	62.69	5.66	2.76	1.46	15.32	9.73	9.46	4.97	19.53	41.04	0.54	1.84	1.41	0.0	2.16	11.53	0.48	2.82	0.12	26.52	27.82	3.75	7.82	0.0	6.15	0.29	0.9	12.53	10.94	64.45	70.84	74.75
A830052D11Rik	0.56	0.89	0.43	0.31	0.89	0.0	1.63	1.7	51.14	0.92	0.98	41.23	0.72	0.31	2.2	0.22	0.09	0.24	0.17	0.0	0.23	0.0	0.15	0.14	0.68	0.29	0.33	1.31	0.0	0.51	0.58	0.6	0.0	0.75	0.0	0.94	6.62	3.93	2.61	4.15
Akap10	0.16	0.0	0.0	0.0	0.0	0.0	3.67	0.0	47.98	0.23	2.11	0.08	0.29	0.1	0.0	0.33	0.0	0.0	0.0	1.53	0.68	4.42	0.0	0.0	0.83	0.07	0.25	4.95	0.0	18.47	0.63	0.0	0.0	4.46	0.05	1.69	3.43	24.04	20.03	24.05
Alg8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.18	0.75	0.0	0.0	0.0	46.5	7.75	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.47	20.73	0.0	0.0	0.0	0.0	0.15	0.0	0.0	10.57	2.97	9.52	7.07	8.54
Alpk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.29	0.28	0.21
Amy2a2	0.3	0.0	0.17	0.0	0.07	0.0	0.09	0.15	0.22	0.1	0.29	0.12	0.09	0.03	0.1	0.14	0.2	0.17	0.16	0.04	0.18	0.05	0.0	0.1	0.31	0.17	0.22	0.25	0.0	0.09	0.08	0.09	0.12	0.2	0.13	0.11	0.21	0.26	0.19	0.21
Amy2a3	0.3	0.0	0.17	0.0	0.07	0.0	0.09	0.15	0.22	0.1	0.29	0.12	0.09	0.03	0.1	0.14	0.2	0.17	0.16	0.04	0.18	0.05	0.0	0.1	0.31	0.17	0.22	0.25	0.0	0.09	0.08	0.09	0.12	0.2	0.13	0.11	0.21	0.26	0.19	0.21
Amy2a4	0.3	0.0	0.17	0.0	0.07	0.0	0.09	0.15	0.22	0.1	0.29	0.12	0.09	0.03	0.1	0.14	0.2	0.17	0.16	0.04	0.18	0.05	0.0	0.1	0.31	0.17	0.22	0.25	0.0	0.09	0.08	0.09	0.12	0.2	0.13	0.11	0.21	0.26	0.19	0.21
Ano2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	4.01	3.67
Atad2	1.01	0.17	0.84	0.2	1.21	0.45	0.0	3.9	16.37	0.7	0.72	0.49	0.62	0.93	0.7	1.24	0.57	1.12	0.8	1.37	1.03	1.21	21.68	0.69	1.06	0.38	0.44	10.95	0.71	0.39	0.64	1.39	0.88	0.8	0.45	3.09	2.88	6.56	5.31	6.23
Bag1	19.89	0.0	43.04	3.33	0.0	90.31	34.77	0.0	86.5	13.61	0.0	1.17	21.09	67.91	2.29	71.08	39.67	15.65	0.0	0.0	13.97	66.57	0.65	0.0	10.41	59.11	70.92	28.45	57.76	1.11	79.59	0.0	0.0	19.1	24.49	19.3	17.64	146.96	156.33	154.32
Bdp1	0.0	0.0	0.61	0.0	0.04	0.32	0.0	0.0	10.3	0.0	0.0	2.0	0.05	0.0	0.0	0.95	0.0	3.06	0.0	0.0	0.0	2.82	0.02	0.06	0.06	2.09	2.28	9.54	8.29	0.0	1.84	0.1	0.63	5.04	0.19	1.67	3.52	12.83	10.44	12.97
Bmp2k	0.0	1.14	0.41	0.0	0.0	0.0	0.0	0.0	12.6	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.05	0.0	0.0	0.29	0.0	0.0	0.0	0.0	6.34	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	8.64	7.34	8.32
Brd7	1.08	0.0	52.44	74.4	162.65	6.53	0.0	0.19	141.91	0.0	8.23	50.39	0.0	46.63	0.0	24.4	54.51	0.0	0.0	0.0	0.0	42.76	0.0	0.0	0.99	30.69	36.88	22.8	0.0	5.09	0.0	0.0	45.75	51.92	0.04	33.65	40.28	37.84	41.31	36.86
Camk1	57.82	1.25	39.9	0.0	0.0	0.0	0.0	0.0	55.32	0.0	0.0	12.56	17.05	0.0	0.0	5.63	34.0	12.56	0.0	0.0	0.0	0.0	0.0	0.61	0.21	4.09	1.05	22.09	0.0	1.46	0.0	0.0	0.0	1.0	43.57	4.5	10.13	83.62	90.44	84.66
Ccdc120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.85	0.0	0.0	0.0	2.19	0.0	0.08	0.0	0.0	0.0	0.0	0.0	1.32	0.28	8.32	7.71	7.36
Cep152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77	0.0	0.0	0.0	0.05	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	0.48	2.25	1.84	2.26
Cyp1a1	0.0	0.0	0.0	0.0	0.0	0.09	0.08	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.06	0.07	0.19
D330028D13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.98	0.0	0.0	0.31	0.0	0.0	17.66	0.0	0.0	0.0	0.0	0.0	0.0	25.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.34	0.83	0.85	1.34	1.32
D830030K20Rik	1.02	1.6	1.44	2.12	1.37	1.09	2.69	0.0	27.28	0.8	40.24	2.32	1.75	3.98	19.76	45.78	81.56	88.4	87.02	1.85	34.09	34.46	26.06	0.23	0.63	1.11	68.32	10.39	1.99	31.57	83.72	0.68	2.12	40.31	34.73	2.15	6.75	9.06	7.67	8.97
Dach1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.11	0.05	0.0	9.26	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.07	0.0	8.21	8.54	7.44
Dgkh	36.38	0.0	1.26	0.0	1.34	0.0	0.0	8.83	35.46	0.0	0.0	16.46	0.0	1.36	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	6.52	0.0	0.97	20.4	0.24	0.0	0.17	0.25	0.72	6.73	0.07	7.92	8.56	25.91	19.89	27.73
Dmkn	76.81	0.0	35.47	0.0	0.0	0.0	0.0	0.0	122.12	0.0	0.0	0.5	31.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.69	0.0	13.0	3.51	0.0	0.0	0.0	0.0	0.0	45.52	61.97	63.97	6.73	4.17	6.15
E130308A19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.32	0.0	0.0	0.7	0.1	1.21	0.0	3.29	0.0	0.08	0.0	0.0	0.0	0.51	0.0	0.12	2.11	5.83	6.61	7.05
Endou	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.07	3.37	3.14
Entpd6	0.51	0.0	3.57	0.0	0.0	34.09	0.21	0.0	110.76	59.59	0.11	105.05	89.9	38.4	0.97	0.0	18.3	60.27	0.0	0.52	1.17	45.53	11.04	0.0	73.08	0.66	0.2	28.64	43.01	0.59	73.09	0.0	33.6	0.19	40.76	34.62	29.65	50.91	52.94	49.15
Epha4	1.8	0.04	35.17	0.12	0.05	3.87	25.33	0.14	21.85	0.09	0.07	12.64	0.0	9.72	0.55	0.45	0.07	13.37	3.32	0.09	0.05	8.36	0.0	0.0	11.17	0.06	1.01	42.87	18.58	0.0	0.0	0.11	0.14	0.0	22.17	25.44	33.05	91.45	92.27	87.29
Fam196b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.94	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	1.48	1.38
Fhdc1	0.0	0.04	0.0	0.0	0.0	0.0	16.43	0.0	27.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.06	2.69	2.44	1.99
Fmn2	1.37	0.0	0.63	9.81	1.23	3.02	0.0	0.63	35.59	6.61	0.55	0.38	4.69	0.12	9.85	0.68	15.58	21.56	0.0	3.92	18.92	0.49	0.0	5.39	0.0	5.16	0.0	2.26	0.24	0.59	7.76	0.22	19.65	0.0	19.17	5.43	9.53	37.67	34.6	37.41
Gk5	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	25.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.08	0.09	0.07	0.01	0.04	0.19	0.0	0.0	0.0	0.34	0.0	2.47	2.24	2.14
Gm4787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.42	0.69	0.67	1.48
Golim4	0.0	0.0	0.0	0.0	0.0	0.0	12.17	0.0	57.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	1.25	15.84	14.23	15.17
Gpr101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	4.26	3.76
H2afy2	12.18	23.43	0.0	5.89	0.19	5.2	1.51	93.66	107.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01	0.0	0.0	0.0	0.0	0.0	6.15	0.0	0.0	0.0	1.78	0.0	7.75	0.0	0.0	19.1	0.0	0.0	2.36	1.28	22.65	23.18	22.58
Hist2h2ac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.44
Hist3h2ba	0.0	0.0	0.0	1.39	3.8	0.0	1.33	0.0	44.36	0.0	0.0	0.0	1.92	21.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.81	15.27	0.0	0.43	4.05	0.0	25.46	0.0	5.01	0.53	0.0	0.0	2.4	1.81	35.9	50.57	50.61
Idh2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.58	0.0	0.0	0.0	12.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.03	0.0	0.0	0.0	0.0	0.46	0.14	0.0	0.0	0.0	4.16	0.0	0.05	3.07	0.83	38.24	42.24	38.5
Il4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.53
Itpripl1	0.0	0.42	0.0	0.13	0.11	19.22	0.26	0.72	101.8	0.31	0.07	0.29	0.32	17.14	5.44	0.61	45.52	44.81	0.52	32.41	0.0	0.58	21.03	0.34	0.17	0.74	0.46	0.64	0.13	11.6	0.0	0.23	0.19	0.0	0.0	0.0	0.15	1.8	1.26	1.4
Kdm4a	0.0	0.0	1.21	0.0	0.0	0.0	14.69	0.0	21.28	0.0	11.15	1.37	3.33	0.11	4.18	0.0	1.62	0.0	0.0	0.0	0.0	14.09	1.7	0.0	0.05	0.06	1.06	2.39	0.0	0.0	0.0	0.0	0.0	0.4	0.0	1.42	0.75	33.21	34.05	34.15
Ksr2	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.29	0.0	4.5	0.85	4.08	2.62	4.42	0.77	0.03	0.0	0.0	0.46	0.0	0.0	0.0	2.56	1.32	2.03	0.0	0.67	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.28	0.06	13.16	12.08	15.64
LOC171588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.24	0.13
Lrp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.04	5.64	5.71
Mab21l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.07	0.15
Mest	2.69	0.0	19.56	0.0	0.0	36.61	0.0	0.0	48.54	3.7	13.1	4.82	28.26	1.79	2.16	0.0	0.0	37.5	2.4	0.0	6.64	3.39	0.0	0.0	5.53	12.3	66.79	28.07	0.0	7.89	19.42	0.0	1.66	6.47	0.91	7.66	10.51	42.11	34.76	37.98
Mical1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	6.65	7.71	8.3
Mir1306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9	0.0	0.0	13.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir467a-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir467a-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N28178	54.32	0.0	24.72	0.0	0.0	12.8	0.0	0.0	146.25	9.57	0.07	30.93	21.11	137.63	81.65	10.13	27.3	109.66	0.0	0.0	25.83	79.82	13.4	0.16	18.61	48.92	77.6	8.3	118.36	27.91	103.28	0.0	17.92	38.32	41.37	25.55	30.68	216.35	208.94	221.69
Nbeal2	8.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.82	0.0	8.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.27	5.47	5.62	5.71
Nlrc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.48	0.26
Nnat	71.98	0.0	158.09	0.0	0.0	349.75	0.0	0.0	238.48	11.72	13.13	82.67	72.75	79.58	43.86	103.34	96.59	153.01	0.0	0.0	64.61	119.18	36.76	0.0	12.02	31.0	89.5	0.47	274.07	100.28	38.39	59.38	16.38	20.46	53.76	0.63	0.0	263.05	306.83	281.49
Npy	138375.8	359.05	173305.25	1.6	1.46	115124.65	59230.28	63494.68	134232.96	130357.56	105498.11	132052.33	122154.33	122963.43	117863.77	98464.67	102118.34	173863.58	101365.79	73168.9	126989.03	166048.87	191162.16	108906.97	147732.76	141010.39	151963.58	985.16	180453.32	128781.07	137945.15	48908.54	137580.94	65503.76	120620.2	0.0	0.7	214.21	196.57	200.76
Nr2f6	0.0	3.31	0.0	0.0	0.0	0.0	0.0	0.0	19.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	3.28	0.62	0.0	0.0	0.0	0.0	0.21	0.0	0.94	2.05	29.59	34.98	32.94
Nrg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.12	0.0	6.66	7.42	8.53
Nucb2	95.47	0.0	49.01	0.0	0.0	56.47	0.0	0.0	501.61	84.98	13.62	66.23	94.09	125.96	37.79	88.89	119.62	183.77	4.43	0.0	56.77	255.47	80.12	0.0	6.16	170.69	150.04	50.95	121.06	160.46	57.06	0.0	208.12	50.32	28.84	83.06	80.26	22.34	17.9	18.55
Odz4	4.09	0.0	19.59	0.0	0.0	7.48	22.76	0.0	22.41	0.0	1.08	12.05	6.48	13.68	5.36	1.0	5.64	2.32	0.0	0.0	8.93	5.46	2.23	1.78	15.99	0.0	4.96	6.57	5.89	2.28	5.46	0.0	3.88	3.8	12.37	1.21	1.32	30.76	27.31	33.46
Paqr3	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	44.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27	34.12	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	1.55	14.48	12.54	14.72
Pde7a	0.0	0.0	2.15	0.0	0.0	0.0	0.0	0.0	10.68	0.0	0.08	0.0	0.0	0.0	0.52	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.56	4.95	0.07	0.0	0.21	0.0	1.62	0.0	0.0	4.86	4.03	20.14	18.27	19.69
Pex10	29.18	25.28	0.0	0.0	0.0	0.0	2.27	0.0	68.26	58.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4	0.0	0.0	0.0	53.78	0.0	0.0	0.0	8.45	0.0	0.0	0.0	0.0	0.0	0.0	17.17	3.6	8.77	13.24	15.52	14.23
