	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_190	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
AI597479	57.34	0.0	11.05	0.0	0.28	89.59	167.51	0.0	0.02	0.0	32.96	0.0	22.29	1.52	40.55	79.31	0.0	64.12	49.92	4.72	54.31	1.39	20.77	0.14	79.77	40.42	0.56	46.78	77.93	69.04	30.98	17.37	145.09	0.0	0.0	0.0	0.0	68.91	20.94	0.0	0.0	51.22	59.74	21.4	34.28	42.71	31.1	30.34	29.62	26.13
Ablim3	0.0	16.02	0.0	0.0	0.0	0.0	46.27	0.16	16.71	0.0	31.1	3.93	12.15	0.73	1.49	1.46	2.92	0.0	13.98	0.0	35.46	0.0	0.0	0.0	0.0	0.0	6.02	0.0	0.0	0.0	0.0	2.56	0.0	2.56	0.0	0.0	0.0	2.51	8.48	0.0	0.0	0.0	0.0	0.08	1.4	3.32	3.68	16.42	18.67	15.08
Adcy6	0.0	0.0	0.33	0.0	0.0	0.0	25.34	0.0	0.0	0.0	12.53	0.0	0.0	0.0	0.0	0.0	3.32	0.49	0.0	0.0	0.1	8.73	0.0	0.0	0.21	0.03	0.0	0.0	0.18	0.0	18.37	3.57	0.02	0.0	0.46	0.0	0.0	0.08	1.6	0.0	0.1	0.81	0.0	0.39	1.27	0.51	1.59	30.67	30.83	31.18
Adcy9	0.0	0.0	0.09	0.0	0.0	33.83	41.84	0.04	0.0	0.0	0.07	0.0	0.0	0.07	0.0	0.09	12.26	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.57	2.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.27	0.0	21.14	3.31	15.0	15.85	7.65	38.42	37.86	41.92
Adss	108.25	4.03	24.3	38.83	0.0	3.55	78.39	26.39	58.12	100.48	4.13	6.79	54.49	131.26	16.31	48.39	26.72	99.21	38.64	144.41	28.51	62.02	28.56	5.63	95.57	31.75	0.98	28.2	23.83	6.66	0.0	40.38	30.36	1.8	31.79	110.05	30.49	0.0	6.24	24.42	32.77	1.17	59.64	39.76	23.65	35.64	25.61	86.38	84.2	84.84
Akt2	0.66	3.04	0.0	0.12	0.0	0.0	73.26	1.14	0.57	0.0	0.06	0.0	15.17	0.0	0.0	0.13	0.0	0.0	0.0	0.0	27.69	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.09	0.48	15.18	5.22	0.03	0.0	2.01	0.0	0.0	0.0	29.92	2.88	16.51	0.0	40.17	22.87	20.4	33.77	23.62	92.36	87.56	96.59
Ankrd23	40.98	0.0	0.0	0.0	0.0	0.0	78.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	12.7	0.1	0.0	0.0	0.0	0.0	0.0	43.81	0.0	0.0	0.0	0.0	0.17	4.16	3.02	1.61	4.72	3.92	3.77
Anp32a	12.63	2.31	69.8	11.6	0.47	76.34	94.65	17.63	30.56	11.72	2.56	26.22	20.42	1.49	31.03	16.42	0.0	11.62	29.93	8.97	23.92	18.17	18.15	14.94	23.1	17.6	16.45	23.48	20.93	32.83	3.92	16.82	39.99	4.41	0.08	57.8	1.41	4.4	9.57	79.35	48.82	30.01	62.17	60.74	129.53	80.12	73.41	152.29	154.61	151.27
Arpp21	0.0	0.0	0.0	0.06	0.35	0.0	373.97	0.06	0.26	0.2	0.27	0.31	0.0	0.09	7.77	0.44	0.12	2.51	0.09	0.1	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.09	44.68	1.17	0.07	398.06	228.11	0.09	0.0	0.0	0.09	0.03	0.0	0.13	0.58	0.0	327.61	234.86	312.33	258.5	261.8	403.79	386.08	377.39
Atp10d	0.0	3.93	0.0	0.0	0.0	0.0	42.34	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.93	9.31	0.89	0.0	0.0	0.0	0.0	1.77	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	2.62	2.58	2.64
Blzf1	20.09	24.42	0.0	29.67	0.0	11.2	158.37	0.0	18.23	0.0	0.04	2.35	0.0	4.39	19.69	0.0	34.84	20.69	0.0	27.6	19.45	0.0	0.0	0.0	0.0	0.0	2.09	32.23	7.55	0.0	26.72	23.09	0.05	0.0	0.0	0.0	0.0	0.0	19.13	19.91	27.59	0.02	46.95	45.04	53.92	37.44	37.34	14.15	11.83	12.54
Btbd10	123.08	65.25	1.4	0.0	0.39	152.05	289.08	30.12	57.24	5.91	82.09	221.58	37.53	34.03	73.86	43.5	62.66	38.67	0.0	20.29	92.21	24.83	46.96	0.0	88.72	81.98	1.52	33.45	2.78	86.36	38.95	243.76	17.43	0.9	0.0	55.97	54.34	0.0	0.86	0.0	0.36	0.14	639.43	360.35	420.55	334.11	343.95	85.31	81.92	79.0
Camk2a	0.0	0.0	5.52	0.08	0.19	0.28	57.6	0.0	0.1	0.11	0.17	0.13	0.5	0.0	13.02	0.01	7.45	3.79	0.0	0.06	0.28	7.51	0.0	0.18	22.08	2.24	0.13	0.25	11.2	0.0	0.17	22.97	25.96	0.0	27.24	0.0	0.13	4.98	1.98	0.13	0.2	0.0	46.72	33.83	56.96	54.96	47.59	1430.39	1416.19	1497.51
Capns2	0.0	0.0	0.0	0.0	0.0	0.0	3.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.0	5.8	5.98	2.84	1.09	0.84	1.85
Caskin1	0.0	0.0	0.06	0.0	0.0	0.08	21.79	0.0	9.98	0.02	2.96	0.02	0.42	0.05	0.0	2.98	2.4	3.47	0.09	0.04	0.19	0.0	5.67	21.99	4.36	4.72	0.0	1.22	0.04	0.0	0.0	4.07	0.03	2.89	0.05	0.33	0.0	0.0	3.47	3.37	5.59	1.37	1.45	1.14	3.01	1.54	2.5	70.15	71.22	75.28
Cc2d2a	0.0	5.35	0.0	0.0	0.0	0.0	42.91	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	4.22	0.0	0.45	0.0	13.06	0.0	0.0	0.0	2.65	1.41	0.0	0.0	0.0	0.0	5.18	29.29	0.0	0.3	8.06	0.0	0.0	0.0	0.0	0.0	0.57	4.68	0.49	1.62	1.44	1.89	15.43	14.8	14.46
Ccl27b	0.0	0.0	0.0	28.87	0.0	17.1	31.22	1.46	0.03	0.0	1.74	0.0	7.16	0.58	0.0	0.0	5.37	0.27	0.0	0.0	2.47	0.77	0.0	0.29	0.0	2.79	1.65	1.9	0.13	2.24	4.31	40.26	15.83	0.0	1.3	4.89	1.61	0.0	0.0	0.0	7.83	1.88	132.22	125.27	61.27	76.52	71.98	30.63	28.29	22.96
Cd63	0.0	0.0	175.37	0.0	0.0	0.0	841.27	0.0	0.37	0.14	1.16	0.15	0.0	0.0	0.0	0.0	31.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.1	0.0	0.0	0.18	0.0	68.62	102.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.48	12.86	0.0	2.09	2.8	22.63	99.07	103.61	102.69
Cldn23	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.0	0.54	0.96	1.05
Clec18a	0.0	0.0	0.0	0.0	0.0	0.0	152.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	6.51	4.43	5.77
Ctsh	0.0	0.0	0.0	0.0	0.0	0.0	8.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.43	0.0	14.67	14.09	14.19
Dhx16	0.0	0.38	0.0	0.0	0.0	0.0	53.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.12	0.0	0.17	0.0	0.77	0.28	12.35	0.0	0.0	0.0	0.0	16.05	0.0	0.0	0.0	6.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.29	0.89	2.68	3.94	2.65	19.51	21.69	20.11
Dlg1	17.16	2.18	0.0	1.28	0.0	0.0	88.87	4.57	20.73	4.09	66.43	28.14	26.76	3.17	2.54	3.51	16.28	19.67	15.7	26.32	0.0	0.88	0.0	0.0	2.18	49.4	0.5	11.02	0.48	24.94	3.02	63.61	13.74	7.8	53.11	29.41	32.53	15.76	0.0	37.79	51.13	32.22	111.21	70.01	145.4	92.26	97.42	109.25	98.77	107.43
Dnahc6	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.11	2.0	1.91	2.05
E430016F16Rik	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.27	0.2
Ebpl	2.48	0.0	0.0	0.35	0.0	0.0	41.53	0.0	0.0	2.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27	0.05	0.0	0.0	0.0	14.65	0.0	0.0	0.0	0.0	0.0	9.9	0.0	7.96	1.67	8.25	7.87	9.71	9.56
Efhd2	46.4	81.34	16.83	0.77	13.29	12.3	100.41	31.82	14.57	10.81	67.07	22.31	48.16	14.23	58.48	37.42	48.29	37.0	37.7	3.88	2.97	40.65	32.09	0.0	1.82	31.11	4.45	61.8	34.12	29.28	0.1	61.85	49.4	1.33	25.72	52.04	110.14	0.0	91.31	75.05	44.42	42.36	210.44	192.31	130.74	108.17	112.36	252.09	258.98	262.64
Fah	2.32	0.44	0.0	0.0	0.63	81.88	101.31	95.92	0.41	0.23	0.0	0.46	35.24	0.2	27.02	0.0	43.08	97.69	0.0	6.69	22.31	52.34	0.0	0.0	1.14	60.03	74.63	0.19	29.46	44.84	132.41	42.97	0.62	72.72	0.0	0.0	0.0	0.0	0.0	45.66	0.19	0.06	29.61	27.94	22.0	25.14	38.95	31.75	26.48	28.3
Fam193b	0.0	0.43	0.0	0.0	0.0	0.16	60.94	0.16	2.99	0.0	0.0	0.0	4.96	11.12	0.0	0.0	16.55	0.09	42.21	15.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.94	0.64	0.08	3.48	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28	3.06	1.49	3.11	2.28	58.96	63.6	65.02
Far1	63.93	43.12	1.43	27.22	6.31	0.0	177.43	99.69	82.59	0.0	20.23	29.0	69.7	34.05	79.73	116.3	158.53	46.35	55.68	1.97	47.16	92.76	51.62	62.35	57.74	40.77	79.48	78.01	109.15	19.52	229.76	59.74	73.51	72.25	0.0	81.61	43.58	21.08	106.85	8.63	179.42	76.07	98.69	60.79	143.89	102.3	124.47	73.89	61.02	70.77
Flna	2.87	0.08	0.05	0.0	10.71	0.06	49.29	10.34	5.04	0.0	4.19	26.96	0.24	21.84	0.0	0.0	13.06	10.79	0.23	14.14	1.07	0.79	0.0	0.0	0.0	1.89	0.0	5.87	8.27	1.08	0.03	4.01	0.16	0.24	0.0	0.11	0.8	0.0	0.05	28.45	0.54	0.0	4.03	2.31	4.05	2.44	4.14	33.14	31.66	35.64
Fut9	30.57	39.72	17.23	13.59	48.75	0.08	137.19	6.12	8.94	2.66	5.18	9.9	13.94	17.86	27.35	27.24	45.73	21.78	12.02	3.89	24.3	6.77	16.08	34.69	16.28	13.19	11.07	16.01	37.71	7.88	17.63	31.32	6.89	38.77	12.42	38.44	14.89	58.37	38.42	14.13	41.19	11.76	63.31	61.53	59.7	44.78	40.12	31.73	22.97	29.48
Gas2l2	0.0	0.0	0.0	0.0	0.0	0.0	44.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.46	0.86
Glis3	0.0	0.0	0.0	0.0	0.0	0.0	11.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	2.2	1.97
Gm13306	0.0	0.0	0.0	28.87	0.0	17.1	31.22	1.46	0.03	0.0	1.74	0.0	7.16	0.58	0.0	0.0	5.37	0.27	0.0	0.0	2.47	0.77	0.0	0.29	0.0	2.79	1.65	1.9	0.13	2.24	4.31	40.26	15.83	0.0	1.3	4.89	1.61	0.0	0.0	0.0	7.83	1.88	132.22	125.27	61.27	76.52	71.98	30.63	28.29	22.96
Gm16973	0.0	0.0	0.0	0.0	0.0	0.0	86.79	0.0	0.18	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.34	0.0	0.0	6.54	0.0	0.0	0.0	0.96	0.15	0.0	0.0	0.0	5.76	0.29	0.13	0.0	0.15	0.0	0.0	1.4	3.41	2.75	3.61	6.56	6.31	5.57
Gm2002	0.0	0.0	0.0	0.0	0.0	7.91	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.07	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.06	0.0	0.0	0.0	0.06	0.0	0.06	0.0	1.13	5.81	1.27	4.28	1.89	1.73	1.86	1.4
Gm2506	0.0	0.0	0.0	28.87	0.0	17.1	31.22	1.46	0.03	0.0	1.74	0.0	7.16	0.58	0.0	0.0	5.37	0.27	0.0	0.0	2.47	0.77	0.0	0.29	0.0	2.79	1.65	1.9	0.13	2.24	4.31	40.26	15.83	0.0	1.3	4.89	1.61	0.0	0.0	0.0	7.83	1.88	132.22	125.27	61.27	76.52	71.98	30.63	28.29	22.96
Gm5176	0.0	0.0	0.0	0.45	0.0	0.0	77.85	0.0	0.0	0.0	0.66	0.0	0.65	0.63	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.57	0.93	8.81	0.0	0.0	0.64	0.0	0.0	0.0	27.8	0.0	0.09	0.0	0.0	0.0	0.0	1.33	1.18	2.04	1.37	2.61	1.59	2.62
Gpatch1	20.27	0.22	0.0	0.0	0.0	2.3	100.52	1.85	0.03	0.0	0.0	0.0	0.0	31.97	0.0	0.0	64.64	0.1	0.0	0.16	0.1	3.79	0.0	0.0	0.0	0.48	13.06	7.63	1.07	22.43	0.0	9.3	0.16	0.0	0.43	27.85	17.24	0.0	0.0	0.0	28.95	0.77	35.93	27.45	14.99	19.99	16.32	20.95	21.95	20.94
Gpr75	0.0	104.71	0.0	0.0	0.83	0.0	100.77	0.85	0.0	0.69	0.0	0.0	46.73	3.92	0.0	0.0	0.0	0.0	32.21	0.0	0.1	0.0	0.07	0.08	13.33	34.14	38.85	17.38	58.26	0.2	0.0	16.35	0.04	0.19	0.5	0.0	0.08	0.18	41.95	0.2	2.49	0.03	6.19	6.81	14.68	9.76	7.48	9.55	9.19	9.72
Gpsm2	0.0	0.0	0.0	0.0	0.0	0.0	25.27	11.23	0.02	0.0	0.05	0.0	0.0	0.94	0.0	0.0	0.0	0.0	2.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.11	0.6	2.65	1.93	2.89	11.04	11.1	11.11
Gtdc1	37.54	13.44	3.87	5.62	24.88	11.33	171.68	9.12	11.83	9.42	3.03	16.99	6.42	62.05	8.29	7.74	9.46	10.12	5.82	6.78	11.65	39.6	6.27	6.89	16.63	10.13	12.15	11.33	8.91	8.14	10.27	25.85	13.19	5.46	11.42	6.51	8.39	18.31	8.82	5.6	5.3	30.91	34.41	31.21	39.7	39.21	32.3	58.73	53.38	59.5
Hgs	0.0	0.0	6.46	4.02	0.0	3.63	141.08	0.06	0.11	0.0	1.03	19.9	0.0	35.59	29.65	0.0	4.18	14.0	0.58	10.94	12.06	30.28	0.0	5.74	0.0	1.36	21.78	0.0	11.85	0.7	33.85	9.44	14.04	14.58	0.0	0.31	1.31	89.15	0.0	0.2	48.25	47.53	34.75	26.23	10.25	11.59	10.15	56.35	60.21	59.89
Hmga1	0.0	0.0	0.0	0.0	0.0	43.12	96.91	0.0	0.0	24.84	0.0	0.0	2.58	11.38	10.12	22.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.04	0.0	39.19	12.75	0.0	0.0	10.86	0.0	0.0	0.0	0.0	7.3	0.0	0.0	27.31	33.51	45.49
Htr6	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	0.0	0.0	0.0	6.9	7.2	6.67
Ift57	0.5	0.0	0.0	0.0	0.0	0.0	38.35	11.95	4.8	0.05	0.0	0.0	0.0	0.0	5.32	0.0	7.51	0.24	0.22	0.0	0.0	0.0	5.12	0.0	0.0	0.0	0.0	0.0	0.22	0.0	15.57	23.79	19.28	0.0	0.0	0.0	0.0	0.0	11.51	0.0	0.0	0.0	19.66	24.38	24.36	18.73	20.81	40.44	36.93	39.25
Igsf1	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.1	0.06	0.0	0.0	0.0	0.0	0.0	0.13	0.17	0.0	0.0	0.11	0.0	0.0	3.74	0.0	0.16	0.18	2.32	2.85	4.08	4.1
Igsf9b	0.0	0.0	0.0	0.0	0.0	0.0	11.59	0.06	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	10.87	1.42	0.0	0.0	0.0	0.32	0.0	1.69	0.0	0.0	0.53	0.0	5.73	4.49	0.56	1.77	0.61	20.04	16.04	26.03
