	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_100	Htr3a_tdTpositive_cell_114	Htr3a_tdTpositive_cell_117	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_66	Ntsr1_tdTpositive_cell_68	Ntsr1_tdTpositive_cell_71	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_2	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_180	Rorb_tdTpositive_cell_43	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_16	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4930579G22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	1.4	2.72
5033406O09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.27	0.26
5930403L14Rik	0.0	0.23	0.0	0.0	0.1	0.05	0.0	0.0	0.0	0.09	0.03	0.0	0.07	0.19	0.0	0.07	0.0	0.0	0.34	0.0	0.21	0.0	0.0	0.06	0.08	0.0	0.0	0.3	0.0	0.0	0.0	0.05	0.04	0.08	0.02	0.0	0.27	0.0	0.0	0.08	0.0	0.09	0.03	0.03	0.09	0.04	0.0	0.06	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	20.7	19.68	23.03
6030468B19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.49	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.18	0.19
7530420F21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	3.25	1.91	2.92	8.83	0.0	7.87	6.15	2.61	0.0	39.46	0.0	0.0	0.0	17.21	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.35	0.47
Aacs	9.89	2.03	54.3	58.66	0.0	103.19	44.79	0.0	54.45	0.0	0.84	0.0	0.0	0.0	0.0	15.13	0.0	0.25	0.0	0.0	0.0	0.0	1.67	0.21	0.0	106.09	2.67	263.59	0.0	82.54	0.0	0.0	0.0	0.71	0.0	0.0	0.0	24.76	14.73	32.79	13.35	19.78	12.25	20.24	12.65	8.11	12.66	0.0	66.61	0.0	18.39	0.0	0.0	0.0	2.22	1.15	0.0	17.24	5.33	36.46	39.78	37.15
Abcc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.51	1.46
Acot4	0.0	0.0	0.0	33.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.95	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	4.33	1.99	5.4	0.0	4.69	3.58	0.0	0.74	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	1.84	2.05
Adamts16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	1.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	0.0	0.15	4.05	0.36	0.69	1.87	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	3.08	3.26	3.44
Adcy5	0.0	0.0	18.43	0.36	8.37	0.07	0.0	0.22	13.78	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	1.99	0.0	0.0	45.95	0.0	20.67	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.28	4.55	1.58	0.93	0.56	3.57	3.29	2.68	2.76	4.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.15	0.0	139.88	145.98	149.99
Airn	1.18	1.13	1.66	1.63	2.85	1.57	2.52	0.65	1.68	5.63	1.13	0.0	0.34	3.07	1.15	0.0	0.0	0.29	0.0	0.0	0.67	0.92	0.76	0.25	2.92	4.48	2.57	4.97	2.72	0.29	3.81	1.54	0.91	1.49	0.0	0.54	1.18	1.24	2.69	1.08	2.13	0.86	1.64	0.35	2.13	0.9	3.73	0.56	1.29	0.77	0.5	0.98	0.39	0.26	0.07	0.0	0.0	0.22	1.03	3.67	3.68	2.48
Akap14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.35	0.0	0.0	0.0	0.0	0.0	0.28	0.42	0.06
Aldoart2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.26	0.19	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.07	0.13
Allc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.81	0.0	0.0	0.0	0.0	0.0	0.0	29.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54	0.0	0.0	0.0	2.09	1.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.58	1.13
Alox5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.53	0.22
Aph1b	0.0	47.94	8.51	9.99	82.06	0.0	0.0	51.21	11.71	9.37	31.15	0.0	0.0	0.0	8.98	0.0	0.0	0.0	0.0	0.0	8.03	35.0	0.12	0.0	0.0	6.31	0.0	157.28	0.0	0.0	0.0	0.0	20.98	0.0	0.0	0.0	0.38	8.11	12.47	6.71	7.99	0.69	13.25	4.51	17.05	3.9	10.34	0.0	27.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.63	0.0	0.0	20.66	19.39	19.13
Arhgap30	0.11	0.57	0.4	0.0	0.03	0.24	0.1	0.08	0.12	0.2	0.0	0.61	0.11	0.25	0.69	0.09	0.0	0.0	0.43	0.0	0.31	0.23	0.0	0.08	0.0	0.11	0.26	0.68	0.2	0.04	0.0	0.21	0.56	0.25	0.13	0.18	0.38	0.28	0.53	0.7	0.58	0.12	0.28	0.61	0.11	1.04	0.19	0.0	0.58	0.0	0.05	0.69	0.0	0.13	0.22	0.0	0.27	0.61	0.31	2.4	1.67	2.31
B3gat1	46.14	27.25	14.69	0.32	14.64	16.24	16.03	18.28	11.72	1.57	37.68	0.0	7.34	8.28	1.69	0.0	19.69	0.55	44.97	0.41	2.24	0.8	71.72	0.1	98.82	12.49	0.17	45.59	15.96	0.0	0.0	35.7	1.87	29.52	0.76	0.54	23.09	16.3	7.91	7.19	14.82	7.27	8.18	7.52	13.09	14.4	15.54	13.88	1.73	14.5	0.17	2.55	4.54	2.68	0.0	10.34	30.98	14.95	4.94	160.08	155.74	161.44
BC107364	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.22	0.32	0.0	0.0	0.39	0.26	0.0	0.0	0.22	0.0	0.0	0.0	0.32	0.38	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.39	1.1	0.0	0.0	0.52	0.0	0.0	0.0	2.3	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.16	0.39
Bbs1	3.65	11.21	4.36	6.08	17.77	10.65	7.16	4.71	5.57	6.18	0.77	2.44	3.93	5.45	11.61	11.77	4.67	1.33	4.38	2.94	41.94	3.56	5.82	3.24	3.07	7.31	6.64	26.76	6.87	3.07	0.1	37.94	4.25	8.55	1.59	8.66	23.68	10.49	11.92	9.43	9.52	11.44	10.03	9.23	9.96	9.57	11.08	11.46	9.41	2.48	2.0	5.42	8.35	3.72	5.65	5.69	8.97	9.97	9.69	25.47	26.95	26.59
Btn2a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	1.06	1.33
C2cd2	1.78	0.0	0.85	0.52	0.5	0.38	0.49	0.51	0.98	0.14	0.08	0.51	0.41	0.22	0.07	0.11	0.05	0.08	0.12	0.12	0.23	0.79	0.3	0.1	0.62	0.31	2.67	1.0	1.11	0.37	0.05	0.0	0.56	1.23	0.97	0.89	0.71	0.65	1.92	3.61	0.53	0.62	0.84	2.66	0.45	0.75	0.38	1.12	0.17	0.0	0.04	0.05	0.07	0.76	0.21	0.28	0.0	0.26	0.05	6.44	6.23	5.89
C4a	44.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.17	0.51	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	1.08	0.96
Cd4	0.0	0.0	0.0	0.0	0.1	0.26	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.16	0.19	0.33	0.18	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.62	0.0	0.0	6.07	0.78	1.34	0.0	0.16	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.08	0.0	8.68	8.33	8.41
Chst15	0.12	0.11	0.0	38.19	0.07	0.0	0.04	0.0	0.23	0.0	0.02	0.0	0.01	0.07	0.0	5.2	1.3	0.0	5.92	0.0	0.09	0.33	0.16	0.08	19.97	0.0	8.89	17.72	0.0	0.0	0.08	0.0	0.35	2.79	0.0	0.14	0.0	18.25	7.16	8.65	2.36	9.31	6.61	18.8	10.34	13.13	10.21	15.55	1.64	2.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.7	0.15	29.18	28.82	29.43
Cln8	0.29	0.33	0.43	1.23	0.92	34.87	0.21	0.56	1.41	21.99	0.45	0.05	0.8	0.72	0.44	0.05	0.2	0.0	0.3	0.11	0.53	1.02	0.27	0.16	8.89	5.46	0.7	55.37	2.18	0.22	0.0	0.56	0.44	1.67	0.41	27.9	0.95	2.05	4.68	10.48	5.61	6.68	6.71	6.74	4.86	4.6	7.1	39.17	1.31	1.37	0.53	0.17	0.22	14.8	0.98	13.06	0.08	2.74	1.14	12.24	13.02	12.12
Col28a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.63	0.65
Col4a3bp	1.55	1.94	5.26	2.35	1.13	9.46	1.27	0.07	24.5	0.51	0.02	0.0	0.0	0.0	0.0	0.0	28.4	2.36	0.0	0.0	0.0	0.0	9.77	0.0	23.07	43.51	0.0	45.83	0.0	0.0	0.0	30.86	0.0	0.0	0.87	0.0	0.0	4.39	0.34	3.88	3.04	1.16	2.98	2.07	2.79	5.33	5.57	0.06	4.73	2.2	0.0	0.11	0.0	3.99	0.0	0.0	47.88	0.47	10.78	47.85	44.93	46.75
Cpeb3	2.02	4.75	0.75	3.34	12.79	0.0	0.0	0.0	3.5	0.0	2.34	0.0	0.0	8.19	0.0	0.0	0.0	43.23	0.0	0.0	1.05	0.66	13.36	0.0	0.0	0.52	27.01	14.69	12.86	0.0	0.0	0.0	7.74	0.39	2.78	0.0	27.62	12.84	6.05	1.28	3.34	3.52	1.18	6.71	5.5	2.0	2.02	1.32	0.0	0.15	0.0	0.05	0.0	0.0	0.0	0.0	0.0	16.26	0.0	37.98	38.31	37.55
Creb3l1	0.0	0.0	0.0	60.47	0.0	0.0	0.0	0.0	10.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.0	1.31	0.0	0.53	0.3	3.07	0.0	2.79	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18	2.5	2.73
Cxx1a	0.61	0.0	0.0	15.82	0.0	0.0	0.0	0.0	18.75	0.0	0.0	0.0	0.0	0.3	0.0	0.0	24.5	0.0	0.0	0.0	9.19	0.0	0.0	0.0	0.0	28.19	0.0	12.01	0.0	0.0	0.0	0.0	0.0	5.36	0.0	0.0	27.36	0.61	2.06	6.17	3.31	0.7	1.59	0.95	4.26	4.13	6.6	0.0	0.0	1.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	1.11	133.83	145.01	142.69
Cyp2c44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.05	0.17
Cyp2j8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.12	0.07
Cyp4f17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99	3.42	2.32
Cyp4f41-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.34	0.19
