	Ctgf_tdTpositive_cell_21	Htr3a_tdTpositive_cell_96	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_25	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_57	Rbp4_tdTpositive_cell_44	Rbp4_tdTpositive_cell_60	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_125	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_24	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ccna1	9.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	1.74	0.99
Cd244	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Cdkn1c	12.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.61	8.14	6.14
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Chrna6	6.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.22	0.21
Cno	49.51	0.0	3.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.57	21.55	20.75
Cpxm1	51.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.82	7.88	6.11
Cxcl16	1.18	0.0	0.05	0.0	0.1	0.0	0.0	0.14	0.0	0.11	0.16	0.0	0.38	0.13	0.0	0.18	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	1.61	1.39	1.16
D330045A20Rik	78.77	0.0	0.03	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	30.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.35	0.27
Dap	81.08	0.45	24.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.85	0.0	0.0	0.0	0.0	7.75	7.75	7.79
Dapp1	4.51	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	4.44	4.03	3.57
Eif3f	79.62	2.66	0.07	0.0	0.0	0.0	0.0	65.34	0.0	0.0	0.0	0.0	5.73	115.06	0.0	0.0	0.0	0.0	92.77	18.54	0.22	18.71	53.44	0.0	0.0	2.14	20.15	0.16	0.0	119.78	136.1	125.5
Epyc	14.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92	1.6	1.45
Fam163b	445.62	50.08	0.03	0.0	0.0	67.14	86.98	45.27	0.0	18.82	0.78	20.86	34.15	14.9	1.78	14.24	0.41	48.5	75.0	36.82	0.11	5.44	14.87	57.21	110.9	48.18	35.75	1.87	0.08	139.61	149.42	145.67
Fam170b	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.06	0.12
Fam53a	53.7	0.0	0.05	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.06	20.61	20.59
Fgf7	12.76	0.12	0.05	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	78.05	0.0	0.0	0.0	0.1	0.0	101.04	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.59	0.53
Folh1	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.37	4.09	5.14
Gk5	20.33	0.0	0.0	0.0	0.19	0.0	0.12	0.0	0.0	0.0	0.14	0.13	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	2.47	2.24	2.14
Gm10516	1.93	1.15	0.19	0.98	0.52	0.96	0.62	1.41	0.63	0.14	0.52	0.78	0.86	0.53	0.12	0.55	0.23	0.64	1.19	0.76	0.91	0.73	1.14	0.23	0.94	0.17	0.35	0.18	0.42	4.72	5.54	5.89
Gm10653	8.09	0.0	0.0	0.2	0.0	0.0	0.0	0.0	3.95	0.0	0.32	2.02	0.15	0.0	0.0	0.0	0.0	0.68	1.26	0.0	1.94	1.03	0.0	0.0	0.0	0.0	0.28	1.13	1.45	5.84	2.58	3.89
Gm11346	22.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.43	0.56
Gm13490	0.99	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.11	0.0	0.0	0.13	0.0	0.0	0.11	0.12	0.73	0.0	0.0	0.0	0.05	0.0	0.0
Gm14430	2.07	3.58	0.03	0.11	0.0	0.07	19.02	6.78	0.0	0.0	2.16	0.04	21.67	0.43	0.26	23.72	1.81	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.04	7.67	5.07	7.49
Gm14431	0.44	1.23	0.49	0.17	0.05	0.18	0.0	1.04	0.21	1.02	0.0	2.71	5.6	2.37	1.97	0.96	0.2	1.55	0.0	1.11	2.13	4.76	0.91	0.0	3.76	0.0	0.37	3.49	0.5	8.87	7.17	8.34
Gm14434	2.07	3.58	0.03	0.11	0.0	0.07	19.02	6.78	0.0	0.0	2.16	0.04	21.67	0.43	0.26	23.72	1.81	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.04	7.67	5.07	7.49
Gm14492	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.58	0.46
Gm16197	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.1	0.0	0.0	0.0	0.37	0.41	0.37
Gm16432	28.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	1.41	0.99
Gm16796	0.96	0.13	0.29	0.22	0.41	0.22	0.29	0.4	0.13	0.05	0.13	0.11	0.17	0.38	0.07	0.33	0.0	0.34	0.37	0.53	0.21	0.19	0.22	0.36	0.23	0.09	0.1	0.23	0.16	1.12	0.93	1.28
Gm19466	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18
Gm4724	2.07	3.58	0.03	0.11	0.0	0.07	19.02	6.78	0.0	0.0	2.16	0.04	21.67	0.43	0.26	23.72	1.81	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.04	7.67	5.07	7.49
Gm6249	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.08	0.06
Gm8898	0.44	1.23	0.49	0.17	0.05	0.18	0.0	1.04	0.21	1.02	0.0	2.71	5.6	2.37	1.97	0.96	0.2	1.55	0.0	1.11	2.13	4.76	0.91	0.0	3.76	0.0	0.37	3.49	0.5	8.87	7.17	8.34
Gna13	0.2	22.18	0.0	0.0	0.0	0.06	0.11	0.06	0.05	0.01	0.06	0.06	0.09	0.02	0.04	13.12	0.0	8.79	0.05	0.17	0.16	0.0	0.18	0.01	0.01	0.08	0.0	0.0	0.08	25.82	24.97	25.3
Gpr152	0.12	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.07	0.03
Gprc5a	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.09	0.0
Grpr	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.1	0.02	0.8	0.75	0.62
Hap1	42.18	0.0	1.42	6.76	3.71	0.0	0.0	3.87	5.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.79	112.51	131.43	121.78
Hells	42.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	1.51	2.06
Hmgcs2	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	4.99	6.59	6.1
Hnf4g	0.4	0.0	0.0	0.06	0.24	0.0	0.02	0.08	0.0	0.0	0.0	0.0	0.12	0.08	0.0	0.0	0.0	0.06	0.0	0.14	0.08	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.05	0.02	0.02
Homer3	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.48	10.52	13.09
Icam1	16.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	2.31	2.29
Igsf9	0.55	0.09	0.02	0.0	0.06	0.31	0.17	0.0	0.08	0.0	0.25	0.09	0.46	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.08	0.07	0.17	0.0	0.0	0.0	0.0	0.0	0.0	4.13	3.5	4.72
Il17rd	0.28	0.04	0.03	0.09	0.0	0.1	0.04	0.2	0.0	0.0	0.25	0.0	0.17	0.0	0.0	0.0	0.0	0.09	0.03	0.0	0.05	0.03	0.26	0.0	0.0	0.48	0.0	0.0	0.09	2.68	2.44	2.51
Kdm4a	35.11	0.0	0.0	0.0	3.46	0.15	1.25	1.96	0.0	0.0	0.11	1.89	0.15	10.33	0.0	10.4	0.0	4.16	4.33	1.93	1.33	0.0	0.0	0.0	0.0	0.0	0.0	4.38	0.0	33.21	34.05	34.15
Kdm6a	3.57	1.85	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	2.97	0.0	0.0	1.74	0.0	0.0	0.0	1.21	0.0	1.98	0.55	0.0	0.0	0.0	0.0	0.08	0.0	0.05	0.28	22.45	14.79	17.17
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ldhal6b	3.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.85	1.14
Lmnb2	29.71	0.0	0.0	2.02	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.25	17.82	16.94
Lonrf2	53.76	54.18	30.25	37.61	37.26	12.24	37.01	35.05	0.07	14.63	21.67	6.86	42.02	1.43	12.35	64.56	61.83	33.48	21.31	55.25	33.04	26.38	6.27	3.09	0.12	54.42	26.62	9.79	32.92	88.16	86.96	85.86
Lpcat2b	27.23	0.0	0.15	0.0	0.09	0.0	0.0	0.12	0.0	0.11	0.5	0.0	0.0	0.0	0.0	0.48	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.19
Mageb18	0.26	0.0	0.0	0.0	0.12	0.16	0.0	0.37	0.0	0.0	0.19	0.0	0.0	0.0	0.13	0.21	0.14	0.0	0.0	0.28	0.3	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.12	0.19	0.13	0.21
Mdc1	3.18	1.45	0.72	0.99	1.15	1.8	2.47	1.4	0.82	0.31	0.89	0.67	2.3	0.84	0.57	0.66	0.69	2.02	1.51	0.97	1.59	0.26	2.43	0.66	0.34	0.38	0.24	0.42	1.04	8.22	9.1	8.61
Myo1h	40.78	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.78	1.0
Ncf1	5.77	0.37	0.93	0.41	1.07	3.25	0.5	3.55	0.96	0.9	5.14	2.69	3.71	3.52	2.27	3.39	1.35	1.65	95.6	2.83	1.11	1.24	2.29	0.8	1.19	2.74	0.56	2.46	1.48	9.87	9.09	9.17
Olfr808	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pard3b	0.14	0.06	0.02	0.0	0.0	0.0	0.04	0.04	0.0	0.03	0.06	0.07	0.0	0.12	0.0	0.0	0.0	0.03	0.0	0.2	0.15	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	1.39	1.4
Pcdhb8	138.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35	2.45	1.63
Pcp4	3144.88	5130.46	4733.38	5082.23	4231.51	4736.97	7467.74	3783.89	4409.57	6240.76	6808.32	7407.1	5456.32	4160.15	4134.5	4770.47	3581.8	3666.35	5307.32	7030.52	7638.97	5202.71	5242.95	6941.16	5557.87	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Piwil2	0.18	0.0	0.0	0.0	23.99	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.56	0.81
Ppp3r2	34.57	0.0	4.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.16	0.2
Prkd1	28.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.87	7.45	7.55
Prss51	4.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pth2r	118.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	2.24	2.32
Rasd1	57.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.57	13.05	7.12
Ric8	226.44	62.21	0.07	2.46	80.86	0.12	0.12	65.05	0.0	0.0	0.0	0.12	0.0	0.0	0.74	0.0	37.25	36.08	1.26	79.01	91.32	5.5	0.0	0.0	9.97	0.0	0.0	1.54	3.78	43.71	50.81	44.65
Slc34a2	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.05
Slc6a20a	1.92	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.88	22.85	20.77
Ssh3	25.61	0.0	0.0	0.0	0.0	0.0	0.0	2.44	2.85	0.0	0.0	0.0	0.18	9.23	0.0	21.6	0.0	1.09	0.0	0.0	0.36	0.86	0.0	4.15	0.0	0.0	0.0	0.0	0.0	29.63	30.64	31.84
Stc1	22.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18	3.22	2.33
Stk10	26.25	0.07	0.0	0.08	0.0	0.42	0.07	0.0	0.0	0.0	0.08	2.56	9.16	0.0	0.16	0.0	0.06	0.09	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.06	0.14	0.0	3.99	3.73	4.29
Styk1	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.1	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.05	0.0	0.09	0.0	0.0	0.0	0.0	0.28	0.3	0.27
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tceal6	104.28	0.0	59.0	1.99	36.0	55.65	0.33	63.53	0.0	0.0	126.79	74.84	67.53	46.57	34.08	0.0	31.15	11.17	59.81	46.42	60.66	36.91	12.51	37.13	109.73	38.7	0.0	83.4	8.43	120.76	130.38	124.57
