	Ctgf_tdTpositive_cell_9	Nr5a1_tdTpositive_cell_51	Ntsr1_tdTnegative_cell_3	PvalbF.Gad2_tdTpositive_cell_29	PvalbF.Gad2_tdTpositive_cell_33	PvalbF.Gad2_tdTpositive_cell_35	PvalbF.Gad2_tdTpositive_cell_92	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Fndc3c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Fnip2	0.0	0.49	0.38	0.0	0.8	2.29	1.96	8.12	8.72	8.24
Fut1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.14	0.08
Fzd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	1.11	1.18
Gabrr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.06	0.07
Galk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.02	13.71	14.02
Glipr1l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.23
Gm12633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Gm12942	0.0	0.0	0.0	0.0	0.0	2.67	0.0	3.69	5.08	4.45
Gm1647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.14
Gm17751	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.21	0.7	0.46
Gm4745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08
Gm5577	0.0	0.62	0.0	0.0	0.29	1.15	5.88	18.15	13.4	18.24
Gpr44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.08
Gpr65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.05	0.15
Gzma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12
Haao	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.31	0.25
Hal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hsbp1l1	0.0	1.55	0.0	0.0	38.73	0.29	78.98	1.52	0.97	1.82
Ikzf2	0.0	0.04	0.0	0.0	0.0	0.0	8.53	1.27	1.09	1.16
Il17c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.15	0.16
Il18rap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.04
Itga4	0.5	2.01	1.37	1.09	2.3	3.91	7.47	11.38	8.49	11.06
Itga9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.97	3.89	3.97
Kctd19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03
Kel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kif24	0.57	0.42	0.45	0.26	0.11	0.0	0.36	0.56	0.48	0.81
Larp6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.53	42.88	38.58
Lars	0.0	0.88	0.0	0.0	0.0	2.22	1.12	30.37	31.72	32.26
Lca5	0.0	0.86	0.0	16.73	0.0	0.0	0.0	8.71	8.07	8.1
Lect2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Mad1l1	0.0	1.47	0.0	41.92	0.0	0.0	0.06	13.39	14.3	12.82
Matn2	0.0	0.0	0.0	0.0	0.0	0.3	0.05	17.47	19.81	17.61
Mep1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.03
Mpp7	0.91	0.96	3.07	0.0	1.15	0.81	1.41	3.7	3.23	4.27
Mpz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.14	0.1
Mtap2	0.0	151.98	0.0	85.76	67.87	129.72	22.13	353.37	323.67	355.02
Muc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Naip6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.22	0.38
Ncr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Necab2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.45	80.52	73.62
Nox4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Olfr15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11
Otop3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.12	0.04
Otx2os1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.14
Oxgr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.15	0.24
Paox	0.0	0.0	0.0	0.0	0.0	0.0	0.9	6.53	7.07	8.04
Pate4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.28	0.1
Pcbp2	0.0	56.28	53.6	50.07	81.34	99.28	98.56	153.37	156.4	149.82
Phxr4	0.0	0.0	0.42	0.0	0.0	0.0	0.55	0.25	0.3	0.87
Phyhipl	0.0	1.94	11.21	1.4	161.57	69.32	172.2	162.08	156.56	157.41
Plcd4	0.0	0.0	0.0	20.22	62.96	0.0	0.0	10.42	9.9	12.1
Pln	0.0	0.0	0.0	0.0	0.0	0.43	0.07	1.17	1.27	1.73
Pop7	0.0	0.0	0.0	52.01	0.0	78.39	0.23	27.72	30.24	31.81
Prf1	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.24	0.12	0.25
Prps1l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Ptprk	0.0	0.72	0.0	0.0	0.0	0.0	0.0	30.75	29.92	32.35
Rab44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.18	0.12
Raet1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.16
Rasgrp1	0.34	0.23	0.0	46.41	39.2	28.68	3.78	305.33	284.99	284.95
Rell2	0.0	40.58	0.0	28.65	0.61	81.86	13.01	132.63	150.46	147.42
Rhoq	0.0	0.0	0.0	0.5	0.0	33.78	2.63	24.1	24.56	23.28
Rod1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.82	11.1	11.04
Rtp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.33	0.16
Saal1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.56	5.37	5.19
Sct	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.21
Sec1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	2.97	3.03
Shroom4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	1.71	2.7
Slc10a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.07	0.08
Slc10a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.04	0.05
Slc22a14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.04	0.05
Slc22a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	2.52	2.7
Slc25a28	0.0	7.48	0.0	2.53	0.47	0.0	70.44	37.24	45.6	38.7
Slc34a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.06	0.1
Slc34a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.05
Slc34a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.32	0.05
Slc45a4	0.0	4.42	0.0	0.0	0.0	1.33	0.05	25.43	27.88	28.84
Slc4a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.13	0.04
Slc7a10	0.0	6.56	0.0	3.15	0.0	1.1	0.0	40.29	38.01	40.85
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Slfnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Speer6-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.1	0.21
Srgap1	0.0	6.78	0.0	3.47	0.0	0.0	0.0	9.61	8.39	9.29
Stx11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.09	0.14
Tac4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08
Taf1	0.37	4.06	0.88	0.24	18.48	15.83	0.97	30.66	28.29	31.02
Tal2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.33	0.18
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tcstv1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12
Tktl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.08
Tslp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.17	0.09
Tspyl3	0.0	113.8	0.0	0.0	0.0	0.0	0.05	28.93	29.0	28.74
Tssk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.55	0.2
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Tuba3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.22	0.2
Tubb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.2	0.07
Txndc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.11	0.12
Ush1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.14	0.1
Usp26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vgll2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.26	0.07
Vmn1r210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11
Vmn2r29	0.0	0.0	0.0	0.0	0.27	0.0	1.74	9.85	9.88	9.48
Zfp957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.1	0.07
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Zscan10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.03	0.04
c3_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.94	0.0	5.41
mt_AK131586	0.0	0.31	0.0	0.0	0.0	0.0	0.0	25813.35	24091.17	24561.45
mt_AK166684	0.0	19.39	9.51	0.0	0.0	0.0	0.0	18796.57	17507.83	18655.33
mt_BC104337	0.0	6.56	0.0	0.0	0.0	56.32	6.39	9032.87	8417.95	8583.15
