	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_44	Ntsr1_tdTnegative_cell_54	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
9130409I23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	9.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.33	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.58	0.0	0.0	0.0	0.28	0.17	0.43
9530027J09Rik	0.0	0.07	0.82	0.78	0.0	0.17	0.0	0.75	0.11	0.5	75.15	0.0	0.73	0.59	0.0	0.67	0.0	0.22	17.65	0.54	0.0	0.06	0.19	0.0	0.0	0.22	0.0	0.09	0.0	0.3	0.0	0.0	0.48	14.24	0.0	0.0	0.0	0.0	0.0	19.82	0.0	0.0	0.23	0.0	0.36	0.0	1.63	2.63	0.17	0.49	15.15	0.33	0.59	28.93	0.56	0.0	0.3	0.0	0.0	0.07	0.8	4.22	1.44	1.56	1.82	0.83	0.64	0.41	0.79
A430033K04Rik	1.22	36.78	55.83	0.0	1.39	45.19	54.33	12.65	157.81	12.33	381.01	6.33	4.38	3.42	0.71	34.82	24.86	49.6	55.07	0.72	0.26	0.99	14.94	51.62	2.54	1.95	0.19	1.71	1.16	3.2	2.69	163.3	2.76	5.62	7.31	5.93	9.12	31.77	0.18	10.04	10.94	37.67	1.18	23.33	0.0	3.0	18.14	9.75	0.09	52.43	0.8	0.19	2.6	0.86	2.02	3.11	0.25	1.61	2.44	44.87	21.95	19.07	14.25	17.8	17.28	22.15	16.18	16.43	18.65
A530054K11Rik	10.17	0.0	0.0	0.09	0.0	0.15	0.6	0.02	0.0	0.28	111.25	0.0	0.12	0.38	0.26	0.0	0.0	0.08	0.14	17.33	0.0	0.33	0.05	0.0	24.74	30.89	0.0	0.06	20.75	0.0	0.06	0.0	0.0	0.55	0.08	0.2	19.38	0.02	0.0	0.0	0.0	0.06	0.1	0.05	0.0	12.56	2.1	2.28	0.08	0.22	0.1	13.25	0.03	0.0	0.11	0.0	0.0	1.2	8.47	0.18	1.19	9.85	0.1	4.82	4.96	5.02	6.52	4.64	6.71
AA792892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.47	0.59
Abcg3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.11	0.11	0.49	0.28	0.13
Acox3	0.0	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	0.0	103.36	0.65	0.0	0.0	5.95	0.11	37.09	0.0	0.0	0.82	0.0	5.83	0.0	24.29	0.07	0.0	0.0	0.0	0.0	0.0	8.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	25.71	0.0	0.0	0.0	12.39	7.93	0.0	0.0	0.0	0.0	0.0	0.0	22.87	0.0	0.0	0.0	0.0	0.0	3.39	7.85	2.81	5.39	3.8	5.58	19.78	22.52	21.58
Acss2	27.55	0.0	52.15	0.0	0.0	6.75	0.0	0.0	0.0	21.27	87.29	0.0	0.0	32.68	0.0	0.0	0.0	10.35	0.0	0.0	0.0	0.08	0.09	39.8	0.0	0.0	0.43	0.0	0.0	0.0	0.0	59.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	13.81	14.91	4.84	0.0	0.0	0.0	36.84	54.85	0.0	0.0	35.67	0.0	0.0	0.0	0.0	8.26	12.8	6.17	2.0	1.21	1.84	48.81	50.32	57.51
Adck4	0.0	0.0	0.0	29.53	0.0	0.0	4.74	0.0	0.0	0.0	57.16	0.0	0.0	0.0	0.0	0.0	0.0	0.34	23.96	0.0	0.0	0.0	7.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	5.92	0.0	4.66	3.79	6.06	21.52	23.98	23.52
Anapc1	4.08	0.0	27.84	0.04	0.08	16.73	25.81	0.0	73.96	18.3	93.61	0.71	1.99	10.07	0.06	0.98	2.01	1.01	7.26	6.23	4.35	5.86	0.0	2.18	0.0	12.15	4.41	0.02	0.0	17.11	0.39	8.26	4.64	0.0	0.0	0.0	17.42	0.46	22.87	3.11	0.09	2.69	2.81	0.03	0.04	28.13	5.37	12.75	14.54	17.97	3.07	3.85	0.0	0.22	12.23	1.85	10.06	1.57	12.65	12.81	1.87	6.46	2.05	7.05	5.45	6.07	32.77	30.92	30.69
Ankrd6	0.0	0.0	0.0	0.0	0.0	0.65	0.0	2.47	44.87	2.95	130.92	25.57	0.0	0.0	25.28	0.0	31.56	0.0	0.21	0.0	45.3	0.0	0.0	0.0	16.85	0.0	0.94	6.05	13.5	20.02	0.0	0.0	0.0	4.82	0.0	0.0	1.65	0.0	0.0	35.34	41.46	13.33	4.56	0.22	0.0	47.05	3.05	9.31	18.86	0.04	0.0	82.57	0.0	0.0	0.65	0.0	0.0	52.53	23.25	0.06	0.0	0.0	0.06	0.87	0.92	0.62	22.51	20.9	22.92
Anp32b	0.0	0.0	11.76	0.0	0.0	10.93	0.0	0.0	0.0	22.45	108.43	13.12	0.0	0.0	0.0	0.0	2.36	9.59	64.97	26.87	0.0	0.0	0.0	0.0	16.48	5.8	18.51	0.0	9.47	62.08	0.0	0.0	3.62	21.88	47.26	0.0	15.62	0.0	0.0	0.0	5.93	37.37	0.0	0.0	0.0	17.69	27.33	26.32	26.14	39.64	17.97	0.0	30.91	24.79	0.0	0.0	0.0	5.17	0.23	14.24	23.9	6.06	15.02	20.08	22.64	19.99	83.63	85.26	76.97
Ar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.65	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.3	5.63	2.78	0.46	3.7	7.72	6.22	8.04
Arl15	4.93	0.38	0.0	39.44	0.0	0.0	8.95	0.0	6.2	0.0	49.08	0.0	0.0	27.84	0.02	2.87	1.04	15.42	17.2	0.04	2.42	2.28	2.64	0.73	0.98	0.1	1.88	0.0	9.84	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.19	3.38	0.0	0.0	3.9	1.09	0.0	0.0	25.97	10.57	8.34	0.08	2.39	0.07	0.0	7.91	0.0	16.85	11.06	0.0	16.42	0.0	0.0	4.97	6.59	9.52	1.86	4.08	2.64	35.8	32.83	31.22
Ascc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.81	85.03	40.65	8.91	0.39	0.0	0.0	1.58	16.13	0.67	9.42	0.02	15.11	0.03	0.0	10.18	0.0	1.64	0.0	20.06	0.0	14.74	0.0	1.87	0.0	1.01	0.0	0.0	0.03	40.88	3.01	0.69	0.0	0.15	11.98	0.0	0.0	1.05	9.89	0.0	8.94	1.27	0.0	0.0	0.0	15.53	1.6	8.57	0.06	0.0	0.0	1.22	8.03	7.91	11.25	3.22	3.07	8.02	6.7	8.25
Atp11c	0.0	0.0	0.0	0.0	0.0	0.0	27.1	0.0	0.0	22.26	156.48	27.79	0.0	64.76	0.0	0.0	0.0	0.0	0.01	0.0	0.03	0.02	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.08	0.0	13.1	0.0	5.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	2.59	0.81	1.54	0.4	0.87	8.28	7.72	7.95
C78339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.43	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.23	0.0	19.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.2	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	0.0	0.0	0.0	0.0	0.0	0.0	2.87	1.78	0.0	53.37	52.67	56.22
Cacna1d	9.86	14.66	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.17	23.3	2.21	0.0	0.11	0.0	18.89	0.36	1.0	0.02	0.01	0.02	0.78	8.69	11.71	0.78	0.0	0.06	0.32	1.27	5.56	0.1	0.07	1.21	0.0	7.84	9.2	6.59	8.05	1.17	17.43	0.28	0.59	9.64	6.94	0.0	5.69	4.4	4.32	0.31	0.0	3.74	0.0	19.74	0.41	0.11	0.14	0.31	0.0	0.43	3.7	5.2	12.75	13.64	5.07	6.16	5.57	24.27	21.97	25.63
Cand1	42.06	35.3	32.29	11.15	19.84	21.03	36.07	0.01	0.0	12.79	114.42	1.48	23.44	0.12	6.06	17.05	63.71	20.6	25.9	43.29	14.48	26.07	9.15	21.67	14.44	51.06	38.44	38.95	56.86	19.01	9.51	0.0	56.52	20.61	31.82	32.1	24.52	21.72	14.17	2.88	69.44	18.22	14.91	6.65	0.0	29.68	16.33	17.3	10.59	26.62	11.18	22.79	40.71	42.02	44.17	28.3	32.32	30.0	24.76	27.02	25.48	20.85	18.94	15.94	14.55	16.18	54.24	53.15	51.65
Cbx4	19.51	0.05	9.65	2.59	0.0	0.0	0.51	0.0	0.0	5.6	27.13	0.0	0.0	0.0	1.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	1.33	0.0	0.0	0.0	0.0	3.12	0.0	1.84	0.05	6.63	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.84	1.33	0.0	0.0	9.5	0.09	13.79	0.0	0.0	0.0	0.0	0.0	0.0	0.17	2.03	2.34	0.05	0.74	1.31	1.92	25.49	29.41	26.74
Ccdc137	1.86	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	3.58	96.18	0.0	0.0	0.0	0.0	19.51	0.0	0.13	0.03	0.0	0.0	0.0	5.42	0.0	5.89	0.0	1.4	0.0	0.0	0.0	1.59	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.1	0.46	0.08	0.0	0.0	1.25	31.44	21.49	3.84	2.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	1.96	10.81	9.13	15.28	5.41	7.36	10.22	18.66	19.85	18.68
Ccdc150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.9	0.0	0.0	0.0	0.13	0.15	0.16
Ccny	21.04	0.0	18.28	14.82	0.0	0.0	0.0	0.0	40.13	0.32	38.73	14.3	0.0	0.0	0.0	15.19	13.26	3.08	0.0	0.06	15.79	3.43	14.01	0.0	0.0	0.0	0.52	0.0	19.41	0.12	0.0	0.0	3.51	3.97	0.0	0.06	0.0	2.83	0.34	2.38	0.47	0.0	0.0	1.04	0.0	0.0	8.82	3.71	0.0	0.0	0.28	0.11	0.0	17.11	0.0	0.0	0.0	39.44	2.63	0.0	4.39	7.93	3.47	6.56	7.06	4.98	85.91	82.45	82.71
Cdc27	3.18	0.04	22.25	0.0	0.0	6.14	0.86	6.03	36.76	0.0	231.82	54.8	0.0	0.0	17.87	0.0	25.04	15.76	5.56	7.35	12.37	16.53	1.53	12.35	0.8	1.06	9.7	16.39	1.44	4.71	0.0	3.38	16.44	13.49	69.67	0.0	4.18	8.88	24.08	9.81	27.75	16.63	12.27	0.0	0.0	0.07	28.47	16.21	6.57	0.0	0.04	17.74	0.2	14.4	2.22	0.0	25.49	31.79	12.21	0.02	15.6	21.81	27.67	16.12	12.83	15.38	29.52	27.72	29.59
Cebpg	0.0	0.16	0.14	0.0	0.0	0.17	34.06	0.24	0.13	0.05	41.33	0.32	0.13	0.41	13.39	0.23	0.0	0.0	0.06	0.1	0.0	4.92	0.1	28.09	15.05	0.0	7.57	2.94	0.07	24.41	25.33	0.07	11.66	0.11	0.04	0.0	0.26	8.6	0.13	0.0	0.0	0.0	0.13	0.26	0.0	0.0	7.41	7.31	0.06	0.07	0.2	15.4	0.0	9.09	0.12	0.12	0.54	45.47	13.21	0.02	9.35	6.7	9.87	13.21	7.77	10.96	22.95	21.24	21.34
Cmya5	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	27.01	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7	0.18	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.32	2.31	5.39	5.27	3.62	2.38	2.25	2.65
Cpox	5.7	3.74	5.97	0.13	5.7	6.03	10.44	15.24	13.12	37.04	82.71	5.34	18.78	30.72	16.39	5.8	5.14	3.49	5.71	3.71	7.01	3.91	39.75	6.67	3.89	26.87	4.5	5.11	4.69	5.11	5.28	3.09	7.86	5.16	5.85	5.2	5.81	7.4	6.42	5.62	5.25	5.18	3.68	5.49	4.69	18.11	32.79	17.1	3.88	7.97	8.48	3.27	10.09	38.58	7.61	8.03	5.32	17.2	4.46	3.53	14.81	10.73	19.44	17.11	12.28	14.45	40.77	42.88	42.65
Csta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.15	12.01	0.0	0.21	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.1	0.43	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.09	0.08	0.17	0.0	0.15	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.16	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.09	0.1	0.12
Ctf1	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.21	3.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.26	1.58	1.42	1.86	2.03
Dicer1	1.79	0.08	0.0	0.0	0.0	0.0	0.0	0.01	0.04	0.02	25.09	7.47	0.38	0.0	0.0	0.0	0.0	2.96	0.01	0.0	0.0	0.08	0.0	0.0	1.18	0.0	0.51	0.24	3.51	0.0	0.0	0.0	0.0	7.33	0.0	0.01	0.0	0.02	0.0	0.0	0.11	0.0	0.28	0.0	0.0	3.27	1.8	2.72	0.0	0.0	0.0	1.05	0.0	3.58	0.03	0.05	8.01	6.69	0.06	0.01	7.23	1.53	2.01	1.37	2.03	2.03	20.73	20.39	20.97
Dnaja4	0.0	0.0	73.89	0.0	16.67	0.0	0.0	15.17	0.0	14.51	228.03	0.0	0.0	0.0	3.1	61.12	0.0	6.58	41.41	0.04	1.22	0.04	26.03	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	12.42	0.0	0.0	0.0	2.42	26.86	53.18	52.89	33.73	1.0	0.08	0.0	0.0	29.11	10.06	11.04	0.0	8.58	0.0	0.0	0.44	21.44	1.08	0.0	0.0	0.0	0.09	10.49	28.49	20.87	26.75	17.83	15.45	48.35	47.81	46.55
