	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_28	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Apba2	0.0	0.0	0.0	0.7	0.0	0.2	34.39	0.41	0.1	0.0	0.58	0.0	0.2	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.57	47.47	24.2	23.28	27.68	22.51	138.45	137.5	145.47
Arhgap36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37	0.0	0.0	0.0	0.11	1.85	2.5	2.01
Armcx2	0.0	0.0	0.0	0.0	0.0	0.0	11.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.5	15.2	18.87	17.19	18.76	21.24	67.76	69.2	65.1
Atxn7l1	0.0	0.0	0.0	0.0	0.0	0.4	54.06	0.0	0.0	0.0	13.07	0.0	0.39	258.7	0.0	0.0	127.12	0.0	74.48	0.0	0.0	10.0	42.63	32.2	33.19	43.93	40.18	29.08	28.02	27.32
B3galt4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.64	0.0	0.19	5.54	0.45	5.88	6.79	7.7
BC018507	0.48	0.0	0.0	0.0	0.0	0.0	21.73	0.09	0.17	0.16	0.0	0.0	7.3	0.05	49.03	0.0	0.0	0.0	0.08	0.08	0.0	4.43	4.64	5.43	7.59	6.99	10.53	59.59	57.31	61.46
Cap2	0.0	0.0	0.0	0.0	0.0	0.18	67.16	0.19	0.0	0.0	0.35	0.57	0.0	0.05	0.0	0.0	0.0	0.28	0.0	0.0	0.0	134.16	142.16	140.39	157.76	162.81	161.64	177.73	166.37	172.65
Ccl27b	0.0	0.0	0.0	0.0	0.0	0.34	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.27	54.7	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Cd4	0.15	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.19	0.0	0.0	0.57	0.0	0.0	0.28	0.0	5.62	0.0	6.07	0.78	1.34	8.68	8.33	8.41
Celf5	0.0	0.0	0.18	0.11	0.0	0.31	24.53	0.45	1.46	0.0	1.04	0.15	0.0	0.07	0.0	0.0	0.0	0.23	0.14	0.0	0.0	26.27	20.32	32.23	60.86	52.96	57.82	163.01	160.05	172.09
Cenpw	0.0	0.0	0.0	0.0	0.0	0.0	48.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.01	38.05	9.85	19.49	19.92	18.93	4.29	4.48	5.79
Cirbp	28.89	0.0	0.0	0.0	0.5	0.0	38.48	1.11	0.26	0.98	0.0	0.29	0.0	0.0	0.49	0.0	0.0	256.11	0.0	0.0	0.0	42.53	74.85	36.83	33.65	49.19	51.35	94.47	106.66	109.16
Cst11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cst3	66199.78	54799.87	54350.96	61505.62	32676.97	64380.72	471.62	59768.12	79037.77	72522.19	67515.86	70378.51	61656.06	72390.07	30854.58	80478.24	68326.69	95318.24	75159.39	84616.84	72517.08	360.58	475.27	638.95	353.49	361.27	348.24	1961.51	2186.93	2204.12
Decr2	37.65	4.75	46.91	193.18	8.57	5.61	90.47	71.31	110.76	122.86	68.65	32.75	77.26	29.21	24.24	6.05	17.55	62.42	4.05	45.25	46.02	63.04	67.17	103.86	81.31	92.38	79.62	58.88	55.38	58.6
Dhcr24	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08	0.64	0.78	3.38	2.88	3.17	79.84	84.55	78.98
Eya2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	1.84	1.81	1.47
Fam177a	6.05	0.81	0.31	86.64	0.64	138.63	16.78	0.76	7.99	1.16	7.53	0.4	2.34	17.42	1.39	1.52	0.0	0.87	6.42	0.48	2.02	7.93	10.17	11.25	13.41	14.19	19.02	17.56	16.4	17.92
Fam40b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	1.01	1.01	0.48	6.76	3.77	5.27	29.59	29.35	28.23
Fdxacb1	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86	0.0	8.16	24.34	15.96	8.5	6.72	7.18	7.25
Flywch2	0.0	0.0	0.0	0.0	0.0	0.0	17.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.74	32.5	7.99	13.46	10.15	28.05	12.71	15.49	16.82
Gal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.15	0.69	0.15
Glt8d1	6.3	0.0	0.25	0.64	2.19	6.2	32.29	9.99	4.62	0.63	0.63	0.9	2.29	1.51	19.68	0.91	1.95	3.32	2.36	0.41	0.0	18.44	20.25	23.93	27.29	18.27	16.83	31.52	26.6	29.4
Gm12776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0
Gm13306	0.0	0.0	0.0	0.0	0.0	0.34	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.27	54.7	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm14430	0.07	1.53	0.0	0.0	0.06	0.0	6.69	0.0	0.04	0.0	0.28	0.12	0.0	0.0	0.0	0.0	0.37	0.0	0.41	84.73	0.0	4.79	1.83	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gm14434	0.07	1.53	0.0	0.0	0.06	0.0	6.69	0.0	0.04	0.0	0.28	0.12	0.0	0.0	0.0	0.0	0.37	0.0	0.41	84.73	0.0	4.79	1.83	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gm17066	0.0	0.12	0.0	0.78	0.69	0.0	67.19	578.35	0.09	0.68	0.0	28.89	0.0	0.71	0.0	0.13	2.4	0.57	0.0	2.65	0.34	11.99	8.2	15.2	32.23	18.54	23.05	25.62	22.21	22.65
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81	0.0	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Gm2506	0.0	0.0	0.0	0.0	0.0	0.34	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.27	54.7	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm4349	0.0	0.0	0.0	0.0	0.0	0.0	5.99	0.0	0.0	0.0	0.0	0.0	4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.35	0.0	6.1	5.41	5.61	1.05	1.02	1.44
Gm4724	0.07	1.53	0.0	0.0	0.06	0.0	6.69	0.0	0.04	0.0	0.28	0.12	0.0	0.0	0.0	0.0	0.37	0.0	0.41	84.73	0.0	4.79	1.83	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gm9054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.14	0.15
Gnaz	0.0	0.0	0.0	0.0	0.0	0.0	4.16	0.23	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.29	2.76	7.0	5.29	5.53	3.15	56.74	56.71	56.07
Gne	0.0	0.0	1.2	0.0	0.0	0.0	1.86	0.0	0.0	0.0	0.12	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.95	1.99	16.49	4.77	9.15	5.42	25.93	28.24	25.77
Gucy1a2	0.04	0.03	0.0	0.25	0.04	0.29	8.63	0.05	0.17	0.19	0.15	0.3	0.14	0.16	0.23	0.04	0.11	0.1	0.06	0.1	0.0	6.69	3.54	2.89	7.84	3.71	3.51	25.02	18.28	24.48
Hap1	0.0	0.0	0.0	0.0	0.0	0.0	5.97	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	3.25	1.04	0.87	1.75	112.51	131.43	121.78
Haus6	0.0	0.0	0.0	0.0	0.0	0.0	3.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	4.57	4.5	2.41	4.11	4.89	4.39	4.66
Hipk2	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	2.59	0.0	0.0	0.08	0.67	1.0	28.24	24.43	35.6
Hook1	0.0	0.0	0.0	0.0	0.0	0.0	20.31	0.32	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.36	7.61	6.29	14.17	6.28	8.05	47.35	42.78	46.19
Hook2	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	0.0	0.0	0.46	2.9	1.99	14.98	15.85	14.02
Hsd3b6	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.22	0.0	0.0	0.0	0.47	0.39	0.37
Htr2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.24	0.09	0.49
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81	0.0	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Jrk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	1.87	5.11	1.55	4.21	4.41	4.72
Kif24	0.42	0.37	0.0	0.0	0.58	1.15	1.62	1.01	0.25	0.01	0.43	0.26	0.69	0.81	0.55	0.13	0.34	0.0	0.18	0.77	0.7	0.09	0.13	0.09	0.22	0.51	0.35	0.56	0.48	0.81
Mamstr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74	12.38	4.29	1.38	2.22	1.12	1.82	1.63	1.82
Mettl5	7.65	0.0	0.0	0.0	0.0	0.0	127.63	947.46	0.35	0.0	0.0	93.8	0.0	461.94	0.0	0.0	0.0	0.0	35.25	0.0	0.0	29.64	81.8	91.37	73.95	62.13	58.26	14.81	14.55	12.87
Mfap1a	1.02	0.36	2.06	0.0	2.9	117.9	63.87	4.87	1.02	3.62	2.84	1.53	0.86	148.38	3.76	3.94	1.94	275.72	0.31	1.49	0.37	81.03	83.34	49.34	62.31	54.39	59.94	40.23	35.44	37.11
Mfap1b	0.0	0.0	0.0	0.0	0.0	39.97	39.27	0.0	0.0	0.0	0.0	0.0	0.0	177.28	0.0	0.0	0.0	218.34	0.0	0.0	0.0	159.26	74.74	66.13	82.94	100.39	90.43	60.75	64.18	59.93
Mir374	0.0	0.0	0.0	0.0	0.0	0.0	12.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.79	11.75	9.49	10.39
Mir466i	0.0	0.0	24.49	0.0	9.64	0.0	6.3	24.53	0.0	15.93	25.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.57	0.0	0.0	5.48	0.0	0.0	0.0	15.96	0.0	3.47	3.76	7.18
Mir669p-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir669p-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir703	9.0	8.91	0.0	18.05	0.0	13.06	29.14	60.15	72.85	21.77	11.56	37.78	262.58	9.97	0.0	0.0	0.0	0.0	11.11	11.41	42.47	19.88	40.35	27.06	5.85	32.72	39.8	25.82	29.33	36.2
Mnd1	0.0	0.0	0.0	0.0	0.0	0.0	6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	0.0	0.58	1.1	1.2
Mpp7	0.11	1.26	0.11	7.69	1.38	2.39	0.96	3.36	3.39	1.04	0.27	2.11	5.25	0.79	2.48	0.45	0.92	1.12	0.31	2.62	0.57	1.58	4.97	1.29	0.65	1.18	0.48	3.7	3.23	4.27
Myb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.34	0.17	0.0	0.09	0.1	0.46	0.6	0.48
Nedd4	0.0	0.0	0.0	0.0	0.22	0.12	83.49	0.12	0.17	0.0	0.12	0.13	0.12	0.07	0.0	0.09	0.0	0.0	0.0	0.0	0.0	117.91	118.12	102.93	161.66	144.77	145.25	251.38	238.03	242.95
Nlrp4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.1	0.0	0.31	0.45	0.43
Npffr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.31
Nr5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.11	0.03	0.08
Olfr648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Pax6	0.0	0.0	0.0	0.0	0.0	0.0	5.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.82	0.46	0.0	0.0	0.41	7.13	8.89	6.95
Pcdh20	0.0	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	18.14	16.79	19.2
Pcdha6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.69	0.0	0.19	0.58	7.83	5.67	6.28	6.93	5.35
Pcdhb16	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.11	0.0	5.58	0.78	3.34	2.75	1.49	2.87	5.23	4.06	5.55
Phyhipl	0.0	0.0	0.0	0.0	0.0	0.5	69.06	0.25	0.12	0.0	0.47	0.13	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.51	48.92	21.61	31.13	42.37	42.03	162.08	156.56	157.41
Pick1	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	3.1	4.21	9.28	5.33	5.09	5.84	51.4	51.22	51.97
Plcxd1	0.0	0.0	0.0	0.0	0.0	0.0	5.33	0.0	0.29	0.36	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	4.0	0.33	4.15	2.98	3.03	14.59	14.9	16.3
Pldn	5.31	9.61	6.6	298.9	3.33	3.49	24.58	285.99	10.46	0.0	15.56	6.52	7.66	1.0	17.6	9.18	12.23	2.04	4.96	0.12	1.58	20.42	48.19	31.51	33.74	31.11	28.49	21.06	19.76	21.66
Plk1s1	0.0	0.0	0.0	0.0	0.0	0.0	12.11	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.36	0.18	2.23	2.74	3.74	12.53	13.1	12.84
Pnn	0.0	0.0	0.41	0.13	0.71	0.39	69.18	0.0	3.42	0.0	0.19	0.2	105.33	0.0	0.0	0.0	0.0	534.62	0.0	0.0	0.0	91.6	72.68	77.74	65.23	44.04	40.66	70.23	62.36	69.33
Pou2f1	0.45	0.0	0.0	0.0	0.0	23.17	2.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	1.74	3.3	3.0	0.57	1.23	0.98	9.06	7.29	8.6
Rab17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.13
Repin1	0.0	0.0	0.0	34.26	0.0	0.0	28.41	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.14	0.0	0.0	0.0	0.0	6.04	3.57	3.14	7.35	16.15	17.23	31.19	32.22	32.44
Rnd3	0.0	0.16	0.0	0.0	0.0	0.0	11.81	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.83	34.75	10.76	78.04	58.53	68.25	15.39	13.81	11.67
Sap130	0.0	0.0	0.0	1.5	0.0	0.0	6.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92	1.15	0.64	3.1	2.72	4.47	24.37	27.06	26.32
Skiv2l	0.0	0.0	0.0	0.0	0.0	0.0	3.31	461.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.79	11.45	8.22	3.44	5.43	4.53	44.73	49.03	48.76
Slc25a13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.12	0.0	0.0	0.77	0.0	2.27	2.23	2.41
Snord116	0.0	0.0	0.0	0.0	0.0	0.0	9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	1.84	0.0	0.0	0.0	1.22	1.15	1.9
Snord116l1	0.0	0.0	0.0	0.0	0.0	0.0	9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	1.84	0.0	0.0	0.0	1.22	1.15	1.9
Snord116l2	0.0	0.0	0.0	0.0	0.0	0.0	9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	1.84	0.0	0.0	0.0	1.22	1.15	1.9
Sorcs3	0.0	0.0	0.0	0.0	0.0	0.0	23.23	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26	5.03	0.07	7.85	5.32	9.33	26.5	23.84	29.89
Sox3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	1.49	1.39
Spin2	0.0	0.0	0.0	0.0	0.0	0.0	37.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.64	41.9	17.37	46.12	46.68	46.02	7.86	7.66	7.13
Spock1	0.0	0.0	0.0	0.0	0.0	0.29	85.67	0.21	0.07	0.0	0.2	0.15	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	41.62	54.82	42.19	96.65	85.81	94.9	143.7	145.55	144.61
St3gal2	0.0	30.26	0.0	0.0	0.0	0.0	4.68	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	65.61	0.0	0.0	0.0	4.65	1.03	9.42	5.23	4.89	2.54	65.58	65.03	67.48
Stag1	0.0	6.49	5.37	0.0	0.0	79.52	8.99	0.0	0.0	0.0	4.29	0.0	0.11	0.81	3.04	0.0	0.0	0.0	0.0	0.0	0.0	9.94	7.38	5.62	7.95	5.94	5.82	19.23	18.21	19.87
Tfr2	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.44	1.75	3.36	2.82	1.9	5.56	5.33	5.29
