	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_47	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_64	Ntsr1_tdTnegative_cell_54	PvalbF.Gad2_tdTpositive_cell_31	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
AI428936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	4.04	4.73
Ace	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	55.96	0.0	14.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	56.98	0.0	0.0	0.0	0.0	0.77	8.14	9.12	8.0
Adck2	0.77	6.18	0.0	0.0	0.0	0.04	0.0	0.0	67.83	0.78	0.52	0.51	0.0	0.03	0.0	0.0	0.0	0.34	0.0	14.61	0.0	15.8	0.0	0.6	0.46	0.29	0.0	0.0	12.58	12.51	0.0	0.06	0.0	0.0	5.04	0.03	4.7	2.13	0.98	14.22	15.66	15.45
Adssl1	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	115.12	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	1.36	12.24	0.0	0.17	0.0	9.3	0.0	0.0	0.0	0.0	47.9	0.0	1.49	0.0	0.0	0.0	0.0	13.9	0.0	1.35	3.11	0.59	23.31	27.05	25.27
Amigo3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.96	5.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.12	0.0	0.96	5.01	4.83	5.81
Ap4b1	0.0	13.34	0.0	0.0	0.0	0.0	0.0	0.0	87.93	0.0	0.14	0.03	0.0	0.0	0.0	0.0	36.95	30.22	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.07	6.09	5.49	5.41	14.45	14.14	15.34
Arhgap39	0.0	18.17	0.0	0.0	0.0	0.0	0.12	0.0	34.4	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.07	0.0	0.16	0.0	0.49	0.0	0.0	0.83	2.39	0.0	1.15	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.68	0.92	43.44	45.47	45.88
Bcorl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.01	0.0	0.0	0.0	0.0	0.0	6.27	0.0	0.46	0.0	1.77	0.0	0.0	0.0	0.0	0.03	11.8	26.04	0.0	0.18	0.0	1.78	8.62	1.29	0.0	0.0	0.0	0.45	1.3	2.11	1.79	11.02	11.09	10.84
C3ar1	0.32	0.0	0.0	0.21	0.0	0.2	0.0	0.0	1.61	0.12	0.08	0.07	0.03	0.0	0.08	0.0	0.0	0.49	0.0	1.0	0.0	0.64	0.52	0.0	0.05	0.14	0.06	0.06	0.0	0.41	0.0	0.0	0.12	0.0	0.07	0.0	1.51	0.85	0.72	1.62	1.6	1.76
C8a	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.14	58.48	0.0	0.0	0.02	0.0	0.04	0.0	0.0	0.11	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.13	0.0	0.0	0.98	0.0	0.0	0.13	0.34	0.59
Car11	0.48	2.54	0.0	0.0	0.0	7.22	0.0	9.27	155.95	0.0	0.0	9.84	0.0	0.0	1.26	31.58	23.23	0.0	1.0	3.87	0.0	22.64	0.0	0.6	0.0	32.64	0.0	2.52	2.13	17.46	0.0	0.0	0.0	0.34	0.65	0.0	8.46	15.84	7.13	214.47	236.01	224.75
Ccdc155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.3	1.97	0.17	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66	5.63	3.95	2.91	3.79	3.42
Ccdc73	16.73	0.0	0.0	0.0	2.48	0.0	0.0	0.0	29.06	14.6	0.0	0.04	0.03	5.81	0.2	0.0	0.0	0.0	1.77	0.0	0.0	0.0	2.68	0.0	0.06	0.79	0.0	0.0	0.0	1.44	0.0	1.44	4.21	45.32	0.0	1.55	2.1	2.43	2.01	6.48	4.04	7.52
Ccl27b	0.0	0.0	28.87	0.0	0.0	0.0	23.86	17.1	4.28	1.46	0.3	0.03	0.0	0.0	0.0	0.0	5.37	0.27	0.0	0.0	4.8	0.0	0.77	0.0	0.29	2.79	1.65	0.13	0.0	29.61	0.0	4.89	0.0	0.0	7.83	1.88	61.27	76.52	71.98	30.63	28.29	22.96
Cdc25a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.44	4.11	1.57	0.0	0.0	0.0	0.0	0.0	0.08	0.09	1.9	3.58	4.21	3.39
Cdk16	12.8	0.0	12.22	88.25	0.0	0.0	0.0	13.21	91.5	15.11	45.86	0.05	0.16	1.21	26.18	3.56	21.12	10.98	37.37	21.33	97.42	34.43	4.55	5.78	33.41	13.2	15.59	0.0	0.0	14.3	0.0	13.06	0.0	0.32	22.24	0.0	14.87	24.81	14.81	206.47	218.5	219.97
Cndp1	0.0	0.0	0.0	139.6	0.0	0.0	0.0	0.0	58.39	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.86	0.0	0.0	12.2	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	1.09	0.74	0.17	0.1	0.18
Cnn3	6.54	0.0	0.0	0.0	0.0	0.0	0.0	59.28	113.52	0.0	9.42	3.66	0.0	0.0	0.0	2.93	8.97	12.3	37.24	0.0	0.0	0.0	0.0	0.0	0.0	46.81	16.64	0.0	0.0	30.87	0.0	11.51	0.0	0.0	1.07	58.9	0.15	1.04	0.0	71.84	78.31	72.56
Cotl1	0.0	23.48	0.0	0.0	0.0	0.0	0.0	20.26	23.76	1.75	8.17	0.39	5.39	9.29	6.82	4.8	2.01	14.01	9.06	12.0	0.19	0.0	4.4	0.13	11.07	1.03	0.17	0.0	0.0	2.18	23.96	6.09	0.0	0.0	0.38	0.0	3.33	0.21	3.01	52.38	62.7	60.09
Cspg5	14.36	7.44	0.0	1.78	22.23	31.51	53.76	7.95	90.06	15.75	13.19	8.39	3.1	0.0	3.7	1.99	3.19	9.1	16.25	18.19	11.36	6.14	9.24	3.78	3.77	20.24	1.02	4.95	16.49	37.97	9.69	1.02	32.18	3.29	14.94	1.18	12.31	16.72	15.24	163.54	180.07	172.69
Csrnp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.93	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.83	0.72	12.73	12.69	6.34
Cxxc5	0.0	0.0	2.1	0.0	0.0	0.75	0.0	0.0	46.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.11	0.0	0.0	0.0	0.0	0.0	0.0	18.6	8.67	9.48	78.58	82.01	79.57
D330012F22Rik	0.38	0.12	0.3	0.64	2.55	0.55	0.19	1.35	92.96	0.23	0.3	0.56	0.4	0.15	0.4	22.88	0.62	0.2	0.45	0.18	1.12	16.42	0.8	1.13	0.48	0.49	2.22	0.22	16.97	7.05	0.34	0.46	1.07	0.39	26.67	0.08	8.44	9.07	9.23	5.35	5.2	6.08
Dazl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4	0.0	0.0	0.0	0.0	0.0	0.0	4.04	0.0	36.65	0.0	0.0	0.0	0.0	7.8	2.69	2.83	3.69	3.12	3.15
Dgkz	9.75	0.0	0.0	17.32	0.0	0.0	0.08	30.12	43.47	9.44	19.97	0.05	6.36	4.52	11.23	15.69	0.58	11.17	0.24	0.0	0.0	22.53	2.67	3.4	0.0	14.14	0.79	0.0	7.48	32.87	8.65	0.2	0.0	0.0	19.47	0.15	23.37	24.12	22.95	347.99	334.7	361.93
Dhps	10.69	0.0	0.0	0.0	10.6	0.0	0.0	81.6	162.55	10.73	6.48	0.0	0.0	49.06	44.43	0.0	18.16	0.0	0.0	2.15	0.0	0.0	10.69	61.69	0.0	0.17	14.27	0.0	0.0	15.46	0.0	0.0	0.0	75.49	5.33	3.05	6.06	7.57	13.52	44.39	45.73	43.52
Dhx34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.18	8.82	8.48	8.41
Dlgap4	1.89	10.4	0.0	0.84	55.83	0.15	0.0	0.0	122.46	18.8	25.84	41.3	2.27	23.72	28.42	24.77	58.36	16.56	29.81	35.86	56.39	28.91	10.0	7.37	2.03	36.36	15.45	0.57	12.32	12.92	18.59	0.16	0.0	0.0	24.01	0.03	17.59	17.58	18.22	141.07	142.88	143.51
Dlx6as2	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	6.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.07	0.08
Dnajb14	36.98	0.0	0.0	0.1	36.59	0.0	0.0	0.0	90.67	27.17	16.42	0.0	0.0	0.0	0.0	9.74	0.0	18.29	46.08	0.0	0.33	0.0	3.17	0.0	0.0	15.83	0.0	0.0	0.0	4.33	17.52	0.0	10.86	102.28	0.0	0.0	1.95	8.08	2.46	35.25	29.92	36.5
Dock6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	10.18	9.84	10.89
Dolpp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.14	8.59	39.12	0.08	0.0	0.05	0.05	0.0	0.0	0.0	0.0	47.01	83.77	0.0	4.2	0.0	0.0	1.01	2.41	0.13	1.87	4.04	94.81	0.0	0.0	142.21	52.32	1.18	18.71	6.31	12.06	19.51	18.87	19.4
Dpy19l4	29.77	0.0	0.0	0.0	86.72	0.0	0.0	0.0	142.43	34.76	0.0	0.0	0.0	4.76	13.93	0.0	0.68	0.0	29.74	0.0	2.32	26.18	22.66	0.36	0.0	4.88	0.08	0.0	0.0	9.13	0.96	0.0	0.0	0.0	0.1	11.29	1.9	2.53	2.09	16.65	14.41	17.73
Dusp15	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	130.46	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.22	0.0	0.44	0.0	0.0	0.0	0.03	2.59	2.8	1.69	21.46	25.05	20.83
Eftud2	8.6	3.95	6.34	87.06	4.13	2.67	47.94	91.86	293.06	0.0	0.0	41.08	14.96	0.06	7.24	0.7	0.36	6.59	35.77	12.04	90.46	118.77	45.07	0.06	1.41	0.06	41.4	48.86	62.16	40.71	0.17	38.26	146.32	0.0	5.54	0.05	50.68	57.02	54.32	79.12	82.12	77.62
Elf2	0.0	0.0	0.0	45.26	0.0	0.0	10.06	0.0	50.61	0.0	0.14	0.03	0.0	29.97	0.0	0.0	0.0	0.0	15.63	1.77	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.64	0.0	0.0	0.0	0.0	0.0	3.9	0.51	3.25	23.31	23.24	21.29
Entpd2	0.0	0.0	0.0	84.55	0.0	0.0	0.0	0.0	114.3	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.37	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0	10.25	11.24	10.95
Epb4.9	0.35	38.77	1.14	37.94	0.5	12.39	42.26	26.96	192.19	64.67	0.67	32.06	6.01	22.52	0.54	25.77	73.58	16.8	5.49	69.07	74.33	63.94	24.86	0.89	8.7	0.06	41.48	6.1	43.03	29.01	10.56	0.26	18.45	21.03	50.13	13.09	42.33	57.55	61.62	204.98	211.43	207.52
Evi2a	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	83.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	9.38	0.0	0.0	0.0	0.0	0.13	0.0	3.28	2.36	26.52	26.2	30.17	27.92
F420014N23Rik	0.0	0.59	0.19	0.33	1.86	0.37	9.18	0.64	60.09	0.48	0.32	0.71	0.64	0.49	0.51	0.16	0.28	0.0	0.0	0.29	0.39	0.14	0.0	0.27	0.31	0.1	0.23	18.96	0.69	0.23	0.48	0.52	1.17	1.75	0.13	0.42	1.8	1.5	0.45	6.44	6.02	6.05
Fabp12	0.0	0.0	0.3	0.75	0.0	0.0	0.0	0.0	0.89	0.06	0.29	0.03	0.22	0.14	0.04	0.0	0.0	0.45	0.0	0.1	0.12	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.38	0.0	0.0	0.0	0.24	0.27	0.0	0.15	0.12	0.05
Fam113b	1.88	0.0	0.0	0.26	0.0	0.0	0.0	0.0	7.3	0.0	0.0	0.36	0.0	1.78	2.03	0.53	0.0	1.79	0.0	2.73	1.79	0.0	4.72	0.39	3.01	0.1	0.38	0.25	0.0	0.6	2.23	0.0	0.0	0.0	0.0	0.0	6.0	1.89	6.82	5.82	5.98	5.16
Fam123c	0.0	0.0	0.0	0.0	0.0	0.48	4.06	14.9	49.52	40.36	17.38	0.0	0.44	0.05	0.0	0.0	20.02	0.0	1.41	0.0	0.75	0.06	0.0	0.0	0.0	5.18	0.0	1.31	0.1	0.0	0.0	1.35	0.0	0.0	11.83	20.88	4.62	6.27	5.54	19.12	21.66	19.68
Fam131a	33.9	12.01	4.2	13.08	0.0	86.48	78.3	103.88	135.51	19.15	9.57	9.99	20.74	28.93	19.62	2.57	0.0	49.52	4.85	8.03	60.96	104.93	0.0	6.23	0.0	34.87	6.14	0.0	0.0	111.57	0.38	17.81	0.0	203.68	7.79	2.44	131.91	175.71	155.73	317.46	331.18	308.03
Fam198a	0.18	0.06	0.0	0.27	1.22	0.11	0.0	0.4	74.28	0.05	0.13	0.03	0.08	0.08	0.0	0.0	0.19	0.0	0.08	0.0	0.06	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	1.35	0.0	0.05	0.0	0.14	0.0	0.03	1.64	0.12	0.21	6.38	5.48	5.09
Fam71f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	1.03	1.61	0.79
Fam92b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.72	0.09
Fbxl13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	2.32	0.0	0.41	0.29	0.24
Fbxl22	0.0	0.0	3.58	0.0	0.0	0.0	0.0	0.0	38.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	6.19	0.0	0.0	33.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.71	0.0	0.24	0.5	0.3
Fkbp11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.42	0.0	21.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.66	56.03	0.0	0.0	0.93	0.0	0.0	87.61	0.0	0.0	0.0	13.98	0.0	0.0	0.0	0.0	86.84	0.0	0.0	0.0	1.5	2.79	1.57	2.16
Frmpd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.09	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.01	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	5.77	6.14	7.76
Gabrg3	0.0	0.0	0.0	11.98	0.0	11.33	0.0	19.22	206.79	0.0	0.0	0.05	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	137.36	9.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.42	0.0	0.0	0.0	0.0	0.0	0.0	11.94	9.8	8.21	11.66	9.14	9.34
Gja6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.34	0.0	0.25	0.37	0.41
Gm10069	4.26	0.0	2.63	5.69	19.04	0.19	0.0	0.27	124.89	2.07	0.99	0.08	63.44	0.0	0.0	12.47	0.0	0.6	0.0	0.25	0.08	5.3	24.04	7.97	0.0	40.69	2.29	0.42	0.72	0.22	0.81	0.58	5.84	0.0	23.84	0.1	0.65	1.71	0.68	3.65	3.6	3.81
Gm13306	0.0	0.0	28.87	0.0	0.0	0.0	23.86	17.1	4.28	1.46	0.3	0.03	0.0	0.0	0.0	0.0	5.37	0.27	0.0	0.0	4.8	0.0	0.77	0.0	0.29	2.79	1.65	0.13	0.0	29.61	0.0	4.89	0.0	0.0	7.83	1.88	61.27	76.52	71.98	30.63	28.29	22.96
Gm13710	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	4.29	0.0	0.0	0.0	0.0	0.27	0.98	0.0	1.03	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	1.14	1.27
Gm2506	0.0	0.0	28.87	0.0	0.0	0.0	23.86	17.1	4.28	1.46	0.3	0.03	0.0	0.0	0.0	0.0	5.37	0.27	0.0	0.0	4.8	0.0	0.77	0.0	0.29	2.79	1.65	0.13	0.0	29.61	0.0	4.89	0.0	0.0	7.83	1.88	61.27	76.52	71.98	30.63	28.29	22.96
Gm5434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.15	0.0	0.0	0.0	0.0	0.21	0.25	0.49	0.0	0.25	0.16
Gm6904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0
