	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_48	Htr3a_tdTpositive_cell_18	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_96	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Bace2	15.34	0.0	0.0	0.0	0.0	34.8	0.0	0.0	0.0	0.0	0.0	9.22	32.09	33.25	8.22	20.9	14.87	20.16	26.55	0.0	5.54	0.0	0.0	0.34	0.28	2.63	0.0	1.97	0.0	3.29	0.0	0.0	47.96	0.0	0.0	3.06	0.0	3.13	3.15	2.8
Cacna1e	46.96	0.0	0.0	36.75	0.03	49.44	1.72	19.72	0.67	26.78	10.17	68.63	61.95	52.8	47.18	52.21	61.29	64.15	95.05	71.94	55.34	24.05	19.38	52.61	57.48	48.36	63.49	46.05	4.02	46.37	14.91	43.0	89.96	4.01	0.33	40.41	24.27	78.28	66.78	84.4
Capn1	0.0	0.5	0.0	4.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.83	1.16	0.0	0.0	0.0	1.66	0.0	0.37	0.81	0.0	2.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.78	0.0	0.0	5.77	0.0	20.82	21.05	20.65
Ccnk	11.2	7.74	0.0	0.0	0.0	10.51	4.56	0.0	0.0	0.16	0.0	2.09	0.05	0.0	0.13	0.0	0.44	0.0	0.0	0.0	5.14	0.0	15.55	0.0	0.0	0.0	0.24	0.19	12.08	12.36	0.0	0.0	18.52	1.24	0.76	0.0	2.66	22.91	23.23	19.85
Cntn2	0.58	5.7	0.0	0.79	0.0	0.15	0.0	0.17	0.08	0.14	0.18	1.08	0.0	13.2	0.58	0.32	6.6	5.81	9.98	8.33	0.44	0.17	0.11	3.79	0.0	0.08	6.26	0.74	0.05	0.83	0.13	0.04	17.71	0.34	0.0	0.45	0.21	41.44	42.63	43.21
Csnk1d	0.86	0.0	17.07	0.0	29.12	0.0	47.3	0.0	0.0	0.0	17.98	2.65	53.24	0.04	3.89	10.86	0.0	0.0	2.99	45.89	0.3	0.94	0.0	31.31	0.0	0.0	11.63	36.21	1.45	3.64	42.97	5.35	64.61	11.83	0.0	26.1	52.0	101.99	102.88	96.3
D930028M14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.49	0.0	0.0	29.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.47	0.0	0.0	0.0	0.0	0.56	0.21	0.73
Dear1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.13	0.0	0.0	0.0	0.0	1.68	1.03	1.9
Def6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4	0.0	0.0	0.0	0.0	2.04	2.46	2.87
Fam181b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.37	0.0	0.0	0.0	0.0	18.33	19.15	18.37
Fam57a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.64	0.0	0.0	0.0	0.0	15.81	16.02	16.2
Fut4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.19	0.0	0.0	0.0	0.12	0.29	0.46	0.22
Gas1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	6.95	8.27	9.45
Gm16515	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	8.97	8.39	8.58
Gm4303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Grin3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	2.77	0.0	0.0	0.0	0.0	0.87	0.48	0.75
Hk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.68	0.0	0.0	0.0	0.0	1.42	1.28	1.21
Irf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.23	0.24	0.19
Isg15	0.0	0.42	0.0	0.96	0.0	0.37	0.0	0.48	1.91	1.2	0.58	3.8	0.0	0.18	0.43	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	2.14	0.0	0.43	0.0	0.0	0.24	0.0	0.0	21.08	0.0	0.0	0.0	5.53	6.27	6.47	7.46
Jun	0.0	4.95	0.0	12.42	0.0	7.98	0.0	0.0	0.0	0.0	0.0	0.0	3.21	5.36	7.5	5.52	0.0	4.18	9.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	2.24	0.0	0.0	0.0	20.56	28.64	6.42	5.29	9.53	0.0	53.49	56.93	45.35
Jup	0.0	0.06	0.0	0.0	0.0	0.0	0.0	12.38	0.0	0.0	4.46	1.61	7.2	12.7	3.53	4.03	0.84	13.77	0.69	0.0	0.0	0.05	0.0	0.7	0.0	0.0	2.02	0.0	0.0	1.18	0.0	0.0	18.69	3.23	5.07	0.0	0.09	21.71	21.05	21.91
Kcnv1	0.99	0.0	0.0	1.36	0.0	24.8	0.0	0.0	0.0	0.0	0.0	47.77	33.94	35.34	7.49	29.47	7.87	64.58	46.59	29.3	55.95	3.23	0.0	8.96	4.8	0.0	47.08	15.87	0.0	21.8	0.03	0.0	42.98	0.0	0.0	37.91	30.13	63.37	52.87	60.46
Krt7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.42	0.0	33.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.49	0.0	0.0	0.0	0.0	0.31	0.12	0.19
Lamb1	0.0	7.08	0.0	5.74	10.26	0.0	0.0	0.44	0.09	0.0	0.0	0.0	2.1	0.0	24.54	0.0	6.11	17.33	0.0	0.0	0.0	0.0	0.0	1.55	0.0	1.01	4.73	19.0	0.0	0.0	0.04	0.08	48.53	0.0	0.0	23.12	0.07	10.49	10.83	9.87
Lmbr1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	1.63	0.0	0.0	0.0	0.0	10.73	11.03	8.7
Lmo4	23.05	1.08	0.0	15.79	0.0	98.19	0.0	0.0	0.0	0.0	0.0	19.66	35.81	58.7	34.71	25.29	84.1	23.33	51.78	54.9	32.42	222.92	0.0	54.17	1.08	9.15	35.52	107.45	0.12	93.93	0.0	3.48	91.86	19.48	0.0	29.92	0.0	298.47	316.98	286.88
Lrfn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	4.1	0.0	0.0	0.0	0.0	13.23	13.55	16.41
Lypd1	37.54	39.99	0.0	3.71	0.0	65.14	0.0	0.0	0.0	0.0	0.0	69.43	142.58	89.24	74.87	88.54	46.91	50.49	38.71	111.05	40.21	30.01	0.0	114.35	85.75	130.23	80.73	149.35	0.0	0.0	0.0	0.0	146.45	0.0	0.0	0.0	0.0	88.97	94.74	96.71
Mocos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.39	0.0	0.0	0.0	0.0	25.01	0.0	1.54	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.49	0.0	0.0	0.0	0.0	1.58	1.96	2.05
Nnat	71.98	0.0	0.0	158.09	0.0	349.75	0.0	0.0	0.0	0.0	0.0	167.8	238.48	11.72	60.39	72.75	79.58	21.09	103.34	96.59	20.32	153.01	0.0	119.18	36.76	4.61	57.97	89.5	0.0	274.07	14.53	0.0	100.28	52.02	8.2	31.29	18.01	263.05	306.83	281.49
Nod1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	3.64	4.16	4.51
Npy	138375.8	56190.59	13918.43	173305.25	1.6	115124.65	12448.57	43922.94	42632.64	77711.12	63494.68	132042.44	134232.96	130357.56	120987.76	122154.33	122963.43	126501.28	98464.67	102118.34	130527.91	173863.58	45711.04	166048.87	191162.16	154857.31	110523.31	151963.58	28240.98	180453.32	48343.46	38762.64	128781.07	70964.58	49931.63	95298.15	65353.97	214.21	196.57	200.76
Pcdha10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	60.76	0.0	0.0	0.0	0.0	4.13	5.56	4.53
Pcsk2	180.69	2.54	101.8	221.77	0.82	128.1	13.01	0.0	55.9	82.98	42.32	158.34	57.13	132.07	204.8	234.47	48.61	290.57	306.38	110.52	102.44	48.65	0.0	162.06	89.7	37.92	189.76	139.03	41.04	128.49	0.67	0.65	220.11	46.2	0.21	179.01	1.55	244.72	241.91	241.58
Pmepa1	1.82	0.0	0.0	2.25	0.0	8.61	0.0	0.0	13.9	0.0	0.0	0.61	0.0	0.62	0.0	17.82	0.0	6.03	5.34	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.69	1.57	0.0	0.0	0.03	4.22	24.99	1.12	1.36	5.03	11.88	33.96	33.05	32.31
Popdc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.54	0.0	0.0	0.0	0.0	0.49	0.3	0.4
Ppl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.66	0.71	0.5
Prss41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.42	0.0	0.0	0.0	0.0	0.18	0.17	0.28
Psg26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rcor2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.0	0.0	13.06	0.0	0.0	0.0	0.0	12.31	15.3	13.41
Rhox12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.01	0.0	0.0
Rps6ka6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.09	11.9	0.0	0.0	0.0	17.96	0.04	0.0	0.0	0.36	0.0	0.0	0.0	28.73	0.0	0.0	0.0	8.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.22	0.0	0.0	0.0	0.0	3.62	2.94	3.43
Sbno2	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.03	0.39	0.0	0.0	11.22	0.0	0.0	0.0	0.0	11.04	12.05	12.55
Shmt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.04	0.0	0.0	0.0	0.0	2.45	2.8	2.76
Slc22a13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.61	0.0	0.0	0.0	0.0	0.1	0.15	0.08
Slc7a11	1.93	3.48	2.83	3.77	3.79	6.06	1.98	1.32	0.68	4.41	6.7	8.62	4.89	7.96	5.01	4.56	5.42	6.51	6.74	5.74	5.27	4.28	3.12	5.67	4.92	2.89	3.85	5.88	4.06	3.97	3.73	2.35	8.08	2.07	2.8	6.1	2.21	18.95	17.06	17.43
Snora21	0.0	0.0	0.0	9.33	0.0	29.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.07	0.0	0.0	0.0	0.0	40.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.87	0.0	0.0	28.76	0.0	0.0	59.52	0.0	0.0	0.0	0.0	0.0	2.02	0.0
Spdef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.69	0.0	0.0	0.0	0.0	0.16	0.31	0.22
Ssh3	3.29	5.91	2.51	69.53	11.43	79.43	0.0	0.0	1.32	0.0	34.9	10.02	4.42	0.06	0.0	31.83	0.0	0.0	0.0	54.4	29.4	0.0	0.0	17.75	0.0	0.0	0.0	26.79	2.64	32.47	0.9	25.27	90.07	0.0	0.0	0.0	0.0	29.63	30.64	31.84
Stat5a	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25	0.0	0.0	0.0	0.0	0.96	0.83	1.11
Tbc1d1	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.59	6.11	0.0	2.61	0.0	1.14	0.0	1.94	1.87	0.0	1.03	0.0	7.71	0.0	0.0	23.31	0.0	0.0	0.0	1.2	12.2	12.12	11.44
Tekt5	8.74	69.49	0.0	0.0	0.0	63.59	0.0	0.0	0.0	0.0	114.57	49.98	64.63	0.0	0.0	55.96	107.41	38.68	0.0	126.2	88.11	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	132.73	0.0	0.0	0.0	0.0	10.63	9.69	11.67
Tnnt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.79	0.0	0.0	0.0	0.0	10.36	7.11	8.46
Tuba3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.21	0.0
Uchl1	700.12	346.83	70.6	514.54	467.22	662.53	308.95	508.43	213.24	327.49	395.02	506.7	577.97	525.12	795.52	871.67	579.14	878.04	735.65	471.72	498.49	559.7	254.5	593.4	624.32	488.6	712.79	527.26	145.79	635.74	267.94	183.58	908.08	413.47	286.83	731.88	460.58	895.01	1014.62	912.5
Ung	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.31	0.19	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	2.34	3.2	2.15
Vat1	9.84	0.0	0.0	6.51	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.3	0.0	18.75	20.47	4.03	0.0	3.26	0.7	0.0	1.44	1.82	0.0	10.75	3.05	0.0	9.09	3.28	0.0	0.25	0.0	1.25	30.84	0.0	4.65	4.61	0.0	25.86	30.28	27.81
c10_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.45	0.0	0.0	0.0	0.0	5.15	6.35	5.7
