	Calb2_tdTpositive_cell_39	Calb2_tdTpositive_cell_51	Chrna2_tdTpositive_cell_58	Ctgf_tdTpositive_cell_3	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_9	Cux2_tdTpositive_cell_56	Cux2_tdTnegative_cell_12	Ndnf_tdTpositive_cell_7	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_18	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_13	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_33	Rorb_tdTpositive_cell_38	Scnn1a.Tg2_tdTnegative_cell_8	Scnn1a.Tg3_tdTpositive_cell_7	Scnn1a.Tg3_tdTpositive_cell_44	Scnn1a.Tg3_tdTpositive_cell_55	Scnn1a.Tg3_tdTpositive_cell_56	Scnn1a.Tg3_tdTpositive_cell_94	Scnn1a.Tg3_tdTpositive_cell_97	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_12	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Calhm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Cand1	25.9	31.34	110.68	0.0	18.44	24.01	4.57	0.0	0.0	16.45	8.18	22.66	31.89	1.22	28.4	17.64	0.01	0.01	33.08	0.12	17.77	0.48	39.5	30.81	10.28	15.94	14.55	16.18	27.37	54.24	53.15	51.65
Ccar1	0.35	25.61	152.89	0.0	74.01	80.81	99.05	0.0	0.0	0.0	246.63	68.5	45.75	21.29	37.38	68.9	0.05	95.47	162.18	0.11	0.0	42.29	2.43	105.41	16.1	71.01	66.46	55.21	135.55	26.15	23.19	25.91
Cd226	0.0	0.46	13.58	0.0	0.38	0.0	0.51	0.0	0.0	1.11	0.0	0.64	0.0	1.33	0.59	0.0	0.05	0.93	0.0	0.14	0.0	1.85	0.0	0.72	0.0	0.14	1.13	0.16	0.23	0.6	0.26	0.19
Cd3eap	56.68	5.13	147.58	0.41	12.28	1.63	0.98	0.67	6.21	28.88	19.27	0.9	2.25	11.43	17.81	30.12	2.37	83.13	1.39	3.45	0.39	0.77	2.08	8.98	88.13	18.24	28.4	29.87	159.39	19.41	22.14	18.26
Cdc45	0.0	5.82	130.13	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.06	0.0	0.0	0.0	0.0	0.0	148.58	0.39	1.88	3.55	1.59	0.0	1.69	2.02	1.86
Cdh11	72.5	71.02	265.39	79.81	0.02	133.27	0.13	0.0	0.0	4.68	88.33	3.67	140.84	24.42	10.2	0.0	0.84	17.29	74.02	6.98	0.0	0.0	5.25	13.74	0.45	49.64	51.32	44.2	0.0	43.59	39.82	42.37
Cdh19	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26	3.74	5.13
Cdk5rap1	137.92	0.0	227.83	0.0	0.05	1.05	0.0	0.0	0.0	0.2	0.22	0.0	0.0	0.0	129.18	0.0	0.06	0.0	0.0	0.0	0.0	0.0	16.42	0.26	0.0	22.61	16.73	17.95	0.74	8.51	8.06	9.06
Cib1	0.0	0.0	110.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	3.03	0.44	0.0	19.59	20.52	20.1
Ckap2	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.86	0.71
Crlf3	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.0	0.0	0.0	0.0	0.51	1.47	0.59	0.0	13.6	14.66	11.01
Crocc	0.0	3.36	12.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	7.27	0.0	1.0	0.0	0.26	0.0	0.0	0.02	0.0	0.0	0.0	0.73	4.23	0.38	0.87	0.66	0.0	38.22	41.61	42.48
Cryz	0.0	0.0	84.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.16	67.94	188.23	0.0	0.0	0.0	0.05	0.0	0.0	4.82	0.0	0.0	28.64	23.36	25.0	0.0	15.79	16.25	14.41
Ctf1	0.0	0.0	18.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	1.58	0.0	1.42	1.86	2.03
Ctnna2	16.19	2.52	240.3	0.0	0.13	0.41	0.0	0.0	0.0	22.47	0.86	11.89	0.11	0.6	46.19	65.67	0.0	8.22	0.07	55.18	0.0	0.0	8.68	0.04	9.26	13.12	6.84	7.44	12.8	89.21	93.31	92.12
D6Mm5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Dbnl	0.0	36.54	204.92	0.0	0.0	0.7	0.0	0.0	0.0	0.17	0.0	7.65	0.51	115.61	41.22	0.0	11.34	81.78	106.94	18.35	0.0	0.0	0.0	0.15	20.81	23.88	34.78	21.88	70.82	58.85	63.6	67.0
Dyrk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Eaf2	0.38	0.0	22.03	0.0	4.18	0.27	0.0	0.0	0.0	0.0	6.78	1.3	0.0	2.94	15.82	0.0	0.7	0.2	2.49	1.75	0.0	3.71	8.27	0.0	19.15	5.24	3.53	4.72	8.59	3.34	3.48	3.74
Esd	155.78	169.02	576.02	264.64	202.31	145.94	109.93	0.0	0.0	330.68	97.37	150.53	143.14	374.99	177.22	391.71	180.68	217.71	304.01	168.9	185.55	129.24	47.31	112.28	261.23	240.61	203.8	229.19	231.32	73.14	72.38	67.11
Fam132b	0.0	0.0	14.27	0.0	0.0	0.0	8.36	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	1.95	2.71	0.0	0.88	0.73	0.76
Foxi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Fzd2	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.59	8.83	7.59
Gas2l3	2.79	4.44	19.89	1.66	1.13	2.42	3.73	2.74	0.86	4.52	3.33	0.75	2.26	2.05	1.91	1.98	2.41	2.79	3.36	5.08	0.65	3.36	2.34	1.54	2.03	4.52	5.07	3.52	3.97	1.16	0.69	1.15
Gga1	0.0	0.0	2.32	0.0	27.26	0.27	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.54	0.28	0.0	0.85	0.04	0.02	0.65	0.0	0.0	0.09	0.0	0.0	1.47	1.02	0.91	0.0	52.2	55.13	54.96
Gjb1	0.0	0.0	51.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.85	0.0	12.88	13.64	15.77
Gkn3	0.0	0.0	29.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	5.92	5.7	4.65
Gldc	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.51	21.45	21.4
Gm10373	0.0	0.0	0.66	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm10635	0.25	0.16	296.63	0.0	0.68	0.11	0.16	0.0	0.0	0.0	0.03	0.02	0.21	0.39	0.12	0.16	0.08	0.03	0.18	0.13	0.06	0.45	0.1	0.21	0.26	2.79	0.54	1.48	0.08	2.45	1.99	1.65
Gm12794	0.0	0.0	1.43	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm14430	0.0	0.0	34.12	0.0	0.0	22.15	0.0	0.0	0.25	22.67	0.0	20.62	0.0	1.5	8.62	0.0	0.0	0.0	0.0	0.37	0.0	3.08	19.44	1.41	29.73	4.14	5.97	4.22	2.99	7.67	5.07	7.49
Gm14434	0.0	0.0	34.12	0.0	0.0	22.15	0.0	0.0	0.25	22.67	0.0	20.62	0.0	1.5	8.62	0.0	0.0	0.0	0.0	0.37	0.0	3.08	19.44	1.41	29.73	4.14	5.97	4.22	2.99	7.67	5.07	7.49
Gm14436	26.95	1.79	62.17	0.0	10.99	8.45	14.37	14.67	1.28	1.71	1.0	2.34	27.57	5.13	2.5	2.92	2.65	5.41	6.44	1.71	1.57	2.83	2.84	1.91	2.84	4.48	6.7	6.44	3.46	18.0	12.5	20.39
Gm4724	0.0	0.0	34.12	0.0	0.0	22.15	0.0	0.0	0.25	22.67	0.0	20.62	0.0	1.5	8.62	0.0	0.0	0.0	0.0	0.37	0.0	3.08	19.44	1.41	29.73	4.14	5.97	4.22	2.99	7.67	5.07	7.49
Gm5111	0.0	0.0	106.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.2	0.76
Gm5113	23.44	20.91	198.94	36.68	110.06	15.96	37.75	21.86	28.46	19.08	8.59	11.97	74.1	18.67	15.0	20.91	19.46	15.71	16.39	22.23	4.31	20.14	23.44	7.84	10.24	24.36	25.74	29.45	22.92	19.33	18.27	19.75
Gm9962	2.78	0.0	66.34	0.0	1.08	0.0	0.85	0.0	0.0	1.51	0.47	0.7	0.14	0.56	1.07	1.36	0.8	0.23	0.43	1.19	0.0	0.0	1.82	0.51	0.13	8.43	13.01	3.35	0.74	3.1	4.43	5.0
Gnb1l	0.0	0.0	72.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19	0.0	0.0	0.0	0.0	0.0	2.5	3.84	3.87	0.0	2.57	2.68	2.7
Gnl3	0.0	0.0	160.82	0.0	0.0	3.3	0.0	0.0	0.0	25.01	91.74	102.64	94.66	120.33	0.0	148.3	11.52	0.0	97.22	150.4	0.0	0.0	0.0	0.74	50.9	32.47	50.17	58.63	68.8	25.91	25.76	24.26
Golph3l	0.0	159.66	336.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1	100.66	0.0	0.18	0.0	0.0	0.0	0.0	0.0	129.15	0.0	0.0	0.0	37.64	109.39	20.78	27.14	32.76	0.0	15.76	14.55	14.31
Gpr161	0.0	1.03	1.51	0.0	0.11	0.21	0.0	0.0	0.0	0.27	0.0	0.05	0.18	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.16	0.94	0.0	0.0	0.0	0.0	0.0	7.88	7.52	7.83
H2-T10	0.0	0.35	10.24	0.06	0.88	0.29	0.76	0.36	0.39	0.0	0.87	0.15	0.12	0.62	0.65	13.0	0.0	0.2	1.6	0.52	0.28	0.26	1.4	0.07	0.2	1.87	1.88	1.35	3.88	2.3	1.82	1.97
Hck	0.0	0.0	18.35	0.0	0.0	0.0	0.0	340.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	1.47	1.96	2.59
Hhla1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Hrk	0.0	0.04	5.5	0.0	0.06	0.0	0.07	0.09	0.0	0.0	0.0	0.52	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.05	0.06	0.06	2.31	4.31	2.24	0.07	27.79	26.86	26.7
Id4	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.2	80.22	74.97
Il10rb	0.0	0.0	98.23	0.22	0.0	14.57	0.0	380.11	1808.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44	2.44	0.0	0.0	9.88	9.96	11.25
Kbtbd3	110.36	0.86	223.42	0.0	229.65	1.4	0.0	0.0	0.0	0.0	0.0	4.81	0.0	0.18	0.0	0.0	18.11	2.34	42.22	7.81	112.89	0.0	47.9	26.46	34.25	43.66	23.8	30.01	61.46	6.04	5.69	6.46
Kbtbd8	0.0	0.0	163.4	0.0	0.0	0.0	271.15	0.0	0.0	0.0	40.95	0.02	0.04	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.18	0.0	0.24	1.05	3.8	1.03	0.0	5.09	4.16	5.33
Kcnk6	0.61	1.76	10.89	0.74	1.21	1.14	1.25	0.12	0.88	1.05	1.28	0.77	0.28	0.24	0.66	0.58	1.18	0.95	1.38	1.94	0.05	1.01	1.46	1.47	0.33	0.39	0.09	0.83	2.67	3.52	2.75	3.76
Kremen2	1.02	1.57	3.86	3.5	3.83	1.25	0.56	0.0	2.78	0.73	0.35	0.1	0.61	2.14	0.99	0.5	3.08	0.64	2.45	1.88	0.1	0.51	1.98	1.36	0.29	1.42	0.86	0.48	1.2	1.69	2.05	1.78
Lrba	0.0	0.18	2.08	0.0	8.56	2.91	0.0	0.12	0.0	0.0	0.0	0.01	0.0	0.04	1.4	0.1	0.1	0.06	0.03	0.01	0.0	0.0	0.24	2.84	0.06	1.46	1.12	1.2	0.43	11.64	11.34	12.43
Mal2	73.15	216.78	1703.22	0.0	172.91	95.66	21.3	0.0	0.0	280.61	182.9	312.99	39.94	162.48	177.59	204.15	44.93	78.16	426.77	301.4	0.0	236.95	300.47	257.93	213.62	105.97	82.81	113.34	39.84	179.73	179.68	167.52
March8	0.0	0.98	73.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.28	0.0	0.0	0.0	7.06	0.0	0.0	0.0	0.0	0.0	0.0	2.29	0.23	2.51	25.84	35.97	35.62	36.66
Mcoln1	0.0	0.0	119.96	0.0	0.05	10.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	1.86	0.0	14.65	0.0	0.0	0.0	0.26	0.55	1.65	5.89	9.79	0.0	73.08	72.26	71.39
Megf10	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.05	8.99	11.61
Mertk	0.44	0.0	0.65	0.0	0.12	0.0	0.15	0.38	0.44	0.0	0.12	0.0	0.0	0.12	0.53	0.0	0.05	0.09	0.08	0.07	0.0	0.16	0.31	0.1	0.0	0.17	0.09	0.0	0.0	25.29	21.03	26.02
Mgat1	0.21	0.0	84.23	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	38.72	2.87	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.27	0.22	2.74	3.85	5.55	11.52	43.12	47.31	46.19
Mier1	14.09	58.55	135.84	381.02	16.5	108.93	24.3	0.0	0.0	111.31	41.4	49.78	0.04	56.58	7.75	17.16	41.92	15.37	0.0	121.88	57.75	0.12	31.07	70.64	72.77	29.53	29.16	29.27	4.01	22.87	21.42	21.91
