	Calb2_tdTpositive_cell_53	Ctgf_tdTpositive_cell_3	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_24	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_56	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_79	Pvalb_tdTpositive_cell_85	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_22	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Btn2a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.94	0.0	169.95	0.0	0.04	62.66	0.0	0.0	1.19	1.06	1.33
Caml	0.0	0.0	0.0	22.11	11.03	237.04	68.19	58.07	61.19	1.72	191.38	38.05	0.6	4.49	6.74	54.81	45.42	46.05	40.27
Ccdc62	0.0	0.1	0.0	0.0	0.0	0.0	1.97	0.21	0.0	0.0	32.71	0.0	3.97	0.0	4.34	0.0	2.13	2.16	2.32
Ccl17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54	0.0	0.0	0.0	0.0	0.0	1.63	0.58	2.53
Ccl6	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.31	0.27	0.42	2.16	3.01	1.94
Cdkl3	0.0	0.0	0.0	0.0	0.42	0.0	39.11	0.0	0.0	0.0	71.23	30.92	5.68	0.0	0.0	0.09	7.67	7.93	7.93
Cldn7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.32
Col5a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.53	0.0	0.0	0.0	12.37	11.78	14.13
Cotl1	39.02	0.0	42.95	0.0	7.64	3.69	4.45	18.85	0.0	0.32	40.46	3.27	4.8	1.62	13.8	4.93	52.38	62.7	60.09
Cradd	0.0	0.0	0.0	21.3	0.0	0.0	0.0	5.49	0.31	0.0	50.69	14.18	0.0	0.0	0.0	0.12	5.03	4.77	5.31
Crygn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.73	0.0	0.0	0.0	0.0	0.0	0.34	1.46	0.35
Ctsk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.32	0.0	0.0	0.0	0.0	0.0	5.73	6.29	6.19
Cxcr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	1.15	1.08	1.53
Cyp2d37-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp7b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.02	0.0	0.0	104.2	0.13	0.95	0.0	0.0	31.78	13.12	12.19	13.12
D730005E14Rik	0.0	0.0	0.19	0.21	0.49	0.0	0.17	0.25	0.21	0.24	1.14	0.3	0.22	0.48	0.34	0.44	0.78	0.6	0.59
Daglb	0.0	0.0	12.07	26.76	0.0	0.0	51.8	32.07	47.2	15.4	99.35	13.49	26.62	3.61	35.38	0.0	30.25	32.11	29.22
Dars2	0.33	0.56	0.19	0.56	0.24	0.26	0.13	0.86	0.0	0.64	127.99	1.54	0.29	0.64	29.03	38.72	15.36	14.16	13.53
Dck	0.0	0.0	4.35	18.6	11.8	0.15	0.0	0.0	0.0	0.0	171.33	0.09	0.0	5.54	0.0	0.0	23.88	26.51	24.32
Ddrgk1	0.0	0.0	46.71	44.78	0.0	0.0	0.0	22.86	6.91	0.0	170.88	0.0	39.84	95.18	31.75	40.92	87.55	100.78	87.95
Dnajb12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.3	12.83	28.65	0.0	0.0	36.14	39.49	40.05	39.97
Dpep2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.12
Dpp8	1.58	0.0	28.43	0.0	10.53	0.0	0.0	3.38	1.64	0.0	57.54	0.0	0.0	3.53	0.0	4.46	130.84	120.47	130.76
E130311K13Rik	7.85	0.61	12.94	4.66	1.75	14.12	2.23	1.15	1.55	3.06	45.76	1.86	1.58	2.71	1.72	2.12	10.83	10.52	11.46
Echdc1	0.0	0.0	20.03	0.0	43.02	0.0	0.0	55.32	54.26	21.06	164.33	32.71	22.68	17.45	6.89	32.91	12.07	11.32	13.48
Fam125b	0.0	0.0	4.86	1.22	0.0	0.0	1.51	0.0	0.1	0.0	8.78	0.0	0.0	0.0	0.0	0.04	57.54	59.6	60.07
Fam189a1	0.0	0.0	18.55	17.99	0.92	0.38	44.47	0.59	16.11	30.24	49.02	21.13	35.85	1.27	0.58	1.09	47.7	48.05	48.23
Fam20b	0.13	0.34	25.95	8.3	4.45	7.03	29.91	43.75	1.11	34.43	92.83	36.89	43.73	15.62	30.12	26.47	66.59	62.85	61.86
Fam92b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.01	11.06	0.0	0.0	0.0	0.0	0.93	0.72	0.09
Fan1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.08	0.0	0.0	0.0	0.0	0.0	7.54	8.08	8.45
Fbxl14	0.29	0.0	0.48	0.74	0.0	0.11	0.27	0.08	0.31	0.41	17.12	7.09	0.46	3.51	1.07	0.11	15.44	17.6	15.44
Fchsd2	0.0	0.0	1.89	0.0	0.0	0.0	0.85	0.0	7.21	42.71	112.8	7.11	27.83	0.3	0.0	5.43	28.95	27.97	29.37
Fli1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.78	0.0	0.0	0.0	0.0	0.0	2.36	2.04	2.67
Foxp1	0.49	0.0	1.88	16.06	9.19	1.57	0.04	14.51	2.11	0.29	43.37	0.0	12.53	0.91	0.95	0.09	40.99	39.15	40.35
Gm12060	0.0	3.96	0.0	0.0	0.0	0.0	0.0	2.13	2.3	1.77	69.22	1.14	0.56	0.0	0.0	1.62	1.28	0.79	0.43
Gm13718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.82	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.03
Gm3833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4636	0.0	1.74	15.86	0.0	0.0	0.0	0.0	0.55	0.16	0.0	41.39	0.08	0.0	17.62	0.06	0.12	2.96	2.71	2.71
Gm4884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.04
Gpsm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	67.76	0.0	0.0	0.0	0.0	0.0	11.04	11.1	11.11
Grxcr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gsg1l	0.0	0.0	0.0	0.8	0.0	0.02	0.0	0.1	0.0	0.13	43.17	49.03	39.2	0.0	0.09	0.0	68.85	61.79	72.47
Gypc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	2.54	2.01	1.59
Hdac8	0.0	0.0	0.0	0.0	0.0	0.0	70.45	0.0	0.0	0.0	196.48	6.04	0.0	1.28	1.64	58.69	14.65	12.66	15.31
Hey2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	3.71	3.67	3.87
Hhex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	2.76	2.49	3.65
Hipk2	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.37	0.0	0.0	0.0	0.11	0.0	28.24	24.43	35.6
Hpdl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.5	0.0	0.0	0.0	0.0	0.0	1.87	1.7	2.25
Hps6	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	12.54	0.0	2.73	0.0	0.0	0.0	6.08	5.86	6.42
Ikbkap	0.0	0.0	0.0	23.52	3.54	1.03	0.05	31.98	24.71	32.1	83.94	0.36	18.09	3.27	33.98	45.67	36.64	38.77	35.93
Kcnh3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.49	0.0	0.0	0.0	0.0	0.0	113.3	118.14	114.28
Kcnk2	0.0	104.66	20.97	1.16	23.59	0.0	0.0	0.0	2.54	0.68	45.54	0.0	0.12	0.0	1.44	0.0	49.18	51.42	47.87
Krtap20-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lhfpl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	10.23	11.27	10.89
Lpar4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	0.0	0.0	0.0	0.0	1.02	0.92	0.96
Lrrc24	0.0	0.0	0.0	8.17	0.0	43.76	28.23	0.0	0.0	0.0	109.53	0.88	0.0	4.62	0.0	39.06	36.81	39.49	37.56
Lrrc33	0.0	0.0	0.39	0.22	0.38	0.37	0.0	0.23	0.18	0.44	49.5	0.31	0.79	0.13	0.0	0.38	4.27	5.47	4.64
Lsp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	5.42	6.11	4.93
Lta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.15
Ltbp3	0.0	0.0	0.0	0.0	0.0	2.88	0.0	6.57	0.1	0.0	29.48	0.0	0.0	3.68	2.46	1.63	15.75	17.07	19.52
Ly6g6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.51	0.48	0.53
Lypd6b	0.27	0.0	41.94	0.0	0.85	131.81	0.98	10.71	0.0	8.59	236.77	11.4	0.18	58.18	0.49	0.26	14.7	15.25	13.06
Macrod2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	0.0	0.0	51.55	0.89	0.0	0.0	0.42	0.1	29.11	28.47	30.48
Mbnl3	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.03	0.04	0.0	0.0	0.0	0.0	0.0	0.18	0.07	0.12
Mcl1	0.0	0.0	0.8	16.27	4.28	48.7	0.66	3.71	0.15	0.0	46.04	0.0	4.31	30.21	4.66	38.02	55.64	57.34	46.71
Mfsd2b	0.17	10.07	2.27	2.09	1.88	4.21	2.0	2.13	0.75	2.74	33.0	2.17	1.63	1.42	3.15	1.55	2.0	1.6	1.68
Mir3074-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.76	0.0	0.0	0.0	0.0	0.0	4.06	5.39	8.37
Mllt4	0.0	0.0	0.19	1.34	0.0	2.45	0.0	2.06	0.0	0.03	28.62	0.0	0.0	0.17	0.53	14.69	42.53	41.5	42.39
Mndal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	1.71	1.13	1.87
Msh3	0.0	0.0	6.88	0.0	0.0	19.86	9.12	0.95	43.91	0.0	45.34	14.2	0.0	0.0	0.0	0.0	14.98	14.14	15.57
Msh4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Mtap7d2	14.26	0.0	84.22	61.79	73.65	129.61	79.04	94.74	92.87	48.39	303.36	149.62	49.93	96.35	87.67	164.5	112.29	108.26	106.88
Nfatc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	3.25	3.19	3.24
Nqo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.66	0.0	0.0	0.0	2.09	0.0	4.63	5.33	5.24
Nr2e1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	1.14	0.0	0.0	0.4	0.37	0.36	10.66	11.44	11.29
Obfc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	67.04	0.0	0.0	0.0	0.0	0.0	13.63	12.04	12.42
Olfr286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Omp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3	0.0	0.0	0.0	0.0	0.0	0.47	0.94	0.39
Parvb	0.0	0.0	2.63	0.0	0.0	0.0	0.0	0.0	0.16	0.0	18.73	0.0	0.0	0.0	0.0	0.0	13.85	15.05	16.87
Pcdhb3	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.07	3.28	0.0	0.12	0.0	0.0	3.62	4.36	3.71
Pcgf3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	51.13	0.22	0.0	0.0	0.0	0.0	29.47	28.09	29.01
Pde3b	0.0	0.0	0.0	0.0	0.0	0.0	8.56	0.0	8.17	0.92	31.86	7.7	0.0	0.0	0.0	1.75	7.08	5.78	6.78
Pdik1l	0.0	0.0	11.1	30.85	0.0	0.0	0.0	0.0	11.11	0.0	78.11	27.87	0.0	0.0	17.0	4.97	8.65	9.16	8.82
Pdk1	0.0	0.0	0.27	20.88	0.17	30.5	0.0	0.55	8.51	0.4	46.86	0.05	0.0	1.51	0.42	0.0	34.62	33.84	34.55
Pf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	3.36	1.66	2.37
Phf21a	0.0	0.25	3.4	1.2	0.55	0.0	0.05	0.0	0.0	0.0	14.3	3.87	0.0	0.0	0.12	0.91	18.71	19.05	20.41
Plch2	0.0	0.0	3.33	7.55	0.17	0.09	0.79	1.75	6.39	0.66	23.61	2.78	0.0	3.33	0.0	0.0	49.35	50.0	54.36
Pld4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	8.73	9.78	8.8
Plekhm1	0.0	0.0	0.14	0.0	0.17	0.0	11.33	10.66	0.0	0.6	35.87	7.88	0.0	1.68	0.0	15.26	16.0	15.96	15.1
Ppp2r3d	3.73	0.82	2.97	2.58	5.09	1.84	1.34	1.44	3.38	11.18	80.65	5.81	2.81	2.74	2.98	0.54	7.18	8.59	9.21
Ppp4r1l-ps	1.0	0.0	0.0	3.96	0.0	0.07	0.16	0.26	0.82	1.03	25.23	0.33	0.0	0.19	4.72	0.45	3.65	4.38	3.94
Prcc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.26	0.25	45.83	0.0	29.26	0.0	0.0	25.75	40.62	42.51	39.66
Prl2c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prss12	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	64.75	0.43	67.13	0.0	0.15	0.0	20.87	20.98	19.43
Psg-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rap2c	0.0	0.0	0.0	0.0	0.0	0.0	3.88	0.0	0.0	0.0	37.6	12.17	5.39	0.0	7.94	0.0	28.98	27.75	28.6
Rbm7	0.0	0.0	0.0	0.0	0.0	67.92	0.0	7.26	56.99	0.14	152.15	0.0	0.0	6.93	3.99	45.55	32.31	35.79	34.1
Rcbtb1	0.21	0.22	28.46	0.0	20.31	40.98	7.95	30.43	0.0	1.0	117.47	0.0	39.59	0.0	4.46	51.9	29.74	28.1	30.62
Rfx5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.67	0.0	0.49	47.2	0.0	0.0	0.0	0.09	0.0	15.59	15.61	15.95
Ryr3	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.4	17.2	14.47	16.42
Sacm1l	0.0	55.82	130.09	239.73	65.19	32.05	168.55	105.05	112.55	126.06	328.45	179.48	52.35	62.48	120.68	267.38	68.36	64.39	64.74
Sdk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	8.94	6.94	9.41
Slc2a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.89	0.0	0.0	0.0	0.0	0.0	3.25	3.48	3.51
Slc40a1	0.0	0.24	41.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.92	2.68	0.0	0.0	0.0	0.0	9.46	9.23	11.12
Slx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Smarcad1	0.0	0.0	0.15	0.33	0.0	0.0	12.29	8.67	0.0	0.0	19.83	4.48	0.0	0.0	8.51	0.04	14.82	13.65	15.42
Smek2	0.0	0.0	22.41	56.6	34.17	25.26	2.27	2.91	4.69	13.98	103.41	1.02	19.48	26.59	10.27	18.53	27.08	23.34	25.68
Smgc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Smyd3	0.13	0.32	0.0	12.56	0.0	0.0	3.31	0.09	47.4	0.39	134.92	0.15	0.32	0.58	0.18	0.0	15.71	16.11	15.34
Snora19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Speer4d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Speer4e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.16
Srrm4	0.0	0.0	2.77	5.19	1.05	1.33	3.95	4.23	16.86	13.04	53.58	17.82	17.42	2.87	15.29	3.42	18.15	20.23	20.38
Ssty1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.19	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0
St6galnac6	0.0	0.0	4.24	0.0	11.99	0.0	0.0	12.12	0.0	0.0	93.6	0.37	0.0	0.0	6.1	0.0	111.0	121.34	119.44
Stard13	0.0	15.45	0.0	0.0	0.0	0.0	4.56	0.0	0.0	0.0	76.14	0.0	0.0	0.0	0.0	0.0	5.75	6.35	4.88
Sun1	0.0	0.0	12.96	49.48	1.96	5.21	1.59	1.57	59.72	1.29	139.44	1.1	0.0	25.02	73.9	0.05	77.42	79.01	78.25
Suv39h2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.65	1.4	0.0	0.0	0.0	0.0	3.31	3.75	3.29
Tmco3	5.35	7.7	4.96	10.74	21.19	7.42	37.65	36.32	11.47	24.33	136.55	6.16	3.43	9.73	60.09	5.8	25.99	25.17	27.38
Top1mt	0.0	0.0	0.0	48.83	39.45	4.64	0.0	0.0	0.0	7.33	149.47	0.15	0.0	48.02	33.09	0.0	16.82	16.83	16.92
Top3b	0.0	0.0	0.0	0.0	10.41	24.76	1.36	19.45	0.0	0.0	83.78	0.0	0.0	4.85	1.61	20.41	27.59	25.64	26.58
Treh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.1	0.05	0.05
Tsn	329.06	104.58	169.83	144.17	146.17	101.19	158.37	103.12	141.77	82.4	423.54	98.15	124.94	146.09	206.96	141.0	65.82	65.89	61.5
Umodl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.19	0.26	0.2
Vmn1r72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vps8	0.0	0.0	0.0	0.61	0.0	0.09	10.53	0.0	0.41	0.82	59.51	17.11	0.0	15.34	10.81	1.34	30.73	30.4	29.26
Vwa3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	4.83	5.13	4.02
Wdr78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	0.41	68.99	2.84	0.0	0.0	0.0	0.0	6.43	6.15	7.65
Ylpm1	0.0	0.0	0.89	0.0	0.0	10.94	17.15	0.63	7.16	12.6	55.27	3.74	7.51	0.18	0.67	0.55	51.66	46.9	52.27
Zeb1	0.0	0.0	0.24	2.89	0.0	0.0	5.19	0.35	0.0	0.0	43.16	11.21	0.0	0.0	23.8	0.0	34.98	34.36	37.35
Zfp114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.68	0.0	23.62	0.0	0.0	0.0	3.32	2.8	3.25
Zfp458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	79.21	0.0	0.0	0.0	0.0	0.0	3.85	2.68	3.6
Zmym4	0.0	0.0	0.2	12.8	0.12	0.0	14.17	1.09	4.66	22.8	20.51	12.99	21.11	17.66	6.56	0.79	23.8	22.66	24.83
