	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_16	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ankrd13b	0.0	0.0	1.02	0.0	0.17	0.0	0.07	0.25	0.0	0.45	0.56	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.09	0.0	0.0	0.0	0.0	0.15	0.25	2.55	0.0	0.0	0.0	0.42	0.38	0.31	4.43	0.0	0.0	0.29	0.39	3.79	0.0	0.0	0.09	0.0	12.01	0.29	0.0	0.0	0.0	0.09	0.0	0.11	0.0	4.35	0.43	0.5	2.15	1.96	1.75	2.07	71.45	73.14	72.36
Asb7	0.0	0.09	0.0	0.0	0.0	0.0	0.01	0.0	41.62	2.61	0.13	13.27	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.02	0.0	4.52	0.0	5.66	0.0	0.0	0.05	0.0	49.73	0.0	0.46	20.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58	4.93	0.06	0.0	10.38	0.0	0.04	0.0	0.0	0.0	0.65	1.79	0.0	0.0	0.57	0.57	6.81	7.61	12.74	4.53	5.16	2.11	10.77	10.71	8.44
Atf6b	0.0	0.0	0.81	0.0	0.0	0.0	0.0	14.47	7.91	13.1	0.0	0.0	1.5	0.0	9.63	8.86	0.03	0.09	0.2	0.04	27.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.89	20.38	0.0	0.0	0.0	0.0	16.43	0.0	0.0	0.22	0.0	0.0	1.23	0.57	0.0	0.0	0.0	0.0	0.0	6.46	0.62	0.0	0.0	0.0	0.0	0.0	2.39	4.82	2.94	0.12	1.42	3.0	3.16	57.74	62.35	62.77
Atf7ip2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.04	0.0	0.1
BC023829	0.0	0.0	69.32	0.0	0.0	0.0	0.0	13.31	186.22	170.01	0.0	0.0	0.0	235.74	0.0	2.79	25.29	0.12	0.0	120.13	56.58	0.0	0.0	58.38	31.2	68.88	70.81	0.0	208.66	0.89	0.0	0.0	0.0	0.0	0.0	8.73	0.15	0.0	0.0	44.42	31.23	0.0	42.56	0.0	0.0	17.03	0.0	0.0	0.0	0.0	29.56	60.51	65.09	0.0	66.58	36.48	25.0	8.52	52.41	35.76	32.74	37.65	38.52	34.82
Bap1	0.56	54.23	62.64	0.0	0.0	3.88	43.42	100.94	57.37	70.34	6.95	0.0	0.0	31.85	28.43	3.76	8.12	0.03	37.16	41.94	1.17	39.42	0.0	12.7	0.0	0.0	65.1	76.0	219.38	0.0	34.43	31.32	6.81	2.76	24.15	0.0	0.0	0.0	0.0	34.25	46.33	28.64	16.12	47.72	60.23	0.06	0.0	0.0	2.86	10.66	0.18	61.48	0.16	0.0	44.62	14.65	32.29	44.11	32.79	35.72	27.82	103.47	103.07	104.21
Blm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.0	0.0	0.0	0.0	0.0	39.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	1.09	0.0	1.09	0.59	0.52	3.03	2.47	2.95
Cacna1a	1.54	0.22	14.51	0.98	0.07	1.23	0.0	2.4	6.63	1.07	1.11	0.26	1.21	0.53	0.06	1.39	3.69	0.32	1.33	1.06	7.11	0.24	0.73	0.51	0.05	2.25	0.13	0.31	26.92	0.37	0.41	0.03	3.52	1.02	0.53	0.0	1.48	0.62	0.0	3.35	4.01	2.07	0.06	0.38	0.07	0.08	0.18	0.47	0.4	1.93	0.0	0.06	0.06	0.99	2.65	1.82	1.67	2.24	2.16	1.31	1.53	73.0	70.76	78.42
Cap2	0.0	0.7	0.0	0.08	26.24	16.77	138.23	92.16	39.72	139.06	55.63	23.13	25.35	57.79	19.43	0.1	2.94	0.03	40.53	33.55	0.51	24.1	23.17	19.83	0.0	0.15	11.83	76.9	71.44	32.68	0.0	0.0	0.0	0.07	0.06	41.33	29.16	0.0	20.33	93.96	67.16	17.6	12.74	14.91	0.0	15.69	28.04	0.13	64.29	9.41	20.4	49.86	0.0	0.19	87.81	134.53	134.16	130.09	157.76	162.81	161.64	177.73	166.37	172.65
Casq2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.05	2.92	3.73
Ccdc37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.14	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.67	0.48	0.14	2.38	0.0	1.14	3.32	4.92	4.02
Ccl28	4.6	0.0	0.0	0.0	0.0	0.07	0.28	0.02	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.03	0.09	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.07	0.0	0.0	59.25	0.0	0.0	15.64	0.06	0.0	0.0	0.0	0.04	0.0	0.0	0.13	1.7	0.0	0.0	0.04	0.0	0.0	0.17	0.0	0.0	0.26	0.0	0.0	0.0	0.37	0.0	0.1	0.0	1.49	0.0	0.0	0.0	0.87	2.26	2.26
Chrna7	0.0	0.0	36.57	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	25.5	40.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	1.2	0.0	0.33	2.74	0.0	0.33	0.0	18.39	17.95	19.57
Chrnb1	0.0	0.0	0.0	1.37	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.11	0.0	11.63	0.0	0.15	0.0	0.11	0.12	0.59	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	1.17	1.27	0.0	0.0	0.16	0.0	1.34	2.0	1.81
Cno	2.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.0	0.73	0.0	0.0	9.53	0.0	1.37	0.0	50.53	10.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	3.09	0.27	0.0	2.11	3.78	1.63	16.57	21.55	20.75
Col6a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	6.32	0.95	0.18	1.3	12.73	13.54	13.31
Cox18	0.0	0.0	41.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.87	0.0	0.0	0.81	0.13	0.0	0.0	0.0	0.0	0.0	0.0	4.76	7.21	0.0	0.0	20.34	0.0	0.0	39.24	0.0	10.21	0.0	0.0	5.7	0.0	0.0	0.0	32.18	0.0	1.36	11.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.67	0.0	0.0	6.85	0.0	9.65	7.41	6.21	2.91	5.61	16.78	19.06	17.33
Cry1	0.0	0.0	0.0	0.0	0.0	0.0	12.8	0.0	21.7	0.0	0.0	10.66	0.0	59.97	10.08	22.34	0.03	25.24	0.0	0.0	0.0	0.0	0.0	0.0	7.24	0.0	0.0	0.0	69.5	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	32.23	0.0	11.95	7.8	0.0	0.0	0.0	8.94	15.43	0.0	0.0	0.0	0.0	0.0	0.0	0.03	11.92	0.94	0.83	0.34	2.38	4.94	1.71	6.09	14.93	13.97	12.68
Cyp4f16	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.24	3.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	75.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.19	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.14	1.67	0.48	4.77	4.39	5.9
Dbf4	0.0	0.0	0.84	0.0	0.0	0.0	0.0	5.69	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.42	0.0	1.54	1.3	1.75
Dcaf6	13.24	5.02	35.49	2.29	1.55	4.27	15.32	15.04	4.32	3.89	1.7	7.44	4.16	11.69	2.86	7.85	3.31	4.07	19.91	8.89	14.15	3.36	8.47	12.49	1.47	5.34	5.54	14.29	85.23	5.92	2.82	3.73	7.23	7.76	11.19	5.86	5.46	8.17	5.8	14.44	53.48	6.05	6.29	0.67	20.79	5.6	27.16	9.7	12.73	12.97	0.92	2.95	1.12	0.21	9.09	4.41	10.71	16.79	19.87	18.05	25.96	80.08	75.12	71.58
Dgkz	25.9	0.0	9.75	5.0	31.89	22.28	57.64	0.05	0.0	2.88	54.54	30.12	25.74	24.47	9.44	19.97	0.05	6.36	16.87	4.52	11.23	3.53	2.98	15.69	0.58	0.24	0.0	0.0	71.57	0.25	2.67	3.4	0.0	0.0	14.14	0.79	0.0	0.0	0.07	32.87	23.83	8.65	0.2	15.63	0.0	16.37	0.0	0.0	1.89	0.0	19.47	0.53	0.15	42.61	19.31	18.86	22.42	15.46	23.37	24.12	22.95	347.99	334.7	361.93
Dtna	0.1	33.39	8.2	0.0	139.65	60.31	0.07	0.63	72.17	158.87	0.0	85.47	49.79	0.0	5.69	44.42	48.44	40.47	62.06	2.02	15.43	38.64	61.6	0.55	87.86	0.04	0.0	30.86	239.93	0.0	8.41	61.81	6.25	7.03	42.78	78.08	17.86	103.27	27.22	83.51	43.29	30.39	56.54	33.48	7.21	74.05	0.0	4.19	157.89	15.48	31.53	97.83	1.46	6.77	73.86	100.93	89.52	75.89	141.13	117.3	134.52	66.87	64.33	69.36
Fam101a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.21	0.0	0.36	0.63	0.5
Fam163a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49	21.18	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97	5.23	6.52
Fam40a	0.0	0.0	15.84	0.0	0.0	0.0	0.0	12.31	0.0	0.0	0.0	39.91	0.0	0.0	19.32	27.51	2.56	0.04	1.03	3.41	22.29	3.54	0.59	42.35	1.5	0.26	0.0	0.56	69.3	10.72	18.19	2.24	0.29	0.0	0.64	42.43	2.79	54.36	33.04	22.14	1.04	0.09	2.47	55.02	0.0	19.36	0.0	0.0	0.0	0.0	0.09	0.29	0.0	0.0	0.33	6.85	3.33	7.68	8.56	12.95	16.18	57.82	60.7	56.9
Frmd7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	1.13	0.17	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.69	0.43	0.19	0.45	0.0	0.22	1.37	2.09	1.74
Gins1	12.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.68	6.59	6.75	14.27	3.69	1.96	0.58	1.44	2.27	1.49
Gm16532	0.62	0.2	42.87	0.0	0.0	0.14	3.5	0.09	9.65	0.0	0.0	0.0	0.0	8.66	0.54	0.0	0.02	0.11	0.0	0.0	0.0	0.0	0.2	0.0	0.36	6.72	0.0	54.71	73.37	42.4	0.3	4.89	0.11	9.16	0.0	0.0	0.0	0.0	1.71	0.81	0.48	0.0	0.0	6.43	0.0	14.92	0.0	0.0	21.36	0.0	0.0	67.44	0.0	0.0	0.0	5.42	0.0	0.55	0.26	0.63	1.59	12.2	13.16	11.54
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.11	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.06	0.0	0.1	0.0	0.0	0.06	1.32	0.0	0.0	0.61	0.21	5.81	2.35	1.27	4.28	1.89	1.73	1.86	1.4
Gpr34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99	0.0	1.65	0.0	14.23	13.15	14.21
Gpr97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.12	0.26
Grhl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46	4.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57	3.11	2.81	0.43	1.06	3.43	3.91	12.77	12.77	12.33
Hhipl1	0.0	4.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.23	0.0	0.0	4.59	5.35	5.44
