	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_44	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
6430573F11Rik	0.0	0.0	0.0	110.51	0.0	0.0	0.0	0.0	9.42	0.79	0.0	83.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.46	3.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.59	0.0	0.0	0.0	0.0	0.0	3.14	0.95	4.04	12.79	13.9	12.36
6430584L05	0.0	0.0	0.0	77.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	7.08	27.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.44	3.65	2.97	5.77
Ablim1	32.13	2.71	56.07	142.28	27.6	0.0	34.5	0.0	70.23	0.36	53.13	57.3	0.0	40.57	0.08	11.62	0.0	2.51	21.17	8.52	17.24	0.14	24.64	13.75	0.0	13.79	14.75	17.0	21.27	2.81	9.22	18.48	19.14	0.11	3.32	0.04	0.0	28.74	0.23	17.64	24.54	0.0	50.81	9.41	19.47	13.38	22.61	21.85	0.0	0.0	31.26	20.97	21.44	0.0	0.08	55.59	3.7	0.05	23.81	28.14	21.44	35.97	61.87	57.92	60.01
Acy1	0.0	0.0	0.0	59.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.12	0.0	0.0	0.0	56.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.98	2.45	4.46	13.2	11.77	12.77
Adra2c	0.0	0.0	0.0	4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	0.0	0.0	0.0	0.0	0.0	0.21	0.22	18.1	20.77	20.45
Akap3	0.0	0.0	0.0	63.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.15	0.0
Ankrd33b	0.0	0.0	0.0	69.96	13.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.36	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.01	3.05	0.48	11.13	0.0	0.22	1.71	1.92	0.0	0.0	0.0	0.0	25.2	0.0	0.0	2.09	6.62	0.0	0.0	0.0	0.0	10.57	28.9	0.0	0.0	2.51	5.39	0.0	0.0	0.0	0.0	0.0	0.0	6.41	8.88	4.04	0.0	17.45	22.54	13.55	37.47	37.62	33.48
Ankrd52	2.2	0.0	0.0	7.28	0.0	0.0	0.0	0.0	4.58	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.0	0.05	0.0	2.34	0.0	0.0	0.0	2.3	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	2.12	0.0	0.0	0.0	0.15	0.53	0.5	0.0	0.0	4.13	0.02	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	4.81	0.0	0.76	0.21	0.0	39.4	37.08	40.22
Aplnr	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.36	0.24	0.51
Apoe	0.0	0.0	0.0	52.55	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7	0.0	0.0	0.0	1.47	2.82	2.28	1751.2	2087.69	2030.23
Aqp4	0.0	0.0	0.09	3.91	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.03	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.03	0.0	0.0	0.02	0.1	44.79	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.11	0.04	0.0	0.0	0.0	0.0	0.0	0.02	0.0	1.14	0.82	58.68	55.56	73.11
Arap2	0.0	0.0	0.07	33.06	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	24.15	0.0	0.0	0.0	0.0	0.08	0.0	0.11	0.0	10.06	0.0	0.04	0.0	0.0	3.09	0.3	0.0	0.0	4.2	0.0	0.0	0.66	0.0	0.03	0.0	0.08	7.96	0.06	0.0	38.01	43.49	0.0	34.53	7.08	0.0	0.0	6.45	0.0	0.0	0.0	0.12	0.0	0.0	0.04	0.0	48.88	34.91	41.01	43.79	37.01	43.26
Arl8a	96.68	0.6	6.94	166.13	92.04	2.61	61.87	108.82	0.5	69.88	33.86	0.0	59.28	4.05	37.15	0.0	45.9	0.0	38.9	29.75	6.32	66.74	82.39	38.95	9.12	72.52	28.05	67.07	44.12	30.17	43.55	35.38	0.39	5.39	23.56	15.41	10.47	12.04	32.47	60.54	38.6	36.9	91.24	42.64	68.33	69.25	63.55	1.63	15.92	36.56	18.49	15.12	29.74	0.0	0.83	58.73	50.37	30.74	17.34	51.43	42.2	51.06	213.09	227.57	217.08
Arrb2	1.5	0.0	0.57	107.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.78	0.0	22.42	13.36	42.54	0.0	0.2	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.16	0.0	0.0	16.31	0.0	3.31	0.98	0.81	22.61	0.32	0.54	0.0	0.0	1.82	0.0	3.26	18.1	0.0	31.8	0.0	10.08	0.13	0.0	0.0	28.65	2.77	3.56	0.79	1.57	1.21	0.0	44.78	44.35	40.46
Asprv1	0.0	0.0	0.0	34.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	2.29	2.08	1.89	1.17	1.82
BC017612	0.0	0.0	0.0	14.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.84	4.11
BC022687	0.0	0.0	0.0	78.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03	2.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.94	3.45	2.2	14.03	14.31	15.19
BC057022	0.0	0.0	0.0	15.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	4.53	0.0	0.0	0.0	0.0	0.13	9.67	11.32	9.23
BC067068	0.0	0.0	0.0	47.92	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	10.33	0.55	0.0	0.0	0.0	0.0	0.0	0.0	28.36	0.0	0.0	0.0	20.38	0.0	9.31	0.0	0.0	0.94	0.0	0.46	0.0	0.65	2.3	0.0	0.0	6.1	0.0	0.87	0.0	0.0	0.22	0.0	0.0	0.0	0.12	0.0	0.0	1.03	6.63	2.06	5.93	5.9	6.12
Baiap2	0.0	0.12	78.38	75.96	2.67	0.0	0.0	0.37	0.0	0.0	0.0	0.61	0.48	0.0	0.0	0.0	0.0	0.0	26.88	8.56	0.04	0.11	16.57	0.65	6.75	0.0	0.0	0.0	45.12	1.13	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.27	33.61	0.0	0.0	1.13	0.0	131.46	90.33	0.0	6.77	0.0	52.02	0.0	2.96	0.0	0.0	0.0	6.83	0.0	0.0	0.1	24.1	254.26	269.61	265.11	230.8	247.09	237.92
Camk1d	27.99	24.0	1.08	53.95	16.73	0.0	16.42	9.11	0.15	0.0	0.0	0.09	0.14	0.0	0.0	0.0	5.98	0.0	6.98	30.74	7.4	1.59	1.31	6.19	9.12	24.52	4.94	2.42	20.39	24.87	25.38	17.22	17.12	19.38	0.77	23.37	36.68	0.0	4.05	21.26	13.29	26.4	0.48	10.58	5.71	16.66	4.45	0.32	25.16	13.6	52.93	13.05	9.71	1.41	2.98	0.39	48.88	0.0	11.44	19.12	13.9	15.76	73.79	63.25	73.79
Ccdc15	0.0	0.0	0.0	26.18	0.0	0.0	0.0	0.0	21.83	5.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	1.36	1.08	1.59	2.05	1.79
Cd163	0.14	0.0	0.0	0.56	0.44	0.0	0.1	0.26	0.0	0.32	0.23	0.1	0.28	0.0	0.16	0.0	0.18	0.0	0.0	0.04	0.03	0.09	0.28	0.03	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.05	0.0	0.08	0.05	0.0	0.0	0.06	0.0	0.0	0.19	0.02	0.05	0.06	0.05	0.0	0.13	0.19	0.0	0.06	0.13	0.0	0.26	0.05	0.0	0.14	0.08	0.11	0.06	1.87	1.67	1.55
Cdc42bpg	0.0	0.0	0.56	17.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02	3.12	2.5
Cdsn	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03	1.94	1.94
Clcn1	0.0	0.0	0.0	69.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.1	0.1	2.11	1.88	1.6
Ctdp1	0.0	0.0	0.0	67.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.02	0.56	0.28	3.37	11.1	11.94	11.21
D14Ertd668e	1.43	0.09	0.0	21.8	2.7	0.37	1.27	0.24	0.0	0.0	1.74	0.0	0.37	0.0	0.0	0.48	0.0	0.0	0.6	0.18	0.13	0.16	0.46	1.65	0.0	1.73	0.71	0.0	0.15	0.35	0.1	0.0	0.12	0.0	0.18	0.4	0.0	0.39	0.52	0.54	0.0	0.78	0.74	0.16	0.96	0.11	0.13	0.08	0.0	0.66	1.29	0.2	4.83	0.18	0.0	0.51	0.0	0.79	1.13	0.0	0.26	0.39	0.89	0.73	0.32
Daxx	0.0	0.0	0.0	77.91	10.62	0.43	44.03	0.0	9.78	0.0	0.0	10.2	0.0	0.0	0.0	51.96	0.0	0.0	0.16	0.03	0.0	0.06	0.12	0.04	0.0	0.0	0.42	0.0	16.97	0.0	0.0	2.62	0.0	2.13	0.0	0.0	0.0	0.0	7.22	0.0	0.0	0.0	0.29	3.76	0.1	0.0	0.0	10.39	0.0	0.0	0.21	0.0	0.0	0.0	44.34	0.0	0.0	0.0	0.0	17.25	12.42	6.6	20.9	20.74	18.24
Dbndd2	19.95	4.77	1.89	81.55	59.98	44.61	25.5	0.0	18.17	9.76	78.42	2.96	7.13	0.0	1.54	3.13	4.79	0.0	1.18	63.8	0.4	32.85	2.51	0.0	5.97	28.54	12.41	18.88	8.04	0.17	0.0	19.36	76.49	22.28	11.27	27.19	3.08	20.07	0.15	13.63	0.08	7.1	14.14	62.17	37.47	2.63	2.81	15.66	46.12	31.35	0.0	0.0	20.17	0.0	32.16	0.0	23.45	9.06	47.12	32.02	37.84	58.57	78.89	82.71	86.4
Decr1	0.0	0.0	0.0	82.24	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.23	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	47.58	0.0	15.45	0.0	0.0	4.13	1.05	1.29	13.22	13.65	13.72
Dffa	4.87	0.08	17.06	159.57	5.59	21.94	0.0	25.55	10.04	101.27	134.08	4.86	0.0	0.0	0.0	29.46	0.26	0.0	36.61	36.54	0.0	0.0	0.1	0.91	51.64	31.27	2.35	54.63	1.32	0.25	44.38	65.97	79.36	29.93	11.96	94.63	0.0	42.28	49.03	8.43	0.22	0.0	0.0	31.51	13.36	27.01	0.0	78.61	0.06	17.57	140.1	1.64	0.45	0.46	0.0	99.62	0.2	23.14	14.0	33.37	38.02	24.84	43.26	46.3	44.24
Dll1	0.0	0.0	0.0	56.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.09	0.24	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	1.16	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.97	0.0	0.0	0.0	0.0	0.0	0.0	5.04	5.08	4.75
Efhd2	46.4	0.0	35.19	78.32	81.34	0.77	71.89	2.41	3.45	51.27	0.22	0.79	13.29	0.0	12.3	135.51	0.0	0.0	31.82	14.57	10.81	67.07	25.07	118.12	48.16	14.23	58.48	37.42	48.29	60.98	37.7	3.88	0.0	40.65	61.54	32.09	0.0	31.11	4.45	61.8	34.12	15.55	0.1	63.83	61.85	1.33	25.72	52.04	40.62	110.14	0.0	0.0	91.31	66.58	52.87	25.66	88.3	44.42	42.36	130.74	108.17	112.36	252.09	258.98	262.64
