	Calb2_tdTpositive_cell_1	Calb2_tdTpositive_cell_17	Calb2_tdTpositive_cell_24	Calb2_tdTpositive_cell_29	Calb2_tdTpositive_cell_38	Calb2_tdTpositive_cell_40	Calb2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_71	Gad2_tdTpositive_cell_10	Gad2_tdTpositive_cell_34	Gad2_tdTpositive_cell_79	Htr3a_tdTpositive_cell_6	Htr3a_tdTpositive_cell_14	Htr3a_tdTpositive_cell_21	Htr3a_tdTpositive_cell_27	Htr3a_tdTpositive_cell_29	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_56	Htr3a_tdTpositive_cell_69	Htr3a_tdTpositive_cell_77	Nos1_tdTpositive_cell_5	Rbp4_tdTpositive_cell_165	Vip_tdTpositive_cell_1	Vip_tdTpositive_cell_16	Vip_tdTpositive_cell_19	Vip_tdTpositive_cell_20	Vip_tdTpositive_cell_62	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
5730455O13Rik	0.0	11.59	0.36	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64	0.0	0.0	0.0	0.0	0.0	0.0	8.88	0.0	177.69	0.0	0.0	0.0	0.0	68.17	45.89	34.01	33.43	30.94	21.53	19.6	22.07
8430427H17Rik	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.21	0.0	0.0	0.0	0.07	0.0	0.0	16.23	0.0	13.32	0.22	311.39	0.0	0.09	0.18	0.08	8.82	6.92	3.78	1.82	4.1	26.31	26.72	26.51
AI662270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.82	0.0	0.0	0.0	0.0	0.0	106.9	0.31	11.3	0.0	218.68	0.0	0.0	0.37	0.0	0.44	0.0	3.03	5.99	1.26	0.5	0.47	0.29
Ace	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	1.98	0.0	138.07	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	8.14	9.12	8.0
Acox1	0.0	0.0	140.24	0.0	0.0	0.0	0.09	0.0	0.0	0.0	163.48	0.0	147.78	0.0	0.0	0.12	0.0	100.8	0.0	1.37	17.48	0.11	0.29	0.0	17.06	0.1	268.13	0.0	0.0	0.26	40.94	28.53	50.94	49.38	49.69	45.06	135.88	133.83	132.15
Aff3	1.73	19.0	64.41	0.0	0.0	99.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.14	67.84	0.0	0.0	25.81	3.57	0.0	8.9	0.07	131.0	0.0	0.0	0.08	0.0	4.83	0.94	5.94	3.0	2.98	25.41	23.65	24.79
Ankrd23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7	0.21	537.05	0.0	0.0	0.53	0.0	0.0	6.52	4.16	3.02	1.61	4.72	3.92	3.77
Ankrd39	0.0	0.0	0.0	0.0	85.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	5.72	0.0	186.59	0.0	0.0	0.0	0.0	0.0	0.33	3.04	3.31	5.7	9.91	11.11	11.6
Ano4	1.58	15.74	3.42	123.68	7.49	0.0	8.76	0.0	0.0	172.07	9.94	14.38	0.74	52.18	23.59	0.0	83.31	0.0	0.87	9.06	122.94	30.79	0.0	71.99	3.31	0.1	693.09	0.0	0.0	0.87	109.79	23.43	10.38	13.09	15.52	11.56	13.57	13.56	14.09
Ap1m1	2.34	0.0	259.15	4.48	0.0	0.0	0.0	260.03	0.0	90.54	0.0	533.26	117.78	7.98	0.0	177.02	0.0	20.31	164.31	0.0	0.0	0.0	0.0	63.38	85.08	0.21	879.97	0.0	0.0	1.85	0.0	155.47	100.93	126.11	140.31	132.3	71.08	69.66	72.53
Apex2	0.0	0.0	0.26	0.0	0.0	0.0	12.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.55	0.0	616.48	0.0	0.0	0.0	0.0	11.09	0.0	3.04	8.66	11.72	4.58	4.22	4.46
Arih2	0.0	0.0	0.0	2.08	0.57	2.89	0.0	1.85	0.0	0.0	0.0	13.63	0.0	0.0	0.0	3.22	0.0	62.08	0.0	0.11	218.29	0.0	1.27	0.0	4.66	0.1	148.98	0.0	0.38	185.69	0.0	8.35	6.76	4.31	6.1	7.04	31.73	32.75	30.87
Arntl	0.0	107.0	0.0	0.0	0.0	0.0	0.0	7.22	0.0	0.0	0.0	0.0	152.05	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	19.78	0.16	200.36	0.0	0.0	0.3	0.0	9.99	10.34	8.57	17.39	13.43	28.72	27.5	32.93
Arsb	0.04	0.0	0.11	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	8.45	15.53	0.0	28.34	0.0	0.5	0.13	0.0	18.37	15.28	15.08	11.59	15.82	87.41	87.83	86.42
Atg4b	84.04	67.42	0.0	0.0	0.0	4.4	0.0	0.0	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	0.0	143.29	0.0	0.0	0.0	0.0	11.69	0.0	486.11	0.0	0.0	0.35	0.0	37.68	24.45	31.35	44.74	55.91	46.22	47.58	48.67
Begain	0.0	0.0	0.0	12.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.78	0.0	19.72	0.0	0.0	0.0	0.0	18.54	0.0	0.47	4.58	0.0	95.41	0.0	0.19	0.0	8.39	0.33	2.12	2.31	1.52	0.77	103.74	126.52	123.92
Bysl	3.92	0.0	0.0	0.0	7.34	0.0	0.04	1.11	0.0	120.35	0.0	0.0	0.34	0.1	0.1	49.22	0.0	0.09	0.0	0.0	0.24	0.0	0.0	0.0	4.32	0.11	243.02	0.15	0.0	0.0	0.0	10.47	27.25	10.43	11.05	8.98	15.89	16.34	17.17
C230081A13Rik	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.09	10.8	9.11	0.0	0.0	0.05	0.0	13.55	5.01	8.26	7.99	7.19	14.25	12.23	15.95
C530028O21Rik	57.62	69.18	37.4	0.0	0.0	0.0	0.0	0.0	0.15	78.41	44.76	0.0	0.0	0.0	0.19	68.72	0.0	0.0	49.17	0.0	0.0	0.0	97.02	0.21	49.26	1.0	251.38	0.0	7.14	307.63	0.22	42.66	21.39	16.1	27.17	26.73	152.06	160.33	155.46
C80913	0.09	11.45	1.69	0.0	0.0	1.29	0.0	146.52	0.0	0.0	0.0	0.1	73.14	39.32	0.0	0.0	0.0	39.79	0.0	7.92	0.0	0.0	36.19	26.06	17.85	0.0	192.38	0.0	3.18	11.89	0.0	27.0	19.36	16.01	16.58	13.32	43.26	41.45	42.53
Camk2g	11.15	0.0	4.86	82.4	0.0	0.0	123.68	37.58	0.0	0.0	16.08	40.72	0.0	44.81	0.0	0.0	0.0	1.35	0.0	124.62	36.25	0.0	182.81	0.0	19.87	31.27	257.21	1.87	0.0	0.43	0.0	69.33	50.56	50.11	63.89	61.68	180.29	188.2	179.49
Cars2	0.0	0.0	0.0	0.0	98.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.63	0.0	463.09	0.0	0.0	0.56	0.0	9.34	0.0	2.77	3.38	4.17	13.21	14.77	13.2
Casz1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	78.15	0.0	0.0	0.0	0.0	0.0	0.5	0.48	0.43	0.47	2.43	3.19	2.91
Cbx4	0.0	0.17	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	14.93	0.07	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.46	0.0	1.33	0.0	27.59	0.1	0.0	0.0	0.0	2.34	0.05	0.74	1.31	1.92	25.49	29.41	26.74
Ccdc114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	454.46	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	2.34	2.03	2.58
Ccdc91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.85	70.88	0.0	0.0	0.0	0.36	147.18	0.0	184.07	0.0	0.0	0.0	66.46	0.0	0.0	93.6	0.0	11.72	0.0	489.0	0.0	0.0	0.21	0.0	31.18	14.39	30.41	22.03	19.68	34.72	37.4	35.22
Ccl27b	0.0	3.13	7.56	0.0	0.0	10.98	0.0	21.71	1.03	6.68	0.0	8.28	0.0	0.0	0.0	1.75	5.27	3.71	4.03	0.0	2.47	29.26	0.0	0.0	40.26	1.6	0.0	0.0	0.0	0.0	0.0	74.98	103.08	61.27	76.52	71.98	30.63	28.29	22.96
Cd83	0.0	0.0	0.0	0.0	0.0	0.0	158.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.94	0.0	0.0	0.0	0.0	5.1	0.19	523.04	0.0	0.0	0.24	0.0	0.0	9.55	2.1	2.1	0.49	15.75	15.31	13.54
Cdc73	9.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17	0.53	87.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22	220.98	278.06	0.0	0.0	0.38	0.0	20.17	3.32	6.02	11.96	8.58	21.56	17.71	20.43
Cdyl	0.0	0.0	4.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	0.0	111.3	0.0	0.0	0.0	0.0	0.0	0.0	0.86	1.89	0.4	7.01	7.14	6.98
Clip3	100.83	52.05	9.15	284.74	130.82	259.96	43.52	228.41	0.0	34.79	166.62	23.89	0.66	225.95	3.82	19.88	0.0	47.49	24.5	16.71	322.66	73.92	50.15	37.9	72.03	578.61	723.92	10.85	149.23	97.84	0.27	84.4	103.15	97.27	123.22	102.22	325.47	332.48	328.71
Cntn6	0.0	130.49	1.58	1.28	118.22	0.0	84.32	0.0	155.67	0.1	0.0	0.0	0.0	0.0	0.0	84.65	0.0	100.13	129.58	11.62	0.76	87.16	98.17	0.0	22.1	0.0	838.82	0.0	0.0	0.72	0.12	0.83	9.17	9.29	12.25	11.0	13.27	12.35	11.86
Cul4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.26	0.0	0.0	0.0	0.0	7.83	0.0	18.48	0.0	666.55	0.0	0.0	5.55	290.87	16.4	18.82	15.55	15.21	18.1	33.07	30.49	31.84
D17Wsu92e	26.22	0.0	0.0	0.14	158.53	0.11	4.79	1.01	4.83	114.74	35.04	0.0	4.15	0.0	0.0	0.0	0.0	52.17	0.0	0.0	19.97	0.0	1.17	1.77	2.34	0.0	405.76	0.0	0.0	122.58	0.26	34.75	19.03	22.52	26.08	34.11	187.3	186.34	191.37
Dek	1.93	0.0	0.0	0.59	2.7	180.45	0.0	0.0	9.0	0.0	0.0	64.75	152.32	163.14	10.77	19.54	0.0	0.0	0.0	14.63	4.96	164.88	127.48	0.0	22.58	0.0	605.58	0.0	0.39	0.4	0.17	24.81	11.33	27.16	14.79	19.35	48.02	39.41	46.69
Dhrs13	0.0	0.0	0.0	0.0	2.78	0.0	0.0	0.0	0.0	100.52	0.0	0.0	0.0	149.44	0.0	0.0	0.0	0.0	0.21	0.0	0.0	15.23	0.0	0.0	1.35	0.0	312.26	0.0	0.0	0.0	0.0	5.4	0.0	0.87	2.0	2.22	6.73	7.73	7.59
Dhrs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.15	0.08
E330009J07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	12.19	0.0	0.0	0.0	0.0	0.16	0.3	0.0	1.25	0.72	23.39	21.41	22.68
Endog	0.0	0.0	0.0	0.0	69.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.59	0.0	242.78	0.0	0.0	0.52	0.0	2.17	2.52	4.62	2.61	1.75	20.22	24.57	20.01
Evi5	2.8	73.64	0.0	1.13	32.67	0.07	0.0	0.0	90.22	15.29	0.0	0.0	0.0	0.0	0.0	0.79	46.82	0.0	0.0	0.0	57.3	1.33	15.12	0.07	28.24	0.0	200.31	0.0	0.0	0.35	0.0	22.15	13.09	20.82	15.76	18.72	37.73	31.34	34.56
Fam117b	0.0	0.0	0.0	0.09	0.0	0.0	1.18	95.94	0.0	0.0	0.0	20.7	7.31	0.0	121.55	48.52	78.87	0.0	0.0	1.21	0.0	0.0	0.0	0.0	10.83	0.15	207.38	0.0	0.0	0.0	0.0	6.22	11.43	7.36	6.89	8.01	40.0	38.65	37.03
Fbxo28	44.54	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.34	0.84	0.0	340.19	3.26	0.0	0.21	0.0	4.84	13.82	9.68	3.75	9.66	28.49	28.0	27.59
Gcap14	0.0	31.88	9.13	1.18	0.0	6.0	0.0	0.0	0.98	63.55	2.86	0.0	0.0	18.29	0.0	0.0	13.4	73.49	0.0	0.0	0.16	6.09	102.9	0.0	23.56	0.0	286.88	0.0	0.0	162.79	0.0	12.62	10.93	29.5	12.38	18.83	49.58	45.33	48.03
Gga2	0.4	0.35	0.22	0.69	1.53	0.31	0.66	1.84	0.0	0.16	1.2	0.76	1.92	2.61	0.73	1.33	0.0	0.8	1.19	0.9	1.02	3.04	2.81	1.0	5.61	0.52	12.56	0.93	0.2	0.63	0.56	1.82	8.3	5.04	3.98	9.02	18.05	18.84	18.09
Gm13306	0.0	3.13	7.56	0.0	0.0	10.98	0.0	21.71	1.03	6.68	0.0	8.28	0.0	0.0	0.0	1.75	5.27	3.71	4.03	0.0	2.47	29.26	0.0	0.0	40.26	1.6	0.0	0.0	0.0	0.0	0.0	74.98	103.08	61.27	76.52	71.98	30.63	28.29	22.96
Gm2506	0.0	3.13	7.56	0.0	0.0	10.98	0.0	21.71	1.03	6.68	0.0	8.28	0.0	0.0	0.0	1.75	5.27	3.71	4.03	0.0	2.47	29.26	0.0	0.0	40.26	1.6	0.0	0.0	0.0	0.0	0.0	74.98	103.08	61.27	76.52	71.98	30.63	28.29	22.96
Gm5141	0.0	0.4	0.0	183.57	0.0	0.14	77.35	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.64	1.88	2.78	0.0	1.28	203.8	3.73	0.0	1.47	0.0	435.23	0.11	0.0	0.63	0.0	23.06	1.58	15.03	8.99	7.47	2.45	2.01	2.87
Gpd1l	0.07	29.06	0.0	0.0	57.14	0.0	1.57	0.14	18.55	0.0	0.19	3.17	0.0	0.0	0.0	0.1	0.0	0.07	27.08	86.78	4.53	0.0	0.0	0.29	14.1	1.39	444.06	0.0	0.0	82.27	0.0	29.93	18.46	19.33	12.04	20.7	85.24	87.97	81.22
Gpx8	0.0	0.0	0.0	0.0	199.12	135.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	8.75	9.37	7.07
Gtpbp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	147.82	0.0	0.0	152.33	0.0	0.0	164.75	0.0	0.0	0.0	0.0	0.0	0.16	0.0	523.46	0.0	0.0	0.36	0.0	7.39	26.48	7.31	8.38	11.77	16.94	17.24	14.88
Hdac2	63.46	0.0	0.0	2.07	0.0	0.0	0.0	0.0	65.1	15.45	0.0	0.0	0.0	15.83	0.0	9.22	0.0	70.7	0.0	0.0	0.0	0.0	6.23	0.0	38.94	30.11	273.41	1.05	52.49	0.26	0.22	5.58	72.3	43.07	30.46	23.93	97.43	91.4	94.39
Hdhd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	1.71	0.0	0.0	0.0	0.0	0.0	37.8	0.0	604.87	0.0	0.0	0.0	0.0	94.01	27.14	38.49	38.44	33.49	8.0	9.2	6.24
Hlf	21.21	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.13	24.51	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	95.49	0.0	0.07	31.92	0.0	175.66	0.0	0.09	0.18	0.08	29.05	22.48	26.4	27.22	24.61	109.73	107.52	97.85
Inpp5k	0.0	0.0	194.16	142.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.15	100.51	24.25	0.0	0.0	0.0	0.0	28.16	0.0	0.96	16.88	0.0	671.25	0.0	0.0	0.78	0.0	74.11	119.26	74.05	67.68	58.16	36.26	35.0	36.08
Ints8	0.0	0.0	128.15	0.0	2.86	0.0	0.0	0.0	0.0	128.49	0.0	0.0	40.81	26.77	0.0	8.59	0.0	0.0	0.0	22.9	0.0	0.0	50.3	0.0	17.0	0.0	302.28	24.6	18.68	10.61	11.18	5.84	8.52	8.43	11.39	6.51	19.24	17.86	17.22
Ipo4	121.8	78.95	0.54	176.35	205.8	0.11	0.0	1.34	0.0	0.0	0.0	0.0	0.0	8.44	0.95	47.44	2.87	115.77	84.09	89.83	368.61	0.0	0.0	0.23	6.06	0.34	600.25	0.0	0.0	0.28	0.0	21.81	40.93	22.02	19.41	24.87	57.08	62.85	56.58
Itga2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.67	0.0	0.0	0.15	0.0	0.0	0.0	0.43	0.3	0.2	1.24	1.29	1.3
Itgb1bp1	0.0	0.96	0.0	0.28	0.0	0.0	0.0	0.0	100.36	0.0	63.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	8.76	0.23	15.17	0.0	274.99	142.06	0.0	0.0	0.0	30.2	29.37	23.37	22.06	9.96	24.96	24.34	21.89
Kctd4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.59	0.0	0.12	0.0	0.0	0.0	0.0	0.0	6.36	2.57	1.82	3.91	21.12	16.29	20.48
Kctd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82	0.0	284.92	0.0	0.0	0.36	0.0	11.2	0.1	0.62	1.19	0.0	6.07	6.91	7.4
Krt10	19.78	20.58	0.0	0.0	0.0	0.0	22.95	0.0	22.36	0.17	0.0	0.0	8.46	0.0	13.84	25.57	0.0	0.47	0.0	40.84	0.0	0.0	0.0	0.0	11.71	0.0	131.19	0.0	0.0	0.0	2.36	7.22	8.56	3.73	7.45	6.35	10.13	10.13	8.56
Ldoc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	9.12	0.0	409.89	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	1.87	1.62	1.24
Lpar1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.92	0.0	108.26	0.0	0.0	0.15	0.0	14.75	0.0	3.45	1.02	27.47	22.47	21.45	25.16
Lrrc47	0.0	0.0	0.0	7.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.22	0.0	0.0	259.2	0.0	0.0	0.25	4.79	121.7	360.37	0.0	0.0	0.0	0.0	5.25	4.54	5.64	3.03	6.06	38.19	42.67	38.86
Lsm10	0.4	63.57	0.0	0.0	0.0	0.0	0.0	0.0	151.31	0.0	0.0	0.0	0.0	221.1	83.23	81.27	163.86	93.93	0.0	0.0	0.0	0.0	0.0	0.0	30.99	0.0	481.27	0.0	0.0	0.67	0.0	12.03	58.98	30.28	55.82	45.87	11.37	14.59	13.42
Lta4h	0.45	0.0	278.02	0.25	0.0	20.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	8.72	6.36	362.96	12.25	33.81	0.0	0.0	6.04	103.13	14.89	0.6	530.88	0.0	0.0	0.51	0.0	72.09	43.22	41.02	43.44	33.17	41.83	42.66	43.23
Lyar	0.0	2.31	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.86	0.0	0.0	21.27	75.79	0.0	30.6	0.0	0.0	0.0	0.0	0.0	4.58	0.0	123.67	0.0	0.0	0.0	0.0	3.74	1.69	1.37	2.26	2.73	13.31	14.35	12.21
