	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_18	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_72	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_107	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_121	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_69	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_80	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_125	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_16	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_43	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Atf6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.99	0.0	0.0	0.66	0.0	1.66	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.36	0.0	0.88	26.6	0.0	0.0	2.39	4.82	0.68	2.94	0.12	5.34	0.0	3.81	1.57	1.42	3.0	3.16	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.74	62.35	62.77
Atp8b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
B3gnt5	0.0	0.0	0.0	0.0	3.26	0.0	0.0	22.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.63	0.51
BC017643	0.0	31.77	0.0	3.02	61.51	0.0	0.0	240.22	102.18	0.0	24.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.25	59.19	20.63	0.0	0.0	0.0	42.81	9.68	1.29	11.81	4.71	0.0	11.68	19.81	2.75	17.76	15.42	19.55	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0	0.0	0.0	1.26	17.11	19.46	17.49
Bahcc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.49	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.25	0.0	0.0	7.86	0.03	1.08	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.36	0.03	0.22	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31	8.54	9.14
Bche	0.0	0.0	0.0	0.0	0.0	0.0	14.08	2.57	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	2.87	2.75
C130083M11Rik	1.85	0.33	2.87	3.53	2.13	3.06	1.17	44.2	3.19	2.63	1.49	0.83	1.51	3.59	1.16	1.66	0.13	0.24	1.16	0.0	4.14	3.55	2.92	2.73	1.67	1.14	2.99	3.59	0.0	2.23	2.09	0.67	0.97	1.18	0.74	1.21	1.09	1.48	0.97	1.87	1.12	0.39	1.23	0.0	2.69	1.03	4.58	1.2	4.67	0.59	0.1	0.14	2.13	3.38	3.61	4.76
C1qtnf1	0.0	0.0	32.81	0.0	28.9	0.0	0.08	113.69	14.28	42.97	2.01	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.69	3.79	4.41	4.44	5.81	4.43	20.04	5.35	0.0	2.75	2.02	2.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.65	0.0	0.0	0.0	4.22	4.54	4.24
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Cabin1	2.01	17.55	27.62	8.57	2.23	42.64	8.67	35.91	0.0	3.25	11.73	0.43	17.84	23.67	27.19	1.83	0.0	0.0	0.05	21.16	0.13	4.92	0.9	0.18	0.0	3.56	5.5	30.59	0.0	0.0	6.66	3.12	8.1	2.28	5.91	6.64	8.63	5.17	1.33	1.81	3.5	4.96	0.0	0.0	15.49	0.0	0.0	13.32	0.0	23.03	0.0	0.03	0.0	35.84	36.41	39.63
Calcb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.2	0.11
Camta2	0.0	0.28	1.54	0.34	42.32	0.19	5.15	46.04	1.51	2.16	12.39	0.0	47.44	0.87	34.26	0.0	0.0	24.5	0.0	0.15	25.53	0.0	0.37	0.0	4.13	65.45	0.05	17.45	0.0	0.29	5.02	5.24	11.81	7.66	13.86	11.49	11.37	17.59	10.83	9.83	8.1	8.28	0.07	1.14	2.14	0.73	0.0	0.05	0.0	0.27	1.84	1.96	0.22	170.0	169.56	174.78
Car11	0.0	0.0	0.0	4.77	15.46	0.0	14.94	49.02	2.35	0.23	0.0	2.28	0.2	0.0	1.05	0.0	0.0	0.0	5.45	12.64	6.04	0.37	36.81	3.78	0.88	2.14	0.7	32.93	0.0	0.0	39.99	19.53	4.89	14.36	45.05	13.62	16.27	11.72	59.23	8.46	15.84	7.13	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.27	0.0	214.47	236.01	224.75
Ccdc162	0.0	0.0	0.28	16.22	0.0	0.0	0.0	27.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.07	0.0	0.0	0.0	0.0	0.88	1.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.54	0.56
Ccnd1	17.54	0.0	0.0	0.0	12.25	20.15	0.0	39.48	4.35	7.89	15.96	0.0	0.0	0.0	0.0	68.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	0.0	0.0	0.0	0.0	0.0	15.29	3.94	5.8	10.79	16.34	2.85	1.49	6.98	1.35	4.61	6.92	7.09	0.0	29.1	0.0	0.0	25.94	0.0	0.0	0.0	0.0	0.0	0.0	34.68	32.87	32.4
Cdc42bpb	0.91	0.0	0.0	0.0	1.56	0.0	10.5	18.1	2.33	0.0	7.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	8.4	0.15	1.03	0.0	0.0	1.72	2.58	4.01	1.59	1.76	5.4	1.29	4.21	1.71	0.31	0.3	0.66	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	81.28	84.68	83.31
Cecr2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	25.44	0.0	0.49	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.92	0.06	0.04	0.0	2.85	0.11	0.82	1.5	0.03	0.15	1.04	0.0	0.03	0.0	0.0	0.0	0.54	1.07	0.0	0.0	0.0	0.0	1.8	1.62	1.71
Cfb	0.0	0.0	0.0	0.0	0.0	0.0	0.13	6.35	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	1.3	1.6
Crocc	2.29	0.0	0.0	0.0	1.18	0.0	0.12	3.99	0.0	0.0	0.0	2.68	0.0	0.0	0.0	43.98	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.16	2.3	0.0	0.0	0.78	0.62	0.45	0.9	0.43	2.44	1.29	0.0	1.49	0.38	0.87	0.66	4.79	0.46	0.0	0.0	0.0	0.0	22.82	0.0	0.04	0.35	0.0	38.22	41.61	42.48
D330028D13Rik	0.0	0.0	0.0	0.0	0.0	0.0	26.86	39.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.63	0.0	0.0	1.95	0.0	0.0	0.0	2.25	0.0	4.87	0.34	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	1.34	1.32
Dapk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.66	0.0	0.0	0.0	0.0	0.0	0.27	0.0	5.35	1.99	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.0	0.0	0.0	0.18	2.26	0.0	0.0	0.0	0.18	0.21	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.51	47.94	44.81
Dhx57	0.0	0.0	1.1	0.0	0.0	0.0	25.76	22.38	0.97	0.0	0.0	0.65	0.0	0.0	50.53	0.0	0.0	0.05	1.32	0.0	0.0	0.21	0.3	0.03	0.12	0.0	4.59	0.0	0.0	0.0	3.8	0.29	6.34	10.43	12.75	2.15	3.45	2.89	1.91	5.23	2.71	2.77	0.58	0.2	2.21	0.11	0.0	0.63	0.0	0.0	0.0	1.76	0.0	29.97	28.8	29.34
Dmpk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.24	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	6.62	0.92	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.11	0.0	0.0	3.32	0.46	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.4	14.25	12.51
Edn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.49	6.23	6.22
Ei24	12.84	0.0	0.0	0.0	4.17	0.0	8.65	66.43	0.88	0.0	14.24	0.15	0.13	0.0	0.0	0.0	0.0	0.0	0.47	8.39	0.31	0.0	0.0	0.0	34.86	17.58	0.24	2.51	0.0	0.0	3.05	2.56	13.72	6.93	4.72	8.07	0.0	3.18	11.6	7.97	3.94	12.76	12.78	0.31	4.68	0.0	0.0	0.0	0.63	4.06	0.0	0.36	0.0	108.32	105.12	104.99
Engase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71	0.0	0.0	0.38	0.1	0.08	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	7.8	0.0	0.0	0.0	0.0	7.99	9.06	7.66
Ercc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.19	0.0	0.48	0.0	0.07	0.0	0.08	0.87	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.82	24.54	25.38
Eya3	0.0	0.0	3.02	2.79	15.93	5.53	1.62	11.7	0.0	0.0	0.26	0.0	0.21	21.97	0.0	0.0	0.0	0.0	0.0	32.92	74.54	0.0	0.11	0.0	2.34	0.0	19.84	1.63	0.0	0.0	5.04	4.68	0.8	0.39	8.58	3.38	3.59	7.32	11.04	3.66	3.52	3.73	0.31	0.0	1.56	0.0	0.0	0.0	0.0	0.0	0.05	1.01	0.0	18.15	18.29	17.8
F730043M19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.32	13.69	13.47
Fam160a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.84	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	11.76	0.0	0.0	4.23	0.0	0.0	0.24	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	2.76	2.4
Fam168b	25.06	0.29	49.97	3.79	16.24	84.48	31.45	147.44	7.01	13.44	6.05	3.61	0.27	71.62	0.15	0.07	2.14	3.69	87.81	45.28	63.5	58.07	10.03	0.0	69.22	55.85	18.01	22.91	0.0	0.09	23.58	26.25	25.5	33.02	22.17	11.68	24.97	28.37	22.9	25.23	23.27	28.04	24.02	0.92	15.94	1.12	8.7	0.33	12.14	0.54	1.85	72.37	133.24	190.42	187.9	191.71
Fank1	0.0	0.0	0.0	0.0	19.12	0.0	0.0	73.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84	6.33	3.41	0.0	2.44	1.41	1.6	0.0	0.0	0.0	0.0	0.0	0.0	31.04	0.0	0.0	5.61	0.0	4.47	4.78	4.56
Fhdc1	0.0	0.0	0.0	3.11	0.0	0.0	0.31	27.57	0.0	24.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.14	0.0	0.74	0.0	0.0	0.52	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69	2.44	1.99
Filip1	0.0	0.0	0.0	0.0	0.0	2.36	6.29	18.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.55	0.0	0.0	0.0	11.37	11.9	11.71
Filip1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	1.15	0.0	0.0	0.26	2.37	5.6	10.47	1.74	3.58	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	2.94	2.8	2.5
Foxi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Gltscr1	0.0	0.0	0.43	0.0	0.0	0.0	0.0	10.33	3.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.05	0.0	1.87	0.0	0.17	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	10.13	11.66	11.79
Gm14403	5.26	2.62	4.8	2.6	8.86	4.52	2.5	61.72	11.97	1.07	5.45	4.45	4.26	6.2	5.65	3.67	2.02	1.57	6.24	2.19	2.31	7.54	3.62	3.69	4.71	11.2	3.44	1.11	0.0	4.89	7.63	4.86	3.5	8.58	4.01	5.69	2.33	3.19	5.06	10.97	6.15	9.67	3.56	2.03	3.17	1.35	2.48	2.17	0.0	8.4	0.34	0.86	5.12	6.22	4.82	6.44
Gm2897	0.0	0.0	5.2	3.29	17.49	44.0	34.72	141.15	24.54	32.91	0.0	6.61	5.07	74.11	0.0	0.0	0.0	1.2	0.0	0.0	0.0	3.2	0.0	1.79	0.0	0.0	8.87	0.34	0.0	0.0	0.26	0.0	3.02	0.57	7.25	4.87	1.3	5.39	0.28	3.33	0.54	1.93	33.39	9.35	0.46	0.0	0.0	0.0	0.0	0.0	0.0	31.44	0.0	9.06	8.36	10.84
Gusb	0.0	0.0	0.0	0.0	0.0	65.46	12.84	52.62	0.0	0.0	10.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.64	0.0	0.0	0.0	13.57	0.0	0.0	0.0	0.0	0.0	0.0	10.29	5.99	4.11	7.45	8.82	0.0	2.32	0.0	10.89	4.26	6.04	4.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.51	12.94	12.05
Heatr8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.75	0.52	0.0	0.0	0.0	0.0	0.16	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.52	0.0	3.84	2.77	3.38
