	Cux2_tdTnegative_cell_6	Nos1_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_51	PvalbF.Gad2_tdTpositive_cell_64	PvalbF.Gad2_tdTpositive_cell_66	PvalbF.Gad2_tdTpositive_cell_68	PvalbF.Gad2_tdTpositive_cell_70	Scnn1a.Tg3_tdTnegative_cell_15	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Acot3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	1.87
Acot5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92	3.74
Acsm5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.12
Agtr1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.24
Akap14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.06
Aldh3a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	1.1
Alox12e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.22
Aloxe3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87	5.73
Als2cr12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.07
Ankrd22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.06
Anp32b	0.0	11.88	4.65	0.0	0.0	0.0	0.0	0.0	85.26	76.97
Apobec4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Apobr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.48
Apon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
Armc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.48
Art2a-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Atp1a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.06
Atp8b4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.07
Avpr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.06
B930007M17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.07
B930018H19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.43
BC061237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.12
BC147527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.12
Barhl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.03
Bik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.11
Bmp8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.28
Bpi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.06
Bpifb6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Bsx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12
C330013F16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
C4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.96
Calcb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.11
Capn11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.24
Casc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.06
Catsperg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Cbln1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.05	10.62
Ccdc162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.56
Cd209b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.11
Cd59b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	1.12
Cdhr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.22
Cdk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	2.24
Cdkn2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.96
Ces2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.11
Chaf1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.43
Chi3l3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Chtf18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	1.12
Ckmt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Clca6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.14
Cldn15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.22
Cldn9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.07
Clec12b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Clec3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Clec9a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.03
Col5a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	1.76
Col6a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.96
Cpb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.07
Cplx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.06
Ctla4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Ctrb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Cxcl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22
Cxcr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Cyp17a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.11
Cyp21a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.11
Cyp24a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
Cyp2a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.24
Cyp2b19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.11
Ddx43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.28
Diras1	0.0	0.0	0.07	42.69	35.8	26.08	6.91	0.0	87.79	81.48
Dnajc5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Dok6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.89	33.11
Duox2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03
Ect2l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.14
Endou	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37	3.14
Erp27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.22
Esco2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.18
Fam64a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	1.12
Fam71d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.12
Fancd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44	3.14
Fbxl13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.24
Fgd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06	6.28
Fgf21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.22
Fgfr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.03
Fhl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.88
Fmo4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Foxf2	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	4.21	6.6
Fsd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.07
Ftsjd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01	4.48
Fut4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.22
Gabbr2	0.0	0.0	6.99	6.49	35.55	0.37	8.88	0.0	138.94	168.37
Gast	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Gatad2a	0.0	0.0	0.0	0.36	0.0	0.54	7.9	0.0	11.97	12.09
Gbp8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.24
Gbx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.24
Gdf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03
Ggt5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.96
Gja8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07
Gjb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06	7.68
Glp1r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.56
Gm10638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	1.57
Gm10823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.14
Gm11190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.24
Gm11213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.88
Gm13276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.12
Gm13277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Gm13718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.03
Gm13944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Gm14057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	1.12
Gm14085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.03
Gm14124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.12
Gm15545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	1.57
Gm15997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.48
Gm16291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.24
Gm16367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.34
Gm1647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Gm19589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.12
Gm2083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Gm3716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.11
Gm4847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.03
Gm5544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Gm5640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.06
Gm5868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.12
Gm590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22
Gm6260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.11
Gm6936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.14
Gm7092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.12
Gm7854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.96
Gm8267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.22
Gm9573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gpbar1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Gpr141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Gpr152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.03
Gpr31c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Gpr33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Grem1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	1.57
Guca1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.12
Gzma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
H60b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.76
Hfe2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	1.87
Hgd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Hist1h1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14
Hnf1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.06
Hnf1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.48
Hs3st3b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.56
Hsd11b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.06
Hyal6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Ifi202b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Igsf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.22
Iltifb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Insl6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.48
Iqgap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.48
Kbtbd12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.44
Kcna10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.06
Kcna7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.06
Kcne1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4	6.28
Kcnk18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03
Kcnq5	0.07	0.0	0.03	17.75	0.0	0.0	0.0	0.0	42.45	44.67
Kctd19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Kdelr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.44
Klc2	0.0	0.0	0.07	0.61	0.13	3.81	7.84	0.0	207.95	205.42
Klhdc7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.56
Klk1b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Klk7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.06
Klrg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.22
Klrk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03
Kmo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12
Krt15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.12
Krt24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.06
Krt25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Krt33b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Krt75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.03
Krt85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.22
Krtap10-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Ky	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.76
LOC100040911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
LOC100503280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
LOC432562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Lctl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.11
Lect2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Lhcgr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.24
Lipc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.11
Lipe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.22	7.48
Lipn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Lman1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.12
Lpar4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.96
Lrrc30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Lrrc4b	0.0	8.06	4.42	7.05	10.67	15.29	5.57	0.0	161.98	150.12
Ltk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.59	29.49
Mab21l3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.14
Mbnl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.12
Mefv	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Mep1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.03
Mib2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.95	70.23
Mip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.24
Mir3070b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.29	7.73
Mir3104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05	7.73
Mlana	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.24
Mos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.28
Mospd4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.24
Msh4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06
Msl3l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.48	13.81
Mst1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.22
Mtap7d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.07
Naa11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.06
Naip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.12
Ncapd2	0.0	0.0	0.0	4.13	0.0	0.0	0.0	0.0	16.3	15.69
Nepn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Neurog1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.06
Ninj2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	1.92
Nlrp1a	0.1	0.03	0.71	1.05	1.15	0.78	1.74	0.0	2.09	2.3
Nlrp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.24
Nmur2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12
Nox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.24
Nox4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06
Oas1e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Oasl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.48
Obfc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.04	12.42
Oc90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.06
Olah	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.14
Olfr266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Olfr282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Olfr31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.11
Olfr461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.22
Olfr61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.22
Olfr691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22
Olfr91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Onecut1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.11
Opn5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Os9	2.09	0.0	44.61	30.34	13.74	3.22	12.33	67.33	89.94	81.87
