	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_22	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_182	Rbp4_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_8	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Abl1	0.0	0.0	0.5	0.23	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	14.13	0.0	0.0	0.0	0.0	18.07	5.29	47.69	0.39	0.0	0.0	0.0	0.0	5.54	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.03	0.23	0.0	0.1	2.25	27.23	27.98	27.08
Acadvl	0.0	0.32	4.09	0.0	20.75	29.36	0.0	2.08	4.93	87.55	0.0	39.81	0.0	0.0	25.27	0.12	127.86	81.93	53.59	67.94	94.56	77.36	0.66	10.31	103.59	165.66	97.91	0.0	0.0	45.59	19.69	0.27	110.94	0.0	0.0	0.0	0.0	4.22	89.75	0.0	16.62	0.0	54.07	158.06	133.2	224.3	103.5	0.41	0.0	43.39	28.55	20.27	32.26	35.77	46.3	45.25	44.91
Acat3	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.18	0.14	0.0	0.58	0.74	0.55	0.69	0.21	0.0	12.06	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.57	1.24	0.0	0.0	0.44	0.0	0.0	0.52	0.0	0.0	0.09	0.72	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.59	0.0	7.08	8.2	4.66
Acnat2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Acvr1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02	0.0	0.0	0.0	0.0	0.04	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.68	0.0	0.0	0.0	0.0	0.0	5.86	0.0	0.0	4.13	0.0	0.0	0.79	0.0	0.0	0.0	0.0	5.57	0.0	2.42	0.02	0.0	0.0	0.0	1.09	0.92	1.24	3.63	1.06	96.77	99.5	94.22
Adra2b	0.0	0.36	0.09	0.16	0.05	0.0	0.0	0.6	0.31	0.74	1.9	0.13	0.21	0.27	0.08	0.32	0.49	0.37	0.67	0.68	0.36	0.5	0.28	0.14	0.03	16.39	0.57	0.21	0.3	0.28	0.42	0.41	0.0	0.24	0.47	0.25	0.18	7.68	0.07	0.0	0.42	0.0	0.11	0.3	0.11	0.47	0.13	0.5	1.81	0.08	0.08	0.08	0.08	0.18	0.7	0.74	0.78
Aldh16a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.48	0.0	0.0	0.0	39.62	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.23	0.0	0.0	13.0	0.0	0.0	0.0	0.0	3.93	4.22	0.24	0.0	0.41	4.84	6.3	5.31
Alox5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.53	0.22
Amigo2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.53	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	3.53	6.65	3.89	1.83	9.18	9.25	7.22
Ammecr1	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.06	0.0	0.0	0.08	0.04	0.0	0.49	0.0	0.0	0.1	0.0	0.0	0.0	84.74	0.0	0.0	29.3	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.08	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.11	0.0	6.83	0.0	0.11	2.4	2.07	1.86
Ankrd39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.43	0.0	0.0	0.0	0.0	41.51	0.69	0.0	0.0	0.0	0.0	196.46	22.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.72	0.17	0.0	0.0	37.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.94	5.35	0.0	3.04	5.7	9.91	11.11	11.6
B3galnt2	0.0	0.0	0.23	0.0	0.0	0.0	4.8	3.63	0.0	2.0	0.0	0.34	0.78	0.22	0.0	0.0	23.57	0.0	0.0	0.0	0.12	0.09	0.08	0.0	2.76	86.38	0.47	10.84	0.0	0.12	0.0	0.25	38.98	14.56	0.14	0.0	0.0	2.34	8.71	0.0	0.0	3.79	12.05	0.0	0.06	0.0	0.0	0.13	56.32	5.3	1.69	14.9	1.55	3.18	16.14	13.77	14.54
BC048355	2.46	2.64	0.0	1.19	0.33	0.79	0.87	0.0	0.48	3.62	0.0	0.15	0.58	2.83	2.35	58.87	1.43	5.5	3.26	40.18	1.74	1.25	1.66	5.21	0.82	188.85	0.61	3.11	0.88	0.51	1.58	3.08	60.58	0.22	3.66	0.44	0.0	9.21	1.85	0.0	5.76	0.54	1.28	0.17	0.22	1.87	1.5	0.4	0.72	3.01	12.79	23.64	2.57	7.81	6.06	6.83	6.76
Bambi	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.04	0.06	0.0	0.08	0.0	0.0	0.0	0.0	51.05	0.0	7.02	0.05	0.0	0.0	0.09	0.11	0.0	0.0	0.0	0.0	0.78	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.06	0.0	0.36	0.07	0.0	0.06	0.06	0.4	1.78	2.07	1.85
Btbd17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	17.69	19.15	17.54
Btg3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.66	0.0	0.0	0.0	0.0	0.0	8.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.48
Btn1a1	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.1	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	95.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.08	0.08
Calm3	249.28	122.75	218.61	176.83	196.21	277.87	12.12	143.32	172.82	225.08	10.25	177.13	130.6	224.79	160.86	209.81	219.9	175.99	99.82	186.3	141.56	198.09	178.19	176.68	215.76	297.12	181.74	103.46	113.61	210.71	161.63	225.7	115.86	186.72	147.95	55.34	1.35	327.18	201.7	19.94	13.77	305.35	198.82	185.22	246.81	90.57	160.08	96.26	321.15	173.25	128.44	147.59	168.96	219.88	1592.64	1647.07	1645.95
Camk2b	48.2	7.72	60.25	18.69	169.23	109.33	96.39	81.31	83.19	142.12	0.0	61.25	11.14	13.63	5.33	74.42	18.98	17.41	40.11	2.33	25.39	41.51	5.29	25.65	43.27	149.22	14.51	7.47	5.6	44.37	9.8	35.99	25.41	25.5	1.92	0.13	0.61	71.21	219.94	0.0	0.0	3.38	9.98	31.18	50.98	54.42	41.81	48.42	37.03	69.66	80.23	107.35	73.92	114.56	532.26	557.69	545.35
Catsperg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.12
Ccl27b	0.0	0.0	8.68	0.0	11.32	0.0	0.0	0.0	21.49	4.28	0.0	1.46	0.03	0.0	1.74	0.0	0.0	7.16	0.58	0.0	5.37	0.27	0.0	0.0	2.47	3.43	0.77	0.0	0.29	2.79	1.65	1.9	0.13	2.24	4.31	0.0	0.0	40.26	93.01	0.0	0.0	0.0	4.89	1.61	0.0	0.0	7.83	4.62	0.0	114.56	132.22	74.98	61.27	71.98	30.63	28.29	22.96
Ccno	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.14	0.0	0.0	0.0	2.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.93	2.96	3.29	2.95
Cdk5r1	4.46	0.0	6.79	2.93	8.88	76.32	5.44	34.43	0.06	26.38	0.0	11.08	4.67	14.83	9.35	1.5	4.86	7.82	23.51	13.0	2.04	4.85	2.77	0.78	20.36	31.59	6.2	1.9	4.01	1.45	2.74	2.1	3.91	18.02	4.5	0.0	0.0	48.43	72.21	0.0	0.0	9.42	19.43	1.34	6.9	0.0	3.65	0.0	0.0	23.81	27.79	31.44	23.43	22.85	215.41	232.31	213.19
Cenpj	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.53	0.0	0.0	0.0	0.0	0.0	21.99	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	4.88	0.39	1.93	1.67	1.63
Cenpm	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	87.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.07	16.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.32	3.8	3.93	4.48
Cpm	0.0	0.0	0.09	0.03	0.08	0.0	0.75	0.1	0.0	0.11	0.0	0.03	0.26	0.24	0.19	0.13	0.04	0.13	0.0	0.06	0.08	0.18	0.0	0.07	0.35	68.62	0.3	0.0	0.09	0.14	0.02	0.09	0.04	0.08	0.0	0.1	64.26	0.1	0.21	0.12	0.0	0.07	0.19	0.08	0.0	0.04	0.08	0.08	0.0	3.96	0.04	0.23	2.35	0.86	5.67	4.86	5.2
Csda	0.0	0.0	0.0	6.35	4.9	0.0	0.0	0.0	0.0	31.6	0.0	0.1	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47	15.39	0.0	3.91	4.84	67.8	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.15	0.0	0.0	4.12	7.71	0.0	0.0	0.0	7.82	3.22	0.0	0.0	0.0	0.0	0.0	0.22	1.85	3.86	3.66	7.27	35.33	36.3	30.09
D330045A20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	198.48	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.35	0.27
Dcaf11	0.0	43.35	32.34	228.59	58.99	109.89	0.0	0.1	16.65	0.0	0.0	0.0	0.06	40.64	4.84	2.76	44.71	0.0	66.55	51.44	41.63	43.76	208.02	52.53	0.0	422.16	36.62	0.0	0.0	100.95	49.91	52.79	0.22	36.12	0.0	0.0	0.2	45.17	15.55	0.0	0.0	4.57	0.0	10.52	69.5	4.99	39.03	0.0	0.0	73.02	57.61	25.12	94.64	65.36	68.43	72.53	65.94
Ddi2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.09	0.0	0.0	0.0	6.36	0.0	0.0	59.42	0.45	0.0	0.0	0.0	0.0	0.0	0.0	18.59	0.0	0.0	4.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.71	0.21	1.26	0.74	27.95	26.68	27.82
Ddx41	0.0	0.0	51.62	36.48	71.91	0.0	0.0	26.17	0.0	0.0	0.0	0.0	6.02	0.0	58.38	0.06	0.1	0.0	0.0	0.0	31.75	43.47	1.03	0.23	18.26	184.42	0.0	5.94	0.0	0.0	0.0	4.4	0.0	0.57	0.0	0.0	0.22	40.37	5.54	0.0	0.0	9.4	0.0	1.87	43.33	0.0	0.0	0.0	0.0	26.44	44.86	44.72	25.57	44.48	35.42	38.4	37.68
Dhtkd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	2.97	2.72	0.0	0.0	0.0	0.0	0.0	43.53	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	2.07	0.0	6.38	0.0	0.0	0.0	0.0	0.0	3.8	0.08	1.86	6.07	5.77	7.04
Edar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.3	0.36
Edf1	123.96	42.66	91.53	50.03	175.37	119.37	0.0	37.36	0.0	228.84	0.0	77.76	29.86	83.34	6.65	63.0	58.56	63.34	19.34	209.9	132.87	269.46	94.15	75.33	89.99	551.06	128.88	113.34	0.0	109.57	120.58	109.11	51.68	51.86	35.2	0.0	0.0	135.38	174.79	0.0	0.0	105.12	228.7	383.29	139.4	182.46	139.75	111.62	194.12	105.64	102.0	102.0	53.61	83.97	216.08	240.69	221.66
Eid2	0.51	0.0	0.0	0.0	18.21	37.02	0.0	0.0	0.0	0.0	0.0	1.72	2.34	0.0	0.0	2.75	0.0	5.76	0.25	0.0	9.99	3.84	0.0	14.64	0.0	75.55	10.39	0.0	0.0	0.0	0.0	0.0	1.96	1.75	4.91	0.0	0.0	8.65	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7	8.53	1.19	8.08	8.57	48.88	57.94	50.92
Eif3d	27.74	45.93	51.55	280.18	0.11	0.0	0.0	0.0	36.76	660.01	0.0	103.54	326.45	197.63	205.05	65.85	22.92	91.76	135.81	69.02	30.82	26.15	47.43	53.21	182.53	730.78	131.84	127.16	5.72	60.07	231.89	7.1	153.85	209.04	68.73	0.0	0.78	57.52	83.9	0.0	44.84	103.87	88.52	212.06	17.99	127.01	130.38	64.8	0.0	137.0	161.41	90.38	115.44	107.17	85.62	91.68	77.04
Eif5a	92.27	44.51	2.4	64.43	258.0	0.0	0.83	187.22	113.8	354.87	0.0	94.24	174.61	25.3	124.48	150.14	238.02	175.89	103.18	182.77	187.06	73.22	136.52	166.25	104.58	280.02	139.58	68.06	15.51	251.2	173.04	149.4	206.92	109.75	186.51	0.0	1.18	193.63	127.05	0.0	0.86	129.56	163.12	440.29	246.42	76.49	239.61	16.29	1.19	233.05	212.01	242.12	274.55	390.76	438.76	458.46	438.37
F8	0.0	0.0	0.07	0.0	0.03	0.0	0.0	0.04	0.0	0.0	0.0	0.0	23.25	0.03	0.0	0.0	0.01	0.0	0.0	0.0	1.72	0.0	0.0	0.0	0.0	62.47	0.0	0.0	0.0	0.0	0.0	1.69	0.07	0.0	0.0	0.0	0.0	1.87	0.04	0.0	0.0	0.0	0.0	0.0	0.0	18.46	0.0	0.0	0.0	3.2	0.0	0.0	0.05	0.72	0.87	0.82	1.03
Fam63a	33.18	0.0	29.01	0.0	0.0	0.51	0.0	0.0	0.0	10.08	2.67	0.59	0.0	0.0	55.72	67.65	0.0	0.69	0.0	0.0	38.7	35.43	0.0	0.09	0.52	229.39	0.0	47.71	0.0	0.0	2.67	74.48	0.0	0.06	2.11	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	23.61	0.0	0.0	1.95	0.0	0.0	12.24	0.6	19.74	3.47	8.08	16.34	18.08	17.05
Fbxw7	18.37	225.55	24.8	47.8	38.75	0.0	0.0	100.55	47.78	8.36	0.0	48.22	23.67	104.99	70.42	16.72	116.87	76.48	9.89	89.1	58.32	50.31	24.06	45.11	47.43	238.51	24.13	118.32	24.92	53.75	81.43	67.82	78.78	26.93	25.67	0.0	0.26	215.85	387.73	63.01	0.0	125.95	36.25	31.06	60.15	218.85	72.64	24.34	53.05	322.73	253.41	282.21	261.73	266.01	133.56	127.17	139.13
Fgfbp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	1.54	0.0	0.0	1.4	6.12	9.55	9.29
