	Calb2_tdTpositive_cell_48	Calb2_tdTpositive_cell_50	Calb2_tdTpositive_cell_53	Calb2_tdTpositive_cell_58	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_3	Cux2_tdTnegative_cell_4	Cux2_tdTnegative_cell_7	Gad2_tdTpositive_cell_41	Htr3a_tdTpositive_cell_85	Ndnf_tdTnegative_cell_4	Ndnf_tdTnegative_cell_7	Ndnf_tdTnegative_cell_10	Nr5a1_tdTpositive_cell_51	Ntsr1_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_14	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_33	PvalbD.Slc32a1_tdTpositive_cell_36	PvalbF.Gad2_tdTpositive_cell_31	PvalbF.Gad2_tdTpositive_cell_83	Rbp4_tdTpositive_cell_165	Rorb_tdTpositive_cell_39	Rorb_tdTpositive_cell_47	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTnegative_cell_3	Scnn1a.Tg2_tdTnegative_cell_4	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg2_tdTnegative_cell_19	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2
Clip1	0.13	37.1	0.0	0.0	0.0	86.72	0.0	0.0	0.0	83.69	13.8	0.0	0.0	38.91	0.72	0.0	0.36	0.0	0.0	0.26	97.4	19.95	5.48	21.2	0.23	0.36	244.4	0.0	0.11	0.48	0.06	0.31	0.0	21.33	22.75	23.86	61.66	59.6
Cntn1	13.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	417.3	0.0	0.0	207.75	39.52	2.57	0.0	0.14	0.0	11.83	80.19	183.29	319.96	408.49	351.71	2.82	0.94	0.74	0.53	1.0	0.77	0.15	0.63	0.21	308.17	219.16	220.93	189.56	180.91
Cox18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	4.35	11.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.41	2.91	5.61	16.78	19.06
D19Ertd737e	0.0	0.0	0.0	0.0	0.0	3.76	0.0	18.65	0.52	55.34	0.0	0.0	0.0	0.0	0.0	0.0	321.91	0.0	0.0	0.0	0.0	6.43	1.57	8.59	0.0	0.0	0.09	11.94	0.0	4.02	0.0	0.0	0.0	6.52	6.47	11.17	18.94	17.62
Disp2	0.0	13.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.29	1.31	0.0	0.0	5.22	0.0	0.0	0.12	0.0	0.0	0.0	26.76	23.29	114.27	36.27	0.05	0.31	0.05	0.06	0.27	0.93	0.13	0.0	0.0	45.61	25.43	28.24	142.18	142.99
Dusp7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.19	26.74	29.12	13.8	15.82	0.32	0.13	0.0	19.19	0.08	0.0	0.09	0.22	0.0	7.64	8.55	10.99	56.88	61.62
Dync1li2	231.47	0.44	0.0	0.0	0.0	2.39	0.0	0.0	0.67	80.59	39.89	0.0	0.0	60.38	0.0	0.0	0.13	0.0	0.0	0.54	55.22	47.12	23.94	27.15	0.15	0.18	70.12	0.18	419.64	0.87	0.06	0.0	0.0	44.79	44.62	44.35	163.9	162.52
Etl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.05	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.31	67.19	33.85	132.6	13.64	0.18	0.07	0.09	0.22	0.04	0.38	0.0	0.0	0.0	39.33	40.97	48.59	53.16	50.4
Fgfr1op	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.15	0.0	0.0	0.0	1.64	0.0	0.0	0.0	0.0	0.0	0.0	11.27	25.2	1.14	6.19	0.11	0.13	440.44	0.42	0.0	0.24	0.0	0.0	0.13	20.64	27.09	24.65	14.94	14.73
Fhad1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.24	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	6.97	9.05	2.51	1.97
Flrt1	0.0	44.06	0.0	0.13	71.3	0.0	0.0	0.0	0.0	46.02	0.0	0.0	0.0	1.77	67.44	0.0	0.14	1.15	0.26	132.97	32.6	54.69	3.22	23.73	59.28	0.07	0.03	0.0	0.13	0.25	7.49	0.0	17.25	40.47	34.76	35.91	14.51	13.16
Fsd1l	0.0	1.05	0.0	0.1	0.0	0.0	0.0	0.14	0.96	48.08	0.0	0.17	0.27	12.79	0.0	0.76	0.12	0.46	0.58	0.0	0.07	8.24	45.96	6.45	0.19	1.0	0.36	0.32	0.15	1.09	0.58	0.1	0.42	4.2	7.2	4.53	15.92	13.49
Gas7	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.08	0.0	0.0	0.0	82.55	0.0	0.0	0.0	0.0	0.0	0.85	19.38	35.61	2.82	30.92	0.25	0.59	0.36	47.75	0.22	0.58	0.08	0.31	0.12	129.82	524.85	524.32	186.15	181.08
Git2	1.95	12.21	0.28	0.49	0.23	0.26	0.0	0.98	0.67	83.26	216.11	0.81	0.16	0.56	0.33	0.39	0.35	0.57	50.51	1.46	24.94	14.3	0.36	3.16	0.54	2.12	0.29	117.48	2.49	9.52	0.52	2.7	0.34	16.27	3.61	5.58	17.24	17.61
Gla	0.81	1.05	1.13	1.56	0.82	2.88	0.0	4.14	4.13	74.39	1.56	0.47	1.67	58.21	0.97	2.1	6.22	0.07	7.59	1.29	1.15	4.4	25.49	12.3	3.59	8.0	2.64	0.52	1.14	1.2	0.53	1.12	3.56	26.61	5.91	10.33	9.91	11.13
Gria3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.26	0.0	0.0	0.09	46.78	0.0	0.0	0.16	0.0	0.0	0.34	267.17	85.13	187.86	189.07	0.41	0.24	0.17	0.33	0.34	0.4	0.11	0.82	0.08	231.22	241.89	223.69	145.23	119.79
Gria4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	172.88	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.51	210.03	79.31	147.71	10.45	0.3	0.0	0.1	0.18	0.33	0.0	0.12	0.0	0.0	6.05	15.21	10.85	74.65	71.26
Htr2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.76	1.04	21.45	3.57	0.0	0.0	0.12	0.14	0.09	0.62	0.0	0.24	0.0	5.04	0.58	0.47	17.15	14.84
Itpr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.99	0.0	0.0	0.0	3.71	0.0	0.0	0.0	0.0	0.0	0.18	14.61	37.36	43.96	22.39	0.11	0.04	0.02	0.73	0.03	0.07	0.06	0.0	0.08	44.4	43.81	49.96	211.99	196.39
Lpgat1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.32	0.0	0.0	0.0	14.8	0.0	0.0	0.23	0.0	0.0	0.25	60.82	51.16	131.37	27.75	0.1	0.29	0.27	14.48	0.14	0.21	0.04	0.3	0.11	91.12	109.32	103.82	138.31	127.47
Myo5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.75	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.2	4.38	20.96	4.66	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.06	36.8	16.97	16.2	18.94	18.75
Myt1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.4	0.0	0.0	0.0	17.93	0.0	0.0	0.12	0.0	0.0	0.16	54.38	59.06	9.95	46.94	0.2	0.23	0.12	0.06	0.14	0.36	0.04	0.0	0.06	108.64	74.38	56.32	108.73	92.4
Nbea	0.0	0.0	0.04	0.0	0.0	0.16	0.0	0.0	0.0	45.3	0.0	5.4	0.0	19.73	0.0	0.0	0.0	0.0	0.0	0.11	26.93	15.23	61.78	20.54	0.09	0.04	0.02	0.12	5.19	0.17	0.03	0.06	0.04	19.72	19.49	19.1	86.62	79.29
Nipbl	0.0	0.0	108.07	0.0	0.0	0.0	0.0	0.06	0.0	47.58	0.0	0.07	0.0	9.32	97.43	0.0	0.0	14.17	0.0	15.25	2.64	18.78	8.28	12.29	0.77	0.1	8.12	0.05	0.12	0.21	9.29	0.0	0.05	10.82	9.95	10.86	15.72	11.37
Nsun2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.65	0.0	76.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.15	12.49	5.31	4.09	5.29	0.0	0.1	0.0	0.0	0.0	0.17	0.0	0.0	0.0	14.89	9.98	8.05	39.45	38.03
Nudcd3	0.15	0.0	0.0	11.15	14.26	0.0	12.23	0.0	0.0	152.34	0.19	0.0	0.0	9.0	0.0	0.0	0.21	0.0	0.0	0.15	65.1	23.19	77.55	17.01	0.09	0.1	0.09	0.11	0.06	0.46	0.0	1.26	0.0	35.7	67.65	85.64	97.11	97.88
Odz4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.17	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.11	2.47	3.63	9.04	6.57	0.03	0.04	0.02	0.2	0.05	0.07	0.0	0.07	0.0	1.03	1.21	1.32	30.76	27.31
Pcbd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	9.42	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	11.72	1.34	0.45	7.56	8.66
Pcdhga11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.87	80.04	0.0	0.0	0.0	0.0	0.0	5.7	0.65	0.0	0.0	7.4	4.89	3.68	0.0	3.57	0.0	0.0	0.0	0.0	210.65	0.83	1.2	0.0	0.0	4.91	9.95	8.19	25.26	25.52
Plekha1	0.18	0.0	262.28	3.22	0.0	3.62	0.0	0.0	0.0	69.75	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.36	0.09	21.27	27.61	34.26	0.11	0.0	0.05	13.05	0.08	0.11	0.09	0.0	0.0	39.41	47.38	52.81	75.15	80.27
Plxna2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.55	0.0	0.0	0.0	1.61	0.0	0.0	0.15	0.0	0.0	0.16	0.27	9.03	22.7	17.35	0.13	0.07	0.08	0.08	0.11	0.23	0.0	0.06	0.04	23.72	19.94	19.94	47.46	43.4
Ppap2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.01	64.54	21.97	0.6	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	62.11	58.89	47.73	29.25	31.58
Ppp2r2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.01	0.0	0.0	0.0	17.35	0.0	0.0	0.41	0.0	0.0	0.15	64.89	20.18	10.34	21.56	0.09	0.41	0.13	0.21	0.38	1.0	0.0	0.35	0.2	58.97	60.62	60.51	446.28	420.01
Prkar2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.36	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	16.45	5.88	2.51	11.65	0.0	0.0	0.05	0.13	0.08	0.22	0.08	0.0	0.0	65.65	41.44	43.05	71.52	69.88
Prkce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	108.56	0.0	0.89	0.0	8.49	0.0	0.0	0.12	0.13	0.0	0.38	64.11	55.8	81.95	40.15	0.06	0.29	0.19	0.2	0.16	0.21	0.0	0.57	0.19	85.56	90.9	95.23	203.76	201.38
Rbfox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.61	0.0	0.0	0.04	54.3	0.0	0.0	0.0	0.0	0.0	1.29	82.45	62.84	114.5	60.62	0.6	0.2	0.27	0.08	0.44	1.14	0.0	0.69	0.1	200.96	164.79	161.04	198.25	185.0
Rpp21	451.73	0.0	0.0	0.0	0.0	0.0	0.0	1.23	2.3	346.77	0.0	0.0	0.0	1.43	0.0	0.0	0.0	0.0	0.0	0.0	223.4	115.92	279.25	206.4	0.78	0.92	463.35	0.0	0.57	0.82	0.0	42.93	0.9	117.13	170.17	156.8	34.69	36.04
Satb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.96	0.0	66.41	0.0	0.0	0.0	0.83	7.73	0.0	4.51	0.0	0.0	0.19	7.77	30.94	110.9	18.71	0.11	0.07	0.14	0.07	0.12	0.06	0.05	0.0	0.0	9.79	14.61	11.74	56.14	52.71
Sec23a	0.0	0.0	24.95	0.0	36.79	0.0	0.0	0.0	0.0	265.54	2.45	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	22.02	82.51	68.65	3.92	46.57	0.34	0.3	35.47	48.39	0.43	0.27	0.28	0.17	131.82	92.71	81.84	101.38	77.89	76.58
Shroom2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.28	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.24	0.82	21.85	40.81	10.77	74.44	96.71	0.05	4.88	0.2	0.1	0.04	0.0	0.05	10.7	9.74	21.9	36.23	36.8
Slc24a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	420.49	0.0	0.0	0.0	22.83	0.0	0.0	0.0	0.0	0.0	0.28	251.8	116.61	263.01	59.28	0.2	0.31	0.1	146.47	0.24	0.48	0.03	0.0	0.08	113.2	111.97	131.04	186.31	165.34
Slc29a2	0.0	0.54	0.0	0.0	0.0	0.0	33.27	0.0	0.0	99.01	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	70.99	0.0	0.71	6.09	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	1.22	9.34	8.58	12.48	12.12
Slc8a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.52	0.0	0.0	0.0	9.6	0.0	0.0	0.0	0.0	0.0	0.1	70.77	20.57	1.12	35.32	0.07	0.13	0.08	0.05	0.05	0.1	0.02	0.08	0.11	35.87	29.78	30.49	45.22	37.06
Spock1	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.2	17.82	0.0	0.2	0.0	3.37	0.0	0.0	0.0	0.0	0.0	0.38	70.22	20.92	100.93	85.67	0.23	0.27	0.34	6.37	1.33	0.94	0.06	0.15	0.28	69.58	85.81	94.9	143.7	145.55
Thoc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.19	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2.24	8.93	0.0	5.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1	6.24	4.5	27.23	27.25
Tmod1	5.04	9.98	59.2	4.35	5.0	6.05	0.0	6.79	4.5	121.3	9.18	0.0	7.9	8.49	83.51	17.73	11.24	6.7	12.89	13.3	37.24	57.99	54.32	39.93	6.37	7.47	32.65	25.08	8.3	9.18	5.19	9.65	11.3	122.9	75.58	92.5	53.26	56.35
Tssc1	0.0	0.0	0.0	0.0	0.0	0.0	506.43	0.0	0.0	326.32	0.0	0.0	0.0	6.02	48.99	0.0	0.0	0.0	0.0	0.36	1.07	37.19	53.86	53.03	0.21	0.75	175.71	0.0	0.92	0.66	0.0	0.43	0.0	211.71	122.85	144.97	52.46	58.12
Ttc33	0.0	22.95	0.0	0.4	0.0	0.0	0.0	0.0	0.0	272.41	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.66	312.26	124.92	123.23	119.24	2.73	0.69	0.49	0.24	0.14	0.82	0.31	0.0	0.0	240.9	198.47	189.52	55.27	53.81
Usp40	0.0	0.26	0.0	35.05	0.0	0.0	0.0	0.0	0.0	28.64	0.0	0.0	0.0	7.6	0.0	0.0	0.31	0.0	0.0	0.0	0.41	2.5	0.0	9.45	0.14	0.0	0.0	0.0	375.71	0.14	0.0	0.0	0.0	4.12	4.05	7.22	11.22	9.34
Vps8	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	64.2	0.0	0.0	0.0	41.38	0.0	0.0	23.15	0.0	75.3	0.12	3.24	3.73	1.11	1.17	0.0	0.16	1.55	0.0	0.15	0.07	0.0	0.0	0.0	9.97	6.98	6.08	30.73	30.4
Wdr48	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	37.33	0.0	0.0	0.0	1.73	0.0	0.0	0.0	0.0	0.0	0.17	18.24	18.39	0.0	6.88	0.0	0.5	0.14	0.0	0.07	0.0	0.24	0.0	0.32	19.91	19.96	16.24	59.3	56.66
Zbtb37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.19	0.0	0.0	0.0	0.0	0.0	0.0	271.35	0.0	0.0	0.0	0.0	2.37	0.0	0.86	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	1.07	5.76	3.65
Zdhhc8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	14.57	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.18	1.43	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.42	1.7	58.16	64.64
Zfp444	3.15	0.32	0.41	0.0	0.14	390.35	0.0	0.33	0.52	68.74	0.0	0.04	0.0	3.41	0.8	1.44	1.04	8.65	0.36	1.1	82.88	15.53	3.74	2.3	0.78	0.18	7.21	0.35	0.45	0.38	2.62	0.67	0.33	13.18	13.21	10.52	16.62	18.72
Zfp956	199.68	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	126.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.11	13.88	32.45	19.98	80.58	0.0	0.13	0.0	0.09	0.13	0.0	0.0	0.0	1.2	8.23	18.73	18.73	20.12
Znhit3	1.03	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	398.05	0.0	0.0	0.0	0.23	0.0	0.0	0.0	621.92	0.63	3.8	59.49	221.72	298.61	339.79	0.0	0.44	0.38	0.0	620.28	1.17	0.0	0.0	0.0	289.99	233.2	208.22	39.55	45.4
