	Calb2_tdTpositive_cell_3	Ctgf_tdTpositive_cell_3	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_50	Cux2_tdTpositive_cell_51	Cux2_tdTpositive_cell_56	Cux2_tdTpositive_cell_57	Cux2_tdTpositive_cell_65	Gad2_tdTpositive_cell_50	Htr3a_tdTpositive_cell_55	Ndnf_tdTpositive_cell_7	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_19	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTnegative_cell_50	Rbp4_tdTpositive_cell_13	Rbp4_tdTpositive_cell_103	Rbp4_tdTpositive_cell_129	Rbp4_tdTpositive_cell_150	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_48	Scnn1a.Tg3_tdTpositive_cell_88	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4932416H05Rik	4.41	0.13	0.82	0.09	0.66	0.28	0.0	0.42	0.0	1.41	0.0	0.0	1.53	0.0	0.46	0.15	0.21	0.55	0.64	0.16	0.0	0.28	0.26	0.0	0.64	0.21	3.0	2.86	1.91	5.44	5.94	5.08
4933402P03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.0
6430548M08Rik	1.92	0.0	0.07	0.04	53.01	0.12	277.17	41.85	0.0	8.82	0.0	0.0	0.0	0.0	0.08	0.03	0.11	19.57	64.36	19.67	1.87	21.7	0.09	147.21	60.49	0.0	10.0	10.93	10.59	138.81	137.15	144.03
8430408G22Rik	0.0	0.32	0.38	0.0	0.0	0.0	0.42	0.29	0.0	4.6	0.0	0.0	0.42	0.0	0.0	0.51	0.0	0.0	0.19	0.51	0.55	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	1.02	2.03	0.79
AI427809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.2	0.0	0.42	0.0	0.0	0.0	0.0	0.17	0.36	0.05	0.06
AI462493	0.0	0.0	71.86	113.03	0.0	267.55	77.66	0.0	0.0	0.0	83.86	0.0	53.37	0.0	0.0	0.0	75.95	55.2	106.98	36.32	0.0	3.74	465.44	0.0	0.57	86.68	69.58	81.45	93.0	27.83	28.52	25.56
Abcd2	20.13	0.08	0.07	0.0	69.33	4.68	0.32	0.1	65.94	0.0	0.49	0.11	90.34	0.08	0.25	0.16	0.17	56.31	19.82	13.75	0.42	106.2	0.11	0.24	37.29	58.73	14.23	14.3	12.03	25.68	22.57	27.0
Adam9	4.97	0.0	4.27	7.76	0.0	55.49	0.14	0.0	6.47	0.0	0.0	0.0	63.52	0.12	0.0	44.32	0.0	0.0	1.37	0.0	0.0	0.21	0.0	50.32	0.0	77.93	5.72	5.29	3.72	40.11	39.96	42.21
Alox15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.13
Ap3s2	61.74	0.0	5.47	0.04	0.63	0.13	0.0	0.3	45.33	23.79	0.0	0.35	0.13	0.14	48.08	30.16	77.19	0.25	35.57	0.06	56.27	17.36	97.87	0.0	48.24	5.65	19.66	22.78	23.72	38.41	38.56	36.63
Arhgef25	2.45	0.0	1.02	17.32	32.42	0.0	1.5	20.05	197.18	13.05	0.0	0.0	70.93	21.33	0.0	3.25	23.66	14.72	0.31	6.72	2.09	67.7	0.0	0.0	1.44	0.51	21.01	16.05	9.84	162.76	176.05	166.66
Asmt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.09
BC024582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Camta2	85.92	0.0	15.1	0.74	1.46	8.7	19.97	0.16	0.0	0.34	0.0	0.0	8.72	0.0	21.65	3.11	0.0	32.48	2.41	28.2	3.81	2.27	2.05	0.0	35.5	0.24	9.83	8.1	8.28	170.0	169.56	174.78
Capn7	2.57	0.0	0.03	0.0	0.0	0.0	0.0	3.84	0.0	0.0	0.0	106.64	36.26	0.0	0.0	62.43	0.0	0.0	0.0	0.0	56.43	4.73	0.0	0.0	42.58	0.0	11.92	7.69	5.24	32.12	28.52	29.43
Ccdc64b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.0
Ccdc85b	5.24	0.0	0.63	0.18	1.65	1.56	0.4	0.11	0.52	0.0	0.09	2.68	0.25	1.15	0.39	0.09	0.15	0.66	0.72	1.4	0.6	0.63	5.55	0.46	0.39	0.26	4.49	4.84	4.0	42.75	54.22	45.12
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Cetn4	0.0	0.0	16.53	0.0	0.0	0.0	0.0	51.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	90.03	0.0	0.0	0.0	4.96	7.06	1.7	11.71	11.39	12.09
Chd2	0.0	409.97	0.0	0.0	0.0	0.65	0.18	0.06	2.91	17.6	0.0	0.0	2.66	2.38	0.0	15.69	0.0	4.82	3.38	17.67	0.54	9.09	0.0	0.0	1.35	2.52	11.54	5.52	5.98	18.62	17.08	20.11
Chrne	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.19
Cish	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.72	3.36	11.96	6.09	6.85	5.44
Ckm	0.0	0.0	0.0	0.0	0.0	13.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.4	0.29
Clec2l	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.0	0.0	0.0	1.13	0.0	0.16	4.67	0.0	0.25	0.0	3.2	0.0	0.19	0.0	9.94	0.0	10.01	18.18	18.84	53.14	54.8	59.77
Clrn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0
Col4a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.16	0.29
Cyfip2	66.8	0.0	112.95	197.58	243.05	212.97	299.45	151.84	172.75	158.7	48.58	0.0	201.02	1.9	208.45	43.78	245.5	113.51	312.72	111.32	6.96	151.23	7.14	79.55	104.01	132.4	125.07	100.47	126.43	420.97	405.91	440.68
Cym	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.25
D2hgdh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.06	0.0	0.0	49.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.31	0.0	0.0	5.92	5.16	7.14	10.41	10.44	9.61
D830046C22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.17
Dagla	0.13	0.0	23.71	2.27	7.47	0.0	0.0	0.0	0.38	0.14	0.0	0.0	1.55	0.0	0.0	0.0	4.51	0.29	0.06	8.05	0.09	0.0	22.54	0.0	0.0	0.0	2.57	4.05	3.23	63.23	62.82	67.85
Dnase2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.13
Dsg1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.09	0.02
Dsg1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.32	0.43
Dtx3	110.13	0.0	0.0	0.82	64.34	38.05	0.0	0.19	2.92	81.7	0.0	0.0	0.0	37.56	27.41	32.87	27.16	37.42	15.35	38.66	0.0	0.0	7.7	0.0	57.62	0.0	34.07	30.0	32.45	217.24	238.78	229.0
Duox2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.03
Evl	0.0	0.0	0.11	0.0	58.22	0.36	0.0	0.0	33.63	0.0	8.04	0.0	0.0	4.39	0.0	14.84	8.02	0.0	41.59	7.03	9.62	0.23	0.14	0.0	1.7	0.0	10.0	10.06	8.24	111.96	118.37	113.45
Fam115e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.07
Fam171a1	0.0	0.0	0.03	0.08	2.01	0.16	0.41	0.18	89.48	120.45	42.23	0.37	17.41	0.0	195.08	0.03	0.0	0.1	0.0	0.0	46.28	9.42	0.0	0.0	0.11	0.0	14.71	5.11	10.64	56.35	54.87	54.77
Fam46d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0
Fam76b	0.0	0.0	0.0	3.93	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.22	4.93	2.92	18.88	17.23	17.94
Fbp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.15	0.0
Ffar3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.25
Foxi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Gata6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.13
Gc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.0
Gcnt4	0.04	0.0	0.22	0.35	52.41	0.12	0.16	0.67	0.0	0.0	0.0	0.15	0.13	0.0	0.07	0.11	0.0	0.3	0.07	1.29	0.03	0.03	0.0	0.0	24.12	0.0	0.0	0.81	0.13	9.44	7.32	8.58
Gdf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Gjb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.05
Glb1l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.43	0.36
Gm16517	0.0	0.0	0.0	51.04	15.28	13.14	3.6	2.09	2.84	2.17	0.0	0.0	12.36	0.0	0.0	11.31	7.82	0.0	0.0	0.66	0.0	0.0	36.61	0.0	0.0	0.0	1.12	4.2	5.54	69.43	90.05	84.9
Gm572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.07
Gm7271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.12	0.13
Gm826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.09	0.19
Gm884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.0
Gpr101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	4.26	3.76
Gpr119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0
Gpr133	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	16.71	0.0	5.21	0.0	6.5	34.32	0.0	0.0	14.66	0.0	4.98	4.75	4.33	2.79	2.36	2.9
Gpr143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.0
Gsk3a	0.0	0.0	0.05	56.0	24.21	0.0	0.0	14.67	0.19	2.75	0.0	0.0	0.0	8.62	37.74	1.63	0.0	5.98	53.66	20.23	19.29	21.42	1.57	0.0	6.84	0.0	4.97	7.72	11.27	213.06	226.46	219.6
H1fx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	2.01	0.0	0.0	0.0	7.86	0.0	5.22	0.0	0.29	0.0	0.34	31.05	40.08	38.04
Hhla1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hpd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.15
Huwe1	41.77	0.0	4.97	2.92	26.8	10.17	0.11	3.75	18.32	4.72	7.56	0.0	3.09	10.9	24.26	27.44	5.83	14.87	10.43	5.32	0.17	11.52	10.73	1.47	33.98	6.09	11.54	12.58	11.08	83.26	73.67	88.23
Ilk	0.0	66.49	0.0	0.0	237.65	0.0	0.0	8.59	13.72	2.23	0.0	0.0	1.09	0.0	0.0	177.47	2.41	222.69	110.13	96.42	6.01	14.9	0.0	0.0	81.23	0.0	78.62	56.07	47.75	80.88	82.09	81.01
Insrr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.27	0.3
Islr2	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.73	1.49	0.0	0.0	0.18	0.33	0.0	0.12	0.0	1.24	0.91	0.84	42.31	52.28	43.91
Kat5	225.89	0.0	0.11	0.37	0.38	0.0	0.0	0.0	0.0	17.35	0.0	0.0	178.47	0.0	0.0	115.14	0.0	167.46	0.0	53.63	0.0	94.11	42.96	232.23	31.49	0.0	52.16	32.58	29.16	62.14	60.56	62.31
Kcnb2	0.0	0.0	0.0	0.21	0.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.84	0.0	3.25	0.0	35.46	0.0	20.74	0.0	0.0	39.13	0.0	0.0	0.0	1.11	0.19	0.65	7.42	6.12	7.86
Kdm2b	0.0	0.0	11.5	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.01	0.0	0.0	0.0	0.0	6.56	7.34	0.0	3.07	0.0	0.0	0.0	0.0	0.0	0.0	3.8	1.36	4.22	15.2	14.76	15.52
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Khdc1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.16
Kif2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.28	0.42
Kif3b	1.75	0.0	55.36	0.0	0.0	13.7	0.0	0.13	47.15	0.95	34.05	0.0	1.92	10.35	46.76	0.34	0.1	26.12	17.11	14.13	0.79	29.65	0.0	0.0	20.85	0.0	15.14	12.45	10.86	47.95	45.71	48.37
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lipk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Lix1	12.74	1.42	1.96	53.0	240.33	5.87	1.85	124.68	2.88	150.65	2.28	2.1	2.57	15.84	0.82	1.98	1.0	4.88	6.98	2.35	3.32	1.38	2.12	1.64	54.01	134.92	62.17	40.48	36.29	45.55	42.23	45.91
