	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Cntd1	0.0	0.0	0.0	0.45	47.02	0.0	1.42	3.82	0.44	0.0	0.0	0.31	1.56	0.35	0.88	0.0	1.26	5.32	0.28	0.14	1.59	0.0	1.93	0.6	0.45	0.0	0.34	0.26	14.71	0.36	0.54	0.0	1.16	0.77	0.58	1.47	1.55	1.48
Coro2b	0.21	0.0	0.82	0.0	40.01	0.0	25.2	0.0	0.09	0.04	3.81	0.0	0.0	0.03	10.25	0.11	0.0	2.45	0.0	0.2	0.0	4.06	0.0	3.98	0.0	0.08	4.68	0.0	0.0	0.0	0.0	0.0	12.66	16.69	14.93	118.73	124.35	130.21
Cr2	0.0	0.28	0.21	0.21	26.05	0.94	0.54	0.41	0.08	0.01	0.1	0.04	0.12	0.02	0.13	0.3	0.0	0.0	0.0	0.04	0.03	0.14	0.04	0.22	0.0	0.35	0.13	0.28	0.03	0.04	0.25	0.01	0.19	0.22	0.06	0.31	0.33	0.57
Cyb5r4	0.0	0.0	0.0	1.56	97.28	15.76	0.0	8.56	0.0	0.06	0.0	0.0	2.1	6.6	0.0	0.0	53.46	0.0	0.0	0.0	0.0	0.0	0.0	33.54	0.0	0.0	0.0	0.0	0.0	0.17	0.0	45.59	15.22	9.96	15.2	37.55	36.4	35.47
Cyp2b19	0.0	0.0	0.0	0.0	4.27	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.04	0.41	0.0	0.0	0.0	2.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.03	0.11
Dleu2	0.0	0.29	0.0	0.0	84.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.0	0.0	1.54	0.0	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	3.93	5.97	2.5	4.64	4.43	4.31
Dtwd2	0.12	0.0	0.57	0.54	39.55	7.61	2.23	0.39	0.08	1.35	0.04	0.52	0.15	0.26	0.18	0.15	0.54	6.84	1.51	17.72	22.1	2.39	0.1	0.37	0.8	3.46	1.66	0.26	0.1	1.55	2.28	4.36	17.79	7.04	8.15	3.71	3.24	3.98
Dyrk3	0.0	0.0	0.0	0.0	41.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	1.6	1.67	5.23	14.06	14.06	9.33
Fam105b	0.0	0.0	0.0	0.0	38.55	0.0	0.0	0.0	0.0	0.0	7.59	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9	6.59	1.42	18.57	18.88	18.82
Fam177a	9.52	5.31	1.0	0.66	19.57	3.6	14.23	2.13	0.75	4.6	0.97	5.07	14.74	10.07	7.08	10.01	4.19	30.94	5.27	9.6	1.07	3.41	11.48	11.15	2.03	3.87	8.65	12.08	18.26	23.92	6.97	1.29	13.41	14.19	19.02	17.56	16.4	17.92
Fam19a2	0.0	0.0	0.0	0.0	88.82	0.0	109.34	0.0	0.0	0.02	0.0	0.04	0.05	0.03	0.0	0.0	0.0	58.81	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.79	35.36	38.31	37.0
Fancc	0.0	0.0	0.0	0.0	27.72	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.03	0.46	2.72	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.09	0.0	0.0	0.05	0.16	0.0	0.0	0.0	0.0	2.55	1.75	3.32	6.87	7.33	7.32
Fbxw4	0.0	0.0	0.0	0.0	67.46	0.0	0.0	0.0	0.0	0.16	30.99	0.09	0.0	0.0	31.85	13.44	0.0	0.0	0.17	0.0	0.11	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	4.46	6.3	23.81	27.47	27.31
Fgf7	0.0	0.0	0.0	0.0	47.22	0.0	0.21	0.0	0.06	0.06	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.12	0.12	0.09	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.89	0.13	0.71	0.59	0.53
Gbp5	0.0	0.0	0.0	0.0	6.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46	2.25	2.96
Ggt5	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	1.23	1.36	0.96
Gm13306	3.68	0.0	0.0	0.0	11.67	0.0	23.86	21.49	1.46	0.03	0.0	1.74	0.0	0.0	0.0	5.37	0.0	3.43	0.77	0.0	0.0	3.46	0.29	1.65	1.9	0.13	2.24	4.31	0.0	4.89	0.0	1.88	61.27	76.52	71.98	30.63	28.29	22.96
Gm14634	0.0	0.0	0.0	0.0	24.37	0.0	0.15	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.63	0.42	1.2	0.62	2.25
Gm2506	3.68	0.0	0.0	0.0	11.67	0.0	23.86	21.49	1.46	0.03	0.0	1.74	0.0	0.0	0.0	5.37	0.0	3.43	0.77	0.0	0.0	3.46	0.29	1.65	1.9	0.13	2.24	4.31	0.0	4.89	0.0	1.88	61.27	76.52	71.98	30.63	28.29	22.96
Gm7173	0.0	0.0	0.0	0.0	17.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.13	0.32
Gnb2	17.15	8.45	28.55	1.76	69.4	0.0	0.0	0.0	0.11	0.0	0.61	49.71	19.92	5.83	1.78	4.7	0.16	91.56	15.18	4.02	2.75	0.55	0.0	4.83	1.69	5.46	0.2	12.72	0.18	26.83	0.0	0.64	7.69	12.86	23.05	343.57	367.63	357.07
Gpr61	0.0	0.0	0.23	2.03	47.93	0.0	4.74	0.0	4.4	32.08	0.0	0.04	0.0	2.07	1.78	0.0	0.0	5.78	2.09	0.0	0.12	0.0	0.0	2.02	2.6	0.15	4.45	0.0	2.09	0.0	0.0	0.56	9.5	9.19	7.03	12.37	12.89	14.1
Hck	0.0	0.0	0.0	0.0	4.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	1.47	1.96	2.59
Ipp	0.0	0.0	0.0	5.2	80.05	0.0	0.0	0.0	0.0	0.04	0.0	13.51	0.0	0.0	0.0	0.0	28.82	0.0	0.0	0.0	21.78	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	10.99	0.04	11.91	9.81	14.02	13.33	11.68	10.82
Klhl14	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	2.26	2.37
Klra2	0.14	0.4	0.0	0.31	41.59	0.97	0.53	0.0	0.07	0.17	0.34	0.0	0.0	0.13	0.16	0.18	29.27	0.18	0.0	0.14	0.24	0.0	0.28	0.0	0.0	0.0	0.0	0.0	5.03	0.0	0.28	0.0	0.0	0.0	0.2	0.34	0.17	0.36
Ldlrad3	0.0	0.0	0.0	0.0	46.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.98	3.07	9.04	7.94	8.8
Lect1	0.0	0.0	0.0	0.0	4.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	1.7	1.15
Lman2	0.0	0.11	4.03	0.0	146.1	0.0	0.0	0.0	0.8	0.02	21.16	0.04	10.93	13.72	19.64	0.0	30.68	37.76	0.0	0.0	27.63	0.0	0.0	0.0	0.0	0.0	15.87	0.96	5.27	0.0	0.0	0.0	6.04	7.83	10.3	44.69	43.89	43.97
Mcm2	0.0	0.0	0.0	0.0	18.22	0.0	0.0	0.0	0.0	8.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.23	2.64	0.72	3.36	3.63	3.77
Mesdc1	0.0	0.0	2.1	0.0	14.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	0.0	0.0	4.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	1.54	2.04	1.08	23.57	26.69	23.74
Mgl2	0.0	0.0	0.33	0.0	1.67	0.0	0.19	0.0	0.0	0.55	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.39	0.21	0.44	0.95	0.77	1.08
Mir3059	0.0	0.0	0.0	0.0	9.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mllt6	0.0	0.25	0.0	3.62	11.3	0.0	0.02	0.04	0.02	0.02	0.08	0.12	0.09	0.02	0.0	0.0	0.98	0.0	0.0	0.0	0.0	1.28	0.19	0.05	0.36	0.03	0.58	0.0	0.08	0.4	0.01	0.02	1.9	1.4	0.94	61.9	66.63	68.89
Mtmr2	0.33	10.28	32.66	18.79	64.17	52.5	60.23	37.97	10.03	5.26	30.94	36.3	29.76	19.7	18.14	15.54	25.16	19.74	17.29	27.84	14.8	24.39	18.99	34.65	30.06	15.93	10.77	11.18	56.95	39.05	4.45	6.9	75.2	40.52	69.15	42.48	41.76	39.44
Myd88	0.0	0.0	0.0	0.0	77.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.48	0.0	0.0	0.0	0.0	0.0	0.0	5.65	4.05	6.36	5.94	6.19
Myh10	2.9	4.0	1.73	11.37	81.32	0.25	1.22	2.12	20.7	36.54	18.16	3.04	4.63	12.96	7.54	27.3	36.46	38.16	4.78	3.98	16.34	24.19	0.23	46.41	31.22	0.03	10.24	20.35	33.86	21.94	0.2	14.97	23.64	23.51	21.14	136.61	130.54	138.14
Myh2	0.0	0.0	0.0	0.0	14.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.22	1.65	0.9	0.64	0.39	0.57
Npy	359.05	9073.51	13918.43	173305.25	16044.9	14635.6	45335.24	13383.72	132042.44	149629.49	134232.96	130357.56	116117.28	120987.76	122154.33	126501.28	173863.58	45711.04	166048.87	115420.41	191162.16	108906.97	154857.31	153405.37	147732.76	141010.39	110523.31	151963.58	145032.54	180453.32	8484.11	120620.2	0.6	0.0	0.7	214.21	196.57	200.76
Odf4	0.0	0.0	0.0	0.0	50.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	14.35	6.03	0.0	0.0	35.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.68	0.47
Osbpl2	0.0	0.0	0.0	46.87	65.68	0.0	0.0	0.1	47.31	0.06	0.26	0.12	75.38	37.62	0.0	0.0	29.97	3.84	30.68	2.27	0.0	128.81	0.0	0.0	0.53	0.0	0.4	18.07	4.7	2.33	0.0	49.34	10.43	12.41	6.07	49.28	52.89	49.42
P2ry13	0.0	0.0	0.0	0.0	45.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	11.22	10.65	13.6
Pak1	164.66	174.13	231.19	222.43	715.74	118.23	144.81	190.14	84.5	100.28	240.05	215.83	143.62	51.77	184.32	186.92	39.53	33.06	250.81	247.34	247.81	184.3	139.26	186.23	165.71	165.79	249.76	166.74	108.78	68.01	312.12	126.63	973.68	870.65	881.59	422.11	398.57	412.06
Papss1	3.88	0.0	0.0	2.11	209.97	0.0	0.0	0.0	0.0	52.51	0.0	56.68	44.59	0.04	53.58	8.73	0.77	8.0	76.66	0.0	49.4	15.72	0.0	0.0	3.49	41.47	61.2	72.84	0.0	0.0	0.0	0.07	44.57	41.87	62.57	78.3	83.14	75.31
Pcdhgb7	0.0	0.0	0.0	0.0	80.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.91	0.0	13.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.74	0.0	19.25	0.0	0.0	2.48	0.0	0.0	1.7	0.45	0.33	9.07	9.97	8.46
Plekha4	0.0	0.0	0.0	0.0	27.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	2.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97	1.99	1.86
Ppp1r3c	0.0	0.0	0.0	0.0	59.13	0.0	0.0	0.0	47.69	0.21	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	1.16	2.99	33.23	34.22	31.53
Prkg1	0.38	0.33	0.68	0.43	10.72	0.14	1.65	0.35	0.08	0.2	0.13	0.05	0.23	0.14	0.18	0.69	0.11	0.19	0.0	0.19	0.06	0.04	0.33	0.08	0.51	0.24	0.24	0.07	0.43	0.17	0.65	0.01	2.61	3.42	2.97	5.98	5.38	6.26
Ptx3	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.58	0.21
Rab39	0.0	0.0	0.0	0.0	44.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.5	0.0	0.0	0.0	0.0	8.52	1.85	0.93	1.33	1.56	1.34
Rabep2	0.0	0.0	0.0	0.0	52.15	0.0	9.61	0.0	0.0	0.0	2.59	0.0	24.92	0.0	0.0	29.56	0.0	0.0	0.13	0.19	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88	1.36	2.88	9.77	11.34	10.72
Rad51ap2	0.0	0.0	0.0	0.0	12.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	0.0	0.0	0.0	0.0	0.0	2.44	0.87	1.09	1.3	0.76	1.38
