	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_4	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_8	Ctgf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_8	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_20	Ndnf_tdTpositive_cell_21	Nkx2.1_tdTpositive_cell_4	Nkx2.1_tdTpositive_cell_9	Nkx2.1_tdTpositive_cell_11	Nkx2.1_tdTpositive_cell_13	Nkx2.1_tdTpositive_cell_17	Nkx2.1_tdTpositive_cell_23	Nos1_tdTpositive_cell_1	Nos1_tdTpositive_cell_54	Nos1_tdTpositive_cell_66	Nos1_tdTpositive_cell_73	Nr5a1_tdTpositive_cell_21	Nr5a1_tdTpositive_cell_51	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_29	Ntsr1_tdTnegative_cell_56	PvalbF.Gad2_tdTpositive_cell_3	PvalbF.Gad2_tdTpositive_cell_12	PvalbF.Gad2_tdTpositive_cell_17	PvalbF.Gad2_tdTpositive_cell_25	PvalbF.Gad2_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_29	PvalbF.Gad2_tdTpositive_cell_31	PvalbF.Gad2_tdTpositive_cell_33	PvalbF.Gad2_tdTpositive_cell_35	PvalbF.Gad2_tdTpositive_cell_36	PvalbF.Gad2_tdTpositive_cell_38	PvalbF.Gad2_tdTpositive_cell_88	PvalbF.Gad2_tdTpositive_cell_89	PvalbF.Gad2_tdTpositive_cell_90	PvalbF.Gad2_tdTpositive_cell_91	PvalbF.Gad2_tdTpositive_cell_92	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_174	Scnn1a.Tg3_tdTpositive_cell_102	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4930429D17Rik	0.0	0.0	0.26	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	14.81	0.0	0.32	0.0	0.0	0.28	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.16	0.0	0.0	0.0	0.0	0.22	0.18	0.0	0.0
4930471M23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.75	26.28	31.07	63.58	1.29	64.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.15	127.62	0.0	0.0	107.33	22.22	23.95	44.19	4.82	0.0	34.58	0.0	0.0	0.0	0.22	40.2	4.69	0.0	0.0	24.72	31.03	39.11	21.61	23.1	24.25
4930519D14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0
4930568K20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	2.52	0.0	0.0	0.0	0.0	0.0	10.52	0.0	0.0	0.0	0.0	0.0	1.77	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.06	0.0
5330417C22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.84	0.0	3.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.45	0.0	0.0	0.63	196.95	1.39	5.96	0.0	46.6	0.57	13.32	0.0	0.11	0.0	0.19	1.84	0.21	0.0	0.1	4.87	9.93	1.43	0.09	61.65	49.17	51.38	22.76	22.75	24.59
6030405A18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.01	0.0	11.27	2.3	73.91	21.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.07	2.06	0.0	0.0	0.0	0.0	1.28	0.0	0.0	16.72	0.0	0.0	0.14	0.0	0.11	0.04	4.27	0.0	0.43	0.0	0.11	0.0	26.45	28.65	27.76
6820408C15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	107.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.24	39.76	0.0	0.0	0.0	0.36	0.41	2.51	2.25	2.79	2.87
9830001H06Rik	0.88	0.0	0.0	0.03	0.13	0.32	0.0	0.27	0.38	0.09	0.04	0.04	0.0	0.0	0.0	0.03	0.06	0.05	0.14	0.2	0.1	0.0	0.28	0.03	0.0	0.43	0.0	0.02	0.62	0.0	0.5	20.55	0.08	0.06	0.04	0.08	0.0	1.54	0.0	0.32	0.13	0.25	0.07	0.03	0.0	0.08	0.14	0.08	1.06	0.15	0.07	0.12	0.03	13.73	12.95	14.31
A530098C11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.85	0.0	1.98	0.28	0.0	0.0
A930005H10Rik	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.68	0.46	0.0	0.0	0.0	0.0	119.71	0.0	0.0	84.71	0.0	0.0	0.0	0.0	0.0	16.15	0.0	0.0	0.0	0.0	0.0	134.6	0.0	72.89	0.99	0.0	0.0	63.22	0.0	17.05	24.66	0.0	94.26	0.24	0.0	3.76	0.26	47.11	1.81	1.33	19.72	30.4	26.45	17.92	16.1	15.8
Acp6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	10.44	0.0	0.0	0.46	0.0	0.0	0.0	2.56	0.0	0.0	0.0	0.0	0.0	100.56	0.0	82.92	0.0	92.54	0.55	7.61	0.0	0.0	70.94	4.3	0.0	0.0	29.77	12.44	0.0	6.42	0.0	0.0	2.75	9.72	13.61	13.63	15.31	14.61
Adam19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.14	0.0	0.21	0.0	0.1	0.0	37.35	0.04	0.0	0.0	0.0	0.41	0.0	0.0	0.06	0.0	0.07	0.07	0.0	0.03	0.0	6.21	0.4	0.14	2.26	2.08	2.85	10.59	9.39	11.15
Adamts3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.62	0.73	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	1.01	0.03	0.0	0.0	0.0	72.57	0.23	0.0	0.0	0.0	0.0	23.44	0.09	14.99	7.32	0.0	0.0	0.0	1.37	1.27	0.0	21.98	0.0	0.0	0.43	1.34	1.54	13.33	12.78	13.07
Anks1b	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69	1.07	20.26	1.64	23.02	0.0	0.0	0.0	0.0	41.76	28.92	0.55	0.0	0.0	0.0	23.97	62.79	20.33	20.54	21.0	15.47	77.75	1.36	22.18	3.35	39.36	0.44	27.69	0.16	43.65	7.78	57.45	402.29	106.03	39.65	38.52	38.4	136.15	132.0	139.16
Apitd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.88	0.0	0.0	50.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	159.47	72.19	0.0	79.58	48.6	0.0	0.0	26.64	34.97	0.0	0.26	128.08	0.0	0.0	0.0	3.19	0.0	1.48	8.38	1.54	3.12	4.8	4.31	4.28
Arxes1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.62	99.54	0.0	30.33	0.0	3.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.5	0.0	5.12	0.0	0.31	0.36	0.0	1.96	0.0	0.0	0.15	0.64	0.0	0.0	0.0	22.09	0.0	0.57	6.7	7.9	7.74	33.9	38.1	37.3
Aspdh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	2.93	3.55	2.16
B9d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	356.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.14	84.27	0.77	8.15	0.0	0.0	0.0	0.0	0.0	28.62	0.0	0.0	0.0	0.0	0.0	162.53	233.04	45.62	139.08	86.27	24.67	24.16	0.0	43.92	71.68	0.0	0.0	0.43	0.0	1.71	0.69	42.33	0.0	17.3	67.06	110.14	78.33	17.57	24.69	19.81
BC046331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.88	0.0	0.12	0.0	12.01	7.95	10.97	0.0	0.0	0.0	0.0	43.42	37.97	0.0	0.0	0.0	4.15	0.0	0.0	5.87	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	1.54	5.96	1.79	25.23	24.71	26.39
Baiap2l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.43	0.0	0.22	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	2.34	3.74	2.67
Bid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15	0.0	81.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	161.29	141.97	75.33	0.0	0.0	0.0	3.76	0.0	0.0	89.39	2.98	0.12	31.6	0.0	0.0	0.0	10.51	0.0	0.0	8.29	4.59	9.09	9.18	11.17	10.46
Btbd7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	3.69	0.0	0.0	0.0	0.0	0.0	0.46	0.72	0.35	0.0	0.0	0.0	135.63	7.86	0.0	1.34	0.0	1.87	0.1	0.0	0.0	0.19	26.91	1.26	0.1	0.12	1.4	0.0	0.84	0.0	0.07	0.48	0.16	1.52	10.94	9.82	11.05
C130083M11Rik	0.13	0.18	0.0	0.0	0.0	0.29	0.0	0.04	1.04	0.39	4.1	6.37	0.95	0.0	0.0	3.82	4.02	0.14	1.85	1.3	0.65	0.28	0.0	1.32	0.08	6.86	0.17	0.35	0.0	0.63	17.24	101.64	1.12	1.8	2.38	1.38	0.47	1.38	0.92	0.69	1.73	0.31	4.4	1.39	2.78	4.43	1.02	4.32	15.55	2.31	1.87	1.12	0.39	3.38	3.61	4.76
Capn6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	14.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.27	0.0	0.0	0.08	0.19	0.1	1.94	1.96	2.31
Cartpt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.13	568.48	278.17	220.94	346.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	678.13	0.0	0.0	0.97	247.51	67.12	0.0	13.32	294.91	41.31	0.0	72.88	281.8	20.69	0.0	0.0	0.0	0.0	1.41	0.0	0.0	0.44	17.85	16.6	18.28
Ccdc107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.03	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	55.23	51.87	63.43	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	114.99	318.46	26.96	84.8	70.45	0.0	27.92	0.0	0.0	47.25	0.0	0.0	0.18	37.21	0.0	31.61	68.62	0.0	1.14	1.55	32.06	20.21	36.95	42.6	36.98
Ccdc138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.19	0.0	0.13	0.0	0.13	0.03	0.0	0.0	0.54	0.0	65.33	0.0	0.0	0.0	0.0	10.0	0.0	34.71	24.91	0.0	0.0	0.0	0.83	0.0	0.0	12.86	0.11	0.0	4.61	5.02	5.08	2.92	2.91	3.18
Ccl27b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	10.4	0.77	6.84	0.6	5.99	9.17	0.0	0.0	0.0	17.08	177.13	20.98	0.34	0.0	0.81	0.0	11.55	0.0	0.0	0.0	11.75	29.61	11.59	0.69	1.74	1.75	0.85	1.18	0.0	0.0	0.0	40.26	389.64	171.5	61.27	76.52	71.98	30.63	28.29	22.96
Cdc37l1	0.0	0.0	0.0	0.0	0.0	40.64	0.0	0.0	0.0	0.0	121.43	73.55	0.0	110.9	0.0	0.0	12.37	11.22	0.0	2.48	0.53	5.92	0.0	0.0	0.0	4.52	0.0	0.09	0.0	0.0	10.01	41.1	88.13	11.78	80.82	44.57	14.99	26.64	47.32	33.37	4.25	13.35	0.5	0.0	18.41	26.64	39.74	25.15	0.0	0.06	14.61	13.29	13.55	62.44	53.79	60.96
Cdon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12	0.0	0.0	2.94	0.0	0.0	0.45	0.33	0.85	6.17	5.86	5.96
Celsr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	18.48	2.3	17.93	17.47	0.13	9.22	0.0	0.0	0.03	21.02	2.9	4.4	0.06	0.06	0.1	0.09	24.78	2.12	16.2	3.72	4.34	18.79	3.13	9.61	15.41	16.53	2.18	3.55	6.18	8.13	4.81	10.88	6.32	18.85	14.23	14.01	13.58	73.45	73.3	82.99
Cideb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.92	137.41	0.0	0.0	0.0	165.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.03	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	4.52	4.96
Clcn6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.14	0.0	5.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.58	3.81	0.0	0.0	0.0	2.42	0.0	0.0	0.0	2.77	0.0	0.0	0.0	0.0	0.06	0.18	0.0	0.0	0.41	4.61	1.07	54.01	53.58	53.55
Cldn15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	57.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.32	0.2	0.22
Creb3l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.64	0.0	4.17	0.0	0.11	0.0	0.26	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	5.84	5.34	6.09
Creg1	0.0	0.0	0.0	0.0	0.0	9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.46	0.0	0.0	0.0	5.02	0.0	0.0	0.0	0.0	9.82	0.0	61.1	0.0	0.0	0.0	91.6	35.58	0.0	31.04	0.0	1.81	0.0	0.0	0.0	14.38	0.0	0.54	6.27	0.0	0.0	5.17	4.66	0.0	0.0	0.0	0.33	0.49	26.95	30.03	25.78
Cyb561d2	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	34.81	0.0	36.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.64	0.0	0.0	1.19	98.03	47.25	0.0	0.0	0.0	0.0	10.5	0.0	29.72	33.92	0.0	0.78	0.47	0.0	0.0	0.19	56.28	0.0	0.42	16.77	40.64	41.62	13.05	14.13	14.97
Dbt	3.41	0.0	0.15	0.0	0.0	0.0	0.14	0.05	0.27	0.0	0.41	0.13	0.49	0.71	0.0	0.0	0.5	7.31	27.5	0.46	2.6	0.47	0.0	6.43	1.41	2.64	2.28	2.29	0.22	1.14	1.77	21.59	77.69	0.28	0.64	34.17	0.2	12.08	0.57	6.01	4.98	0.21	20.03	1.33	0.41	55.27	0.18	3.7	0.72	0.23	5.32	1.15	5.99	14.19	13.45	14.06
Dcaf12l2	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.26	0.0	0.07	0.0	0.0	0.13	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	44.57	0.0	0.0	0.0	7.61	0.61	0.06	0.0	0.0	0.24	0.08	0.0	0.0	0.0	0.0	2.48	0.33	0.07	0.83	0.24	3.25	1.71	1.76	1.93
Dcun1d2	0.0	0.0	0.0	0.0	0.0	0.0	17.5	0.0	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	0.0	37.33	1.72	13.93	2.09	0.0	0.0	0.0	0.11	4.22	0.0	0.0	0.0	0.0	1.84	10.89	92.57	0.0	35.89	5.9	0.0	24.25	3.21	37.76	39.52	31.88	0.48	6.11	27.05	76.2	57.71	18.74	0.0	28.0	30.28	31.63	31.85	37.31	38.65	35.42
