	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_16	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Bbs9	32.37	74.51	81.18	0.2	5.65	0.0	117.72	0.0	0.0	0.0	30.24	0.07	0.0	0.22	32.38	8.93	0.2	34.84	3.29	41.0	6.08	0.0	55.36	29.33	0.0	0.0	0.93	12.13	0.0	32.18	0.07	2.25	0.68	0.08	38.47	2.77	0.0	7.87	0.0	5.64	0.0	0.0	18.24	16.83	10.06	12.28	10.93
Bloc1s3	2.15	2.33	3.44	5.9	0.24	2.17	58.61	3.91	5.52	6.42	10.69	4.84	0.91	4.25	7.19	5.48	2.44	1.42	2.4	4.18	4.86	1.07	1.89	0.56	2.27	8.14	2.13	0.96	51.52	4.21	0.86	5.57	4.93	0.68	2.63	1.0	7.21	2.44	2.23	1.13	9.69	3.19	4.18	5.79	16.15	16.72	15.16
Brpf3	0.0	0.0	0.0	7.15	1.03	0.0	11.91	0.0	0.0	0.0	2.17	0.04	0.0	0.0	0.05	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	1.21	0.0	0.0	0.0	1.02	4.74	0.0	0.0	7.31	0.69	0.0	1.97	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.23	20.31	19.93	20.09
Btbd3	0.41	4.57	29.6	0.0	10.82	7.28	80.92	2.3	0.0	0.35	20.09	31.35	10.61	0.0	0.03	0.71	0.0	0.0	1.66	0.0	0.0	0.13	0.0	0.06	23.85	3.94	0.0	0.0	0.0	0.0	0.0	0.0	43.15	0.0	0.41	0.0	4.23	6.44	0.24	19.98	2.56	49.36	3.9	4.08	96.41	96.0	102.53
C130026L21Rik	0.0	0.0	0.0	0.0	0.0	0.0	22.92	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	1.53	6.59	4.79	6.36
C1qtnf3	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.12	0.26
Ccdc110	0.0	0.0	0.0	0.0	0.0	0.0	33.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.71	0.74
Ccdc41	0.0	0.32	0.0	0.0	12.02	0.0	37.42	38.05	21.58	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0	1.25	0.0	0.0	4.21	0.0	0.0	2.51	4.54	10.82	0.0	0.0	0.0	23.05	0.0	0.0	0.0	0.0	0.24	10.47	16.14	27.75	25.98	27.87
Ccl27b	0.0	0.0	0.0	0.0	0.0	28.87	0.83	0.0	0.0	0.0	17.1	31.22	3.39	0.3	0.03	0.0	1.74	7.16	0.58	0.0	5.37	0.27	1.98	0.0	0.0	3.43	0.77	0.0	1.65	1.9	8.48	4.31	40.26	0.0	4.89	1.61	0.0	0.0	0.0	38.65	4.36	0.0	76.52	71.98	30.63	28.29	22.96
Cd93	0.0	0.22	0.32	0.18	0.18	0.17	15.18	0.53	0.5	0.07	0.72	0.22	1.45	0.08	0.18	0.2	0.27	0.09	0.39	0.3	0.73	0.25	0.16	0.77	0.22	0.58	0.07	0.24	0.38	0.31	0.55	0.35	0.38	0.23	0.19	0.26	0.36	0.57	0.11	0.28	0.84	0.27	0.53	0.63	4.22	3.92	4.29
Cdyl2	11.63	0.0	0.0	0.0	0.0	0.0	83.21	14.66	0.12	0.0	15.81	0.16	0.0	0.0	0.03	0.0	0.02	8.57	7.26	7.05	6.69	5.85	16.0	6.76	0.0	0.0	0.59	0.0	0.0	9.19	0.0	0.99	17.1	0.0	0.0	30.8	0.07	0.06	0.0	0.0	1.91	0.0	16.15	15.73	7.34	7.16	7.66
Col4a6	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.71	0.68
Coq4	25.34	0.0	0.0	0.0	0.0	0.0	183.42	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	54.97	0.0	0.12	36.01	62.38	28.77	0.0	25.56	33.55	0.0	37.47	37.01	42.57	0.0	0.0	0.0	26.3	12.74	0.0	0.0	38.25	0.0	0.0	0.0	0.2	0.0	0.0	21.83	27.13	16.82	17.4	17.52
Cox4nb	0.13	0.02	0.17	8.8	0.16	0.07	110.0	0.02	0.26	0.0	0.0	0.13	0.11	9.21	0.04	0.03	0.07	0.05	37.21	11.08	1.04	0.0	0.1	4.75	0.05	0.07	0.02	0.08	0.06	14.51	0.16	26.9	4.49	14.0	0.14	8.88	0.0	0.33	6.89	29.31	16.81	33.31	8.64	4.32	30.81	31.83	32.07
Crhr2	0.0	0.0	2.25	0.0	0.0	0.0	111.5	0.0	0.0	0.0	0.0	37.17	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	1.12	1.08
Cul4a	0.0	90.58	0.0	0.0	4.27	0.0	87.08	57.67	1.12	0.0	49.15	13.67	0.0	19.42	0.0	0.0	0.0	53.9	0.0	0.0	0.0	2.65	55.09	0.08	0.0	0.0	0.0	25.75	1.98	2.32	0.64	30.65	4.44	0.0	44.24	0.0	0.73	0.0	32.67	25.1	17.09	0.0	13.33	14.29	57.84	56.16	56.17
D830029L11	0.0	0.0	0.0	0.0	0.0	0.0	102.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.73	3.96	4.27	3.46	4.55
Dnajc25	0.0	0.0	0.0	0.0	0.0	0.0	55.29	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.58	5.22	3.74	3.48
Eef2k	25.93	0.27	0.46	0.85	0.11	0.18	37.38	0.15	0.16	0.21	0.89	27.76	0.3	0.11	0.44	0.11	0.0	7.6	0.31	0.05	0.35	0.19	0.56	0.09	0.19	0.45	0.0	0.07	0.33	10.14	0.11	35.1	3.62	0.62	22.83	0.55	2.25	1.03	0.52	0.32	0.38	0.49	3.05	2.99	27.93	28.9	28.24
Ehd4	0.0	0.0	0.0	0.0	0.0	0.0	12.26	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.0	0.0	0.07	0.0	0.0	2.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	1.23	10.78	11.61	10.71
Epha6	1.51	0.11	0.0	0.0	0.0	0.0	110.59	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.02	0.0	0.0	0.74	0.0	0.09	0.0	0.85	4.62	0.46	0.0	0.0	0.0	0.0	1.18	0.69	0.0	0.0	2.68	24.83	0.0	0.0	5.16	11.28	0.0	1.47	29.03	0.0	0.0	0.0	21.54	15.15	21.49
Erlin2	0.0	0.0	18.4	0.0	0.0	0.0	185.52	32.19	93.67	90.0	80.75	46.07	0.92	0.46	0.02	83.78	0.13	0.0	10.54	43.26	50.48	22.87	0.16	81.11	2.94	0.0	0.0	7.68	27.57	96.02	13.23	36.16	15.85	0.0	0.06	67.4	2.42	0.0	32.79	0.1	98.1	0.0	15.34	16.44	37.16	36.46	33.04
Evc2	0.0	0.0	0.0	0.0	0.0	0.0	3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	12.45	11.86	12.67
Fam20b	4.39	14.56	0.2	29.83	0.0	1.68	111.39	10.07	93.28	32.47	0.76	52.05	0.12	15.15	30.19	25.65	28.72	0.37	49.62	52.99	0.0	17.79	22.49	0.92	11.05	29.26	8.17	67.51	42.07	50.6	0.0	34.82	21.81	0.93	36.51	17.56	69.35	0.0	9.22	0.0	3.4	4.95	16.05	14.99	66.59	62.85	61.86
Fam57b	0.0	36.68	0.0	9.13	0.0	0.0	80.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	1.08	0.0	0.0	2.68	0.0	1.84	16.46	0.0	0.0	0.56	0.0	4.58	15.28	0.0	0.66	0.0	0.0	13.09	0.0	0.0	19.97	0.0	0.0	8.29	0.0	0.0	0.0	7.04	6.22	60.61	64.37	64.1
Fam69b	64.89	0.0	0.8	57.8	0.0	0.0	247.64	0.0	35.27	0.0	0.32	0.0	0.0	36.04	10.46	0.32	0.0	30.03	0.0	0.97	30.41	33.62	0.0	32.22	12.6	0.21	2.42	16.7	35.82	0.0	0.44	27.96	17.48	0.18	78.9	47.35	60.19	0.34	0.0	50.63	0.0	0.0	11.84	11.08	68.47	80.18	76.2
Fam78a	0.0	0.0	0.0	0.0	0.0	0.0	70.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	0.09	4.9	4.91	3.24
Fgfr1op2	4.72	79.27	15.1	0.0	0.0	0.26	158.21	0.0	64.09	51.8	84.85	0.0	58.49	45.25	44.99	147.46	66.82	21.39	8.45	0.14	4.15	3.85	8.14	30.38	0.0	0.0	70.12	50.98	0.59	36.34	0.82	21.19	45.66	4.76	0.16	79.22	80.85	0.0	6.08	0.0	0.0	0.0	59.46	65.55	100.83	95.67	92.32
Foxp4	0.0	0.0	0.0	0.0	0.0	0.0	3.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	1.03	0.0	1.08	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.52	18.34	21.45	18.34
Galm	0.0	0.0	0.0	0.0	0.0	0.0	161.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	1.62	1.91
Gm13306	0.0	0.0	0.0	0.0	0.0	28.87	0.83	0.0	0.0	0.0	17.1	31.22	3.39	0.3	0.03	0.0	1.74	7.16	0.58	0.0	5.37	0.27	1.98	0.0	0.0	3.43	0.77	0.0	1.65	1.9	8.48	4.31	40.26	0.0	4.89	1.61	0.0	0.0	0.0	38.65	4.36	0.0	76.52	71.98	30.63	28.29	22.96
Gm14872	0.0	0.0	0.0	0.0	0.0	0.0	86.22	0.0	0.0	0.0	0.0	0.0	0.38	1.18	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	1.94	0.0	0.0	0.0	0.0	0.0	1.93	2.8	1.38	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.87	7.05	6.23	6.99
Gm14920	0.0	0.0	0.0	0.0	0.0	0.0	67.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.94	0.29	0.32
Gm16677	0.0	0.0	0.0	0.0	0.0	0.0	161.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.07	21.41	25.52	65.49	0.0	0.0	31.4	30.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.09	4.4	1.01	1.14	0.42
Gm17757	0.0	0.0	0.0	0.0	0.0	0.0	6.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.14	0.28
Gm2506	0.0	0.0	0.0	0.0	0.0	28.87	0.83	0.0	0.0	0.0	17.1	31.22	3.39	0.3	0.03	0.0	1.74	7.16	0.58	0.0	5.37	0.27	1.98	0.0	0.0	3.43	0.77	0.0	1.65	1.9	8.48	4.31	40.26	0.0	4.89	1.61	0.0	0.0	0.0	38.65	4.36	0.0	76.52	71.98	30.63	28.29	22.96
Gm4070	0.0	0.0	0.0	0.0	0.0	0.0	19.53	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	3.43	1.62	2.49
Gm4759	0.0	0.0	0.0	0.0	0.0	0.0	9.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.11
Gnb5	187.85	132.21	115.52	102.05	0.0	130.4	513.99	49.09	334.73	192.86	71.27	0.0	108.06	83.13	267.07	139.42	67.31	127.29	135.38	95.93	94.47	118.26	65.85	58.84	63.17	7.15	60.42	58.81	63.43	101.85	101.87	102.95	137.37	84.08	113.29	0.0	144.58	159.01	108.07	0.0	0.0	142.07	319.2	283.45	177.64	176.99	168.08
Gpc3	0.0	0.0	0.0	0.0	0.0	0.0	142.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51	5.01	3.92
Gtf2e1	0.0	55.71	62.75	0.0	0.0	0.0	308.56	0.0	0.0	0.0	0.0	6.03	6.32	0.0	0.03	0.04	0.0	1.49	0.0	0.0	0.0	0.0	0.0	0.0	17.52	0.0	0.0	0.0	0.0	24.79	0.08	0.0	10.98	0.0	0.0	0.0	6.13	0.0	0.0	0.0	36.9	0.0	4.72	12.69	15.66	15.21	14.67
Gvin1	0.0	0.0	0.0	0.0	0.0	0.0	2.47	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.62	0.39	0.56
Hebp1	0.0	0.0	0.0	0.0	0.0	0.0	120.35	0.0	73.01	0.0	0.0	0.0	23.49	34.0	0.08	0.0	0.49	24.71	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.07	34.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69	5.76	38.08	39.58	37.58
Hist1h2ak	0.0	0.0	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hmbox1	16.58	0.0	0.0	36.38	0.0	34.1	123.16	3.9	0.0	0.0	51.97	0.0	0.0	0.0	0.0	57.53	0.0	0.0	0.42	0.0	36.7	1.64	0.0	0.0	5.76	0.0	0.0	0.0	0.09	0.0	0.0	0.0	4.5	0.0	0.0	0.0	30.23	0.0	2.11	0.0	0.0	0.0	3.05	1.66	27.51	23.7	33.14
Il22ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0
Il27ra	0.0	0.0	0.0	0.0	0.0	0.0	5.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.24	0.5
Kcnq4	0.0	0.0	0.0	0.0	0.0	0.0	5.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.44	5.26	6.58
Lactb	0.0	0.0	0.0	2.72	0.0	0.0	91.79	19.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.06	0.37	5.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.61	4.48	20.79	22.64	19.7
