	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_51	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_18	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_108	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_114	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_62	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_44	Rbp4_tdTpositive_cell_73	Rbp4_tdTpositive_cell_135	Rorb_tdTpositive_cell_43	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_16	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4930417G10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	0.0	0.0	0.0	0.0	5.96	0.0	0.29	0.0	0.0	0.0	1.14	2.16	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.88	3.52	2.49	3.51
4930465A12Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.99	1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33
4930500L23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0
4930505A04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.95	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.48	1.75	0.62	0.79
4930570G19Rik	0.0	0.07	1.15	0.0	0.0	0.0	0.0	0.21	29.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.32	0.0	0.0	0.0	0.0	11.05	14.98	11.43	1.15	0.62	14.0	6.15	0.0	0.0	0.0	16.98	0.0	0.0	0.0	0.0	0.0	0.0	15.12	13.62	16.74
4933407I05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.28	0.0	0.0	0.0	11.38	0.0	0.0	0.0	0.0	0.0	0.0	4.69	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.0	0.52	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.88	0.0	0.0	0.77	0.0	0.26
6530401N04Rik	0.0	0.0	0.0	0.0	0.0	0.26	1.98	0.0	16.79	0.01	5.99	1.79	0.27	9.76	0.1	0.0	0.0	0.0	3.21	0.0	0.0	20.89	95.8	0.77	0.12	0.68	1.11	3.7	6.91	4.75	2.28	2.16	1.34	4.48	5.8	8.55	0.11	0.27	4.88	0.09	0.0	0.08	0.0	0.09	7.64	7.04	7.6
A230051G13Rik	0.34	0.0	0.67	0.0	0.0	0.15	0.47	0.16	0.17	0.53	0.0	0.22	0.0	0.08	0.03	0.0	0.44	0.06	0.0	0.24	0.0	30.82	9.55	0.0	0.14	0.29	0.15	0.0	0.3	0.0	0.16	0.29	0.0	0.0	0.0	0.13	0.07	0.16	0.0	0.0	0.11	0.15	0.0	0.12	4.81	5.48	4.87
A630019I02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.9	0.0	0.0	0.0	0.0	10.21	6.61	4.74	8.73	5.81	6.05	10.42	0.0	0.0	2.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0
AF357355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39	0.0
AK129341	0.0	0.0	0.0	0.0	46.4	0.0	0.0	23.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.29	0.0	0.0	0.0	0.0	21.56	0.0	34.92	0.0	0.0	65.31	8.81	12.34	0.25	0.07	13.66	3.13	3.1	5.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45	34.35	11.03	10.01	10.88
Abhd4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.64	0.0	0.0	0.0	1.18	0.0	1.25	10.86	0.0	9.8	12.48	10.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31	52.69	55.77	58.82
Afg3l2	6.76	0.0	5.55	3.06	1.69	0.0	1.65	0.0	0.0	0.0	33.91	13.23	0.0	0.21	0.0	35.01	4.08	0.09	2.75	0.11	32.77	0.1	73.47	23.77	0.0	45.16	5.79	18.96	28.67	12.88	9.42	6.84	16.95	11.44	0.0	0.0	3.56	96.79	2.56	0.08	0.0	0.0	0.08	24.33	75.78	70.05	68.28
Aifm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.07	0.0	0.0	6.24	6.91	7.22
Akap13	1.03	0.0	31.81	2.27	0.0	0.0	8.08	0.0	0.0	0.0	0.0	0.61	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22	46.83	0.0	0.0	0.0	0.0	0.71	0.87	0.42	0.77	0.0	1.65	0.54	0.0	0.25	0.0	9.78	0.0	0.0	0.0	0.0	0.02	0.25	12.53	11.33	13.47
Akirin2	36.71	27.58	0.0	0.0	0.0	14.03	0.0	0.19	11.92	0.05	0.0	42.8	0.0	0.0	0.0	0.04	65.69	0.0	0.0	34.81	3.97	0.0	114.79	0.23	30.05	39.04	8.3	16.49	21.87	12.64	16.56	2.0	11.27	14.75	117.76	30.83	0.0	7.18	0.17	0.28	0.0	0.0	5.23	0.15	74.37	73.82	70.63
Aknad1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.07	0.16
Angptl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.73	5.45	0.23	0.0	0.0	0.0	0.0	4.94	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	3.5	2.48
Aqp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.27	0.12	0.0	0.0	0.0	0.0	3.45	0.12	0.02	0.0	1.14	0.82	0.05	0.0	0.0	0.07	0.0	0.0	0.1	0.0	0.0	0.0	58.68	55.56	73.11
Arhgap21	31.64	6.68	0.0	12.4	6.49	26.65	17.8	0.0	13.01	28.16	5.89	0.55	0.05	0.0	0.04	0.0	22.51	1.88	0.25	0.89	0.56	3.03	79.77	1.35	0.04	0.0	9.79	8.69	13.46	2.57	11.73	5.67	4.06	5.83	5.23	8.1	1.51	0.0	18.25	0.0	33.59	3.4	6.14	46.03	77.97	75.97	80.34
Arid1a	10.83	0.31	39.24	11.98	0.06	3.91	36.0	0.95	4.47	0.09	7.78	17.55	0.0	53.66	4.36	22.28	27.38	0.94	0.0	23.83	27.13	26.77	49.09	10.63	27.28	0.0	12.66	14.48	16.06	5.6	17.03	9.7	15.36	16.16	1.72	0.77	13.84	0.08	40.57	5.57	0.0	0.0	0.2	12.22	46.53	44.83	50.74
Atg4d	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	6.32	5.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0	48.45	0.0	3.23	0.0	0.14	1.02	0.29	2.03	0.36	0.12	1.2	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	24.42	24.85	24.19
Atn1	0.62	7.26	0.35	3.18	2.81	3.18	9.7	0.07	3.28	0.01	0.0	2.33	0.0	0.0	1.7	0.18	0.05	7.9	0.08	0.0	2.01	0.0	25.91	11.88	0.0	0.0	3.12	2.82	5.14	1.22	1.67	2.05	2.72	2.35	5.68	3.07	0.06	0.61	0.0	0.0	1.89	17.56	0.42	0.06	96.96	98.9	99.63
Atp8b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
B130024G19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.55	0.52	0.62
B3galnt2	0.2	0.0	0.0	0.0	0.0	27.94	0.22	9.53	0.0	0.78	0.0	0.57	0.49	0.19	0.0	0.0	0.12	0.0	0.0	0.0	0.09	0.0	44.16	0.26	0.08	0.0	1.45	5.32	14.9	0.98	1.13	0.22	4.95	3.18	0.34	5.25	38.74	0.29	0.1	0.21	0.0	0.0	0.0	0.28	16.14	13.77	14.54
B630005N14Rik	6.13	5.06	57.37	54.29	0.0	6.09	0.0	0.23	0.42	0.02	0.07	0.17	0.0	0.0	23.93	0.0	15.66	1.41	0.0	0.0	0.0	0.0	81.24	43.69	69.67	49.01	12.93	15.87	8.63	8.72	12.01	2.61	9.75	8.99	0.39	0.13	0.07	6.93	2.39	0.0	0.05	0.0	14.58	0.0	23.16	21.74	20.92
BB123696	0.0	0.21	0.22	1.36	0.68	1.14	0.0	0.0	2.13	1.19	0.36	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.14	0.0	2.69	0.86	0.13	0.0	0.31	0.0	0.26	0.9	1.19	0.17	0.0	0.0	0.14	1.14	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.12	0.18
BC030500	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.71	28.29	0.0	0.0	0.0	0.0	0.95	0.0	4.69	0.0	1.09	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.88	0.0	13.43	12.34	13.78
BC065397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.1	0.0	0.0	0.0	6.36	0.0	0.0	5.9	0.0	0.0	2.98	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91	2.03	3.13
Bak1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.34	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	7.91	10.5	11.76
Bbs1	4.52	3.47	3.65	7.0	5.37	5.66	3.75	3.07	5.57	2.58	3.36	10.59	11.77	4.67	9.98	1.33	4.52	2.94	3.56	3.24	3.53	10.55	27.16	5.64	1.59	23.68	10.49	9.52	10.52	11.44	10.03	9.23	9.57	11.08	11.46	2.48	2.0	5.69	5.42	8.35	5.65	5.69	8.97	9.97	25.47	26.95	26.59
Bcl2l13	0.98	0.0	0.03	0.89	0.0	0.05	28.63	0.0	0.0	0.0	2.45	0.84	0.0	0.0	6.22	0.0	0.37	0.05	5.41	0.48	0.08	26.39	76.16	0.11	0.13	0.0	6.37	3.37	0.9	0.11	5.34	3.58	2.35	1.33	0.05	0.54	0.04	0.44	0.0	0.07	0.38	0.0	8.44	0.18	22.49	21.08	23.5
Brpf1	0.0	0.0	4.16	0.0	0.0	0.0	18.41	0.0	0.0	0.11	0.0	0.0	66.57	0.0	0.03	0.0	0.0	0.0	0.08	0.0	0.0	22.1	18.97	0.0	0.0	0.0	2.79	0.0	1.48	2.6	2.65	1.9	1.85	1.09	0.79	6.66	0.06	0.0	0.0	21.8	0.0	0.0	0.0	0.0	20.54	21.19	19.99
C330011F03	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.2	0.08	0.25	0.19	0.0	0.0	0.0	0.0	0.11	0.0	0.12	0.0	0.0	0.0	0.44	0.18	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.28	0.0	0.12	0.44	0.0	0.0	0.0	0.0	0.0	0.07	0.08	0.09	0.13
C530044C16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.38	0.75
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Cacna1h	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.15	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.29	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.06	28.88	30.37
Cass4	0.0	0.0	0.59	0.42	0.12	0.0	0.36	0.6	0.16	0.31	0.07	0.0	0.12	0.0	0.34	0.0	0.38	0.43	0.09	0.2	0.09	0.0	36.54	0.12	0.42	0.65	0.1	0.27	0.16	1.72	0.54	0.21	4.34	2.54	0.17	0.47	0.28	0.3	0.07	0.06	0.4	0.0	0.0	0.33	2.32	1.59	2.18
Ccdc86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	39.62	0.0	0.0	51.83	14.98	0.0	0.0	6.77	0.0	2.69	3.2	3.81	0.0	26.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35	6.58	6.66
Ccnb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	3.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.61	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	1.4	1.2
Cdr2l	0.73	0.06	1.11	48.8	0.14	35.65	0.0	6.15	0.13	22.49	25.43	0.28	0.0	0.0	0.62	0.67	0.67	0.06	0.47	55.75	33.43	23.28	152.74	4.76	11.4	0.16	21.07	3.09	0.16	3.58	13.33	6.38	8.6	7.47	31.84	72.34	0.14	27.17	98.29	0.34	51.03	0.0	0.07	17.37	16.45	18.15	16.85
Chadl	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.42	0.0	0.0	0.0	0.0	0.13	0.72	0.0	0.0	0.0	0.68	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.92	14.48	15.36
Chd1	0.6	0.0	6.62	0.29	0.26	3.96	0.0	1.68	0.0	0.01	0.62	0.04	0.04	0.0	0.33	0.0	0.0	0.0	2.98	0.0	1.56	4.01	33.19	7.15	1.08	4.22	6.98	2.48	3.69	11.64	3.69	3.12	4.2	3.73	16.92	1.02	0.0	2.24	0.0	0.21	0.0	0.04	0.0	0.53	9.42	9.07	9.54
Cldn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0
Col14a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.8	0.78
Col6a1	0.0	0.0	93.15	0.0	34.34	0.0	0.0	0.0	0.0	0.0	0.0	36.28	0.0	0.0	18.51	0.0	0.0	0.07	29.08	0.0	0.0	19.57	136.86	0.0	0.0	3.5	15.6	19.49	8.69	0.06	4.99	16.64	8.6	13.36	0.0	0.0	3.51	34.13	27.12	0.0	0.0	37.21	14.04	0.0	53.34	50.78	59.21
Creld2	0.0	0.0	0.0	0.59	0.0	22.01	0.0	0.0	7.43	0.06	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.38	19.57	0.0	0.0	0.0	1.52	9.0	10.44	0.19	0.0	1.03	8.07	0.0	5.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.36	19.49	16.81
Csgalnact2	0.0	0.0	0.0	0.0	14.51	23.69	29.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.25	10.17	0.0	0.0	0.0	0.0	87.17	0.0	64.2	13.33	17.07	5.32	14.18	1.05	5.03	4.72	6.54	5.09	28.41	0.0	0.0	43.02	93.17	0.0	0.0	0.0	0.0	2.85	13.09	11.23	10.73
Ctdp1	0.0	10.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.38	0.0	0.0	0.0	0.0	1.37	0.0	0.07	0.0	0.0	0.28	3.37	0.0	0.0	0.0	0.0	0.0	15.45	0.0	0.0	0.0	0.0	11.1	11.94	11.21
Cul7	0.0	0.0	0.18	0.0	0.0	0.0	0.23	0.57	0.0	0.03	0.1	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.84	0.0	0.0	31.76	0.0	0.0	0.0	2.35	0.0	0.86	0.09	0.62	0.07	0.18	0.31	0.0	0.0	0.0	9.67	0.0	0.0	0.0	0.0	0.0	0.0	16.11	17.36	15.39
Dctd	0.0	0.0	32.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.36	0.0	155.53	0.22	0.0	0.0	0.0	0.0	13.22	0.0	0.0	32.91	4.49	0.8	59.34	53.79	0.0	0.0	0.15	0.13	0.0	0.0	0.0	0.14	9.65	7.56	10.1
