	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Ctgf_tdTpositive_cell_4	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
AY074887	8.13	6.37	129.08	18.97	4.39	9.67	3.2	16.22	13.94	9.95	15.19	13.25	6.43	9.87	11.67	7.82	0.86	0.9	6.28	5.13	4.61	8.94	4.22	0.92	12.22	11.03	18.21	5.66	4.49	9.17	7.94	16.46	11.08	12.87	13.24	12.48	12.87
Agap2	2.24	2.65	24.58	0.32	0.0	0.87	1.04	1.38	2.58	1.49	1.95	1.36	2.52	1.07	1.22	0.84	0.65	0.4	1.09	0.64	1.83	0.55	1.54	0.77	0.72	0.78	10.87	0.66	0.5	1.42	0.49	3.88	5.08	5.91	422.27	459.59	467.65
Akr7a5	0.0	0.0	75.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.1	0.0	0.0	0.0	0.0	2.07	0.0	0.0	0.0	0.0	0.18	0.64	0.64	23.99	25.78	25.58
Alox5ap	0.0	0.0	73.51	0.0	0.0	0.0	0.0	19.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.71	0.0	0.0	0.0	0.0	27.24	0.0	0.0	6.36	0.0	0.0	0.0	0.0	1.1	2.11	1.28	6.43	5.05	6.03
Amt	0.0	0.0	187.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.54	27.52	24.91	25.98
Arntl2	0.0	0.0	68.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.15	26.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.24	0.0	0.0	0.0	2.11	5.81	0.0	0.0	2.44	2.78	0.8	1.41	7.64	6.09	7.49
B4galnt1	20.31	57.99	78.95	0.0	0.0	3.63	0.0	0.0	0.0	0.07	0.0	0.0	25.09	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.09	2.7	8.33	0.0	0.22	3.42	0.0	11.75	0.0	27.49	6.04	14.58	19.75	125.68	137.59	125.52
B4galt5	4.39	15.33	43.03	1.98	0.0	0.1	0.23	4.75	19.94	21.33	0.0	2.42	3.32	9.18	3.85	4.12	1.35	1.98	18.4	0.05	1.74	2.36	0.28	0.0	0.52	1.17	6.1	2.32	2.86	2.81	5.61	3.1	2.11	3.12	26.52	28.02	29.16
Basp1	38.68	34.9	62.03	10.94	0.0	9.89	0.54	36.95	12.12	24.71	12.6	64.15	35.64	47.08	16.7	38.16	12.06	39.72	18.42	28.61	21.67	30.74	24.69	31.53	25.77	63.45	65.79	18.15	26.37	0.81	24.89	91.91	88.09	90.8	481.54	530.49	509.16
Bpifb9a	0.0	0.0	13.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.05	0.05
Btbd6	0.0	27.61	94.34	0.0	0.0	53.68	0.0	0.0	71.2	0.0	0.0	1.42	0.0	27.36	0.0	0.14	0.0	30.0	0.12	0.0	0.0	0.11	0.0	0.0	0.0	5.52	11.97	0.0	0.0	74.03	0.24	4.7	9.44	9.52	52.54	59.16	57.36
Cadm4	0.0	0.0	20.7	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	3.33	0.0	2.46	1.27	3.15	0.0	0.0	0.0	0.0	0.0	4.87	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	1.67	0.8	2.4	252.52	275.65	262.77
Capns1	0.26	163.21	426.28	128.09	0.25	27.39	0.0	0.0	1.43	142.32	185.14	95.27	36.51	63.55	86.77	87.12	440.59	268.27	264.91	239.62	104.0	165.98	163.21	121.96	79.16	0.53	72.37	31.53	47.28	79.77	0.0	60.47	58.67	69.11	177.54	188.72	182.92
Coro2b	14.76	30.52	51.54	0.0	0.0	0.0	0.0	0.0	0.0	3.81	0.53	0.0	10.25	0.11	2.33	5.66	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.08	4.68	0.0	7.99	0.0	0.04	0.0	47.54	12.66	16.69	14.93	118.73	124.35	130.21
D11Wsu99e	0.0	0.37	41.67	0.0	0.0	17.06	0.0	0.0	0.0	0.0	0.34	0.4	6.01	3.41	3.19	0.85	3.9	7.13	0.28	0.0	0.0	0.0	0.0	0.0	0.48	3.63	3.69	8.67	15.51	0.0	0.89	17.76	11.54	15.29	37.77	42.92	37.07
Dact1	0.0	0.0	17.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.66	0.09	6.64	6.34	5.2
Dmc1	0.0	0.0	29.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.8	1.22	0.98	0.61
Dux	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.09	0.1
Ebi3	0.0	0.0	30.52	0.0	0.0	0.0	0.0	0.0	31.89	0.0	1.48	0.0	0.0	0.0	0.0	13.61	27.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.0	16.41	3.94	0.91	3.66	2.23	1.37	1.42
Eml3	0.0	4.64	70.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	8.27	8.64	8.47
Fat4	0.0	0.0	10.87	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	0.06	3.4	0.2	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.11	0.05	2.27	0.03	0.78	0.44	0.0	0.0	0.03	0.0	0.0	0.0	0.02	4.5	3.45	4.21
Fbxl12	0.0	0.0	68.44	0.0	0.0	0.0	0.0	0.0	3.02	4.61	0.0	0.0	0.0	0.8	0.0	0.0	0.0	3.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	7.87	0.0	2.62	0.0	0.0	1.03	2.39	1.03	11.29	12.2	12.01
Fbxo31	0.0	2.96	79.49	3.5	0.0	1.7	0.0	1.17	0.0	0.0	0.0	0.0	19.27	1.75	3.44	3.2	8.27	1.69	0.0	0.0	34.19	3.23	0.0	0.0	0.0	2.59	2.89	0.0	0.03	0.0	1.38	12.09	10.43	6.96	76.48	83.05	77.59
Fchsd2	0.08	22.92	62.33	0.0	0.0	2.93	0.0	0.0	0.0	17.91	2.77	2.76	13.93	30.14	0.21	0.0	0.06	5.68	29.66	2.39	0.06	0.0	8.82	0.06	0.0	17.88	7.52	0.04	13.97	112.03	29.53	4.63	3.93	3.83	28.95	27.97	29.37
Fignl1	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.12	0.0	0.8	0.72	1.18
Fnbp1l	0.0	0.0	39.42	0.0	0.0	0.0	0.0	5.87	0.04	0.0	3.98	0.18	11.69	9.88	2.06	12.69	14.03	25.39	11.48	0.0	5.92	23.39	21.04	2.05	5.25	14.48	37.61	0.28	0.0	0.0	10.38	27.24	22.8	21.81	70.63	59.91	69.07
Gal3st3	16.34	0.89	42.89	0.58	0.69	1.18	5.18	2.56	3.36	0.95	1.95	3.6	1.26	4.13	3.12	2.09	1.9	20.96	2.14	0.85	2.67	1.48	2.2	1.91	1.02	2.56	10.83	2.68	18.29	7.16	15.39	3.31	9.02	5.78	43.95	47.28	43.78
Gclm	13.38	0.0	43.74	0.0	0.0	0.0	0.0	0.0	5.33	6.86	0.0	0.0	0.0	0.28	5.65	19.11	6.89	6.71	0.0	0.0	0.0	0.0	0.0	0.0	1.94	20.87	4.66	0.0	0.31	0.0	15.5	8.14	1.67	7.46	39.26	42.49	40.25
Gcnt4	0.0	0.03	0.8	0.0	0.0	0.08	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.27	0.04	0.1	0.0	0.0	0.0	0.0	0.0	0.01	0.06	0.05	0.03	0.0	6.6	0.06	0.0	0.04	0.0	0.0	0.81	0.13	9.44	7.32	8.58
Glcci1	0.0	0.02	19.17	0.0	0.0	1.58	0.16	0.0	0.0	0.0	0.0	3.6	15.76	0.0	2.4	3.14	0.16	16.44	0.14	8.09	0.0	8.77	0.0	0.0	0.0	7.74	10.68	0.0	9.47	0.0	0.0	22.14	12.5	18.08	25.85	26.16	27.78
Gm10471	0.0	0.0	70.84	10.89	0.0	0.0	2.64	0.0	0.0	0.0	0.0	0.14	0.0	6.11	1.08	0.09	0.0	0.0	0.0	0.0	9.85	0.0	0.09	0.0	0.06	0.28	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.32	0.97	0.59	0.59
Gm9871	0.0	0.0	59.83	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.35	0.0	0.19	0.43	0.0	0.28	0.07	0.14
Golga2	2.16	0.03	30.1	0.0	0.0	0.09	0.0	0.36	6.38	0.03	5.32	30.18	2.88	0.09	0.27	0.18	0.06	22.04	7.42	1.5	0.0	0.0	0.13	0.0	0.27	9.76	5.65	0.0	0.03	0.24	7.0	5.73	8.91	6.51	59.22	61.56	61.7
Gstm4	0.0	0.0	60.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.1	0.0	0.0	51.52	0.0	0.0	0.0	0.0	0.0	52.27	0.0	0.0	0.0	0.0	0.18	0.0	53.7	0.0	0.0	5.82	3.59	5.32	12.76	12.91	11.48
Gstp2	0.66	0.0	6.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	1.04	0.0	3.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.77	0.64	2.8
Gtf2h2	89.4	42.74	161.17	167.69	0.3	0.0	0.23	112.2	82.4	0.0	31.92	49.48	1.32	0.0	33.5	48.26	0.0	48.72	0.0	65.77	0.0	2.23	0.17	0.0	18.29	16.56	44.71	0.0	34.69	148.77	50.66	77.41	41.05	45.14	23.31	20.15	21.18
Hirip3	0.0	17.53	67.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	11.63	2.23	0.0	0.6	3.83	29.76	0.0	0.0	10.32	0.0	0.0	0.0	0.0	2.02	28.42	0.0	0.0	40.56	2.5	3.02	6.65	21.72	21.68	21.07
Hsbp1l1	0.0	0.0	140.65	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.25	7.68	0.0	0.0	0.0	2.09	0.51	1.52	0.97	1.82
Hspb3	0.0	0.0	634.29	0.0	0.0	0.0	0.0	238.04	0.0	0.0	0.0	0.0	0.0	4.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.11	0.0	0.0	12.95	0.0	0.0	0.0	0.0	0.0	0.47	0.94	5.1	5.18	5.94
Igfbpl1	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.11	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	2.08	2.24
Igsf21	0.0	2.2	17.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.39	6.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.53	14.09	0.0	0.0	0.0	0.0	6.06	11.79	15.23	58.91	64.14	70.63
Imp3	0.0	72.63	309.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.13	0.36	8.33	0.47	0.0	0.0	12.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.34	0.0	33.11	0.0	0.0	0.0	0.0	8.69	15.21	6.87	52.93	59.99	58.84
Kcnj10	0.07	0.0	16.92	0.0	0.0	0.33	0.73	0.24	0.32	0.04	0.0	0.0	0.06	0.0	0.0	0.05	0.17	0.19	0.0	0.04	0.0	0.0	0.11	0.0	0.03	0.06	0.05	0.39	0.0	0.0	0.09	0.09	0.13	4.14	84.73	76.94	90.56
Lrp4	0.51	0.05	5.61	0.23	0.19	0.0	0.79	0.01	0.25	0.03	0.06	0.19	0.81	0.42	0.11	0.22	0.46	0.3	0.31	0.13	0.71	0.07	0.11	0.46	0.2	0.26	2.8	0.5	0.1	0.17	0.15	1.63	0.42	1.45	14.58	15.12	16.01
Lrrc63	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0
Mir331	0.0	0.0	28.17	0.0	0.0	31.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6	0.0	0.0	16.5	12.43	3.41
Mir5109	9.63	0.0	20.93	0.0	0.0	0.0	0.0	0.0	6.27	0.0	6.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74	0.0	0.0	0.0	0.0	1.53
Mrs2	0.0	0.0	45.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	0.0	1.2	0.0	0.0	6.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.46	0.15	0.34	0.0	36.18	30.69	36.01
Myh13	0.0	0.0	27.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.24	0.15	0.28
Myrip	0.23	0.0	22.71	0.0	0.0	8.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.13	0.0	0.0	0.16	7.25	0.0	8.54	0.0	0.21	6.68	0.0	0.0	0.0	0.68	1.12	0.14	0.29	42.5	41.89	43.13
Neu2	0.0	0.0	144.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.98	0.0	66.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	10.13	0.0	0.0	0.0	0.0	34.29	41.48	30.72	6.89	7.29	7.94
Nfatc2	0.0	0.0	65.43	0.0	0.0	0.0	0.15	0.0	0.0	0.04	0.0	0.68	0.4	0.0	0.04	0.0	0.0	0.0	0.0	3.48	0.0	0.0	0.05	0.0	0.0	7.11	0.45	0.0	0.02	0.0	0.0	1.65	1.39	1.22	7.9	8.5	9.11
Ngef	0.0	18.23	42.12	0.13	0.0	0.15	0.0	0.29	0.0	0.43	74.32	1.01	10.72	31.35	17.0	0.1	7.77	17.24	0.0	0.0	0.0	0.83	11.36	0.0	0.0	0.36	18.92	0.0	0.0	0.0	0.0	26.46	40.03	38.99	293.26	311.79	319.16
Noxo1	0.0	0.0	25.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	4.06	0.0	0.0	0.12	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	1.07	0.15	0.64	2.15	2.0	2.15
Nptx2	0.0	0.0	10.05	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	5.59	0.0	0.0	0.0	0.0	5.86	9.46	11.59	43.72	43.18	53.6
Pcbd2	0.0	0.0	93.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.24	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	2.4	2.07	1.39	17.59	20.36	21.12
Pde6d	0.0	0.0	95.53	0.0	0.0	2.74	0.0	38.11	0.0	0.0	0.0	0.0	0.26	2.68	0.57	7.99	14.36	4.58	22.49	0.0	0.0	13.42	0.0	0.0	4.02	0.0	8.08	0.0	17.54	0.0	0.0	0.57	1.95	3.62	61.99	69.34	64.86
Pex6	0.0	0.0	34.36	0.0	0.0	0.0	0.0	0.0	4.92	0.0	12.54	0.77	0.0	0.0	10.43	9.38	0.39	15.88	2.91	0.0	0.0	0.0	0.0	10.4	0.2	0.0	6.78	0.0	0.79	0.0	0.0	2.23	1.39	2.6	43.33	48.21	47.37
Prdm11	0.0	0.0	55.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	5.26	4.05	3.29
Ptgfrn	0.0	18.95	22.89	0.0	0.0	0.0	1.52	0.0	0.0	0.0	10.42	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44	0.0	0.0	0.0	1.19	0.0	0.0	0.0	1.75	0.0	0.0	0.0	22.87	21.65	22.36
Ptprj	9.09	0.0	37.95	0.05	0.0	4.7	0.0	0.71	7.22	30.33	0.0	0.0	10.54	6.28	0.0	0.0	0.03	0.0	0.03	0.11	0.0	0.51	1.82	0.69	2.25	0.06	5.08	0.11	3.56	43.11	9.88	7.63	5.6	4.88	51.0	50.87	55.26
Relb	0.0	0.0	36.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	6.22	5.13	6.27
Riiad1	0.0	0.0	99.78	0.0	0.0	0.0	0.0	0.0	35.12	0.0	0.0	0.0	0.0	12.51	0.0	23.2	0.0	8.88	0.0	0.0	0.0	0.0	0.0	0.0	17.27	0.0	13.75	0.0	0.0	0.0	0.0	2.57	3.54	3.58	4.28	5.9	4.08
Rnf165	0.0	3.4	24.59	10.28	0.09	0.28	0.27	0.39	0.35	0.08	8.0	0.0	0.25	0.44	0.29	0.19	0.99	0.21	0.52	0.06	0.09	0.15	0.19	0.19	4.44	0.15	11.55	4.64	0.1	0.26	0.32	2.59	2.59	2.55	24.71	25.79	25.0
Rsad2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.83	0.76	0.99
Rusc2	14.55	0.03	27.02	0.0	0.0	5.86	0.0	0.0	11.35	0.0	0.0	0.0	0.0	0.0	0.98	0.38	10.96	1.91	0.0	0.0	0.05	0.04	0.45	0.26	5.01	0.09	3.21	0.09	0.04	0.0	3.74	1.88	2.04	1.59	69.0	79.5	70.54
Sart1	0.0	0.0	25.64	0.0	0.0	0.0	0.0	0.05	0.0	11.15	0.09	0.0	10.35	0.0	0.53	1.15	8.8	1.19	0.0	19.55	0.1	0.32	1.99	7.61	0.03	0.0	4.14	0.03	0.06	0.1	22.94	1.8	2.88	2.01	27.52	30.31	28.43
Shank3	0.0	0.71	14.44	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.34	0.0	0.0	0.04	0.0	0.45	0.13	0.35	0.0	0.03	0.0	0.0	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.37	0.24	0.87	90.7	90.32	94.66
Six5	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	2.64	2.82
Slc27a4	0.0	0.0	154.22	0.0	0.0	0.31	16.61	0.0	0.0	0.03	10.6	18.97	11.54	14.05	5.53	25.24	2.83	35.41	4.81	6.19	1.26	0.0	14.92	1.21	27.07	0.73	8.21	0.0	0.07	0.27	0.0	11.75	8.7	11.1	57.45	59.9	55.47
Slc9a3r2	0.0	4.44	170.98	0.0	0.0	56.27	0.0	46.78	6.55	0.17	0.0	0.0	0.0	0.49	0.0	4.39	0.3	30.43	0.0	4.49	0.15	0.0	47.02	0.16	7.27	2.82	5.44	0.0	1.34	0.0	0.0	1.08	3.51	4.38	41.47	44.48	39.59
Spire1	0.53	17.45	53.24	0.0	0.0	13.74	12.1	1.23	3.68	0.02	3.51	1.48	34.85	25.2	1.25	6.64	0.0	33.1	24.75	1.98	0.16	1.82	0.06	1.93	4.11	0.26	30.18	2.18	0.62	0.0	14.65	38.49	28.36	22.41	93.54	91.17	91.85
