	Chrna2_tdTpositive_cell_62	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_47	Htr3a_tdTpositive_cell_85	Nkx2.1_tdTpositive_cell_13	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_46	PvalbF.Gad2_tdTpositive_cell_47	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_51	PvalbF.Gad2_tdTpositive_cell_53	PvalbF.Gad2_tdTpositive_cell_58	PvalbF.Gad2_tdTpositive_cell_60	PvalbF.Gad2_tdTpositive_cell_61	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_68	PvalbF.Gad2_tdTpositive_cell_73	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_82	Rbp4_tdTpositive_cell_51	Sst_tdTpositive_cell_56	Sst_tdTpositive_cell_66	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Add2	0.0	11.96	0.0	0.0	0.0	29.91	0.16	12.87	86.54	0.0	0.53	14.24	0.89	61.44	0.0	5.63	0.0	0.0	0.0	0.0	3.32	0.32	83.63	33.99	0.0	0.0	0.0	1.6	1.18	0.0	0.0	117.5	113.28	121.53
Ano8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	6.99	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	44.01	50.03	48.35
Arhgap40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.34	22.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.41	0.5
Atad2b	16.7	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.11	1.86	3.58	0.29	8.34	0.85	2.05	0.0	5.35	1.4	0.82	0.0	13.08	28.4	16.03	0.0	17.07	2.74	0.0	0.04	0.0	0.16	8.16	6.96	8.2
Brf1	0.0	5.52	0.0	2.17	0.0	0.0	0.0	0.94	0.0	0.0	1.51	4.3	0.0	0.0	0.14	0.0	0.0	6.3	0.0	0.0	0.0	0.0	45.45	0.0	0.0	0.0	0.0	8.53	0.35	0.0	0.0	35.27	37.61	35.3
C87414	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.04	0.0
Cand2	0.35	0.28	0.16	0.29	0.19	0.38	0.0	0.37	0.46	0.15	0.75	0.56	0.44	0.74	0.36	0.25	0.54	0.48	0.63	0.01	0.47	0.27	12.52	1.25	0.13	0.27	0.09	0.41	0.22	0.0	0.0	2.69	2.78	2.5
Ccdc37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32	4.92	4.02
Cdnf	0.95	0.76	0.39	0.58	0.82	0.14	0.0	0.22	0.9	0.1	0.37	1.03	0.14	1.49	0.26	0.14	0.26	0.03	0.49	1.18	0.8	0.94	1.25	1.86	1.2	0.71	1.39	0.4	0.28	1.11	1.16	2.35	2.4	3.1
Celf3	0.0	0.0	11.36	0.0	0.0	0.31	0.54	2.37	0.0	0.0	0.0	0.0	0.0	4.43	1.27	0.71	0.0	0.0	21.19	0.0	10.21	1.28	39.39	16.38	7.24	20.45	0.0	0.8	0.0	0.43	0.0	122.93	132.22	134.16
Ckm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.4	0.29
Cnksr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.23	0.17
Coro2a	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.22	0.18	0.0	0.17	0.1	0.0	0.25	0.0	0.13	0.1	0.1	0.0	0.0	0.0	0.0	24.12	25.94	24.68
Ctu2	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.36	0.0	0.0	18.49	0.0	0.0	0.0	4.12	1.25	0.0	0.0	30.97	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	10.64	13.79	12.49
D330050G23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.4	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	3.72	4.01	4.31
D5Ertd605e	3.53	1.02	2.34	1.35	4.52	1.54	2.33	1.06	3.94	4.62	3.14	3.2	3.92	9.09	3.4	3.74	3.29	1.56	5.77	3.19	2.31	4.18	13.67	5.93	6.46	1.09	10.27	3.13	2.51	2.58	0.99	2.78	2.93	3.6
D630032N06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.15	0.0
Dcaf5	0.06	1.65	0.0	18.88	0.0	0.36	11.16	14.3	0.0	7.07	4.72	34.69	21.6	26.13	2.28	12.47	0.0	8.07	29.0	0.0	0.0	0.0	26.65	16.12	0.76	3.45	0.0	0.54	0.0	23.09	0.0	44.87	46.47	44.07
Dgki	8.46	0.0	0.33	1.29	0.0	0.0	0.0	1.82	6.83	0.0	0.96	0.0	0.6	0.09	7.5	9.7	2.47	1.64	1.45	0.0	0.0	0.0	33.65	0.0	1.54	0.61	0.0	0.0	12.08	2.72	0.0	28.75	22.89	30.48
Dlc1	2.33	22.15	8.6	0.05	0.06	2.09	3.39	10.6	7.68	2.45	13.6	0.07	10.39	23.86	0.02	18.68	0.07	0.98	1.61	21.15	1.75	0.08	17.31	0.61	0.0	6.72	0.13	2.27	0.09	16.44	0.11	32.01	31.18	28.49
Dok7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.66	9.52	9.76
Dspp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Dync1h1	39.3	0.0	4.7	0.15	6.69	34.41	13.97	19.77	52.91	17.76	26.45	15.79	24.09	41.89	7.63	31.16	11.69	36.5	7.66	28.65	8.53	10.27	44.69	36.02	12.29	2.19	15.32	29.85	24.17	33.27	54.78	143.44	143.12	153.5
Egln2	0.0	0.0	0.29	34.5	60.85	0.6	0.81	0.62	2.31	36.21	22.43	44.48	21.49	37.09	0.0	0.37	0.0	0.4	29.56	0.61	44.45	10.39	46.01	10.45	0.57	0.19	11.74	27.24	0.37	0.0	37.49	70.11	80.45	72.08
F2rl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.85	0.64
Fam122b	15.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.93	4.94	4.97
Fam168b	57.03	2.13	47.69	187.46	81.23	55.23	36.87	41.22	41.08	46.47	52.49	11.36	98.44	141.27	25.27	84.62	1.81	69.51	1.6	115.06	16.03	103.85	66.39	15.64	19.92	38.42	39.64	0.43	26.58	81.85	20.63	190.42	187.9	191.71
Fhod3	0.07	0.0	0.0	0.0	28.84	2.69	0.0	0.0	2.45	0.0	4.86	31.16	0.0	0.79	0.0	0.0	0.0	3.87	0.0	0.0	4.1	0.0	17.9	0.0	0.0	0.0	0.0	0.0	4.24	0.0	0.0	31.94	31.54	32.71
Gdap10	38.06	0.91	0.46	1.18	0.48	0.15	0.0	22.3	0.0	39.99	0.43	0.0	0.16	0.46	0.29	0.42	0.63	1.04	0.12	14.57	1.09	0.63	38.04	0.85	0.14	0.27	0.26	0.75	0.22	3.82	0.49	2.91	2.62	3.27
Ghdc	18.48	1.96	2.97	1.57	1.78	2.26	1.14	0.9	1.56	1.68	3.57	3.2	40.83	1.94	5.13	4.9	3.55	4.64	5.39	2.95	2.29	3.1	23.44	4.3	1.83	1.4	2.98	4.96	4.03	3.68	0.98	9.46	10.64	10.55
Gja5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.21	0.34	0.29
Gm2002	0.0	0.0	0.0	6.42	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.12	4.03	0.06	0.09	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	1.73	1.86	1.4
Gm2381	0.18	0.38	0.0	0.08	0.0	0.2	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.21	0.0	0.0	0.0	0.1	0.33	0.0	0.0	0.0	1.77	0.0	0.0	0.1	0.0	0.0	0.09	0.0	0.0	0.03	0.16	0.09
Gm3086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.14	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	3.1	1.9
Gm5712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gpr124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.04	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.09	10.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.61	8.33	8.32
Grem1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.63	0.0	0.0	11.73	0.0	0.0	44.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	1.14	1.57
Hcn2	0.12	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.1	0.09	0.0	0.12	2.57	0.0	0.0	0.0	0.13	0.23	0.3	0.0	0.47	0.36	0.0	0.25	0.0	0.13	0.0	0.0	0.12	0.0	92.46	107.87	102.63
Hes6	0.0	0.0	0.0	0.72	0.0	0.0	0.0	13.43	0.0	2.35	0.0	0.0	0.0	7.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.77	17.94	16.57
Hnrnpul2	2.56	16.97	20.52	21.53	24.0	7.53	0.08	0.34	29.94	42.93	14.06	0.07	0.0	37.38	22.84	0.54	0.76	0.59	14.35	38.08	57.07	2.89	23.6	30.78	0.27	0.91	28.57	23.65	1.18	0.61	14.21	123.85	124.17	120.5
Hspa1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.17	8.82	9.33
Htr7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.02	8.76	8.35
Il11ra2	0.0	0.0	0.0	6.42	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.12	4.03	0.06	0.09	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	1.73	1.86	1.4
Ing2	25.11	0.0	51.31	0.0	2.83	0.0	0.0	4.15	0.0	0.11	5.53	0.0	0.0	2.0	0.0	1.11	0.0	0.0	7.68	0.0	0.0	0.0	19.03	0.0	0.0	2.89	0.0	0.0	0.0	3.36	0.0	25.32	25.33	21.64
Itih2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34	3.42	2.31
Kctd12b	0.0	0.0	0.0	0.13	0.09	0.0	0.0	0.14	0.11	0.06	0.0	0.19	0.0	0.36	0.0	0.0	0.39	0.0	0.0	0.0	0.12	0.06	0.0	0.0	0.08	0.18	0.19	0.07	0.08	0.0	0.0	2.85	2.84	2.38
Klc2	1.96	0.0	14.6	3.43	0.0	11.93	0.91	2.15	4.32	10.66	0.64	36.67	11.72	27.69	19.7	8.15	2.33	0.14	13.93	19.88	6.03	1.82	25.44	8.4	3.81	2.42	12.19	0.0	0.45	4.17	20.02	196.16	207.95	205.42
LOC433944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lag3	0.0	0.65	0.21	0.51	0.0	0.82	0.0	0.0	0.56	0.47	0.0	0.0	0.21	0.81	0.0	0.0	0.0	0.14	0.6	1.79	0.7	0.13	1.39	0.78	0.21	0.31	0.34	0.05	0.24	0.36	0.0	6.77	7.49	11.34
Lax1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.37	0.22
Letm1	4.6	28.11	0.26	0.0	3.57	17.75	2.71	26.74	12.26	40.64	37.27	0.0	0.11	34.12	8.52	0.0	0.0	14.05	0.0	0.0	34.55	14.24	10.67	11.96	1.82	0.0	6.21	0.09	32.66	0.0	70.58	54.68	58.8	55.57
Lhfpl4	29.12	22.52	11.79	1.33	0.71	2.74	1.58	12.85	81.89	1.8	3.76	1.66	5.73	46.66	14.38	0.95	0.58	3.15	1.5	26.01	10.13	0.37	13.62	3.81	9.52	0.79	2.18	1.97	24.38	1.28	45.37	70.47	72.39	74.47
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Lsm14a	1.63	6.99	0.57	0.0	0.0	37.12	13.17	0.0	0.0	32.58	31.02	3.0	0.15	36.8	0.0	0.0	0.48	0.0	0.0	32.46	0.0	0.0	81.09	2.29	21.44	3.43	0.0	61.11	15.18	0.0	1.21	57.18	59.15	55.21
Lyz1	0.0	0.0	0.0	0.0	5.51	0.0	0.0	0.0	0.0	0.0	0.0	6.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06	7.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.97	1.09
Lyz2	0.0	0.0	0.0	0.0	83.21	0.0	0.0	0.0	0.0	0.0	0.0	70.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.73	72.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.75	14.18	13.66
Mir29c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.35	0.0	11.8	0.0	0.0	21.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.38	20.41	23.0
Mir669m-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.91	0.0	0.0	0.0	28.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mirlet7d	0.0	0.0	0.0	0.0	0.0	0.0	10.75	0.0	0.0	0.0	0.0	0.0	17.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.34	0.0	0.0	0.0	0.0	0.0	23.98	0.0	0.0	7.37	2.78	1.73
Mocs3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.07	16.39	15.54
Mpdz	0.0	0.0	0.0	27.0	20.17	0.11	0.0	13.13	32.74	0.0	1.47	10.83	0.0	0.34	18.68	0.0	0.98	16.39	8.95	9.19	18.58	0.0	66.92	8.11	9.24	0.0	26.56	0.0	0.0	2.9	0.0	26.84	24.58	27.21
Mrpl3	0.0	6.74	0.0	0.0	68.06	9.75	0.0	0.0	40.12	34.47	34.32	0.0	5.29	41.21	4.37	0.0	0.0	0.0	10.4	5.34	0.0	6.31	54.39	0.0	0.0	20.26	0.0	0.0	34.09	8.38	0.0	82.17	78.13	74.92
Mta1	2.53	0.0	0.0	0.0	0.48	9.06	0.0	0.0	0.0	7.3	0.0	0.0	0.0	0.16	0.0	0.0	0.0	6.56	0.0	0.58	0.0	2.25	23.45	0.0	1.15	0.0	0.0	0.0	0.35	2.98	0.0	51.69	54.19	55.54
Mum1l1	0.0	0.0	42.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.9	11.87	0.0	0.0	0.0	0.0	0.0	35.84	0.0	1.88	2.3	1.77
Nkx6-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	17.72	18.7	19.87
Nop14	48.62	18.3	4.44	1.28	0.16	0.0	0.0	12.02	5.93	3.52	0.0	5.9	2.36	0.0	0.43	0.0	0.0	0.94	51.33	65.32	0.0	14.52	61.59	20.26	0.0	23.94	0.91	5.45	15.12	0.88	0.0	17.17	18.85	18.06
Nova2	13.81	0.0	10.48	0.04	0.0	9.48	7.5	9.33	0.21	10.62	0.03	1.15	0.0	20.12	8.22	0.0	0.1	13.69	0.0	3.47	0.37	1.47	1.03	0.0	7.44	0.01	0.05	0.0	6.57	22.62	10.39	30.97	30.36	32.68
Olfr1420	0.0	0.0	0.0	0.0	18.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Pacs2	0.0	0.41	0.0	0.0	0.0	0.08	0.0	0.16	0.37	0.11	0.0	4.35	0.07	4.3	0.0	0.34	0.08	0.08	0.11	0.13	0.18	0.13	4.06	0.14	0.0	0.08	0.0	0.0	0.04	0.79	0.0	62.85	66.6	75.48
Pafah2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	29.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.92	6.88	6.5
Pappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.21	0.27
Pbx2	0.93	0.0	0.0	0.0	14.15	0.45	0.0	1.16	0.0	0.0	0.0	10.22	0.0	0.0	1.99	4.61	0.0	0.39	0.0	0.0	0.0	7.58	34.94	0.0	6.24	0.15	0.0	0.0	4.86	1.83	1.64	39.55	41.16	37.27
Pcdhb20	58.66	0.0	72.34	0.0	0.0	0.0	0.0	0.0	0.76	0.0	10.26	43.93	0.0	0.0	0.0	0.0	50.28	41.61	0.0	0.09	0.0	0.0	194.79	0.0	0.58	95.21	0.0	0.0	0.0	0.0	0.0	10.91	12.56	11.25
Pdzd4	0.0	0.0	0.08	5.89	10.02	0.31	0.0	0.0	0.0	0.0	2.01	1.02	0.0	4.23	0.0	0.0	5.5	0.95	0.0	1.77	0.0	0.94	7.52	0.0	0.89	0.92	0.0	0.0	4.52	0.0	0.0	76.76	78.8	74.09
Pex6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	7.7	0.0	0.0	0.0	0.0	0.0	7.91	15.89	0.0	21.58	0.0	0.0	0.0	0.0	0.0	0.12	0.74	1.43	43.33	48.21	47.37
Phc3	0.9	0.46	5.67	3.53	0.16	0.73	0.0	9.44	4.5	0.03	3.53	6.77	9.9	5.1	1.81	0.22	4.2	0.0	9.16	6.42	9.62	1.36	7.2	20.44	1.17	9.29	0.55	3.3	14.78	2.66	0.06	22.54	20.64	23.25
Pira1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03	0.04
