	Calb2_tdTpositive_cell_3	Ctgf_tdTpositive_cell_3	Cux2_tdTpositive_cell_2	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_14	Cux2_tdTpositive_cell_16	Cux2_tdTpositive_cell_51	Cux2_tdTpositive_cell_56	Nos1_tdTpositive_cell_65	Nr5a1_tdTpositive_cell_2	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_7	Nr5a1_tdTpositive_cell_8	Nr5a1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_79	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_103	Rbp4_tdTpositive_cell_135	Rbp4_tdTpositive_cell_154	Rorb_tdTpositive_cell_11	Scnn1a.Tg3_tdTpositive_cell_56	Scnn1a.Tg3_tdTpositive_cell_72	Scnn1a.Tg3_tdTpositive_cell_85	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4930455B14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.09
4930515G16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930528F23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
4930544D05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.16
4930555B11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
5031425F14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
9230104L09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.16
A330049M08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	1.1	0.93
Abcb1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.04	19.43	21.98
Adam19	0.0	0.0	0.06	0.0	0.0	0.08	0.0	0.0	37.34	0.0	0.0	0.14	0.03	0.04	0.07	3.3	0.0	0.1	0.0	0.0	2.52	0.0	0.0	0.0	0.05	0.0	10.59	9.39	11.15
Akr1c12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08
Anxa2	0.0	3127.13	0.0	0.0	0.0	0.36	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.81	15.09	14.73
Apbb2	160.69	0.0	51.27	0.06	0.0	11.32	38.37	0.0	58.0	0.19	58.76	1.52	134.41	6.46	21.73	18.27	23.21	86.25	25.58	9.23	35.38	0.07	0.0	0.0	7.05	0.0	24.53	26.17	25.18
Apob	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01
Apol10a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arfip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.99	2.88	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	29.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.44	14.75	14.2
B3gnt8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	1.15	1.1
Baz2b	3.98	0.0	12.41	0.01	0.0	18.09	0.43	0.0	47.6	39.86	0.24	1.3	0.12	0.08	0.05	0.05	4.47	29.85	0.0	4.78	0.34	0.68	0.7	0.09	0.0	45.68	13.01	11.77	14.03
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Capn13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Ccdc87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83	2.29	2.6
Ccr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03
Cd80	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	52.7	0.06	0.06	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.68	0.58	0.73
Cdcp1	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.13	0.31	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.56	0.15	0.24
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Chchd10	0.0	0.0	13.31	3.52	51.55	12.17	0.0	0.0	92.92	0.48	2.69	0.0	0.0	0.0	104.23	22.07	32.49	22.17	2.67	31.95	10.44	3.4	3.12	76.21	1.59	4.67	219.56	249.09	250.7
Chit1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.11	0.36
Cited1	0.0	0.0	79.56	0.11	0.0	0.0	97.18	0.0	225.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	2.16	2.26
Clec12b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Cmtm5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.04	85.98	81.99
Crhr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	1.12	1.08
Csnk1e	0.0	0.0	45.81	0.78	1.19	20.77	0.0	0.0	47.27	3.72	33.8	32.54	1.46	10.31	0.06	23.57	2.38	1.04	6.05	23.98	41.73	16.37	17.71	0.2	0.26	4.62	87.5	91.6	82.59
Ctu1	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	27.96	0.0	4.22	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	6.55	8.4	7.34
Cyp3a57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
D930014E17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06	4.11	3.44
Daglb	0.0	0.0	28.15	158.67	3.02	69.32	1.02	6.4	253.95	0.13	1.89	56.06	42.06	28.22	96.44	5.32	11.11	0.0	22.23	0.0	38.58	161.89	0.0	0.0	0.0	0.0	30.25	32.11	29.22
Diablo	165.43	0.0	20.91	0.0	0.0	0.0	140.46	76.07	131.71	0.11	6.27	0.0	236.17	0.08	0.0	0.0	0.0	0.0	0.0	0.0	18.33	76.5	0.49	0.0	1.13	0.0	26.91	29.71	30.34
Eif5a	552.92	0.0	0.43	147.89	41.55	88.29	102.54	373.49	665.29	31.83	5.86	275.93	5.03	35.47	0.99	146.66	80.48	215.25	253.13	260.9	261.8	202.45	128.89	166.62	271.76	301.5	438.76	458.46	438.37
Eltd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.61	11.27	12.2
Epha1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.43	0.31
Fam183b	0.0	0.0	0.0	0.0	154.8	0.0	0.0	0.0	76.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34	4.89	3.25
Fbxw8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32	0.0	0.0	0.0	7.59	0.0	0.0	0.0	0.0	22.44	24.04	24.28
Fgd6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.75	6.58	7.73
Ficd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.43	0.0	0.0	0.0	88.06	0.0	0.0	0.0	0.0	70.65	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	10.56	10.89	10.9
Fli1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	2.04	2.67
Fmo4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Fndc3c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Fosl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.12	0.07
Galr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.36	0.28
Gcnt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	1.84	2.07
Glipr2	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	61.55	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	2.22	3.72
Gm11149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.15	0.0	3.72	0.0	0.0	0.0	0.0	0.0	2.67	0.52	1.98	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.54	0.52	0.63
Gm12633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Gm1647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.14
Gm6225	0.0	0.0	0.06	0.0	0.0	0.29	0.0	0.0	72.45	0.13	0.0	0.0	0.0	0.47	3.5	0.0	0.0	0.0	0.0	0.0	2.08	3.05	0.56	0.0	1.29	0.0	2.97	2.27	3.5
Gnao1	256.67	0.0	7.68	123.72	161.09	103.72	15.58	6.5	357.18	12.0	43.25	55.58	21.7	11.69	145.86	8.91	155.13	100.75	213.84	100.37	54.89	40.61	192.35	115.86	60.34	0.36	481.93	474.61	498.01
Grk5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.2	0.0	0.0	36.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.87	12.3	11.46
Gzma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12
Hal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Hdac5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.81	0.46	0.0	0.0	0.0	0.04	0.0	7.25	0.0	9.95	0.0	2.7	0.0	0.0	0.0	2.39	0.0	8.35	101.76	107.17	98.05
Helb	0.97	1.64	0.88	0.68	0.78	0.55	0.58	0.93	12.59	0.45	0.59	1.01	1.14	0.25	0.16	0.61	0.0	1.18	0.07	0.74	0.38	0.59	0.99	1.25	0.31	0.77	3.44	3.38	3.72
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Inhba	0.0	0.0	0.0	23.45	0.0	0.0	0.0	0.0	380.89	0.0	0.0	0.0	0.0	0.0	0.0	47.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81	2.46	7.07
Irf2bp2	8.88	0.0	6.89	7.43	109.68	7.38	0.73	5.51	68.02	5.86	6.35	24.15	0.33	0.07	0.17	4.7	1.44	1.54	0.0	20.49	34.58	45.37	4.15	3.66	9.47	0.7	23.41	22.51	17.78
Itgb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.45	5.14	5.41
Kank4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49	2.35	3.02
Kctd19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03
Kel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Klc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	3.12	1.76
Lad1	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	81.3	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	1.8	1.46
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Larp1	11.9	0.0	1.18	1.62	0.0	35.69	0.0	0.0	58.17	2.54	12.65	0.0	0.0	0.05	0.82	0.0	1.96	3.0	0.0	0.25	23.53	0.15	0.99	0.53	0.0	0.0	53.52	50.27	54.8
Lect2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12
Lrrc50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.34	0.43
Ltb4r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.39	0.43
Ltf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Med20	0.0	0.0	93.96	0.1	0.0	94.44	44.76	0.0	173.03	0.22	0.28	0.0	6.47	0.08	0.0	0.0	47.04	97.2	0.0	101.26	2.93	0.0	0.0	0.0	9.26	0.0	21.04	23.25	19.06
Mgat4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.59	58.57	53.64
Mir5132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39	0.0
Mrps35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.26	0.0	0.0	9.73	11.93	0.0	0.0	0.0	0.0	2.17	1.17	0.0	0.0	35.98	0.0	0.0	0.0	0.0	25.61	27.51	27.02
Muc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Myo9b	0.0	0.0	4.68	5.8	0.95	6.7	0.0	0.0	45.47	0.0	1.34	10.26	0.0	0.0	0.0	0.0	0.0	6.31	0.0	0.0	0.39	1.38	17.17	1.64	0.0	0.0	28.35	26.19	30.28
Myog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Ncr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Nek8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11	2.16	2.62
Nes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.28	5.51	5.35
Nfatc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	3.19	3.24
Nfe2l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.61	14.67	12.97
Nmt2	0.0	0.0	0.0	2.43	171.17	0.0	1.08	1.77	153.09	1.87	0.1	271.58	3.84	0.88	9.91	0.0	3.53	5.16	0.0	3.15	60.91	0.0	0.0	0.0	2.33	0.0	63.98	59.74	62.22
Npy2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4	9.63	8.89
Nr5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.03	0.08
Olfr15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11
Opn1sw	0.0	0.19	0.08	0.51	0.89	1.4	0.0	0.28	25.59	0.18	0.38	0.3	0.5	0.07	0.2	0.29	0.0	0.4	0.0	0.17	0.17	0.14	0.0	0.24	0.0	0.56	0.6	0.49	0.59
