	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_19	Rbp4_tdTpositive_cell_165	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg3_tdTpositive_cell_2	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_13	Scnn1a.Tg3_tdTnegative_cell_22	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4930453N24Rik	0.0	111.7	0.0	56.6	0.0	0.0	5.51	0.0	0.0	0.0	0.0	77.65	0.0	191.45	0.0	0.0	0.75	0.0	0.0	0.0	0.0	3.38	0.06	0.0	0.0	19.2	0.0	0.0	0.0	105.69	0.0	0.0	39.45	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.57	0.0	0.0	0.0	0.12	0.0	17.46	0.0	0.0	28.65	0.0	0.4	0.0	0.0	0.0	0.0	52.07	0.0	0.0	0.0	0.59	0.0	0.0	0.0	163.36	26.26	2.09	6.43	24.6	23.49	26.55	22.46	21.42
4933433G19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6	0.0	0.0	0.0	0.0	0.0	0.0	3.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.79	0.0	1.21	0.0	0.67	0.68	0.72	0.77	0.41
9130011E15Rik	0.0	0.0	0.0	0.0	23.05	0.0	0.0	0.2	0.0	0.0	0.06	0.0	0.0	0.0	48.34	0.15	0.0	0.0	0.0	0.0	4.08	0.0	1.45	0.0	0.0	0.0	0.0	0.0	34.21	6.46	0.0	0.98	0.0	0.0	0.1	0.0	25.63	1.51	0.0	0.0	0.0	0.0	0.0	36.83	0.0	1.71	36.33	0.0	0.0	0.0	0.0	0.0	2.23	0.0	3.37	0.0	0.0	0.0	0.0	0.24	0.0	59.2	0.46	0.13	0.0	0.0	0.0	105.76	16.52	4.85	5.25	8.43	7.19	16.44	15.91	16.22
Adra1b	0.0	0.63	2.91	5.32	0.0	0.0	0.0	0.0	0.0	2.51	39.93	5.81	11.74	2.35	0.0	2.23	7.18	0.0	0.0	0.0	3.59	4.0	3.66	1.1	1.99	0.03	2.73	1.11	4.38	1.45	2.81	2.0	2.25	0.0	0.28	0.57	5.92	7.66	1.36	1.81	1.75	9.43	4.56	3.74	1.74	1.89	8.83	2.88	6.04	3.84	0.0	0.0	2.09	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	8.85	16.16	2.26	1.39	0.57	3.68	50.72	0.49	1.33	1.22	1.01	2.05	13.5	14.36	16.19
Agap2	0.0	0.0	0.72	0.7	0.0	0.0	0.0	0.0	0.0	1.38	0.69	0.63	0.75	0.91	0.0	1.94	1.41	0.0	0.0	0.0	1.05	0.39	0.13	1.49	1.96	0.92	0.97	1.95	1.36	2.52	1.7	1.07	1.22	1.83	0.84	0.65	2.01	0.46	0.4	1.09	0.64	0.99	1.83	0.55	0.88	1.54	0.77	0.72	0.49	0.78	0.0	0.0	10.87	0.0	2.54	0.0	0.0	0.0	1.91	1.85	0.71	0.21	1.01	0.74	0.63	0.38	0.44	2.98	3.17	2.91	3.88	5.08	5.91	422.27	459.59	467.65
Amy2a2	0.05	0.3	0.17	0.0	0.0	0.0	0.12	0.0	0.0	0.49	0.15	0.15	0.0	0.62	0.49	0.12	0.51	0.04	0.0	0.0	0.13	0.06	0.13	0.22	0.1	0.09	0.08	0.17	0.12	0.09	0.03	0.2	0.1	0.14	0.07	0.17	0.16	0.18	0.05	0.11	0.0	0.38	0.23	0.26	0.08	0.31	0.17	0.09	0.05	0.22	2.49	0.11	0.25	0.03	1.4	0.0	0.0	0.0	0.02	0.0	0.06	0.09	0.08	0.12	0.12	0.01	0.13	0.17	0.6	0.31	0.24	0.11	0.21	0.26	0.19	0.21
Amy2a3	0.05	0.3	0.17	0.0	0.0	0.0	0.12	0.0	0.0	0.49	0.15	0.15	0.0	0.62	0.49	0.12	0.51	0.04	0.0	0.0	0.13	0.06	0.13	0.22	0.1	0.09	0.08	0.17	0.12	0.09	0.03	0.2	0.1	0.14	0.07	0.17	0.16	0.18	0.05	0.11	0.0	0.38	0.23	0.26	0.08	0.31	0.17	0.09	0.05	0.22	2.49	0.11	0.25	0.03	1.4	0.0	0.0	0.0	0.02	0.0	0.06	0.09	0.08	0.12	0.12	0.01	0.13	0.17	0.6	0.31	0.24	0.11	0.21	0.26	0.19	0.21
Amy2a4	0.05	0.3	0.17	0.0	0.0	0.0	0.12	0.0	0.0	0.49	0.15	0.15	0.0	0.62	0.49	0.12	0.51	0.04	0.0	0.0	0.13	0.06	0.13	0.22	0.1	0.09	0.08	0.17	0.12	0.09	0.03	0.2	0.1	0.14	0.07	0.17	0.16	0.18	0.05	0.11	0.0	0.38	0.23	0.26	0.08	0.31	0.17	0.09	0.05	0.22	2.49	0.11	0.25	0.03	1.4	0.0	0.0	0.0	0.02	0.0	0.06	0.09	0.08	0.12	0.12	0.01	0.13	0.17	0.6	0.31	0.24	0.11	0.21	0.26	0.19	0.21
Ankrd34a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.92	0.0	22.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39	0.0	0.26	0.0	0.04	0.0	32.76	0.0	0.0	0.0	0.0	10.79	0.0	0.0	0.0	0.0	9.62	0.0	0.0	0.0	13.42	0.0	0.0	0.23	0.0	0.91	0.09	0.0	0.0	0.0	19.35	0.0	13.52	0.0	0.0	0.0	0.0	0.0	0.0	3.86	5.91	38.33	10.47	0.0	1.66	144.7	7.55	8.98	3.93	5.6	5.78	57.01	57.85	56.25
Ankrd46	0.0	99.87	170.38	179.8	0.0	0.0	0.0	0.0	516.07	403.95	233.59	217.9	100.38	450.26	558.66	299.89	350.73	0.0	0.0	0.0	140.64	118.04	380.31	281.14	340.53	278.14	146.65	515.56	337.86	138.87	340.45	125.7	301.94	106.87	329.94	129.98	123.19	340.58	316.87	340.64	182.3	23.01	251.28	132.63	283.12	236.16	187.74	104.19	87.91	220.89	0.0	347.12	127.34	576.7	266.39	0.0	0.28	0.0	142.75	73.88	154.99	314.16	134.88	190.7	103.61	208.4	113.68	833.92	286.37	348.15	328.81	295.94	298.1	202.21	212.58	198.62
Asap3	0.24	0.0	0.36	0.05	0.46	0.03	0.14	0.0	0.0	0.49	0.14	0.16	0.0	0.0	0.11	0.08	0.0	0.16	0.08	0.0	0.04	0.13	0.04	0.24	0.03	0.0	0.03	0.14	0.11	0.0	0.08	0.0	0.05	0.66	0.05	0.06	0.18	0.19	0.1	0.29	0.18	0.0	0.05	0.0	0.05	0.1	0.29	0.24	0.04	0.04	0.0	0.16	0.15	0.05	0.39	0.18	0.46	0.0	0.05	0.08	0.19	0.11	0.08	0.01	0.14	0.08	0.02	0.76	0.1	0.19	0.17	0.06	0.08	2.38	2.94	3.15
Atp2a2	0.0	65.69	102.29	3.33	0.0	415.07	0.27	165.5	0.08	135.73	285.6	535.35	325.2	357.33	437.48	89.19	255.48	3.24	1.71	0.0	100.35	54.5	20.84	68.71	132.86	83.05	83.56	43.02	93.04	26.94	68.88	47.16	45.33	47.77	104.61	55.67	229.78	127.36	109.59	84.2	103.87	55.79	55.64	43.27	64.11	120.16	31.67	71.33	52.93	18.64	0.79	0.0	148.89	1.45	294.87	0.0	9.75	0.24	13.22	38.73	34.0	37.88	37.63	100.39	41.23	134.97	57.14	428.47	105.66	68.42	164.24	134.82	121.86	513.24	490.71	517.28
Atrnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.18	36.41	0.66	1.61	7.7	14.3	6.05	11.71	0.0	0.0	0.0	0.67	2.53	22.67	0.02	0.05	1.21	0.03	0.14	0.0	0.0	1.05	0.0	0.45	30.4	8.82	0.04	2.56	0.04	0.0	1.8	0.0	0.0	0.0	17.8	0.0	18.06	0.0	0.0	0.0	0.0	0.0	0.0	4.08	0.0	3.07	0.0	0.0	0.0	0.0	0.0	1.37	0.0	2.35	7.13	0.0	0.0	0.46	59.7	14.93	9.88	11.9	14.66	14.64	61.86	59.81	61.57
Atxn7l1	0.0	145.92	4.86	0.16	0.0	0.0	0.0	0.0	0.0	129.15	62.31	137.4	116.55	107.78	0.0	227.11	117.47	0.0	0.0	0.0	158.06	27.64	0.14	81.73	0.3	21.27	5.65	100.3	103.3	29.69	43.93	30.93	44.96	198.19	70.34	0.0	178.02	106.5	4.15	124.55	286.48	35.6	0.15	7.47	49.2	89.97	161.49	78.32	1.1	84.38	0.0	0.0	54.06	0.0	55.57	0.0	0.0	0.0	22.1	74.89	7.59	43.24	124.06	90.15	76.97	3.89	52.47	328.24	55.9	42.71	33.19	43.93	40.18	29.08	28.02	27.32
B3galt5	0.0	0.0	0.55	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.04	9.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	1.74	4.81	0.0	0.02	0.0	0.29	0.5	0.0	8.37	0.0	0.0	30.45	45.65	0.0	0.06	4.42	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.24	0.0	1.05	0.0	0.0	0.0	171.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	139.89	0.0	0.0	0.0	0.21	1.33	22.83	23.77	23.8
B3gnt1	475.77	86.84	151.09	144.04	0.0	0.0	0.0	0.85	0.0	0.0	168.71	121.52	155.21	136.78	21.38	217.13	52.84	0.0	0.0	0.0	164.46	37.25	30.55	154.19	35.16	134.99	82.35	164.88	274.35	134.51	106.18	217.09	166.44	85.14	123.83	8.49	213.96	0.0	61.51	0.0	33.82	135.23	108.0	100.47	46.91	7.42	195.17	42.49	97.81	103.12	0.0	20.13	99.97	0.0	138.89	0.25	0.34	529.91	221.55	93.0	85.74	54.46	149.38	151.34	60.61	0.22	15.91	703.2	184.52	158.4	32.95	148.9	143.69	123.64	131.2	120.09
BC006965	0.75	0.0	0.86	0.3	0.0	0.0	0.19	0.0	0.0	1.55	1.75	1.33	0.87	0.29	2.09	0.48	0.47	0.0	0.0	0.0	0.25	0.47	0.75	0.37	0.26	0.93	1.28	1.55	1.17	0.38	0.54	0.96	0.62	1.53	0.62	0.37	1.9	1.57	1.01	2.31	0.71	0.0	0.41	0.28	0.14	1.19	1.14	1.28	1.26	1.29	0.26	0.88	5.48	0.0	1.11	0.55	0.0	0.0	0.0	0.41	1.04	1.63	0.88	0.18	0.0	0.0	0.21	2.77	1.46	1.79	3.44	3.29	1.49	1.97	2.28	2.02
BC021785	1.23	0.0	0.58	0.48	2.41	1.13	0.13	2.44	0.0	1.99	1.88	3.83	1.24	0.98	0.42	2.7	6.11	0.43	0.27	0.0	1.01	1.83	0.96	1.11	0.21	3.66	2.57	1.61	0.14	1.2	1.98	0.9	1.43	2.23	0.56	0.34	2.48	0.53	0.14	0.21	0.45	1.39	0.91	1.15	0.36	1.67	1.99	1.01	0.95	2.39	3.13	8.23	5.4	2.45	2.35	1.35	0.0	0.0	0.37	1.77	1.75	1.27	1.8	1.36	0.29	1.9	0.89	10.3	1.72	1.15	3.32	3.28	1.41	1.68	1.86	1.75
Baz2a	0.0	0.0	10.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.95	1.25	0.0	0.0	0.0	0.0	0.0	0.43	7.26	6.36	0.0	0.08	2.57	0.21	0.0	0.0	0.0	0.0	0.05	29.49	0.07	13.12	0.03	0.0	0.0	7.29	0.0	0.0	0.0	0.0	0.02	0.0	0.0	1.29	9.7	0.16	0.06	0.0	0.0	3.02	0.0	11.81	0.0	0.0	0.0	0.0	5.71	0.0	0.0	4.37	4.72	0.0	0.0	15.15	52.78	10.71	6.25	4.11	4.09	3.97	27.57	27.42	26.18
Bysl	0.0	0.16	26.64	1.06	0.13	0.0	0.0	0.0	0.0	0.03	50.75	5.43	0.0	4.02	0.0	0.0	0.0	0.0	0.0	0.0	0.04	7.1	0.1	0.03	28.49	0.0	0.36	10.39	1.12	1.14	0.0	18.34	0.0	0.73	22.56	0.0	0.0	0.0	0.0	19.66	0.0	0.0	0.13	0.0	0.14	0.0	0.14	2.03	0.0	0.0	0.0	0.0	4.32	0.0	0.14	0.26	0.54	0.0	0.0	0.0	0.0	0.0	23.48	0.05	0.08	0.0	0.0	82.88	27.25	7.07	10.43	11.05	8.98	15.89	16.34	17.17
Cabp1	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.12	0.0	0.57	0.0	1.11	8.77	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.0	0.0	0.0	0.0	5.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	13.53	0.0	3.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.38	0.0	19.68	9.01	13.13	2.6	6.3	5.14	158.2	157.48	164.46
Cacng5	0.0	35.32	0.0	25.8	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	80.14	0.0	0.23	0.0	0.0	0.0	0.0	0.09	3.27	23.06	0.13	0.04	1.11	10.9	2.8	20.03	0.15	0.52	3.07	15.34	5.12	8.06	0.6	0.0	2.29	16.84	6.16	0.12	0.0	0.21	9.59	0.0	3.48	0.0	7.35	20.47	116.96	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	43.8	0.0	0.08	21.16	0.16	2.79	0.0	114.93	195.65	0.0	0.0	0.0	0.56	0.0	9.52	10.58	8.56
Camk2b	0.0	48.2	7.72	60.25	0.0	0.0	0.0	0.0	0.0	6.65	18.69	169.23	109.33	14.67	88.5	73.92	80.67	0.0	0.0	0.0	61.25	8.38	11.14	13.63	5.33	38.25	18.98	17.41	40.11	2.33	68.66	25.39	41.51	7.63	5.29	25.65	28.08	43.27	14.51	1.02	7.47	5.6	7.22	44.37	9.8	35.99	25.41	25.5	5.45	1.92	0.13	0.0	71.21	0.07	319.36	0.0	0.0	0.0	3.38	9.98	3.3	31.18	50.98	35.41	41.81	48.42	8.19	37.03	93.62	111.69	73.92	90.47	114.56	532.26	557.69	545.35
Camsap1	0.79	34.34	32.28	8.1	0.55	0.27	0.21	10.03	0.0	74.11	10.19	12.06	14.69	0.4	0.42	31.81	41.39	0.0	0.14	0.93	19.42	24.05	2.87	0.22	6.11	14.66	15.99	0.29	8.9	26.48	5.84	18.62	17.34	7.91	12.7	12.15	23.71	18.01	41.73	8.4	10.93	14.09	15.99	23.61	11.94	10.35	15.68	11.44	7.58	2.09	0.0	0.0	11.3	0.52	2.41	0.13	8.51	0.17	7.71	3.41	22.05	10.27	9.54	10.51	8.14	52.17	0.11	63.26	17.17	9.04	9.55	11.29	11.01	41.9	41.78	41.15
Ccl27b	0.0	0.0	0.0	8.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.32	0.0	0.0	0.0	0.0	17.1	0.0	0.0	0.0	1.46	0.3	0.03	0.0	1.74	0.0	0.0	7.16	0.58	0.0	0.0	5.37	0.27	0.0	0.0	0.0	4.8	2.47	0.77	0.0	0.0	0.29	0.0	2.79	1.65	1.9	0.13	2.24	8.48	4.31	0.0	0.0	40.26	0.0	123.99	0.0	0.0	0.0	0.0	4.89	46.94	1.61	0.0	0.0	7.83	4.62	1.88	0.0	103.08	62.2	61.27	76.52	71.98	30.63	28.29	22.96
Celsr2	0.0	10.52	13.23	9.91	0.0	0.0	0.0	0.0	0.0	24.72	8.34	13.22	73.26	5.79	12.4	21.29	0.57	0.0	0.04	0.0	0.98	2.95	6.19	9.26	4.46	4.87	2.24	13.68	0.46	1.88	7.32	0.57	11.46	14.38	0.64	0.93	10.36	0.11	1.86	2.42	4.46	0.0	5.52	6.61	16.83	6.14	10.45	9.19	6.28	0.56	0.0	0.0	10.88	0.05	28.23	0.0	0.0	0.0	0.08	12.33	9.78	0.25	3.18	11.15	2.01	0.69	4.87	5.87	19.69	15.36	14.23	14.01	13.58	73.45	73.3	82.99
