	Calb2_tdTpositive_cell_24	Calb2_tdTpositive_cell_38	Calb2_tdTpositive_cell_40	Calb2_tdTpositive_cell_54	Calb2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_1	Gad2_tdTpositive_cell_34	Gad2_tdTpositive_cell_60	Htr3a_tdTpositive_cell_6	Htr3a_tdTpositive_cell_14	Htr3a_tdTpositive_cell_27	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_47	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_54	Htr3a_tdTpositive_cell_62	Htr3a_tdTpositive_cell_92	Rbp4_tdTpositive_cell_165	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
B230208H17Rik	0.45	0.0	0.0	0.0	0.14	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	69.33	0.0	0.0	12.44	12.07	6.96	9.77	117.59	113.13	118.71
Bag6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.23	0.57	0.0	45.42	0.11	1.68	0.2	0.0	60.81	85.88	0.0	0.0	5.39	4.1	3.51	2.53	120.96	127.78	125.96
Btbd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.73	0.0	0.0	0.0	15.88	0.0	0.0	0.0	0.0	0.0	0.0	5.77	4.6	5.31
C030046E11Rik	0.0	0.0	0.0	0.0	0.0	3.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.46	0.0	0.0	7.33	1.59	1.46	0.93	24.7	21.25	22.83
C630004H02Rik	0.0	72.6	40.44	16.66	188.28	55.5	0.0	0.0	0.11	69.96	0.0	0.0	0.0	0.0	0.0	0.0	341.06	8.26	0.0	21.85	28.11	19.5	12.62	83.05	88.74	84.8
Ccdc146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52	0.0	0.0	0.0	0.09	0.1	0.0	0.35	0.27	0.48
Cebpd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89	0.0	0.0	1.74	0.0	0.0	0.0	0.0	32.62	0.0	0.0	0.0	0.8	0.61	1.08	3.34	4.72	3.87
Celsr2	19.98	17.42	0.01	0.0	48.55	4.33	30.91	17.32	26.99	32.78	0.11	0.0	18.31	0.0	11.89	7.73	98.33	0.04	20.29	10.88	14.23	14.01	13.58	73.45	73.3	82.99
Chml	0.0	0.0	0.0	5.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.11	97.11	0.03	0.0	5.73	2.65	2.01	4.82	6.6	6.02	6.63
Chpf2	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	0.0	0.0	1.25	0.96	2.21	0.19	40.55	43.75	46.77
Chrna7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	29.43	0.0	0.0	0.0	342.67	0.0	0.0	0.0	0.0	0.33	0.0	18.39	17.95	19.57
Chsy3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.65	0.0	0.0	12.46	10.31	7.58	9.51	12.18	11.49	10.64
Cic	0.0	0.0	0.0	14.99	0.0	0.0	0.0	0.04	0.0	20.51	9.34	12.26	0.0	0.0	21.35	0.0	26.61	0.03	0.0	4.11	0.77	0.84	1.63	62.1	63.8	66.06
Cntnap1	4.87	7.37	0.0	0.14	1.82	0.19	0.06	7.57	0.0	4.38	0.14	0.08	0.0	16.11	2.8	18.56	56.83	0.0	26.85	12.42	7.76	6.74	6.09	146.45	139.24	144.43
Cog3	0.0	4.58	0.0	0.0	0.0	0.16	0.0	1.9	5.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.56	0.0	0.0	7.79	8.27	5.18	4.33	23.23	22.86	23.48
Col4a2	14.13	19.23	0.0	0.0	0.0	3.41	0.0	0.0	0.0	0.0	0.0	0.07	1.07	0.0	0.0	0.0	74.45	0.0	0.0	5.93	2.34	2.59	2.88	25.54	27.44	33.03
Cpt1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	240.33	0.0	0.0	0.0	0.1	0.0	0.12	1.56	1.07	0.62
Dscam	6.25	0.0	0.0	30.33	0.81	5.3	8.06	12.45	0.05	2.67	40.42	43.07	0.04	68.66	72.83	22.49	173.45	0.0	0.0	2.73	8.69	6.04	5.91	28.5	27.09	29.16
Dtnb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	66.65	0.0	0.0	3.24	12.62	10.75	15.24	56.02	59.06	55.71
Dzip1l	0.0	0.04	0.1	0.0	0.0	0.0	59.9	1.19	0.18	0.0	0.0	0.0	0.0	0.33	0.06	0.0	124.64	0.06	0.0	6.63	4.6	2.62	4.92	17.46	16.25	15.07
Eaf1	0.0	0.04	25.62	0.17	0.1	0.15	0.51	0.73	0.08	0.39	0.35	0.64	66.58	0.11	0.14	1.8	92.25	0.04	0.0	0.5	6.42	4.11	3.01	14.04	14.76	13.68
Eef1a2	11.79	0.16	2.97	15.53	4.76	17.41	1.2	0.75	0.0	0.0	39.09	4.92	0.48	0.18	112.88	2.08	111.04	0.0	0.0	24.47	23.21	36.36	32.48	919.63	958.3	943.69
Elovl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.42	0.0	0.0	2.01	2.09	0.89	1.26	13.35	12.02	13.14
Etv6	0.0	0.06	0.0	0.0	0.04	0.0	0.0	0.05	0.04	0.0	0.0	0.0	0.06	0.0	0.0	0.0	167.55	0.15	0.0	7.32	0.59	0.0	1.12	10.51	8.95	9.76
Fam70a	0.0	0.0	0.0	4.69	0.0	124.89	0.0	23.02	0.0	0.0	0.0	0.0	0.0	0.0	187.91	0.0	398.13	0.0	1.62	0.0	3.55	0.0	0.1	18.13	18.26	18.76
Fip1l1	0.0	0.0	0.0	0.0	0.0	2.69	0.0	13.16	0.0	0.0	0.0	0.0	58.48	0.12	2.41	0.0	130.29	57.38	0.0	9.22	12.26	7.61	4.94	42.16	37.99	41.82
Gm14151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.33	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.07	0.04
Gm14431	0.0	0.0	0.0	1.45	5.69	1.19	1.78	0.1	1.77	0.23	0.0	0.0	0.41	0.0	1.96	0.0	24.94	1.07	0.0	1.74	0.99	0.9	1.65	8.87	7.17	8.34
Gm15348	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.06
Gm16894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.94	0.0	0.0	8.54	2.92	5.05	6.8	2.96	2.57	3.8
Gm20324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.02	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.08	0.28
Gm7334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.57	0.0	28.6	0.0	0.0	0.0	0.0	237.53	0.0	0.0	62.19	22.25	18.91	15.95	29.25	29.71	21.97
Gm8898	0.0	0.0	0.0	1.45	5.69	1.19	1.78	0.1	1.77	0.23	0.0	0.0	0.41	0.0	1.96	0.0	24.94	1.07	0.0	1.74	0.99	0.9	1.65	8.87	7.17	8.34
Gosr1	0.0	0.0	139.9	5.63	0.2	0.0	0.0	4.89	0.64	0.2	0.09	0.0	0.0	0.0	7.7	0.0	237.78	0.04	0.43	8.38	19.71	15.21	14.06	31.18	30.6	30.06
Hectd2	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.05	49.25	0.0	0.0	0.0	0.0	0.0	9.79	18.17	160.69	0.0	0.87	12.93	7.95	5.29	4.53	13.96	11.7	12.97
Hipk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.1	0.0	0.0	0.05	0.52	0.0	87.51	0.0	0.0	26.02	16.37	11.37	13.17	44.09	41.78	41.53
Homer1	0.0	8.13	117.66	89.1	6.78	0.0	59.46	158.99	0.0	35.26	0.0	6.39	0.79	99.94	0.1	0.0	237.26	0.0	0.0	75.85	83.5	55.45	61.95	109.75	88.93	100.72
Hrh1	0.0	0.17	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	4.61	0.44	222.84	0.0	0.0	7.56	2.2	2.62	3.92	9.22	8.93	8.41
Hsph1	375.44	133.87	81.02	116.85	150.48	0.0	0.2	104.01	36.98	0.0	38.66	38.06	52.57	106.58	96.68	25.99	718.92	289.0	97.1	100.55	213.44	193.74	203.15	238.03	226.06	225.17
Incenp	0.0	0.0	0.0	0.0	0.0	5.37	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	20.62	0.0	0.0	0.72	0.83	2.67	4.41	12.77	12.28	12.24
Kctd16	0.0	7.42	0.0	0.0	2.73	22.84	0.0	131.31	0.0	7.57	0.0	0.0	0.0	0.0	0.0	0.0	233.02	0.0	83.74	19.38	6.48	9.02	9.1	36.64	26.1	42.37
Kif16b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.68	0.0	0.0	0.24	4.12	1.38	2.08	8.55	8.36	8.31
Klhl15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.56	0.0	0.0	0.0	0.92	12.91	0.0	0.0	0.0	117.75	0.0	0.0	4.95	0.22	0.58	0.15	7.14	6.45	6.07
LOC624759	0.12	1.55	0.0	0.29	0.92	0.96	0.06	1.67	0.74	1.13	0.38	0.23	0.58	0.25	0.13	1.63	38.18	2.21	0.0	2.13	0.94	1.27	1.24	2.35	1.67	2.31
Llgl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.08	0.0	0.0	8.7	2.46	2.16	2.83	33.9	37.16	37.52
Lrch2	0.0	0.0	0.0	40.82	0.0	22.32	0.0	0.0	81.02	0.0	0.0	37.78	0.0	0.0	0.0	0.0	168.19	0.0	0.0	5.84	3.2	1.23	1.82	14.69	12.81	14.38
Lrrc63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0
Lrriq3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.48	0.0	0.0	1.86	0.0	0.26	0.13	0.45	0.39	0.42
Lsg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267.11	0.0	0.0	10.16	23.3	23.12	26.05	13.88	14.17	14.15
Map3k3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.61	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	4.77	0.0	0.0	1.89	5.01	5.12	5.83	22.58	21.74	22.44
Mcart6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.14	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	34.96	0.07	0.0	3.64	3.91	0.43	3.36	5.48	6.46	6.02
Mcm4	0.0	0.0	0.0	0.0	104.44	32.86	68.06	0.0	0.0	0.0	158.44	147.58	0.0	50.07	0.0	0.0	261.02	0.0	0.0	8.11	13.23	12.4	13.96	7.95	7.59	7.78
Men1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.47	0.0	0.0	0.0	34.89	145.3	0.0	0.0	252.66	152.48	0.0	1.18	4.18	6.38	4.47	45.81	48.25	46.23
Mfsd4	14.28	22.7	8.01	10.31	28.68	9.62	15.64	20.52	13.47	26.05	22.28	13.88	13.85	3.83	16.42	12.08	124.0	24.23	24.31	35.62	26.54	30.82	38.88	56.06	58.28	54.29
Mid2	0.0	64.92	0.0	45.6	0.0	0.0	0.0	14.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	239.95	0.0	0.0	0.0	9.82	3.45	6.21	13.84	14.46	13.11
Mir1195	0.0	0.0	0.0	10.19	0.0	0.0	0.0	0.0	18.51	0.0	0.0	11.95	9.04	0.0	0.0	0.0	73.38	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	5.38
Naa30	0.0	0.0	0.0	0.16	18.2	11.96	0.0	90.36	0.0	3.51	0.0	0.0	0.0	0.0	0.0	0.0	144.35	0.0	0.0	6.59	9.2	6.46	9.96	30.13	27.89	27.27
Naa35	0.0	0.0	0.0	0.0	170.7	0.0	0.0	8.24	0.13	57.73	179.35	203.87	0.0	0.69	0.0	0.0	280.41	342.62	0.0	68.61	109.56	60.09	68.08	43.29	41.1	38.68
Naa40	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.62	0.1	0.0	0.0	0.0	1.49	0.0	0.0	0.0	176.97	0.0	0.0	2.84	3.27	3.14	4.97	29.58	29.36	30.57
Net1	25.39	1.65	120.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.05	0.0	92.97	0.0	0.0	0.0	216.05	0.0	0.0	1.01	22.2	15.53	13.93	24.75	27.28	24.52
Npat	0.0	37.83	0.0	0.0	92.74	0.0	0.05	0.03	2.32	0.0	0.0	0.0	39.52	0.0	55.55	0.06	125.31	0.0	0.0	9.57	5.37	7.16	5.22	11.52	10.73	12.19
Nploc4	0.1	0.0	8.2	14.12	0.0	0.0	28.18	10.62	2.84	0.19	5.48	77.27	0.04	0.0	0.52	0.15	154.64	0.0	5.63	13.91	7.07	10.39	8.7	38.17	39.78	38.16
Nrd1	3.27	1.68	0.0	0.96	0.11	10.6	0.0	70.02	0.0	0.0	38.16	50.52	0.0	81.09	0.0	2.72	222.01	0.04	0.89	43.94	45.91	26.8	30.74	95.97	89.11	99.9
Otud4	0.0	27.98	0.0	0.0	0.0	0.0	48.75	65.15	0.0	0.0	8.79	0.0	44.11	0.0	21.54	0.0	71.85	0.0	0.0	6.42	14.1	7.23	10.95	33.5	28.95	30.11
Pabpn1	81.91	0.9	73.7	1.03	4.25	35.62	5.91	2.0	14.93	93.94	6.63	77.79	71.37	1.61	83.57	8.39	195.08	6.46	2.07	19.73	20.69	26.79	20.04	181.84	196.14	202.94
Pcdhb12	0.0	0.0	0.0	0.0	0.0	43.74	0.0	3.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	325.03	0.0	3.07	9.9	0.21	2.84	2.86	6.98	10.23	7.24
Pecr	0.0	0.0	0.0	164.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	283.04	0.0	0.0	6.29	19.7	14.04	22.92	6.53	8.79	6.39
Pold3	0.0	62.25	0.0	0.0	0.0	0.0	5.11	0.0	0.0	0.44	0.0	112.27	0.0	0.0	0.0	0.0	312.42	0.06	0.0	16.05	22.12	21.74	20.32	20.35	20.5	20.3
Polr3b	0.0	1.77	0.0	0.0	0.0	0.0	0.0	2.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43	199.08	0.0	0.0	0.69	2.2	2.82	3.28	9.22	10.33	8.91
Polrmt	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	162.9	0.0	0.0	4.58	1.18	3.64	3.12	18.4	21.44	20.42
Ppapdc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	284.89	0.0	0.0	15.06	18.03	4.96	6.54	26.75	28.17	27.89
Ppat	0.0	95.88	0.0	0.0	0.0	0.69	0.52	0.19	1.59	0.0	0.0	102.75	0.0	0.0	0.0	0.0	237.84	0.0	0.0	5.2	13.23	12.88	12.39	13.04	13.23	11.04
Ppl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.71	0.5
Ppp2r5d	0.0	0.67	0.0	0.0	1.37	0.0	0.24	124.56	0.0	0.0	0.0	0.0	0.46	73.47	1.11	0.88	285.18	0.13	0.0	9.35	10.69	24.42	12.77	86.86	87.92	85.01
Prkacb	193.86	94.3	37.33	127.51	181.92	0.0	502.97	234.69	70.99	6.03	0.09	165.29	0.08	49.85	107.57	11.05	540.85	12.33	18.95	165.48	275.36	238.61	266.86	391.32	379.07	378.45
Raf1	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.08	0.56	0.14	0.0	0.0	0.32	57.37	0.78	0.0	253.99	0.0	1.82	4.81	3.11	7.84	8.14	66.43	68.35	63.65
Rinl	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.13	0.0	0.0	0.0	0.0	1.07	0.19	0.0	0.0	1.24	0.0	2.29	1.52	2.38	1.61
Ripply2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.96	0.0	0.0	152.27	0.0	0.0	1.71	4.61	5.31	12.24	4.81	7.1	6.27
Rsad1	0.14	0.78	0.24	67.5	0.0	0.34	4.04	3.26	0.07	0.41	0.3	0.21	43.89	0.11	13.15	0.02	139.21	0.58	0.0	3.14	2.88	0.75	3.04	12.26	12.88	12.5
Rxfp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	1.08	1.24	1.98
Sap130	0.0	1.98	0.0	0.27	0.0	6.86	0.0	11.46	0.0	0.0	0.57	0.0	0.0	0.0	5.43	0.63	145.79	0.0	0.0	6.66	3.1	2.72	4.47	24.37	27.06	26.32
Satb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.68	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	27.6	3.44	0.0	18.71	14.48	14.61	11.74	56.14	52.71	54.15
Scara3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	2.57	0.0	1.51	0.91	20.09	21.7	23.66
Scyl3	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	62.4	0.0	0.0	0.0	21.53	0.0	0.0	0.0	125.83	0.0	0.0	11.75	6.16	6.89	3.9	20.83	20.68	21.52
Sdk2	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	0.0	0.0	0.12	1.2	0.1	0.16	8.94	6.94	9.41
Sec1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	7.19	0.0	0.43	0.0	2.92	2.97	3.03
Senp2	0.0	0.0	44.68	8.57	2.33	0.0	0.0	23.87	1.38	0.0	43.21	0.0	3.03	3.17	102.63	0.0	292.45	2.11	87.52	33.28	30.11	28.76	26.77	66.11	66.28	65.13
Sgsm3	0.98	0.0	0.0	130.72	0.0	2.31	0.12	33.8	0.0	0.29	28.23	0.29	173.42	161.09	0.0	0.0	842.77	10.93	0.0	21.47	56.04	63.84	55.05	47.24	51.95	51.43
Slc13a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	8.19	9.91	7.23
Slc15a2	0.0	0.0	0.0	0.0	1.42	17.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.03	0.0	0.0	0.0	0.28	0.98	0.77	16.56	15.41	15.65
Slc1a1	1.44	0.69	0.16	94.86	0.0	52.06	1.52	5.94	0.18	0.0	170.97	0.23	72.97	0.0	0.0	0.0	231.03	0.0	0.93	49.42	51.09	60.6	61.74	81.77	88.56	82.67
Slc38a10	0.0	0.0	0.0	0.0	0.0	13.83	0.0	0.38	0.0	0.1	0.16	0.0	36.74	0.0	0.0	0.0	64.36	0.0	3.64	2.66	4.12	2.91	3.87	39.15	40.26	39.95
Slc6a20b	0.0	44.36	0.0	0.11	0.0	0.0	0.0	0.06	0.0	0.25	0.0	0.13	0.0	0.0	0.12	0.27	66.6	0.06	0.0	0.09	0.18	0.11	0.11	0.12	0.02	0.09
Snd1	86.24	0.0	0.0	5.03	0.0	3.37	3.29	0.0	0.0	0.0	0.0	0.0	1.03	0.31	3.19	0.0	201.15	0.0	3.2	18.19	16.47	23.31	24.82	55.35	57.33	55.23
Snx19	0.0	0.0	0.0	0.0	0.0	0.0	5.11	0.16	0.0	0.0	51.84	0.0	0.99	0.0	0.78	0.15	162.31	0.0	25.3	7.54	7.56	8.72	7.13	38.68	39.83	40.53
