	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_1	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_21	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_41	Htr3a_tdTpositive_cell_47	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_87	Htr3a_tdTpositive_cell_104	Rbp4_tdTpositive_cell_165	Vip_tdTpositive_cell_4	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_9	Vip_tdTpositive_cell_12	Vip_tdTpositive_cell_41	Vip_tdTpositive_cell_49	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
AF357359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.67	0.0	0.0	0.0	0.0	0.0	0.0
Adamts18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	7.15	0.0	0.0	0.0	1.21	1.16	1.46
Apba1	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	1.25	0.0	57.46	0.0	0.04	0.0	6.98	0.0	0.0	17.36	0.0	90.67	0.0	3.84	6.1	76.46	78.19	83.66
BC051226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	33.86	0.0	0.0	1.74	7.88	6.74	5.63
Bms1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.03	0.0	9.62	0.0	24.07	13.14	0.0	194.73	0.0	5.18	9.4	24.07	23.02	22.15
Bub1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.56	1.66	2.15	2.27
C86187	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.21	0.0	0.0	0.0	0.24	0.39	0.0	0.0	0.27	0.0	1.75	0.0	0.0	0.52	0.25	0.13	0.4
Calhm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Ccdc164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	146.27	0.0	0.0	0.21	9.07	0.0	0.0	0.0	0.0	164.26	0.0	11.14	14.62	18.17	16.04	16.72
Ccl27b	5.41	0.0	0.0	0.0	0.0	0.0	0.0	5.27	0.0	9.38	0.0	5.02	0.0	0.0	40.26	7.77	7.33	0.0	8.15	0.0	0.18	76.52	71.98	30.63	28.29	22.96
Cdh8	0.0	104.12	57.36	0.0	0.0	0.0	53.21	0.11	0.0	0.0	47.66	0.0	63.54	0.0	55.06	0.14	69.43	0.0	0.0	312.54	0.0	7.59	14.04	37.7	38.06	35.28
Cep72	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.09	0.0	0.1	0.47	0.0	0.04	0.15	0.0	0.0	0.0	0.18	113.18	0.08	0.28	0.86	1.25	1.33	1.2
Chadl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.27	0.0	0.68	0.41	11.92	14.48	15.36
Clstn1	0.0	0.99	86.99	0.0	0.14	0.0	0.0	0.0	10.31	21.42	74.83	71.22	0.0	0.0	21.3	23.86	0.0	7.74	0.0	0.0	0.0	47.83	50.34	777.34	797.87	800.57
Cntn2	0.04	0.0	0.08	0.42	0.09	0.18	0.0	0.51	0.0	0.44	0.65	0.4	0.1	0.11	1.98	0.38	0.0	0.64	0.64	53.35	0.08	2.23	1.42	41.44	42.63	43.21
Cpd	1.42	0.0	0.0	0.0	0.0	0.0	0.0	3.88	0.0	0.0	0.0	0.0	0.0	0.0	6.41	0.0	0.0	0.06	0.0	66.59	0.0	4.85	6.31	39.33	37.42	38.35
Cyp46a1	0.0	0.0	0.0	0.0	0.0	0.0	31.05	0.0	0.12	0.0	0.0	0.0	0.0	5.12	39.61	0.0	0.28	1.23	0.0	88.89	0.0	5.89	3.46	251.55	268.78	265.67
D230030E09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.61	0.0	0.0	0.0	0.0	0.0	0.12
D4Ertd22e	2.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.37	0.0	0.0	0.0	0.0	1.05	0.0	0.91	0.0	0.0	22.28	0.0	1.5	0.11	21.9	21.44	21.77
D6Mm5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Dchs1	13.6	0.0	22.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	55.36	7.91	0.0	0.06	4.95	4.93	6.13
Dcun1d3	0.0	0.0	29.25	0.0	0.0	51.1	0.0	0.0	41.98	0.0	81.63	0.0	0.0	0.0	5.2	0.0	0.0	0.0	0.0	80.95	0.0	6.22	3.42	9.99	9.93	9.15
Duox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.2	0.09	0.05	0.15
Dyrk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
E030018B13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Efhb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88	0.0	6.22	0.0	0.13	0.0	0.56	0.42	0.61
Eif5a2	0.0	0.0	50.89	0.0	0.0	0.0	0.0	0.0	21.37	0.0	0.29	0.19	0.0	0.0	25.38	0.0	0.0	121.08	0.0	0.0	6.32	5.12	7.65	34.63	32.62	33.4
Espl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.0	0.0	0.05	0.55	0.65	0.49
Evi5l	54.23	0.0	19.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	164.3	0.0	4.54	0.46	69.66	60.99	66.1
Fam71d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.97	0.0	0.59	1.41	0.0	0.05	0.12
Fem1a	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.06	0.0	0.0	0.0	11.89	0.0	0.0	0.18	0.09	16.39	0.0	2.01	3.69	24.8	27.51	26.36
Fkbp11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.98	0.0	0.0	1.5	2.79	1.57	2.16
Gga1	0.0	0.0	0.0	0.0	0.0	0.0	9.04	0.0	0.09	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.43	89.8	0.0	1.02	0.91	52.2	55.13	54.96
Ggn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47	0.0	0.0	0.13	1.41	1.0	1.0
Gltp	0.43	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	179.92	0.0	0.0	6.13	48.21	48.29	53.09
Gm10532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.11	0.07
Gm13031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52	0.0	0.0	0.0	0.0	148.45	0.0	5.05	0.78	1.85	2.88	2.95
Gm13306	5.41	0.0	0.0	0.0	0.0	0.0	0.0	5.27	0.0	9.38	0.0	5.02	0.0	0.0	40.26	7.77	7.33	0.0	8.15	0.0	0.18	76.52	71.98	30.63	28.29	22.96
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.19	4.28	1.89	1.73	1.86	1.4
Gm2506	5.41	0.0	0.0	0.0	0.0	0.0	0.0	5.27	0.0	9.38	0.0	5.02	0.0	0.0	40.26	7.77	7.33	0.0	8.15	0.0	0.18	76.52	71.98	30.63	28.29	22.96
Gm3020	0.0	2.65	0.0	0.0	0.0	0.0	0.0	0.0	8.43	0.0	13.02	0.0	0.0	0.0	4.77	0.0	0.0	0.0	0.0	124.07	0.0	0.0	0.0	7.56	4.83	11.57
Gm5083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.19	0.0	0.0	0.0	1.08	0.71	0.95
Gnao1	82.29	60.38	86.17	31.54	130.63	0.29	194.4	50.19	94.52	59.42	235.06	0.0	199.04	0.0	55.77	10.76	3.8	30.57	157.6	272.61	158.36	76.27	75.6	481.93	474.61	498.01
Gne	0.3	0.0	3.82	0.0	0.0	0.0	0.0	37.45	0.0	0.0	0.08	0.0	0.0	0.0	1.86	0.0	0.11	0.0	0.0	0.0	0.0	9.15	5.42	25.93	28.24	25.77
Gpr162	0.0	1.65	3.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.48	0.0	0.0	0.0	0.0	41.3	0.0	1.54	1.17	148.73	153.94	159.75
Gpr44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.08	0.11	0.08
Gpr97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.2	0.12	0.26
H2-Q2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.33	1.52	1.67	0.85
Hspa1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.52	0.0	0.0	0.0	0.0	15.92	0.0	2.86	5.6	12.68	13.03	10.62
Hspbap1	0.35	0.08	0.15	0.36	0.39	0.55	0.43	1.21	0.57	0.0	1.12	0.11	0.19	0.0	3.46	0.66	1.01	1.0	0.76	60.46	0.0	4.89	3.96	3.29	3.31	3.79
Htr1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28	0.0	0.0	0.0	0.0	58.79	0.0	1.23	2.79	14.68	13.16	13.87
Igsf9b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.54	0.0	0.0	0.23	0.0	0.0	0.0	1.42	0.0	0.0	0.0	0.3	17.92	0.0	1.77	0.61	20.04	16.04	26.03
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.19	4.28	1.89	1.73	1.86	1.4
Ipo8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.51	0.0	0.0	0.0	8.66	0.65	0.0	0.0	0.0	11.85	0.0	6.23	4.87	28.64	27.58	27.5
Itm2b	27.94	0.0	26.12	137.87	351.93	243.18	112.86	14.4	300.17	0.68	125.31	38.43	146.89	161.9	306.12	29.9	0.0	126.93	166.62	541.94	20.4	113.97	129.11	770.43	794.39	763.79
Kcnn1	0.0	0.0	0.0	0.0	0.04	0.0	0.43	0.52	0.05	0.0	0.12	0.0	0.0	0.15	0.16	0.07	0.14	0.13	0.21	16.7	0.23	2.33	1.57	9.26	11.18	10.81
Kcnv1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.36	0.0	0.0	0.0	0.14	25.75	0.0	37.5	40.42	63.37	52.87	60.46
Klf8	0.0	0.0	0.0	0.0	0.1	0.0	0.08	0.09	0.0	0.0	0.1	0.06	0.0	0.0	2.25	0.0	0.0	0.08	0.18	44.01	0.0	0.15	1.47	3.81	3.6	4.5
Klhdc4	0.0	78.0	0.0	51.38	1.33	0.0	0.0	0.0	3.29	0.0	0.0	0.0	0.0	0.0	18.27	0.0	0.0	0.0	32.84	169.66	0.0	23.95	17.12	21.44	24.74	25.14
Letm2	0.0	0.0	14.29	0.0	0.0	0.0	0.0	0.0	78.13	0.0	0.0	0.0	0.0	0.0	8.93	0.0	0.0	0.0	6.2	158.73	0.0	8.25	6.49	10.63	11.51	13.1
Lmo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.5	0.0	0.0	0.0	0.0	458.35	0.0	5.32	0.67	17.7	16.41	19.44
Map3k10	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	8.18	0.0	2.23	0.0	0.0	0.0	0.0	35.81	0.0	0.19	0.66	129.25	141.31	139.52
Naa38	0.0	0.0	0.0	67.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	258.78	480.84	116.64	0.0	0.0	0.0	0.0	269.57	0.0	211.14	208.2	44.5	42.31	39.18
Ncrna00085	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.0	3.15	0.0	0.0	0.0	0.0	19.81	0.0	6.77	7.48	15.58	14.18	16.08
Nfat5	0.32	0.06	0.0	0.19	0.0	0.01	27.46	20.81	0.1	2.57	38.03	0.21	2.16	0.13	5.59	11.77	0.4	0.9	0.39	62.37	0.12	3.02	4.55	31.7	27.59	34.05
Nnt	0.0	1.35	0.0	18.84	0.0	94.51	0.0	2.7	0.0	0.0	0.0	0.0	0.0	0.0	4.68	0.0	0.0	0.0	0.0	137.01	0.0	5.83	6.76	13.06	13.3	12.35
Nphp1	40.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	0.0	0.0	0.0	0.0	39.08	0.0	4.74	2.78	13.62	14.5	13.88
Npr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41	0.12	0.0	0.0	0.0	284.88	0.0	1.4	8.69	35.79	37.33	37.73
Nudt22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.84	0.0	0.0	0.0	0.0	376.93	0.0	4.65	10.11	7.69	11.25	9.19
Oas1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01	0.0	0.6	0.61	1.55	1.71	1.52
Oas1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0
Oas1h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Pde12	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.37	0.0	0.0	0.0	0.0	81.5	9.66	1.26	1.86	11.57	12.21	10.3
Penk	10714.69	21119.42	8723.78	30305.82	24078.42	18579.64	29110.93	15168.53	23047.57	19453.81	22944.38	23364.23	0.0	0.35	5.24	16623.49	7740.57	24984.25	2.81	30.09	11865.47	1.49	3.51	368.19	372.55	337.73
Phf1	0.0	0.0	0.29	0.0	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	122.27	0.0	0.43	1.86	39.84	41.18	38.9
Plekha8	0.0	0.0	0.0	0.0	0.0	0.0	138.93	0.0	0.0	64.35	0.0	0.0	0.04	0.0	4.01	0.0	0.09	0.0	0.0	69.18	0.07	1.38	3.62	8.84	8.58	8.01
Polrmt	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.4	0.0	0.0	0.0	4.58	0.0	0.0	0.0	0.0	76.65	31.3	3.64	3.12	18.4	21.44	20.42
Ppapdc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.04	0.0	0.0	0.0	0.0	8.48	0.0	8.59	8.3	44.72	51.93	48.77
Ppif	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	135.08	0.0	2.04	3.65	31.65	33.66	31.14
Ppp1r9b	3.2	0.0	0.0	0.0	0.0	0.0	2.01	0.0	0.0	0.0	0.0	0.0	5.3	0.0	1.72	0.0	0.0	0.0	0.0	71.45	0.0	1.42	4.85	507.05	542.75	527.15
Prkrir	8.23	5.17	4.54	9.9	9.68	9.53	8.97	4.25	7.5	14.94	2.49	8.41	5.7	8.76	25.06	6.5	2.67	3.95	6.82	120.32	10.47	12.05	15.18	52.49	50.61	46.6
Proca1	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	67.34	0.0	0.0	0.0	3.03	3.11	2.18
Purg	0.46	0.0	0.0	0.0	0.0	0.48	0.0	0.37	0.0	51.38	0.0	0.0	0.0	0.0	30.6	0.25	0.0	0.0	0.0	137.79	125.62	15.3	18.49	19.43	17.91	21.21
R3hcc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65	0.0	0.0	0.0	0.0	171.31	0.0	8.49	7.75	23.53	25.87	23.69
Rimbp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	5.87	0.0	0.29	0.12	1.09	1.39	1.63
Rnf144a	0.05	0.0	0.14	0.0	0.0	0.0	1.33	0.09	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	4.11	0.24	87.73	0.1	0.94	1.62	20.01	19.24	19.9
Rtp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.27	0.0	0.0	0.0	4.25	2.51	2.88
Serpina3n	0.0	0.0	31.53	0.0	0.0	0.0	220.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.25	0.0	0.0	0.0	0.0	71.66	0.0	6.98	11.23	13.57	16.24	14.63
Sertad3	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.06	0.0	0.84	10.2	3.75	2.71	3.38
Sesn1	185.75	0.0	6.38	146.85	0.0	0.0	0.0	68.79	0.0	7.17	5.59	0.0	0.0	0.0	14.75	157.3	25.05	55.34	217.44	329.84	10.13	24.67	25.17	56.95	56.36	51.62
Setdb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.14	0.0	0.0	0.0	155.31	0.0	3.4	2.51	4.51	3.09	3.95
Sh2b1	0.73	0.42	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.78	0.0	0.0	0.0	0.0	89.55	0.0	4.79	3.54	51.42	51.96	51.66
Shc1	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	98.65	0.0	0.11	0.0	8.94	9.62	8.87
Slc25a38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	13.8	0.0	4.87	3.35	26.29	27.79	27.01
Slc35c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.43	0.16	0.0	0.0	4.2	0.0	0.0	0.0	0.0	128.09	0.0	5.07	6.69	12.26	13.46	13.59
Slc36a1	0.0	0.0	0.13	0.0	0.09	0.0	0.08	0.09	0.0	0.07	0.28	0.28	0.11	0.17	3.5	0.09	0.11	0.0	0.0	89.06	0.0	10.01	6.58	40.34	37.04	38.5
Slc7a5	0.0	66.09	0.0	0.0	0.0	0.0	1.24	0.12	19.38	8.81	0.0	0.0	0.0	0.0	7.34	0.0	0.0	0.0	0.18	43.37	0.14	1.07	2.75	49.64	51.38	45.15
Slc9a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.81	133.58	0.0	0.0	0.0	0.0	0.0	0.0	4.82	0.0	0.0	131.51	0.0	1.82	1.27	22.83	20.94	22.93
Sncb	143.24	19.24	75.71	65.89	59.43	20.64	21.59	29.53	139.71	31.89	209.76	120.83	83.68	176.78	182.03	74.65	18.89	17.28	176.85	188.02	0.42	88.78	83.91	500.1	550.38	513.95
Spin4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	53.85	0.0	0.0	0.25	0.59	0.51	0.61
Ssfa2	0.0	0.0	0.0	0.0	29.7	10.82	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	6.09	0.0	0.0	0.0	0.5	59.6	0.0	0.94	2.43	25.24	24.84	25.08
Tbx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	1.8	1.45	1.45
Tctn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33	0.0	0.11	0.0	4.26	0.0	0.0	0.0	0.0	37.76	0.0	8.94	6.35	20.4	19.69	20.58
Tek	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	7.4	0.0	0.0	0.07	9.28	8.12	9.12
Thbs1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.81	0.0	0.0	0.0	1.69	2.0	1.2
Tmem184b	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	152.81	0.0	2.48	1.32	63.39	64.99	62.74
