	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_36	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_64	Chat_tdTpositive_cell_1	Chat_tdTpositive_cell_5	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_21	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_35	Gad2_tdTpositive_cell_38	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_23	Htr3a_tdTpositive_cell_40	Htr3a_tdTpositive_cell_57	Htr3a_tdTpositive_cell_58	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Htr3a_tdTpositive_cell_112	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_44	Vip_tdTpositive_cell_5	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_10	Vip_tdTpositive_cell_13	Vip_tdTpositive_cell_18	Vip_tdTpositive_cell_24	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_26	Vip_tdTpositive_cell_27	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_35	Vip_tdTpositive_cell_37	Vip_tdTpositive_cell_39	Vip_tdTpositive_cell_40	Vip_tdTpositive_cell_41	Vip_tdTpositive_cell_42	Vip_tdTpositive_cell_43	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_46	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_54	Vip_tdTpositive_cell_55	Vip_tdTpositive_cell_56	Vip_tdTpositive_cell_57	Vip_tdTpositive_cell_58	Vip_tdTpositive_cell_59	Vip_tdTpositive_cell_61	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_66	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Akap1	0.0	0.0	113.21	0.0	0.0	7.86	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	4.76	0.0	0.0	0.0	22.69	117.11	0.0	0.12	0.0	58.44	0.0	0.0	0.0	0.0	0.0	0.0	5.41	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.09	0.1	0.0	0.13	0.0	5.13	5.29	6.48	9.23	3.49	4.3	2.85	6.4	33.56	35.31	33.31
Akap13	0.0	0.0	43.01	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	9.56	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	2.97	9.63	28.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.04	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.09	0.0	0.0	0.0	0.87	1.48	0.42	0.77	0.0	0.47	1.65	0.54	12.53	11.33	13.47
Akap7	0.0	107.49	583.56	0.3	0.0	42.29	33.66	57.93	15.25	4.25	0.1	0.24	2.29	0.67	61.58	0.58	95.25	2.58	0.0	89.67	89.1	0.11	0.32	4.73	193.11	0.3	27.72	220.15	0.2	0.0	202.62	17.57	20.96	1.16	14.4	118.93	0.0	128.67	82.31	0.64	0.0	0.15	58.39	124.49	41.06	124.3	0.29	58.13	0.0	39.92	17.93	0.53	153.04	0.16	0.26	0.0	193.59	1.21	1.08	0.0	41.78	0.11	0.86	0.0	129.15	0.0	43.11	41.04	43.03	63.37	25.51	29.09	35.61	43.0	30.01	28.77	29.61
Akt3	0.0	48.4	131.28	0.0	0.0	83.04	0.0	70.59	0.0	105.84	0.06	0.0	36.43	0.87	0.0	0.12	0.0	0.0	0.0	0.0	15.93	0.11	0.0	0.0	84.73	0.0	0.0	0.0	0.0	0.0	77.36	30.14	7.91	13.1	0.0	35.45	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.1	0.0	0.0	0.0	7.97	0.0	101.17	0.0	0.0	0.24	0.0	0.1	0.35	0.11	53.88	7.31	3.92	0.0	76.11	0.08	4.93	8.68	0.11	12.62	4.8	5.78	11.21	8.56	14.73	8.86	14.9	103.0	96.58	98.7
Amotl1	0.04	0.05	167.37	0.0	0.05	0.17	2.56	0.17	0.51	0.11	91.15	20.8	0.02	0.0	0.0	67.29	0.09	0.03	29.3	0.04	1.65	46.2	90.01	0.05	0.07	0.05	0.09	0.1	42.2	0.21	0.11	3.79	0.24	0.24	0.0	0.75	0.15	0.35	0.0	0.0	0.04	0.08	0.04	0.15	40.58	0.0	1.64	92.61	13.34	0.17	6.03	45.15	0.19	39.04	0.11	2.44	63.04	0.21	27.83	0.0	0.68	51.98	21.07	0.0	0.06	0.04	0.36	2.47	0.96	2.07	2.92	1.11	2.5	0.96	9.3	9.24	10.01
Anks3	0.0	1.53	224.76	10.14	1.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	5.67	0.0	426.91	29.83	4.06	0.0	0.0	9.35	9.68	0.0	0.0	0.0	0.0	133.7	0.0	110.92	0.0	0.0	14.46	16.82	1.66	187.12	0.0	0.0	0.0	0.0	0.0	6.42	0.0	0.0	0.0	7.39	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.62	0.0	0.0	79.98	2.42	0.0	18.16	11.46	14.27	5.98	11.01	8.33	4.58	6.03	32.83	31.43	32.21
Apbb2	27.5	51.69	160.12	0.0	0.0	0.0	0.0	0.18	201.2	0.0	0.0	0.0	0.0	26.94	0.0	0.0	0.0	0.0	0.0	0.0	30.29	0.23	0.0	20.73	0.0	114.45	0.0	0.1	0.0	0.0	0.0	25.08	22.17	0.95	0.0	0.0	0.0	21.49	0.0	49.13	0.0	0.13	0.12	0.0	0.0	0.0	0.0	1.03	60.28	105.41	66.16	55.97	0.0	0.0	0.21	13.67	0.0	0.0	0.22	53.17	0.16	62.81	0.0	23.95	0.0	60.69	31.56	23.66	27.55	16.64	27.1	28.29	20.22	24.41	24.53	26.17	25.18
Arhgap40	0.0	0.0	1.98	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	2.71	0.0	0.0	0.0	0.59	0.85	0.52	0.1	0.41	0.5
Arid3a	0.0	0.0	25.96	0.08	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.18	0.29	0.44	0.96	0.19	3.69	4.25	3.5
Arid4b	21.88	18.37	154.57	12.76	17.63	0.0	32.65	104.77	67.95	51.04	0.0	41.4	0.04	0.0	4.97	54.74	54.99	7.55	9.13	6.79	0.0	0.0	10.44	98.91	30.83	13.34	23.8	0.0	5.35	0.0	0.27	22.63	36.49	8.21	128.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.52	27.23	53.21	0.27	0.0	0.03	49.13	0.0	0.08	0.09	21.2	0.0	1.94	24.98	0.26	0.0	0.19	0.33	0.0	0.36	22.85	25.45	22.75	21.37	15.38	17.1	12.36	16.59	22.39	17.64	22.69
Atr	0.0	2.58	48.26	1.64	0.0	0.0	0.0	70.08	0.0	0.0	0.0	0.0	0.0	8.84	0.0	0.0	79.7	1.9	0.0	0.0	2.77	0.0	0.0	0.39	0.0	0.0	0.0	0.0	2.75	0.0	0.0	0.37	4.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.0	0.0	0.2	14.12	0.15	0.06	0.0	0.0	0.02	0.05	3.17	0.0	0.0	2.78	1.33	0.78	2.98	0.77	2.29	1.89	2.59	6.45	5.14	7.31
Bai1	0.16	0.0	6.0	0.0	0.0	0.08	1.84	1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.61	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.35	3.09	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	5.44	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.06	0.0	0.71	0.34	1.62	1.0	1.31	0.74	0.54	1.22	1.61	1.05	192.34	203.59	216.02
Baz2b	1.88	0.0	85.16	0.0	0.0	39.76	0.0	59.13	7.62	4.65	0.0	0.07	28.64	35.91	33.7	0.0	7.3	0.45	0.11	0.0	0.07	0.0	7.48	0.31	42.97	0.05	10.84	0.0	4.63	0.0	0.0	18.6	8.24	11.32	0.0	0.0	0.0	10.33	0.0	13.74	0.0	0.05	0.11	25.16	0.0	0.0	0.11	92.34	0.0	21.05	0.2	0.0	0.18	0.0	0.0	0.0	0.07	15.72	0.13	0.0	0.0	0.02	0.14	0.05	0.0	0.0	7.0	3.51	8.01	10.27	1.9	4.97	6.12	6.93	13.01	11.77	14.03
Cachd1	0.0	0.0	33.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.48	0.21	8.1	8.24	7.81
Calb2	5743.89	4607.36	2451.39	975.63	1610.62	2794.62	2952.67	5071.63	4745.33	2750.69	2755.73	571.25	4083.35	4557.51	5128.39	4972.92	4731.94	6010.15	3340.5	6526.42	5468.68	3571.05	2507.24	5926.21	5074.01	1769.13	3462.52	4174.01	5482.24	0.0	2155.31	0.0	0.0	5023.38	6179.55	273.87	8096.19	1060.13	218.4	4543.76	184.62	981.29	9.02	3244.45	3229.53	323.88	2180.88	2297.66	5538.35	2454.97	4009.6	3436.77	2111.84	3471.55	3900.62	2687.15	5107.86	5043.04	3297.38	5896.56	5560.34	4856.85	4829.75	7455.12	5519.61	2732.98	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	30.79	32.23	29.48
Casp1	0.0	0.0	0.0	0.0	0.0	0.0	53.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.39	226.24	0.0	0.0	0.0	241.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.56	0.0	0.0	0.0	0.0	260.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	2.55	2.31
Ccdc40	0.0	0.0	47.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	0.0	0.0	2.83	0.3	0.48	0.0	1.02	1.11	0.91
Ccl27b	5.92	0.0	38.89	22.81	5.41	27.99	0.0	0.0	8.94	0.0	0.0	0.0	0.0	17.73	0.0	7.54	4.28	0.0	0.0	0.27	35.09	0.0	0.0	10.06	0.0	0.27	0.1	5.02	0.0	0.0	0.0	29.61	40.26	26.37	0.0	7.33	0.0	0.0	0.0	0.0	13.03	0.0	0.0	0.0	16.03	0.0	0.0	29.94	0.0	21.43	12.41	0.0	0.0	0.18	0.42	0.0	16.45	0.0	0.0	0.0	0.0	6.75	0.11	0.0	2.94	0.0	74.98	103.08	54.7	62.2	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Cdkn2aip	0.0	0.0	124.38	0.12	35.48	24.28	72.99	65.69	4.39	0.0	12.27	0.0	0.0	0.0	3.29	9.65	0.0	2.35	0.0	0.0	13.33	0.16	0.0	0.0	0.0	0.0	2.07	0.0	1.36	19.88	4.45	0.25	23.24	0.0	3.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	3.47	0.0	2.83	4.04	6.63	14.46	0.0	86.29	5.1	0.0	93.06	0.0	7.57	5.1	7.53	71.17	4.12	5.31	10.39	0.0	4.53	8.83	5.29	0.91	2.65	8.92	6.67	6.13	16.64	16.4	14.16
Chd1l	0.0	0.0	72.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	9.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	4.41	13.41	3.02	0.08	2.05	3.19	1.49	0.7	9.5	7.8	9.73
Chrd	0.0	0.0	85.63	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.29	0.0	0.0	22.72	0.0	0.0	0.0	10.32	12.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	1.73	2.97	3.85	6.53	1.38	3.46	1.26	2.43	27.09	30.65	28.33
D630041G03Rik	0.0	0.0	9.16	0.0	0.1	0.34	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.03	0.0	0.2	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49	1.84	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.04	0.0	0.0	0.13	0.0	0.21	0.32	0.0	0.0	0.0	0.27	0.08	0.31	0.21	0.07	2.75	0.08	0.66	0.69	6.36	3.83	5.5
Dnase1	0.0	0.0	57.17	0.0	0.0	11.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.62	0.0	0.0	0.0	0.0	0.0	44.62	0.0	0.0	0.0	0.0	69.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.68	0.0	0.0	0.0	0.0	0.0	19.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	1.22	0.0	0.0	0.23	0.54	0.55	4.66	5.65	5.08
Dnase1l1	0.0	0.0	2.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	1.92	1.12	3.05
Dnttip1	0.0	0.0	250.3	148.63	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	24.23	0.0	0.0	0.0	0.0	11.63	7.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.5	0.0	28.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	0.0	25.15	0.0	4.46	0.24	18.53	9.05	1.3	3.94	4.26	9.46	38.55	38.59	37.63
Efemp2	0.0	0.0	301.56	0.0	0.0	0.0	0.0	0.0	22.51	0.0	0.0	0.0	0.0	0.0	129.71	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	289.72	7.19	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	202.27	0.0	0.0	0.0	0.0	0.0	0.0	65.95	0.0	0.0	0.0	8.63	0.0	0.0	0.0	0.0	0.58	0.0	0.45	11.43	10.15	12.02
