	Ctgf_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_35	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_133	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_176	Rbp4_tdTpositive_cell_177	Rbp4_tdTpositive_cell_185	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_19	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
8430419L09Rik	0.0	12.53	89.85	37.41	30.5	74.46	29.94	5.85	3.45	7.89	0.23	0.25	0.0	0.0	0.15	0.0	0.0	296.79	0.32	139.39	141.01	160.23
A930011G23Rik	0.0	0.0	0.0	0.13	0.0	0.0	0.0	77.84	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75	0.0	0.82	1.08	0.82
A930015D03Rik	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	80.42	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	162.4	0.0	5.73	7.72	9.51
Abi3bp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.63	0.0	10.17	10.59	11.7
Acot8	0.0	0.0	0.0	25.68	0.0	60.93	7.96	15.96	90.29	22.4	0.0	365.59	360.71	0.0	0.0	0.0	0.0	234.08	0.0	14.85	17.29	15.97
Adcy3	0.0	0.3	0.0	13.39	0.31	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.69	0.0	39.07	40.04	37.65
Alkbh2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.84	0.0	8.05	7.31	6.35
Atad3a	0.0	0.0	34.29	0.0	0.0	20.4	26.14	2.35	4.04	60.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.43	0.0	33.87	36.62	36.53
Atp5a1	0.0	248.99	837.9	603.69	678.15	464.65	676.32	68.24	244.35	307.46	1.46	789.02	817.29	52.32	1.33	0.0	0.57	1528.66	764.4	790.7	845.35	780.37
Atrx	21.98	48.06	84.9	59.09	50.61	29.74	95.66	71.69	68.53	34.48	0.07	127.65	0.0	0.0	0.12	33.81	0.04	297.41	92.59	55.62	37.53	59.08
BC031361	0.03	0.0	0.9	0.44	0.16	0.5	0.0	0.19	0.2	0.0	0.73	0.19	0.18	0.35	0.74	1.08	0.73	150.13	0.39	4.06	3.9	3.71
Braf	0.0	79.22	178.27	193.1	158.96	13.59	162.38	114.24	89.13	48.17	0.13	187.49	0.39	0.0	0.2	292.68	29.45	747.76	80.68	42.46	36.53	42.95
C430048L16Rik	0.0	50.08	11.21	33.92	28.41	14.07	14.14	22.11	33.01	14.14	0.09	0.0	0.0	0.0	0.0	0.0	0.0	174.17	0.0	18.67	14.35	15.51
Ccdc120	0.0	90.25	17.25	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	8.32	7.71	7.36
Cdk13	17.1	0.0	0.0	0.0	0.94	3.27	0.06	0.58	2.99	1.84	19.32	0.0	0.0	0.0	11.9	0.0	0.0	61.85	1.5	20.34	20.34	20.77
Cdk19	0.0	0.0	0.06	0.0	0.0	0.0	0.0	3.25	0.0	0.88	0.0	0.25	0.54	0.0	0.0	121.96	0.0	223.31	60.36	50.67	49.47	49.35
Cep152	31.24	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	3.26	0.0	0.0	0.0	0.0	0.0	105.78	0.0	2.25	1.84	2.26
Cep97	0.81	1.66	0.22	0.13	1.41	3.54	0.25	4.19	51.84	33.98	1.6	5.11	4.42	0.26	4.26	0.7	1.92	132.71	0.72	9.96	10.01	11.93
Chd1	0.0	0.32	2.69	1.88	4.39	13.63	3.8	12.93	0.0	11.76	0.08	36.14	293.92	0.0	44.67	0.0	0.0	56.54	3.2	9.42	9.07	9.54
Cited4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.13	0.0	11.56	14.79	13.99
Clcc1	2682.99	129.05	114.67	51.13	27.0	105.36	0.0	6.4	12.71	3.84	0.0	0.0	0.38	40.02	0.0	0.0	0.0	759.94	0.0	24.93	24.74	27.48
Cpsf2	0.0	0.96	0.38	9.99	43.77	4.55	0.32	24.47	0.52	0.06	0.0	0.19	0.0	0.0	0.0	0.0	0.0	256.43	74.03	28.27	27.34	28.46
Cpsf6	0.0	88.33	50.22	62.26	16.79	112.01	47.66	55.8	84.92	47.48	61.05	368.64	0.0	0.0	9.88	0.0	0.0	325.93	17.96	48.32	42.13	45.59
Crxos1	0.0	0.0	0.0	0.0	0.65	0.0	0.0	6.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54	0.0	0.23	0.26	0.3
D430020J02Rik	0.0	1.79	0.0	0.25	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.25	338.0	0.0	0.0	0.0	0.0	212.09	0.0	3.14	2.86	3.34
D730045A05Rik	0.0	0.0	0.0	0.51	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	0.0	0.17	0.1	0.71
Dctn2	0.0	2.04	122.51	111.04	54.18	41.83	53.89	44.23	8.8	176.19	0.0	431.62	0.41	0.0	0.68	0.0	0.0	596.39	0.0	264.51	285.25	270.01
Ddit4l	0.15	82.79	0.29	0.18	0.0	35.95	2.34	1.21	1.48	0.74	0.0	1.1	0.78	0.8	0.0	0.21	0.0	846.53	0.18	23.76	20.82	23.0
Ddx27	0.0	8.23	45.05	0.88	1.61	2.9	4.14	5.59	3.14	54.3	4.25	1.81	2.47	407.64	1.04	8.59	2.07	250.81	1.44	28.16	28.07	30.33
Decr1	0.0	0.87	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	162.15	0.0	13.22	13.65	13.72
Dlc1	7.73	0.62	6.93	0.0	6.62	0.0	2.45	0.5	0.06	0.11	0.06	0.0	0.0	0.23	0.0	0.09	0.0	87.45	0.09	32.01	31.18	28.49
Dpp9	0.0	0.37	19.62	10.01	27.73	16.74	1.56	0.0	8.86	4.32	0.09	734.39	31.8	0.0	0.18	0.0	0.0	92.2	5.37	54.7	54.84	57.68
Edem3	0.0	0.58	6.03	0.0	9.7	22.02	2.28	0.0	25.11	3.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.31	8.33	25.9	23.9	25.84
Efr3b	1.49	0.43	0.65	24.4	14.35	0.15	26.98	13.03	0.56	0.17	0.21	1.21	0.0	0.0	1.98	0.1	0.75	95.3	0.88	94.67	93.25	100.15
Esam	0.22	0.0	0.0	0.0	0.0	0.0	15.91	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.86	12.84	16.34	18.87	17.59
F9	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.3	0.0	0.05	236.39	0.0	0.28	0.0	0.0	0.0	0.0	0.63	0.0	0.14	0.1	0.15
Fam120c	0.0	0.17	0.0	14.88	0.0	0.0	12.08	36.13	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.45	24.67	32.54	29.06	31.11
Fam134a	0.0	0.51	27.37	44.05	83.67	37.31	1.16	0.67	4.09	24.12	0.0	0.0	0.3	0.0	0.0	0.0	0.0	170.14	62.89	190.64	202.99	193.58
Fam164c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.08	0.07	0.0	0.0	0.0	0.44	0.0	93.11	0.0	1.99	1.75	2.06
Fam53a	0.0	0.0	0.0	0.0	6.63	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.66	0.0	19.06	20.61	20.59
Fam83h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.5	0.0	2.27	2.57	2.06
Fbxo3	0.0	374.95	56.16	99.84	10.58	0.29	37.54	23.58	41.67	6.98	0.23	0.53	0.0	0.0	0.0	0.0	0.0	732.23	63.77	77.11	73.62	70.72
Fbxo34	0.0	0.0	62.97	116.19	10.46	109.04	0.0	0.0	21.27	108.98	0.0	0.25	0.0	0.0	0.0	0.0	0.0	386.27	24.88	66.01	70.66	70.82
Galnt7	0.0	0.0	0.0	13.56	0.55	0.0	0.0	0.0	4.3	0.0	0.0	0.0	685.16	0.0	0.15	0.0	0.0	103.56	0.0	7.46	7.03	6.73
Gbas	0.0	72.71	240.33	380.81	282.89	139.36	56.24	61.86	245.43	160.84	0.31	853.26	249.14	29.4	0.62	0.0	0.22	345.52	186.74	84.16	92.58	85.2
Gm10767	0.0	19.86	3.77	0.0	59.71	0.27	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	179.18	0.0	2.95	2.97	4.16
Gm13298	0.0	5.75	4.48	0.23	23.63	0.76	39.98	8.18	22.61	18.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	350.36	50.9	17.51	16.53	12.37
Gm13629	0.0	210.51	0.0	0.0	0.0	0.0	6.05	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	408.05	0.13	7.32	5.3	6.65
Gm13718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.42	0.0	0.08	0.08	0.03
Gm14635	0.0	0.94	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	1.37	0.0	0.0	0.39	0.28
Gm590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.07	0.0	0.0	0.0	0.22
Gm6086	0.0	0.0	0.58	0.12	0.17	1.04	0.63	1.01	0.68	0.24	0.0	0.95	0.66	0.0	0.0	0.14	2.11	1.85	0.16	0.45	0.33	0.59
Gm9899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.88	0.0	11.38	10.75	9.92
Gnaq	0.0	3.19	52.54	51.43	16.26	60.2	3.09	12.43	15.91	34.13	1.11	29.65	0.27	0.0	1.48	0.0	0.25	120.65	41.41	101.65	91.77	106.51
Grip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.03	8.54	11.86	11.44	11.74
Gtsf1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.57	0.0	0.0	0.33	0.0
H2-T10	0.06	0.0	0.84	0.0	0.23	0.0	0.2	0.61	7.09	0.05	0.77	1.87	2.44	4.33	0.02	0.97	1.35	13.0	0.06	2.3	1.82	1.97
Hist3h2ba	0.0	0.0	1.17	10.62	0.0	0.0	32.65	0.0	0.0	0.0	0.0	0.0	0.0	20.58	0.0	0.0	0.0	54.38	60.75	35.9	50.57	50.61
Hmgcl	0.0	0.94	46.28	98.89	135.42	0.0	185.21	1.17	0.0	141.17	0.93	1168.74	1.67	0.0	0.46	0.43	0.0	705.54	0.0	29.64	32.85	29.94
Hmgxb3	0.0	0.25	0.46	1.19	2.35	0.0	0.0	51.31	2.03	0.52	585.5	0.14	0.0	0.0	0.0	0.0	0.0	71.16	3.19	26.22	26.76	26.53
Hpd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.15
Ippk	0.0	41.52	0.0	0.0	0.0	3.26	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	231.9	0.0	15.03	15.57	15.04
Irf1	518.02	0.0	0.16	1.8	0.0	0.0	5.2	0.38	0.0	0.0	0.58	0.35	0.4	996.41	0.0	0.72	0.64	304.13	0.0	6.84	8.4	7.35
Itga6	0.0	0.0	0.0	0.0	0.0	10.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.42	0.0	0.0	50.56	0.0	13.86	11.73	14.14
Kcnh7	0.0	13.22	66.48	67.75	25.95	11.85	2.1	9.13	27.91	34.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	305.59	6.61	22.8	14.34	23.96
Kctd10	0.0	0.0	0.0	0.0	8.16	9.0	0.0	0.0	0.0	31.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.48	20.41	45.34	45.15	41.67
Klhl18	0.0	1.7	1.92	0.0	4.63	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.76	0.04	20.1	21.69	20.17
Klhl38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.86	0.0	1.16	1.43	1.29
Lins	0.0	0.18	0.3	0.92	0.57	0.72	3.17	4.3	1.07	0.78	0.0	7.98	1.81	2.74	0.12	4.37	0.09	96.97	0.64	5.41	5.27	5.47
March7	0.0	0.0	8.32	14.89	0.26	19.26	8.93	13.13	18.45	21.66	0.24	0.27	0.0	88.09	0.0	0.0	0.0	86.45	19.6	39.23	36.68	39.79
Mars2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.8	0.0	11.21	10.76	12.6
Mex3c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197.9	0.0	30.19	27.49	26.64
Miat	0.0	51.72	32.18	59.49	43.3	21.28	21.68	63.44	42.32	14.27	0.11	283.61	14.06	0.0	0.0	0.0	0.0	83.33	16.77	196.73	185.46	213.96
Mid2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	119.58	0.0	13.84	14.46	13.11
Mir3471-1	0.0	0.0	0.0	0.0	0.0	0.0	10.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.83	0.0	0.0	2.96	5.25
Mir690	26828.41	30464.78	30528.33	39867.27	42000.18	28765.87	28695.45	37370.15	37614.4	32522.04	27509.93	44948.68	42282.55	27759.51	24726.6	35532.88	23237.11	10997.04	48007.3	1.35	1.29	0.95
Mixl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0
Mlst8	0.0	97.07	0.0	4.77	0.0	0.0	0.0	0.0	0.0	0.21	0.25	0.27	953.25	0.0	0.0	0.0	0.15	193.5	18.36	28.77	29.74	31.75
Mtmr4	0.0	27.9	28.29	43.27	0.72	63.55	0.07	9.02	5.45	7.59	0.17	0.0	0.0	0.0	0.11	0.0	0.0	162.53	35.56	49.23	46.49	45.86
Muted	0.0	0.0	0.0	55.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.34	0.0	18.49	20.17	19.14
Nbr1	0.0	0.57	32.16	20.14	11.56	11.94	14.78	22.49	37.96	2.95	0.0	0.16	0.68	0.0	0.0	0.0	0.0	128.99	70.62	103.26	103.33	101.44
Nhlrc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.01	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	56.01	0.0	10.48	8.75	10.21
Nop2	0.0	165.47	0.0	0.0	55.03	0.0	59.59	0.0	0.0	0.0	0.12	0.0	0.29	0.0	0.25	0.0	0.0	243.73	0.0	20.47	23.45	22.12
Nudt5	0.0	1.66	39.03	50.8	5.98	82.05	60.59	47.62	0.0	62.27	0.21	0.0	0.0	0.0	0.41	0.0	0.0	146.89	56.45	17.87	15.36	17.48
Nxf7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	311.35	0.0	1.94	1.56	1.43
Oas1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.26	0.0	1.55	1.71	1.52
Oas1e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.45	0.45	0.0	0.0	0.0	0.0	1.09	0.0	0.06	0.0	0.12
Patz1	0.0	0.0	0.0	0.0	0.0	8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	176.95	39.91	19.41	21.84	19.87
Pcdhb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.43	0.0	2.62	2.61	3.14
Pcdhgc5	0.0	183.13	13.96	83.54	0.0	27.56	9.35	5.73	12.63	15.11	0.07	0.0	0.0	0.0	1.93	0.0	0.0	229.98	36.9	114.38	115.99	121.96
Pck2	0.12	0.0	26.92	0.0	21.63	0.0	0.12	0.0	10.61	30.03	0.0	0.0	0.0	618.89	0.0	0.0	0.0	180.42	24.32	16.35	14.94	15.57
Pecr	0.0	0.0	0.0	43.37	0.0	33.82	0.0	0.0	0.0	67.23	0.0	0.0	1163.21	0.0	0.56	0.0	75.44	139.83	0.0	6.53	8.79	6.39
Pex3	0.0	0.56	11.23	0.0	10.28	1.46	0.0	50.34	3.04	15.78	0.28	0.64	0.0	0.0	0.0	0.0	0.0	492.87	70.42	26.78	23.97	27.05
Plekho2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.63	56.37	0.0	12.66	11.55	12.57
Pmp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.15
Poldip2	0.0	0.67	2.62	39.65	0.0	0.0	34.57	0.0	1.8	87.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.12	0.0	89.4	95.99	94.39
Prkcdbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.85	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.19	0.0	25.79	33.75	36.78
Prkd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	148.92	0.0	6.87	7.45	7.55
Prkg1	0.06	0.0	0.37	0.0	0.13	0.69	3.78	0.73	2.23	0.44	0.08	2.16	1.35	1.2	0.54	0.98	1.25	68.94	0.19	5.98	5.38	6.26
Prpf4	0.33	0.49	0.28	0.13	0.16	2.84	0.08	5.73	0.9	0.0	0.85	0.29	0.19	0.74	0.0	2.08	0.37	130.35	0.06	10.41	11.35	11.62
Prrt2	0.0	3.75	11.45	32.21	31.59	71.45	58.62	40.79	79.64	7.76	0.0	0.29	0.0	0.0	0.0	0.0	0.0	301.29	30.93	264.19	282.46	274.77
Reps2	0.0	0.5	64.49	41.06	3.19	39.53	25.94	57.23	47.68	15.33	0.05	0.39	0.32	0.19	0.1	0.21	0.0	119.64	40.79	91.08	77.05	87.88
Rft1	0.0	1.8	1.49	1.7	0.9	3.34	2.72	0.79	1.22	2.77	4.08	5.8	0.73	3.68	3.52	11.61	2.75	256.48	2.25	13.89	11.62	14.7
Rims2	0.0	5.99	1.13	31.81	25.72	66.57	63.42	17.6	15.87	13.51	0.0	54.16	0.0	5.69	0.0	0.0	0.0	187.07	39.28	45.49	41.95	46.9
Rpl22	0.0	28.79	28.0	0.0	75.83	24.49	78.58	35.64	0.0	10.52	300.27	0.36	0.38	0.0	145.09	0.0	103.69	243.32	14.6	81.32	88.47	82.39
Rsf1	0.0	1.01	0.11	20.38	0.52	5.86	3.55	0.25	57.51	0.09	0.06	0.2	0.15	0.0	0.19	0.0	0.14	101.74	0.1	15.12	13.02	16.06
Ryr2	0.0	18.13	17.42	9.72	1.72	22.21	12.75	13.76	16.42	3.33	0.03	0.18	0.13	0.07	0.04	0.0	0.0	128.17	4.47	51.84	45.32	51.46
Samd4	0.0	0.0	0.0	7.68	0.0	12.08	0.0	0.0	0.0	8.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.17	0.0	15.41	13.31	14.14
Sclt1	0.0	0.0	21.54	0.47	15.01	36.94	11.75	0.27	8.29	0.78	2.43	0.0	135.05	0.0	0.0	0.0	0.0	120.57	3.18	6.3	5.96	7.68
Serp2	0.0	10.75	41.92	40.95	11.51	91.94	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.21	156.06	141.78	155.98	144.95
Serpinb8	0.43	0.38	3.39	0.61	49.0	92.17	0.51	0.5	0.24	0.52	0.25	0.0	1.37	2.54	4.21	0.17	1.92	179.76	0.77	8.17	7.96	8.75
Sh3bp5	0.0	0.0	2.59	32.24	40.07	2.4	2.99	0.0	0.0	39.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.37	0.0	50.55	55.86	51.64
Shprh	0.0	8.7	0.72	27.33	30.24	2.74	3.49	85.92	0.95	0.59	0.14	0.73	0.31	0.0	0.09	0.0	0.07	234.78	12.46	22.81	18.88	22.28
Siah2	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	261.46	6.95	16.0	16.68	10.78
Slbp	0.0	2.42	104.13	0.88	95.29	54.84	76.88	0.0	0.0	0.0	0.0	0.0	170.12	0.0	0.0	0.0	0.0	245.23	0.0	31.51	32.1	25.66
Slc2a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0	0.67	1.21	0.84
Smarcad1	0.0	52.34	10.56	0.0	17.26	0.0	18.82	0.0	0.46	0.07	0.07	0.0	0.0	0.0	0.0	0.0	0.0	126.83	9.16	14.82	13.65	15.42
Snora23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.06	0.0	1.32	3.12	2.05
Snord92	0.0	0.0	0.0	0.0	0.0	11.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.98	0.0	0.0	0.0	0.0
Snx27	0.0	0.2	8.48	7.23	32.11	50.55	14.13	22.89	2.11	0.75	11.75	0.12	829.05	0.0	0.2	0.0	0.0	183.69	40.16	70.41	63.21	64.22
Spag5	0.0	3.71	0.0	0.0	0.0	28.75	11.23	0.0	40.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.59	0.0	10.75	9.88	10.8
Speer5-ps1	0.0	1.39	0.37	0.0	0.37	1.02	0.46	0.0	0.74	0.0	0.06	0.0	1.21	0.0	0.0	0.0	0.0	41.12	2.63	0.21	0.52	0.09
Spop	0.0	55.68	196.64	91.02	90.14	4.9	36.97	1.41	2.9	0.79	0.11	0.21	0.0	7.19	0.45	64.77	0.0	776.16	51.84	147.78	141.77	148.44
Sstr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.25	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	88.61	0.0	23.67	22.95	25.2
Taf5	0.0	0.0	0.0	1.15	0.0	0.0	0.12	0.0	0.21	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.34	0.0	6.01	5.44	4.52
Tas1r1	0.0	0.0	16.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.44	0.0	2.44	2.14	2.49
Tdrd3	0.0	14.31	5.15	79.3	2.2	0.0	0.0	1.19	1.54	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	362.44	0.31	15.21	14.46	16.58
Telo2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	435.59	9.27	11.81	15.81	14.27
Thoc1	0.0	106.7	29.9	45.12	55.05	81.32	38.94	157.87	72.73	45.08	0.25	0.0	0.2	0.0	13.3	758.42	0.0	179.42	43.09	20.58	19.12	20.95
Tmem101	0.0	0.84	0.0	0.0	16.31	0.0	55.55	0.0	1.8	111.85	0.0	0.0	261.44	0.0	0.0	0.0	0.59	413.55	73.81	22.52	27.47	23.74
