	Calb2_tdTpositive_cell_43	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_22	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_111	Nos1_tdTpositive_cell_26	Ntsr1_tdTpositive_cell_18	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_77	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_76	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_16	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
B3gntl1	0.0	0.67	0.0	0.0	66.83	36.47	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.23	0.0	0.0	2.45	0.0	0.98	0.0	0.1	0.35	0.0	78.53	0.0	3.37	0.0	0.0	0.0	0.0	8.15	0.68	2.61	6.45	7.21	3.07	0.12	1.12	2.6	2.34	8.92	0.68	0.0	0.0	0.0	0.0	189.74	0.0	0.0	0.32	5.52	4.77	6.45
BC018242	0.0	27.52	1.38	0.72	36.07	13.58	15.79	4.39	16.51	0.14	0.63	0.0	27.75	26.2	81.87	0.0	0.0	42.02	1.08	15.79	0.0	3.4	0.0	0.0	0.34	0.88	0.31	0.0	6.14	0.0	12.26	20.06	9.05	13.87	19.82	10.36	8.14	4.25	4.24	9.25	4.13	0.0	0.0	0.0	13.96	19.44	0.17	66.78	3.23	28.24	148.85	160.32	156.13
BC026585	0.0	0.0	0.0	0.0	8.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.38	1.42	2.74	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46	9.01	8.59
C2cd4d	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.93	1.02
Car11	0.0	1.81	0.0	15.46	81.7	0.23	2.28	2.21	0.0	0.0	0.0	0.0	42.03	0.09	0.0	0.17	0.0	5.45	12.64	8.45	6.04	0.0	0.0	117.04	80.79	0.65	0.28	32.93	4.77	0.0	39.99	19.53	4.89	14.36	13.62	16.27	11.72	59.23	8.46	15.84	7.13	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0	34.27	214.47	236.01	224.75
Cbx6	1.46	7.21	2.21	8.09	29.49	0.36	3.33	1.32	0.0	0.0	0.0	0.0	5.88	0.0	2.0	0.0	0.0	0.0	14.05	0.48	0.12	6.52	0.0	0.87	0.0	0.94	0.07	6.26	1.68	0.0	5.0	5.97	3.05	8.05	10.12	6.91	5.06	1.85	3.28	5.38	6.7	0.0	0.0	0.0	0.0	1.93	0.32	2.93	0.0	0.32	221.26	219.29	227.16
Ccdc120	0.0	0.0	0.06	0.0	26.07	0.0	0.0	0.0	0.0	0.0	0.0	0.09	5.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.39	0.56	0.0	0.0	0.41	1.32	0.28	0.0	0.0	0.0	0.0	15.78	0.0	4.11	0.0	0.0	8.32	7.71	7.36
Cds2	0.0	52.62	21.21	62.18	54.3	3.77	19.98	0.46	58.27	182.28	12.31	0.56	64.21	45.77	37.77	14.2	12.79	15.44	8.0	17.88	43.21	0.1	50.95	60.47	7.05	14.43	0.41	0.53	45.3	0.71	21.04	13.71	16.47	17.62	18.81	11.32	11.89	16.06	17.84	18.92	16.39	15.87	0.83	37.3	62.24	21.3	0.05	0.04	16.43	10.91	203.83	204.49	205.55
Clec16a	68.99	0.61	0.0	17.09	30.77	1.3	7.84	0.0	0.0	0.0	0.0	0.0	0.0	5.64	0.0	14.91	0.0	0.67	0.0	0.0	1.61	1.76	7.03	0.06	2.25	0.58	0.0	7.73	0.8	0.0	19.67	7.19	14.1	14.05	9.81	16.82	6.92	8.01	23.13	15.68	12.91	2.86	0.05	0.0	0.38	0.09	0.0	0.0	0.0	0.0	41.91	40.8	43.19
Cox4nb	0.0	0.13	0.13	3.26	15.47	11.84	0.37	0.0	0.0	0.1	0.13	0.14	0.05	0.03	0.05	0.15	0.0	1.43	0.16	0.21	0.07	0.15	0.0	7.89	0.0	0.1	0.0	20.29	28.76	0.56	0.14	6.63	0.28	6.47	4.91	2.37	3.47	11.01	2.53	8.64	4.32	7.64	0.05	0.12	0.08	0.0	0.09	0.07	0.04	19.93	30.81	31.83	32.07
Crat	0.0	3.9	0.0	17.05	35.4	0.07	8.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3	0.0	0.0	0.0	0.0	11.68	0.0	0.19	0.0	0.0	0.0	0.0	0.0	104.72	0.0	0.0	5.13	6.63	4.93	7.63	8.35	3.84	2.28	1.52	6.67	6.45	5.25	0.07	0.0	8.42	0.0	0.0	0.0	0.0	0.0	0.0	24.38	24.75	25.3
Dirc2	1.34	7.22	0.39	30.89	9.25	0.91	1.92	0.31	0.89	0.24	0.0	0.0	0.64	1.49	0.01	0.21	1.03	0.63	0.51	7.54	1.32	1.42	11.41	6.72	0.99	1.74	2.28	20.35	1.96	1.5	4.33	11.04	1.04	2.73	1.75	2.0	11.09	4.95	5.09	10.13	8.35	0.89	1.06	0.14	0.49	1.18	1.14	2.88	0.0	34.61	38.97	41.16	39.36
Dmrt2	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.15	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	1.36	1.22
Eif2c2	0.0	0.0	14.07	0.0	20.03	3.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	3.37	0.02	0.05	0.22	0.0	3.37	0.0	0.05	0.04	1.45	4.13	1.83	0.11	0.29	2.76	2.83	0.81	1.69	1.24	0.0	0.04	0.0	0.0	0.0	0.0	11.38	0.0	0.0	26.1	22.83	28.05
Eml6	0.0	0.78	0.0	2.66	3.51	1.84	1.37	0.0	0.0	0.0	0.0	0.0	0.65	0.0	1.37	0.0	0.1	8.95	0.0	0.05	0.0	0.1	0.0	0.13	0.0	2.01	0.0	0.0	0.31	0.27	8.38	0.13	3.58	5.57	11.27	5.16	0.49	0.66	2.61	2.17	2.78	0.63	0.0	0.0	0.0	0.04	0.0	2.35	0.0	0.09	11.89	9.76	13.85
Evi5l	0.0	0.0	0.0	0.0	1.61	29.39	0.0	0.0	0.0	0.0	3.04	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	2.92	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	14.52	5.43	0.0	1.56	0.76	0.34	6.68	0.39	1.97	4.54	0.46	0.0	0.0	0.0	0.0	9.38	0.0	0.0	0.0	0.0	69.66	60.99	66.1
Fam5b	0.0	10.39	0.0	28.55	77.55	7.54	19.37	0.08	0.0	0.09	0.0	0.0	0.04	0.03	0.0	39.68	0.0	3.08	0.0	0.0	0.0	0.0	1.09	48.07	0.21	0.0	0.0	24.18	2.04	0.0	10.12	3.29	0.21	5.64	3.26	4.56	5.32	0.34	5.13	7.33	7.65	0.0	0.07	0.07	0.0	2.9	0.0	0.07	38.54	0.0	67.67	69.72	71.26
Fam69b	0.0	64.89	0.0	3.9	36.56	64.8	0.0	0.0	0.0	0.0	0.0	0.0	24.13	0.0	0.0	86.89	0.0	0.48	0.0	114.88	0.0	5.28	63.4	0.33	3.61	11.71	0.0	0.73	0.0	0.0	8.22	12.77	0.0	6.34	5.39	20.03	4.17	32.17	11.95	11.84	11.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.95	68.47	80.18	76.2
Fbxl8	0.0	0.0	0.0	0.0	38.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	2.33	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.43	1.67
Fbxo31	0.0	0.15	0.0	20.75	34.49	0.45	0.0	9.56	0.0	0.0	0.0	0.0	0.11	1.15	0.0	12.67	4.29	14.98	0.09	2.72	0.51	2.6	98.73	1.7	0.1	40.36	2.57	0.0	0.38	0.0	5.82	4.4	3.93	7.46	19.67	5.35	9.89	7.0	12.09	10.43	6.96	9.23	0.0	0.0	0.05	21.02	0.0	26.25	0.05	3.2	76.48	83.05	77.59
Fitm2	0.59	0.0	0.27	17.56	22.31	0.2	0.65	0.0	0.0	0.0	0.0	0.0	0.22	0.34	0.36	0.43	0.15	0.61	0.19	1.21	0.77	0.0	0.31	0.32	0.16	0.36	0.23	0.0	0.0	0.0	2.19	1.11	5.51	9.62	5.66	9.72	2.59	11.96	1.49	3.36	6.04	0.4	0.0	0.22	0.18	0.0	0.0	0.0	0.33	0.0	23.58	19.8	20.63
Gm10220	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.23	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.76	0.67	0.75
Gm14431	0.4	1.11	0.0	0.68	7.21	1.23	0.99	0.13	0.9	0.0	0.0	0.21	0.0	0.44	1.02	0.06	0.48	0.0	2.71	0.48	0.0	0.0	5.6	0.26	2.14	0.96	1.68	1.11	0.82	0.7	0.11	1.14	0.53	4.2	2.49	0.71	2.11	0.72	0.99	0.9	1.65	2.13	0.0	0.0	0.0	3.76	0.0	0.37	3.49	0.5	8.87	7.17	8.34
Gm8898	0.4	1.11	0.0	0.68	7.21	1.23	0.99	0.13	0.9	0.0	0.0	0.21	0.0	0.44	1.02	0.06	0.48	0.0	2.71	0.48	0.0	0.0	5.6	0.26	2.14	0.96	1.68	1.11	0.82	0.7	0.11	1.14	0.53	4.2	2.49	0.71	2.11	0.72	0.99	0.9	1.65	2.13	0.0	0.0	0.0	3.76	0.0	0.37	3.49	0.5	8.87	7.17	8.34
Golga4	0.0	0.0	4.89	5.56	31.76	11.93	0.0	0.0	0.0	0.05	39.07	0.04	0.04	0.0	0.0	4.45	0.04	0.1	0.0	0.23	0.0	7.64	24.17	13.81	0.17	3.29	0.0	3.37	12.14	0.0	9.76	4.97	3.28	10.26	7.1	10.68	13.86	4.45	6.84	6.27	6.41	0.0	0.0	38.43	0.0	0.0	13.57	3.04	0.0	16.26	48.3	40.88	49.25
Hepacam2	0.0	0.0	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.13	0.59
Hsd3b6	0.0	0.0	0.0	0.0	5.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.39	0.37
Mybl1	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.32	0.0	0.0	0.0	0.67	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35	1.87	1.94
Myh7	0.0	0.0	0.0	0.0	28.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.25	0.33	0.0	2.46	2.27	0.0	0.17	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.96	10.67	6.42	7.29
Orai1	0.0	0.0	0.0	0.0	10.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47	6.31	7.51
Pcp4	3854.24	5117.81	4955.04	4871.0	3008.35	5130.46	5293.38	4425.79	4559.13	7467.74	5853.47	4409.57	5181.2	4442.44	6240.76	5498.56	5326.1	6808.32	7407.1	5341.11	6583.41	5620.14	5456.32	5251.38	5093.83	4770.47	4710.66	7030.52	5084.45	5492.66	4246.61	4480.25	4373.65	4108.26	3446.01	4928.48	3901.08	5219.57	2919.09	3442.63	3306.12	7638.97	4255.66	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Pde1b	0.0	0.0	0.0	1.69	9.38	3.88	18.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	2.26	0.0	0.0	40.11	0.0	3.23	9.13	0.0	0.0	2.37	0.0	0.0	7.2	2.42	5.05	5.37	32.0	3.49	17.1	8.95	3.13	7.56	3.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.53	258.71	247.87
Pex7	0.0	0.36	0.0	6.25	5.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.25	0.24	0.0	11.71	0.0	0.0	0.2	0.8	13.93	10.35	6.23	0.57	0.82	0.99	3.5	3.64	6.19	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.55	31.4	30.73
Plekhj1	0.0	0.0	1.03	2.54	117.31	32.82	20.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.19	1.09	0.63	88.48	186.8	0.27	1.03	0.0	0.42	59.59	6.32	93.14	22.32	0.0	94.69	15.9	8.17	22.49	20.09	23.84	39.45	12.74	1.45	8.0	16.81	19.23	5.63	0.0	0.0	47.76	69.49	0.0	0.45	0.0	30.83	34.62	38.98	35.57
Polr1b	0.51	0.91	0.46	0.72	40.47	0.28	0.63	0.37	0.41	1.35	0.61	0.51	0.45	0.26	0.95	0.44	0.56	3.0	0.1	51.86	0.0	0.77	4.57	51.01	0.52	40.62	1.2	0.77	0.23	2.71	30.34	11.78	7.13	10.82	11.56	4.33	18.44	6.36	12.28	9.43	4.68	0.74	0.2	0.36	0.5	0.86	0.18	3.94	0.08	0.66	14.02	13.34	14.85
Ppef1	0.0	0.0	0.0	0.0	9.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.11	3.13	0.56	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.37	0.53
Prkaa1	0.0	1.36	0.0	0.66	22.5	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	6.73	6.33	1.29	5.39	4.52	0.49	0.11	0.0	9.34	6.16	5.1	0.0	0.0	0.0	0.0	9.27	0.0	0.0	0.0	0.0	20.04	19.78	18.73
Prpf19	0.0	11.2	1.87	9.69	28.32	9.77	33.4	0.25	0.08	0.0	4.09	0.0	9.89	2.33	2.19	0.04	0.0	4.55	0.0	0.07	0.17	0.22	0.08	0.2	7.27	3.74	0.06	0.0	0.13	0.08	6.26	9.95	3.25	15.9	9.73	2.59	8.1	3.86	1.68	5.45	5.28	12.08	19.68	0.1	2.78	1.65	0.08	3.74	0.0	5.19	65.92	70.75	68.94
Pwwp2b	0.0	0.0	0.0	0.0	60.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	3.22	2.71	6.58	1.15	0.74	2.09	0.0	0.0	0.0	14.96	0.0	0.0	0.0	0.0	0.0	11.19	14.38	11.57
Rasd2	0.23	13.02	0.09	15.78	1.16	0.43	0.43	0.0	0.64	0.57	0.43	0.36	0.19	0.29	0.12	0.17	0.1	0.7	0.61	0.58	0.15	1.31	0.22	0.9	1.07	0.34	0.18	0.83	0.02	0.32	0.82	0.26	0.83	3.32	2.52	8.51	0.42	6.66	5.3	4.27	3.54	1.12	0.58	1.13	0.51	0.99	0.64	0.57	0.35	0.4	129.85	133.27	128.26
Rgag4	0.0	0.0	0.0	0.0	23.87	0.0	0.0	1.99	0.0	0.0	2.64	0.0	0.0	3.55	2.09	0.0	0.0	0.0	0.0	1.72	0.0	0.0	1.03	0.0	40.52	0.0	0.0	0.0	1.93	0.0	0.49	0.9	0.92	0.0	0.59	0.0	0.45	0.63	1.23	0.55	0.72	0.0	0.0	4.75	0.0	3.73	0.0	0.0	0.0	0.0	14.06	13.98	12.39
Rnf220	0.0	96.0	0.0	65.74	148.36	53.77	21.76	0.0	0.0	0.0	0.0	0.0	23.64	0.14	0.0	0.17	0.0	0.0	0.0	0.31	0.0	0.0	0.0	43.09	0.31	2.84	0.0	69.22	0.2	10.52	30.17	19.66	22.95	22.41	36.08	29.06	19.36	22.12	14.02	17.72	20.04	35.9	1.78	115.08	0.17	0.31	0.0	13.45	0.0	38.65	107.18	119.36	110.65
Sema4a	0.0	12.37	0.35	0.0	43.86	0.52	0.0	7.27	0.0	0.0	0.0	0.0	8.56	0.0	5.89	0.0	6.08	0.0	0.0	15.5	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	13.72	11.96	4.71	9.07	15.32	9.63	13.18	13.4	8.31	9.13	11.42	0.0	32.8	0.0	0.0	0.1	0.0	16.53	0.0	0.0	40.74	40.5	42.58
Slc25a37	0.0	0.0	0.0	0.45	4.53	7.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.84	0.0	0.0	0.0	0.41	0.11	0.0	0.0	0.0	1.2	0.0	0.09	9.05	3.02	2.09	12.52	2.71	1.65	4.34	4.84	4.6	5.06	25.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	22.03	23.41
