	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_47	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_79	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
A130049A11Rik	0.0	0.0	0.0	0.0	0.0	25.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.91	0.0	0.0	0.0	0.31	0.81	0.0	0.0	0.0	0.0	80.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	2.34	2.33
Abca8b	30.33	4.38	0.68	0.41	2.88	0.25	9.14	0.41	0.04	0.0	59.24	1.0	0.16	0.17	4.38	0.23	0.22	24.78	29.19	0.8	0.03	17.55	9.7	11.1	0.87	0.28	0.18	16.15	0.03	68.64	1.97	0.09	1.06	0.0	0.14	11.1	1.67	15.02	1.93	0.77	2.94	0.07	18.04	0.0	0.3	0.14	0.38	1.05	1.53	15.09	12.8	14.73
Abhd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.66	0.0	0.19	0.0	0.0	0.0	0.0	3.6	0.0	0.0	0.0	0.0	0.0	0.99	2.15	0.0	0.0	1.85	2.49	2.39	54.68	50.93	55.98
Adamts4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	0.56	1.09	15.98	17.45	19.48
Aimp2	0.0	103.27	0.0	49.84	5.2	335.79	0.0	510.77	84.41	0.0	145.29	0.0	158.02	107.4	41.55	43.0	134.74	132.37	40.06	50.92	91.03	126.34	0.0	7.16	2.9	5.84	60.52	53.83	0.0	526.0	41.3	84.16	46.39	49.27	521.03	106.16	0.66	48.03	124.78	292.79	0.0	40.17	244.95	179.2	0.0	58.5	113.56	141.17	119.92	44.44	43.48	43.62
Akna	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.02	0.03	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	2.42	1.92	2.06
Akr1c21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	32.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0
Ankrd29	0.0	0.0	0.0	0.0	0.0	4.47	1.46	0.04	9.9	0.0	19.83	0.0	53.31	120.92	0.0	42.68	98.0	0.04	0.0	0.04	4.51	0.07	0.08	63.75	0.0	0.0	0.0	0.0	0.0	257.18	0.32	0.0	0.0	0.0	0.0	0.0	28.93	21.9	0.0	0.33	0.0	39.37	0.0	118.36	0.0	18.12	32.6	11.17	15.2	15.69	14.87	15.39
Anks3	0.0	0.0	0.0	0.0	0.0	0.59	51.17	0.0	0.0	0.0	0.0	0.0	61.97	41.37	1.54	41.91	0.0	42.58	0.0	0.0	2.6	0.0	26.36	0.0	0.9	63.97	40.15	0.0	0.0	133.64	0.08	0.56	41.84	0.0	27.8	0.0	27.8	0.0	0.0	0.0	26.7	0.0	104.04	86.79	0.0	0.0	8.33	4.58	6.03	32.83	31.43	32.21
Arhgef38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arl5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.32	0.06	0.0	0.11	1.04	0.0	0.0	3.67	15.14	0.02	0.05	0.14	0.03	0.0	0.03	0.0	0.0	0.07	0.0	0.08	0.26	0.18	43.41	2.31	0.08	0.0	0.06	0.0	12.73	0.0	0.0	0.0	0.3	0.2	21.34	0.0	0.15	0.0	0.06	0.74	2.1	1.25	13.21	11.43	10.15
BC030307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.27	0.0	0.0	0.0	0.0	0.0	0.07	0.0	1.02	1.26	1.39	0.97	1.46
BC052040	0.0	0.0	0.0	1.49	0.15	0.0	0.0	0.06	5.51	84.33	19.79	0.0	0.0	82.36	0.06	0.0	39.09	0.14	29.72	0.22	33.79	0.08	0.0	0.0	0.09	40.69	52.03	25.83	0.0	120.92	0.0	31.52	44.03	0.0	0.0	0.0	0.0	0.76	0.14	0.0	2.38	15.66	0.35	0.0	0.0	0.14	14.33	10.35	18.4	8.68	7.96	7.33
Bag1	0.0	0.0	3.56	43.04	3.33	0.0	90.31	0.56	23.08	20.2	5.95	0.0	64.49	0.0	101.45	2.78	77.86	86.5	13.61	0.0	28.88	30.77	21.09	67.91	15.65	13.97	12.95	66.57	0.65	98.63	17.87	0.0	70.92	0.65	3.48	57.76	0.0	7.01	1.11	2.43	0.0	79.59	0.0	47.4	0.0	10.16	19.91	19.3	17.64	146.96	156.33	154.32
Best1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	4.83	1.18	1.24	1.48	1.33
CK137956	0.0	0.0	0.39	0.0	0.0	0.38	0.0	0.11	0.0	0.0	0.15	1.04	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.13	0.18	0.0	0.06	0.0	0.0	0.0	2.39	0.1	0.0	0.11	0.0	0.0	0.0	0.1	0.07	0.0	0.0	0.2	0.0	0.0	0.02	0.0	0.3	0.13	1.55	0.0	1.78	1.98	2.23
Camsap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.24	0.0	5.31	0.0	3.02	0.0	0.0	0.0	0.02	0.0	0.0	0.0	10.64	0.47	0.0	0.0	3.21	31.03	8.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.48	0.8	0.88	16.37	20.07	18.67
Ccdc105	4.31	2.58	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	4.48	0.0	0.0	2.01	26.71	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	0.0	0.0	0.0	0.41	0.23	0.54	0.6
Cdh8	0.0	0.0	0.0	0.0	0.0	0.0	12.84	0.0	0.0	0.0	14.07	0.0	54.2	0.0	24.96	34.53	0.15	4.22	2.26	76.95	1.2	4.38	0.0	77.04	70.23	53.46	0.35	126.27	1.01	231.48	101.08	2.46	82.12	0.0	0.0	2.75	16.12	34.63	0.46	49.97	27.18	44.11	0.15	0.0	29.52	33.31	11.95	7.59	14.04	37.7	38.06	35.28
Chmp4b	0.0	7.37	0.0	0.0	43.17	0.0	0.0	53.94	10.36	0.0	24.52	0.0	0.0	0.5	0.0	0.7	4.5	2.19	0.11	0.08	7.85	5.12	16.03	32.61	37.88	0.0	23.87	29.59	0.0	42.54	0.0	23.37	0.0	0.0	18.71	0.0	0.64	10.73	1.7	0.0	50.31	16.09	0.0	0.0	6.71	5.51	10.0	8.05	9.44	213.47	219.44	219.27
Chrd	0.0	15.96	0.0	0.0	0.0	0.0	0.0	14.57	13.17	80.59	0.13	0.0	0.15	0.0	0.0	0.0	0.0	0.47	0.0	0.04	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.78	21.39	0.0	0.08	0.0	1.51	0.0	0.0	0.0	11.6	0.0	0.0	0.0	0.0	0.0	4.35	0.06	3.46	1.26	2.43	27.09	30.65	28.33
Clstn2	0.0	0.0	0.0	0.94	0.0	0.0	0.0	4.31	51.02	0.0	0.0	0.0	43.85	0.0	0.04	0.08	22.64	5.17	0.0	0.0	0.02	0.58	4.34	20.96	0.91	0.0	21.36	0.0	0.05	64.54	18.45	7.86	0.0	0.0	0.0	0.0	0.08	0.0	13.92	0.0	0.0	0.0	0.0	1.52	0.0	46.27	28.5	16.24	33.49	54.08	55.01	58.31
Crb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	0.7	0.49	0.63
Csad	19.1	0.0	0.38	0.0	0.0	0.0	12.61	0.0	0.07	0.0	0.0	0.0	0.0	0.0	14.84	0.0	0.07	0.05	0.0	0.0	6.24	0.1	0.0	0.0	0.44	0.18	0.0	0.14	0.66	129.07	0.0	0.12	2.63	33.67	0.07	0.0	0.0	0.0	0.0	0.0	1.19	3.53	0.21	0.0	22.51	3.99	11.64	7.02	8.78	19.22	19.71	18.4
Cubn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.2	0.21
Cyld	9.29	8.57	6.92	15.43	15.32	4.19	11.44	22.06	31.35	16.45	13.07	39.89	44.15	16.11	10.2	9.72	32.56	50.38	6.01	16.99	28.34	6.7	14.93	29.74	18.88	31.29	10.35	9.69	10.09	95.2	17.95	23.66	23.72	10.84	59.67	8.58	35.35	35.35	17.47	29.29	12.65	23.82	54.8	10.63	14.91	23.1	42.3	32.5	33.93	65.88	57.37	62.1
D730040F13Rik	0.32	0.38	0.28	0.26	0.14	0.12	2.48	1.32	0.9	0.32	28.01	0.18	3.46	0.43	0.22	0.63	0.46	0.38	0.66	0.2	0.56	0.58	0.2	0.15	0.41	0.19	0.36	19.65	0.34	50.47	16.88	7.02	17.51	0.13	0.41	0.39	0.67	0.29	0.35	1.7	0.95	0.41	1.05	13.96	0.91	10.28	2.14	2.69	3.04	22.62	16.53	21.26
Dcdc2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23	0.0	36.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87	0.0	0.0	0.0	0.0	0.0	2.18	1.67	5.9	6.23	5.1	5.47
Ddx19a	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.11	0.0	1.28	0.0	0.0	4.16	0.92	7.71	0.02	0.0	2.72	0.0	0.04	0.43	0.21	0.0	0.0	0.0	2.68	0.0	0.0	35.96	4.22	4.8	0.0	0.0	0.0	0.8	0.0	0.46	0.46	0.0	0.21	0.0	0.0	0.0	0.36	7.45	4.16	1.19	5.6	19.8	20.35	20.16
Dennd5a	85.84	0.1	73.31	20.66	28.37	0.0	0.69	0.0	2.19	6.45	0.0	87.87	11.57	0.83	18.31	40.95	10.75	1.77	32.89	0.11	3.34	19.26	7.49	0.54	4.92	70.93	0.61	66.93	13.09	140.24	84.71	25.2	0.0	22.1	62.66	12.24	2.5	30.02	14.84	44.89	0.0	0.04	0.19	0.0	4.69	5.01	23.79	18.44	19.09	158.89	159.29	162.39
Dhx8	0.0	4.81	6.67	32.76	0.0	0.0	0.13	43.56	0.05	0.0	0.0	0.0	2.2	5.23	0.01	0.0	2.11	0.0	6.54	3.68	0.02	0.0	0.0	0.35	49.31	2.42	0.07	36.14	3.6	99.99	0.0	1.9	0.06	0.0	0.0	0.05	0.22	0.07	2.15	0.0	0.0	0.0	0.0	0.36	4.88	7.97	12.09	8.45	9.02	26.43	25.96	23.12
Dusp28	0.0	0.0	4.38	0.0	0.0	0.0	0.36	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	10.1	0.0	0.0	0.0	0.0	0.0	9.24	0.0	0.0	0.0	0.0	0.0	34.39	0.0	29.41	34.05	0.0	9.1	29.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.06	0.0	0.0	31.5	0.0	1.02	2.82	0.95	26.98	31.47	29.99
Eef1a2	0.62	4.3	20.19	34.1	0.59	0.18	54.79	62.01	20.37	1.51	0.0	3.88	29.24	3.73	3.77	4.34	10.01	28.73	8.93	1.72	27.24	12.51	14.38	12.41	3.67	0.72	7.46	9.37	0.32	76.8	27.01	42.16	0.61	2.26	2.74	12.39	28.43	17.02	1.62	0.0	3.44	0.87	0.24	6.74	0.45	1.6	23.21	36.36	32.48	919.63	958.3	943.69
Eid2b	0.1	47.21	0.0	0.0	0.0	0.0	0.33	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	0.07	0.67	0.04	0.05	0.11	0.0	0.41	1.09	29.41	0.0	0.0	69.69	0.09	0.11	1.84	0.0	0.0	32.28	0.0	0.0	23.55	0.0	0.0	4.85	0.2	0.0	0.0	0.0	0.99	1.99	1.87	30.75	29.76	32.85
Elovl5	0.0	0.0	0.0	12.06	0.0	0.0	0.76	0.0	99.52	205.61	0.0	15.59	0.0	0.0	98.54	35.22	0.03	0.09	0.12	0.24	112.7	45.2	23.38	43.22	0.27	27.08	41.3	79.68	92.07	329.92	0.22	43.25	0.09	0.0	0.0	0.0	0.0	126.62	45.78	0.0	0.0	89.38	0.0	0.0	108.32	132.08	20.27	11.26	20.85	62.56	62.52	64.7
Epha3	0.0	0.0	0.0	0.0	0.0	0.0	2.19	0.0	31.97	0.0	0.0	0.0	1.76	0.0	36.2	4.03	1.05	0.0	0.99	0.0	54.47	34.62	0.0	3.39	1.68	1.68	0.0	20.3	5.65	58.22	16.93	5.34	18.42	1.28	0.0	1.94	34.48	0.0	39.35	0.0	26.87	0.0	0.0	0.0	0.0	3.83	0.3	0.0	0.09	4.25	4.07	4.41
Esf1	12.95	29.37	0.0	5.63	1.06	36.36	37.53	17.05	12.09	12.03	3.16	0.0	19.95	13.05	27.97	29.52	0.05	9.36	0.1	8.91	9.79	26.66	10.6	19.16	0.0	12.75	63.72	11.37	29.75	87.49	30.31	16.4	0.0	0.0	36.22	3.83	0.1	29.36	1.55	3.77	0.0	2.73	7.64	0.46	18.29	27.34	35.21	38.59	28.34	13.93	11.64	14.54
Fam60a	0.0	1.29	0.0	0.0	0.0	12.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	8.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.27	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	8.11	16.53	0.0	0.0	2.82	0.0	0.0	1.58	0.13	2.5	2.66	2.65	2.32
Fbf1	0.0	0.0	0.0	7.98	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	7.45	0.22	0.0	0.0	0.0	0.0	0.0	7.48	2.38	0.0	0.04	14.38	0.0	0.1	0.0	0.47	0.0	1.1	5.66	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.38	1.28	36.37	34.81	37.68
Fdx1	0.0	0.0	0.0	5.83	0.0	0.0	0.0	37.98	0.0	0.0	0.0	0.0	0.0	0.0	12.98	2.23	0.48	0.0	5.06	0.65	0.0	0.0	0.0	0.0	9.1	0.71	0.0	6.69	0.0	52.75	3.81	0.0	10.83	10.13	66.44	0.0	0.0	0.0	35.33	0.0	0.0	21.28	28.14	0.0	0.0	24.49	5.46	2.94	4.23	17.36	21.14	17.68
Fuca1	0.0	0.0	3.73	67.13	0.0	5.66	32.72	114.72	0.83	0.0	0.33	0.0	99.94	8.62	72.46	81.29	87.59	41.61	0.99	23.67	27.44	2.9	54.16	4.16	20.73	9.87	0.0	0.77	31.7	239.61	71.64	58.71	48.99	0.0	61.17	66.41	0.0	57.21	15.38	166.58	4.46	71.55	0.0	0.31	0.0	36.82	12.68	19.54	9.79	22.01	23.72	23.48
Gabpb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.7	0.0	0.0	0.0	0.0	16.97	0.08	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.78	0.0	6.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.6	0.0	0.0	0.0	0.0	15.4	14.14	13.06	17.14	17.03	16.64
Gck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.67	0.0	0.0	3.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.92	0.47	0.93	1.2	0.82
Glcci1	0.0	0.0	0.0	49.72	19.17	0.0	0.04	0.0	0.0	0.0	1.58	0.16	0.0	0.0	2.47	0.0	8.08	0.0	0.0	0.02	8.29	8.21	15.76	2.55	0.16	0.0	5.44	16.44	8.09	46.14	8.77	0.0	7.74	0.0	0.0	3.79	0.0	9.47	1.03	0.0	0.0	0.04	0.0	30.58	0.0	0.0	22.14	12.5	18.08	25.85	26.16	27.78
Gm1993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm2030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.0	3.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0
Gmppb	0.14	0.0	0.0	19.99	0.0	0.0	0.0	0.0	50.62	26.08	0.0	0.0	90.23	0.0	0.0	0.0	0.0	0.0	58.2	0.0	41.0	48.24	1.6	46.71	0.0	0.0	0.0	0.0	0.0	137.28	36.2	0.0	38.1	0.0	118.11	40.06	0.0	0.87	0.0	0.0	0.0	0.0	52.12	101.8	0.0	0.0	15.51	13.87	19.23	13.63	12.8	12.43
