	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_15	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_111	Nos1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_26	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_48	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_50	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_64	Rbp4_tdTpositive_cell_4	Rbp4_tdTpositive_cell_21	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_80	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTpositive_cell_61	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Aldh3b2	0.0	0.0	0.0	0.0	0.0	0.0	61.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.33	0.0	0.0	0.0	0.0	0.0	0.0	5.24	1.11	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92	1.69	0.98
Arhgef26	0.0	0.0	0.0	0.0	0.0	0.0	15.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.37	0.0	3.35	0.0	0.0	0.0	0.0	5.17	0.0	0.0	2.16	0.0	0.33	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.25	15.83	16.2
Arntl2	0.0	0.0	0.0	0.0	0.0	0.0	71.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11	0.0	0.0	3.74	0.0	2.08	0.3	11.85	2.78	0.8	1.41	0.0	10.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64	6.09	7.49
Arpm1	0.0	0.0	0.0	37.62	0.0	0.0	68.17	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6	0.0	0.0	0.0	3.49	5.56	0.0	31.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	1.04	1.14
Atp8b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
B3gnt9-ps	5.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.07	10.45	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.87	0.0	3.04	4.29	3.86
BC024139	0.0	0.0	0.0	0.0	0.0	0.0	53.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.99	0.78
Bai2	7.01	0.0	0.0	0.0	0.49	0.19	7.99	0.0	0.64	0.45	0.18	0.77	0.0	0.04	0.0	0.08	0.07	0.13	0.0	2.27	29.83	0.0	0.0	0.13	0.31	0.0	0.09	9.09	10.81	2.33	0.51	1.95	6.29	0.0	0.77	1.97	0.79	1.4	0.81	2.11	0.95	0.29	0.98	0.0	0.0	0.0	0.0	0.05	0.44	231.59	239.36	249.07
Bcl9	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.11	0.42	0.0	0.0	0.13	0.0	4.12	0.39	0.0	0.0	0.0	0.0	0.46	0.27	0.38	0.76	0.37	2.52	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.2	28.0	25.61	27.6
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
CK137956	0.0	0.31	0.0	0.29	0.0	0.0	32.85	0.0	16.04	0.0	0.12	0.0	0.0	0.1	0.0	0.5	0.0	0.0	0.0	0.26	0.0	0.2	0.23	0.27	0.29	0.2	0.12	0.0	0.09	0.24	0.0	0.24	0.27	0.2	0.26	0.24	0.09	0.13	1.55	0.0	0.15	0.24	0.4	0.0	0.0	0.0	0.0	0.0	0.0	1.78	1.98	2.23
Cacna1h	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64	0.0	0.0	0.08	0.03	3.69	0.0	0.0	0.0	0.0	0.43	0.87	0.0	0.47	0.29	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.06	28.88	30.37
Cadm3	2.2	0.0	0.0	6.25	0.0	2.76	49.81	0.17	1.12	0.63	0.08	6.83	0.0	0.05	1.36	0.28	3.95	17.73	0.08	0.0	0.0	0.0	2.65	6.73	10.55	26.46	11.45	4.73	1.25	12.24	12.52	0.82	2.65	0.0	3.42	6.47	8.49	6.41	5.42	8.21	4.62	0.0	8.59	0.0	0.0	12.63	0.51	31.18	0.3	266.15	258.6	271.92
Cbx6	4.41	0.34	0.0	8.09	3.51	3.33	14.83	0.0	1.44	0.0	0.0	0.08	2.0	0.31	0.0	0.0	14.05	4.8	0.12	7.4	0.0	0.0	0.0	2.17	2.72	0.0	0.0	19.42	18.1	3.86	18.91	5.44	6.26	0.0	5.97	6.91	1.85	3.28	5.38	6.7	0.0	2.81	0.0	0.0	0.0	0.32	2.93	0.0	0.32	221.26	219.29	227.16
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Cks2	0.0	0.0	0.0	0.0	0.0	0.0	69.19	0.0	75.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.74	0.0	0.0	25.04	0.0	0.0	0.0	0.0	0.0	0.0	55.71	0.0	0.68	8.82	13.91	52.98	2.3	2.65	11.75	0.0	49.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22	2.51	2.75
Crim1	6.81	0.1	0.11	0.21	5.15	3.02	43.81	0.0	0.0	0.0	0.09	0.09	0.0	0.07	0.8	0.07	0.0	0.0	0.06	0.07	0.08	0.0	0.0	6.51	20.57	1.02	0.47	0.0	5.43	5.62	17.91	0.0	0.19	0.0	0.71	0.17	1.64	1.33	1.04	1.2	2.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.42	32.44	32.38	31.12
Dbn1	0.0	29.56	0.0	22.92	1.97	0.11	23.09	0.0	0.37	0.23	0.22	3.73	0.0	0.0	0.0	1.59	0.85	0.24	0.0	0.0	0.86	0.0	0.35	0.0	11.31	0.76	0.26	73.34	0.0	7.74	18.55	17.16	0.0	0.0	7.51	8.81	3.66	8.41	2.05	5.09	1.33	1.8	0.71	0.4	3.39	0.0	0.0	0.0	0.0	181.07	196.52	190.0
Dleu7	0.0	0.0	12.93	0.0	0.0	0.0	130.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.03	0.0	0.0	48.35	0.0	0.0	0.4	0.0	0.0	0.0	45.68	0.0	6.34	3.95	0.0	3.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.73	10.97	13.19
Dock7	0.0	0.0	0.0	0.0	0.0	0.63	24.19	0.0	0.0	0.0	0.0	3.46	0.0	1.51	3.4	18.71	0.0	0.29	1.1	0.06	0.0	4.09	0.0	3.31	14.04	0.06	0.0	51.37	1.78	4.94	0.73	0.0	0.0	0.06	5.17	4.01	2.55	6.31	3.95	5.11	2.4	0.0	0.0	0.0	0.0	0.0	0.68	1.35	0.52	19.14	18.02	19.98
Dok3	0.0	0.0	0.0	0.0	0.0	0.0	7.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	2.59	0.0	0.0	0.2	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.22	10.09	8.79
Dynll2	16.13	4.76	5.73	25.4	4.12	4.12	9.5	29.42	17.49	5.39	46.95	0.0	29.09	18.32	0.0	0.0	26.76	29.83	10.6	32.43	7.73	14.46	2.46	3.19	28.53	10.21	4.33	57.0	20.8	8.68	12.26	9.94	48.84	310.52	17.58	17.01	13.32	10.69	11.57	15.47	8.16	5.68	7.49	0.0	28.63	0.19	5.53	1.91	4.75	620.72	622.39	610.2
Eda	0.0	0.0	0.0	22.77	0.0	0.0	32.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.67	0.0	22.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.13	0.06	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	3.5	3.14
Eid2	0.0	0.0	0.0	44.67	0.0	14.83	16.25	0.0	13.63	0.0	0.0	0.0	19.85	0.0	0.0	0.0	0.0	0.0	35.52	0.0	0.0	0.0	0.0	0.0	14.22	0.71	5.91	0.0	27.78	8.65	0.0	0.25	0.0	206.47	5.7	4.31	2.52	8.08	4.93	8.57	0.0	18.8	0.0	32.09	19.34	0.0	0.0	0.0	0.2	48.88	57.94	50.92
Fam189a1	0.0	0.0	0.81	0.32	0.0	0.0	95.4	0.0	0.6	0.96	0.0	0.16	2.79	0.99	0.06	0.0	36.15	0.0	1.85	0.54	0.73	0.0	0.0	3.14	2.26	28.59	30.51	76.79	33.1	13.5	0.0	9.17	7.56	0.09	7.09	1.67	6.59	5.04	7.96	5.57	36.58	9.0	0.0	4.71	2.7	2.48	3.23	0.05	43.3	47.7	48.05	48.23
Fchsd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	1.09	2.87	0.0	0.0	0.0	0.0	1.42	0.0	2.4	0.5	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	6.64	6.92	6.15
Fkbp14	0.0	0.0	0.0	0.0	0.0	0.0	54.8	0.13	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06	2.83	1.87	7.45	5.86	3.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.41	8.23	8.59
Flt3l	0.0	0.0	0.0	2.4	0.0	0.0	43.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	3.45	0.0	0.0	0.0	0.0	3.01	0.0	0.0	0.0	0.0	0.0	0.0	2.34	0.0	0.0	4.41	4.42	5.52
Foxi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Fxyd3	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22	0.0	1.85	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.25	0.61
Gdf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Ggta1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	0.0	0.17	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2.8	2.79	3.71
Gm11744	0.0	0.0	0.0	0.0	0.0	0.0	85.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	44.05	7.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17	1.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.73	4.68	4.08
Gm15941	0.0	3.5	0.0	0.0	0.0	0.0	7.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.57	0.0	0.0	0.57	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.17
Gm2115	0.0	0.0	0.0	0.0	0.0	0.0	2.21	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	6.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.24	12.74	15.97
Gmip	0.0	0.0	0.0	0.0	9.25	0.0	38.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.06	0.09	0.0	0.0	0.16	1.54	0.0	0.0	0.33	1.39	0.09	0.08	1.48	0.0	0.0	0.12	0.0	0.0	0.0	0.0	5.89	6.85	6.26
Gpr161	0.0	0.33	0.0	0.0	0.0	0.0	9.25	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.15	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.65	7.88	7.52	7.83
Haus4	0.0	0.0	0.0	0.0	0.0	0.0	22.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.63	1.53	0.88	0.22	0.0	0.0	71.44	0.0	0.0	0.0	0.0	0.0	0.0	3.39	4.44	3.63
Hhla1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Hmox1	0.0	0.0	0.0	0.0	0.0	0.0	83.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.54	5.66	0.0	0.38	0.67	2.91	0.0	0.0	119.85	161.92	0.0	0.28	0.0	0.0	0.0	5.5	4.89	5.34
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hrk	18.37	40.8	0.0	32.54	0.03	0.0	62.02	0.0	0.0	0.0	0.05	16.94	0.0	0.04	0.1	0.0	0.0	0.07	0.26	38.52	0.0	0.0	0.0	0.23	19.5	0.0	0.0	0.0	21.25	3.68	0.0	0.0	0.0	0.0	1.91	2.9	4.88	2.31	4.31	2.24	15.84	0.0	4.68	0.05	10.11	42.29	0.0	0.0	0.14	27.79	26.86	26.7
Icam5	0.0	0.0	0.0	0.0	4.67	6.02	23.49	17.66	3.5	4.62	2.67	0.13	0.63	0.0	0.9	1.55	0.0	12.6	0.0	6.03	12.02	0.69	8.12	0.0	1.18	0.0	1.24	0.0	6.28	5.46	6.18	1.99	2.15	0.0	3.48	2.07	4.83	3.3	3.8	4.07	1.3	0.2	28.23	1.89	1.36	0.0	0.0	12.78	0.0	205.38	230.72	204.31
Inhbc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.1
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
