	Cux2_tdTpositive_cell_9	Cux2_tdTpositive_cell_16	Cux2_tdTpositive_cell_59	Cux2_tdTpositive_cell_90	Cux2_tdTpositive_cell_95	Cux2_tdTpositive_cell_99	Cux2_tdTpositive_cell_101	Cux2_tdTpositive_cell_108	Cux2_tdTpositive_cell_109	Cux2_tdTpositive_cell_114	Cux2_tdTpositive_cell_118	Cux2_tdTpositive_cell_119	Cux2_tdTpositive_cell_120	Cux2_tdTpositive_cell_121	Cux2_tdTpositive_cell_122	Cux2_tdTnegative_cell_8	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_53	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTnegative_cell_35	Ntsr1_tdTnegative_cell_51	Rbp4_tdTpositive_cell_40	Rbp4_tdTpositive_cell_165	Slc17a6_tdTpositive_cell_4	Slc17a6_tdTpositive_cell_10	Slc17a6_tdTpositive_cell_12	Slc17a6_tdTpositive_cell_14	Slc17a6_tdTpositive_cell_17	Slc17a6_tdTpositive_cell_22	Slc17a6_tdTpositive_cell_25	Slc17a6_tdTpositive_cell_27	Slc17a6_tdTpositive_cell_29	Slc17a6_tdTpositive_cell_42	Slc17a6_tdTpositive_cell_44	Slc17a6_tdTpositive_cell_46	Slc17a6_tdTpositive_cell_47	Vip_tdTpositive_cell_29	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_31	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Acad8	0.0	0.0	4.5	0.0	10.71	147.03	0.0	0.0	0.0	0.0	0.02	47.07	0.02	0.0	0.0	21.3	124.02	2.81	0.0	68.04	0.0	61.25	4.43	0.0	0.0	175.92	0.0	1.76	82.5	0.0	167.74	0.0	0.0	0.55	112.01	0.0	0.0	24.04	23.17	28.1	2.2	0.0	16.42	19.78	18.91
Adap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37	5.17	6.05
Allc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.81	0.0	0.0	0.0	0.0	0.0	7.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	1.44	0.0	0.0	0.0	1.1	0.58	1.13
Arhgef2	45.16	3.89	11.56	3.92	0.0	0.0	18.46	19.75	6.51	40.16	5.95	17.38	0.01	12.12	16.81	10.63	25.87	5.52	0.81	40.31	31.93	44.11	12.8	25.29	42.2	26.1	33.32	0.0	6.99	28.15	0.71	26.29	14.98	25.08	0.0	28.69	0.0	9.88	8.62	13.1	0.0	5.53	98.74	102.55	102.46
Arid1b	4.96	4.94	19.35	31.0	7.68	8.25	5.08	8.01	10.32	10.54	15.82	2.13	6.15	7.55	27.09	17.85	14.62	0.48	5.02	0.71	9.92	7.8	26.01	10.5	4.38	4.6	5.17	0.0	18.72	5.22	22.93	7.45	12.62	11.95	26.01	7.45	12.53	14.58	9.06	10.59	9.19	10.86	20.92	20.89	22.57
Atg16l2	0.0	37.96	0.0	0.0	7.57	0.0	0.0	0.0	0.0	0.0	18.92	10.16	0.07	1.7	0.0	0.0	94.57	2.97	0.0	0.0	0.32	0.19	6.86	0.0	0.0	0.0	11.85	80.22	0.28	9.41	18.98	23.85	5.77	0.37	0.0	68.26	0.0	16.78	11.36	8.88	0.0	0.9	15.41	14.57	14.59
BB557941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.84	0.0	0.47	0.0	0.0	0.0	14.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33	1.62	3.59	0.0	0.0	1.37	1.3	1.14
BC049762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.33	0.12
Btc	0.19	0.76	0.88	0.0	0.27	0.24	0.26	0.27	0.31	0.71	0.44	0.43	0.35	0.15	0.02	0.62	1.03	0.05	0.49	0.0	0.24	0.74	9.23	0.93	0.43	0.54	0.0	0.36	0.0	0.65	1.44	0.86	0.24	0.34	0.34	0.64	0.0	0.14	0.12	0.32	0.73	0.13	1.24	1.37	1.42
C330022C24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.33	0.33	0.0	0.0	0.0	0.18	0.0
Ccdc9	0.21	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	30.51	0.0	1.38	0.0	0.0	0.0	0.13	0.0	0.0	43.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74	0.85	1.21	0.0	0.0	44.1	43.99	40.77
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Clec2d	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.05	0.2	0.0	0.47	0.0	0.33	0.0	0.0	0.0	0.0	3.42	1.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	1.1	0.13	0.0	0.0	0.0	0.25	1.17	0.69	0.0	0.0	4.7	3.97	5.04
Col8a1	0.08	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.12	0.0	0.0	1.77	1.64	1.41
Dnajc17	0.0	0.0	0.0	112.7	0.0	0.0	0.0	0.0	0.0	0.0	1.7	100.02	0.05	0.0	15.98	0.0	142.59	0.0	0.0	46.01	0.0	0.0	6.13	0.0	0.0	7.26	0.0	0.0	0.0	0.0	0.0	63.44	0.0	11.58	0.0	0.0	0.0	9.54	14.66	8.23	0.0	0.0	13.66	15.33	15.83
Dusp16	0.0	0.0	0.43	0.0	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.01	39.77	0.02	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	1.65	2.0	0.0	0.0	7.05	6.81	7.57
Efhc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.26	5.67	3.81	0.0	0.0	1.7	1.64	1.24
Enc1	3504.88	2481.64	4617.29	2939.69	4133.68	4193.41	3549.88	4964.77	4079.98	3399.2	4371.04	5244.75	4858.01	4969.83	5086.85	5961.43	1045.83	2133.73	1487.03	3307.44	3979.52	4614.47	756.34	4287.75	4537.38	5364.46	4142.42	2933.03	4071.66	5158.5	3679.63	4744.08	6135.31	4563.79	3766.5	4140.23	2525.95	2712.97	2372.29	2355.4	973.53	1030.87	406.57	396.55	396.96
Entpd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Erbb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	1.92	1.57	1.46
Fam55b	0.0	48.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.0	0.0	0.35	0.22	0.18
Fgf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.98	1.37
Gimap3	0.0	0.0	0.62	0.0	0.0	0.0	0.71	0.28	0.0	0.0	0.02	3.06	3.61	0.0	0.0	0.0	1.67	0.0	0.0	2.56	0.0	0.2	0.85	2.88	0.0	0.0	0.36	0.0	0.0	0.0	0.72	0.0	0.61	0.0	0.83	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.28	0.23	0.31
Gm2002	0.09	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.01	0.0	0.02	0.21	0.0	5.79	2.13	0.46	0.34	0.0	0.08	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.25	0.0	0.0	0.0	0.0	1.27	4.28	1.89	0.0	0.0	1.73	1.86	1.4
Gm410	0.0	0.0	0.69	1.44	2.93	0.4	0.0	0.97	1.22	0.0	0.37	0.65	0.25	0.06	1.08	1.55	0.93	0.32	0.0	1.05	0.81	0.36	0.31	0.45	0.72	4.0	0.47	0.73	0.99	0.0	1.78	0.31	1.26	0.73	1.35	0.0	0.0	0.28	0.2	0.0	0.48	0.0	2.31	2.27	1.99
Gm6531	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.24	0.0	0.05	0.02	0.0	0.0	0.0	4.05	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.27	0.16	0.29
Gm7694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	5.78	0.01	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	2.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.18	0.63	0.0	0.0	3.05	2.63	3.26
Gm9781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.08	28.38	28.71
Golt1a	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.21	0.0	11.76	0.0	0.0	0.24	13.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49	0.0	0.0	0.0	2.13	0.0	0.0	0.0	0.0	1.19	1.37	1.01
Gpr33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Ifi30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.36	0.0	0.0	0.0	4.95	3.59	4.47
Il11ra2	0.09	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.01	0.0	0.02	0.21	0.0	5.79	2.13	0.46	0.34	0.0	0.08	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.25	0.0	0.0	0.0	0.0	1.27	4.28	1.89	0.0	0.0	1.73	1.86	1.4
Iqce	0.0	0.0	0.0	0.0	0.0	8.57	0.35	0.0	0.0	1.01	0.01	5.58	0.06	0.0	0.0	0.0	30.46	0.7	0.0	7.67	0.0	0.0	6.42	0.18	0.28	0.0	9.67	0.0	13.52	0.0	0.0	30.78	19.22	6.05	0.13	0.98	0.0	4.41	3.52	1.98	0.0	0.0	17.59	18.54	18.74
Kcnj12	0.0	0.0	0.0	117.87	0.0	0.0	0.31	0.0	0.0	0.0	0.02	1.7	0.0	5.38	0.0	0.0	53.49	0.0	0.0	0.0	0.0	0.49	2.0	0.0	0.0	0.0	0.0	1.28	14.41	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	1.7	1.4	2.4	0.0	0.0	10.95	12.02	10.35
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
LOC622552	0.0	0.0	0.0	48.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	14.57	0.0	0.0	0.0	0.0	140.52	5.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.0	0.28	0.0	0.0	1.58	1.49	2.36
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lekr1	0.0	0.0	0.0	0.0	0.0	0.96	2.43	0.0	0.0	2.29	0.0	0.0	0.0	0.0	1.01	0.0	116.2	0.25	0.0	0.0	6.87	0.33	16.61	0.0	0.0	2.85	0.0	0.0	0.0	0.0	111.45	0.0	15.17	0.07	78.75	0.0	0.0	11.23	8.75	6.4	0.0	0.0	6.99	4.36	5.33
Lipi	1.66	2.28	4.77	6.75	1.71	0.9	2.61	0.32	4.76	2.04	1.81	1.48	2.54	0.59	3.36	0.0	2.98	0.0	1.14	0.0	0.95	1.48	3.58	3.53	4.68	2.8	2.58	0.0	1.62	2.85	4.16	0.0	0.46	2.37	0.76	1.46	0.51	0.41	1.17	0.24	2.0	0.0	5.24	2.66	4.8
Lpcat2b	0.22	0.35	0.24	0.0	0.0	0.25	0.0	0.21	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.07	0.12	0.0	0.0	0.19	0.0	0.19
Lrp1	0.0	2.23	6.17	0.08	8.4	12.85	0.85	1.41	1.76	6.46	10.98	12.75	13.75	0.89	8.74	21.53	13.81	9.41	8.52	0.54	0.25	9.34	7.03	8.13	0.49	4.21	1.48	8.44	13.94	5.53	5.34	1.91	7.12	10.53	6.6	2.3	0.0	3.58	4.46	3.5	1.27	0.0	105.31	103.13	117.97
Map3k14	0.0	0.0	0.0	63.39	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	12.26	0.0	12.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	4.45	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	3.41	3.77	2.72
Melk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.17	0.02	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.42	0.0	0.0	0.0	0.0	0.2	0.47	1.67	0.0	0.0	1.21	1.15	0.84
Micall1	0.0	7.76	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.01	7.88	0.0	0.01	0.0	0.08	28.86	0.04	0.34	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.77	0.0	0.0	0.0	0.0	0.0	0.11	0.82	0.0	0.0	25.54	25.68	29.06
Mir1894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57
Mrps24	0.85	0.5	0.0	2.75	0.0	0.0	0.0	1.33	2.17	1.15	26.42	9.95	0.85	0.04	0.0	3.3	54.65	0.94	13.4	1.88	13.65	0.0	5.48	0.0	0.0	0.8	0.8	1.95	1.62	10.8	3.58	1.24	2.02	0.96	0.62	0.0	0.0	4.62	3.55	5.43	0.77	0.4	34.78	40.47	33.55
Muc6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	11.77	0.0	0.0	0.0	0.0	0.0	2.42	0.0	0.0	0.0	0.0	0.29	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.09	0.07
Myadml2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.02	52.85	0.09	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	2.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	3.84	5.81	0.0	0.0	6.95	7.63	7.26
Mycs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.02	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.04	0.0	0.0
Naglu	3.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02	33.35	0.03	0.0	0.0	65.22	0.0	0.0	3.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.42	0.0	0.0	7.63	9.58	9.39
Nod1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64	4.16	4.51
Nqo2	0.0	0.0	0.0	0.16	0.0	0.0	0.15	0.0	0.18	1.31	0.09	0.23	0.12	0.07	0.29	0.27	0.3	0.0	0.15	0.24	0.0	0.0	2.6	0.0	0.16	0.0	0.14	0.0	0.0	0.36	0.2	0.0	4.08	0.0	0.0	0.0	0.0	5.04	0.26	0.53	0.0	0.0	4.86	4.73	5.12
Nyx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	1.04	0.8	0.0	0.0	0.0	2.69	0.0	0.0	0.0	0.0	0.78	0.14	1.72	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.46	0.63	0.56
Opn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.22	0.33	0.78
Otol1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.03	0.07	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.09	0.04	0.22
