	Calb2_tdTpositive_cell_3	Calb2_tdTpositive_cell_8	Chrna2_tdTpositive_cell_58	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_15	Cux2_tdTpositive_cell_50	Cux2_tdTpositive_cell_51	Cux2_tdTpositive_cell_56	Cux2_tdTpositive_cell_65	Cux2_tdTpositive_cell_69	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_4	Nr5a1_tdTpositive_cell_9	Nr5a1_tdTpositive_cell_11	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_26	Nr5a1_tdTpositive_cell_33	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_38	Nr5a1_tdTpositive_cell_41	Nr5a1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_4	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_16	Rbp4_tdTpositive_cell_25	Rbp4_tdTpositive_cell_62	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_116	Rbp4_tdTpositive_cell_150	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Rorb_tdTpositive_cell_40	Scnn1a.Tg3_tdTpositive_cell_7	Scnn1a.Tg3_tdTpositive_cell_44	Scnn1a.Tg3_tdTpositive_cell_62	Scnn1a.Tg3_tdTpositive_cell_66	Scnn1a.Tg3_tdTpositive_cell_72	Scnn1a.Tg3_tdTpositive_cell_85	Scnn1a.Tg3_tdTpositive_cell_97	Sst_tdTpositive_cell_27	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
5730403I07Rik	0.0	0.0	0.82	0.63	0.76	2.22	0.24	0.0	0.0	1.01	0.38	0.21	0.58	0.85	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.1	0.16	0.0	0.19	0.23	0.0	0.65	1.15	0.63	0.01	0.0	0.0	0.0	0.85	0.0	0.2	0.06	0.0	0.39	0.33	0.0	0.48	0.36	0.0	0.0	0.0	0.3	0.0	0.0	0.28	0.41	0.76
Acaa1a	0.0	0.9	35.55	27.86	0.39	152.04	0.0	0.0	0.0	0.0	0.0	0.0	2.11	170.55	162.02	2.05	0.0	23.32	0.76	99.05	0.09	0.0	14.1	19.57	9.86	0.0	0.13	0.0	0.0	0.5	9.06	14.27	0.0	0.29	45.75	138.39	0.0	3.18	0.0	0.28	0.42	0.0	0.9	0.0	0.0	0.0	0.67	0.0	10.54	8.32	6.77	63.92	64.41	69.33
Acaca	0.0	5.58	0.0	0.01	1.98	58.11	0.06	0.07	2.21	2.26	23.7	0.0	1.08	0.16	4.26	0.0	0.0	0.05	14.61	0.38	0.0	4.91	1.63	18.01	0.0	0.0	44.42	0.0	1.01	0.0	0.0	0.0	6.2	0.0	8.31	1.59	1.65	2.68	0.04	5.33	0.58	0.84	0.0	2.32	0.0	0.0	0.01	5.7	1.04	1.54	1.33	30.97	27.93	30.45
Actr3	29.18	109.96	20.17	0.12	0.09	322.68	81.89	129.27	179.28	60.42	25.91	0.15	132.68	135.65	0.64	104.68	100.95	78.99	4.62	122.71	132.98	0.0	115.06	114.29	5.17	0.0	6.51	0.0	0.0	140.65	72.95	151.99	87.47	0.0	96.13	96.09	113.47	0.04	0.09	0.48	0.19	74.68	0.0	6.06	14.44	36.69	2.73	39.62	58.22	37.44	48.12	195.76	189.66	180.15
Adam9	4.97	2.53	0.0	4.27	7.76	123.8	0.0	55.49	0.14	6.47	85.78	63.52	22.84	0.0	0.81	0.12	10.3	0.0	62.73	0.04	0.04	54.96	4.42	0.0	3.94	1.47	55.16	46.93	0.0	0.0	0.0	0.07	63.38	0.0	0.21	0.0	50.32	0.0	0.0	0.55	0.03	0.0	0.0	5.53	5.07	255.51	2.68	0.15	5.72	5.29	3.72	40.11	39.96	42.21
Aff3	0.0	0.0	0.0	0.0	0.0	52.32	0.0	1.42	0.0	0.07	0.0	18.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.19	0.0	0.0	0.0	72.43	0.0	0.0	0.0	0.0	5.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	0.02	0.0	0.0	0.0	0.0	0.0	0.04	0.0	5.94	3.0	2.98	25.41	23.65	24.79
Agfg1	0.0	3.28	2.5	0.0	0.0	158.83	0.0	0.0	0.0	6.18	0.0	0.06	0.0	7.23	0.0	0.0	0.0	0.0	79.86	16.44	0.0	0.0	0.0	4.09	0.0	0.0	0.0	0.0	0.0	0.0	7.43	0.0	0.0	0.79	29.58	2.73	0.0	0.0	35.04	0.0	0.0	19.74	9.03	0.0	0.0	0.0	91.77	0.0	5.5	5.69	6.4	57.55	52.63	54.25
Alg9	0.0	25.39	0.0	0.0	0.0	170.81	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.15	2.42	0.0	57.19	1.1	0.06	0.0	18.05	0.0	0.0	0.14	0.17	0.0	0.0	0.0	15.36	0.0	0.21	0.0	0.0	0.0	0.0	72.64	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	1.67	1.87	4.71	3.5	16.91	17.46	15.65
Amy1	0.0	0.0	0.0	0.12	0.0	120.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.36	0.0	0.0	25.83	0.0	29.14	0.0	146.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.45	0.0	0.0	14.98	2.18	7.97	0.85	22.62	19.72	25.12
Ankrd35	43.92	0.0	0.0	0.0	0.0	18.05	0.0	0.0	0.0	0.0	0.0	40.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.72	0.0	0.0	7.45	0.91	18.62	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.88	1.69	1.7	8.17	7.87	8.85
Apba2	1.12	40.96	268.92	146.99	66.3	384.98	8.36	123.23	0.16	0.0	254.33	6.25	144.23	150.28	88.2	58.17	0.66	144.81	187.69	13.28	13.0	0.31	1.1	110.94	120.13	7.06	249.92	44.04	51.08	133.2	61.27	84.74	191.56	0.15	51.66	182.86	1.15	25.0	99.68	99.78	9.91	30.99	0.75	0.29	123.15	12.75	22.48	0.18	23.28	27.68	22.51	138.45	137.5	145.47
Asf1b	0.0	0.0	0.0	0.0	0.0	156.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.88	0.84
Bche	0.0	0.0	0.0	0.0	0.0	49.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	3.06	2.87	2.75
Bcl2l2	0.0	0.49	0.48	14.92	0.0	58.43	0.91	0.0	0.0	0.0	4.25	0.81	0.0	26.01	0.94	0.0	1.51	39.35	19.21	0.0	1.83	62.47	0.0	76.13	0.0	0.0	0.06	0.0	0.0	3.23	0.0	0.04	0.0	0.0	25.66	83.81	29.99	58.78	0.0	65.2	1.38	69.42	0.0	0.0	0.21	0.61	0.04	0.0	15.27	9.01	7.39	106.04	105.91	103.99
Bcl7a	69.18	24.06	1.62	2.38	2.19	58.23	32.83	4.35	17.72	34.6	1.93	0.15	3.97	0.0	8.77	0.0	0.0	31.47	3.18	0.87	17.63	10.5	46.58	1.18	30.05	1.02	1.46	0.0	0.11	25.29	6.91	1.06	4.11	0.52	3.2	3.0	0.25	2.3	12.49	23.72	0.22	0.0	0.0	3.02	2.63	11.38	5.19	6.62	8.87	11.75	11.05	70.17	73.66	70.22
Bfsp1	0.0	0.0	0.0	0.0	0.0	113.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.71	0.77
Bhlha9	0.0	0.0	0.0	0.0	0.0	88.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	2.66	2.83	2.35	3.61
Bmp8a	0.0	0.0	0.0	0.0	0.0	1.73	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.28	0.28
C2cd4b	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9	8.39	7.45
Camsap1	0.54	19.21	2.1	2.78	0.45	150.15	21.15	0.69	0.58	16.63	42.28	42.77	36.18	6.46	0.41	12.86	34.24	0.17	0.26	0.22	23.38	42.84	0.09	5.29	6.11	8.19	2.35	38.79	25.72	31.48	0.69	44.4	0.46	0.34	2.87	0.7	80.94	10.44	0.32	16.14	14.37	19.98	0.26	25.87	10.66	3.06	36.88	0.23	9.55	11.29	11.01	41.9	41.78	41.15
Ccdc107	0.0	0.0	0.0	20.96	0.0	365.4	0.0	122.54	0.0	105.13	0.0	0.0	75.0	0.0	0.0	129.25	102.99	0.0	1.71	98.95	0.0	0.0	1.65	0.0	0.0	0.0	0.0	0.9	0.57	0.0	10.58	78.77	0.0	0.0	87.96	0.0	0.0	0.14	0.15	0.0	113.65	0.0	0.0	0.0	0.0	0.0	94.78	89.02	1.55	32.06	20.21	36.95	42.6	36.98
Ccdc14	0.0	0.0	0.0	0.02	0.0	99.47	0.0	23.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.83	2.18	2.08	1.91	2.84
Cd4	0.0	0.01	0.0	0.0	0.08	65.41	0.0	0.0	0.0	0.0	0.0	0.21	0.12	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.2	0.0	0.0	0.0	0.18	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.31	0.0	0.0	0.0	0.0	6.07	0.78	1.34	8.68	8.33	8.41
Cdt1	0.0	0.0	0.0	35.61	0.0	5.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	1.72	1.87	2.01
Cep72	0.0	41.02	0.11	0.25	0.09	0.19	0.0	0.0	0.0	0.12	0.0	0.08	0.05	0.2	0.15	0.0	0.0	0.0	0.07	0.1	0.0	0.0	0.0	0.09	0.0	0.11	0.41	0.0	0.0	0.08	0.0	0.04	0.65	0.0	0.0	0.0	0.0	0.07	0.1	0.18	0.07	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.08	0.28	0.86	1.25	1.33	1.2
Chrm3	0.0	22.54	33.26	0.68	0.0	27.04	4.13	0.21	0.0	1.76	67.24	0.42	0.0	0.0	0.0	0.0	0.0	0.0	3.51	0.03	0.0	0.0	0.0	2.43	0.52	0.0	0.0	0.0	0.0	3.9	0.0	0.05	0.0	0.0	4.79	0.0	0.0	8.81	0.0	54.96	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.95	3.85	2.49	2.95	41.39	40.9	39.7
Clasrp	0.0	0.0	0.0	2.89	0.0	51.36	0.0	0.0	0.0	0.0	18.33	4.48	0.78	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.08	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.0	39.51	2.63	0.0	0.99	4.62	0.0	0.18	0.73	1.93	0.0	0.0	5.68	0.0	20.54	0.0	1.97	0.0	1.53	2.25	2.92	55.37	61.75	62.67
Clec7a	0.34	0.0	0.0	0.04	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.29	0.45
Clip4	0.0	58.46	4.2	0.0	0.0	42.98	1.01	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	4.55	0.0	0.0	0.2	0.02	0.0	0.0	8.51	29.57	50.46	15.75	26.5	0.0	0.11	0.0	0.0	3.67	7.72	0.0	19.79	0.0	0.0	0.0	0.0	14.95	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	5.62	8.85	6.04	38.77	40.09	38.03
Col4a2	0.0	0.39	0.0	0.02	0.0	15.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	6.61	0.0	4.75	0.05	0.0	0.0	0.03	0.0	0.0	20.56	0.0	0.3	0.0	0.0	0.0	0.0	0.0	5.7	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.04	0.0	2.34	2.59	2.88	25.54	27.44	33.03
Cplx2	4.03	130.92	40.18	31.87	68.51	605.11	86.01	3.29	93.37	12.95	16.07	43.26	0.34	66.0	61.57	2.86	1.87	29.37	4.41	94.46	5.93	1.61	124.93	255.28	259.52	102.83	15.67	112.71	4.39	265.18	1.98	89.48	116.53	146.94	139.09	27.57	6.7	1.21	29.3	155.69	10.46	0.4	119.65	5.14	4.6	62.04	74.45	146.96	128.75	108.59	123.95	600.11	576.31	619.36
Cpne3	0.13	0.0	0.44	0.37	0.34	74.28	0.18	0.6	0.65	0.22	0.39	0.33	45.59	0.5	1.98	0.39	0.54	0.59	0.14	0.24	0.23	0.05	0.08	0.23	0.06	0.0	0.12	0.24	1.28	0.3	0.17	0.17	0.61	0.31	0.53	0.5	1.67	0.34	0.08	0.32	9.43	0.08	0.44	1.06	0.14	0.37	0.23	0.05	2.09	2.19	3.11	7.82	7.78	8.94
Cyc1	0.66	0.0	0.36	0.09	0.0	52.34	0.0	0.0	12.27	2.98	0.0	0.81	22.6	0.63	0.0	0.0	0.38	36.01	7.74	0.53	126.12	0.0	76.15	4.16	0.28	10.13	0.19	0.0	189.08	68.29	0.0	11.0	0.0	15.88	51.64	0.0	2.45	1.28	4.55	24.47	522.16	0.0	0.27	0.83	0.0	0.0	116.13	0.0	27.01	37.35	30.21	244.01	261.44	263.44
D830015G02Rik	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	6.26	5.49
Ddhd1	0.0	14.88	0.0	0.0	0.09	55.73	0.31	0.0	23.55	0.0	0.0	0.0	0.0	1.6	0.0	0.0	6.22	8.01	0.02	0.0	0.0	0.0	52.66	0.19	27.53	4.49	57.37	23.66	0.09	34.85	0.0	0.51	0.0	2.18	0.0	0.0	0.0	5.55	30.46	0.05	12.79	0.0	0.37	2.48	0.0	0.0	0.08	2.75	8.6	7.0	6.59	40.93	39.9	44.79
Ddx25	0.0	63.43	0.25	24.21	319.9	428.77	0.0	39.14	0.0	0.0	108.81	0.11	79.5	0.0	423.72	0.0	0.0	99.62	0.61	203.29	0.0	0.08	0.0	116.97	0.0	0.0	25.37	2.93	0.0	0.87	105.46	111.25	0.0	0.0	104.64	85.23	0.0	0.26	225.33	182.97	4.31	343.96	0.0	0.0	0.0	214.03	0.82	0.0	29.99	50.2	44.56	58.59	56.65	53.14
Ddx60	0.0	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.43	0.44
Deaf1	36.2	0.98	20.72	0.0	0.0	111.09	0.0	0.0	0.0	0.0	13.3	0.0	0.0	0.0	3.83	47.2	31.97	0.0	31.14	27.13	26.4	14.81	20.33	0.0	21.6	0.0	0.0	0.0	0.0	13.88	23.11	11.1	0.0	58.83	0.0	0.0	0.0	15.35	0.0	0.0	0.0	0.0	2.48	0.0	0.0	14.26	24.17	0.0	11.34	12.32	10.15	48.01	52.46	45.99
Eif3b	3.09	21.25	2.23	0.1	0.0	55.76	0.0	0.0	0.0	13.68	1.15	44.38	0.0	116.8	0.0	0.0	0.0	0.0	2.49	0.38	1.32	0.0	68.66	13.01	100.98	0.0	20.15	0.0	102.96	52.78	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.56	0.82	25.06	0.0	0.0	0.0	0.0	120.83	0.64	0.0	11.65	9.74	9.47	73.74	78.47	72.41
Erf	0.0	0.0	0.47	0.0	0.32	5.79	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.27	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.1	0.3	38.32	41.49	35.94
Etnk2	0.0	6.41	0.0	1.67	0.0	108.86	27.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	7.98	7.89	8.87
Evc2	0.0	4.23	0.0	0.0	0.05	57.56	0.0	0.0	0.0	0.42	0.0	0.05	0.0	0.0	0.0	0.0	0.0	5.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	12.45	11.86	12.67
Exoc6	0.0	0.98	106.9	3.34	0.08	159.12	0.0	0.0	0.0	3.16	69.73	0.0	83.54	0.0	214.65	0.0	0.8	0.0	100.86	1.16	0.0	158.75	0.0	0.35	0.12	136.44	139.37	0.0	76.39	0.21	3.23	92.81	0.0	0.0	58.95	0.0	180.31	0.0	0.0	19.39	0.04	0.0	2.06	0.0	0.0	9.72	30.52	0.0	69.1	58.68	61.62	36.36	36.95	34.92
