	Cux2_tdTpositive_cell_65	Cux2_tdTpositive_cell_74	Cux2_tdTpositive_cell_91	Cux2_tdTpositive_cell_97	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_17	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_33	Rbp4_tdTpositive_cell_82	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_183	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_16	Slc17a6_tdTpositive_cell_19	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_31	Slc17a6_tdTpositive_cell_37	Slc17a6_tdTpositive_cell_38	Slc17a6_tdTpositive_cell_40	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_31	CAV_LP_Ipsi_tdTpos_cell_35	CAV_LP_Ipsi_tdTpos_cell_43
Alkbh4	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	10.32	0.0	60.01	0.33	0.0	0.0	0.0	0.35	0.0	0.0	13.02	9.95	1.19	0.15	7.28	7.3	8.76	8.3	6.35	4.68	10.68	0.34	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd26	28.48	0.0	0.0	2.17	0.0	23.87	0.0	0.0	0.0	0.0	0.85	0.0	5.43	10.15	63.04	0.0	21.6	0.71	0.0	0.0	0.0	8.11	5.66	3.68	1.22	5.83	6.32	10.79	4.32	6.85	10.86	8.71	9.69	0.0	24.6	0.99	0.0	0.0	0.08	54.66
Anks1b	109.59	0.0	5.32	39.58	104.1	36.86	38.3	62.18	63.06	18.84	74.59	0.08	57.45	33.77	84.76	88.69	125.5	100.55	40.37	102.84	23.21	44.61	49.7	44.81	55.26	37.1	62.27	47.22	49.66	60.85	39.65	38.52	38.4	36.1	43.25	75.22	40.95	100.66	71.46	35.56
Aox4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	4.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35	0.0	0.0	0.66	0.63	0.0	1.93	0.06	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Avl9	0.0	0.0	24.69	0.0	6.03	0.0	0.0	0.0	0.0	0.03	1.62	0.0	14.29	11.16	49.62	0.72	0.0	0.0	0.0	0.0	0.0	11.66	9.95	10.4	0.0	3.35	3.85	1.95	1.89	3.59	6.73	9.9	6.15	0.0	45.14	6.88	1.63	50.62	3.93	0.0
BC031181	677.68	59.26	453.51	630.86	381.97	99.73	489.54	565.84	616.99	528.4	284.34	207.79	731.92	581.11	1143.12	452.7	190.21	791.06	247.6	728.93	719.37	507.92	693.67	574.29	568.54	754.27	570.94	604.31	630.36	727.84	646.48	614.22	650.8	731.47	1353.22	739.71	1189.91	429.53	435.16	98.97
BC049715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.23	0.28	3.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC051226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.38	0.0	0.0	0.0	0.0	0.0	1.74	0.0	0.0	0.0	0.0	3.86	0.0	0.0
Bag4	0.18	0.0	0.0	0.49	0.07	1.54	0.0	1.07	57.2	50.47	7.43	132.37	14.29	2.61	33.18	63.86	27.58	19.79	0.13	52.49	0.0	8.7	14.0	21.14	14.86	9.14	23.54	17.65	13.56	22.2	16.79	14.5	14.99	0.0	0.0	0.0	5.55	8.99	100.27	0.0
C130080G10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3ar1	0.0	0.0	1.14	0.0	1.11	0.0	0.55	0.15	0.3	0.0	0.0	0.0	0.0	0.07	16.24	0.42	7.88	0.16	0.29	0.55	0.0	0.0	0.0	1.65	0.93	0.0	0.14	0.19	0.08	1.04	1.51	0.85	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.27
Calm2	20740.74	17688.69	17910.32	14739.65	16717.89	16595.47	19578.34	15577.56	24749.41	17243.9	17199.59	18789.68	18187.15	19736.86	16061.24	16465.48	16300.18	14329.29	19276.37	17564.01	18006.13	15519.65	15475.49	15887.21	14138.62	17363.25	16198.04	15858.62	15343.8	18644.66	18004.95	16099.57	15686.41	22860.58	23322.9	25106.81	21777.08	23557.63	18864.48	17897.54
Ccdc33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.08	1.14	0.27	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccdc88a	13.38	3.02	0.0	1.84	15.19	1.32	5.59	15.6	21.09	4.41	40.76	0.0	19.94	0.41	64.81	4.55	8.99	16.15	24.26	41.67	10.98	16.15	16.94	22.65	16.19	17.7	15.56	21.59	19.79	19.46	17.6	16.47	15.58	17.8	0.0	45.86	21.79	60.05	21.1	0.08
Ccdc89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14	4.32	8.34	1.15	0.15	0.15	0.0	54.87	0.0	0.0	0.0	0.0	0.0
Cd209a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.72	0.0	0.0	0.0	14.57	0.0	6.76	10.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cd46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33	0.0	27.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.72	2.12	3.12	3.41	9.41	1.95	5.86	0.84	1.52	1.17	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdc42bpb	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.27	0.0	2.7	0.53	10.07	0.0	0.0	1.03	0.0	0.0	0.0	0.0	1.72	2.58	0.69	4.01	1.76	5.4	4.21	1.71	0.31	0.3	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ceacam9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.68	23.44	11.45	12.17	32.59	63.82	14.88	41.32	17.09	20.47	21.69	0.0	0.0	0.0	173.79	0.0	0.0	0.0
Cecr6	1.05	19.58	66.54	32.97	0.07	0.08	0.81	0.14	0.2	6.84	0.12	0.0	3.0	63.86	46.49	0.12	0.3	0.83	0.0	0.72	0.72	28.13	10.0	8.16	18.16	19.71	4.64	4.67	2.17	16.29	8.44	13.65	10.81	0.12	0.63	0.0	0.2	106.95	31.61	0.08
Cenpw	0.0	0.0	31.06	39.28	0.0	0.88	0.0	0.0	0.0	0.0	12.32	31.24	48.43	16.21	133.67	0.0	0.0	0.0	1.28	71.59	0.0	0.0	9.32	36.4	11.72	8.71	24.84	46.94	8.64	9.85	19.49	19.92	18.93	0.0	264.62	0.3	0.0	0.26	50.1	0.0
Cerk	0.0	0.0	0.0	3.12	0.0	0.0	0.0	0.07	0.0	0.0	0.13	0.0	3.11	0.0	6.52	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.08	0.0	0.0	0.0	10.53	0.63	0.0	0.0	2.47	0.37	2.35	0.0	0.0	0.0	0.31	75.9	0.0	0.0
Cfb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	6.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cnot2	31.44	0.0	13.91	160.75	0.0	15.57	50.62	129.74	188.17	198.77	128.15	0.0	73.64	97.61	177.0	0.0	110.5	12.91	9.97	0.0	152.5	139.11	87.14	79.38	119.44	69.01	82.9	107.38	103.37	70.13	137.39	126.74	119.24	290.18	5.56	0.0	0.0	306.17	16.28	415.97
Cnot6l	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.02	0.0	0.0	0.91	47.11	74.53	0.0	48.09	0.0	0.0	0.0	3.98	0.0	0.17	9.43	14.26	7.73	5.73	16.57	2.48	3.79	6.38	7.42	12.8	0.0	0.0	0.0	0.0	0.0	0.0	277.64
Cpxm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.46	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	4.85	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cr2	0.2	0.75	0.08	0.19	0.07	0.87	0.11	0.39	0.05	0.37	0.89	0.0	0.33	0.5	4.26	0.1	0.12	0.38	0.6	0.7	0.09	0.08	0.16	0.31	0.13	0.14	0.18	0.05	0.22	0.16	0.19	0.22	0.06	0.05	0.04	0.0	0.23	0.73	1.39	0.31
Csrnp1	0.0	0.0	0.0	0.0	15.8	0.0	0.0	0.0	4.43	0.0	0.0	0.0	0.72	0.1	25.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.3	1.14	2.48	0.0	0.0	1.34	0.83	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2t4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	5.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dcaf12l2	0.0	0.0	0.34	0.34	0.0	0.0	0.0	0.0	0.11	0.06	0.0	0.0	2.48	0.0	16.41	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	3.68	1.8	0.0	0.83	0.24	3.25	0.0	0.1	0.0	0.0	0.13	0.0	0.1
Dck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.74	0.0	0.0	112.63	0.0	5.07	0.2	61.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.23	12.89	1.78	8.71	19.66	5.72	10.58	21.31	7.64	14.51	0.09	0.0	0.0	0.0	0.0	8.88	0.0
Ddx55	61.98	33.54	19.48	14.67	1.07	4.55	1.77	0.63	0.62	0.13	5.07	0.0	15.21	1.17	76.13	0.52	46.91	75.35	39.85	1.07	50.56	0.23	16.48	15.52	13.95	28.96	31.25	30.58	38.45	30.05	22.86	21.43	21.45	26.34	44.13	2.55	2.57	101.15	53.66	0.32
Doc2g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86	0.0	41.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	1.22	0.63	0.0	0.0	0.0	0.0	0.0	2.52	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eaf1	0.0	0.0	0.0	7.6	1.2	0.36	0.61	0.15	0.0	0.25	0.44	0.0	0.5	0.35	41.59	0.0	0.16	1.09	0.3	0.26	1.51	0.0	0.25	6.18	0.55	0.0	0.45	8.42	4.96	0.16	6.42	4.11	3.01	1.73	0.13	0.21	0.0	0.0	0.16	0.76
Edem1	6.05	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	115.44	0.0	0.17	1.67	43.71	1.03	0.0	0.0	1.5	0.0	0.0	0.0	4.43	10.45	11.46	12.18	4.61	0.1	7.16	5.2	8.81	6.51	5.33	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Eif4ebp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.25	88.15	0.0	0.0	0.0	0.0	5.02	0.0	0.0	0.0	1.62	0.0	0.16	1.36	0.0	0.0	0.11	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Esco2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam159b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	5.87	0.0	2.7	0.0	0.23	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam92a	8.34	0.0	0.0	0.0	0.0	0.0	91.6	71.73	0.0	10.57	43.31	121.75	53.93	30.94	165.65	0.0	0.0	20.28	0.49	76.61	5.95	120.01	35.09	50.59	62.04	16.88	26.64	37.88	45.75	51.43	19.35	32.49	21.17	129.98	21.39	0.0	10.75	247.49	8.15	8.97
Farsa	0.0	0.0	64.17	0.33	0.18	0.0	0.0	125.47	167.62	0.1	53.25	0.0	9.58	0.5	162.05	134.03	58.64	0.0	170.86	81.64	0.0	0.0	82.81	90.43	116.92	121.27	82.74	69.76	46.94	81.28	67.89	63.52	66.59	1.41	0.0	0.0	0.0	248.99	69.31	0.0
Frs2	0.0	1.1	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	3.07	27.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.69	8.72	4.25	3.05	3.18	4.84	0.64	2.65	8.72	3.83	3.02	0.0	4.38	0.0	0.0	0.0	0.0	0.0
Gas6	0.17	0.0	0.0	50.59	0.0	0.0	1.08	45.01	0.0	0.0	102.65	0.0	17.79	0.0	50.48	0.0	0.0	0.9	0.0	0.0	0.0	0.0	8.36	7.74	10.34	7.88	7.88	15.38	9.34	12.75	8.52	12.09	6.17	3.51	0.55	0.0	15.2	0.0	39.2	0.45
Gcc1	0.0	16.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.33	0.0	0.62	0.0	47.5	0.0	0.0	0.0	0.0	0.0	0.0	19.71	1.45	6.01	0.0	4.83	4.75	3.51	7.28	2.56	3.01	1.24	2.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gclc	102.34	0.0	0.0	0.0	0.0	0.0	66.03	50.8	0.0	0.0	6.91	0.0	28.98	11.91	104.92	17.14	3.45	0.0	0.0	42.41	0.0	0.0	35.27	6.86	7.0	12.95	0.0	18.17	24.52	9.36	7.02	8.6	11.41	0.0	0.0	86.32	0.07	0.0	0.68	0.0
Gigyf2	6.62	0.0	0.0	0.21	0.0	0.0	0.0	0.22	0.06	0.69	1.16	122.22	3.34	21.66	77.68	2.44	6.51	3.55	6.14	24.63	2.47	1.89	4.38	13.0	9.02	8.71	9.11	5.56	5.0	12.48	7.46	7.77	5.98	45.62	0.0	8.56	0.17	0.0	0.0	0.0
Gm10638	0.0	0.0	0.0	0.0	0.0	0.0	10.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.45	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm11435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm11517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.24	1.83	0.0	0.0	0.0	0.0	0.0	1.86	0.0	0.0	0.0	0.0	10.39	0.94	0.0	0.0	0.0	2.34	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.72	0.0
Gm13157	0.0	0.0	5.82	3.89	0.0	1.43	0.0	0.12	0.76	0.0	0.0	0.0	1.05	0.22	24.41	0.23	0.0	0.0	0.23	2.26	0.0	0.0	0.26	0.39	4.7	0.97	0.96	0.76	0.09	3.95	4.46	0.89	2.69	0.0	0.0	0.0	0.2	0.67	3.44	0.0
Gm15008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3336	0.37	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.13	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm3500	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	11.1	0.0	2.29	2.38	24.27	0.0	0.0	0.0	0.0	0.0	0.0	4.27	0.0	4.23	0.0	1.42	1.59	1.34	0.0	1.07	0.88	0.0	0.83	0.0	0.0	0.0	0.0	5.57	0.0	0.0
Gm5796	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.1	0.0	0.0	4.57	0.0	10.46	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.82	1.89	1.96	3.89	0.5	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm7120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85	0.0	11.79	0.0	18.06	0.08	255.88	0.0	25.67	0.0	0.28	0.0	0.0	0.0	20.78	17.58	42.98	10.29	10.46	11.01	8.4	11.91	12.02	4.03	9.11	0.0	30.46	0.0	0.0	0.0	0.0	0.0
Grhl2	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	1.28	0.99	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Grip2	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	2.14	24.5	43.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21	5.03	1.67	2.6	0.06	0.55	1.76	1.9	2.53	6.1	1.47	0.0	0.0	74.91	0.0	0.0	56.42	0.0
Gsg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.13	0.0	0.0	0.0	25.12	0.0	16.22	0.0	0.0	19.87	0.0	0.0	5.08	0.0	0.0	0.48	0.0	1.69	0.0	1.83	0.5	0.24	0.29	11.0	0.0	0.0	0.0	0.0	0.0	0.0
Gyg	0.0	0.0	9.36	39.73	0.19	0.23	67.6	238.87	37.0	122.03	49.05	0.0	51.19	183.06	261.86	21.83	30.5	0.0	10.94	0.0	15.9	95.1	84.4	132.68	91.33	100.9	85.08	71.11	101.49	93.86	54.76	114.38	107.09	7.12	106.47	0.0	0.0	0.0	38.89	61.65
Hace1	15.44	2.69	54.99	3.18	46.59	0.0	0.0	15.48	80.25	0.05	18.73	0.0	5.64	70.58	43.08	0.0	10.52	0.31	0.0	0.0	0.0	0.0	2.61	6.58	14.32	8.61	14.65	8.66	16.85	6.02	7.36	11.75	11.62	25.39	0.0	17.34	0.95	0.0	0.0	27.38
Hcfc1r1	64.57	0.0	375.59	50.15	135.95	127.3	118.09	3.08	182.05	213.09	166.75	202.76	264.99	258.92	380.21	98.38	133.62	219.44	49.53	234.17	198.83	149.89	157.77	142.21	176.92	227.06	155.12	175.11	157.65	225.98	121.28	161.48	171.84	191.55	488.95	0.36	188.25	71.62	34.15	481.57
Hey2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.02	0.0	4.81	0.0	6.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hist1h4m	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	0.41	4.79	1.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.0	0.87	0.0	0.0	0.9	0.0	0.0	0.96	1.04	0.0	0.0	0.0	1.04	1.1	0.0	0.0
Hmga1-rs1	0.0	0.0	0.33	1.16	1.17	1.11	1.81	0.0	0.0	0.56	0.0	0.0	1.51	0.39	51.72	0.79	0.0	6.44	0.0	0.0	0.0	0.0	5.31	2.95	8.19	6.62	10.29	6.15	0.0	4.76	2.07	11.39	13.3	43.94	8.26	42.87	0.0	0.0	4.77	0.0
Hs3st2	0.0	0.0	0.0	0.0	75.95	111.04	0.0	62.05	22.71	17.18	0.0	0.0	8.79	137.43	88.98	58.12	0.0	7.75	0.0	0.0	0.0	0.0	59.53	29.15	35.54	36.64	28.01	6.67	8.19	8.83	27.2	29.39	30.42	0.0	139.63	3.31	37.61	0.0	0.2	0.34
