	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_68	Ntsr1_tdTnegative_cell_54	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_79	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Arhgap28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	32.94	0.09	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.28	0.36
BC026585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46	9.01	8.59
BC051226	0.0	0.0	6.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	0.0	0.0	0.0	11.64	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.88	6.74	5.63
Calhm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Ccdc9	0.0	0.0	0.0	3.69	0.0	0.0	2.91	0.0	0.0	0.0	0.0	0.0	1.47	0.0	0.0	24.36	0.0	0.59	0.0	0.0	0.0	0.0	17.98	0.0	0.0	0.0	1.73	0.0	0.0	0.0	44.1	43.99	40.77
Cdh19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26	3.74	5.13
Cic	0.0	0.25	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.1	6.89	5.52	0.58	21.44	0.39	8.18	0.0	0.32	0.0	1.17	0.0	0.0	0.31	0.29	4.01	0.0	0.0	0.65	62.1	63.8	66.06
Clec3b	0.0	0.0	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77	4.61	3.89
Cobl	0.0	0.0	0.6	0.03	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	1.13	0.11	5.19	0.17	10.04	0.0	0.0	11.16	0.0	8.26	0.0	0.02	0.0	0.0	0.0	0.0	0.0	51.91	46.22	51.07
Cyp2d22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.18	21.16	19.79
D6Mm5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
D8Ertd82e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	16.8	0.15	2.89	0.0	0.0	9.47	0.0	2.5	0.0	0.0	0.0	0.0	13.93	0.0	5.36	18.5	18.0	18.03
Dcaf6	17.57	0.0	4.39	0.5	10.6	0.0	1.55	4.27	0.75	1.7	0.59	3.39	4.16	3.31	4.07	19.91	7.12	12.49	5.54	12.29	3.73	16.87	4.02	2.5	9.72	0.67	0.16	9.7	12.73	16.89	80.08	75.12	71.58
Dyrk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
E030018B13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
E130006D01Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.9	1.49
Erc1	1.15	0.39	0.99	0.33	0.71	1.05	0.65	2.93	4.25	15.97	5.63	29.01	11.29	4.98	26.37	42.79	30.49	20.0	7.32	9.96	1.38	3.38	28.95	0.56	20.82	26.01	2.52	2.78	8.77	24.37	22.95	20.68	22.78
Fam64a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	1.48	1.12
Fhl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.35	0.0	0.0	0.0	0.0	4.05	0.05	0.0	56.86	0.0	0.0	0.0	0.0	0.0	0.0	0.28	5.11	0.08	0.0	17.48	0.0	0.0	0.0	56.0	62.01	59.19
Fhod1	0.0	0.0	0.12	0.19	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.8	0.56	0.18	0.0	0.0	0.0	0.0	0.0	0.13	1.26	0.0	0.0	0.0	0.16	2.26	3.89	4.06	3.96
Galr1	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.34	132.62	0.0	0.0	41.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.36	0.28
Gfpt2	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	131.22	0.0	227.66	158.79	74.82	0.0	67.57	22.97	0.08	0.0	30.54	0.08	0.0	0.0	0.0	0.0	1.41	7.86	8.08	8.35
Gjb6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.48	51.23	46.75
Gm1110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.09
Gm12359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	2.46	2.9
Gnmt	0.0	0.0	0.0	0.45	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	1.27	0.83	0.81
Gpc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.61	13.83	13.61
Hapln3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	1.18	1.22
Hist1h2bn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	1.23
Ifih1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	2.24	2.51
Ift88	64.34	0.08	0.0	0.0	0.0	0.0	20.54	100.67	0.0	0.0	0.0	11.52	0.0	44.8	0.0	119.8	43.44	0.0	8.29	0.0	12.31	0.0	0.0	12.41	0.0	6.28	0.0	7.86	9.88	8.26	16.73	15.64	16.11
Igfbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.12	0.07
Il11ra1	0.0	0.0	0.0	0.0	7.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	121.38	98.62	39.24	14.0	0.0	0.0	0.13	0.0	0.0	0.0	0.09	0.0	0.0	1.12	61.53	28.74	29.46	33.86
Il33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.6	37.12	43.7
Inhba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.14	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	5.81	2.46	7.07
Insl5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.18	38.77	26.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	1.7	1.55
Mageb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.18
Marveld2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.42	0.51
Mfsd1	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14	0.0	72.71	0.16	0.0	0.0	0.0	16.53	0.0	0.0	0.0	0.0	2.9	0.0	0.0	0.0	39.05	25.75	24.88	24.7
Mir32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	0.0	0.0
Morc2b	0.0	0.0	14.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	28.8	0.39	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	1.07	1.5
Mtr	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	0.0	0.4	0.0	0.0	0.0	24.5	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	7.53	0.0	0.0	0.0	0.0	0.0	8.43	6.69	8.7
Muc6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	2.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.09	0.07
Mylpf	0.0	0.0	0.0	0.0	22.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	1.63	1.02	1.26
Myo5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	26.28	0.11	30.59	0.0	0.52	0.04	0.0	17.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.22	18.94	18.75	19.46
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Omp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.94	0.39
Ovca2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	53.75	3.94	0.0	0.0	0.0	0.0	11.78	11.9	0.0	0.09	0.0	0.0	0.0	0.0	0.0	31.31	24.15	20.25
Pcsk2	2.13	9.16	13.29	2.59	0.82	9.31	13.01	37.17	0.69	1.02	0.0	48.71	14.37	100.0	57.13	132.07	130.88	48.61	48.65	0.0	89.7	361.76	23.28	41.04	0.67	0.65	1.91	46.2	42.9	179.01	244.72	241.91	241.58
Pdzd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	1.03	0.75
Phlda1	0.0	0.0	15.55	1.33	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	8.65	1.97	18.98	13.33	4.81	0.0	0.0	8.16	16.79	0.0	0.0	0.06	0.0	0.0	47.94	0.61	1.58	29.3	32.64	27.96
Plekhf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	6.43	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.22	6.12	6.48
Ppp6r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.09	5.89	0.0	0.0	23.72	0.0	0.0	37.5	0.0	12.25	3.61	0.0	0.0	8.07	0.0	0.0	3.15	0.0	0.0	30.38	28.99	0.37	60.1	62.74	64.79
Pycr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.6	0.0	0.0	0.0	0.0	0.0	16.12	0.0	101.6	5.82	16.01	0.0	0.0	23.87	0.0	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.0	29.29	31.46	30.59
Qdpr	112.02	0.0	10.31	0.0	0.0	0.0	138.48	86.71	0.0	0.0	0.0	30.26	125.66	64.81	10.29	222.81	141.82	215.05	30.06	0.0	39.58	95.75	91.83	13.07	55.61	131.35	0.0	0.0	11.97	42.08	244.27	257.1	263.46
Rbbp8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	16.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.36	0.0	0.0	0.17	3.33	2.46	3.15
Rbm14	4.15	0.0	0.0	0.0	0.0	0.0	30.69	0.0	0.15	0.0	0.0	0.0	0.0	0.03	0.0	54.03	36.12	29.68	0.0	10.32	0.0	0.0	6.74	0.0	0.0	0.37	0.0	0.0	21.56	0.0	25.84	24.81	25.44
Rfx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48	9.6	10.66
Rhov	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.57	0.0	0.0	0.61	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	43.39	0.0	0.0	9.85	11.55	10.85
Shh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29	3.8	3.47
Slc38a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.3	69.72	71.44
Slc4a4	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.07	13.12	0.5	10.79	7.24	48.27	18.17	0.04	30.2	19.05	0.0	0.0	0.03	0.0	0.0	0.0	0.0	22.81	69.79	64.08	73.14
Slc5a10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.14
Slc7a11	4.94	3.49	6.23	3.08	3.79	3.57	1.98	5.4	4.95	2.48	2.48	4.22	5.34	6.4	4.89	7.96	5.39	5.42	4.28	3.12	4.92	5.67	2.08	4.06	3.73	2.35	5.2	2.07	3.9	6.1	18.95	17.06	17.43
Slco1c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.31	46.06	53.04
Slco6b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
Snora16a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	0.0	0.0	0.0	18.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92	0.93	1.01
Snora44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.08	8.02	7.54
Sst	110572.87	47293.26	27080.23	92299.24	48476.57	39954.99	32059.53	28510.84	72114.03	327.67	41248.39	79456.04	80147.45	45987.89	53894.31	43875.07	56866.87	41946.67	68952.67	5.96	65451.11	63808.17	50608.74	40924.0	28051.12	78404.02	70180.73	41593.77	34709.45	19702.28	558.6	588.98	558.0
Steap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.05	6.21	5.88
Sv2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	25.64	32.64	4.01	0.9	52.86	2.5	0.0	33.47	12.27	0.08	0.0	0.02	0.0	0.0	0.0	0.0	43.22	302.25	285.41	283.79
Tinagl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89	6.65	7.39
Tmco5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	2.71	2.97
Tmem2	0.0	0.0	0.0	0.0	0.0	0.0	0.17	2.35	0.06	0.0	0.0	0.03	0.02	1.2	3.18	10.72	0.0	0.35	0.82	0.05	2.11	4.39	0.0	0.0	0.02	0.0	1.05	0.0	2.12	0.33	7.03	7.19	6.84
Tnfsf13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.11	4.29	4.72
Trim6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.12	0.24
Wnt9a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.77	17.13	15.86
Zbed4	0.0	0.0	0.0	2.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.89	0.0	11.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	0.72	0.0	7.2	7.37	6.51
Zfp629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.03	0.0	32.07	13.71	4.64	0.0	0.0	0.0	0.0	0.0	0.0	21.12	0.0	0.0	0.0	0.0	0.0	14.2	15.14	14.18
Zfp653	0.35	0.84	0.23	0.0	0.0	1.57	7.09	0.0	0.0	0.0	1.41	0.0	0.32	0.0	0.11	15.33	0.0	0.0	0.0	0.16	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.09	18.56	21.26	19.22
Zfp783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.35	0.0	0.0	0.0	0.0	10.5	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	4.18	4.26	4.66
