	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Ntsr1_tdTnegative_cell_54	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_96	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
BC065397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.86	0.0	0.93	0.0	0.0	0.0	11.88	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	2.91	2.03	3.13
Bnip2	7.66	3.39	91.62	9.39	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.33	0.0	7.69	0.0	0.0	0.0	12.9	21.78	0.0	77.2	64.39	0.0	0.0	0.0	0.0	12.36	0.0	0.0	104.55	0.0	0.0	2.25	0.0	0.0	38.55	35.42	34.13
Brwd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.45	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	27.92	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.98	3.43	4.99
C3ar1	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.21	0.29	0.0	0.0	0.0	0.0	1.61	0.08	0.08	0.45	0.49	0.24	0.0	1.0	0.0	0.0	12.47	0.09	0.11	0.0	0.0	0.0	0.0	0.07	0.0	0.12	0.0	0.75	0.18	0.24	0.1	1.62	1.6	1.76
Capn9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	0.0	0.0	0.0	0.08	0.04	0.04
Ccdc113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.95	0.0	40.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	4.38	4.89
Ccdc17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	38.08	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	2.02	2.49
Cd82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.28	22.84	25.39
Cel	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.18	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.19	0.14	0.05
Chst1	45.64	0.0	0.0	0.09	0.0	0.85	2.32	2.11	0.15	0.0	0.0	0.0	2.41	0.0	31.21	5.55	15.41	19.03	23.35	16.06	2.42	0.0	0.65	41.26	27.47	0.64	1.25	26.02	22.04	6.2	2.41	0.35	0.0	0.0	2.28	0.0	0.72	0.0	206.13	226.17	215.2
Ckap4	3.51	19.16	0.0	15.97	0.0	0.05	0.0	0.0	2.26	0.0	38.04	0.0	18.21	0.0	11.06	13.42	18.5	17.68	12.69	0.0	32.78	0.0	4.68	78.76	26.87	0.8	7.08	12.06	0.0	0.31	30.56	0.0	50.5	37.47	3.2	28.77	0.16	0.0	19.09	18.54	21.09
Clec12a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.97	0.92
Cth	43.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	35.48	0.0	114.86	0.16	0.0	0.0	1.68	217.08	0.0	0.91	0.0	0.0	0.0	0.0	26.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.58	4.16	3.47
D630013N20Rik	0.4	0.7	1.01	0.0	0.28	0.09	0.0	0.11	0.0	1.72	0.0	0.0	0.39	0.0	0.0	0.32	0.0	0.17	0.0	0.91	0.0	0.36	0.11	3.24	0.45	0.13	0.25	0.57	0.58	0.26	0.45	0.62	0.62	0.27	0.11	0.45	0.27	0.0	0.93	0.72	0.7
Dhx9	13.35	26.52	29.52	13.86	9.08	0.0	24.58	3.88	0.89	0.0	1.0	7.95	3.68	4.37	3.86	6.94	5.39	0.65	5.44	0.48	0.16	0.0	7.43	33.4	1.45	33.52	6.93	5.87	0.0	0.0	36.96	1.03	0.0	5.26	0.0	3.11	6.61	0.09	81.38	76.79	79.75
Drap1	18.25	45.35	73.86	0.0	42.05	2.41	0.0	0.0	7.07	0.0	0.0	0.0	0.0	61.25	18.4	17.07	15.95	1.72	14.24	42.06	30.93	0.0	30.22	106.94	52.7	26.21	80.71	25.02	16.93	3.06	41.08	7.92	0.0	0.0	28.17	17.82	19.69	18.97	214.05	241.21	236.87
F2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.05
Fam160a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	2.76	2.4
Fam26f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.98	0.0	13.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.67
Gm12216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	1.57	1.48	0.99
Gm7444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.15	0.35
Gnaz	0.0	0.25	0.0	0.0	0.0	28.62	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.91	6.26	0.0	0.09	0.0	0.0	0.0	0.0	31.73	0.0	6.21	0.0	0.0	0.0	0.12	15.71	1.32	0.0	0.0	3.76	2.74	0.0	0.0	56.74	56.71	56.07
Hibadh	31.03	5.68	0.21	0.0	0.0	0.0	64.06	36.28	0.0	1.15	0.0	15.88	93.94	1.68	0.0	0.0	0.0	0.0	53.19	53.24	175.59	0.0	0.0	217.13	79.23	0.0	50.0	0.0	0.0	25.83	125.71	0.0	0.0	116.44	19.61	0.0	0.0	16.88	64.53	62.78	56.55
Hinfp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57	0.0	0.0	0.0	0.0	0.0	15.01	0.0	0.0	53.99	0.0	0.0	0.0	0.0	76.05	0.0	62.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.58	13.96	15.57
Hist1h4i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	2.21	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79	4.32	4.64
Ikbke	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.98	1.49
Il2rg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	1.46	1.72
Itgb4	18.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.3	0.0	0.0	0.0	0.0	0.07	23.64	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.45	5.14	5.41
Kcna5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9	0.0	0.08	0.0	0.07	0.0	0.0	0.0	0.07	36.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.29	5.97	4.82
Klhl20	0.09	22.61	0.18	0.0	0.31	0.0	0.0	0.0	0.5	0.0	0.01	0.0	0.08	0.0	31.32	0.18	4.57	0.07	1.53	0.0	0.06	0.0	0.05	32.28	0.11	0.08	0.0	0.2	0.08	0.04	10.69	13.68	0.12	0.0	0.34	15.39	0.98	0.0	16.69	14.67	15.55
Lrrc38	0.0	26.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.61	38.91	22.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	2.16	2.45
Ly6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.39	36.75	36.76
N28178	54.32	1.16	33.2	0.0	0.0	0.09	0.0	0.0	0.0	0.29	0.0	0.23	0.15	0.0	39.98	28.27	45.6	81.65	27.3	16.68	109.66	0.0	13.4	63.63	36.42	41.77	0.13	22.2	0.0	0.48	27.91	50.93	0.47	0.0	1.23	10.79	38.32	0.26	216.35	208.94	221.69
Ndrg1	38.94	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.15	0.0	34.1	0.07	21.59	5.07	0.0	0.0	118.64	0.0	0.0	0.0	0.0	0.23	0.0	1.12	0.0	0.0	0.0	2.74	0.0	0.0	0.0	64.55	70.13	72.3
Nnat	71.98	0.0	36.92	0.0	0.0	2.69	0.0	0.0	0.0	0.0	0.0	22.94	20.12	0.0	44.24	60.39	48.26	43.86	96.59	20.32	153.01	0.0	36.76	166.55	57.97	26.09	63.69	0.0	82.34	0.0	100.28	2.44	0.0	59.38	52.02	0.0	20.46	18.01	263.05	306.83	281.49
Nuf2	1.07	2.45	1.37	1.26	2.21	0.42	2.67	2.99	2.47	10.63	1.57	2.67	1.84	1.52	0.99	2.94	1.67	0.81	1.43	3.13	1.36	0.55	1.47	13.66	1.3	2.35	1.7	1.1	1.7	1.51	1.58	2.8	3.86	3.02	2.26	1.77	1.32	2.86	4.5	3.87	5.02
Patl2	21.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.84	0.0	0.0	7.65	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.12	0.19	0.0
Pcdhga11	0.0	0.0	0.0	40.72	0.0	0.18	0.0	0.0	0.0	7.65	1.9	0.0	0.0	0.0	34.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.64	0.0	0.11	0.0	0.0	54.42	0.0	21.15	0.0	0.0	0.0	0.0	0.0	0.0	7.77	25.26	25.52	23.72
Pde3b	4.2	0.0	0.75	0.0	7.0	0.0	0.0	0.0	8.5	1.48	0.0	0.0	0.0	0.92	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.18	0.0	0.13	7.41	0.0	0.0	0.45	0.0	0.0	10.48	10.65	0.17	7.62	7.25	5.08	7.08	5.78	6.78
Pglyrp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.41	8.83	10.92
Piwil2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	7.37	0.0	0.0	0.0	23.99	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.38	0.56	0.81
Pkmyt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	17.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.41	6.51	5.69
Plagl2	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.53	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	18.84	0.0	0.0	0.0	0.0	0.0	0.0	3.55	0.0	0.39	0.0	0.0	0.07	0.0	0.0	5.55	5.21	5.26
Plin3	2.28	0.96	1.0	1.2	1.94	0.61	2.71	1.59	0.4	5.44	0.16	4.7	4.14	0.61	1.02	2.94	0.86	3.36	2.27	1.33	1.68	4.97	1.79	14.86	0.33	0.54	2.03	5.37	1.13	0.11	2.37	3.24	5.56	1.34	4.89	0.0	1.76	1.99	13.57	14.59	15.22
Pomt2	0.0	0.06	0.14	0.0	30.69	4.54	0.0	0.07	0.08	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.09	0.06	0.05	0.0	0.0	0.0	0.0	35.72	0.22	0.0	0.25	0.1	12.28	0.03	0.68	0.0	0.84	0.09	0.0	0.08	0.46	0.26	14.27	14.89	16.93
Psd2	0.0	1.77	39.79	0.06	7.3	0.0	0.44	1.14	0.64	0.83	0.05	2.01	0.0	0.0	0.0	0.11	17.64	0.06	0.0	0.0	25.78	0.21	0.0	50.23	0.17	0.0	4.53	0.0	0.13	0.06	0.06	0.06	0.41	0.0	0.0	4.13	0.0	0.0	27.9	27.54	32.93
Rab5c	0.0	36.7	0.71	3.41	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	52.14	0.14	5.76	0.0	0.42	29.83	0.0	0.0	0.0	35.22	3.86	0.0	0.83	0.0	53.64	0.0	32.5	0.0	0.0	0.0	0.0	3.53	1.51	0.0	172.31	181.94	176.72
Rassf8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	48.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.13	11.08	12.17
Raver1-fdx1l	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	2.59	0.0	1.1	0.0	0.0	0.53	0.36	0.0	0.0	0.0	0.0	18.46	0.0	0.0	1.68	0.0	0.15	13.16	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	4.62	3.54
Rft1	0.0	47.5	0.59	0.38	0.97	0.38	0.19	3.51	0.0	7.75	0.7	1.99	1.09	0.62	0.09	22.96	36.99	0.53	0.41	0.35	0.43	0.55	0.7	72.49	0.84	0.55	0.42	0.87	1.13	0.5	0.24	53.7	1.67	1.11	1.62	0.0	0.25	0.8	13.89	11.62	14.7
Rnase6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.96	0.0	0.0	0.0	0.0	0.0	0.0	98.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.18	0.49
Scap	0.0	0.0	21.64	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.99	1.32	0.0	0.0	0.1	0.0	0.0	1.02	0.36	0.27	0.0	0.08	0.05	24.56	0.11	0.06	11.38	0.0	8.6	0.39	0.21	0.0	0.0	0.58	7.29	0.0	33.06	0.32	54.94	62.12	59.05
Scube3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64	4.01	4.9
Slc19a1	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.61	0.0	0.21	0.0	0.15	0.0	30.81	20.4	0.0	0.0	0.0	0.0	0.0	0.21	0.0	14.88	17.91	16.34
