	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_8	Cux2_tdTnegative_cell_10	Ndnf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_7	Ndnf_tdTpositive_cell_8	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_11	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_1	Nos1_tdTpositive_cell_54	Nos1_tdTpositive_cell_66	Rbp4_tdTpositive_cell_165	Scnn1a.Tg2_tdTnegative_cell_13	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Atxn7l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.06	1.0	42.63	32.2	33.19	43.93	40.18	29.08	28.02	27.32
BC018507	0.0	0.0	0.0	0.0	0.27	0.0	0.02	0.0	197.88	5.62	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.04	21.73	0.06	4.64	5.43	7.59	6.99	10.53	59.59	57.31	61.46
Bcl10	0.0	6.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53	0.0	38.11	7.96	14.42	10.69	18.77	14.74	16.44	13.35
Ccl27b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.26	0.0	54.7	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Cd4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.12	0.0	0.0	0.0	0.0	0.17	0.15	5.62	0.0	6.07	0.78	1.34	8.68	8.33	8.41
Cenpw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.43	0.32	38.05	9.85	19.49	19.92	18.93	4.29	4.48	5.79
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Cirbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	780.43	0.0	139.7	459.08	0.13	38.48	0.0	74.85	36.83	33.65	49.19	51.35	94.47	106.66	109.16
Decr2	96.21	3.61	9.23	11.26	18.19	74.48	93.0	11.4	40.84	31.38	6.52	20.58	10.79	51.72	54.52	6.29	261.52	35.06	4.74	90.47	58.11	67.17	103.86	81.31	92.38	79.62	58.88	55.38	58.6
Dhcr24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.64	0.78	3.38	2.88	3.17	79.84	84.55	78.98
Duoxa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eya2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	1.84	1.81	1.47
Fam160a2	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.54	0.0	9.85	0.1	1.16	1.27	5.33	5.03	6.6	24.28	25.16	25.64
Fam40b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.48	6.76	3.77	5.27	29.59	29.35	28.23
Fdxacb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.08	0.26	0.0	0.0	8.16	24.34	15.96	8.5	6.72	7.18	7.25
Flywch2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.67	0.0	32.5	7.99	13.46	10.15	28.05	12.71	15.49	16.82
Gal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.15	0.69	0.15
Glt8d1	0.09	0.9	0.0	1.29	509.89	0.78	1.1	1.35	0.47	5.64	0.34	2.82	2.4	1.03	2.95	0.0	238.41	2.12	1.52	32.29	1.4	20.25	23.93	27.29	18.27	16.83	31.52	26.6	29.4
Gm12776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0
Gm13306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.26	0.0	54.7	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm14430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.12	0.03	0.0	0.0	0.0	0.0	0.15	0.0	6.69	0.0	1.83	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gm14434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.12	0.03	0.0	0.0	0.0	0.0	0.15	0.0	6.69	0.0	1.83	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gm16677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.0	0.0	7.53	3.16	5.09	4.4	1.01	1.14	0.42
Gm17066	55.79	0.0	0.98	0.0	0.0	0.0	0.47	0.12	0.0	0.0	11.08	0.0	1.93	0.0	0.0	0.0	219.85	0.46	0.04	67.19	0.75	8.2	15.2	32.23	18.54	23.05	25.62	22.21	22.65
Gm2506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.26	0.0	54.7	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm3317	0.0	20.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.49	0.15	1.07	2.65	0.88	0.92	2.38	2.75	2.9
Gm3494	0.0	20.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.49	0.15	1.07	2.65	0.88	0.92	2.38	2.75	2.9
Gm4349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.99	0.0	9.35	0.0	6.1	5.41	5.61	1.05	1.02	1.44
Gm4724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.12	0.03	0.0	0.0	0.0	0.0	0.15	0.0	6.69	0.0	1.83	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gnaz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.16	0.39	2.76	7.0	5.29	5.53	3.15	56.74	56.71	56.07
Gne	0.0	0.15	0.0	0.0	18.03	0.0	0.0	0.0	0.0	0.13	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	0.0	1.99	16.49	4.77	9.15	5.42	25.93	28.24	25.77
Hap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97	0.0	0.0	3.25	1.04	0.87	1.75	112.51	131.43	121.78
Hipk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	194.57	0.0	0.0	0.84	33.35	0.0	0.0	0.08	0.67	1.0	28.24	24.43	35.6
Hist1h2bq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.29	0.0	0.19	0.0	0.07	0.0	0.07	0.11	0.53	0.38	0.28	0.38
Hist1h2br	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.29	0.0	0.19	0.0	0.07	0.0	0.07	0.11	0.53	0.38	0.28	0.38
Hook1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.31	0.0	7.61	6.29	14.17	6.28	8.05	47.35	42.78	46.19
Hook2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.46	2.9	1.99	14.98	15.85	14.02
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hpcal4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	46.3	0.4	96.92	63.22	152.55	113.48	132.8	617.1	589.7	600.85
Hsd3b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.29	0.22	0.0	0.0	0.0	0.47	0.39	0.37
Hspa13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	29.35	0.23	23.06	21.82	29.07	18.66	20.19	31.76	29.17	28.47
Jrk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.99	0.0	0.0	0.0	0.0	0.04	1.87	5.11	1.55	4.21	4.41	4.72
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ly6c1	8865.14	11342.15	27337.17	20023.87	17299.55	17167.84	12483.67	22997.34	13162.85	27599.67	25912.2	30945.52	30804.82	20851.1	9971.48	11430.32	19618.61	19833.84	24317.47	0.0	0.0	0.0	0.0	0.0	0.0	1.34	65.79	66.56	70.09
Mamstr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.38	4.29	1.38	2.22	1.12	1.82	1.63	1.82
Mettl5	0.0	0.0	0.0	0.0	50.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.73	0.0	0.0	0.0	34.71	0.0	0.0	127.63	1.09	81.8	91.37	73.95	62.13	58.26	14.81	14.55	12.87
Mfap1a	0.16	2.21	38.61	0.42	12.35	1.67	154.42	37.21	66.82	3.31	0.0	75.55	255.96	1.72	0.07	0.0	129.26	230.91	2.18	63.87	0.87	83.34	49.34	62.31	54.39	59.94	40.23	35.44	37.11
Mfap1b	0.0	0.0	0.0	0.0	0.0	61.32	474.38	404.47	161.02	0.0	0.0	0.0	115.26	0.0	0.0	0.0	258.89	427.33	12.78	39.27	0.0	74.74	66.13	82.94	100.39	90.43	60.75	64.18	59.93
Mir1839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55	5.58
Mir374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.68	0.0	0.0	0.0	0.0	0.0	8.79	11.75	9.49	10.39
Mir669p-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir669p-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mnd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.29	0.0	0.0	6.2	0.0	0.0	0.0	0.0	2.06	0.0	0.58	1.1	1.2
Myb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.34	0.17	0.0	0.09	0.1	0.46	0.6	0.48
Nlrp4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.1	0.0	0.31	0.45	0.43
Npffr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.31
Nr5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.5	0.0	0.0	0.0	0.0	0.19	0.0	0.11	0.03	0.08
Olfr648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Pax6	0.19	0.0	0.11	0.64	0.0	0.0	0.1	0.0	0.0	0.12	0.0	0.3	0.0	0.46	0.24	0.0	0.0	0.0	0.0	5.16	0.16	0.82	0.46	0.0	0.0	0.41	7.13	8.89	6.95
Pcdh20	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	2.45	0.0	0.0	0.0	0.0	0.0	0.07	18.14	16.79	19.2
Pcdha6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.58	7.83	5.67	6.28	6.93	5.35
Pcdhb16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.78	3.34	2.75	1.49	2.87	5.23	4.06	5.55
Pick1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	4.21	9.28	5.33	5.09	5.84	51.4	51.22	51.97
Plcxd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	5.33	0.27	4.0	0.33	4.15	2.98	3.03	14.59	14.9	16.3
Pldn	42.65	15.31	2.29	0.13	0.32	4.0	1.01	0.94	149.94	0.31	4.99	1.36	12.62	8.73	8.21	0.0	9.44	181.25	0.28	24.58	6.88	48.19	31.51	33.74	31.11	28.49	21.06	19.76	21.66
Plk1s1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	12.11	0.0	0.36	0.18	2.23	2.74	3.74	12.53	13.1	12.84
Pnn	0.0	338.24	0.19	0.0	241.17	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.92	0.09	69.18	9.22	72.68	77.74	65.23	44.04	40.66	70.23	62.36	69.33
Pou2f1	55.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.83	0.0	0.0	0.0	46.26	0.0	0.0	2.33	0.0	3.3	3.0	0.57	1.23	0.98	9.06	7.29	8.6
Rab17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.13
Repin1	0.0	171.06	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.29	0.0	30.24	0.0	28.41	0.32	3.57	3.14	7.35	16.15	17.23	31.19	32.22	32.44
Rnd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	11.81	0.0	34.75	10.76	78.04	58.53	68.25	15.39	13.81	11.67
Sap130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.66	0.12	1.15	0.64	3.1	2.72	4.47	24.37	27.06	26.32
Scn8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04	43.36	0.08	28.99	33.12	30.62	35.53	33.92	111.53	100.99	112.93
Skiv2l	0.0	0.0	0.0	5.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	3.31	0.12	11.45	8.22	3.44	5.43	4.53	44.73	49.03	48.76
Slc25a13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.12	0.0	0.0	0.77	0.0	2.27	2.23	2.41
Snord116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2	0.0	2.39	1.84	0.0	0.0	0.0	1.22	1.15	1.9
Snord116l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2	0.0	2.39	1.84	0.0	0.0	0.0	1.22	1.15	1.9
Snord116l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2	0.0	2.39	1.84	0.0	0.0	0.0	1.22	1.15	1.9
Sorcs3	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	23.23	0.08	5.03	0.07	7.85	5.32	9.33	26.5	23.84	29.89
Sox3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	1.49	1.39
Spin2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	37.34	0.37	41.9	17.37	46.12	46.68	46.02	7.86	7.66	7.13
St3gal2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.48	0.0	0.0	0.0	0.0	56.47	0.0	4.68	0.0	1.03	9.42	5.23	4.89	2.54	65.58	65.03	67.48
Stag1	19.95	0.0	0.0	0.0	7.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.23	0.03	8.99	0.0	7.38	5.62	7.95	5.94	5.82	19.23	18.21	19.87
Stat5b	0.0	0.0	0.0	0.0	11.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.07	0.0	0.05	0.1	0.0	0.16	1.02	0.35	1.05	17.97	18.48	16.87
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tfr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.44	1.75	3.36	2.82	1.9	5.56	5.33	5.29
Tgoln2	0.0	0.0	0.0	0.0	4.14	0.0	0.0	36.78	0.0	0.0	0.0	0.0	332.76	0.0	439.78	0.0	0.0	0.0	0.0	3.21	0.0	32.75	11.05	35.2	24.79	51.26	13.87	10.26	14.95
Tk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.66	0.96	0.68
Tspan17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.95	0.0	0.0	0.0	0.19	0.0	0.0	38.39	46.39	44.45
Tsx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.02	0.0	0.0	0.0	0.0	0.13	0.12	0.13
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.05	0.05	0.05
Tubgcp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	1.54	8.82	22.08	20.18	16.38	20.82	17.32	19.72
Uevld	0.11	0.08	0.0	0.0	0.41	0.31	0.21	0.0	0.0	0.48	0.0	0.34	0.48	0.16	0.0	0.0	0.71	0.47	0.0	7.61	0.57	3.85	5.31	7.41	5.35	4.03	10.34	10.67	10.11
