	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Col7a1	0.27	0.0	0.0	0.0	6.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	1.26	1.66	1.5
Cplx1	180.29	479.74	135.58	127.52	1254.39	102.48	0.0	329.47	87.77	179.52	137.06	171.93	3.2	204.33	88.46	154.42	458.65	141.07	82.14	343.06	135.92	10.24	118.17	245.09	258.26	197.24	235.77	361.17	124.26	160.94	119.07	460.77	143.97	321.14	98.61	0.44	499.83	97.55	128.26	160.81	168.2	173.28	671.52	707.8	701.59
Cpt1a	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.4	16.18	17.93	18.07
Crmp1	42.19	0.0	27.02	0.0	228.61	169.01	0.0	4.31	0.0	81.77	11.78	0.0	60.69	10.41	20.15	121.35	17.91	37.53	75.64	0.0	180.83	127.92	70.66	28.85	14.02	73.7	45.31	34.46	46.66	5.34	0.0	0.92	0.48	90.45	63.32	63.49	71.57	32.47	21.48	34.61	57.75	46.04	157.11	177.02	162.66
D330022K07Rik	0.26	0.34	0.28	0.32	61.8	0.26	0.4	0.0	0.52	0.2	0.24	0.06	0.07	0.44	0.13	0.16	0.18	0.0	0.0	0.0	0.0	0.31	0.03	0.18	0.0	0.12	0.0	1.49	7.76	0.19	0.43	0.0	0.41	21.92	0.0	0.45	0.16	0.66	0.0	1.62	2.26	1.52	3.97	3.26	5.42
Dbn1	0.22	0.0	0.0	0.0	79.07	0.0	0.34	0.45	4.88	0.0	0.0	6.03	0.0	0.05	0.0	0.0	0.0	2.11	0.11	0.0	0.0	0.8	0.44	0.14	0.0	0.0	0.57	3.48	7.74	13.6	0.23	0.1	33.38	0.37	0.0	0.0	25.8	1.11	0.0	8.41	2.05	5.09	181.07	196.52	190.0
Dennd2c	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.43	0.41
Dpp10	50.58	38.71	14.36	13.35	239.29	1.96	0.0	0.0	0.0	44.82	135.26	22.41	0.98	78.97	17.97	39.95	79.59	0.06	49.93	16.4	41.23	24.98	2.51	36.3	63.01	20.64	41.94	60.11	83.05	41.24	0.22	110.05	0.94	83.8	0.0	0.0	14.4	40.62	23.31	108.5	73.83	71.66	97.6	91.8	90.68
Dusp5	0.0	0.0	0.0	0.0	17.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.68	1.24	13.73	13.94	7.55
Eif5a	92.27	19.85	44.51	133.22	258.0	0.53	0.83	113.8	39.48	94.24	174.61	25.3	124.48	150.14	238.02	307.41	166.25	104.58	139.58	68.06	104.28	15.51	209.7	251.2	173.04	149.4	186.51	84.47	193.63	163.12	25.1	62.03	440.29	90.73	4.09	76.49	359.74	53.9	239.61	274.55	413.29	390.76	438.76	458.46	438.37
Elovl1	53.31	0.0	0.88	0.0	69.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	46.45	0.0	46.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.17	93.68	0.17	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.09	2.21	18.22	17.58	19.15	20.46
Fam123b	0.0	0.15	3.98	0.0	14.28	0.22	0.0	2.15	0.16	0.02	9.28	0.01	0.02	12.86	0.04	0.0	2.69	0.03	0.0	0.0	0.0	0.0	0.09	0.05	0.03	0.1	0.0	0.15	1.91	0.0	0.0	0.02	0.07	0.06	0.13	0.0	0.04	1.72	0.07	1.97	1.37	1.9	4.02	3.74	4.17
Fam177a	6.75	1.0	0.66	0.32	16.25	31.83	3.6	2.13	6.68	0.75	4.6	0.97	5.07	19.24	10.07	3.74	4.19	4.03	5.27	1.07	3.41	11.48	12.89	15.79	11.15	2.03	12.08	9.09	16.78	23.92	11.71	0.85	8.08	4.82	6.97	14.63	53.89	21.12	6.64	13.41	14.19	19.02	17.56	16.4	17.92
Fancc	35.88	0.0	0.0	0.0	81.87	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.46	0.0	0.0	23.56	0.0	1.9	0.0	0.0	0.0	0.0	0.09	0.0	0.16	6.45	6.43	0.0	0.0	0.0	2.34	1.19	0.0	0.0	0.0	0.0	0.0	2.55	1.75	3.32	6.87	7.33	7.32
Fcgrt	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	19.2	21.51	21.32
Gabre	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.64	0.9	1.14
Glrx5	36.6	0.0	0.0	0.0	76.79	0.0	0.0	0.0	0.0	14.0	0.89	0.0	9.14	0.0	0.0	68.74	0.0	1.64	0.0	0.0	0.0	0.0	1.15	6.32	10.15	0.0	0.83	5.44	10.74	0.0	0.76	0.0	0.0	0.6	0.0	0.0	0.0	0.0	4.43	4.69	4.25	12.47	73.03	85.53	70.1
Gm13306	0.0	0.0	0.0	0.0	11.32	0.0	0.0	21.49	31.22	1.46	0.03	0.0	1.74	0.0	0.0	0.0	0.0	2.47	0.77	0.0	3.46	0.29	0.0	2.79	1.65	1.9	4.31	29.61	40.26	4.89	46.94	0.0	1.61	0.0	0.0	0.0	38.65	4.36	7.83	61.27	76.52	71.98	30.63	28.29	22.96
Gm13629	0.0	0.33	0.0	0.0	42.52	0.48	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.14	0.0	57.63	2.26	0.0	0.0	41.26	0.0	21.31	0.0	0.0	0.0	0.0	0.0	2.2	0.27	0.0	7.32	5.3	6.65
Gm16853	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.57	0.42
Gm17762	0.0	0.0	0.0	0.0	18.48	0.0	0.0	0.0	3.53	0.0	0.0	0.04	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	1.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	1.34	0.99	1.17	1.12	1.24
Gm2506	0.0	0.0	0.0	0.0	11.32	0.0	0.0	21.49	31.22	1.46	0.03	0.0	1.74	0.0	0.0	0.0	0.0	2.47	0.77	0.0	3.46	0.29	0.0	2.79	1.65	1.9	4.31	29.61	40.26	4.89	46.94	0.0	1.61	0.0	0.0	0.0	38.65	4.36	7.83	61.27	76.52	71.98	30.63	28.29	22.96
Gse1	0.57	0.23	0.0	0.0	21.94	0.0	0.0	0.0	0.0	0.0	7.71	0.0	0.71	0.0	12.69	3.06	0.0	9.8	0.0	0.23	0.0	0.04	0.0	1.02	0.0	0.17	0.19	0.13	2.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	2.35	4.63	24.05	28.04	26.12
H2afx	0.96	0.0	0.0	0.0	28.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	1.57	38.02	45.36	44.32
Hapln4	0.0	0.0	0.0	0.0	107.97	8.18	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84	0.0	0.0	15.44	0.0	0.0	0.0	26.35	8.86	0.0	0.28	0.0	0.08	0.0	0.0	0.0	42.11	0.0	0.0	5.39	5.17	4.83	79.51	87.78	92.43
Hdlbp	6.69	53.62	0.0	0.0	157.56	23.79	0.0	29.8	20.62	58.04	23.25	2.55	0.76	1.88	0.37	0.98	35.19	57.7	3.99	0.0	39.21	10.67	2.22	0.07	0.18	16.61	8.99	45.55	27.89	20.4	0.0	10.51	0.09	50.74	58.13	0.0	76.88	48.92	16.4	26.36	23.22	20.62	87.57	85.95	90.82
Heatr1	3.17	0.0	0.0	0.0	38.05	1.64	0.0	0.04	0.16	0.0	0.01	0.0	0.02	0.0	0.0	19.22	0.0	24.71	2.96	0.0	1.12	0.0	0.04	0.0	0.0	0.0	0.0	2.57	8.08	12.4	0.0	4.75	0.0	25.41	0.0	0.0	0.0	2.35	0.0	2.82	3.26	2.68	12.54	12.07	10.87
Hist1h2bq	0.0	0.0	0.0	0.0	0.05	0.0	0.47	0.0	0.06	0.0	0.08	0.03	0.0	0.0	0.05	0.09	0.04	0.33	0.0	0.0	0.03	0.0	0.06	0.0	0.07	0.0	0.06	0.25	0.19	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.23	0.0	0.07	0.11	0.53	0.38	0.28	0.38
Hist1h2br	0.0	0.0	0.0	0.0	0.05	0.0	0.47	0.0	0.06	0.0	0.08	0.03	0.0	0.0	0.05	0.09	0.04	0.33	0.0	0.0	0.03	0.0	0.06	0.0	0.07	0.0	0.06	0.25	0.19	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.23	0.0	0.07	0.11	0.53	0.38	0.28	0.38
Hsdl2	34.05	0.0	3.4	0.0	84.53	0.0	0.0	0.0	0.0	0.0	24.25	0.0	0.0	2.32	16.95	6.68	5.71	40.84	0.0	0.0	0.0	0.0	0.0	0.0	52.81	47.63	0.0	25.44	24.77	0.0	0.0	1.37	0.0	0.0	0.0	0.0	1.05	6.89	0.12	11.19	5.93	5.98	26.81	29.37	28.02
Impa2	0.0	0.0	0.0	0.0	72.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	1.01	0.0	6.57	5.91	6.78
Junb	0.0	0.47	0.0	0.0	12.92	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	1.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03	0.0	0.34	0.0	0.0	0.0	0.0	9.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	2.51	1.14	196.13	175.03	93.13
Kcnh1	0.09	0.0	0.0	0.0	35.53	4.2	0.0	0.0	0.0	1.98	0.2	0.1	0.0	0.02	0.02	0.05	25.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	8.59	3.51	4.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	7.42	5.29	12.44	41.47	42.25	45.66
Kctd9	0.0	0.0	0.0	0.0	68.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.94	0.0	0.21	0.0	36.34	3.97	0.0	0.0	0.0	0.0	0.08	0.0	1.4	0.0	0.0	0.0	1.96	0.0	0.0	4.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.63	2.19	11.47	10.83	11.3
Kri1	0.0	0.0	3.43	0.0	44.4	1.21	0.0	0.0	0.0	0.0	7.87	1.33	0.0	0.0	0.99	0.0	41.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24	2.25	0.09	0.0	0.69	0.0	0.0	3.94	0.0	0.0	0.0	0.0	4.69	5.06	3.65	22.64	22.81	24.06
Lgals12	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.61	0.94
Lgi3	0.0	0.0	0.0	0.0	42.6	0.0	0.0	18.77	0.0	7.2	0.0	0.0	0.0	0.0	0.0	7.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.28	9.33	0.0	15.98	0.0	0.0	0.0	0.0	18.28	0.0	0.14	0.0	0.19	2.16	2.18	78.19	93.27	93.65
Maf1	60.77	0.0	22.21	0.0	78.07	0.0	0.0	0.16	0.0	0.0	0.0	17.76	1.19	4.07	0.0	0.0	0.0	0.0	9.49	0.0	0.0	0.29	0.0	0.26	8.51	4.47	0.0	28.05	16.01	0.0	16.36	0.0	28.62	0.0	0.0	1.77	0.0	0.0	2.9	10.12	9.06	9.09	78.73	85.15	82.14
Mapk4	0.0	0.0	0.0	0.0	9.48	0.13	0.0	0.0	0.0	1.0	0.02	0.0	2.93	1.54	4.31	0.0	0.0	2.45	0.0	0.23	1.71	0.0	0.11	1.39	1.02	0.94	0.64	5.68	26.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54	2.22	3.81	39.26	38.73	38.99
Men1	0.0	0.32	0.0	0.0	34.27	1.18	0.0	0.0	0.0	0.0	18.02	0.05	5.79	2.82	0.08	0.0	7.34	9.96	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	32.69	7.83	1.18	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	4.18	6.38	4.47	45.81	48.25	46.23
Mettl21d	0.0	0.0	0.0	0.0	56.2	0.0	0.0	0.0	15.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.86	0.0	0.0	10.72	3.11	15.42	18.26	0.0	48.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63	5.56	2.45	23.79	25.65	20.61
Mir1949	0.0	0.0	0.0	0.0	8.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04
Mir207	0.0	0.0	0.0	12.84	37.18	0.0	0.0	17.57	0.0	5.48	0.0	10.57	0.0	0.0	0.0	0.0	0.0	0.0	22.27	7.35	0.0	23.7	0.0	36.95	0.0	18.28	0.0	0.0	0.0	7.64	0.0	0.0	0.0	0.0	0.0	0.0	21.86	0.0	0.0	0.0	0.0	0.0	20.23	9.31	8.04
Morn1	0.0	0.0	0.0	0.0	72.45	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	6.44	0.0	7.45	0.0	3.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.93	13.44	7.27	3.63	0.0	0.0	0.0	2.61	0.0	0.0	0.72	0.0	0.19	8.2	4.83	4.03	4.08	4.76	5.57
Mtss1l	1.75	3.15	1.44	0.0	24.03	0.66	0.62	0.0	1.08	0.28	16.25	0.38	2.35	23.84	14.45	0.0	0.0	3.26	4.89	0.0	0.06	2.57	21.18	4.95	0.35	0.06	0.1	3.71	1.36	0.96	2.13	12.67	3.06	0.0	0.0	0.0	0.25	0.78	14.77	0.31	0.36	1.39	101.71	102.34	109.18
Nbl1	8.82	0.0	0.0	0.0	157.46	0.0	0.0	0.0	0.0	0.0	0.0	1.16	77.75	0.0	25.18	0.0	42.84	0.0	49.5	0.37	0.0	0.0	0.0	4.55	51.87	2.52	0.0	0.0	6.69	17.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.18	55.19	62.18	60.17
Npy	138375.8	13918.43	173305.25	1.6	96206.73	65548.38	14635.6	13383.72	34339.27	132042.44	149629.49	134232.96	130357.56	105498.11	120987.76	122963.43	173863.58	126989.03	166048.87	191162.16	108906.97	154857.31	124150.07	134158.33	153405.37	147732.76	151963.58	12.38	985.16	180453.32	92572.95	38762.64	128781.07	23340.13	8484.11	48908.54	35571.91	32250.58	137580.94	0.6	0.0	0.7	214.21	196.57	200.76
Ntpcr	99.89	0.0	0.0	0.0	159.76	0.0	0.0	0.0	0.0	0.0	0.14	0.11	0.0	0.47	85.43	0.0	0.22	0.0	6.91	81.37	90.59	0.0	0.0	0.0	0.0	0.0	41.18	5.89	24.01	0.0	67.44	39.58	87.85	0.0	0.0	0.0	0.0	100.75	0.54	20.24	22.72	30.67	29.2	28.21	28.76
Nudt22	0.0	0.0	0.0	0.0	257.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.42	71.36	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.38	51.36	40.05	1.37	11.84	0.0	37.9	0.0	0.0	0.0	0.0	0.0	132.84	0.0	51.2	2.48	4.65	10.11	7.69	11.25	9.19
