	Calb2_tdTpositive_cell_27	Chrna2_tdTpositive_cell_18	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_13	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_117	Htr3a_tdTpositive_cell_121	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_14	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_50	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_135	Rbp4_tdTpositive_cell_159	Rorb_tdTpositive_cell_43	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
A930005I04Rik	0.0	0.0	0.0	0.0	0.15	7.69	0.0	0.0	35.86	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	2.66	2.26
Adamts20	0.0	0.0	0.0	0.0	0.07	0.0	15.49	0.0	70.93	0.14	9.59	0.0	0.0	0.03	0.05	19.0	0.05	0.0	2.28	0.0	0.0	0.0	0.9	0.2	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.12	7.49	8.6
Alox12b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7	9.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.96	3.77	3.26
Ankfy1	1.5	1.75	13.93	27.48	2.68	3.38	11.07	3.55	57.33	2.78	8.65	11.25	8.0	1.22	5.57	23.58	1.23	14.41	24.22	5.47	2.29	4.81	6.77	5.43	7.98	1.73	54.62	3.63	6.9	19.7	99.95	2.63	2.64	21.61	21.47	21.31
Arhgap11a	0.0	0.0	0.0	0.0	2.05	0.0	0.0	0.0	30.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	2.23	2.25
Atp10a	0.0	0.0	0.0	0.12	22.12	0.0	3.63	3.93	49.81	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.95	6.52	6.68
Atp1a1	0.0	2.6	4.57	16.7	29.06	51.76	10.58	3.19	68.99	35.28	44.3	1.88	0.0	25.89	49.34	8.97	1.68	61.62	45.95	6.17	11.57	29.62	46.75	12.95	13.96	20.63	70.64	1.59	4.52	1.35	0.0	1.92	43.53	824.42	838.73	822.76
B3gnt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	1.2	1.61
Bysl	0.0	20.83	44.44	37.4	0.16	0.0	0.19	0.0	108.53	49.66	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.33	0.06	0.0	0.12	4.57	8.94	12.39	11.05	0.67	0.0	47.97	0.0	0.0	0.15	8.39	0.06	15.89	16.34	17.17
Cad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.49	2.34	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	8.73	8.88	10.45
Ccdc151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.61	0.09	1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8	6.96	6.37
Chst14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	0.0	0.0	0.0	0.0	119.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	1.97	2.16
Commd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.61	262.27	0.0	0.0	0.0	0.0	0.0	104.47	0.37	0.0	0.0	61.56	71.24	130.97	189.27	0.0	53.75	40.12	0.0	0.0	0.0	124.04	0.0	0.0	117.82	0.0	24.61	26.81	26.77
Cx3cl1	0.0	105.16	83.87	244.08	115.72	200.98	126.46	275.93	114.42	73.43	98.77	79.4	167.32	33.48	262.35	180.83	226.04	38.87	70.44	97.72	210.14	217.41	270.49	155.98	102.77	95.56	81.79	98.41	24.72	0.56	51.29	35.5	81.23	619.59	598.38	626.22
Cyp2g1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D16Ertd472e	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	10.16	11.27	0.0	0.0	0.0	0.08	0.06	0.06	0.05	0.0	0.0	0.0	0.11	0.04	0.12	3.08	1.39	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	6.05	4.88	5.33
D430019H16Rik	0.09	0.12	0.25	0.0	0.26	0.35	0.29	0.35	0.94	0.26	0.07	0.0	0.0	0.09	0.0	0.0	0.33	0.0	1.97	0.17	0.08	0.0	0.0	2.11	2.06	0.25	0.06	0.05	0.04	0.05	0.62	0.0	0.0	71.29	69.28	70.17
Dab1	0.0	50.06	0.0	9.56	47.41	0.07	46.28	29.74	46.43	29.81	70.51	131.81	0.0	87.19	17.45	21.04	0.0	0.08	11.38	2.74	50.62	0.0	95.53	31.17	24.25	27.81	0.0	31.16	0.04	0.0	0.39	0.06	0.04	56.31	51.9	51.74
Dock11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82	3.71	4.47
E030003E18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.91	1.89	0.0	3.13	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.19	10.67	11.31
Efhd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.3	26.24	28.98
Eif4ebp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.19	0.0	100.4	0.0	0.0	0.0	0.0	0.0	0.0	31.0	29.51	32.74
Fam124b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.03	0.11
Foxk2	0.0	56.82	0.0	4.49	0.0	0.0	0.0	58.63	60.4	36.33	12.78	0.0	0.0	14.16	16.63	0.07	2.91	1.35	33.04	8.96	3.61	30.85	0.0	5.17	4.27	0.0	0.0	27.59	0.05	0.0	0.0	0.0	0.0	56.9	56.88	57.47
Frmd4a	0.0	0.0	0.0	0.12	3.69	0.06	4.97	0.22	5.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.08	0.0	0.0	0.0	0.0	0.9	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.54	21.52	20.93
Gcn1l1	0.0	0.0	1.89	0.0	0.0	1.45	0.0	15.71	14.16	0.13	11.62	0.0	0.0	0.06	13.34	0.0	25.14	0.0	8.65	0.55	23.05	21.99	21.89	5.04	2.02	0.0	0.44	0.0	0.03	0.0	0.0	0.0	0.0	28.17	29.42	31.62
Gm11541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.17
Gm16907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.32	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	2.42	2.68
Gm3086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43	38.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	66.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	3.1	1.9
Grip1	0.0	0.0	0.0	33.05	0.0	0.55	0.0	0.0	56.4	61.03	28.75	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.53	8.03	2.5	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	11.86	11.44	11.74
Gse1	0.1	0.0	0.0	0.0	0.07	0.0	0.0	4.23	27.51	0.0	0.56	0.11	0.05	13.53	0.47	0.0	0.0	0.07	15.66	0.06	1.64	0.0	5.14	1.69	2.35	0.39	0.79	0.0	0.0	0.0	2.87	0.0	13.0	24.05	28.04	26.12
Hexim1	0.0	0.0	0.0	0.0	4.01	5.45	0.0	9.32	0.0	0.0	0.0	0.0	0.0	16.58	0.0	0.1	0.0	35.79	0.0	8.46	7.9	0.0	0.0	4.57	2.22	0.0	12.96	1.66	0.0	0.0	0.0	10.42	11.81	41.82	43.16	41.2
Hist1h2ah	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71	0.94	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02	0.0	0.0	0.88	0.0	0.91	0.0	0.0	2.22	0.0
Hist1h2bq	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.08	0.21	0.0	0.2	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.11	0.0	0.05	0.07	0.0	0.28	0.0	0.0	0.0	0.38	0.28	0.38
Hist1h2br	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.08	0.21	0.0	0.2	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.11	0.0	0.05	0.07	0.0	0.28	0.0	0.0	0.0	0.38	0.28	0.38
Hn1l	0.0	0.0	0.0	0.0	68.15	0.0	0.0	0.0	76.81	21.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.0	0.0	10.13	0.0	0.0	0.0	3.7	5.25	4.34
Hsf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.92	17.21	16.08
Hyou1	0.0	0.0	0.14	3.71	2.04	4.87	3.45	36.25	48.08	1.87	1.83	0.55	0.24	1.55	1.12	0.08	0.22	3.55	2.38	3.01	3.64	0.58	0.26	4.33	5.39	0.0	1.78	0.19	59.57	0.13	0.0	0.0	0.0	59.99	58.04	57.41
Igf2r	0.0	6.4	4.96	0.08	14.55	1.3	12.64	5.85	47.01	0.0	7.81	11.95	42.23	7.8	27.17	1.05	0.04	6.48	6.91	11.69	4.67	4.93	40.28	1.77	4.97	16.52	3.89	0.0	0.03	0.0	0.34	5.9	0.16	14.09	13.23	16.0
Igsf9	0.0	0.0	0.29	0.52	0.1	0.09	0.58	0.55	0.33	0.08	0.21	0.08	0.17	0.0	0.25	0.09	0.3	0.13	0.18	0.11	0.25	0.13	0.0	0.33	0.42	0.08	0.17	0.0	0.0	0.0	0.0	0.0	0.0	4.13	3.5	4.72
Iqub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	80.96	0.0	0.0	0.0	0.0	0.0	0.0	0.73	1.07	0.92
Irf8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	23.27	0.0	4.88	4.63	4.07
Kcnf1	0.0	53.73	93.17	23.44	69.56	56.46	16.97	2.66	178.51	11.31	38.63	0.07	314.04	4.5	0.23	0.07	0.0	5.95	8.3	23.51	2.62	45.17	0.12	16.03	19.15	0.48	0.0	3.16	24.53	26.41	0.0	2.32	24.08	85.7	90.56	82.9
Kcng4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.39	4.5	4.8
Kcnip2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.81	6.12	0.0	0.0	7.78	0.0	14.87	0.0	0.0	0.0	151.98	157.86	170.36
Lrmp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	1.41	1.5
Ly96	0.97	0.0	3.46	7.1	0.91	3.55	1.46	1.08	62.18	25.19	0.0	1.54	0.0	0.83	0.0	0.0	0.0	0.0	1.38	0.82	0.0	0.0	2.74	0.41	1.97	0.63	6.55	1.14	261.24	0.13	0.0	0.89	1.91	1.5	2.11	3.2
Lyst	0.0	13.3	2.68	11.11	26.54	0.0	1.52	8.92	25.31	0.72	0.0	0.26	0.0	7.6	0.03	0.03	0.11	0.79	2.19	9.93	0.0	0.0	17.08	1.37	4.16	2.29	22.4	0.0	7.75	0.02	7.3	17.17	0.0	17.51	14.99	20.29
Man1c1	0.0	0.0	0.92	1.19	34.45	0.4	0.24	41.54	30.84	11.36	0.0	0.14	0.0	0.06	0.09	0.0	0.07	0.0	10.44	0.34	0.0	0.06	0.0	0.0	0.17	0.04	0.0	0.0	0.0	0.0	0.18	0.12	0.0	23.99	25.61	24.28
Mapre3	0.0	2.56	1.61	28.17	8.34	77.59	14.0	3.57	35.62	35.15	10.29	0.0	0.0	11.65	0.0	28.11	70.06	2.04	11.8	15.3	5.97	0.0	57.53	23.76	13.49	0.0	6.77	0.0	2.55	0.0	3.96	13.21	18.44	190.73	200.75	198.18
March5	22.64	1.92	25.74	10.76	3.71	20.11	50.18	31.68	55.14	2.02	60.55	6.95	10.43	14.35	2.63	4.07	6.71	13.72	7.5	4.18	19.92	3.38	18.22	6.82	17.18	31.4	3.54	76.8	49.51	131.79	12.68	28.58	4.36	67.44	73.94	70.7
Mfsd8	0.0	0.0	1.79	1.36	50.7	0.0	28.11	86.19	256.11	62.19	156.48	19.14	0.12	33.38	5.42	64.06	25.34	0.0	0.08	0.0	0.0	59.24	0.0	20.0	21.95	45.28	0.11	0.74	49.94	84.17	12.52	0.1	4.55	17.79	15.7	18.27
Mfsd9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87	4.59	5.0
Mir1191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.67	0.0	0.0	0.0	0.0	13.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.62	0.0	0.0	0.0	0.0	0.0	0.0	10.49	0.0	0.0	0.0	0.0	0.0	0.0	8.37
Mir181b-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	0.0
Mocs1	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.24	26.76	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.34	0.24	0.0	0.0	0.03	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35	7.24	7.88
Mtch1	0.0	41.05	89.22	90.89	61.29	36.48	96.25	151.86	114.49	184.89	127.15	63.03	0.0	36.15	64.27	61.06	223.66	67.21	33.08	122.04	1.73	49.02	52.55	95.19	66.63	80.7	8.18	0.0	164.43	0.0	0.23	29.94	0.0	373.48	404.17	395.71
Ncoa1	14.96	9.3	30.51	16.84	34.32	23.67	67.58	60.01	133.37	19.71	21.1	38.73	0.05	108.6	44.04	11.74	14.01	21.65	53.16	29.32	13.55	36.04	53.16	27.05	31.04	40.49	23.87	51.61	9.94	46.96	0.36	11.01	1.36	57.47	52.33	56.3
Nhs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18	1.87	2.19
Notch3	0.0	0.0	0.0	2.14	0.0	0.4	0.0	0.0	3.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	7.02	6.41	7.28
Olfr550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.4
Osbp2	0.0	0.0	2.95	0.84	34.06	0.17	1.39	20.56	6.78	14.12	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.1	0.0	0.0	0.0	0.14	1.08	0.0	6.2	0.0	0.0	0.0	0.0	0.0	0.06	65.44	64.47	63.93
Pcdhgc5	0.0	0.0	26.21	48.3	58.86	0.0	36.27	50.05	247.84	51.45	112.28	10.53	0.0	0.34	85.95	43.47	40.36	12.28	98.92	47.02	94.23	58.48	8.91	48.76	52.73	2.8	1.51	0.0	0.0	1.18	0.0	0.0	74.66	114.38	115.99	121.96
Pcgf3	0.0	0.0	0.0	29.09	5.85	0.0	0.0	0.0	34.88	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.83	0.84	0.0	0.0	0.0	6.74	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.47	28.09	29.01
Pcp4	2218.95	4061.01	3820.49	3360.37	4036.12	3842.39	3853.07	5293.38	4052.0	3821.26	3917.8	3863.9	7467.74	5498.56	6808.32	7407.1	6583.41	4254.91	3666.35	3514.04	3535.48	3911.49	7030.52	5219.57	3442.63	7638.97	5242.95	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	788.83	807.59	741.11
Pde1b	0.0	0.0	47.17	4.2	108.16	17.07	0.0	18.68	46.99	69.08	0.13	0.0	0.0	0.0	0.0	2.26	0.0	0.0	14.48	0.0	0.0	2.9	2.37	8.95	7.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.53	258.71	247.87
Pml	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.12	16.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	2.75	0.0	11.81	1.01	1.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.48	7.27	7.08
Pnpla1	1.55	0.0	2.69	4.42	2.91	11.99	2.45	2.77	61.3	0.43	0.95	6.37	0.0	6.5	1.62	1.11	6.03	3.47	2.32	0.96	1.56	0.25	1.04	1.66	2.08	1.43	1.7	0.75	0.0	2.36	5.45	1.28	1.7	1.77	1.04	1.54
Prodh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	5.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.12	27.13	28.09
Rasip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85	0.0	0.0	0.0	0.0	0.0	15.37	0.0	0.0	0.0	10.42	7.64	6.25	0.0	60.42	3.56	4.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.26	10.94	9.48
Rnd1	2.29	0.39	38.76	0.69	55.46	1.21	1.97	1.57	219.37	56.82	2.42	1.34	2.17	87.13	153.52	3.71	6.61	110.32	1.57	1.34	1.1	1.36	9.02	7.31	13.07	60.97	3.2	119.51	0.59	1.81	1.26	1.39	0.81	25.31	23.14	23.7
Rpap3	0.0	0.0	3.24	50.06	70.75	90.42	63.62	72.98	196.83	134.98	0.0	0.0	0.0	78.6	79.83	93.99	0.0	64.21	6.27	4.22	80.42	91.58	0.0	51.48	27.23	70.57	79.87	105.95	0.0	0.13	0.0	35.27	22.31	27.98	26.73	25.39
Scaf1	3.34	0.0	0.43	3.78	11.43	1.19	2.47	5.73	7.72	0.07	4.81	0.0	0.0	11.63	0.09	0.0	0.0	0.92	0.47	4.61	0.34	0.0	0.56	1.83	2.52	0.0	0.0	0.0	0.0	0.35	0.0	0.29	0.06	82.36	94.79	90.63
