	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_43	Htr3a_tdTpositive_cell_85	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_79	PvalbD.Slc32a1_tdTpositive_cell_9	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_18	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_38	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_83	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Caps2	0.0	0.0	0.0	0.0	0.0	0.0	11.76	0.0	0.0	0.0	0.0	34.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.13	0.41
Cblb	0.04	0.0	10.7	0.46	0.0	0.0	12.38	0.0	0.0	32.16	13.86	26.56	9.73	0.0	0.0	0.0	2.59	16.77	0.0	0.0	0.0	0.0	4.66	0.0	0.0	0.03	11.49	10.66	10.78
Cbx8	0.0	82.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.3	0.0	0.0	0.0	38.71	89.05	0.0	0.0	0.0	0.0	0.0	0.0	16.23	42.3	0.0	18.02	16.36	15.88
Ccdc106	0.0	39.22	0.16	44.71	0.0	0.28	0.33	0.0	0.0	0.0	21.6	73.22	0.0	0.0	0.0	0.0	0.0	13.5	31.07	0.0	0.0	6.51	0.0	0.0	22.35	35.89	31.72	37.52	30.04
Ccna2	0.0	0.24	2.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.51	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	3.09	2.38	2.69	2.51
Celf3	0.88	0.0	0.0	0.0	0.54	0.0	2.37	0.22	19.63	0.0	0.0	45.6	16.96	0.0	0.0	0.14	1.75	2.05	15.26	0.0	12.13	0.08	38.47	0.0	18.25	0.0	122.93	132.22	134.16
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Cic	0.0	0.0	0.05	0.0	0.0	9.61	0.0	0.0	0.22	0.0	5.02	9.96	0.0	0.09	0.6	0.0	0.28	1.32	0.0	6.58	0.74	0.0	0.0	0.0	4.63	9.08	62.1	63.8	66.06
Cish	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.67	0.0	0.0	0.0	0.0	0.0	0.0	6.09	6.85	5.44
Clec4a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.97	1.42
Cmbl	265.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.58	13.88	13.51
Cog1	0.0	0.0	11.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.45	0.0	14.56	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	64.14	17.98	0.0	0.07	41.23	43.13	39.66
Creg1	0.12	2.1	0.57	7.58	0.0	0.0	0.31	2.3	0.0	0.0	0.0	65.01	0.0	0.0	0.0	0.0	56.29	2.95	0.0	5.66	0.0	0.0	0.0	0.0	1.17	26.15	26.95	30.03	25.78
D630023F18Rik	58.3	0.0	0.0	0.46	0.0	0.0	0.3	0.0	0.0	0.0	0.14	16.16	0.0	0.0	0.0	0.24	0.19	0.0	0.46	0.18	0.0	0.0	0.0	0.0	0.0	7.85	3.41	4.21	3.31
D6Mm5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Ddit4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	1.05	42.7	58.14	37.5
Ddx21	0.0	0.0	0.0	7.06	2.81	2.8	0.0	5.58	0.0	0.0	0.06	41.04	0.0	1.04	2.05	0.0	3.64	0.0	0.0	28.11	0.19	29.41	33.74	0.57	0.0	0.0	14.87	15.41	15.44
Dennd4c	0.0	0.33	0.06	1.87	0.0	2.26	0.0	0.32	0.16	4.7	1.18	20.03	0.92	1.14	0.26	0.0	1.37	0.22	0.07	0.21	1.52	0.57	0.33	0.08	1.4	5.86	9.12	8.66	10.1
Dmbx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.02	0.18	0.03
Dnmt3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.19	0.0	0.0	0.0	0.0	0.0	3.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.68	0.55
Dolpp1	0.0	72.17	0.91	13.72	20.59	0.0	0.0	0.0	0.0	0.0	88.09	142.06	0.22	0.13	0.0	0.0	13.23	2.11	0.0	0.0	0.0	8.84	8.39	0.0	31.64	0.47	19.51	18.87	19.4
Dpy19l3	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.35	0.0	0.0	0.0	1.64	0.0	0.24	0.0	3.39	0.0	0.0	0.0	10.45	3.18	0.46	21.47	22.09	22.03
Dscaml1	0.0	1.27	8.55	0.0	2.61	0.0	0.09	0.0	1.97	1.95	0.0	5.36	0.0	1.55	0.0	0.43	3.75	0.27	0.0	0.06	0.0	0.0	3.38	0.0	1.31	0.89	24.76	23.23	26.75
Dyrk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
E030018B13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
E130317F20Rik	0.0	0.0	0.13	0.0	0.0	4.13	0.0	0.0	0.0	0.0	0.0	10.48	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.95	0.0	0.0	0.0	2.78	3.3	3.13
E230029C05Rik	0.0	0.0	56.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.95	1.61
Ednrb	0.06	0.0	0.06	0.0	0.06	0.0	0.0	0.16	0.12	0.0	0.0	2.48	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.21	0.0	34.48	32.38	38.96
Efnb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.49	0.0	0.0	0.0	18.59	18.71	0.0	0.0	0.0	1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.88	82.78	80.5
Ehhadh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21	3.05	3.45
Elmo1	0.0	0.0	0.0	0.0	0.0	7.29	0.0	0.0	25.33	0.0	29.56	202.28	0.0	21.83	1.38	0.0	0.21	14.28	0.0	0.0	0.33	17.23	9.03	3.93	47.06	26.62	58.62	59.84	58.1
Entpd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.5	32.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.25	11.24	10.95
Ephx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.13	0.0	0.0	32.52	34.75	30.67
Fam113b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82	5.98	5.16
Fam184a	0.0	0.0	2.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.28	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	16.57	16.29	16.15
Fam35a	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.13	0.0	0.0	64.06	0.0	14.83	0.11	0.11	0.12	0.0	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	5.26	3.97	4.71
Fcho2	0.0	0.0	0.0	11.81	0.0	0.09	0.0	0.0	13.93	0.0	0.47	27.5	0.0	2.04	1.58	4.93	13.14	3.26	0.0	7.86	0.0	0.0	0.12	0.0	0.07	19.83	23.46	21.24	22.16
Fezf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	32.59	34.14	29.25
Foxi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Foxp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.14	6.45	7.72
Gab2	0.0	0.0	0.0	3.41	0.0	1.25	17.74	0.0	0.23	24.23	0.0	32.29	0.0	21.26	11.63	0.0	0.07	11.81	0.0	0.07	0.0	24.06	0.0	6.62	38.87	0.0	10.12	9.8	10.74
Gcn1l1	0.03	7.39	0.0	0.0	0.0	0.0	0.0	4.2	0.0	0.0	0.0	38.74	5.4	0.35	0.24	0.73	0.0	0.86	0.43	0.05	0.0	1.24	1.29	4.79	0.0	0.0	28.17	29.42	31.62
Gm12794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm13139	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.36	0.0	12.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.82	1.24
Gm17660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0
Gm9776	3.69	1.65	4.53	5.33	1.12	4.36	4.33	3.44	1.01	5.91	3.83	58.44	0.78	2.2	8.13	11.6	6.78	5.1	2.61	10.67	2.59	3.03	7.42	3.0	4.48	4.49	5.18	5.5	7.24
Gpatch4	0.0	0.0	0.0	40.53	69.35	1.78	16.15	0.0	0.57	0.0	51.35	230.09	0.0	0.17	0.0	1.86	0.0	0.0	30.94	13.62	8.23	7.38	1.16	0.0	45.67	19.22	19.41	20.72	20.94
Grpel2	46.87	0.0	0.0	0.0	0.0	0.0	15.14	0.0	0.0	35.77	54.16	51.91	0.0	7.36	18.24	0.0	20.63	13.02	0.0	23.94	0.11	29.13	0.15	19.41	1.64	16.14	12.96	13.49	11.78
Grrp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	4.86	4.39
Gtf3c1	0.07	11.57	10.83	3.83	17.85	0.0	10.08	0.0	15.16	0.0	7.1	28.38	0.0	2.32	0.18	0.16	5.82	9.6	0.0	2.12	0.0	1.16	0.09	1.75	1.82	0.0	58.52	62.72	61.66
H6pd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.74	0.0	0.0	16.32	11.12	19.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.25	0.04	5.46	5.42	5.86
Hhla1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Hist1h1d	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.1	0.26	0.0	0.15	0.0	0.12	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.12	0.09	0.03	0.17	0.1
Hist1h2bq	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.09	0.0	0.14	0.0	0.0	0.0	0.18	0.38	0.28	0.38
Hist1h2br	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.09	0.0	0.14	0.0	0.0	0.0	0.18	0.38	0.28	0.38
Hsd3b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.27
Hyls1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.02	0.0	45.63	0.0	0.0	1.08	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	8.0	7.49	5.88
Il4i1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.36	0.0	0.0	0.0	34.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.76
Irgm1	0.82	1.04	57.11	0.41	48.15	0.99	0.3	1.94	7.31	0.68	0.7	105.68	1.78	1.4	0.96	1.17	1.45	3.02	0.77	3.01	1.61	1.55	2.0	1.87	0.62	0.23	11.38	9.5	9.22
Kcnj1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.03	0.09	0.11
Kcnq5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.17	0.0	0.0	27.58	0.0	0.0	0.0	0.0	0.5	3.03	0.0	0.0	0.0	3.77	0.0	4.44	0.0	0.0	44.09	42.45	44.67
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lcorl	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	16.39	0.0	0.0	0.0	0.0	14.77	9.98	0.0	1.83	0.88	0.0	47.53	0.0	0.0	0.09	11.2	8.6	10.55
Lcp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	6.81	7.46	7.37
Ldhb	8970.97	9309.63	8550.52	8798.32	10118.08	10894.4	10165.1	7814.88	9602.81	11261.44	10004.69	6263.78	7834.03	13571.31	12546.17	9106.97	9755.78	8013.75	8904.1	8390.99	7659.83	11010.48	8671.45	10182.84	8111.86	11746.38	737.58	774.98	752.92
Leng1	72.73	20.73	0.0	0.27	0.0	0.0	20.53	0.0	15.83	0.0	10.45	26.37	0.0	0.0	0.0	2.26	0.0	16.42	0.0	0.0	0.0	23.93	0.0	0.0	0.0	0.18	7.57	8.36	7.43
Llgl1	0.0	0.15	0.0	0.0	0.0	0.0	2.38	0.0	0.0	0.0	0.0	27.26	0.0	4.0	0.0	0.02	5.38	0.0	0.0	0.0	0.1	15.01	0.14	0.0	0.16	0.0	33.9	37.16	37.52
Lrrc16b	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	25.46	0.0	0.24	0.35	0.32	0.0	0.0	0.0	0.0	2.26	0.0	0.0	2.14	0.0	0.0	27.65	27.88	28.75
Lrrc61	89.47	0.3	0.11	0.0	0.0	1.64	0.38	1.38	0.13	0.71	1.29	61.9	0.51	0.29	0.95	0.8	0.62	18.93	2.01	0.81	0.86	0.33	0.51	0.36	0.3	9.48	19.37	19.31	18.7
Lrrc8b	0.0	8.25	0.0	15.01	0.0	0.0	0.0	0.0	0.0	0.0	1.51	47.82	0.0	0.0	0.0	6.32	15.78	0.0	21.58	0.0	0.0	0.0	0.0	5.4	0.0	0.0	65.49	59.15	66.4
Lrrc8c	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	43.87	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.02	14.58	14.86
Map2k2	10.98	0.0	0.0	1.25	0.0	0.0	20.09	0.0	6.19	0.0	23.33	28.49	0.0	1.76	0.0	0.32	0.0	7.65	0.0	4.21	0.0	2.05	12.87	4.58	5.96	11.67	60.47	69.16	67.5
Med12	0.0	0.0	3.92	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.47	0.0	0.0	0.0	0.08	0.0	0.15	2.18	1.95	0.0	0.0	0.0	0.0	0.04	0.14	14.52	14.3	16.48
