	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_57	Nkx2.1_tdTpositive_cell_10	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_20	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gfra2	0.68	1.11	1.26	1.59	0.41	0.69	0.72	1.47	30.11	124.77	1.07	0.95	0.6	1.33	0.24	23.36	1.57	32.87	1.89	2.21	0.3	52.68	49.17	55.8
Gm11974	4.58	12.36	3.1	6.03	37.15	0.65	13.04	13.95	22.43	94.39	18.59	8.47	26.99	18.37	5.72	6.15	10.99	18.52	6.56	52.41	80.25	4.96	7.33	6.63
Gm13034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm13889	0.19	12.58	10.93	6.19	5.01	9.68	0.0	17.72	6.29	43.44	0.63	34.94	7.04	0.0	6.24	16.98	0.0	29.53	25.95	10.31	10.95	38.58	48.56	42.39
Gm16062	43.24	0.0	0.0	0.0	0.54	0.0	13.32	0.0	3.46	100.43	0.0	0.0	37.86	0.0	0.0	3.32	0.0	0.0	90.54	41.62	37.41	2.96	1.16	2.15
Gm16515	0.06	0.61	0.0	0.0	0.0	0.0	6.39	0.0	0.0	81.39	29.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.97	8.39	8.58
Gm17296	0.0	0.0	0.0	3.22	0.0	0.0	0.0	0.0	0.0	10.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	5.14	3.96	4.5
Gm19466	0.0	11.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.82	0.0	0.0	0.0	0.0	0.18
Gm19557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.16	0.09	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.34	0.36
Gm7694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.05	2.63	3.26
Gm8787	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.48	0.4	0.91
Gnb4	3.12	0.0	0.0	25.17	0.0	0.0	20.47	0.22	0.0	151.88	14.42	0.0	0.0	0.54	0.26	0.0	0.0	0.3	0.0	5.26	0.15	33.1	34.22	31.21
Gpr110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.09	0.01	0.07
Grin2a	0.0	0.0	0.0	18.8	38.51	0.0	10.19	0.0	13.4	63.74	1.22	0.0	3.44	0.0	11.63	0.0	1.26	0.0	7.71	16.18	17.02	34.45	27.49	46.14
Gtpbp3	0.0	0.26	0.69	0.5	1.51	1.41	0.0	0.55	8.13	9.4	0.0	0.0	1.62	0.24	0.52	0.28	0.0	0.75	0.47	0.83	0.14	17.5	18.14	20.41
H2afx	0.0	0.0	2.44	0.0	0.0	0.0	0.0	0.58	0.0	19.17	0.0	6.21	16.76	0.0	0.0	0.0	0.0	0.0	14.1	0.0	2.48	38.02	45.36	44.32
Haus5	0.0	0.0	0.0	4.77	0.0	0.0	0.0	0.0	0.0	65.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.77	5.64	5.82	6.1
Hcfc2	0.0	27.46	0.0	8.14	1.77	0.0	0.0	0.0	0.0	208.3	6.31	0.0	0.0	0.0	21.04	0.0	0.34	3.85	7.48	0.0	47.49	21.9	20.9	20.92
Hist1h2bq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.57	0.0	0.0	0.19	0.0	0.0	0.0	0.1	0.14	0.11	0.0	0.18	0.38	0.28	0.38
Hist1h2br	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.57	0.0	0.0	0.19	0.0	0.0	0.0	0.1	0.14	0.11	0.0	0.18	0.38	0.28	0.38
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hist1h4i	0.65	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	39.32	0.0	0.0	0.0	0.0	0.0	0.0	42.44	0.0	0.0	0.0	0.0	2.79	4.32	4.64
Hmga1	0.0	0.0	0.0	10.61	0.0	0.0	29.24	0.0	7.46	71.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.29	23.53	0.0	0.0	27.31	33.51	45.49
Hmgxb4	0.0	0.0	0.0	26.6	0.0	0.0	0.0	0.0	0.0	46.5	9.6	3.91	0.0	0.0	12.94	10.34	0.63	19.24	0.37	0.0	0.0	10.79	12.14	12.64
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hpgds	0.15	0.96	0.41	0.62	0.2	0.23	0.0	0.26	0.0	53.83	0.0	0.0	0.38	0.12	0.0	0.28	0.28	0.65	0.16	0.51	0.16	4.78	3.44	5.28
Icam5	9.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	5.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.38	230.72	204.31
Ide	0.0	0.0	0.24	5.59	16.51	0.0	15.45	0.0	21.41	84.78	0.0	10.71	13.23	15.92	13.69	23.61	0.0	5.6	7.91	6.22	0.0	28.88	26.47	26.84
Il1rap	0.0	27.05	68.84	12.18	12.28	0.0	14.36	0.0	0.0	104.34	0.0	12.43	13.0	13.36	0.0	0.0	31.02	0.0	0.0	0.0	37.13	22.46	20.34	24.53
Il4ra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.15	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	2.66	2.56	2.3
Iqgap2	0.0	4.95	2.29	7.58	27.74	10.54	8.84	14.26	0.0	68.56	17.05	0.86	11.31	14.37	0.98	11.0	1.96	1.02	37.32	0.54	0.23	15.63	14.52	15.8
Irak2	3.01	1.49	0.8	1.2	0.71	0.08	1.11	0.95	3.05	42.44	0.0	0.7	1.42	2.45	1.61	1.17	2.24	3.28	1.41	0.87	1.91	13.83	13.11	14.81
Itga10	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	6.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43	1.96	1.63
Itpk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64	0.0	0.0	0.0	0.12	0.0	0.0	28.72	0.0	0.0	0.0	0.0	38.87	41.54	45.24
Jdp2	0.0	0.83	0.0	0.0	0.0	0.0	0.62	0.5	0.0	18.57	0.0	0.3	3.72	0.24	0.0	5.43	0.0	0.0	0.0	1.18	0.25	54.04	55.88	50.43
Kalrn	0.18	21.37	0.05	8.92	11.3	0.0	9.27	10.65	0.82	19.65	2.79	10.51	0.22	29.06	9.51	9.19	10.31	12.88	18.98	14.67	20.89	250.25	239.88	249.16
Kcnj4	0.0	0.0	0.0	0.27	1.31	5.79	7.37	0.36	0.0	10.16	0.37	0.0	3.9	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.27	140.96	163.91	150.91
Kctd11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	1.47	1.72
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kit	0.0	0.0	0.16	13.92	0.0	0.05	0.0	0.0	0.0	49.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.97	27.58	27.96
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lrrc23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	2.56	3.09
Marcksl1	7.99	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	65.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.99	129.27	112.68
Mark3	0.0	1.32	0.0	18.05	0.0	0.0	0.14	2.75	0.0	37.29	2.82	2.73	26.39	0.53	7.88	11.51	0.61	0.32	15.69	1.62	9.91	55.66	56.39	54.97
Mest	0.0	103.36	22.27	5.47	21.21	0.0	0.6	0.0	0.0	78.12	0.0	0.0	0.0	0.0	3.31	29.77	0.0	5.89	2.02	0.0	17.33	42.11	34.76	37.98
Mib2	0.0	0.0	0.0	0.71	0.43	0.38	0.0	0.0	0.0	10.18	0.49	0.0	1.29	0.0	0.0	0.43	0.13	0.0	1.48	0.0	1.63	65.64	74.95	70.23
Mir1192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	1.09	0.0
Mir3470a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.5	0.0	0.0	0.0	51.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir680-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.27	13.1	19.02
Mxra7	0.15	1.14	0.69	0.85	0.83	0.0	0.35	0.45	1.08	78.34	0.46	0.29	1.3	0.88	0.84	1.31	2.01	0.65	0.56	1.57	1.08	12.37	13.15	12.57
Mzt2	422.02	1.3	0.0	3.27	71.32	105.94	17.19	7.12	0.0	275.92	3.25	24.04	9.67	0.0	57.34	0.0	59.6	49.86	60.28	0.0	2.99	30.01	34.96	33.24
Nfatc3	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	15.13	30.79	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	6.64	0.0	0.0	5.85	6.49	6.84
Nfic	0.0	1.01	0.0	3.08	11.03	1.43	0.0	2.32	1.11	40.22	0.0	7.2	0.5	0.0	4.09	9.2	0.85	1.46	1.06	0.0	0.28	48.31	45.12	48.02
Nod1	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.83	3.64	4.16	4.51
Npm3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26	0.0	0.0	0.0	8.76	11.59	8.06
Oas1b	0.47	1.29	0.46	0.37	2.19	0.0	0.27	0.84	0.54	1.69	0.48	0.0	1.25	0.0	0.47	0.79	1.41	0.51	0.54	0.64	0.5	2.98	1.86	2.78
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Olfr658	0.0	0.21	0.14	0.16	0.0	0.0	0.0	0.0	0.0	0.51	0.27	0.0	0.0	0.12	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.07	0.06	0.14
Pak2	0.0	30.26	0.88	0.91	0.0	0.0	0.0	1.31	0.0	57.55	0.0	0.0	20.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	30.29	29.99	29.34
Pak7	0.0	0.0	0.0	25.26	0.44	0.0	0.0	3.04	0.0	54.14	0.33	0.0	0.16	0.0	12.5	11.42	2.54	1.12	0.93	0.0	1.94	36.48	35.78	35.56
Pcdh11x	0.0	0.0	0.0	0.32	0.93	0.0	0.0	0.0	0.0	102.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.9	6.59	6.13	6.58
Pde4c	1.1	2.37	0.89	1.29	1.28	0.08	2.57	0.93	2.75	34.04	1.41	1.18	1.83	2.2	2.32	0.79	0.65	1.5	1.72	1.17	1.49	3.15	3.16	2.82
Pde4dip	0.0	11.93	18.11	1.26	0.17	11.36	18.11	22.95	8.55	113.6	31.21	0.0	36.63	31.9	8.05	25.63	28.68	27.29	34.6	40.87	21.9	89.61	85.1	88.65
Pdlim7	1.13	1.46	38.37	33.59	53.42	13.81	50.29	10.3	19.49	164.05	21.92	0.0	0.9	0.43	27.51	77.47	6.87	26.57	104.35	90.69	0.0	74.27	84.59	78.65
Phc2	0.0	42.1	0.16	0.0	0.0	0.0	0.0	0.0	5.51	36.52	20.8	0.0	14.25	0.0	0.0	0.0	0.16	0.0	0.0	0.0	34.59	62.58	72.31	66.96
Phf20l1	0.0	0.68	1.92	10.06	6.54	0.0	0.0	0.0	4.69	56.69	0.94	6.11	15.46	41.79	3.7	5.72	9.43	6.07	2.6	2.27	3.66	26.43	24.43	27.35
Pigo	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	15.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	17.48	15.46	16.75
Pld5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.64	5.61	7.19
Pnp	0.0	0.0	0.0	21.1	0.0	34.74	0.0	0.0	0.0	51.91	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	7.36	0.0	12.23	9.31	10.95
Prc1	0.45	0.0	0.41	0.84	0.23	0.09	0.46	2.46	0.43	4.54	0.0	1.54	0.66	3.59	0.38	0.48	0.2	0.9	0.38	0.92	0.66	2.66	3.8	4.01
Proca1	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	1.51	0.0	0.0	0.18	0.0	0.0	0.93	0.0	0.0	0.0	0.61	0.0	3.03	3.11	2.18
Prr5l	1.32	0.67	0.33	0.55	0.86	0.0	1.17	1.59	1.39	3.02	0.64	1.11	1.39	1.54	1.53	0.69	0.8	1.09	0.93	0.77	5.19	8.45	8.22	8.82
Ptk2	0.0	0.0	29.52	33.56	2.75	0.0	4.62	19.22	0.0	81.68	0.0	0.0	15.66	0.0	11.03	0.06	2.48	0.45	11.96	0.0	2.32	77.05	74.15	81.2
Rab3gap2	30.75	0.09	43.3	2.08	50.98	10.53	8.58	37.98	7.91	107.15	23.43	61.8	18.7	9.27	26.06	18.01	17.4	16.23	34.29	25.59	3.6	45.55	43.56	45.23
Rasgef1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.38	0.0	0.0	0.0	0.0	0.0	0.0	21.76	0.0	0.0	0.0	0.0	35.74	36.19	39.24
Rassf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.67	0.94
Rbm25	58.46	42.11	55.62	92.46	63.92	37.72	48.16	57.65	112.2	289.79	99.57	90.51	110.03	124.21	31.48	59.1	32.19	148.58	118.16	88.22	50.43	78.23	69.84	73.85
Rimbp2	0.0	0.0	0.0	9.29	0.0	0.0	0.89	0.11	0.0	14.48	0.0	1.82	0.12	9.31	1.0	0.06	1.24	1.51	2.14	0.0	4.82	75.53	65.13	80.53
Rpl30	22.89	15.14	84.67	157.79	66.93	261.53	10.54	97.42	20.03	302.29	80.06	0.0	12.45	2.95	136.64	27.35	9.75	88.03	120.12	21.57	84.31	29.27	29.0	28.47
Sap30	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	32.61	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.51	6.29	9.36	6.34
