	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Gad2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4931430N09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	22.6	0.0	0.0	0.0	0.0	0.0	1.28	3.22	0.09	0.04	0.0
4933411G11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
9930005F22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	1.97	1.24
AU022793	0.59	0.0	0.08	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.03	0.0	0.48	0.0	0.13	0.16	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.28	0.27
Acap3	29.35	1.28	0.0	0.0	0.57	0.0	0.0	0.04	0.08	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.05	0.0	3.75	9.41	0.0	0.0	1.09	0.21	7.41	2.45	8.79	87.43	91.26	87.93
Acvr2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	1.08	10.34	0.0	0.0	9.19	0.0	0.36	0.21	2.07	7.08	5.81	6.58
Adam19	0.0	0.04	19.41	0.0	3.45	0.05	0.0	0.03	0.02	6.0	0.0	0.0	9.51	16.76	0.04	1.57	0.0	0.05	0.0	0.0	0.0	0.16	0.06	0.0	2.09	0.0	16.65	0.0	15.34	6.21	0.0	0.17	0.0	48.32	2.12	2.26	2.08	2.85	10.59	9.39	11.15
Adamts18	8.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	10.99	9.22	0.0	1.12	0.0	0.0	0.0	0.0	1.21	1.16	1.46
Armcx3	235.43	83.99	7.6	0.0	297.13	0.0	44.25	0.88	0.2	122.8	104.88	150.72	102.71	37.9	0.0	7.82	0.43	4.65	185.88	19.53	27.96	93.34	200.09	94.51	68.08	85.98	49.53	53.0	70.49	44.72	196.7	28.52	0.14	39.84	82.99	84.03	73.47	61.47	85.27	78.79	77.44
Atf5	0.0	7.93	0.0	0.0	1.2	0.0	0.0	0.0	0.0	4.64	0.0	0.96	0.23	1.76	0.82	22.91	3.07	25.11	0.0	0.0	0.0	17.84	0.0	0.0	0.0	0.0	1.65	0.0	3.45	0.29	0.14	0.0	0.0	0.0	0.0	0.35	0.4	0.0	18.53	19.7	21.07
B3gntl1	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	1.05	2.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	17.6	0.0	2.06	0.25	0.0	0.0	57.56	0.0	2.6	2.34	8.92	5.52	4.77	6.45
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Btbd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.09	0.0	0.0	0.0	0.0	5.77	4.6	5.31
C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.59	0.0	0.0	0.0	0.0	1.57	1.69	1.39
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Cacna1c	0.04	0.12	0.0	0.0	7.87	0.0	0.2	0.0	0.03	0.78	0.0	0.13	0.0	0.0	0.0	0.86	0.0	1.92	0.23	0.0	0.0	0.0	0.0	0.0	0.04	0.07	0.0	0.0	0.0	0.9	3.03	0.0	0.0	0.0	0.0	0.04	0.45	0.41	26.61	24.77	28.8
Cacng7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51	0.0	0.0	0.0	19.32	0.0	0.0	1.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.64	0.94	0.0	34.93	0.68	0.0	0.0	0.0	0.0	1.75	0.0	204.36	223.68	221.49
Cdk5rap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	17.49	0.0	0.0	0.18	0.12	6.07	5.22	7.81
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ces5a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.61	0.0	0.0	0.0	47.87	0.0	2.1	0.0	0.0	0.98	1.19	0.95
Clcnkb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clrn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0
Col18a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.18	0.07	0.82	3.16	2.6	2.89
Cstf2	35.64	10.17	4.31	16.13	57.95	40.89	97.08	6.41	5.19	26.44	55.68	0.06	0.09	0.28	0.06	3.0	13.4	1.62	18.2	21.21	7.94	2.15	44.83	28.82	32.77	0.0	0.57	30.91	0.17	14.76	113.2	0.0	0.66	39.04	16.96	17.68	9.1	18.21	76.47	73.56	73.98
Cxcr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	11.37	0.26	0.0	0.0	0.0	1.15	1.08	1.53
Cyb5r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	3.54	0.0	0.0	0.25	0.0	0.14	0.38	0.19
Cyb5rl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.34	0.0	0.0	0.0	0.0	39.36	0.0	2.83	0.44	0.0	3.48	2.22	3.27
Dapk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	2.22	2.32
Dhx38	47.48	0.06	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	26.92	0.0	0.13	0.0	3.49	14.04	0.0	0.0	5.77	0.0	0.0	0.0	0.12	4.31	4.8	1.22	4.52	22.37	22.56	23.56
Diras1	87.6	1.46	6.65	0.0	0.71	44.52	5.43	28.66	0.14	12.7	0.64	22.13	19.53	19.19	3.08	9.61	10.9	15.34	6.04	4.53	0.0	2.09	18.12	13.69	2.1	1.59	0.7	0.0	0.0	7.35	5.49	0.0	0.33	0.0	0.0	1.02	3.65	3.07	80.08	87.79	81.48
Dll3	0.33	0.55	0.0	0.0	0.0	0.14	0.33	0.0	0.44	0.11	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.14	0.12	0.1	0.0	0.0	0.0	0.07	0.22	0.0	2.34	11.2	0.47	0.0	0.09	0.0	0.42	0.48	0.0	2.19	2.12	2.24
Dpt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.37	0.0	0.0	52.47	0.0	0.0	0.0	0.0	0.12	0.23	0.13
E130309D14Rik	3.53	0.75	0.0	10.22	2.56	0.0	0.0	0.08	0.07	0.0	0.0	0.0	0.0	0.0	0.0	31.02	21.62	0.0	0.17	0.0	0.3	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15	0.0	0.0	0.0	0.0	0.0	6.81	2.39	2.59	22.12	25.86	22.76
Eif2ak3	0.0	0.0	27.74	0.0	1.0	2.71	0.03	0.0	0.0	1.33	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.73	0.05	5.61	2.28	27.86	0.24	0.0	2.64	3.08	2.43	4.48	3.22	17.74	18.16	18.66
Eps8l3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Fam43a	0.0	0.0	0.0	0.0	8.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	17.48	0.0	0.0	0.0	0.0	2.23	4.35	3.33	16.18	17.02	15.1
Fastkd1	50.73	5.57	40.43	0.3	3.74	0.69	0.39	0.23	2.66	0.44	10.8	1.05	38.61	3.2	0.49	0.6	1.23	3.6	1.49	1.62	3.1	2.35	0.34	36.21	0.23	17.27	21.46	0.1	0.89	5.85	83.09	9.75	1.86	18.97	5.25	5.54	8.99	8.55	14.56	12.68	11.06
Filip1	0.0	7.49	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	7.62	0.0	0.33	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.07	0.0	0.0	11.37	11.9	11.71
Fmn1	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.02	0.02	0.03	0.0	0.0	0.0	0.01	0.0	0.0	0.36	0.11	0.0	0.0	0.02	0.04	1.86	1.29	3.04	5.95	5.89	6.37
Ganc	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.0	0.0	7.95	0.0	0.17	0.0	0.0	0.0	0.05	0.0	3.89	0.0	0.0	0.0	31.37	0.0	2.68	2.85	3.03	6.25	4.81	5.11
Gm10640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.22	0.0	0.0	0.0	0.0	0.26	0.0	0.27	0.29	0.0	0.0	0.0	0.0	0.38	0.0	0.53	0.0	0.0	19.05	0.0	0.0	0.11	0.0	0.42	52.04	0.0	1.36	0.31	1.26	0.63	0.34	0.35
Gm14446	63.97	62.98	10.35	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	17.36	0.0	154.99	0.0	0.0	14.59	0.0	0.0	0.67	0.0	52.35	0.0	0.0	0.0	0.0	48.56	43.82	0.0	0.7	125.99	0.0	0.0	33.64	0.0	16.9	11.84	11.29	3.58	4.06	3.04
Gm16701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.42	0.0	4.38	0.0	0.0	0.0	0.0	0.0	67.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.56	0.0	0.0	0.0	97.58	0.0	3.0	7.29	5.42	3.46	3.06	5.03
Gm16907	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	2.64	33.54	0.0	0.0	0.0	0.0	0.0	0.13	0.0	2.63	2.42	2.68
Gm5087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.66	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.15	0.24	0.21
Gm7457	0.27	0.0	7.39	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.08	0.0	0.0	0.0	7.41	0.0	0.0	0.0	6.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.15	0.17
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hkdc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.03	0.0	0.0	0.0	0.0	0.43	0.3	0.0	11.92	9.82	10.09
Homer1	1.58	0.0	1.05	0.0	44.26	28.41	0.29	0.24	48.91	7.96	1.79	0.07	32.11	0.73	19.39	0.0	1.13	27.36	0.0	0.0	5.78	0.0	0.0	15.87	0.0	34.09	16.97	0.0	2.27	75.85	26.58	35.65	4.88	12.8	16.74	83.5	55.45	61.95	109.75	88.93	100.72
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hyal1	1.18	0.38	0.0	0.18	0.38	0.11	0.0	0.22	0.51	0.53	0.14	0.0	0.92	0.0	0.32	0.23	0.0	0.19	0.53	0.16	0.07	0.58	0.32	0.4	0.0	0.95	0.42	0.27	0.19	1.5	0.73	2.13	0.5	24.34	0.65	0.14	0.49	0.95	4.13	4.13	4.53
I830012O16Rik	0.28	0.0	43.63	0.0	72.95	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.13	119.41	0.0	0.24	827.14	188.28	0.0	0.0	0.0	4.81	4.47	3.2
Icos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.12	0.14	0.09
Il1r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.79	0.0	3.86	0.26	1.59	0.22	0.77	0.31
Inhbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.14	3.08	2.13	0.32	0.09	0.34
Ints2	0.0	0.0	0.0	0.0	0.0	0.0	0.98	4.36	0.0	9.54	9.68	0.51	11.63	0.0	0.0	0.0	0.1	13.84	0.0	0.0	0.0	0.04	22.84	0.0	0.0	0.37	0.0	0.0	20.26	11.27	51.35	0.0	0.0	0.0	0.0	5.68	3.27	3.13	13.72	12.66	13.28
Kalrn	7.43	0.3	12.3	0.11	12.56	1.33	0.82	0.19	0.27	3.34	4.22	0.54	1.09	0.5	5.84	0.05	8.61	0.29	3.42	4.69	0.05	10.91	9.47	1.06	0.81	0.1	5.47	2.63	9.15	23.62	18.89	9.74	17.87	15.36	15.36	17.99	18.67	18.98	250.25	239.88	249.16
Kcnj13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.2	0.0	0.0	0.0	0.0	35.35	0.0	0.0	0.0	0.0	1.13	0.52	3.42	2.3	1.75	2.07
Kcnj3	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	3.44	22.17	0.0	0.0	0.3	0.0	36.64	25.56	20.13	87.05	83.59	83.9
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Khdc1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0
Klhdc3	69.51	0.52	7.87	69.55	85.22	0.0	0.0	44.05	0.0	0.0	89.38	79.47	24.02	83.52	0.14	93.31	66.42	68.65	49.17	47.05	0.0	0.0	0.11	0.0	51.7	0.98	15.59	0.0	44.17	36.47	50.23	102.32	0.0	0.0	2.62	63.77	58.07	62.52	192.51	209.92	188.5
LOC626082	12.62	0.0	0.0	0.0	54.44	46.29	6.56	2.76	1.44	0.0	0.0	9.55	0.31	0.0	12.93	0.0	19.17	14.84	0.0	19.63	0.0	5.57	11.31	14.45	2.64	0.0	4.5	10.14	3.91	20.08	55.03	0.0	0.0	113.23	0.0	0.0	0.0	0.0	3.83	2.43	2.59
