	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_20	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_29	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_43	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_65	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_9	PvalbD.Slc32a1_tdTpositive_cell_17	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_39	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
9330020H09Rik	0.05	0.35	0.12	1.4	0.0	0.69	0.6	0.41	0.0	0.95	0.61	0.44	0.0	5.0	0.91	5.06	0.14	8.76	0.0	2.96	2.81	2.17	0.49	0.3	0.0	0.22	0.55	42.92	3.19	0.15	0.25	0.0	0.12	0.87	0.28	0.7	0.66	0.0	0.4	1.91	2.26	0.87	1.16	1.13	0.99
9330159M07Rik	0.5	10.57	0.34	0.36	0.09	2.55	0.61	2.11	0.79	1.42	0.6	2.38	29.62	1.49	2.33	1.42	0.19	40.85	0.8	15.34	6.23	3.77	0.99	1.59	13.84	18.4	3.31	33.66	19.68	2.08	1.91	1.51	0.17	23.64	1.87	5.57	1.97	0.38	0.33	2.71	1.27	0.69	2.6	3.03	3.62
9430038I01Rik	0.0	0.4	4.62	7.17	0.91	1.18	1.71	1.72	0.62	1.52	1.4	29.61	2.53	0.6	0.0	5.11	0.0	59.61	1.7	0.41	0.84	1.14	1.06	6.46	1.32	0.0	1.44	2.49	0.71	0.0	0.02	4.36	1.1	0.39	0.0	56.66	0.28	1.27	2.01	3.51	2.36	5.28	3.28	3.73	3.42
Abcc1	0.0	7.36	0.0	1.97	0.0	0.56	0.28	0.0	9.11	0.18	0.17	0.33	24.33	18.61	0.0	0.0	0.0	44.78	0.56	0.0	2.89	0.0	0.0	1.45	0.0	4.95	0.0	38.99	1.37	0.0	0.0	0.0	0.0	9.16	0.0	0.0	0.0	0.08	1.63	5.37	2.75	5.26	12.66	12.79	14.57
Aph1c	0.37	0.76	22.44	0.65	0.05	0.35	0.3	35.19	17.38	4.79	17.35	0.37	0.81	0.3	0.0	39.43	0.39	85.01	12.28	1.34	1.01	0.6	0.27	0.4	6.65	27.21	0.36	0.79	0.42	0.11	0.9	1.12	0.77	2.07	0.2	0.51	20.98	0.28	31.77	2.52	3.02	4.78	6.5	6.61	6.53
Arid3a	0.0	0.0	0.08	0.0	0.0	0.0	1.84	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.09	21.68	0.0	0.0	0.1	1.08	0.0	0.09	0.0	0.0	0.57	0.0	1.88	0.0	2.51	0.0	3.18	0.0	0.54	0.0	0.0	0.17	0.0	0.44	0.96	0.19	3.69	4.25	3.5
Bbs10	0.0	0.0	19.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	0.0	0.0	0.0	0.0	0.0	89.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.55	0.0	0.0	0.0	0.0	32.39	0.0	0.0	0.0	0.0	0.0	0.07	0.11	5.25	3.66	4.23	4.25	4.18
Bivm	0.0	0.0	11.33	17.67	0.0	7.19	10.27	25.68	0.0	55.17	11.72	38.61	55.0	0.0	0.0	0.0	23.68	213.65	23.16	0.0	48.64	46.69	0.0	18.35	0.0	31.89	0.86	76.26	55.81	22.71	0.0	0.0	32.95	0.0	17.55	60.56	20.06	1.51	9.32	11.22	17.26	16.45	17.32	16.38	16.43
Brf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15	0.0	0.0	4.78	0.0	0.94	0.0	3.08	0.0	0.0	90.35	0.0	0.0	0.0	0.0	39.88	0.0	1.82	1.51	44.7	4.3	1.36	9.44	0.0	0.0	0.0	0.0	0.0	47.62	0.2	0.0	0.35	2.71	1.37	6.43	35.27	37.61	35.3
C330013F16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Cap2	0.07	65.73	78.8	66.72	29.58	152.4	97.84	51.33	19.56	85.7	87.52	70.27	37.78	87.23	34.51	77.44	62.24	282.53	42.16	84.9	156.27	65.25	61.57	74.5	69.18	39.47	54.41	165.53	15.52	136.77	193.14	23.11	49.87	21.83	92.97	36.28	135.99	95.12	107.59	157.76	162.81	161.64	177.73	166.37	172.65
Capn5	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	6.28	0.0	0.0	0.0	0.0	64.38	0.0	0.0	8.16	2.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.36	0.0	0.68	0.0	0.0	0.0	5.84	2.71	1.72	34.6	32.35	35.1
Ccdc130	0.0	57.85	0.0	0.0	6.09	0.0	0.0	0.0	0.0	0.0	9.72	0.0	54.79	42.85	0.0	0.0	0.0	98.7	1.43	0.0	0.0	0.0	0.0	23.68	0.0	0.0	0.0	0.0	19.22	0.0	12.11	0.0	0.0	0.0	48.64	47.99	0.0	0.22	0.0	22.47	24.43	20.48	9.84	11.21	10.48
Ccdc141	0.0	0.0	1.64	0.0	0.0	0.0	0.0	0.0	0.0	24.22	0.0	0.0	0.0	5.35	0.0	0.0	0.0	24.29	7.22	0.0	0.0	0.0	0.0	19.87	0.0	2.78	0.0	0.0	0.0	0.0	15.36	0.0	0.0	0.34	0.0	0.0	0.0	4.72	0.0	2.19	0.05	0.0	7.78	7.48	9.07
Ccl21b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.2	0.0	0.0	47.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	0.0	0.0	0.0	12.41	17.98	0.96
Cd68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.53	17.72	18.6	12.02	13.74	13.65
Cdc73	0.0	0.21	0.0	5.76	0.0	0.0	14.41	0.0	7.28	0.0	0.0	12.69	0.0	23.0	0.0	0.0	0.17	115.64	0.0	3.79	21.61	0.0	0.0	22.83	0.0	14.16	0.0	0.0	12.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	6.02	11.96	8.58	21.56	17.71	20.43
Celf2	17.55	68.15	33.88	16.5	11.0	45.01	26.2	22.4	20.75	38.65	29.58	36.79	19.46	0.9	0.6	56.4	39.66	72.37	55.05	48.01	22.22	33.79	45.55	65.94	20.87	15.5	23.27	36.77	49.98	32.85	52.92	29.37	28.64	17.33	31.02	26.56	67.76	19.86	38.35	107.65	86.42	80.34	156.21	143.45	158.65
Clstn1	1.47	40.68	14.85	18.32	0.0	0.0	15.37	20.22	3.6	58.62	13.24	51.39	4.29	14.46	0.0	31.43	38.71	93.91	81.23	13.35	14.84	58.77	14.46	48.97	18.89	18.68	88.2	10.42	43.28	38.27	7.72	25.51	79.72	42.42	31.76	18.66	31.94	5.55	8.76	45.4	47.83	50.34	777.34	797.87	800.57
Cyp2u1	0.0	6.68	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.43	0.32	0.0	0.0	2.91	0.0	0.0	0.0	0.12	0.0	0.0	0.0	5.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	6.28	5.0	6.0
Dak	0.0	0.0	0.0	17.95	0.0	0.0	10.94	5.38	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.29	0.0	24.59	0.0	0.0	0.0	0.0	33.43	0.0	0.34	3.64	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.19	0.0	0.0	7.71	11.19	9.9	12.5	11.14	11.63
Dcdc2b	0.0	0.0	0.0	0.0	0.0	0.0	1.66	50.97	0.0	29.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.44	46.6	0.0	0.0	0.0	0.0	9.41	0.0	0.34	0.0	5.95	0.0	0.0	19.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.79	2.18	1.67	5.9	6.23	5.1	5.47
Def6	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.26	0.61	0.0	2.04	2.46	2.87
Dhx40	4.63	0.15	0.11	1.4	0.0	0.51	0.11	0.51	0.2	0.18	1.49	0.16	0.0	0.46	0.22	0.55	2.73	140.2	0.29	0.33	1.24	18.7	0.0	0.02	8.03	14.68	0.18	0.33	7.03	1.23	0.48	0.11	0.23	1.4	0.54	0.63	0.11	0.52	0.33	5.82	5.56	3.71	18.23	17.33	17.7
Dpp3	0.0	59.32	54.26	22.54	0.0	0.18	0.0	0.0	0.0	0.0	23.44	0.0	0.48	0.0	0.0	0.0	0.0	93.44	0.14	0.0	32.74	46.8	0.83	0.0	14.4	8.29	41.81	4.26	0.0	0.0	0.0	0.0	22.42	8.85	30.3	0.0	31.78	0.0	49.82	12.19	13.6	11.52	34.57	35.73	34.78
Dr1	0.0	33.29	0.95	0.0	13.54	14.7	0.0	3.5	0.0	12.3	0.0	8.63	0.0	0.0	0.0	0.2	0.0	60.75	0.0	0.0	0.34	6.56	0.0	0.0	1.85	0.0	0.0	20.77	0.24	21.38	0.0	3.09	0.0	0.0	1.71	0.0	0.0	0.0	0.0	3.0	2.34	7.65	41.32	40.01	35.96
Dusp13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.49	0.0	0.0	0.0	0.0	0.0	80.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.67	0.34	0.99	0.44	0.31
E130309D02Rik	0.0	0.0	0.0	0.0	0.0	0.0	7.46	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	75.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.19	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.77	2.65	2.83	20.56	22.19	21.61
Ehmt1	3.46	10.39	3.43	7.85	1.0	0.29	1.78	17.57	3.01	15.57	1.02	13.53	44.65	6.19	0.0	12.05	18.76	52.02	24.15	1.55	2.33	0.93	8.57	17.27	4.46	22.24	18.3	40.1	33.62	7.42	12.71	3.77	0.16	0.43	1.55	12.36	11.85	1.09	8.57	10.61	6.16	9.54	18.77	17.47	19.19
Eif2d	0.0	0.29	0.0	31.2	0.0	119.49	0.0	1.38	0.0	58.98	0.0	31.27	0.0	0.0	0.0	142.81	0.47	172.87	70.35	1.04	0.0	41.19	0.0	11.12	47.07	3.27	0.0	48.98	33.89	62.05	71.55	0.0	0.2	3.58	65.8	0.0	26.72	0.0	70.83	34.53	40.89	32.06	29.16	32.89	30.14
Eif3a	16.14	107.61	49.97	37.07	31.95	114.25	63.27	90.18	69.95	52.29	107.13	53.26	29.93	76.06	75.09	54.98	29.74	212.41	113.0	33.15	39.12	42.55	83.89	104.16	16.0	82.2	66.11	67.74	118.13	36.44	36.27	34.72	79.35	87.54	106.66	12.57	70.1	62.31	7.71	82.78	57.27	62.49	88.88	82.18	87.99
Emp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.44	3.37	3.26	4.05	3.53	3.48
Exd2	0.0	52.33	21.88	2.31	0.0	0.0	33.14	0.0	0.0	25.86	21.12	4.19	0.0	0.15	0.0	19.45	0.14	115.31	0.0	25.19	0.79	0.0	0.0	0.0	13.5	0.08	1.16	52.05	12.26	0.0	29.11	0.0	13.49	7.76	2.02	5.76	55.43	6.5	0.0	47.13	41.06	36.23	79.47	79.52	80.61
F420014N23Rik	0.45	0.68	0.74	0.65	0.0	0.93	0.46	2.39	0.0	1.42	0.49	0.28	0.26	0.21	0.0	0.0	0.96	36.78	0.25	0.28	0.66	1.06	0.31	0.58	0.0	0.18	0.7	13.37	15.8	0.24	0.18	0.35	2.75	1.03	0.0	0.88	0.83	0.0	0.4	1.8	1.5	0.45	6.44	6.02	6.05
Fam102a	0.0	37.03	17.96	0.0	0.75	0.0	0.08	0.0	0.0	0.0	14.91	0.78	11.0	0.0	0.0	0.0	0.0	62.59	0.35	20.64	0.99	30.7	0.0	4.33	0.0	3.2	12.74	0.0	1.41	5.18	0.0	0.0	22.12	16.72	1.35	0.48	0.0	0.0	0.0	7.09	9.31	12.42	58.54	63.37	61.87
Fam75d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02
Fga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
Fitm2	0.18	50.09	13.47	4.89	0.0	2.36	0.21	0.4	0.0	0.22	0.62	0.0	35.27	0.0	1.44	0.35	0.28	107.46	0.23	0.0	9.09	0.58	0.17	0.31	15.03	0.18	0.95	0.0	5.79	6.48	0.65	0.12	0.25	0.67	0.43	0.81	0.0	0.0	48.86	1.49	3.36	6.04	23.58	19.8	20.63
Gm10560	0.0	1.43	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.74	1.29	2.6	10.39	11.72	9.23
Gm14431	0.0	20.17	0.76	1.71	0.74	0.0	7.8	3.35	0.0	2.26	5.03	4.95	5.1	6.08	0.3	0.29	0.76	5.14	1.79	0.61	2.4	1.31	0.0	1.45	1.04	2.52	0.56	4.65	0.0	5.83	1.51	0.0	1.48	1.58	0.43	2.05	1.56	0.36	1.92	0.99	0.9	1.65	8.87	7.17	8.34
Gm15941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.19	0.11	0.1	0.17
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	1.27	4.28	1.89	1.73	1.86	1.4
Gm4133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5148	2.75	79.96	45.96	48.28	58.17	3.52	2.1	2.5	1.05	0.69	1.69	44.8	4.09	3.14	3.18	1.1	1.26	132.83	3.02	2.78	71.14	1.93	2.04	0.0	0.0	3.89	105.62	3.05	1.31	3.06	0.24	3.15	44.55	2.71	3.27	0.0	1.44	1.16	21.74	2.45	1.22	9.92	3.03	4.77	4.66
Gm5662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm6277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.33	121.48	0.0	0.0	0.0	0.0	0.0	79.55	0.0	0.0	0.0	16.41	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	75.8	5.57	4.69	3.49	6.07	6.14	6.94
Gm6568	0.24	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.53
Gm8898	0.0	20.17	0.76	1.71	0.74	0.0	7.8	3.35	0.0	2.26	5.03	4.95	5.1	6.08	0.3	0.29	0.76	5.14	1.79	0.61	2.4	1.31	0.0	1.45	1.04	2.52	0.56	4.65	0.0	5.83	1.51	0.0	1.48	1.58	0.43	2.05	1.56	0.36	1.92	0.99	0.9	1.65	8.87	7.17	8.34
Gm996	0.0	4.25	0.89	4.26	0.0	0.0	0.0	0.13	0.0	16.87	0.0	0.0	7.21	0.63	0.16	0.0	0.0	40.56	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	4.87	0.0	0.0	7.25	0.35	0.0	0.0	1.04	0.0	0.29	4.04	2.69	2.87	78.71	86.88	83.34
Gmeb1	1.16	5.54	4.0	1.94	1.55	2.49	4.57	2.64	3.53	2.86	2.69	2.74	2.48	2.88	3.98	3.86	18.93	69.26	3.35	17.59	13.76	22.52	1.74	6.07	3.65	5.57	4.79	3.38	6.51	7.44	11.3	4.1	12.32	17.38	2.48	1.96	9.89	4.1	2.23	12.73	12.08	10.51	9.63	7.72	9.84
Gng2	0.0	50.77	62.04	25.89	27.23	8.79	21.37	101.76	0.0	33.0	53.86	38.01	5.62	0.54	39.65	0.0	6.33	71.01	42.26	108.98	9.98	15.78	23.96	19.64	38.78	4.53	85.1	34.72	93.48	27.93	55.81	0.0	42.84	0.21	29.03	0.0	4.57	6.84	46.39	101.51	114.79	102.96	141.05	136.02	140.77
Gpr31c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.11
Gsg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	28.96	0.0	0.0	0.0	0.0	0.0	2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.24	0.29	0.92	0.62	1.1
