	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_38	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_106	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_121	Htr3a_tdTpositive_cell_123	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_51	Nr5a1_tdTpositive_cell_31	Nr5a1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_24	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_69	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_73	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_105	Rbp4_tdTpositive_cell_107	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_129	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_155	Scnn1a.Tg3_tdTpositive_cell_64	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
8430436N08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
A330050B17Rik	2.96	3.17	1.04	8.3	4.72	9.8	4.17	25.51	4.14	5.98	24.93	1.61	2.16	1.34	9.35	3.05	4.23	2.34	14.63	3.66	0.41	4.06	0.45	1.63	5.23	1.38	4.64	4.9	1.85	2.7	3.94	4.82	5.04	8.51	10.68	3.2	6.0	5.48	0.16	1.31	1.28	8.66	0.63	5.07	70.46	3.87	4.61	4.55	6.57	7.62	0.66	2.58	3.41	2.15	2.67	4.2	4.85	5.11	2.04	3.9	5.75	2.08	9.69	1.13	0.86	1.83	24.07	4.99	4.82	5.88
A930011O12Rik	0.94	10.02	6.23	47.14	0.48	1.53	0.69	4.11	15.67	0.0	8.71	0.89	51.74	1.53	69.77	38.22	59.63	13.1	1000.92	3.33	0.09	42.81	47.98	43.74	4.15	9.83	2.28	93.06	19.98	0.25	9.22	71.77	1.32	0.13	89.87	6.12	122.87	14.61	0.0	19.19	4.26	0.19	4.85	12.72	244.48	106.5	1.06	55.71	84.45	92.83	0.0	44.45	50.05	24.23	35.08	25.95	22.37	11.39	17.81	4.34	22.41	0.0	2.4	0.0	95.13	36.75	0.92	130.41	125.17	129.06
AA388235	0.66	1.03	0.27	0.28	0.34	1.48	1.04	1.23	0.41	1.1	1.16	0.59	0.4	1.17	0.45	0.41	0.91	0.2	2.09	1.02	0.36	1.33	0.0	0.2	0.86	0.51	1.86	1.76	0.27	0.9	0.2	0.39	0.25	0.66	1.26	1.17	1.89	0.52	0.09	0.09	0.49	2.05	0.15	0.09	1.9	0.4	0.56	0.0	0.45	0.66	3.66	3.41	0.73	1.84	12.45	0.98	2.94	0.26	0.56	0.44	0.51	0.49	0.39	0.45	0.08	0.12	0.4	5.36	5.48	4.74
Acbd3	0.0	15.2	0.0	15.7	0.0	3.4	31.7	0.0	0.0	0.0	0.0	0.0	0.0	70.11	0.0	0.0	0.0	0.0	11.11	0.0	0.0	0.0	78.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.64	0.0	0.0	0.0	16.01	107.78	0.0	0.0	9.15	0.0	0.0	0.0	0.09	36.89	119.56	0.0	4.34	0.0	107.54	20.53	0.0	16.59	5.36	3.18	4.02	5.33	8.37	5.83	8.37	0.1	26.76	0.07	6.88	0.0	5.23	0.0	0.0	29.33	28.12	26.51
Ajap1	0.0	43.76	0.0	0.0	0.0	8.73	61.68	0.11	11.88	0.0	0.0	21.86	0.0	0.0	0.0	4.17	1.78	0.0	23.98	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.68	0.0	0.0	23.5	0.0	0.0	20.85	1.47	0.1	1.02	114.2	0.0	16.99	23.89	1.33	0.0	0.0	6.35	1.03	2.35	0.0	1.46	1.69	2.83	13.19	0.0	0.18	0.0	0.0	0.0	0.0	0.0	29.77	35.82	40.06	38.04
Anks3	0.0	0.0	4.5	36.31	18.29	0.5	0.0	19.18	1.73	0.0	0.0	0.0	0.0	31.63	92.78	10.76	0.0	0.0	30.51	0.0	207.92	1.34	0.0	67.03	0.0	0.76	0.0	37.67	0.0	0.18	2.52	0.0	48.76	0.21	29.13	0.0	4.41	0.0	0.0	0.0	5.31	17.47	4.45	0.71	37.63	68.21	0.0	16.33	98.96	0.34	1.08	19.92	4.87	14.27	11.01	4.58	6.03	0.0	0.0	0.0	0.0	0.0	20.68	0.0	2.7	0.0	0.0	32.83	31.43	32.21
Appl2	0.22	0.0	0.0	0.0	44.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.72	1.04	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.52	9.51	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.8	67.67	70.7
Arhgap40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.41	0.5
Ascl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75	7.22	6.65
Asphd2	0.0	0.0	0.0	0.0	0.0	0.0	0.28	57.26	82.1	0.0	18.51	0.0	0.0	0.0	0.0	0.0	198.57	0.0	159.65	1.27	0.0	0.16	0.0	0.0	112.65	0.0	31.43	47.6	78.99	0.0	41.18	0.0	0.0	7.71	0.0	31.47	0.0	0.0	0.0	0.0	151.35	54.51	0.0	0.45	147.78	18.22	20.53	30.28	0.0	0.0	0.0	44.55	45.11	31.72	36.32	32.82	18.67	0.0	0.0	0.0	0.0	17.4	0.19	0.0	114.66	0.15	0.0	116.67	127.13	119.28
BC057022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.67	11.32	9.23
Brwd3	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.47	0.0	0.0	28.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	1.44	0.05	0.0	0.0	23.19	15.72	15.04	1.34	0.0	22.7	0.0	0.0	4.72	0.0	7.79	2.11	1.39	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	4.98	3.43	4.99
C1qtnf3	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.1	0.08	0.17	0.12	0.26
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Cald1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.01	17.05	18.07
Car11	1.81	46.16	0.0	0.0	0.0	15.46	0.0	0.23	1.78	0.0	2.28	0.2	0.0	2.21	0.0	5.5	67.62	0.28	42.82	0.0	0.0	54.18	0.0	42.03	0.0	0.0	102.25	5.45	12.64	8.45	6.04	0.0	60.03	0.37	145.67	36.81	11.95	0.0	0.0	1.11	0.0	55.23	6.37	0.99	49.34	2.38	28.58	48.05	32.93	4.77	0.0	39.99	4.89	16.27	59.23	15.84	7.13	0.0	22.93	33.44	0.0	0.0	2.1	0.0	0.0	0.0	34.27	214.47	236.01	224.75
Cbx6	7.21	10.22	2.21	0.0	0.0	8.09	0.0	0.36	3.51	0.79	3.33	4.77	2.13	1.32	3.79	3.53	4.08	0.0	15.79	1.45	0.0	12.99	0.0	5.88	0.08	2.0	0.31	0.0	14.05	0.48	0.12	0.0	0.0	9.03	22.56	2.57	7.58	28.88	0.0	0.06	0.25	10.54	4.61	0.7	18.1	0.95	7.13	0.0	6.26	1.68	0.0	5.0	3.05	6.91	1.85	5.38	6.7	0.0	2.81	43.32	0.0	0.0	1.93	0.32	2.93	0.0	0.32	221.26	219.29	227.16
Ccdc3	0.0	0.0	0.0	0.29	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.66	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.81	0.0	54.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	0.0	0.12	0.0	0.26	0.0	0.09	0.0	0.0	0.0	0.0	0.0	11.29	11.62	12.69
Ccl21c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	6.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	0.0	0.0	0.0	0.0	21.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.58	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.16	0.0	3.08	0.0	8.15	0.0	0.0	0.0	0.0	14.32	2.51	1.59	0.0
Cd200r3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Cd74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.21	6.13	6.07
Cd84	5.38	5.18	2.76	8.1	12.7	13.87	6.75	0.2	8.13	15.2	2.82	2.03	5.53	23.15	7.05	6.24	22.22	23.36	41.14	7.46	81.24	5.94	5.88	2.25	31.93	2.81	5.64	5.47	9.8	6.45	1.69	9.82	4.91	17.56	18.62	32.28	20.02	6.27	2.85	0.28	8.0	8.26	2.82	5.17	26.4	40.51	11.13	27.18	27.24	15.17	0.45	13.52	6.15	5.78	8.49	8.96	8.97	9.27	3.46	4.85	0.43	1.52	2.15	7.52	0.09	1.11	7.31	9.91	7.33	10.44
Cdc42bpb	0.66	4.91	0.0	0.0	0.0	1.56	0.32	0.0	0.11	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.29	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	2.93	0.0	0.0	0.0	0.0	0.03	0.0	0.0	3.02	0.0	0.0	0.05	1.5	2.15	0.3	5.64	0.05	0.0	10.07	1.03	0.0	0.0	1.72	4.01	1.29	1.71	0.3	0.66	0.0	0.13	17.93	0.0	0.56	0.0	0.0	0.0	0.0	0.0	81.28	84.68	83.31
Cep76	0.0	0.0	26.17	0.0	12.28	4.04	0.55	15.63	37.75	2.49	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	10.33	0.6	0.08	0.19	0.0	0.0	0.0	0.06	0.16	0.19	0.0	0.0	0.08	36.23	0.0	0.0	0.12	0.14	0.0	0.07	0.0	0.0	0.0	1.57	0.22	0.0	59.7	0.14	0.18	0.13	26.42	0.0	0.12	3.25	3.59	0.71	4.52	1.37	4.42	0.3	0.15	0.0	0.07	17.17	0.0	0.0	0.0	0.0	0.12	5.28	5.2	4.94
Cerk	0.42	37.17	0.0	0.34	0.0	5.17	0.0	36.02	0.0	0.0	1.54	0.0	0.0	0.0	0.87	0.0	0.0	0.0	1.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.01	2.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	1.9	0.0	0.82	0.0	0.0	47.73	6.61	0.0	6.52	0.0	0.0	0.0	0.08	0.0	0.68	0.0	0.37	2.35	0.63	21.35	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.65	36.5	40.33	41.09
Chst8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24	0.0	0.0	44.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.25	171.12	0.0	0.0	0.0	0.0	31.33	102.43	2.82	0.0	0.0	0.0	0.0	0.0	4.01	6.74	3.02	0.33	0.29	0.87	0.0	2.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7	12.51	12.82
Clec16a	0.61	24.8	0.0	0.0	0.0	17.09	0.0	1.3	0.15	4.64	7.84	0.31	0.0	0.0	24.99	0.0	7.38	0.0	39.44	0.0	0.0	0.0	0.0	0.0	4.97	0.0	0.0	0.67	0.0	0.0	1.61	7.03	0.08	5.31	27.17	3.04	0.08	13.61	5.17	0.05	14.29	44.45	33.85	5.87	7.32	23.86	40.02	1.38	7.73	0.8	0.0	19.67	14.1	16.82	8.01	15.68	12.91	2.86	11.64	0.0	0.0	0.38	0.09	0.0	0.0	0.0	0.0	41.91	40.8	43.19
Cltb	18.57	128.07	35.47	35.3	20.03	34.59	3.94	90.89	3.69	0.0	0.0	1.62	34.12	208.3	41.3	39.09	39.17	0.0	139.48	56.74	470.0	55.04	100.54	121.9	0.0	0.0	44.57	98.86	0.0	57.01	23.07	94.28	1.88	66.85	129.63	0.36	86.06	66.63	0.0	84.84	40.62	58.55	0.0	56.39	267.0	13.15	71.32	43.0	86.61	0.0	0.0	32.97	9.46	63.43	48.55	34.39	40.97	0.83	59.42	47.53	0.0	0.0	67.81	178.73	3.14	0.0	12.54	166.94	177.81	165.99
