	Calb2_tdTpositive_cell_58	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	PvalbF.Gad2_tdTpositive_cell_21	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_23	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Akap6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.95	20.99	28.99	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.66	33.48	31.15	31.27	29.55	22.65	71.25	63.96	73.31
Aldob	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.46	1.78	0.0	2.9	2.95	3.41
Ank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	33.17	66.69	40.18	0.19	0.18	0.0	0.0	0.37	0.0	3.01	0.0	0.0	0.0	0.0	0.0	0.34	0.0	37.09	59.72	82.91	72.07	85.48	72.4	73.16	150.55	151.95	144.31
Apip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.13	117.75	114.88	0.0	0.36	0.0	0.0	15.98	0.0	0.0	0.0	0.0	0.0	0.0	58.42	0.0	0.0	0.0	138.72	64.81	70.19	52.65	82.82	62.0	18.87	17.68	18.69
Arl16	1.85	2.37	1.0	3.94	62.62	0.47	0.91	5.43	9.85	124.22	0.71	33.34	8.69	11.72	2.54	4.41	3.02	0.32	0.44	4.27	2.31	0.0	2.24	1.11	1.94	1.26	4.52	48.59	31.53	41.82	38.0	27.98	38.36	21.27	19.89	19.8
Armcx4	0.16	0.33	0.0	0.47	0.1	1.21	0.1	1.01	0.1	0.02	0.19	6.0	0.99	0.0	0.09	0.0	0.15	0.06	0.02	0.91	0.16	0.49	0.24	0.39	0.0	0.0	0.53	0.29	6.53	3.87	1.55	1.29	2.13	23.98	21.4	24.53
Armcx5	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	138.56	14.7	0.24	0.0	0.0	0.0	0.23	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.83	43.8	21.13	51.92	43.36	33.31	25.02	25.6	25.33
B230119M05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.19	0.21
B4galt6	0.87	1.62	0.67	1.39	0.7	0.96	30.53	102.53	1.64	29.11	32.93	35.33	2.92	5.41	0.69	1.39	90.25	1.02	2.24	44.02	52.47	0.57	3.54	1.27	153.47	0.76	0.68	25.93	39.19	18.51	28.35	23.5	24.13	78.47	74.46	73.74
Bcl7b	0.0	15.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.26	0.0	29.15	0.0	0.0	0.0	0.0	0.0	0.21	37.82	0.0	0.0	12.13	0.0	0.0	0.0	0.0	0.0	37.43	15.71	21.66	19.62	27.02	34.45	50.31	58.65	53.83
C330008G21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17
Ccl27b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	27.72	9.42	20.62	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.27	74.98	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Cd300lb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.04
Cdc27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.91	24.33	27.37	16.21	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	19.35	241.26	0.0	0.0	0.0	0.0	0.0	18.37	21.81	8.41	16.12	12.83	15.38	29.52	27.72	29.59
Celf5	0.33	0.0	0.0	0.18	0.11	0.19	0.5	0.31	0.82	12.09	26.6	24.53	0.45	1.46	0.0	0.0	1.04	0.15	0.07	0.0	0.0	0.0	0.23	0.0	0.14	0.0	0.0	26.27	23.22	32.23	60.86	52.96	57.82	163.01	160.05	172.09
Cep76	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.79	1.97	0.18	2.85	0.24	0.14	1.52	0.0	0.0	0.15	0.15	0.0	0.0	0.19	0.0	0.69	0.0	0.0	0.63	3.63	3.82	4.52	1.12	1.37	4.42	5.28	5.2	4.94
Chd5	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.91	2.54	7.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	7.02	6.97	4.68	3.63	4.74	3.54	101.81	99.86	105.46
Cops4	0.0	820.39	0.0	971.1	150.04	189.24	0.0	0.0	0.0	152.18	0.09	274.56	1.18	0.56	0.0	0.0	0.0	0.0	0.11	0.27	808.01	0.0	0.0	11.8	0.35	0.0	116.54	267.55	261.28	281.2	317.74	305.62	292.57	75.79	82.19	78.53
Coq10a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.34	15.23	15.01	11.09	13.48	16.38	27.62	29.36	27.88
Cpeb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.96	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34	3.58	6.71	5.5	2.0	2.02	37.98	38.31	37.55
Crmp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.03	0.12	46.66	0.0	0.11	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.23	59.2	39.2	34.61	57.75	46.04	157.11	177.02	162.66
Cst3	28136.64	66199.78	54799.87	54350.96	61505.62	0.73	26357.07	64380.72	32254.6	126.34	447.64	471.62	59768.12	79037.77	54056.74	72522.19	67515.86	70378.51	72390.07	61052.51	80478.24	68326.69	95318.24	42183.43	75159.39	84616.84	72517.08	360.58	479.31	638.95	353.49	361.27	348.24	1961.51	2186.93	2204.12
Dcaf7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.39	69.24	29.98	15.12	0.0	0.0	0.0	0.0	0.06	0.0	0.08	0.0	373.62	97.75	0.0	0.0	0.0	0.0	18.3	11.97	14.24	18.57	13.79	18.16	130.19	133.24	130.66
Dnajc19	0.0	0.0	0.0	0.0	0.0	130.16	0.0	770.18	34.88	24.34	0.73	301.99	0.0	0.52	0.0	0.0	2.09	235.81	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	758.71	166.82	111.95	136.77	150.6	140.38	183.02	43.58	42.33	44.3
Dnajc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.74	53.24	8.34	364.49	0.09	0.0	0.0	0.0	0.19	0.1	0.0	0.0	854.09	0.0	108.53	0.16	0.0	0.0	55.96	58.85	62.92	63.56	55.8	65.99	219.2	212.24	218.29
Exosc7	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.89	150.04	115.88	176.38	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	710.64	149.05	124.84	238.04	190.14	214.63	193.35	27.06	32.18	28.23
F8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.52	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	3.26	8.27	1.32	2.22	1.82	15.63	17.23	15.89
Fam166b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	1.2	0.69
Fam186b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.11	0.0	1.11	1.02	1.08
Fam71d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	1.41	0.0	0.05	0.12
Fam71e1	0.0	0.0	0.0	65.37	0.0	0.0	0.0	0.0	0.0	8.21	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.24	1.11	0.0	1.72	4.44	4.63	6.0
Furin	0.0	0.0	0.0	23.32	0.0	0.0	0.0	0.0	0.0	0.0	1.34	1.91	28.83	0.15	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	1.21	1.51	0.71	0.74	2.73	18.09	20.87	17.74
Gak	0.0	61.15	0.0	0.0	3.12	0.0	0.0	0.0	0.0	1.39	0.13	12.08	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.97	0.0	0.0	0.0	3.03	0.56	22.11	11.09	8.45	8.37	14.87	15.24	65.57	67.73	67.97
Gm13306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	27.72	9.42	20.62	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.27	74.98	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm16062	0.0	0.0	0.0	0.0	0.0	0.0	5.19	0.0	0.0	9.19	0.0	18.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.81	0.0	0.0	41.67	10.7	12.96	18.19	12.94	9.13	2.96	1.16	2.15
Gm17365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.16
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	12.97	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81	2.35	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Gm2506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	27.72	9.42	20.62	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.27	74.98	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm5108	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.18	3.29	7.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78	3.02	3.2	2.41	2.78	4.2	5.31	3.56	5.9
Gm6150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.03	0.03
Gm9920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.01	0.87	0.0	0.0	0.81	0.0	1.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	2.11	1.09
Got2	0.0	0.0	0.0	0.0	0.0	0.0	35.58	0.0	0.0	137.35	26.68	55.29	239.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	117.06	0.0	0.0	79.96	62.65	48.89	33.07	53.9	48.45	250.3	263.52	251.13
Gp1ba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.87	0.51	0.49
Gpbp1	30.26	0.0	0.0	0.0	0.0	27.4	0.0	0.0	0.0	35.66	70.76	39.12	0.0	0.09	0.0	1.68	263.4	0.48	23.53	0.0	415.65	0.0	0.0	0.0	756.21	0.0	177.98	98.64	79.16	75.43	121.55	80.7	87.81	65.89	57.48	61.59
Grb10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	0.74	1.05	0.43	0.79	28.2	25.18	23.92
Hdac5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.81	0.04	4.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.16	0.0	5.22	2.59	0.83	1.17	1.8	1.27	101.76	107.17	98.05
Hist1h4k	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	2.5	5.71
Hnrnpul2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.07	0.0	11.37	6.69	0.0	0.0	0.0	11.27	1.31	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	1.97	12.42	16.88	15.27	14.73	7.79	13.19	123.85	124.17	120.5
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	12.97	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81	2.35	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Iqcc	27.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.8	3.97	0.12	0.0	0.0	0.36	0.0	0.0	0.0	1.12	2.13	0.0	0.0	0.0	0.0	1.14	0.0	0.0	8.6	33.67	13.86	13.45	17.62	22.67	15.23	13.67	14.89
Itpr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	46.38	15.11	22.39	0.0	0.06	0.0	0.0	0.0	0.07	0.0	0.0	157.43	0.0	0.0	0.0	0.0	0.0	0.0	22.96	44.4	36.46	64.04	43.81	49.96	211.99	196.39	212.52
Jsrp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.13	2.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	4.44	0.0	0.55	0.95	0.0	6.49	6.12	6.42
Kcnc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.03	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	0.06	1.28	0.58	2.22	1.84	58.25	63.26	64.17
Klhdc8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.14	0.18	0.0	0.55	0.15	0.0	0.35	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.08	0.32	10.79	11.57	10.51
Lrp11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.21	1.04	36.51	0.2	0.0	0.0	0.0	0.0	0.1	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.33	36.66	4.92	54.48	41.87	36.34	152.32	157.73	150.59
Lsm2	0.0	2.75	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	0.0	0.0	11.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49	13.42	29.7	4.69	3.08	2.08	13.31	14.55	14.75
Magi3	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	11.27	0.56	7.9	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	1.04	0.77	1.37	1.99	1.83	28.15	24.58	29.89
Mak	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	3.84	4.13	6.41	3.75	3.25	3.2	2.93	3.16
Map2k5	0.0	7.97	0.0	0.0	0.21	0.0	0.0	0.0	0.0	76.0	14.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.04	23.36	5.89	4.78	8.73	6.64	31.86	34.97	30.94
March11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.65	0.59	1.81	1.37	4.13	4.92	4.79
Max	0.0	57.34	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	11.58	9.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.89	18.53	20.9	57.92	60.81	46.8	57.53	59.66	53.42
Mcfd2	0.0	0.0	51.84	0.0	0.0	420.21	0.0	0.0	0.0	257.93	717.75	74.33	1118.12	0.47	0.0	0.0	0.57	0.52	433.52	0.23	0.0	1704.02	27.17	0.0	842.19	772.3	0.0	184.43	223.94	182.34	174.52	197.85	208.13	65.23	65.57	62.47
Mcm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	11.34	0.0	4.23	2.64	0.72	3.36	3.63	3.77
Med24	0.0	33.78	0.0	0.0	0.0	0.0	0.0	0.2	0.0	34.99	19.16	17.47	0.0	0.0	0.0	0.35	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	23.97	22.35	15.41	30.05	31.86	36.61	78.92	82.09	85.89
Mrpl28	0.0	660.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.41	0.29	272.06	0.66	0.31	0.37	0.0	1.87	0.68	0.0	0.45	0.0	0.0	0.0	0.0	0.59	0.0	0.0	311.5	238.35	296.17	251.92	270.6	295.29	60.03	58.96	58.62
Mrps6	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	108.21	0.0	49.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88	0.0	0.0	0.0	0.0	0.0	0.0	3.4	114.09	60.58	27.6	6.88	35.91	48.48	43.06	46.16	40.7
Mtpap	0.0	0.0	9.15	0.0	0.0	0.0	0.0	0.0	0.0	47.32	2.19	54.54	0.26	0.0	0.0	6.83	0.0	0.0	0.07	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.66	78.47	61.54	65.43	66.38	53.09	24.32	22.69	21.7
Myh10	0.0	5.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.52	30.96	20.89	0.0	0.0	0.0	0.0	0.0	272.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	28.91	17.25	16.96	23.64	23.51	21.14	136.61	130.54	138.14
Ncrna00086	0.39	0.15	0.15	0.0	0.14	0.0	0.0	1.33	0.87	0.41	0.05	6.36	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.82	5.16	5.86	8.24	5.93	5.49	3.84	19.62	20.09	19.86
Nepn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Nmnat1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91	2.3	20.09	12.72	9.77	25.41	7.54	6.2	6.36
Nox4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.06	0.0	0.06
Nudcd3	11.15	0.0	0.0	0.0	10.68	8.8	0.0	0.0	10.47	126.2	69.39	17.01	0.34	0.08	0.0	0.0	15.37	0.09	26.71	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.26	35.7	49.64	75.61	67.65	85.64	97.11	97.88	95.66
