	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_20	Htr3a_tdTpositive_cell_96	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_1	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_66	Ntsr1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_99	Rorb_tdTpositive_cell_43	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_23	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_43	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Cdhr3	16.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	1.16	1.1
Chrm1	6.42	9.02	32.04	11.88	2.04	16.42	29.82	6.88	4.99	0.17	13.62	1.19	43.46	32.22	0.66	6.96	8.05	4.08	46.12	14.7	65.8	2.27	10.1	1.1	12.35	7.59	13.93	11.21	15.88	18.32	13.36	22.61	15.72	5.36	11.82	12.92	21.47	2.85	10.12	0.47	2.25	22.03	18.88	20.79	75.01	77.79	71.99
Cib1	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.93	0.0	0.0	0.0	0.0	0.0	0.0	3.6	13.74	0.0	0.0	0.38	3.03	0.44	0.0	3.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.59	20.52	20.1
Cln6	23.36	0.0	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.66	1.08	0.0	29.16	0.0	0.0	34.16	0.0	0.0	30.32	0.0	0.0	0.0	0.0	0.0	1.11	2.33	3.09	2.11	4.09	0.0	0.98	5.44	0.0	64.35	0.0	0.0	0.0	72.16	0.0	0.0	10.9	12.43	11.86
Col12a1	0.0	0.05	0.0	8.11	0.78	0.0	0.0	0.0	0.0	0.0	7.79	0.07	0.0	0.0	0.0	0.0	0.3	0.0	0.71	12.24	0.0	0.71	0.64	0.0	0.0	0.0	0.06	0.29	0.0	0.33	2.97	2.41	2.28	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.03	0.0	0.0	2.81	4.46	4.12	4.34
Cst7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.21
Ctif	0.0	12.99	0.0	0.0	12.51	20.64	0.21	4.02	0.19	0.0	0.0	0.0	0.0	1.54	0.83	0.2	2.94	0.54	0.08	54.42	0.05	0.51	0.18	0.3	1.77	164.26	4.46	1.6	2.18	9.33	3.04	3.86	3.07	0.0	0.17	19.12	0.05	0.0	0.2	0.0	0.37	8.49	0.14	2.18	34.21	33.23	35.9
Dgki	0.0	1.18	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.22	0.0	0.67	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.56	2.48	2.73	3.22	1.48	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	28.75	22.89	30.48
Dhtkd1	0.0	0.0	0.0	121.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	28.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.08	1.26	1.86	0.0	0.0	7.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.07	5.77	7.04
Dspp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Dusp4	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	0.0	0.0	0.0	0.31	0.0	0.0	0.74	0.0	0.98	0.0	0.25	0.57	1.43	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.36	11.55	9.25
Dusp7	97.16	0.51	55.3	3.23	19.28	0.0	0.0	39.22	2.39	0.22	0.1	0.0	2.4	7.27	0.0	0.0	0.48	41.81	74.02	24.98	87.76	35.23	122.53	79.54	3.07	0.0	8.44	15.98	11.22	11.35	8.81	8.55	10.99	0.1	48.9	2.87	5.09	22.09	2.21	20.22	11.39	17.29	0.0	26.2	56.88	61.62	57.76
E030018B13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
E2f5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.75	0.0	0.0	0.0	0.0	0.26	0.19	0.0	0.0	0.0	0.0	43.28	0.0	0.0	0.0	0.0	0.0	0.0	4.56	2.16	13.3	8.7	7.77	4.98	6.03	0.0	0.0	0.0	0.65	4.45	0.0	0.0	0.0	0.0	0.0	0.0	12.39	13.28	11.86
Eed	0.0	52.51	54.79	0.0	24.86	0.0	82.74	0.0	0.0	394.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4	0.65	140.43	0.0	0.0	0.0	105.46	0.0	0.0	19.43	4.64	20.15	0.29	8.82	3.36	9.68	0.0	3.55	0.0	0.0	0.0	0.0	0.0	8.02	0.0	0.0	0.0	16.7	17.13	15.39
Eml4	0.2	0.32	0.06	0.4	55.1	0.15	8.69	0.03	1.17	0.0	0.79	0.0	0.07	2.68	0.51	8.03	0.3	0.31	0.6	63.28	4.07	19.03	3.39	0.0	0.45	0.0	6.32	2.28	8.05	4.48	7.57	4.27	4.78	0.19	0.27	0.17	52.87	0.23	0.0	0.17	0.0	0.05	0.24	0.53	21.41	19.76	22.34
Epb4.1l2	0.0	0.0	0.0	0.96	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.75	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.87	0.0	0.27	0.28	2.23	1.61	0.0	0.0	16.8	0.0	0.0	0.0	0.0	0.0	0.0	18.22	0.0	59.07	54.45	62.09
F2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55	0.0	0.1	0.0	0.05
Fam19a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.04	0.0	0.0	0.0	0.0	0.0	0.0	82.17	0.0	0.18	0.47	0.42
Fbxo31	0.0	1.86	0.45	9.56	0.65	0.0	0.0	1.12	50.83	0.0	0.0	0.0	0.09	2.72	0.51	2.6	4.78	0.09	0.1	31.53	0.0	8.27	2.57	0.0	0.0	0.0	4.4	3.93	7.46	7.0	12.09	10.43	6.96	9.23	0.0	7.11	0.0	0.05	21.02	0.0	26.25	0.05	3.2	0.0	76.48	83.05	77.59
Fras1	7.69	0.0	0.0	14.04	33.72	0.0	3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.93	44.48	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.3	0.0	0.0	0.0	0.12	0.46	0.0	0.0	0.01	0.0	0.0	9.06	8.51	9.72
Gga1	0.43	0.0	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.43	0.46	0.0	14.4	0.0	0.0	0.0	0.0	0.0	0.0	2.24	0.57	0.33	4.68	1.47	1.02	0.91	0.0	1.59	0.47	0.0	0.0	0.0	0.0	2.2	0.0	0.49	0.0	52.2	55.13	54.96
Gm13083	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	4.24	0.0	0.28	0.17	0.0	0.33	0.42	0.29	0.0	1.04	0.25	0.77	0.0	0.0	0.0	0.0	0.15	0.23	0.14	0.0	0.12	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.32	0.15	0.25
Gm14405	0.0	0.0	0.0	6.1	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	4.18	0.0	0.0	0.0	39.04	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.18	0.48	0.0	0.19	0.45	1.29	0.0	0.0	0.24	0.0	0.0	0.18	0.0	0.0	0.0	0.15	4.54	0.62	1.38	1.14
Gm14431	0.0	1.13	1.23	0.13	3.2	0.0	0.09	5.13	0.16	0.0	0.21	1.02	2.71	0.48	0.0	0.0	2.38	0.62	2.14	13.46	0.85	0.0	1.68	0.0	1.11	0.7	1.14	0.53	4.2	0.72	0.99	0.9	1.65	2.13	0.91	0.0	0.0	0.0	3.76	0.0	0.37	3.49	0.5	4.48	8.87	7.17	8.34
Gm1574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0
Gm8898	0.0	1.13	1.23	0.13	3.2	0.0	0.09	5.13	0.16	0.0	0.21	1.02	2.71	0.48	0.0	0.0	2.38	0.62	2.14	13.46	0.85	0.0	1.68	0.0	1.11	0.7	1.14	0.53	4.2	0.72	0.99	0.9	1.65	2.13	0.91	0.0	0.0	0.0	3.76	0.0	0.37	3.49	0.5	4.48	8.87	7.17	8.34
Gpr124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.04	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.27	0.0	8.61	8.33	8.32
Gstm4	66.02	0.38	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.09	60.2	0.0	0.0	0.0	0.0	0.0	0.0	10.01	1.88	0.0	5.82	3.59	5.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.76	12.91	11.48
H2-Q10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0
H2-Q9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.34
H6pd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.8	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.18	0.0	5.16	0.44	1.8	1.82	0.0	0.0	3.44	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	5.46	5.42	5.86
Hcrtr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	5.44	18.08	3.61	4.64	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	2.83	2.99
Hells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.23	0.0	0.0	0.0	0.0	0.0	0.0	1.89	1.52	0.11	0.07	0.59	0.46	0.69	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	1.51	2.06
Hey1	50.39	37.03	0.0	0.0	57.24	0.0	10.98	60.89	0.0	0.0	0.31	0.0	0.0	27.42	0.15	0.0	0.0	19.94	0.0	117.26	0.0	17.07	0.0	0.0	16.51	0.0	4.24	0.0	3.08	0.54	1.39	1.26	5.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	1.06	63.38	62.86	55.62
