	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Arhgap29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	6.23	5.74	15.25	12.61	13.94
Arhgap4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.21	3.23	3.34	3.76
Arhgef1	0.78	0.0	0.0	0.42	0.0	0.0	0.0	79.16	2.77	0.3	0.32	0.88	0.0	0.0	0.45	1.08	1.94	0.0	0.0	0.35	0.09	0.0	0.0	0.16	0.0	0.0	0.0	1.28	1.89	0.64	45.39	45.58	47.1
Arhgef9	15.84	0.0	34.37	51.67	23.13	0.0	33.06	57.17	0.0	0.0	108.79	47.22	12.96	2.85	12.83	22.56	0.0	9.14	0.18	2.84	8.77	12.82	30.1	58.5	0.0	0.51	44.89	67.19	52.31	40.75	220.51	209.27	213.67
Aste1	0.0	0.21	0.0	0.0	0.0	0.0	0.0	95.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.77	0.0	0.0	0.0	0.0	50.59	5.33	0.0	0.0	62.17	4.89	6.5	4.09	5.86	5.03	6.46
Atp9b	4.61	0.0	0.0	0.0	0.0	0.0	4.02	168.39	0.08	0.0	0.0	0.0	12.1	0.05	14.04	0.0	0.0	0.0	0.0	1.24	0.0	20.09	0.0	0.0	2.17	0.0	0.0	7.5	6.46	6.32	36.48	36.02	38.24
Bai2	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.05	0.29	0.0	0.19	0.0	0.0	0.0	0.18	0.0	0.27	0.06	0.31	0.0	0.0	0.0	1.4	0.81	2.11	231.59	239.36	249.07
Bcl2l2	0.1	56.03	0.0	26.19	0.0	27.47	0.0	239.77	0.47	0.0	0.23	4.17	20.77	1.5	23.89	15.96	0.0	0.0	2.12	1.94	0.0	0.1	0.0	9.07	0.0	0.0	0.0	15.27	9.01	7.39	106.04	105.91	103.99
Bcl7b	0.0	0.0	0.0	0.0	4.31	0.0	0.0	269.45	0.0	0.0	182.73	14.49	24.15	70.37	0.18	0.0	0.0	0.82	0.0	1.7	0.0	82.79	0.0	48.79	0.0	70.38	70.64	19.62	27.02	34.45	50.31	58.65	53.83
Bcl7c	0.0	0.0	0.0	0.0	8.61	0.0	0.0	57.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.94	17.89	21.79	17.63
Bmx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.93	1.25
Brd2	1.17	0.7	0.69	0.0	7.71	0.37	1.68	111.87	112.76	0.0	31.56	0.0	0.0	0.0	7.63	11.57	0.15	16.24	19.49	9.45	2.11	5.42	1.74	18.69	0.62	32.83	0.0	7.49	10.59	5.76	107.32	118.22	108.59
C87414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.04	0.0
Cbx8	1.07	0.0	0.31	0.0	0.0	0.0	0.0	142.45	0.0	0.0	0.0	0.0	37.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	0.0	0.0	0.0	0.0	4.16	3.78	3.82	18.02	16.36	15.88
Ccng2	0.0	0.0	0.0	0.0	0.0	0.0	39.33	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.27	0.19	0.0	0.44	0.0	69.99	28.54	0.0	0.0	0.0	0.0	0.0	17.38	22.26	15.07	47.58	48.77	45.6
Cdkl5	3.8	0.0	0.0	0.0	0.0	0.0	0.0	47.88	0.13	0.0	0.0	0.0	0.08	0.0	5.03	3.17	0.0	0.0	30.12	0.0	0.0	36.17	0.0	0.33	0.0	0.0	0.81	20.61	10.46	15.99	55.84	45.37	57.55
Chchd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.92	0.0	0.0	128.93	0.0	36.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.87	0.0	92.7	0.67	0.0	0.0	96.15	15.82	14.77	15.76	9.16	5.06	5.67
Chfr	38.67	87.05	30.42	0.0	27.93	0.0	0.0	169.83	0.0	0.0	5.24	0.0	44.78	0.0	0.0	8.64	0.0	0.0	4.9	0.0	0.0	34.29	3.29	0.0	1.02	72.29	0.0	15.88	9.32	8.09	30.94	29.98	30.43
Chmp6	0.0	0.0	0.0	63.7	0.0	0.0	0.0	316.72	0.0	0.0	0.0	0.0	26.19	0.0	0.0	0.0	0.92	55.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.94	0.57	17.3	16.13	9.95	35.38	39.23	38.9
Cited1	0.0	0.0	0.0	0.0	0.0	31.21	0.0	111.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.4	0.0	0.0	0.0	0.0	11.84	12.54	2.61	2.61	2.16	2.26
Cklf	0.0	0.0	0.0	0.0	50.23	0.0	0.0	100.93	0.23	0.0	0.0	0.0	0.0	0.0	26.71	0.0	0.0	11.41	0.0	0.0	0.0	0.05	0.0	0.0	6.6	0.0	0.0	4.16	4.71	5.43	4.4	3.13	2.53
Clnk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.44	0.75	0.41	0.58
Cml3	0.0	0.16	0.0	0.0	0.0	0.0	0.32	0.78	0.0	0.0	0.19	0.0	0.21	0.0	0.0	0.0	0.35	0.0	0.22	0.0	0.0	0.18	0.13	0.0	0.0	0.0	0.3	0.0	0.0	0.0	7.76	7.41	8.97
Cmtm2a	0.0	0.0	0.0	0.0	0.87	0.0	0.0	30.11	0.0	0.0	0.0	0.0	0.0	0.0	8.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.7	0.33	0.38	0.28	0.3
Coq2	0.0	0.0	61.17	27.53	58.78	0.71	0.0	275.54	52.31	0.0	0.0	1.45	10.6	0.0	0.0	17.76	0.0	0.0	0.0	0.0	2.03	24.66	0.44	17.71	56.96	1.39	0.0	22.96	11.4	8.01	82.05	91.76	88.39
Ctnna3	0.0	0.0	0.0	0.0	0.0	0.0	6.17	76.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	3.75	2.44	1.32	0.95	1.54
D17H6S56E-3	0.0	0.23	0.39	0.16	0.7	0.03	0.24	24.11	0.3	0.0	0.39	0.18	0.2	0.23	0.2	0.22	2.31	0.0	0.11	1.5	0.0	1.02	0.21	1.04	0.5	0.89	0.1	0.46	0.34	0.42	0.78	0.72	0.77
D1Ertd622e	0.4	11.69	0.0	37.75	9.05	0.0	0.0	99.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.44	0.0	0.0	6.61	5.93	16.01	0.0	0.0	0.0	9.04	15.08	7.86	59.85	58.61	55.96
Dgkz	0.0	4.29	0.0	9.75	0.0	0.0	0.0	57.64	0.12	0.0	32.21	25.74	2.98	0.0	0.25	2.67	0.0	0.0	4.61	6.28	8.65	0.0	15.63	0.46	0.0	1.89	0.0	23.37	24.12	22.95	347.99	334.7	361.93
Dio2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.47	0.24	31.97	25.98	37.72
Dlx6	0.0	0.0	0.41	7.93	0.0	0.0	0.0	119.98	35.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.92	11.52	14.09
Dnajc1	0.06	0.0	0.0	0.0	0.0	0.0	0.0	107.42	13.57	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	10.22	0.0	4.46	0.06	0.0	44.1	20.72	0.14	0.19	4.62	3.44	2.02	13.85	12.41	14.78
Dnase1l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.9	0.0	0.0	0.0	20.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.98	6.29	1.15	7.71	7.8	4.78
E030013I19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	1.21	1.14
Efhd2	36.14	0.0	78.32	81.34	10.3	16.83	0.77	90.02	1.22	13.29	54.97	100.41	58.48	3.88	2.97	40.65	0.0	34.12	29.28	15.55	1.33	52.37	40.62	0.0	0.0	14.66	0.18	130.74	108.17	112.36	252.09	258.98	262.64
Exoc5	11.88	0.0	0.0	19.08	3.77	0.0	0.0	111.31	0.09	0.0	70.86	0.0	0.0	0.11	0.19	8.3	0.0	1.51	3.07	0.0	0.0	36.47	38.33	0.0	40.39	6.16	0.85	20.1	13.65	9.83	36.29	30.6	34.57
F3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.03	27.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37	3.71	6.54	45.23	45.57	36.66
Fam122a	0.0	0.0	0.0	7.31	0.18	0.0	0.0	79.52	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.99	0.0	0.0	0.0	0.0	0.0	0.0	2.67	4.52	4.56	19.77	23.64	20.41
Fan1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.21	0.0	13.55	0.0	0.0	0.0	0.0	0.0	0.0	36.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.89	1.29	7.54	8.08	8.45
Fancd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.08	12.7	12.67	2.89	2.44	3.14
Fblim1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	1.07	1.24
Fignl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	1.08	0.87
Fnbp1	0.0	0.0	1.07	1.74	0.07	1.47	42.71	109.04	49.09	0.0	0.51	0.0	1.75	0.02	0.0	1.35	24.33	0.06	0.09	0.12	4.92	0.11	1.34	0.13	0.25	1.79	0.0	6.82	7.52	8.89	74.96	74.31	85.84
G630025P09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.84	0.67
Gal3st2	0.0	0.0	0.0	0.22	0.0	0.0	0.0	4.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.2	0.0	0.0	1.14	0.19	0.0	0.0	0.72	1.56	0.12	0.11	0.15	0.13
Ggnbp2	61.54	71.8	0.0	34.78	0.51	70.03	42.53	256.04	34.92	0.0	29.2	3.92	86.27	71.5	79.15	72.4	46.74	21.85	29.85	4.79	40.34	0.12	23.2	38.36	0.18	24.47	81.21	85.91	57.54	48.19	69.12	69.72	68.47
Gins3	0.0	0.0	0.18	0.0	0.0	0.0	0.0	194.92	0.0	0.41	0.0	0.0	0.0	0.21	0.0	0.13	0.0	0.0	0.0	11.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	4.48	2.99	3.01	2.2
Glipr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.27	0.0	0.0	0.0	0.0	0.16	0.0	1.96	2.22	3.72
Gm10220	0.0	0.08	0.27	0.0	0.0	1.86	0.0	157.12	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.0	0.0	1.16	1.28	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.23	1.08	0.76	0.67	0.75
Gm11648	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.54	0.0	0.0	0.14	0.07	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.25	0.0	0.47	0.16	0.61
Gm12776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0
Gm4461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.26	0.0
Gm6277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57	4.69	3.49	6.07	6.14	6.94
Gm6578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0
Gorasp2	49.59	82.96	25.14	89.85	0.2	0.0	0.0	151.99	10.49	7.56	43.19	0.0	39.8	25.98	15.67	0.0	5.58	22.04	7.94	7.96	68.31	0.0	9.75	59.16	0.0	2.68	0.77	35.64	34.18	51.39	87.7	92.01	90.81
Gstt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54	2.4	2.3
H13	0.0	33.33	0.0	15.82	0.17	12.08	0.0	140.16	18.07	0.0	0.05	0.0	1.68	0.24	0.06	2.09	0.0	28.76	2.68	0.0	1.69	10.91	0.0	0.0	36.6	10.2	0.0	6.32	3.18	3.57	43.22	46.94	44.58
Hist1h1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.31	1.01	1.21
Hps5	3.37	0.0	0.0	0.0	0.0	0.42	1.54	65.62	0.0	9.82	0.0	12.84	18.15	0.0	0.0	1.43	0.0	0.06	18.85	0.0	0.0	0.36	0.0	36.25	0.0	8.77	0.09	3.01	4.49	2.41	10.25	9.89	10.32
Ibsp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.26
Ier3	56.94	0.0	0.0	57.06	41.93	0.0	0.0	350.3	0.0	0.0	0.74	0.0	0.0	0.0	0.0	57.87	0.0	0.0	39.5	16.95	0.0	131.17	0.0	104.83	0.0	0.0	0.0	11.61	17.29	25.69	14.7	14.45	12.21
Ing2	0.0	0.0	0.0	0.0	0.0	0.0	37.77	109.98	0.0	0.0	39.85	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	2.44	6.36	4.07	25.32	25.33	21.64
Iqgap2	0.12	0.0	0.0	0.0	0.03	0.0	19.67	55.15	0.14	0.0	4.52	0.0	16.43	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	3.92	0.23	1.28	1.48	4.66	2.93	14.92	13.09	13.18	15.63	14.52	15.8
Kctd3	25.64	13.13	0.0	0.0	14.8	0.0	0.0	202.51	28.93	0.0	0.0	0.0	0.0	15.88	0.0	0.09	0.0	46.28	0.0	0.06	0.0	46.95	3.52	0.14	0.0	0.0	0.0	20.35	21.99	20.89	61.48	65.8	60.9
Klhl38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	1.16	1.43	1.29
Lemd3	0.0	0.0	0.0	1.29	0.0	0.0	0.0	58.19	0.0	0.0	0.0	0.0	0.12	12.1	0.06	12.94	0.05	0.0	4.5	0.0	0.0	9.06	24.0	0.0	0.0	5.31	21.62	5.05	3.52	7.91	28.92	27.61	26.65
Lims1	0.0	0.0	5.39	0.0	0.0	0.0	0.0	128.04	6.25	0.0	0.0	19.53	27.19	1.42	1.81	0.0	0.0	15.06	27.86	0.0	0.0	1.72	0.0	5.57	0.0	0.0	0.0	6.15	5.16	6.85	21.07	17.78	18.85
