	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_4	Cux2_tdTpositive_cell_6	Gad2_tdTpositive_cell_16	Htr3a_tdTpositive_cell_12	Ndnf_tdTpositive_cell_10	Ndnf_tdTnegative_cell_7	Nr5a1_tdTpositive_cell_35	Ntsr1_tdTnegative_cell_56	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_133	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_141	Rbp4_tdTpositive_cell_143	Rbp4_tdTpositive_cell_147	Rbp4_tdTpositive_cell_156	Rbp4_tdTpositive_cell_176	Rbp4_tdTpositive_cell_177	Rbp4_tdTpositive_cell_178	Rbp4_tdTpositive_cell_180	Rbp4_tdTpositive_cell_185	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_5	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_8	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_20	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_9	Rorb_tdTpositive_cell_13	Rorb_tdTpositive_cell_19	Rorb_tdTpositive_cell_42	Rorb_tdTpositive_cell_47	Rorb_tdTpositive_cell_51	Rorb_tdTpositive_cell_53	Scnn1a.Tg2_tdTpositive_cell_20	Scnn1a.Tg3_tdTnegative_cell_5	Scnn1a.Tg3_tdTnegative_cell_9	Scnn1a.Tg3_tdTnegative_cell_11	Scnn1a.Tg3_tdTnegative_cell_17
Dr1	0.33	0.0	34.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4	0.0	0.0	1.84	34.12	38.23	9.01	4.99	0.0	93.63	0.0	29.5	0.0	0.0	0.0	7.11	0.0	0.0	0.21	0.0	0.0	0.0	0.0	6.43	0.0	57.65	0.13	128.29	83.68	0.0	0.0	0.0	0.0	0.0
Efna5	0.0	0.0	0.0	143.32	0.51	46.87	0.0	0.2	2.97	6.82	89.81	71.33	157.13	113.68	84.73	215.73	285.21	244.96	343.73	11.96	45.07	0.85	120.08	50.51	0.08	0.11	0.0	51.7	0.0	0.0	0.12	0.0	0.0	0.45	476.83	157.42	99.86	378.16	1.14	181.94	316.35	63.65	0.0	0.18	0.2	0.27
Elavl4	0.0	0.0	0.0	192.33	0.0	224.7	0.0	0.0	0.96	3.66	241.45	196.97	21.33	309.69	207.25	326.44	420.33	400.13	511.75	129.23	242.34	209.11	80.73	187.54	0.24	3.05	0.58	365.84	0.0	7.91	0.0	180.17	0.0	0.0	310.19	48.95	237.48	348.72	1.04	157.44	476.59	0.0	0.0	0.0	0.0	38.43
Elmo1	0.0	0.11	0.0	191.49	0.0	0.0	0.0	0.0	286.21	3.56	127.0	116.53	110.63	0.29	93.08	142.21	497.95	234.15	492.83	15.52	46.25	0.27	15.26	28.6	0.06	0.07	0.23	162.51	0.49	456.74	0.47	13.18	111.69	342.63	255.03	124.34	52.77	540.8	0.7	252.73	307.24	58.97	0.0	478.06	0.0	1.97
Fam102b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.12	0.0	17.95	0.04	34.01	46.17	0.0	0.14	0.0	0.1	1.67	0.59	0.06	62.13	0.13	42.1	0.13	0.0	451.97	0.06	398.58	0.0	0.0	0.15	0.0	0.0	0.13	25.48	19.95	0.0	0.0	1.06	0.35	0.0
Fam19a1	0.0	0.0	0.0	95.21	0.0	0.0	0.0	0.19	4.76	1.61	572.86	383.5	723.44	88.3	259.65	68.28	209.43	305.94	191.93	12.54	589.34	23.36	665.2	515.06	0.1	18.71	7.74	20.96	188.38	473.71	0.0	0.0	0.0	0.0	65.2	106.02	36.44	126.91	0.13	103.08	116.47	4.93	3.99	0.0	0.0	118.62
Gm13306	0.0	0.0	0.0	113.94	0.0	0.0	0.0	0.0	10.7	0.81	54.72	30.68	0.23	50.62	21.3	2.24	42.87	25.58	0.47	114.35	145.03	0.49	118.2	75.28	0.0	0.0	0.0	42.8	0.0	0.0	0.0	0.0	0.0	0.0	32.77	43.11	150.8	44.3	0.46	0.49	42.6	49.16	0.0	0.0	0.0	0.0
Gm16701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	79.22	11.09	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.78	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0
Gm2506	0.0	0.0	0.0	113.94	0.0	0.0	0.0	0.0	10.7	0.81	54.72	30.68	0.23	50.62	21.3	2.24	42.87	25.58	0.47	114.35	145.03	0.49	118.2	75.28	0.0	0.0	0.0	42.8	0.0	0.0	0.0	0.0	0.0	0.0	32.77	43.11	150.8	44.3	0.46	0.49	42.6	49.16	0.0	0.0	0.0	0.0
Gria1	0.14	0.16	0.0	52.33	0.15	2.37	0.0	0.0	0.23	2.21	136.28	17.69	95.71	5.24	8.53	221.06	136.56	104.56	48.8	12.25	1.99	0.2	56.49	41.89	0.22	0.04	0.18	95.22	0.0	0.0	0.11	0.0	0.43	0.37	34.09	0.29	14.27	118.5	0.48	36.97	63.4	1.17	0.38	31.92	0.0	0.0
Icam4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ldb2	0.0	0.0	0.0	0.0	0.0	93.77	0.0	0.0	1.04	0.0	196.54	180.63	362.76	78.81	91.65	179.13	162.52	177.61	114.22	119.7	0.56	4.25	145.77	55.74	0.13	0.0	0.88	117.66	0.0	0.0	0.26	0.0	0.0	0.0	300.26	0.0	0.0	128.11	0.17	43.62	64.3	4.72	0.0	0.0	0.0	0.0
Mir690	18673.1	26828.41	11171.05	25738.25	18854.32	19953.62	19376.41	22720.97	30464.78	13213.5	30528.33	39867.27	42000.18	28765.87	28695.45	18562.5	12067.91	15437.1	16086.48	37370.15	37614.4	24336.09	23271.48	32522.04	27509.93	22371.82	44948.68	18757.58	42282.55	27759.51	24726.6	16559.02	35532.88	23237.11	14922.39	21676.6	48007.3	16172.66	26597.61	16254.06	15605.4	23496.94	15861.36	19407.6	26521.64	19413.83
Mrpl10	6.03	0.9	3.45	119.61	3.63	8.46	0.57	0.79	222.02	7.56	55.79	49.49	61.43	1.46	69.87	86.65	228.66	72.51	84.0	6.3	2.83	6.5	77.24	2.04	5.27	1.92	14.01	6.51	10.18	0.91	2.72	0.35	8.88	11.76	181.78	9.16	73.2	60.97	1.9	1.6	10.41	52.87	1.74	5.85	11.14	2.17
Mypn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.04	0.0	0.0	0.0	0.0	0.0	0.0
Nap1l2	0.0	0.0	0.0	45.09	0.0	0.44	0.0	0.0	180.64	4.44	194.3	149.19	71.75	17.69	153.64	440.63	147.48	206.02	227.87	138.16	127.14	62.93	67.67	58.56	0.25	0.0	0.84	130.69	0.0	0.0	0.0	0.0	0.0	0.0	454.12	22.86	167.96	152.46	1.12	286.9	294.81	0.0	0.0	0.0	0.0	0.0
Ncald	0.0	0.0	0.0	407.22	0.0	324.03	0.0	0.0	247.02	5.81	0.29	43.29	41.19	372.41	283.22	1406.29	1510.9	1169.39	1407.3	40.61	169.88	161.67	86.04	89.52	0.56	677.17	423.16	627.67	353.39	704.82	0.56	585.47	0.0	0.67	1029.96	238.65	167.11	1435.37	3.51	960.58	1792.36	221.47	28.67	930.18	0.0	1069.36
Ncs1	0.0	0.0	0.0	3.94	0.0	0.0	0.0	0.0	0.64	1.81	225.91	96.74	208.03	23.55	16.35	217.47	358.72	243.73	321.16	0.8	41.34	0.14	89.4	5.66	0.0	0.36	0.72	113.89	0.0	0.0	0.16	0.07	0.0	0.11	305.92	109.13	111.4	109.36	0.72	235.68	78.67	0.06	0.0	0.0	0.0	0.0
Nr6a1	0.0	0.0	0.0	10.57	0.0	0.0	0.0	0.0	0.65	0.18	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.98	0.0	5.25	3.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.41	0.0	0.0	0.05	0.0	0.04	0.0	0.0	0.0	0.0
Nudt12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.73	19.88	0.0	0.0	0.0	0.0	0.0	0.0	19.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pak1	0.0	0.0	0.0	412.85	0.0	110.61	0.0	0.0	594.73	14.39	680.51	690.87	546.68	247.17	237.79	833.47	1356.09	1131.35	1189.15	150.69	254.16	77.02	98.13	225.19	0.42	0.75	0.95	803.12	0.25	0.0	27.01	0.0	0.0	1.06	1095.11	21.65	793.22	1394.4	3.11	742.69	1686.68	156.93	0.0	0.0	0.0	0.0
Pcp4	0.0	0.0	0.0	31.33	0.0	0.65	0.0	0.0	221.54	26.48	2882.67	1077.95	1944.45	1817.94	1841.15	2345.73	1945.29	2064.8	2768.15	499.89	396.72	689.52	4470.96	415.67	1.07	0.99	3.66	376.21	0.0	0.0	2.15	787.22	0.0	0.0	1981.59	0.0	675.97	2679.85	5.56	2198.93	2157.27	0.42	527.97	39.5	0.0	0.0
Pde1a	0.0	0.0	0.64	162.85	2.25	5.07	0.05	0.44	4.84	6.62	818.22	541.52	328.74	203.26	299.52	829.19	1704.83	1281.56	1010.06	71.09	3.36	91.95	75.46	143.8	0.54	0.71	2.09	2.85	4.75	1.14	1.45	0.0	1.07	0.23	1662.69	9.89	128.69	1063.07	3.41	799.62	1223.82	4.77	0.52	0.29	2.01	0.0
Pgm2l1	344.82	0.04	0.0	179.93	0.14	35.06	0.04	0.0	236.56	2.55	178.57	121.73	163.32	157.55	82.11	218.82	261.84	613.36	575.85	153.9	51.88	81.09	44.49	65.94	0.29	0.09	0.41	306.63	0.09	63.34	0.44	0.1	0.0	0.0	328.37	536.23	111.08	138.74	0.34	436.32	624.03	286.72	0.0	0.35	0.0	0.13
Prkcb	0.12	0.1	0.0	156.13	1.36	87.67	0.05	0.16	3.78	1.99	202.56	160.58	160.17	43.63	48.41	140.61	169.8	264.08	89.79	63.29	102.83	103.18	110.83	100.58	0.25	55.2	41.41	116.23	0.77	229.65	13.97	44.03	0.07	0.06	178.92	44.94	112.44	119.92	13.84	38.62	108.41	149.37	219.23	0.53	1.05	1.05
Rab3c	0.18	0.0	0.16	101.76	0.33	371.41	0.32	0.0	12.19	2.26	144.89	252.24	247.35	96.53	87.88	372.56	153.51	288.32	543.07	46.42	72.92	21.75	64.45	68.06	0.14	0.66	0.96	34.92	0.42	0.23	0.27	0.19	0.51	0.31	268.23	1.96	134.86	293.13	0.73	261.17	291.28	53.22	0.3	31.69	2.2	0.94
Rnf14	0.0	0.0	0.0	244.06	0.0	426.77	0.0	0.0	187.95	8.0	494.46	352.68	428.9	341.38	73.67	938.75	789.76	948.06	1112.32	28.22	5.06	240.85	78.79	127.79	0.45	992.31	59.37	92.49	509.33	0.0	0.45	0.11	0.21	0.0	659.29	91.07	410.16	543.67	3.02	623.61	433.67	456.19	0.0	0.0	0.0	0.0
Rnf6	0.0	0.0	0.41	170.88	0.0	117.04	0.0	27.98	144.12	0.33	63.77	123.46	32.31	70.03	43.87	232.19	226.03	183.99	95.49	59.51	54.11	38.12	0.0	27.14	0.1	5.34	0.0	96.45	0.25	0.0	0.0	0.0	0.0	4.26	41.7	0.0	192.75	116.28	18.15	56.07	30.12	104.59	15.49	0.0	0.0	0.0
Slc5a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.18	69.2	50.25	0.13	4.76	1.37	54.58	109.56	0.09	0.0	21.63	0.38	62.9	26.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.32	0.0	0.0	48.87	37.64	0.28	0.0	50.04	0.0	0.0	0.0	0.0	0.0
Sms	0.0	0.0	0.0	64.81	0.0	132.23	0.0	0.0	299.87	0.0	2.59	115.09	85.49	6.58	38.45	263.66	78.99	111.6	13.26	55.76	0.82	25.49	56.64	5.58	0.0	237.88	0.43	67.86	0.0	0.0	0.0	12.15	0.0	0.0	127.87	72.8	0.98	68.77	0.0	22.29	184.27	290.51	0.0	0.0	0.0	0.0
Snurf	0.0	0.0	0.0	80.26	10.37	53.27	0.0	0.0	87.17	2.94	119.58	63.24	123.29	208.62	144.22	142.16	208.35	124.24	135.38	44.9	146.03	36.37	150.44	86.78	0.03	0.05	0.31	72.16	57.59	0.0	0.09	0.01	0.01	0.0	166.19	81.61	110.0	85.82	0.5	102.86	114.09	19.05	0.04	2.61	0.0	0.1
Stmn2	0.0	0.0	0.0	439.17	0.0	104.98	0.0	0.0	421.72	7.81	684.89	333.82	408.69	588.29	318.21	1244.78	1328.47	894.77	1019.83	508.55	434.43	423.88	301.38	639.62	0.51	0.47	0.77	466.2	0.0	0.0	1.71	0.0	0.0	0.0	707.95	441.55	450.56	778.71	4.4	1187.76	1222.42	579.17	0.0	0.0	0.0	0.0
Sult4a1	0.0	0.0	0.0	275.8	0.0	74.76	0.0	0.0	292.31	7.96	282.4	171.15	369.92	60.89	60.4	238.28	348.19	429.37	392.14	26.83	21.42	115.26	93.85	3.7	0.54	0.25	0.31	322.78	0.0	0.0	0.0	0.0	0.0	0.0	413.34	80.23	184.58	146.89	1.22	327.97	316.94	320.2	0.0	25.24	0.0	0.0
Synj1	0.0	0.0	31.43	395.75	354.81	39.08	0.0	0.0	45.96	1.48	123.63	68.92	24.45	30.3	22.28	170.57	168.9	220.01	110.58	6.2	48.86	98.69	55.19	19.63	53.37	6.21	348.34	134.22	0.0	0.0	0.09	196.95	0.0	0.98	233.0	41.88	26.74	166.25	0.18	59.31	192.52	218.03	0.0	0.0	18.68	0.0
Tmsb10	788.19	1029.88	221.93	352.93	0.0	173.64	3342.99	0.0	352.06	12.18	795.01	480.9	836.49	1508.01	1729.43	1796.14	1899.77	2460.67	1510.23	596.98	975.41	473.46	446.73	736.58	1.23	681.53	0.0	251.14	0.0	0.0	0.0	91.81	0.0	0.0	970.84	104.56	793.69	1238.43	3.99	1249.71	609.15	563.96	0.0	370.69	0.0	221.72
Tspan5	0.0	0.0	0.0	26.95	0.0	139.98	0.1	0.0	36.65	39.28	70.49	107.56	114.52	148.24	126.01	175.7	322.21	172.93	198.17	99.96	118.07	85.33	96.14	95.11	0.2	0.18	0.23	535.32	0.0	155.05	0.41	0.0	0.19	0.0	233.75	339.16	81.17	189.34	0.91	118.5	385.53	154.87	0.0	266.07	0.0	0.0
Tuba1b	1560.08	1080.86	824.64	1252.8	0.0	522.2	1362.99	1.04	288.07	14.93	1798.98	1188.61	1319.39	1116.05	1322.41	3337.69	2894.63	2250.74	1904.05	485.52	718.37	491.12	942.22	1283.17	688.67	0.0	2591.75	1064.33	37.39	2.32	3.56	1233.46	0.0	108.58	1723.32	1357.75	698.53	1472.3	4.94	2119.02	1831.68	272.63	1194.49	0.0	1507.01	80.71
Wdr92	0.0	0.0	0.0	0.26	36.36	0.0	1.67	0.0	0.38	0.0	0.3	0.0	6.52	46.98	2.34	56.29	41.41	4.23	60.54	0.0	27.5	0.97	0.82	16.2	127.08	0.0	2.7	19.01	2.24	0.0	16.58	0.0	98.9	31.45	65.42	0.0	2.51	0.2	0.24	7.49	21.1	0.0	0.0	0.0	0.0	0.0
