	Ctgf_tdTpositive_cell_2	Cux2_tdTpositive_cell_123	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_15	Gad2_tdTpositive_cell_39	Ndnf_tdTnegative_cell_4	Ndnf_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_12	Ntsr1_tdTnegative_cell_14	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_28	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_39	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg3_tdTpositive_cell_100	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Sst_tdTpositive_cell_4	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_26	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
BC048602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	0.0	1.34	0.0	0.3	0.0	0.41	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.41	0.14
C1galt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.36	0.44	0.0	0.51	0.0	0.0	11.52	10.26	12.39
Cdh20	0.0	0.0	0.0	0.0	0.1	0.0	0.16	270.21	0.0	12.75	17.99	0.0	0.0	29.0	0.0	5.18	1.12	0.39	0.0	0.0	0.2	0.0	0.0	0.09	0.0	0.0	0.0	0.09	0.05	41.34	17.7	0.08	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	14.44	14.84	15.82
Celf5	0.0	35.55	0.0	0.0	0.18	0.11	12.03	0.46	0.41	0.0	0.61	0.15	0.0	0.5	0.31	6.01	24.53	0.45	1.46	0.0	1.29	0.0	1.04	0.15	0.0	0.07	0.0	0.39	0.32	0.17	0.07	19.78	0.0	0.0	0.23	0.0	0.14	0.0	0.0	11.41	23.71	20.32	28.87	60.86	52.96	57.82	4.31	10.95	163.01	160.05	172.09
Chd1l	0.0	13.37	0.0	0.0	0.0	0.0	0.0	798.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	9.25	0.0	0.0	0.0	47.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.41	3.02	0.08	3.19	1.49	0.7	0.0	0.0	9.5	7.8	9.73
Chd4	20.86	12.17	0.0	0.0	0.0	0.0	0.0	513.21	11.88	1.48	5.24	0.0	1.24	0.0	0.0	4.33	2.95	0.1	0.0	0.0	124.73	0.0	40.84	0.0	14.93	8.47	0.0	118.56	1.66	0.11	2.89	21.26	0.0	0.0	0.16	0.42	9.48	0.0	0.0	0.48	6.0	3.41	3.2	3.76	10.0	4.38	0.0	0.0	84.9	84.16	82.33
Chuk	0.0	56.43	0.0	7.0	0.13	0.0	0.0	1468.72	0.0	0.0	0.0	0.0	276.92	0.0	49.62	17.31	18.41	116.41	0.09	327.84	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.1	0.05	0.21	271.42	95.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.97	1.33	20.85	15.29	5.9	9.79	0.08	0.13	32.04	28.94	31.5
Cirh1a	0.0	590.89	0.0	0.0	0.0	0.0	54.99	1232.9	0.0	0.13	0.0	0.0	0.0	0.0	0.0	44.26	54.48	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.08	0.0	0.0	0.16	0.33	0.13	0.73	57.84	0.0	0.0	0.0	0.0	0.0	732.54	5.38	101.77	88.76	97.48	116.63	105.0	143.72	36.19	96.07	29.92	32.72	28.14
Commd10	0.0	62.09	1.21	504.22	0.0	0.34	0.0	989.37	0.0	448.86	0.0	0.51	386.05	0.0	0.0	47.98	99.18	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.29	0.14	0.0	0.4	0.72	648.18	0.0	0.0	0.45	0.0	0.0	521.5	45.7	78.37	47.43	90.44	66.82	102.55	78.18	0.17	219.97	29.41	28.79	30.63
Csnk1e	18.91	247.36	0.51	33.54	117.65	0.34	0.0	507.34	0.0	0.0	165.07	0.0	0.0	0.0	5.01	24.68	10.74	100.68	0.36	0.14	0.0	0.0	87.36	0.13	13.83	4.49	5.04	0.13	0.49	0.0	40.36	30.13	221.77	2.22	0.0	0.0	0.0	79.37	8.27	0.08	31.9	10.47	15.46	23.67	21.07	20.03	66.71	0.0	87.5	91.6	82.59
Csrp2bp	0.15	0.0	0.0	0.0	0.0	0.0	0.0	446.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.54	27.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12	5.52	5.2	13.34	8.37	6.72	11.87	0.0	0.0	24.76	25.22	22.81
Cst3	2.17	9.1	66199.78	54799.87	54350.96	61505.62	503.77	10478.59	28585.73	25453.49	1679.51	22838.83	32715.27	26357.07	64380.72	1911.04	471.62	59768.12	79037.77	54056.74	1377.85	72522.19	67515.86	70378.51	61656.06	72390.07	61052.51	33256.36	35150.87	28488.27	33151.51	145.91	80478.24	68326.69	95318.24	42183.43	75159.39	84616.84	72517.08	3378.99	390.02	475.27	352.13	353.49	361.27	348.24	447.96	955.23	1961.51	2186.93	2204.12
Cwf19l2	0.0	8.66	0.0	0.0	0.0	10.22	7.55	600.76	0.0	0.0	68.63	0.2	0.0	96.32	0.0	7.75	4.95	0.34	482.64	0.0	0.0	0.0	0.0	0.0	0.0	24.66	0.0	0.27	0.0	0.19	0.07	9.46	0.0	0.0	0.0	0.0	0.0	59.52	0.0	1.66	7.35	2.33	14.58	12.89	7.87	8.46	0.0	0.0	8.72	6.72	9.08
Cyp4f13	0.0	0.0	0.0	0.0	0.0	29.07	0.0	1176.39	0.0	506.36	0.0	0.0	173.59	0.0	0.0	22.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	611.36	0.0	0.0	0.0	146.65	1.44	547.68	0.0	0.0	63.07	144.01	0.0	0.0	131.18	0.75	0.0	2.55	0.15	0.0	0.35	2.04	2.88	0.0	0.0	8.9	9.75	12.47
Dbp	0.0	64.29	0.0	0.0	0.0	0.0	0.0	463.24	13.34	3.08	0.0	0.0	0.0	0.0	0.0	3.9	8.4	0.0	0.0	2.75	0.0	80.13	0.0	0.0	0.0	0.0	0.0	87.19	26.56	0.89	0.0	151.45	0.0	0.0	0.0	22.23	0.0	0.0	0.0	0.0	13.7	8.37	9.06	2.71	6.78	3.0	0.0	0.53	126.37	154.83	108.82
Dcaf5	0.0	33.9	0.0	5.51	0.0	0.0	0.0	384.91	0.0	0.0	0.0	0.0	0.0	137.81	0.0	7.94	4.76	8.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.03	0.13	0.05	0.05	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	5.56	21.19	7.31	5.22	9.84	9.14	0.0	0.0	44.87	46.47	44.07
Dcdc2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	446.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	10.03	0.0	2.18	1.67	5.9	0.0	0.0	6.23	5.1	5.47
Ddx17	0.0	9.46	0.0	94.79	0.0	0.0	8.5	599.0	1.82	48.04	180.37	16.51	41.63	0.0	0.66	29.41	13.87	0.0	0.13	1.67	0.19	0.0	50.18	0.09	38.45	0.0	123.26	73.36	8.57	0.15	33.81	738.71	0.0	0.0	12.74	181.96	0.15	0.0	0.0	27.96	13.58	2.14	10.72	17.44	15.52	16.62	10.83	26.53	373.91	351.03	400.91
Dennd1b	0.0	0.0	0.0	0.0	226.97	0.0	0.0	290.3	0.0	0.0	0.0	0.0	13.77	0.0	0.0	16.36	27.56	0.08	0.0	0.0	0.0	0.0	0.0	0.04	0.0	67.96	0.0	0.56	0.02	0.05	0.0	4.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.15	6.13	3.78	7.14	7.25	7.19	5.6	0.0	0.0	4.49	4.13	4.76
Dip2c	0.0	6.5	0.0	1.7	0.0	0.0	1.25	298.83	0.0	0.0	0.0	0.0	0.0	0.0	4.5	28.9	15.4	0.0	0.0	88.86	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84	13.43	12.96	12.19	14.84	10.02	11.14	2.06	0.05	33.17	32.33	34.87
Dnahc7b	0.0	0.22	0.0	0.0	0.0	0.0	0.0	228.92	0.0	0.0	0.28	0.0	0.0	0.0	0.0	1.65	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.12	0.22	0.29	0.0	0.0	1.49	1.45	2.17
Dnajb12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	799.37	0.0	0.0	0.68	0.0	0.0	85.69	13.31	16.58	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02	0.0	0.0	0.0	0.1	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	21.6	8.68	36.47	22.17	21.98	25.74	4.59	0.0	39.49	40.05	39.97
Dync2h1	0.0	50.52	0.0	0.0	0.0	0.07	3.89	178.62	0.0	0.0	0.0	0.0	4.5	0.0	2.82	6.91	8.36	0.0	0.05	0.0	0.05	0.0	0.0	0.0	0.05	0.0	56.83	0.05	0.1	0.05	0.0	17.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.53	11.44	4.57	9.11	8.14	5.3	6.45	33.81	23.34	9.49	6.81	9.63
E130304F04Rik	0.0	1.07	0.0	0.0	0.0	0.0	0.0	629.2	46.93	24.84	14.94	334.01	139.9	21.58	0.0	7.14	1.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.23	367.94	0.0	11.02	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.97	1.25	15.17	4.76	12.66	10.17	0.0	0.0	14.75	15.69	14.41
Epx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	619.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.28	0.15
Fam125a	0.0	0.89	0.0	0.0	0.0	0.0	0.0	367.86	0.0	0.0	0.0	0.0	0.0	273.26	0.0	6.87	17.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7	0.0	0.0	0.0	0.0	0.0	0.0	9.39	0.0	0.0	0.0	0.0	8.25	0.0	0.0	0.28	7.0	7.8	12.52	4.66	9.39	3.72	0.0	0.0	26.88	28.8	27.65
Flt3l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	882.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	0.0	0.0	4.41	4.42	5.52
Gcap14	127.03	57.41	0.0	0.0	0.0	0.0	0.0	532.56	0.0	0.0	0.0	0.0	0.64	53.97	0.18	15.07	23.56	0.99	0.06	0.0	0.41	0.0	0.11	0.06	0.0	0.0	0.0	0.13	0.0	0.2	0.0	19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.93	4.38	9.13	29.5	12.38	18.83	33.85	0.08	49.58	45.33	48.03
Gcnt4	0.0	0.45	0.0	0.0	0.0	0.0	0.0	624.56	0.14	0.0	0.56	0.13	0.0	0.0	0.0	9.95	6.6	0.0	0.29	0.0	0.0	0.0	0.0	0.25	0.12	0.24	0.0	0.33	0.26	0.33	0.03	0.49	0.1	0.3	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.05	0.04	0.0	0.81	0.13	0.0	0.01	9.44	7.32	8.58
Gda	0.0	104.48	0.0	0.17	0.0	0.1	0.0	0.36	0.27	0.09	0.0	0.28	0.02	0.0	0.8	33.36	54.2	0.15	0.12	0.0	0.35	0.0	0.0	0.27	0.0	0.0	0.0	0.17	0.1	0.16	0.11	5.96	0.0	0.14	0.0	0.0	0.0	0.0	0.0	19.26	76.81	44.2	54.57	48.91	38.68	37.66	18.5	21.56	173.69	169.3	165.34
Gm11602	0.0	0.61	0.0	0.0	0.0	0.0	0.0	783.66	0.0	0.0	0.0	723.04	57.73	0.48	0.0	0.8	9.16	0.0	1.45	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	17.19	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235.36	0.0	5.06	0.47	12.97	8.8	6.84	7.96	6.03	0.0	6.73	5.63	7.31
Gm129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.47	0.0	0.0	0.0	58.02	119.27	0.5	0.0	0.0	0.0	0.0	0.94	1.03	0.0	0.13	0.0	0.77	0.39	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.39	35.52	60.56	20.54	52.95	46.01	0.0	98.32	31.04	38.55	18.46
Gnao1	0.0	202.25	0.0	0.0	0.0	0.0	270.1	1273.53	82.44	230.32	0.0	431.77	143.59	189.0	0.34	78.11	55.77	0.23	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	160.08	67.95	47.12	103.4	93.71	0.0	0.0	0.0	0.0	0.0	0.0	0.43	79.41	84.03	115.29	78.61	78.34	76.27	75.6	90.14	28.18	481.93	474.61	498.01
Golgb1	0.0	1.87	0.0	0.0	0.0	0.79	0.16	229.19	0.06	0.0	0.0	0.0	9.6	0.0	82.2	18.04	9.73	0.0	0.0	0.0	0.35	0.11	15.61	45.1	0.05	0.0	0.0	0.06	0.03	0.16	12.63	146.08	109.39	21.7	32.25	36.6	0.0	0.0	0.0	1.33	13.69	21.96	7.78	8.97	10.87	9.76	2.21	11.31	39.71	32.48	39.69
Gorab	0.0	0.0	0.0	32.93	0.0	0.0	0.0	913.78	108.04	122.15	0.0	0.0	0.0	0.0	0.0	11.61	27.19	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.91	1.05	28.99	5.05	3.25	31.45	37.65	28.84	0.0	0.0	10.47	9.24	9.27
Gphn	0.0	216.74	0.0	0.0	0.0	0.0	0.18	1173.44	49.75	0.0	0.36	0.0	20.4	0.0	0.41	39.3	38.55	1.24	0.68	0.0	0.23	0.37	0.2	0.0	0.0	0.06	0.14	0.0	22.95	0.34	88.65	55.13	0.0	0.0	0.0	0.0	0.18	36.13	82.87	3.8	95.35	68.33	96.25	75.98	88.9	86.58	27.03	0.27	61.66	55.14	59.78
Gpm6b	0.0	537.57	0.0	0.0	0.16	0.13	33.52	952.09	802.69	136.8	457.66	743.08	499.72	529.58	0.69	391.0	478.33	1.35	1.28	0.23	388.86	0.41	1.3	1.25	0.0	0.04	0.28	626.6	1374.84	1337.99	475.21	855.93	0.0	0.35	0.35	0.45	0.11	0.0	1.25	33.56	474.23	245.79	448.67	740.28	555.1	555.08	126.03	139.94	675.52	645.26	695.87
Gstt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1134.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54	2.4	2.3
Hist1h2bc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3402.82	377.14	0.0	38.14	0.0	872.59	0.0	0.0	220.17	28.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	534.21	0.0	0.0	477.64	0.0	920.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1194.12	0.0	34.64	110.67	75.41	19.34	66.13	58.64	0.0	0.0	76.94	87.89	81.18
Kcnk2	0.0	79.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	5.4	239.65	0.0	0.0	2.61	4.77	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.16	0.11	0.0	10.06	0.0	0.0	0.31	0.0	0.0	0.0	0.0	21.26	49.39	8.88	12.68	55.28	40.87	42.42	6.79	0.0	49.18	51.42	47.87
Klri1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.46	0.0
Lrrc8c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.09	0.0	1.48	0.12	0.98	0.0	0.0	15.02	14.58	14.86
Mcoln1	0.0	0.0	13.41	0.23	0.0	0.0	0.0	750.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54	4.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.99	0.0	0.19	0.0	2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.48	9.53	0.26	1.24	1.65	5.89	9.79	0.0	0.0	73.08	72.26	71.39
Mcrs1	0.0	199.26	0.0	0.0	0.0	0.0	21.98	832.94	0.0	0.17	0.0	0.0	0.0	0.0	0.0	26.53	20.85	0.0	0.0	0.21	444.02	0.0	0.36	0.4	0.0	0.0	0.0	1.99	0.5	0.0	0.0	9.31	0.0	0.0	0.0	0.0	0.0	0.0	256.61	36.14	35.23	46.21	20.44	23.67	39.88	36.17	0.0	0.0	78.31	89.12	79.62
Mgll	0.0	82.44	0.0	0.0	0.0	0.0	0.0	640.96	521.35	73.34	1.0	34.56	2.83	50.93	0.0	29.3	4.58	0.37	378.62	0.0	0.0	0.0	68.83	0.99	175.74	275.77	0.0	221.68	8.85	174.64	40.89	96.7	0.0	0.0	0.0	105.4	0.0	0.0	0.0	9.5	14.21	15.99	12.71	8.64	15.26	17.84	0.0	0.0	146.13	149.53	151.13
Midn	8.68	50.02	0.0	0.0	1.71	0.0	0.0	0.0	28.18	0.0	29.93	0.0	0.0	0.0	0.0	3.54	5.35	0.18	0.09	0.0	0.21	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.1	0.0	47.54	0.0	5.14	0.0	0.0	0.0	0.49	0.0	0.0	3.46	2.56	1.79	2.08	1.75	1.86	1.46	6.61	41.28	39.94	29.29
