	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_32	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Akt3	24.39	0.05	24.07	0.0	0.0	7.29	0.0	0.0	0.0	0.0	0.63	0.0	0.0	31.46	0.15	15.05	20.02	0.0	0.0	0.06	0.0	0.07	0.21	0.36	13.1	0.0	0.0	31.64	0.73	0.0	0.0	0.0	0.0	7.91	0.06	0.0	18.24	0.0	6.41	22.98	0.0	4.3	0.0	0.0	0.0	0.0	0.0	14.73	8.86	14.9	103.0	96.58	98.7
BB123696	0.28	0.0	2.25	0.0	0.0	0.12	0.0	0.0	2.57	0.66	1.19	1.33	0.0	1.4	0.31	0.4	0.0	0.12	0.65	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.36	0.0	0.48	0.0	0.0	0.75	0.4	0.0	0.21	0.0	0.0	0.0	0.13	0.0	0.58	0.0	0.08	0.0	0.0	0.0	0.13	0.0	0.0	0.36	0.12	0.18
BC037032	0.0	0.0	5.29	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.05	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.46	0.67
Bahcc1	0.0	0.0	10.24	0.0	5.32	0.02	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0	1.6	0.0	4.35	7.87	0.0	8.34	0.0	0.0	0.0	5.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.52	0.0	0.0	0.0	0.0	6.63	0.0	0.0	0.36	0.03	0.22	8.31	8.54	9.14
C130074G19Rik	0.0	0.18	0.66	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.06	0.08	0.0	2.16	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.27	1.12	49.03	50.81	49.79
Cabyr	0.0	0.0	61.36	0.0	0.0	0.0	0.0	0.0	0.0	23.98	0.1	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0	48.04	0.0	18.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.46	4.88	5.26	14.66	14.36	14.71
Car14	0.0	0.0	3.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.34	9.6	11.44	9.03
Ccdc122	0.0	0.0	30.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	2.29	2.99
Ccdc3	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	2.47	0.0	11.29	11.62	12.69
Ccdc64	0.0	0.0	10.83	0.0	0.0	5.8	0.0	4.96	0.0	0.0	2.59	0.0	0.0	2.62	0.0	6.08	0.0	0.61	0.0	0.0	0.0	4.75	0.0	0.0	0.0	0.0	1.72	0.0	0.0	0.0	2.66	0.0	0.0	0.56	0.0	0.0	3.12	0.0	7.4	0.0	0.0	2.05	0.0	2.92	2.15	0.0	0.0	0.49	0.56	0.76	39.07	40.24	36.84
Ceacam1	0.0	0.0	5.86	0.0	0.04	0.08	0.18	0.0	0.28	0.0	0.0	0.05	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	2.91	2.53	2.28
Cobll1	0.0	0.0	8.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	6.43	5.45	7.2
Cryga	0.0	0.0	57.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.67	0.0	22.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.18	0.0	0.0	0.0	0.0	11.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	3.15	0.0	1.83	0.51	0.95	1.04
Cstl1	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.0	0.68	0.8	0.53
Cyp2u1	0.0	0.0	9.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.38	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.57	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.75	6.28	5.0	6.0
Cyp39a1	0.0	0.0	40.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.04	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.79	1.81	1.92	1.9
D830015G02Rik	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	6.26	5.49
Dcaf6	13.24	0.0	35.49	10.6	0.0	2.29	1.55	1.37	0.59	7.44	3.31	4.07	8.89	14.15	7.12	3.36	42.36	5.34	5.54	5.92	12.29	2.82	8.17	3.73	7.23	7.76	11.19	5.86	5.46	8.17	6.97	16.87	5.8	53.48	6.05	2.5	6.29	3.66	9.72	20.79	0.16	5.6	12.73	16.89	0.92	2.95	0.13	19.87	18.05	25.96	80.08	75.12	71.58
Dcbld2	0.88	0.0	32.21	0.0	0.0	10.93	0.0	0.0	0.15	9.81	4.67	0.0	0.0	7.57	24.63	0.47	0.0	0.13	0.0	0.0	0.0	9.97	0.55	0.0	64.58	30.81	17.12	0.0	15.26	0.0	0.0	0.0	0.0	3.55	0.0	24.33	18.12	0.0	11.17	0.0	0.0	0.0	0.0	0.12	17.29	1.14	0.0	2.68	3.25	2.43	16.18	15.48	16.01
Depdc1a	0.0	0.0	13.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.07	0.09
Dgcr6	10.41	0.0	52.21	0.0	0.0	48.4	0.0	0.0	0.0	18.41	40.11	36.16	0.0	0.9	15.49	15.37	45.64	13.04	26.88	0.24	0.0	10.5	31.79	0.0	0.0	0.0	23.74	0.0	0.0	0.0	24.15	15.85	4.82	54.9	0.23	5.99	31.06	0.0	0.0	5.96	0.0	25.33	0.0	9.8	1.48	1.14	0.0	1.94	11.47	12.98	58.72	63.7	59.46
Dnajc16	0.49	0.06	15.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	6.89	0.23	8.02	33.53	0.0	5.0	0.25	0.0	0.0	2.05	0.0	0.0	0.0	41.48	0.0	0.0	0.82	0.0	0.52	0.59	0.0	2.76	8.07	0.0	0.0	0.0	10.47	0.07	0.0	0.56	0.0	0.0	1.93	0.36	0.0	6.59	4.19	8.55	44.57	46.18	45.21
Dot1l	0.0	0.0	6.54	0.0	0.0	0.0	1.78	0.0	0.0	7.34	0.03	0.04	1.69	0.42	0.08	1.35	0.21	0.05	0.0	0.51	0.0	0.62	6.25	0.0	0.0	0.0	0.0	0.0	0.81	1.71	0.0	0.04	0.0	4.95	0.0	0.0	0.52	0.0	0.21	0.51	0.65	0.0	0.0	6.36	0.0	0.0	0.0	1.24	2.0	2.11	35.6	34.04	39.93
Dpy19l1	102.96	0.0	73.96	0.0	53.57	26.34	0.0	1.9	0.0	0.0	31.46	20.95	16.38	67.71	25.97	98.35	15.21	57.59	24.22	22.25	0.0	39.93	8.27	59.37	23.66	34.75	17.49	55.7	6.12	36.68	17.82	19.32	59.94	43.79	7.97	17.4	36.46	0.0	0.0	17.37	0.0	3.84	3.52	57.94	15.62	0.0	0.0	60.67	43.18	51.41	70.47	64.44	65.59
Dstyk	0.0	11.66	95.44	3.65	3.6	6.25	0.0	25.04	0.0	8.96	0.53	5.31	0.27	18.05	21.25	2.0	4.39	0.0	6.0	0.32	0.0	8.13	0.0	0.0	0.15	2.52	10.91	22.44	0.0	0.25	1.65	7.26	0.08	15.23	7.8	0.33	0.0	15.46	4.48	24.07	0.0	0.65	12.59	7.83	43.46	7.07	5.82	3.65	5.22	5.8	31.47	30.63	31.81
Efhd2	46.4	0.0	81.34	16.83	0.77	71.89	2.41	0.0	13.29	12.3	14.57	10.81	25.07	118.12	48.16	14.23	37.0	37.7	3.88	2.97	0.0	40.65	61.54	32.09	0.0	1.82	31.11	4.45	61.8	34.12	29.28	15.55	0.1	61.85	1.33	25.72	52.04	18.63	30.31	110.14	0.0	91.31	14.66	75.05	44.42	46.96	0.18	130.74	108.17	112.36	252.09	258.98	262.64
Epha10	18.46	1.73	126.05	2.67	0.0	0.0	0.0	18.61	0.0	52.28	14.36	0.0	0.29	15.91	0.0	28.11	0.29	0.05	4.65	34.04	0.0	13.92	0.0	0.0	2.16	14.06	7.76	0.37	0.0	0.0	6.06	41.57	29.15	2.62	0.05	0.0	0.04	0.0	0.0	0.0	27.53	0.0	0.75	0.26	22.38	0.0	0.0	4.79	6.11	4.9	28.54	28.94	31.14
Fam102a	5.73	0.0	63.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	6.03	19.36	18.5	31.08	0.0	1.26	0.0	0.0	0.0	3.04	0.0	4.22	0.0	23.03	39.76	0.0	1.03	0.0	0.0	0.0	16.72	1.4	17.87	0.04	0.0	0.0	0.03	35.23	0.0	0.57	1.93	0.59	15.08	0.0	0.0	7.09	9.31	12.42	58.54	63.37	61.87
Fbxo17	6.08	3.04	36.24	8.36	1.64	3.4	3.67	4.41	6.19	4.37	2.15	30.54	1.21	1.1	5.43	7.01	0.34	1.37	4.04	4.04	2.88	2.86	2.22	1.62	1.78	3.69	2.46	3.88	1.83	3.29	1.55	2.66	2.77	6.5	2.2	2.74	3.09	3.89	1.0	23.14	2.95	2.03	5.19	3.17	2.57	3.34	3.23	6.89	6.05	5.14	4.89	5.15	4.73
Fgd1	0.0	0.0	29.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.03	0.0	0.0	3.18	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.85	0.0	0.07	0.39	6.89	0.0	0.0	0.0	0.07	0.0	0.0	0.0	5.28	0.0	0.0	0.0	0.0	0.18	0.0	0.52	10.32	11.83	10.95
Fosl1	0.0	0.0	22.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.12	0.07
Ggnbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02	3.53	3.13
Gja5	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.34	0.29
Gm15408	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.03	0.06	0.0	0.18	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.35	0.0	0.0	0.0	0.0	0.68	0.0	0.32	0.0	0.0	0.08	1.21	1.37	1.0
Gm15412	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0
Gm2061	0.0	0.0	8.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.38	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.13	3.61	3.41	4.09
Gm4890	0.28	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.27	0.49
Gm5468	42.42	0.0	92.52	0.0	0.0	0.0	0.0	0.29	0.34	0.0	0.96	0.05	0.07	0.0	0.26	0.2	0.1	0.1	0.09	54.53	0.0	0.11	0.0	28.7	0.0	0.0	0.13	0.29	0.0	0.09	0.06	0.08	0.99	1.49	0.1	0.11	0.0	0.0	0.0	0.47	0.0	0.0	0.11	0.21	0.05	0.0	0.0	47.08	24.76	23.04	3.45	3.46	3.39
H2-Q7	0.0	0.0	19.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.37	0.0
H60c	0.23	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.03	0.42	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.34	0.23	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.74	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.16	0.18
Hexb	69.55	0.0	103.99	0.0	0.0	90.32	0.0	0.0	0.0	86.05	48.88	139.67	44.05	64.21	0.0	45.5	88.61	62.92	0.0	0.0	0.0	16.25	1.79	30.46	4.91	78.83	122.76	0.15	44.59	0.0	0.25	84.96	41.06	23.32	56.33	69.58	17.95	12.77	52.36	107.56	2.58	56.79	0.0	0.1	62.78	0.0	0.0	3.56	10.8	13.98	141.48	143.82	136.28
Hint3	0.0	0.0	10.48	0.0	0.0	0.0	0.0	0.0	0.0	46.32	0.0	0.0	10.66	0.0	0.0	0.0	0.0	0.0	30.92	44.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9	0.0	0.0	0.0	0.0	7.93	0.0	0.0	24.57	0.0	36.18	21.54	0.0	0.0	0.0	0.0	0.0	22.19	0.0	9.62	4.22	4.79	31.02	26.58	29.58
Hist1h2ac	0.0	0.0	26.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	1.29	0.87
Hpcal1	0.0	0.0	8.95	5.83	0.0	5.76	0.0	0.0	0.0	0.0	8.39	0.0	0.0	3.91	2.88	0.8	0.0	0.18	1.78	0.0	0.21	6.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	36.55	4.2	0.0	0.0	7.33	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.02	19.96	26.91	81.48	89.83	79.87
Insm1	0.21	0.0	11.29	0.0	0.0	0.09	0.0	0.0	0.32	0.0	0.03	0.17	0.0	0.12	0.13	0.21	0.11	0.23	0.13	3.82	0.11	0.0	0.0	0.0	0.0	0.08	0.21	0.2	0.0	0.0	0.05	0.0	0.16	2.39	0.0	0.07	0.0	0.0	0.08	0.12	0.36	0.0	0.13	0.06	0.0	0.75	0.14	0.0	0.11	0.0	5.91	7.81	5.39
