	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
A230001M10Rik	0.0	0.22	0.21	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	22.34	0.2	0.0	0.0	0.12	0.25	0.0	0.0	0.11	0.22	0.0	0.0	0.15	0.64	0.41	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	2.03	0.0	1.45	0.0	0.38	0.16	0.0	3.33	3.37	3.41	3.14
A530050N04Rik	0.0	0.55	0.27	0.09	0.0	0.0	0.36	0.0	11.3	0.0	0.0	6.4	0.23	0.0	0.0	0.15	0.0	0.0	0.18	0.07	0.0	0.0	0.0	0.0	0.13	0.21	0.12	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.48	0.0	0.0	0.0	0.24	0.05	0.0	0.0	0.13	0.0	1.48	1.01	1.12
A930001C03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.46	0.63
Abcc9	0.45	0.38	0.23	0.16	0.0	0.03	0.91	0.12	0.59	0.76	0.0	1.18	0.05	0.63	0.0	0.11	0.2	0.38	0.51	0.21	0.66	0.23	0.49	0.37	0.36	0.33	0.23	0.28	0.18	0.18	0.2	0.25	0.31	0.23	0.37	0.7	2.5	0.14	1.1	0.16	0.97	0.76	0.7	0.73	3.33	3.27	4.07
Adprhl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.07	0.08
Adra2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07	0.0	0.0	0.0	0.0	1.25	2.61	1.09	11.33	14.18	12.33
Aebp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.61	12.84	9.42
Agphd1	0.0	0.0	0.0	0.07	0.0	0.5	0.11	0.0	23.84	0.62	0.44	36.57	0.37	1.99	0.0	0.0	0.2	0.0	0.13	0.09	0.0	0.24	0.51	0.1	0.1	0.08	0.98	0.11	0.37	0.14	0.11	0.05	0.07	0.24	0.13	0.0	0.31	0.06	0.09	0.07	0.42	1.71	0.45	0.74	2.11	2.19	1.82
Agtpbp1	90.01	134.91	41.16	3.55	21.59	101.27	2.02	94.45	35.94	27.89	3.79	85.22	0.0	15.58	0.0	50.91	27.76	56.7	1.23	1.3	13.63	0.51	35.26	21.32	3.08	6.97	63.45	67.29	32.37	56.73	79.28	91.06	4.59	53.62	39.71	19.69	11.19	45.19	102.09	0.88	1.6	50.29	31.6	39.49	116.88	108.27	115.49
Arfip2	53.34	0.0	21.23	0.0	3.89	0.0	0.0	30.85	0.0	3.24	0.0	117.87	0.0	3.87	0.0	29.92	0.0	0.05	71.11	0.31	35.72	0.3	0.0	5.91	95.65	0.0	22.01	26.7	0.0	0.0	0.0	0.0	1.13	0.1	0.0	0.1	0.0	0.0	0.0	23.57	0.0	18.32	17.89	14.57	65.0	68.22	65.46
Arg2	2.32	0.0	4.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.06	0.0	23.62	0.0	7.44	0.0	0.0	0.5	0.0	0.0	53.42	0.0	0.0	0.0	13.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.05	0.0	0.0	16.85	17.89	18.27	9.4	4.55	5.7	5.89
Arhgef9	16.83	15.84	51.67	23.13	0.0	33.06	57.17	1.22	123.93	28.7	0.0	70.29	0.0	6.0	0.0	5.96	17.7	0.13	7.37	20.07	44.97	2.85	22.56	3.88	0.0	0.29	34.4	5.38	0.0	9.14	2.84	0.0	8.77	24.93	41.27	5.8	0.0	18.5	38.76	0.29	0.0	67.19	52.31	40.75	220.51	209.27	213.67
Armc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.22	12.01	0.61	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.98	0.0	9.42	10.04	10.31
Asb16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.76	0.53
Atp5s	29.41	95.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.95	0.0	195.75	0.0	181.42	0.0	0.0	2.86	30.68	120.53	161.1	30.83	138.13	32.99	58.44	0.0	60.3	20.46	36.4	0.8	0.0	6.85	91.75	0.0	0.0	43.63	0.0	0.0	25.77	67.05	0.99	0.0	32.14	24.78	25.25	24.13	20.95	22.14
B430010I23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.04	0.09
BC064078	0.0	0.0	0.86	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	6.39	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.48	0.51	0.0	0.0	0.0	0.0	2.25	0.0	0.93	1.5	0.0	0.0	5.24	0.0	0.0	0.0	0.0	0.67	0.0	1.86	0.0	0.88	1.32	0.43	1.21	6.69	6.66	4.87
Bcl9	0.0	8.39	3.65	0.06	2.98	1.56	1.83	0.11	4.29	0.0	14.49	0.0	0.0	0.0	0.0	25.2	0.23	0.04	0.0	2.18	6.47	0.0	0.0	0.0	0.0	1.36	0.0	1.01	0.0	12.88	3.71	29.65	0.0	4.19	0.58	17.05	3.93	0.14	0.0	0.0	0.0	0.76	0.37	2.52	28.0	25.61	27.6
C1qtnf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	15.13	16.22
Calcoco2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.24	0.8
Ccbl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	5.07	5.11	5.0
Ccdc14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	0.0	0.0	0.0	0.07	0.83	2.18	2.08	1.91	2.84
Ccl27b	0.0	0.14	0.0	22.17	0.0	28.87	0.0	0.0	0.0	0.0	0.0	17.1	0.0	4.28	0.0	0.03	0.0	1.74	0.0	0.0	5.37	0.0	0.77	0.0	0.29	0.0	2.79	1.65	1.9	0.13	8.48	4.31	0.0	1.3	4.89	46.94	0.0	0.0	4.36	1.88	0.0	61.27	76.52	71.98	30.63	28.29	22.96
Chrm4	0.23	0.26	0.25	0.0	0.0	0.0	2.53	0.0	0.0	0.0	0.0	57.64	0.0	0.0	0.0	0.0	0.22	0.18	0.58	0.37	0.44	1.26	0.0	0.31	0.68	0.0	0.53	1.0	0.0	0.0	0.08	0.0	0.1	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.87	1.62	2.13	45.22	46.97	34.33
Chrna5	0.0	0.13	0.0	0.0	0.0	0.13	0.14	0.0	0.0	0.61	1.36	30.9	0.2	0.0	0.0	0.12	0.27	0.0	0.33	0.04	0.15	0.04	0.7	0.13	0.0	0.09	0.23	0.0	0.0	0.0	0.16	0.18	0.0	0.0	0.0	0.0	0.89	0.16	0.67	0.0	1.04	9.39	6.54	5.83	3.0	2.42	2.85
Cideb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.62	0.0	0.0	0.0	0.07	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	4.52	4.96
Crlf1	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	13.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75	5.36	4.69
Crls1	68.53	42.23	25.26	0.1	1.27	37.21	55.15	1.31	0.41	13.94	0.0	150.44	0.0	0.0	0.0	14.04	2.05	23.31	1.87	11.15	20.38	17.11	36.39	0.0	55.27	0.16	36.42	24.67	65.53	12.55	19.67	0.0	15.17	6.88	0.0	0.0	0.0	65.9	5.72	39.37	2.28	36.88	24.34	30.53	41.89	39.93	38.1
Dclk1	82.45	125.48	63.68	50.59	52.88	0.0	347.98	293.65	153.64	259.49	10.52	426.05	0.0	92.43	0.0	88.44	72.51	138.79	121.18	14.22	84.21	88.36	21.0	83.25	51.39	66.36	83.18	120.74	19.14	85.02	71.64	71.84	44.06	51.92	115.1	135.37	177.35	34.37	94.25	53.69	297.41	248.84	210.66	215.96	367.79	342.85	374.41
Ddx6	7.9	17.81	25.05	4.16	5.92	0.06	85.85	28.56	3.37	5.65	0.26	41.23	0.0	12.33	1.24	3.27	36.85	8.46	2.91	12.17	19.04	2.53	0.69	2.36	7.14	25.36	4.01	8.23	9.37	22.95	2.26	4.97	8.41	7.05	6.63	42.21	0.0	0.0	58.73	12.56	0.0	9.33	6.3	6.47	84.34	83.49	81.63
E530011L22Rik	0.0	0.0	0.0	0.0	0.26	0.0	0.12	0.0	0.0	0.34	0.0	18.63	0.0	0.0	0.0	0.06	0.11	0.1	0.29	0.35	7.7	2.18	11.66	0.0	37.88	0.4	0.02	11.3	8.58	1.23	0.0	5.55	0.0	0.0	0.21	0.0	0.5	7.42	1.43	11.69	0.0	5.6	5.58	6.21	5.6	6.32	7.42
Ecsit	47.72	0.0	0.0	166.77	223.39	0.0	136.91	170.09	288.59	27.28	0.0	423.05	0.0	259.48	0.0	47.8	72.68	112.06	52.76	91.82	112.23	76.01	58.38	70.65	138.45	68.14	0.0	108.59	22.6	0.0	43.09	41.42	1.57	131.2	39.65	118.67	0.0	44.96	130.06	119.48	78.82	98.21	134.83	120.19	45.9	50.47	42.4
Elac2	19.33	0.0	1.48	3.31	0.0	0.0	0.0	0.0	0.0	3.43	0.0	75.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.97	0.0	0.08	0.0	0.0	0.0	1.82	3.22	2.37	26.18	26.9	27.02
Fam108b	28.78	0.0	18.01	0.0	40.45	0.0	15.81	0.62	2.63	45.2	0.0	127.0	0.0	0.0	0.0	54.39	89.27	0.07	0.0	0.0	3.28	4.13	0.26	0.09	0.0	0.0	0.0	11.14	16.09	0.0	0.32	2.1	5.8	9.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.79	4.46	3.8	38.13	32.38	33.01
Fam131a	0.0	8.06	33.9	49.36	12.01	4.2	264.42	136.87	93.15	59.29	0.0	103.88	0.0	135.51	0.0	9.99	20.74	6.16	43.14	28.93	0.0	8.03	0.0	6.23	0.0	0.0	34.87	6.14	0.0	0.0	0.0	0.0	0.38	65.82	17.81	1.04	0.0	16.52	0.0	2.44	76.23	131.91	175.71	155.73	317.46	331.18	308.03
Fam189a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	17.81	3.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.14	9.22	10.66	9.0
Fbxo36	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	68.78	0.0	0.0	83.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9	1.2	8.07	4.06	5.1	4.42
Fbxo41	5.2	0.0	9.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.7	0.0	0.0	0.0	0.0	0.4	27.56	0.0	4.45	0.0	0.0	0.0	0.0	0.0	7.29	1.29	0.0	32.28	0.45	0.0	0.0	0.0	12.12	1.58	18.5	0.0	0.0	27.6	0.29	0.0	2.11	2.69	3.29	61.0	63.74	65.1
Fcgr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	2.77	3.07
Gak	20.25	66.31	40.25	21.54	0.0	1.46	1.0	2.14	31.85	5.75	1.54	2.13	0.0	0.0	0.0	0.6	0.35	71.94	0.65	0.11	12.27	30.33	34.13	3.94	0.68	0.51	1.3	0.5	0.26	0.67	28.49	0.99	17.42	16.01	2.4	0.15	1.08	0.7	70.0	17.48	0.63	8.37	14.87	15.24	65.57	67.73	67.97
Gm10125	0.0	4.12	0.0	0.0	0.0	0.0	0.0	0.0	3.95	0.38	0.0	16.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	0.0	0.0	0.0	2.11	0.0	8.87	0.0	4.23	0.0	0.19	4.64	0.0	0.0	0.0	8.04	8.09	0.0	0.0	0.0	0.7	0.0	2.78	2.68	3.07
Gm11202	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.26	0.0	0.19	0.0	0.0	0.0	0.08	0.0	0.24	0.0	0.34	0.0	0.2	0.0	0.11	0.19	0.0	0.13	0.13	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.14	0.04	0.09
Gm11837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	1.8	2.35
Gm13083	0.0	0.0	1.67	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	1.91	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.04	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.14	0.32	0.15	0.25
Gm13306	0.0	0.14	0.0	22.17	0.0	28.87	0.0	0.0	0.0	0.0	0.0	17.1	0.0	4.28	0.0	0.03	0.0	1.74	0.0	0.0	5.37	0.0	0.77	0.0	0.29	0.0	2.79	1.65	1.9	0.13	8.48	4.31	0.0	1.3	4.89	46.94	0.0	0.0	4.36	1.88	0.0	61.27	76.52	71.98	30.63	28.29	22.96
Gm16119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.82	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.21	0.0	0.0	0.49	0.0	0.0	0.64	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.17	0.35	4.65	3.21	3.69
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.07	0.0	0.06	0.0	0.0	0.0	1.27	4.28	1.89	1.73	1.86	1.4
Gm20571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.32	0.0	0.0	0.0	10.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	5.06	4.94	0.94
Gm2506	0.0	0.14	0.0	22.17	0.0	28.87	0.0	0.0	0.0	0.0	0.0	17.1	0.0	4.28	0.0	0.03	0.0	1.74	0.0	0.0	5.37	0.0	0.77	0.0	0.29	0.0	2.79	1.65	1.9	0.13	8.48	4.31	0.0	1.3	4.89	46.94	0.0	0.0	4.36	1.88	0.0	61.27	76.52	71.98	30.63	28.29	22.96
Gpd1l	0.0	10.72	0.15	0.0	2.62	0.0	80.81	86.95	62.67	0.13	0.0	161.03	0.0	25.51	0.0	7.32	0.65	17.18	102.83	6.85	18.38	7.41	0.0	0.0	0.0	3.18	0.0	0.0	0.0	0.0	7.08	1.06	0.06	0.04	24.72	0.15	0.0	0.7	3.19	69.26	69.05	19.33	12.04	20.7	85.24	87.97	81.22
Gpr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.53	0.0	0.0	0.0	0.0	0.0	13.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.76	3.48	0.22	1.61	1.58	0.96
Gpr115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.22	1.7	1.8	1.46	1.66
Gpr162	0.48	0.0	0.26	0.28	0.0	0.27	0.09	0.0	0.0	2.73	0.0	9.04	0.0	0.0	0.0	0.03	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.31	0.0	0.0	1.04	0.0	0.0	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	1.54	1.17	148.73	153.94	159.75
