	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_52	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	PvalbF.Gad2_tdTpositive_cell_31	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Abcb4	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.17	0.0	0.08	0.0	4.16	4.22	4.44
Abi3bp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.3	0.0	1.74	3.33	10.17	10.59	11.7
Adora1	0.0	9.29	0.0	15.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.05	0.0	0.0	0.06	0.0	0.15	0.0	0.12	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	22.11	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	74.59	0.09	62.05	59.29	120.56	116.02	119.72
Ano7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.46	0.0	0.0	0.0	0.09	0.23	0.09
Anxa11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.5	93.14	0.0	5.48	5.24	33.68	32.85	33.53
Arhgef19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.5	0.0	0.0	0.0	10.14	12.76	14.65
Arhgef26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.48	0.0	0.0	0.33	16.25	15.83	16.2
Atp1a2	0.76	1.56	1.69	0.87	1.28	29.92	1.59	4.59	2.21	1.28	0.96	1.54	1.17	10.98	1.74	2.43	1.13	1.4	13.05	4.03	1.55	1.04	1.93	4.6	1.62	0.91	3.03	2.63	109.86	2.03	1.57	1.17	1.32	2.41	2.83	2.01	1.87	43.8	1.97	2.08	4.68	431.93	422.72	458.79
Baiap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.48	25.22	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.11	9.55	0.0	0.0	0.0	0.0	12.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.05	0.0	0.0	0.0	14.14	14.6	15.04
Bcan	0.0	0.0	0.0	0.0	10.57	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.62	0.0	0.21	0.0	178.7	198.72	211.04
Bcas1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.87	0.0	0.0	0.0	0.0	0.0	0.0	50.46	0.0	52.92	0.0	0.35	2.0	90.58	94.3	106.69
Bcl9l	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	1.12	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.0	0.05	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	14.16	0.0	0.77	0.32	18.51	19.52	18.72
Bmp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.7	0.0	0.41	0.0	4.05	3.96	3.32
Bmp4	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	86.51	0.0	0.0	0.0	3.0	3.32	4.21
C1ql1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.32	0.0	0.0	0.0	0.0	0.0	0.0	39.12	0.0	0.0	0.0	12.88	15.02	14.37
C1qtnf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	2.96	0.16	1.71	2.54	2.44
C430049B03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	0.0	0.13	0.0	0.18	0.25	0.27
C630031E19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.07	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	1.25	0.48	0.09	0.37
Cacng4	0.0	0.0	0.0	3.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.18	7.85	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.72	0.0	0.36	0.0	32.89	29.9	34.59
Calcrl	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.08	0.0	0.0	0.0	0.05	0.0	0.04	0.05	0.02	0.01	0.0	2.15	0.0	15.15	0.0	0.01	0.0	0.16	0.19	0.0	105.8	0.0	0.0	0.0	4.21	3.24	4.58
Capn10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	7.86	0.0	0.0	1.03	0.0	9.63	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.0	40.05	0.0	0.12	1.57	22.22	22.83	24.07
Cav1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.31	0.0	0.0	0.0	13.92	13.43	13.49
Ccdc135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	1.04	1.21	1.08
Ccl27b	0.14	3.68	0.05	22.17	0.0	28.87	0.0	0.0	21.49	31.22	1.46	0.3	0.0	1.74	7.16	0.58	0.0	0.0	5.37	0.27	1.98	0.0	0.77	0.0	0.29	2.79	4.31	0.0	29.61	1.3	0.0	0.0	1.61	0.0	0.0	33.56	38.65	4.36	4.62	76.52	71.98	30.63	28.29	22.96
Ccnd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.2	0.0	0.0	0.0	5.14	1.27	0.0	0.0	0.0	0.0	6.42	5.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.13	0.0	6.92	7.09	34.68	32.87	32.4
Cd9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	673.69	0.0	2.08	52.14	71.21	70.99	77.95
Cdc42ep1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	16.55	16.4	18.07
Cdk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.15	2.77	2.57	2.24
Cecr6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.02	0.0	0.0	0.32	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.05	0.0	6.63	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	64.24	0.0	13.65	10.81	48.26	48.63	46.62
Chi3l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.71	0.0	0.1	0.0	22.32	0.0	21.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.98	0.0	2.27	3.13	9.43	8.6	10.42
Chkb	0.0	0.0	1.66	0.09	0.0	10.39	0.0	14.8	3.62	0.0	0.0	23.52	0.07	2.3	0.56	1.43	19.53	0.0	32.55	0.0	1.74	0.86	2.24	4.19	0.0	16.43	1.57	1.49	10.93	2.65	0.0	0.0	0.0	0.93	4.35	2.16	60.35	110.79	2.78	3.18	15.35	28.32	30.98	29.23
Chst5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77	0.0	1.44	0.0	0.72	0.72	1.16
Cmbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.95	0.44	3.77	2.77	16.58	13.88	13.51
Cmtm5	0.0	0.0	0.0	66.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.64	0.0	4.86	49.83	86.04	85.98	81.99
Col6a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	41.28	0.0	8.6	13.36	53.34	50.78	59.21
Cpne2	5.72	0.0	0.0	1.65	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.0	12.8	0.0	0.84	1.35	5.05	0.0	1.06	0.0	0.0	0.0	1.55	1.58	0.1	7.64	0.0	0.56	4.42	0.07	5.96	0.0	0.0	13.76	0.23	21.77	0.0	43.07	1.15	0.15	0.0	22.31	24.85	27.46
Cspg4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.92	0.0	0.0	0.0	5.85	6.93	6.96
Ctnnbip1	0.28	0.0	0.0	44.56	0.0	8.99	0.0	0.0	0.0	0.0	5.34	0.0	0.0	2.79	2.17	0.61	0.0	19.4	42.41	4.24	0.76	27.26	9.83	3.34	0.0	0.24	1.74	0.0	6.88	3.78	1.87	0.53	36.0	28.62	0.0	0.55	2.29	94.47	0.0	4.59	6.38	31.48	35.98	31.26
Dclre1a	0.0	0.0	0.04	0.0	0.0	0.0	24.04	0.0	73.58	14.1	0.0	0.09	11.67	0.0	0.0	0.0	0.0	0.0	29.81	0.0	0.0	0.0	1.02	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.84	25.5	3.19	8.46	6.75	4.66	5.9
Dexi	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	2.43	0.0	0.0	26.95	0.0	0.0	0.0	0.0	1.33	0.0	25.96	0.0	0.0	0.0	2.61	0.0	0.0	24.61	0.0	11.3	0.0	0.0	0.0	0.0	50.74	0.0	83.41	0.0	3.02	3.06	45.36	47.95	43.59
Dmrta2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.72	0.0	0.0	0.0	2.14	2.77	2.59
Dusp16	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	6.15	0.0	1.43	0.0	0.0	0.0	4.29	0.0	41.46	0.74	0.0	0.0	0.0	0.14	0.0	0.0	11.63	0.0	50.31	0.0	1.65	2.0	7.05	6.81	7.57
Ednrb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.08	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.12	0.0	0.0	58.32	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	215.57	0.0	0.53	3.11	34.48	32.38	38.96
Epn2	24.32	0.0	0.77	0.0	30.92	123.56	0.0	0.0	2.71	0.05	1.45	9.69	46.2	2.98	0.0	8.08	24.24	0.0	59.62	0.0	75.34	15.12	8.52	24.46	6.44	17.36	11.17	20.29	9.26	8.23	1.21	0.0	7.34	0.63	48.21	21.79	0.28	117.42	26.53	26.92	23.53	84.72	82.38	86.14
Esyt3	7.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.03	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.44	0.0	0.0	0.0	18.86	0.0	0.53	0.69	2.88	2.92	2.89
Extl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	1.6	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.33	0.0	11.13	12.32	50.72	51.07	50.15
Fabp7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	32.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.86	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	245.8	0.0	8.61	3.86	43.5	46.67	62.51
Fam115c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.94	0.0	0.0	0.0	0.44	0.39	0.31
Fhl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	3.81	0.0	0.6	0.0	0.0	0.0	0.0	0.0	4.14	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83	0.0	0.41	0.0	1.26	0.89	1.96
Fign	0.12	0.0	0.09	0.0	0.02	0.0	0.19	0.0	0.12	0.02	0.14	2.61	0.08	0.0	0.03	0.0	0.0	0.05	0.07	0.07	0.06	0.09	0.0	0.0	0.14	0.04	0.09	0.05	0.0	0.02	0.11	0.02	0.05	0.24	0.29	0.11	0.27	30.24	0.05	0.24	0.32	1.08	0.69	1.03
Frrs1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.94	0.0	0.0	0.0	0.87	0.59	1.1
Fut10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.22	0.0	1.42	0.0	7.29	7.54	7.88
Fzd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.43	0.0	0.1	0.0	3.18	3.3	3.55
Gab1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.78	14.41	15.86	19.27
Galnt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	4.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.44	0.0	0.0	0.09	1.57	1.23	1.35
Gatm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.07	40.04	0.0	0.0	0.0	0.0	0.0	58.1	0.0	0.0	0.0	0.0	0.0	0.32	0.0	100.49	0.0	11.19	0.0	0.0	0.0	0.0	0.0	0.0	363.41	0.0	4.25	35.04	83.93	81.08	89.16
Gjc1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	27.53	0.0	0.0	0.89	5.73	5.12	4.5
Gm13306	0.14	3.68	0.05	22.17	0.0	28.87	0.0	0.0	21.49	31.22	1.46	0.3	0.0	1.74	7.16	0.58	0.0	0.0	5.37	0.27	1.98	0.0	0.77	0.0	0.29	2.79	4.31	0.0	29.61	1.3	0.0	0.0	1.61	0.0	0.0	33.56	38.65	4.36	4.62	76.52	71.98	30.63	28.29	22.96
